,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,ALV.DE,GSK.L,BATS.L,RIO.L,SU.PA,BP.L,RDSA.AS,AI.PA,AIR.PA,ADYEN.AS,IBE.MC,RYDBF,ENEL.MI,DAI.DE,BAS.DE,BNP.PA,DTE.DE,ADS.DE,DPW.DE,ABBN.SW,RKT.L,SAN.MC,KER.PA,RITN.,BHP.L,ABI.BR,ZURN.SW,BAYN.DE,UBSG.SW,REL.L,AAL.L,DG.PA,CS.PA,EL.PA,LONN.SW,IFX.DE,INGA.AS,RMS.PA,PRU.L,NG.L,BN.PA,SAF.PA,DSV.CO,ISP.MI,GLEN.L,SIKA.SW,LLOY.L,STLA.MI,VOD.L,RI.PA,VOW3.DE,PHIA.AS,INVE B.ST,BBVA.MC,PRX.AS,ITX.MC,ATCO A.ST,VWS.CO,CRH.L,CPG.L,VOLV B.ST,VNA.DE,MUV2.DE,BARC.L,NDA SE.ST,GIVN.SW,EXPN.L,CLNX.MC,LSEG.L,SGO.PA,ALC.SW,ERIC B.ST,DSY.PA,AHT.L,DB1.DE,DSM.AS,KNEBV.HE,BMW.DE,FERG.L,AMS.MC,NOKIA.HE,ASSA B.ST,CAP.PA,ENI.MI,AD.AS,HOLN.SW,HEXA B.ST,VIV.PA,LR.PA,PGHN.SW,SAND.ST,GEBN.SW,HEIA.AS,ML.PA,FLTR.L,WKL.AS,EVO.ST,GMAB.CO,ORSTED.CO,NESTE.HE,DHER.DE,RACE.MI,EOAN.DE,SREN.SW,RWE.DE,MRK.DE,DBK.DE,KBC.BR,UCG.MI,TSCO.L,EUR,CSGN.SW,ENGI.PA,G.MI,STM.PA,BA.L,TEF.MC,AKZA.AS,SAMPO.HE,BT.A.L,GLE.PA,TEP.PA,ORA.PA,EQNR.OL,AV.L,DWNI.DE,LGEN.L,LOGN.SW,FRE.DE,WLN.PA,KRZ.IR,SSE.L,MT.AS,UPM.HE,SOON.SW,IMB.L,SEB A.ST,ESSITY B.ST,ZAL.DE,ATCOB.ST,HEN3.DE,SN.L,COLO B.CO,DNB.OL,SGRO.L,SRT3.,CARL B.CO,STMN.SW,MAERSK B.CO,SY1.DE,HM B.ST,ACA.PA,SHL.DE,REP.MC,SHB A.ST,SWED A.ST,KNIN.SW,PAH3.DE,SLHN.SW,SGSN.SW,NZYM B.CO,FME.DE,OCDO.L,ARGX.BR,CNHI.MI,III.L,VIE.PA,WPP.L,STAN.L,BAER.SW,BNR.DE,EPI A.ST,NWG.L,CRDA.L,EDEN.PA,PUB.PA,HLMA.L,CON.DE,NXT.L,NIBE B.ST,FER.MC,ENT.L,NN.AS,EDP.LS,KRX.IR,DSYA.,ERF.PA,HFG.DE,SCMN.SW,SPX.L,PNDORA.CO,MONC.MI,127.HK,SWMA.ST,SK3.IR,GBLB.BR,DNB,CHF,UCB.BR,RTO.L,MNDI.L,ASM.AS,UMI.BR,GBP,CFR.SW,DIM.PA,UMG.AS,RR.L,n/a,XTSLA,EQT.ST,SUM
09/20/2021,3.24,3.37,2.39,1.89,1.8,1.58,1.3,1.44,1.52,1.3,0.96,1.01,1.04,1.01,0.99,0.86,0.88,0.76,0.68,0.91,0.78,0.76,0.75,0.76,0.9,0.59,0.68,0.58,0.65,0.64,0.67,0.6,0.57,0.64,0.64,0.55,0.58,0.49,0.0,0.52,0.44,0.59,0.48,0.59,0.55,0.48,0.47,0.52,0.55,0.57,0.53,0.5,0.47,0.48,0.46,0.44,0.39,0.48,0.45,0.46,0.46,0.4,0.41,0.39,0.4,0.38,0.39,0.39,0.41,0.65,0.38,0.41,0.37,0.37,0.34,0.32,0.33,0.36,0.37,0.39,0.36,0.39,0.33,0.33,0.35,0.4,0.28,0.37,0.35,0.29,0.35,0.28,0.28,0.31,0.25,0.29,0.29,0.33,0.3,0.32,0.24,0.31,0.3,0.29,0.3,0.25,0.28,0.22,0.26,0.29,0.28,0.25,0.25,0.23,0.24,0.25,0.26,0.27,0.23,0.24,0.27,0.25,0.26,0.24,0.25,0.14,0.23,0.23,0.24,0.28,0.23,0.23,0.21,0.24,0.17,0.23,0.23,0.2,0.23,0.2,0.21,0.21,0.15,0.18,0.17,0.2,0.22,0.21,0.19,0.21,0.19,0.21,0.18,0.17,0.21,0.15,0.15,0.19,0.17,0.19,0.21,0.0,0.22,0.18,0.17,0.14,0.16,0.17,0.15,0.16,0.16,0.18,0.0,0.15,0.15,0.15,0.0,0.14,0.15,0.15,0.16,0.17,0.15,0.0,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.14,0.19,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.23,0.5,0.14,0.0,0.0,0.0,0.0,0.0,85.91
09/21/2021,3.18,3.31,2.38,1.86,1.82,1.58,1.3,1.45,1.54,1.29,0.99,1.01,1.03,1.02,1.01,0.85,0.88,0.77,0.65,0.94,0.78,0.76,0.74,0.75,0.89,0.59,0.68,0.58,0.65,0.63,0.67,0.61,0.56,0.63,0.6,0.55,0.57,0.51,0.0,0.5,0.45,0.58,0.48,0.56,0.55,0.45,0.48,0.51,0.55,0.55,0.52,0.49,0.48,0.48,0.47,0.44,0.4,0.52,0.44,0.45,0.46,0.4,0.4,0.39,0.4,0.38,0.4,0.38,0.41,0.65,0.39,0.41,0.36,0.36,0.33,0.32,0.33,0.36,0.37,0.41,0.35,0.41,0.36,0.33,0.35,0.39,0.3,0.37,0.34,0.29,0.35,0.27,0.28,0.31,0.26,0.27,0.28,0.33,0.3,0.32,0.24,0.31,0.28,0.28,0.36,0.25,0.26,0.23,0.26,0.29,0.28,0.28,0.26,0.24,0.24,0.25,0.26,0.26,0.23,0.23,0.28,0.25,0.26,0.26,0.25,0.0,0.24,0.22,0.23,0.28,0.23,0.24,0.2,0.24,0.17,0.23,0.23,0.19,0.23,0.2,0.21,0.21,0.15,0.18,0.18,0.2,0.22,0.2,0.18,0.2,0.19,0.21,0.17,0.2,0.21,0.15,0.15,0.19,0.17,0.19,0.15,0.15,0.21,0.17,0.16,0.14,0.18,0.18,0.15,0.16,0.17,0.18,0.0,0.15,0.17,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.19,0.0,0.15,0.15,0.14,0.16,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.32,0.51,0.14,0.0,0.0,0.0,0.0,0.0,85.89
09/22/2021,3.18,3.31,2.38,1.86,1.82,1.58,1.3,1.45,1.54,1.29,0.99,1.01,1.03,1.02,1.01,0.85,0.88,0.77,0.65,0.94,0.78,0.76,0.74,0.75,0.89,0.59,0.68,0.58,0.65,0.63,0.67,0.61,0.56,0.63,0.6,0.55,0.57,0.51,0.0,0.5,0.45,0.58,0.48,0.56,0.55,0.45,0.48,0.51,0.55,0.55,0.52,0.49,0.48,0.48,0.47,0.44,0.4,0.52,0.44,0.45,0.46,0.4,0.4,0.39,0.4,0.38,0.4,0.38,0.41,0.65,0.39,0.41,0.36,0.36,0.33,0.32,0.33,0.36,0.37,0.41,0.35,0.41,0.36,0.33,0.35,0.39,0.3,0.37,0.34,0.29,0.35,0.27,0.28,0.31,0.26,0.27,0.28,0.33,0.3,0.32,0.24,0.31,0.28,0.28,0.36,0.25,0.26,0.23,0.26,0.29,0.28,0.28,0.26,0.24,0.24,0.25,0.26,0.26,0.23,0.23,0.28,0.25,0.26,0.26,0.25,0.0,0.24,0.22,0.23,0.28,0.23,0.24,0.2,0.24,0.17,0.23,0.23,0.19,0.23,0.2,0.21,0.21,0.15,0.18,0.18,0.2,0.22,0.2,0.18,0.2,0.19,0.21,0.17,0.2,0.21,0.15,0.15,0.19,0.17,0.19,0.15,0.15,0.21,0.17,0.16,0.14,0.18,0.18,0.15,0.16,0.17,0.18,0.0,0.15,0.17,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.19,0.0,0.15,0.15,0.14,0.16,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.32,0.51,0.14,0.0,0.0,0.0,0.0,0.0,85.89
09/23/2021,3.23,3.31,2.42,1.9,1.82,1.7,1.34,1.43,1.54,1.25,0.96,1.04,1.03,1.03,1.0,0.83,0.9,0.77,0.64,0.92,0.79,0.75,0.74,0.75,0.89,0.59,0.68,0.58,0.64,0.62,0.65,0.6,0.57,0.63,0.58,0.56,0.55,0.51,0.0,0.5,0.46,0.58,0.49,0.53,0.56,0.43,0.5,0.51,0.55,0.56,0.51,0.48,0.48,0.44,0.47,0.45,0.41,0.51,0.43,0.44,0.46,0.39,0.39,0.39,0.41,0.36,0.4,0.38,0.38,0.65,0.39,0.39,0.37,0.36,0.34,0.32,0.33,0.35,0.36,0.42,0.36,0.41,0.36,0.33,0.34,0.39,0.3,0.38,0.33,0.29,0.35,0.27,0.27,0.31,0.27,0.28,0.28,0.33,0.29,0.33,0.24,0.3,0.28,0.28,0.36,0.24,0.27,0.23,0.26,0.29,0.28,0.28,0.26,0.25,0.24,0.24,0.26,0.27,0.22,0.24,0.28,0.23,0.26,0.25,0.25,0.0,0.22,0.23,0.23,0.28,0.23,0.24,0.2,0.24,0.17,0.22,0.24,0.19,0.23,0.19,0.21,0.21,0.15,0.19,0.18,0.21,0.22,0.18,0.18,0.21,0.19,0.2,0.17,0.19,0.2,0.15,0.15,0.19,0.17,0.19,0.15,0.15,0.21,0.16,0.17,0.14,0.17,0.18,0.15,0.16,0.16,0.18,0.14,0.15,0.17,0.15,0.0,0.14,0.15,0.15,0.16,0.16,0.16,0.14,0.0,0.14,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.18,0.14,0.14,0.15,0.14,0.16,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.31,0.51,0.14,0.0,0.0,0.0,0.0,0.0,85.76
09/24/2021,3.24,3.33,2.39,1.88,1.85,1.7,1.33,1.44,1.56,1.27,0.94,1.03,1.03,1.03,1.02,0.84,0.9,0.77,0.63,0.92,0.79,0.77,0.74,0.75,0.89,0.59,0.7,0.58,0.63,0.62,0.64,0.61,0.57,0.63,0.58,0.55,0.55,0.5,0.0,0.49,0.46,0.58,0.49,0.53,0.56,0.43,0.5,0.51,0.56,0.56,0.52,0.48,0.49,0.45,0.47,0.45,0.41,0.52,0.43,0.43,0.47,0.38,0.39,0.39,0.42,0.37,0.4,0.38,0.38,0.65,0.4,0.39,0.37,0.36,0.33,0.31,0.33,0.35,0.35,0.4,0.36,0.41,0.37,0.33,0.35,0.39,0.3,0.38,0.33,0.3,0.35,0.27,0.27,0.3,0.28,0.27,0.28,0.33,0.29,0.33,0.23,0.3,0.0,0.28,0.37,0.24,0.27,0.23,0.25,0.29,0.28,0.28,0.27,0.25,0.24,0.24,0.26,0.27,0.22,0.23,0.28,0.23,0.26,0.25,0.25,0.21,0.22,0.22,0.23,0.28,0.23,0.24,0.2,0.24,0.17,0.21,0.24,0.19,0.23,0.19,0.21,0.21,0.15,0.19,0.18,0.2,0.22,0.18,0.18,0.21,0.19,0.2,0.18,0.18,0.2,0.15,0.15,0.19,0.17,0.2,0.16,0.15,0.22,0.16,0.17,0.14,0.17,0.18,0.15,0.16,0.16,0.18,0.14,0.15,0.17,0.15,0.0,0.0,0.15,0.15,0.16,0.16,0.16,0.0,0.0,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.14,0.17,0.15,0.14,0.16,0.0,0.18,0.17,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.22,0.5,0.14,0.22,0.0,0.0,0.0,0.0,85.79
09/27/2021,3.18,3.37,2.37,1.85,1.86,1.67,1.31,1.43,1.53,1.28,0.97,1.02,1.05,1.02,1.01,0.84,0.88,0.76,0.65,0.92,0.8,0.78,0.73,0.76,0.89,0.57,0.7,0.59,0.65,0.63,0.67,0.61,0.57,0.61,0.58,0.53,0.57,0.51,0.0,0.5,0.45,0.58,0.49,0.53,0.55,0.44,0.49,0.51,0.55,0.55,0.53,0.49,0.49,0.45,0.45,0.44,0.41,0.51,0.44,0.45,0.46,0.4,0.4,0.38,0.41,0.37,0.39,0.38,0.4,0.66,0.39,0.39,0.39,0.36,0.32,0.33,0.33,0.35,0.36,0.42,0.35,0.4,0.35,0.32,0.35,0.39,0.3,0.37,0.33,0.29,0.35,0.27,0.27,0.31,0.27,0.28,0.28,0.33,0.29,0.32,0.23,0.31,0.0,0.28,0.37,0.24,0.26,0.23,0.26,0.3,0.28,0.29,0.26,0.25,0.25,0.24,0.25,0.27,0.23,0.23,0.28,0.24,0.26,0.26,0.25,0.22,0.23,0.22,0.23,0.28,0.23,0.23,0.2,0.23,0.17,0.22,0.23,0.19,0.24,0.2,0.2,0.21,0.16,0.18,0.18,0.2,0.22,0.19,0.18,0.21,0.19,0.21,0.17,0.18,0.2,0.15,0.15,0.19,0.18,0.19,0.16,0.15,0.22,0.17,0.16,0.14,0.18,0.18,0.16,0.16,0.17,0.18,0.14,0.15,0.17,0.15,0.0,0.14,0.15,0.16,0.16,0.16,0.16,0.14,0.0,0.14,0.0,0.14,0.16,0.0,0.14,0.15,0.0,0.0,0.18,0.0,0.17,0.15,0.15,0.16,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.21,0.52,0.14,0.2,0.0,0.0,0.0,0.0,85.80000000000001
09/28/2021,3.17,3.34,2.38,1.86,1.85,1.72,1.32,1.43,1.53,1.27,0.98,1.01,1.06,1.02,1.0,0.85,0.87,0.76,0.65,0.92,0.82,0.79,0.73,0.76,0.88,0.57,0.71,0.59,0.67,0.63,0.68,0.61,0.57,0.61,0.57,0.54,0.58,0.5,0.0,0.5,0.45,0.58,0.49,0.54,0.55,0.44,0.5,0.52,0.55,0.55,0.53,0.5,0.48,0.46,0.45,0.44,0.42,0.5,0.45,0.45,0.46,0.4,0.4,0.38,0.42,0.37,0.38,0.38,0.41,0.66,0.38,0.39,0.38,0.36,0.33,0.33,0.33,0.36,0.37,0.42,0.34,0.4,0.34,0.32,0.35,0.39,0.31,0.37,0.33,0.29,0.34,0.27,0.28,0.31,0.28,0.28,0.27,0.32,0.3,0.33,0.23,0.3,0.0,0.27,0.36,0.24,0.26,0.23,0.26,0.29,0.28,0.28,0.27,0.25,0.24,0.24,0.26,0.27,0.23,0.23,0.27,0.24,0.26,0.26,0.25,0.15,0.23,0.23,0.24,0.28,0.23,0.24,0.19,0.24,0.17,0.23,0.23,0.19,0.24,0.2,0.21,0.21,0.16,0.18,0.18,0.2,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.18,0.2,0.15,0.15,0.19,0.19,0.19,0.15,0.15,0.21,0.16,0.16,0.14,0.18,0.18,0.17,0.16,0.17,0.18,0.14,0.15,0.17,0.14,0.0,0.0,0.14,0.16,0.16,0.16,0.16,0.14,0.0,0.14,0.0,0.14,0.16,0.0,0.15,0.14,0.0,0.0,0.18,0.14,0.16,0.15,0.14,0.16,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.52,0.14,0.2,0.14,0.0,0.0,0.0,85.75000000000001
09/29/2021,3.17,3.34,2.38,1.86,1.85,1.72,1.32,1.43,1.53,1.27,0.98,1.01,1.06,1.02,1.0,0.85,0.87,0.76,0.65,0.92,0.82,0.79,0.73,0.76,0.88,0.57,0.71,0.59,0.67,0.63,0.68,0.61,0.57,0.61,0.57,0.54,0.58,0.5,0.0,0.5,0.45,0.58,0.49,0.54,0.55,0.44,0.5,0.52,0.55,0.55,0.53,0.5,0.48,0.46,0.45,0.44,0.42,0.5,0.45,0.45,0.46,0.4,0.4,0.38,0.42,0.37,0.38,0.38,0.41,0.66,0.38,0.39,0.38,0.36,0.33,0.33,0.33,0.36,0.37,0.42,0.34,0.4,0.34,0.32,0.35,0.39,0.31,0.37,0.33,0.29,0.34,0.27,0.28,0.31,0.28,0.28,0.27,0.32,0.3,0.33,0.23,0.3,0.0,0.27,0.36,0.24,0.26,0.23,0.26,0.29,0.28,0.28,0.27,0.25,0.24,0.24,0.26,0.27,0.23,0.23,0.27,0.24,0.26,0.26,0.25,0.15,0.23,0.23,0.24,0.28,0.23,0.24,0.19,0.24,0.17,0.23,0.23,0.19,0.24,0.2,0.21,0.21,0.16,0.18,0.18,0.2,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.18,0.2,0.15,0.15,0.19,0.19,0.19,0.15,0.15,0.21,0.16,0.16,0.14,0.18,0.18,0.17,0.16,0.17,0.18,0.14,0.15,0.17,0.14,0.0,0.0,0.14,0.16,0.16,0.16,0.16,0.14,0.0,0.14,0.0,0.14,0.16,0.0,0.15,0.14,0.0,0.0,0.18,0.14,0.16,0.15,0.14,0.16,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.52,0.14,0.2,0.14,0.0,0.0,0.0,85.75000000000001
09/30/2021,3.12,3.24,2.36,1.86,1.83,1.67,1.32,1.43,1.5,1.26,1.01,1.02,1.09,1.03,0.98,0.87,0.88,0.77,0.65,0.9,0.85,0.82,0.73,0.77,0.87,0.57,0.74,0.58,0.68,0.64,0.7,0.61,0.56,0.6,0.57,0.53,0.6,0.49,0.0,0.5,0.46,0.58,0.5,0.55,0.54,0.44,0.52,0.53,0.55,0.54,0.53,0.52,0.47,0.47,0.44,0.44,0.44,0.48,0.45,0.46,0.43,0.41,0.4,0.39,0.42,0.38,0.38,0.38,0.41,0.66,0.39,0.38,0.38,0.36,0.34,0.33,0.34,0.36,0.37,0.42,0.33,0.38,0.33,0.31,0.35,0.38,0.31,0.35,0.32,0.29,0.33,0.27,0.29,0.31,0.29,0.28,0.27,0.32,0.3,0.32,0.24,0.29,0.0,0.27,0.35,0.24,0.25,0.23,0.26,0.29,0.27,0.26,0.26,0.24,0.24,0.24,0.25,0.26,0.23,0.23,0.26,0.25,0.28,0.28,0.25,0.33,0.24,0.23,0.24,0.28,0.23,0.24,0.19,0.24,0.18,0.23,0.23,0.19,0.24,0.2,0.21,0.21,0.15,0.19,0.18,0.2,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.17,0.19,0.15,0.15,0.18,0.19,0.18,0.15,0.15,0.2,0.16,0.16,0.14,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.15,0.17,0.14,0.0,0.14,0.14,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.0,0.15,0.15,0.0,0.15,0.14,0.0,0.0,0.17,0.0,0.16,0.15,0.15,0.15,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.15,0.51,0.0,0.21,0.16,0.0,0.0,0.0,85.7
10/01/2021,3.14,3.06,2.37,1.88,1.81,1.67,1.35,1.42,1.47,1.25,1.02,1.03,1.13,1.05,0.98,0.88,0.88,0.79,0.65,0.9,0.87,0.86,0.73,0.76,0.84,0.57,0.77,0.58,0.7,0.65,0.69,0.61,0.55,0.59,0.57,0.54,0.59,0.5,0.0,0.5,0.47,0.59,0.5,0.56,0.54,0.44,0.51,0.53,0.54,0.53,0.51,0.53,0.46,0.47,0.44,0.44,0.42,0.48,0.46,0.48,0.43,0.41,0.4,0.39,0.42,0.38,0.4,0.37,0.42,0.66,0.39,0.37,0.38,0.36,0.34,0.34,0.33,0.36,0.38,0.42,0.34,0.38,0.33,0.3,0.35,0.38,0.31,0.34,0.32,0.29,0.33,0.27,0.29,0.3,0.28,0.28,0.27,0.31,0.31,0.33,0.24,0.29,0.0,0.27,0.33,0.24,0.25,0.23,0.26,0.29,0.27,0.26,0.26,0.24,0.23,0.24,0.25,0.27,0.24,0.23,0.26,0.25,0.28,0.27,0.25,0.4,0.24,0.23,0.24,0.27,0.23,0.24,0.19,0.24,0.18,0.23,0.22,0.19,0.26,0.2,0.21,0.21,0.15,0.19,0.18,0.2,0.21,0.19,0.18,0.19,0.19,0.21,0.18,0.17,0.19,0.16,0.15,0.18,0.19,0.18,0.15,0.15,0.2,0.16,0.16,0.14,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.15,0.17,0.14,0.0,0.14,0.0,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.0,0.15,0.15,0.0,0.15,0.14,0.0,0.0,0.17,0.14,0.16,0.16,0.15,0.15,0.0,0.16,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.51,0.0,0.2,0.15,0.0,0.0,0.0,85.73
10/04/2021,3.14,3.06,2.37,1.88,1.81,1.67,1.35,1.42,1.47,1.25,1.02,1.03,1.13,1.05,0.98,0.88,0.88,0.79,0.65,0.9,0.87,0.86,0.73,0.76,0.84,0.57,0.77,0.58,0.7,0.65,0.69,0.61,0.55,0.59,0.57,0.54,0.59,0.5,0.0,0.5,0.47,0.59,0.5,0.56,0.54,0.44,0.51,0.53,0.54,0.53,0.51,0.53,0.46,0.47,0.44,0.44,0.42,0.48,0.46,0.48,0.43,0.41,0.4,0.39,0.42,0.38,0.4,0.37,0.42,0.66,0.39,0.37,0.38,0.36,0.34,0.34,0.33,0.36,0.38,0.42,0.34,0.38,0.33,0.3,0.35,0.38,0.31,0.34,0.32,0.29,0.33,0.27,0.29,0.3,0.28,0.28,0.27,0.31,0.31,0.33,0.24,0.29,0.0,0.27,0.33,0.24,0.25,0.23,0.26,0.29,0.27,0.26,0.26,0.24,0.23,0.24,0.25,0.27,0.24,0.23,0.26,0.25,0.28,0.27,0.25,0.0,0.24,0.23,0.24,0.27,0.23,0.24,0.19,0.24,0.18,0.23,0.22,0.19,0.26,0.2,0.21,0.21,0.15,0.19,0.18,0.2,0.21,0.19,0.18,0.19,0.19,0.21,0.18,0.17,0.19,0.16,0.15,0.18,0.19,0.18,0.15,0.15,0.2,0.16,0.16,0.14,0.18,0.18,0.17,0.16,0.17,0.17,0.14,0.15,0.17,0.14,0.0,0.14,0.14,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.17,0.14,0.16,0.16,0.15,0.15,0.0,0.16,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.51,0.0,0.2,0.15,0.4,0.0,0.0,85.73
10/05/2021,3.19,2.97,2.39,1.9,1.82,1.73,1.35,1.41,1.48,1.25,1.03,1.05,1.11,1.05,0.97,0.88,0.89,0.79,0.65,0.9,0.87,0.85,0.72,0.78,0.83,0.56,0.77,0.57,0.71,0.66,0.69,0.62,0.55,0.6,0.56,0.54,0.6,0.5,0.0,0.5,0.46,0.59,0.51,0.56,0.54,0.44,0.51,0.54,0.55,0.52,0.5,0.54,0.46,0.48,0.44,0.45,0.43,0.48,0.46,0.48,0.43,0.42,0.4,0.39,0.42,0.39,0.39,0.37,0.42,0.66,0.4,0.37,0.39,0.35,0.34,0.33,0.33,0.37,0.38,0.43,0.34,0.38,0.33,0.3,0.35,0.38,0.31,0.34,0.32,0.29,0.33,0.27,0.3,0.3,0.29,0.28,0.27,0.31,0.31,0.33,0.23,0.28,0.0,0.27,0.33,0.24,0.25,0.23,0.26,0.29,0.27,0.26,0.27,0.24,0.23,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.28,0.28,0.25,0.0,0.24,0.23,0.24,0.27,0.23,0.24,0.19,0.24,0.18,0.24,0.22,0.19,0.25,0.2,0.21,0.21,0.14,0.19,0.18,0.19,0.21,0.19,0.18,0.19,0.19,0.21,0.18,0.17,0.19,0.16,0.15,0.18,0.19,0.18,0.15,0.15,0.19,0.16,0.16,0.15,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.15,0.17,0.14,0.0,0.0,0.14,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.14,0.17,0.14,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.51,0.0,0.2,0.15,0.32,0.0,0.0,85.8
10/06/2021,3.19,2.97,2.39,1.9,1.82,1.73,1.35,1.41,1.48,1.25,1.03,1.05,1.11,1.05,0.97,0.88,0.89,0.79,0.65,0.9,0.87,0.85,0.72,0.78,0.83,0.56,0.77,0.57,0.71,0.66,0.69,0.62,0.55,0.6,0.56,0.54,0.6,0.5,0.0,0.5,0.46,0.59,0.51,0.56,0.54,0.44,0.51,0.54,0.55,0.52,0.5,0.54,0.46,0.48,0.44,0.45,0.43,0.48,0.46,0.48,0.43,0.42,0.4,0.39,0.42,0.39,0.39,0.37,0.42,0.66,0.4,0.37,0.39,0.35,0.34,0.33,0.33,0.37,0.38,0.43,0.34,0.38,0.33,0.3,0.35,0.38,0.31,0.34,0.32,0.29,0.33,0.27,0.3,0.3,0.29,0.28,0.27,0.31,0.31,0.33,0.23,0.28,0.0,0.27,0.33,0.24,0.25,0.23,0.26,0.29,0.27,0.26,0.27,0.24,0.23,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.28,0.28,0.25,0.0,0.24,0.23,0.24,0.27,0.23,0.24,0.19,0.24,0.18,0.24,0.22,0.19,0.25,0.2,0.21,0.21,0.14,0.19,0.18,0.19,0.21,0.19,0.18,0.19,0.19,0.21,0.18,0.17,0.19,0.16,0.15,0.18,0.19,0.18,0.15,0.15,0.19,0.16,0.16,0.15,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.15,0.17,0.14,0.0,0.0,0.14,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.14,0.17,0.14,0.16,0.16,0.15,0.15,0.0,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.51,0.0,0.2,0.15,0.32,0.0,0.0,85.8
