,PYPL,ACN,UPS,HON,UNP,RTX,BA,CAT,MMM,GE,DE,SQ,LMT,FIS,ADP,CSX,FDX,NSC,SHW,FISV,ITW,ETN,EMR,GPN,WM,NOC,ROP,JCI,LHX,TEL,TT,GD,APH,CARR,PH,TDG,PAYX,CMI,CTAS,OTIS,ROK,GLW,AME,FAST,PCAR,EFX,ZBRA,VRSK,KEYS,GNRC,BLL,KSU,ODFL,IP,RSG,FTV,VMC,URI,FLT,EXPD,DOV,TRU,XYL,MLM,TRMB,TDY,GWW,BR,IR,AMCR,PKI,AVY,J,IEX,TXT,CGNX,MAS,WAB,XPO,CCK,WRK,JBHT,FBHS,LDOS,PKG,HWM,GGG,ALLE,CHRW,PWR,JKHY,SNA,LII,BAH,TTC,NDSN,TREX,AXON,PNR,XTSLA,OC,HUBB,CSL,WSO,WU,HEI.A,AOS,MIDD,RHI,ATR,ACM,ST,SEE,WEX,BERY,NLSN,OSK,ARW,AGCO,LECO,G,ITT,HII,DCI,JBL,SITE,IPGP,EEFT,WWD,CLVT,TTEK,COHR,MAN,CNXC,EME,SRCL,SON,LPX,KNX,HEI,EXP,MTZ,LSTR,CACI,LFUS,AYI,MSA,TKR,MMS,KBR,RBC,CFX,VNT,BWXT,NATI,AWI,HXL,FLS,NVT,SAIC,GPK,ASGN,CW,VMI,MSM,ALSN,AL,ITRI,CLH,FCN,CR,ENS,UNVR,AVT,MRCY,KEX,AIT,AFRM,NSP,MIC,TNET,DNB,SHLS,SLGN,NKLA,CMPR,ARRY,ADT,GTES,WFFUT,IXTU1,IXIU1,USD,GE.,GXO WI,GXO,IXTZ1,V,MA,AXP,COF,INFO,DD,MTD,PPG,SWK,SYF,WAT,BILL,FICO,BLDR,PCTY,MHK,RPM,STNE,MKSI,BLD,BC,WMS,MDU,AXTA,ADS,AZEK,SPCE,SPR,R,FOUR,PSFE,TSP,SNDR,CNM,HAYW,DSEY,LZ,ARD,IXIZ1,RRX,AMBP,LYLTV,SUM
11/03/2021,4.79,4.0,2.71,2.66,2.76,2.36,1.94,1.96,1.81,2.01,1.69,1.76,1.44,1.2,1.67,1.43,1.01,1.26,1.35,1.03,1.25,1.15,1.01,0.73,0.0,0.94,0.0,0.92,0.81,0.0,0.76,0.88,0.0,0.79,0.67,0.56,0.69,0.6,0.66,0.6,0.65,0.0,0.53,0.0,0.53,0.59,0.5,0.58,0.58,0.53,0.51,0.49,0.61,0.0,0.0,0.43,0.44,0.48,0.35,0.36,0.42,0.39,0.41,0.43,0.38,0.36,0.38,0.0,0.38,0.33,0.0,0.0,0.32,0.3,0.29,0.26,0.28,0.29,0.15,0.23,0.22,0.29,0.24,0.0,0.22,0.2,0.22,0.2,0.22,0.29,0.21,0.19,0.17,0.2,0.18,0.26,0.21,0.2,0.21,0.09,0.17,0.19,0.2,0.16,0.13,0.17,0.17,0.18,0.22,0.14,0.16,0.15,0.15,0.12,0.15,0.0,0.13,0.0,0.13,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.16,0.11,0.11,0.09,0.12,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.15,0.0,6.28,5.14,1.96,1.17,0.85,0.64,0.59,0.66,0.51,0.46,0.39,0.4,0.19,0.21,0.2,0.17,0.19,0.13,0.14,0.15,0.13,0.12,0.11,0.11,0.07,0.07,0.06,0.08,0.08,0.05,0.06,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.18,0.0,0.0,99.92
11/04/2021,4.74,3.94,2.66,2.67,2.73,2.34,2.01,1.96,1.81,2.03,1.77,1.76,1.43,1.23,1.65,1.41,1.01,1.24,1.32,1.06,1.26,1.14,1.02,0.75,0.0,0.93,0.0,0.92,0.77,0.0,0.75,0.88,0.0,0.79,0.67,0.57,0.68,0.61,0.66,0.61,0.65,0.0,0.54,0.0,0.54,0.59,0.5,0.58,0.59,0.54,0.52,0.49,0.61,0.0,0.0,0.44,0.43,0.48,0.36,0.37,0.43,0.38,0.4,0.42,0.38,0.36,0.38,0.0,0.39,0.32,0.0,0.0,0.32,0.3,0.29,0.26,0.28,0.29,0.15,0.23,0.22,0.29,0.24,0.0,0.22,0.21,0.22,0.2,0.22,0.29,0.21,0.19,0.18,0.2,0.18,0.26,0.22,0.2,0.21,0.09,0.17,0.19,0.2,0.17,0.13,0.17,0.17,0.18,0.22,0.14,0.16,0.15,0.15,0.12,0.16,0.0,0.13,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.16,0.11,0.11,0.09,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.09,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.15,0.0,6.28,5.1,1.96,1.18,0.83,0.65,0.58,0.66,0.5,0.47,0.39,0.41,0.19,0.21,0.2,0.18,0.19,0.13,0.15,0.15,0.13,0.12,0.11,0.11,0.08,0.07,0.06,0.08,0.08,0.05,0.06,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.18,0.0,0.0,99.98
11/05/2021,4.71,4.01,2.64,2.68,2.74,2.32,1.99,1.98,1.84,2.03,1.75,1.72,1.41,1.18,1.67,1.41,1.01,1.23,1.33,1.04,1.26,1.19,1.04,0.68,0.0,0.93,0.0,0.93,0.76,0.0,0.76,0.88,0.0,0.79,0.68,0.57,0.69,0.61,0.66,0.61,0.7,0.0,0.56,0.0,0.54,0.58,0.54,0.58,0.6,0.52,0.52,0.49,0.62,0.0,0.0,0.44,0.45,0.49,0.34,0.36,0.43,0.38,0.4,0.44,0.39,0.36,0.38,0.0,0.4,0.32,0.0,0.0,0.32,0.31,0.3,0.27,0.28,0.29,0.15,0.23,0.22,0.28,0.24,0.0,0.22,0.21,0.23,0.21,0.22,0.29,0.2,0.19,0.18,0.2,0.18,0.26,0.22,0.21,0.21,0.09,0.17,0.19,0.2,0.17,0.13,0.17,0.18,0.18,0.22,0.15,0.16,0.16,0.16,0.11,0.16,0.0,0.13,0.0,0.14,0.14,0.16,0.15,0.14,0.14,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.09,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.16,0.0,6.18,5.02,1.95,1.17,0.83,0.71,0.59,0.67,0.51,0.47,0.37,0.4,0.19,0.21,0.2,0.17,0.2,0.12,0.15,0.15,0.13,0.12,0.11,0.11,0.08,0.07,0.06,0.08,0.08,0.04,0.06,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.19,0.0,0.0,100.03
11/08/2021,4.66,4.06,2.65,2.69,2.69,2.32,1.98,1.94,1.82,2.0,1.72,1.7,1.44,1.2,1.67,1.39,1.04,1.22,1.35,1.06,1.27,1.19,1.01,0.69,0.0,0.94,0.0,0.92,0.77,0.0,0.75,0.86,0.0,0.8,0.73,0.56,0.69,0.59,0.67,0.61,0.69,0.0,0.56,0.0,0.53,0.6,0.55,0.6,0.6,0.48,0.51,0.48,0.63,0.0,0.0,0.44,0.45,0.48,0.34,0.38,0.43,0.38,0.4,0.45,0.38,0.36,0.39,0.0,0.4,0.33,0.0,0.0,0.32,0.31,0.3,0.27,0.28,0.29,0.14,0.23,0.22,0.29,0.24,0.0,0.22,0.21,0.23,0.2,0.22,0.27,0.2,0.19,0.17,0.2,0.18,0.26,0.23,0.21,0.21,0.09,0.17,0.19,0.2,0.17,0.13,0.17,0.18,0.18,0.23,0.15,0.16,0.16,0.16,0.12,0.16,0.0,0.13,0.0,0.13,0.14,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.09,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.16,0.0,6.14,5.1,1.93,1.18,0.82,0.72,0.59,0.67,0.52,0.47,0.37,0.4,0.18,0.23,0.19,0.17,0.2,0.12,0.15,0.15,0.13,0.13,0.1,0.12,0.08,0.08,0.06,0.07,0.08,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.19,0.0,0.0,99.97
11/09/2021,4.56,4.03,2.59,2.7,2.68,2.38,2.07,1.94,1.81,2.04,1.72,1.62,1.45,1.21,1.68,1.38,1.02,1.2,1.34,1.03,1.27,1.17,1.0,0.69,0.0,0.95,0.0,0.92,0.77,0.0,0.76,0.86,0.0,0.79,0.72,0.59,0.69,0.59,0.66,0.6,0.68,0.0,0.56,0.0,0.53,0.59,0.56,0.59,0.59,0.47,0.5,0.48,0.61,0.0,0.0,0.44,0.45,0.49,0.34,0.36,0.42,0.37,0.4,0.44,0.37,0.35,0.38,0.0,0.4,0.32,0.0,0.0,0.32,0.31,0.3,0.23,0.27,0.29,0.13,0.23,0.22,0.28,0.24,0.0,0.22,0.22,0.22,0.2,0.21,0.28,0.2,0.19,0.17,0.2,0.18,0.26,0.23,0.2,0.21,0.03,0.17,0.19,0.21,0.17,0.13,0.18,0.18,0.18,0.22,0.15,0.16,0.16,0.16,0.12,0.16,0.0,0.14,0.0,0.13,0.14,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.09,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.1,0.09,0.07,0.06,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.09,0.0,0.0,0.16,0.0,6.31,5.25,1.96,1.18,0.81,0.72,0.6,0.66,0.51,0.48,0.36,0.45,0.18,0.24,0.18,0.17,0.2,0.11,0.15,0.15,0.13,0.13,0.1,0.11,0.08,0.08,0.06,0.08,0.08,0.04,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.0,99.97
11/10/2021,4.56,4.03,2.59,2.7,2.68,2.38,2.07,1.94,1.81,2.04,1.72,1.62,1.45,1.21,1.68,1.38,1.02,1.2,1.34,1.03,1.27,1.17,1.0,0.69,0.0,0.95,0.0,0.92,0.77,0.0,0.76,0.86,0.0,0.79,0.72,0.59,0.69,0.59,0.66,0.6,0.68,0.0,0.56,0.0,0.53,0.59,0.56,0.59,0.59,0.47,0.5,0.48,0.61,0.0,0.0,0.44,0.45,0.49,0.34,0.36,0.42,0.37,0.4,0.44,0.37,0.35,0.38,0.0,0.4,0.32,0.0,0.0,0.32,0.31,0.3,0.23,0.27,0.29,0.13,0.23,0.22,0.28,0.24,0.0,0.22,0.22,0.22,0.2,0.21,0.28,0.2,0.19,0.17,0.2,0.18,0.26,0.23,0.2,0.21,0.03,0.17,0.19,0.21,0.17,0.13,0.18,0.18,0.18,0.22,0.15,0.16,0.16,0.16,0.12,0.16,0.0,0.14,0.0,0.13,0.14,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.09,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.1,0.09,0.07,0.06,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.09,0.0,0.0,0.16,0.0,6.31,5.25,1.96,1.18,0.81,0.72,0.6,0.66,0.51,0.48,0.36,0.45,0.18,0.24,0.18,0.17,0.2,0.11,0.15,0.15,0.13,0.13,0.1,0.11,0.08,0.08,0.06,0.08,0.08,0.04,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.0,99.97
11/11/2021,4.61,3.99,2.59,2.68,2.67,2.35,2.04,2.01,1.8,2.03,1.74,1.6,1.45,1.22,1.66,1.37,1.04,1.2,1.34,1.02,1.26,1.18,1.0,0.68,0.0,0.94,0.0,0.91,0.77,0.0,0.76,0.86,0.0,0.79,0.72,0.6,0.68,0.58,0.65,0.6,0.67,0.0,0.55,0.0,0.52,0.59,0.54,0.58,0.59,0.47,0.5,0.48,0.61,0.0,0.0,0.44,0.47,0.49,0.34,0.36,0.43,0.38,0.41,0.45,0.38,0.35,0.38,0.0,0.4,0.32,0.0,0.0,0.32,0.31,0.29,0.24,0.27,0.3,0.13,0.23,0.22,0.28,0.24,0.0,0.22,0.22,0.23,0.2,0.21,0.28,0.2,0.2,0.17,0.2,0.18,0.26,0.23,0.2,0.21,0.06,0.17,0.19,0.21,0.16,0.13,0.18,0.17,0.18,0.22,0.15,0.16,0.16,0.16,0.12,0.15,0.0,0.14,0.0,0.13,0.14,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.1,0.12,0.0,0.13,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.05,0.0,0.0,0.16,0.0,6.39,5.24,1.99,1.18,0.81,0.71,0.61,0.66,0.51,0.48,0.37,0.46,0.19,0.23,0.18,0.17,0.2,0.11,0.15,0.15,0.13,0.14,0.1,0.11,0.06,0.08,0.06,0.08,0.08,0.05,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.02,100.03000000000002
11/12/2021,4.15,4.02,2.62,2.72,2.7,2.37,2.03,1.98,1.81,2.09,1.73,1.57,1.44,1.23,1.68,1.38,1.05,1.21,1.36,1.03,1.27,1.2,1.0,0.67,0.0,0.95,0.0,0.94,0.77,0.0,0.78,0.87,0.0,0.82,0.73,0.61,0.68,0.58,0.66,0.62,0.67,0.0,0.55,0.0,0.52,0.6,0.55,0.59,0.59,0.46,0.5,0.49,0.62,0.0,0.0,0.44,0.47,0.49,0.34,0.36,0.43,0.38,0.41,0.45,0.38,0.35,0.39,0.0,0.42,0.33,0.0,0.0,0.32,0.31,0.3,0.24,0.28,0.3,0.13,0.23,0.22,0.28,0.25,0.0,0.22,0.22,0.23,0.2,0.21,0.28,0.2,0.2,0.18,0.2,0.19,0.26,0.26,0.2,0.21,0.07,0.17,0.19,0.21,0.17,0.13,0.19,0.18,0.18,0.22,0.15,0.17,0.16,0.17,0.12,0.16,0.0,0.14,0.0,0.13,0.14,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.12,0.11,0.09,0.12,0.0,0.13,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.1,0.09,0.07,0.06,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.0,0.05,0.0,0.0,0.16,0.0,6.22,5.19,2.0,1.18,0.81,0.73,0.61,0.66,0.52,0.48,0.37,0.46,0.19,0.24,0.18,0.17,0.2,0.11,0.15,0.15,0.13,0.14,0.1,0.11,0.06,0.08,0.06,0.08,0.08,0.04,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.01,100.01000000000002
11/15/2021,4.11,4.04,2.67,2.66,2.72,2.34,2.04,1.98,1.81,2.02,1.74,1.55,1.44,1.28,1.68,1.38,1.07,1.18,1.38,1.04,1.27,1.17,1.01,0.65,0.0,0.94,0.0,0.94,0.76,0.0,0.78,0.86,0.0,0.82,0.73,0.59,0.69,0.59,0.66,0.62,0.66,0.0,0.55,0.0,0.53,0.58,0.54,0.59,0.6,0.48,0.51,0.48,0.62,0.0,0.0,0.44,0.46,0.48,0.34,0.37,0.43,0.37,0.4,0.45,0.37,0.35,0.39,0.0,0.41,0.33,0.0,0.0,0.32,0.31,0.3,0.24,0.28,0.3,0.13,0.24,0.23,0.29,0.25,0.0,0.22,0.21,0.23,0.21,0.21,0.28,0.2,0.2,0.18,0.2,0.19,0.27,0.26,0.19,0.21,0.08,0.16,0.19,0.21,0.17,0.13,0.18,0.18,0.18,0.22,0.15,0.17,0.16,0.17,0.12,0.16,0.0,0.14,0.0,0.13,0.14,0.16,0.15,0.13,0.14,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.11,0.09,0.12,0.0,0.14,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.09,0.09,0.07,0.07,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.07,0.0,0.0,0.16,0.0,6.17,5.37,2.02,1.21,0.8,0.73,0.6,0.65,0.53,0.49,0.37,0.45,0.18,0.24,0.17,0.17,0.2,0.11,0.16,0.15,0.14,0.14,0.1,0.12,0.07,0.08,0.06,0.08,0.08,0.05,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.01,100.06
11/17/2021,4.2,4.05,2.65,2.65,2.71,2.31,2.03,1.97,1.82,2.01,1.73,1.54,1.44,1.24,1.68,1.37,1.07,1.16,1.39,1.03,1.29,1.17,1.0,0.66,0.0,0.93,0.0,0.96,0.76,0.0,0.79,0.86,0.0,0.84,0.74,0.57,0.69,0.58,0.66,0.63,0.66,0.0,0.55,0.0,0.52,0.58,0.54,0.59,0.59,0.47,0.52,0.48,0.63,0.0,0.0,0.44,0.46,0.47,0.34,0.37,0.43,0.37,0.4,0.45,0.37,0.35,0.39,0.0,0.41,0.33,0.0,0.0,0.32,0.31,0.3,0.24,0.28,0.3,0.13,0.24,0.22,0.29,0.25,0.0,0.22,0.21,0.23,0.21,0.21,0.28,0.2,0.2,0.18,0.2,0.19,0.27,0.26,0.19,0.21,0.08,0.17,0.19,0.21,0.17,0.13,0.18,0.19,0.18,0.22,0.15,0.16,0.16,0.17,0.12,0.16,0.0,0.14,0.0,0.14,0.14,0.16,0.15,0.13,0.14,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.17,0.11,0.12,0.09,0.12,0.0,0.14,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.08,0.11,0.0,0.1,0.0,0.09,0.09,0.07,0.07,0.09,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.07,0.0,0.0,0.16,0.0,6.15,5.45,2.01,1.19,0.8,0.72,0.6,0.66,0.54,0.49,0.37,0.45,0.18,0.24,0.17,0.17,0.2,0.11,0.16,0.15,0.14,0.14,0.1,0.12,0.07,0.08,0.06,0.08,0.08,0.05,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.19,0.0,0.01,100.07
