,2330.TW,700.HK,9988.HK,3690.HK,NPN.JO,RELIANCE.NS,939.HK,NIO,2318.HK,HDFC.NS,2269.HK,2454.TW,INFY,GAZP.ME,035420.KS,035720.KS,TCS.NS,LKOH.ME,006400.KS,051910.KS,M4B.,2010.SR,YUMC,HINDUNILVR.NS,2331.HK,BY6.,BBDC4.SA,AXISBANK.NS,BBCA.JK,2303.TW,INFY.NS,QNBK.QA,2603.TW,2308.TW,NVTK.L,2313.HK,FAB.,FSR.JO,105560.KS,B3SA3.SA,175.HK,2319.HK,2881.TW,Cash & Cash Equivalents,2002.TW,GFNORTEO.MX,FEMSAUBD.MX,1303.TW,066570.KS,2412.TW,LI,055550.KS,ASIANPAINT.NS,2882.TW,6098.HK,2688.HK,2891.TW,051900.KS,PBBANK.KL,XPEV,ESGE,HCLTECH.NS,IMP.JO,1216.TW,3711.TW,2886.TW,096770.KS,CEMEXCPO.MX,MTN.JO,OTP.BD,1093.HK,KFH.,017670.KS,SBK.JO,300750.SZ,WEGE3.SA,ETISALAT.,CPALL-R.BK,2884.TW,SBIN.NS,NTCO3.SA,960.HK,2333.HK,SCVUF,2885.TW,384.HK,1177.HK,968.HK,009150.KS,CPI.JO,M&M.NS,WIPRO.NS,1101.TW,GLOB,EMIRATESNBD.DB,5871.TW,2327.TW,688.HK,GFI.JO,992.HK,PKO.WA,TITAN.NS,091990.KQ,2892.TW,VIPS,2359.HK,AOT-R.BK,GNDI3.SA,HINDALCO.NS,241.HK,SLM.JO,MAYBANK.KL,268.HK,NESTLEIND.NS,034730.KS,POLY.L,CIMB.KL,LREN3.SA,SMPH.PM,1211.SR,6186.HK,BID.JO,RENT3.SA,2207.TW,090430.KS,003550.KS,586.HK,BDMS-R.BK,KGH.WA,3481.TW,ABG.JO,2409.TW,AMS.JO,601318.SS,267.HK,PLZL.ME,000810.KS,NVAA.,SQM/B.SN,PKN.WA,SHP.JO,ALI.PM,3045.TW,5876.TW,PZU.WA,018260.KS,1066.HK,2887.TW,2880.TW,NHM.JO,NAUKRI.NS,BBAS3.SA,VOD.JO,ADANIGREEN.NS,2018.HK,BPCL.NS,853.HK,3692.HK,1193.HK,EICHERMOT.NS,GRASIM.NS,1548.HK,ADCB.,PTTEP-R.BK,2202.HK,SM.PM,CSAN3.SA,UPL.NS,881.HK,2890.TW,2912.TW,BRITANNIA.NS,TOPGLOV.KL,034220.KS,AC.PM,DABUR.NS,RAIL3.SA,601888.SS,9910.TW,2301.TW,APN.JO,HEROMOTOCO.NS,MBT,BBDC3.SA,009830.KS,601166.SS,003490.KS,PEO.WA,ALDAR.,011170.KS,NED.JO,NLMK.ME,SHREECEM.NS,EQTL3.SA,OMU.JO,PTTGC-R.BK,2280.SR,000720.KS,1772.HK,PIDILITIND.NS,003670.KS,COMI.CA,CLS.JO,REM.JO,688185.SS,MOTHERSUMI.NS,2196.HK,MSCI Emerging Markets Index Future Sept 21,AMER3.SA,021240.KS,AMBUJACEM.NS,HTO.AT,MARICO.NS,n/a,1140.SR,002594.SZ,WHL.JO,VIVT3.SA,PMETAL.KL,PFBCOLO.BC,JGS.PM,2609.TW,RDOR3.SA,2615.TW,ATGL.NS,HAVELLS.NS,SUM
07/23/2021,11.1,8.73,8.65,2.78,1.87,1.74,1.47,1.24,1.26,1.23,1.29,1.08,1.05,0.95,1.02,0.89,0.86,0.76,0.76,0.7,0.7,0.62,0.6,0.58,0.58,0.49,0.52,0.49,0.5,0.48,0.49,0.49,0.36,0.47,0.41,0.38,0.42,0.4,0.38,0.41,0.38,0.38,0.43,0.19,0.33,0.35,0.35,0.35,0.32,0.35,0.32,0.31,0.35,0.36,0.31,0.36,0.33,0.3,0.3,0.34,0.37,0.31,0.27,0.28,0.29,0.27,0.25,0.26,0.26,0.25,0.28,0.26,0.24,0.23,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.23,0.21,0.2,0.22,0.21,0.22,0.2,0.19,0.19,0.21,0.2,0.21,0.2,0.2,0.18,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.2,0.16,0.17,0.18,0.17,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.14,0.11,0.1,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.11,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.81
07/26/2021,11.17,8.65,8.69,2.79,1.91,1.74,1.46,1.28,1.26,1.23,1.23,1.07,1.06,0.98,1.01,0.86,0.86,0.78,0.75,0.71,0.7,0.61,0.6,0.56,0.55,0.53,0.51,0.49,0.5,0.47,0.5,0.48,0.3,0.46,0.41,0.38,0.41,0.39,0.38,0.41,0.39,0.38,0.44,0.21,0.32,0.35,0.34,0.35,0.32,0.35,0.33,0.32,0.34,0.37,0.31,0.36,0.33,0.28,0.3,0.36,0.37,0.31,0.27,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.27,0.25,0.23,0.23,0.26,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.26,0.21,0.2,0.22,0.21,0.22,0.2,0.19,0.19,0.21,0.2,0.21,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.11,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.75000000000001
07/27/2021,11.1,8.49,8.65,2.74,1.88,1.74,1.46,1.23,1.25,1.23,1.2,1.09,1.09,0.97,1.04,0.87,0.86,0.78,0.77,0.71,0.69,0.61,0.6,0.56,0.51,0.54,0.52,0.5,0.5,0.48,0.5,0.48,0.32,0.47,0.41,0.38,0.42,0.4,0.39,0.42,0.39,0.38,0.45,0.0,0.33,0.35,0.35,0.36,0.33,0.34,0.31,0.32,0.34,0.37,0.3,0.37,0.33,0.27,0.3,0.34,0.37,0.31,0.27,0.28,0.28,0.27,0.25,0.27,0.27,0.25,0.28,0.26,0.23,0.23,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.22,0.29,0.21,0.2,0.22,0.21,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.19,0.2,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.18,0.16,0.19,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.1,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.38,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.71000000000001
07/28/2021,11.1,8.49,8.65,2.74,1.88,1.74,1.46,1.23,1.25,1.23,1.2,1.09,1.09,0.97,1.04,0.87,0.86,0.78,0.77,0.71,0.69,0.61,0.6,0.56,0.51,0.54,0.52,0.5,0.5,0.48,0.5,0.48,0.32,0.47,0.41,0.38,0.42,0.4,0.39,0.42,0.39,0.38,0.45,0.0,0.33,0.35,0.35,0.36,0.33,0.34,0.31,0.32,0.34,0.37,0.3,0.37,0.33,0.27,0.3,0.34,0.37,0.31,0.27,0.28,0.28,0.27,0.25,0.27,0.27,0.25,0.28,0.26,0.23,0.23,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.22,0.29,0.21,0.2,0.22,0.21,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.19,0.2,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.18,0.16,0.19,0.16,0.17,0.18,0.16,0.16,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.1,0.1,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.38,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.71000000000001
07/29/2021,11.35,8.08,8.35,2.44,1.79,1.78,1.5,1.24,1.22,1.26,1.12,1.11,1.12,1.0,1.07,0.88,0.88,0.79,0.78,0.72,0.68,0.64,0.61,0.58,0.52,0.53,0.54,0.51,0.51,0.51,0.52,0.5,0.3,0.47,0.43,0.39,0.43,0.41,0.4,0.43,0.39,0.38,0.42,0.24,0.34,0.37,0.36,0.36,0.33,0.36,0.32,0.32,0.35,0.35,0.26,0.38,0.34,0.27,0.31,0.35,0.37,0.32,0.3,0.28,0.29,0.28,0.25,0.28,0.27,0.25,0.28,0.27,0.24,0.23,0.26,0.25,0.25,0.23,0.24,0.23,0.23,0.22,0.28,0.21,0.2,0.22,0.21,0.22,0.2,0.19,0.2,0.23,0.21,0.22,0.2,0.21,0.2,0.2,0.19,0.16,0.19,0.18,0.18,0.19,0.16,0.18,0.17,0.18,0.19,0.15,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.17,0.16,0.16,0.18,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.14,0.14,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.1,0.12,0.1,0.1,0.13,0.11,0.12,0.12,0.12,0.1,0.1,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.63000000000001
07/30/2021,11.69,7.57,8.04,2.06,1.71,1.81,1.57,1.17,1.21,1.28,1.06,1.16,1.15,1.03,1.11,0.92,0.91,0.82,0.83,0.76,0.68,0.66,0.6,0.59,0.47,0.51,0.56,0.51,0.52,0.52,0.54,0.52,0.28,0.48,0.44,0.39,0.44,0.42,0.41,0.44,0.39,0.38,0.43,0.25,0.34,0.39,0.37,0.37,0.34,0.37,0.29,0.34,0.36,0.36,0.23,0.38,0.35,0.27,0.32,0.31,0.37,0.33,0.3,0.3,0.3,0.29,0.26,0.28,0.28,0.27,0.26,0.28,0.24,0.24,0.24,0.25,0.26,0.24,0.25,0.24,0.23,0.22,0.27,0.22,0.21,0.23,0.2,0.21,0.21,0.2,0.2,0.23,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.16,0.19,0.19,0.19,0.19,0.16,0.18,0.17,0.18,0.2,0.12,0.17,0.18,0.15,0.19,0.17,0.17,0.17,0.17,0.16,0.18,0.14,0.16,0.18,0.16,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.14,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.14,0.13,0.12,0.12,0.13,0.13,0.11,0.1,0.13,0.1,0.1,0.13,0.12,0.12,0.11,0.12,0.1,0.09,0.11,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/02/2021,11.32,8.02,8.48,2.34,1.88,1.74,1.48,1.21,1.21,1.23,1.18,1.11,1.12,1.03,1.04,0.89,0.87,0.8,0.81,0.73,0.69,0.64,0.58,0.57,0.53,0.56,0.55,0.48,0.51,0.51,0.52,0.5,0.31,0.46,0.45,0.39,0.43,0.41,0.4,0.42,0.42,0.37,0.41,0.27,0.34,0.38,0.38,0.36,0.34,0.36,0.32,0.34,0.34,0.34,0.27,0.37,0.33,0.27,0.3,0.32,0.37,0.32,0.31,0.29,0.28,0.28,0.25,0.29,0.27,0.27,0.28,0.27,0.24,0.23,0.26,0.26,0.25,0.23,0.24,0.23,0.21,0.21,0.3,0.21,0.2,0.22,0.2,0.21,0.21,0.2,0.19,0.22,0.21,0.22,0.2,0.21,0.19,0.19,0.2,0.16,0.19,0.18,0.18,0.19,0.16,0.19,0.16,0.18,0.21,0.15,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.16,0.18,0.15,0.14,0.15,0.13,0.14,0.16,0.13,0.14,0.14,0.16,0.12,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.1,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.1,0.09,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.09,0.11,0.09,0.0,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.12,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66000000000001
08/03/2021,11.4,7.92,8.23,2.23,1.87,1.74,1.5,1.29,1.23,1.25,1.13,1.1,1.14,1.03,1.03,0.89,0.88,0.79,0.79,0.75,0.67,0.64,0.59,0.57,0.52,0.58,0.54,0.48,0.51,0.55,0.52,0.51,0.29,0.46,0.46,0.41,0.44,0.42,0.39,0.4,0.44,0.37,0.41,0.27,0.34,0.37,0.38,0.36,0.32,0.36,0.35,0.33,0.34,0.34,0.27,0.37,0.34,0.26,0.31,0.35,0.37,0.33,0.32,0.29,0.31,0.28,0.25,0.28,0.27,0.27,0.28,0.27,0.23,0.24,0.26,0.26,0.25,0.23,0.24,0.23,0.21,0.19,0.32,0.22,0.2,0.23,0.2,0.22,0.22,0.2,0.19,0.22,0.21,0.22,0.21,0.22,0.18,0.18,0.2,0.16,0.19,0.18,0.17,0.19,0.17,0.19,0.16,0.18,0.21,0.14,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.18,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.16,0.13,0.15,0.14,0.16,0.12,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.13,0.12,0.1,0.14,0.13,0.13,0.12,0.13,0.13,0.11,0.1,0.12,0.11,0.1,0.13,0.11,0.12,0.12,0.12,0.1,0.1,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.12,0.1,0.09,0.1,0.0,0.0,0.09,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53000000000002
08/04/2021,11.4,7.92,8.23,2.23,1.87,1.74,1.5,1.29,1.23,1.25,1.13,1.1,1.14,1.03,1.03,0.89,0.88,0.79,0.79,0.75,0.67,0.64,0.59,0.57,0.52,0.58,0.54,0.48,0.51,0.55,0.52,0.51,0.29,0.46,0.46,0.41,0.44,0.42,0.39,0.4,0.44,0.37,0.41,0.27,0.34,0.37,0.38,0.36,0.32,0.36,0.35,0.33,0.34,0.34,0.27,0.37,0.34,0.26,0.31,0.35,0.37,0.33,0.32,0.29,0.31,0.28,0.25,0.28,0.27,0.27,0.28,0.27,0.23,0.24,0.26,0.26,0.25,0.23,0.24,0.23,0.21,0.19,0.32,0.22,0.2,0.23,0.2,0.22,0.22,0.2,0.19,0.22,0.21,0.22,0.21,0.22,0.18,0.18,0.2,0.16,0.19,0.18,0.17,0.19,0.17,0.19,0.16,0.18,0.21,0.14,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.18,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.16,0.13,0.15,0.14,0.16,0.12,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.13,0.12,0.1,0.14,0.13,0.13,0.12,0.13,0.13,0.11,0.1,0.12,0.11,0.1,0.13,0.11,0.12,0.12,0.12,0.1,0.1,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.12,0.1,0.09,0.1,0.0,0.0,0.09,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53000000000002
08/05/2021,11.49,7.76,8.26,2.21,1.86,1.76,1.49,1.31,1.22,1.25,1.15,1.12,1.14,1.03,1.02,0.87,0.88,0.79,0.78,0.76,0.68,0.64,0.58,0.57,0.5,0.62,0.54,0.49,0.5,0.54,0.53,0.5,0.31,0.45,0.45,0.4,0.44,0.43,0.39,0.41,0.44,0.38,0.41,0.28,0.35,0.37,0.37,0.37,0.32,0.36,0.35,0.33,0.34,0.35,0.26,0.38,0.34,0.26,0.3,0.37,0.37,0.33,0.31,0.29,0.31,0.28,0.25,0.27,0.29,0.27,0.28,0.27,0.23,0.24,0.26,0.26,0.26,0.22,0.24,0.23,0.21,0.2,0.32,0.21,0.2,0.23,0.2,0.23,0.21,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.18,0.18,0.2,0.16,0.19,0.19,0.18,0.19,0.17,0.19,0.16,0.18,0.21,0.14,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.13,0.15,0.14,0.16,0.12,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.12,0.12,0.13,0.13,0.11,0.1,0.12,0.1,0.1,0.12,0.11,0.13,0.13,0.12,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.58000000000001
08/06/2021,11.59,7.29,8.34,2.17,1.74,1.77,1.5,1.27,1.24,1.3,1.2,1.12,1.17,1.03,1.01,0.86,0.9,0.78,0.79,0.75,0.69,0.65,0.58,0.58,0.54,0.63,0.53,0.5,0.52,0.56,0.53,0.5,0.3,0.46,0.46,0.41,0.44,0.43,0.39,0.41,0.45,0.39,0.41,0.52,0.35,0.38,0.39,0.37,0.32,0.36,0.34,0.33,0.35,0.35,0.27,0.39,0.34,0.25,0.31,0.36,0.29,0.33,0.32,0.29,0.32,0.28,0.25,0.28,0.3,0.27,0.28,0.27,0.24,0.25,0.23,0.25,0.26,0.22,0.24,0.24,0.2,0.2,0.3,0.22,0.21,0.23,0.21,0.25,0.22,0.21,0.2,0.23,0.21,0.22,0.2,0.22,0.18,0.18,0.2,0.16,0.19,0.2,0.18,0.19,0.17,0.2,0.17,0.17,0.21,0.14,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.18,0.16,0.16,0.15,0.16,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.14,0.16,0.12,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.1,0.12,0.11,0.11,0.12,0.12,0.13,0.14,0.12,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.11,0.12,0.1,0.09,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.0,0.0,0.12,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.84
08/09/2021,11.65,7.17,8.27,2.16,1.76,1.81,1.49,1.3,1.23,1.35,1.23,1.15,1.15,1.03,1.05,0.89,0.9,0.78,0.81,0.76,0.67,0.66,0.57,0.57,0.54,0.65,0.51,0.51,0.53,0.6,0.53,0.51,0.3,0.46,0.47,0.42,0.43,0.45,0.4,0.41,0.47,0.39,0.41,0.0,0.34,0.37,0.37,0.37,0.33,0.36,0.33,0.33,0.34,0.35,0.25,0.38,0.34,0.26,0.3,0.36,0.34,0.34,0.31,0.3,0.33,0.28,0.23,0.27,0.3,0.27,0.28,0.27,0.24,0.26,0.28,0.25,0.26,0.22,0.24,0.23,0.21,0.19,0.32,0.21,0.21,0.23,0.21,0.25,0.21,0.21,0.2,0.23,0.21,0.23,0.2,0.22,0.18,0.18,0.2,0.16,0.19,0.19,0.19,0.19,0.17,0.19,0.16,0.18,0.21,0.14,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.15,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.15,0.14,0.15,0.15,0.16,0.15,0.16,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.11,0.14,0.12,0.13,0.12,0.1,0.14,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.1,0.11,0.12,0.12,0.12,0.14,0.12,0.1,0.1,0.11,0.12,0.11,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.09,0.1,0.11,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.70000000000002
08/12/2021,11.66,7.56,8.14,2.26,1.74,1.77,1.51,1.29,1.23,1.34,1.19,1.11,1.17,1.02,1.06,0.89,0.91,0.78,0.82,0.75,0.7,0.64,0.58,0.58,0.51,0.64,0.51,0.51,0.53,0.58,0.54,0.51,0.31,0.45,0.46,0.41,0.44,0.44,0.41,0.4,0.45,0.39,0.41,0.0,0.35,0.37,0.37,0.37,0.34,0.36,0.32,0.33,0.34,0.35,0.25,0.38,0.34,0.25,0.3,0.36,0.34,0.34,0.29,0.29,0.32,0.28,0.24,0.27,0.29,0.27,0.29,0.27,0.23,0.25,0.26,0.25,0.26,0.22,0.24,0.23,0.2,0.19,0.29,0.21,0.21,0.23,0.21,0.25,0.21,0.21,0.2,0.23,0.21,0.23,0.21,0.22,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.2,0.14,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.18,0.13,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.16,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.1,0.14,0.13,0.12,0.12,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.13,0.12,0.12,0.13,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.09,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.0,0.0,0.12,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.63000000000001
