,ABBV,PM,IBM,IP,GILD,PFE,VZ,MO,IPG,DOW,KHC,SO,PFG,OMC,DHR.,XRX,UNM,SJI,ORI,FHN,NYCB,NAVI,APAM,ASB,MC,CWEN,Cash&Other,CFFI,SPKE,UNB,MCY,SGU,EBF,UBFO,SXC,NWFL,FNLC,UVV,PWOD,UVE,FRG,VGR,RGP,SPTN,ATLO,CIZN,VLGEA,ETH,SAFT,PFBI,SWM,KMI,WBA,HBAN,WU,HRB,ETRN,PBCT,OMF,KEY,VIRT,GLT,ISBC,FNB,ACNB,AGM,FFBC,FULT,n/a,BGS,ETD,SLVM WI,LYB,CAH,NEM,BG3.,CWH,HESM,CO2A.,PETS,RGR,KD WI,BGFV,CATO,KD,4I1.,PG4.,DOUG WI,SUM
12/14/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,7.15,5.68,4.36,2.6,0.0,0.0,6.16,0.0,0.0,5.54,4.68,4.94,1.57,1.79,0.0,1.64,2.16,0.96,1.39,1.39,0.0,1.38,0.66,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.64,0.85,0.0,0.0,0.82,0.0,0.7,0.91,0.0,0.85,1.2,1.03,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.68,0.0,0.0,0.0,2.11,1.28,0.98,1.67,1.93,0.0,1.14,0.91,0.0,0.85,0.72,0.0,0.7,0.68,2.22,0.0,0.91,0.0,4.38,4.74,5.03,0.0,1.31,0.83,0.0,0.82,0.73,0.0,1.07,0.81,0.13,0.0,0.0,0.0,99.98
12/22/2021,7.15,5.68,4.36,2.6,0.0,0.0,6.16,0.0,0.0,5.54,4.68,4.94,1.57,1.79,0.0,1.64,2.16,0.96,1.39,1.39,0.0,1.38,0.66,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.64,0.85,0.0,0.0,0.82,0.0,0.7,0.91,0.0,0.85,1.2,1.03,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.68,0.0,0.0,0.0,2.11,1.28,0.98,1.67,1.93,0.0,1.14,0.91,0.0,0.85,0.72,0.0,0.7,0.68,2.22,0.0,0.91,0.0,4.38,4.74,5.03,0.0,1.31,0.83,0.0,0.82,0.73,0.0,1.07,0.81,0.13,0.0,0.0,0.0,99.98
12/23/2021,8.35,5.71,4.4,2.56,0.0,0.0,6.22,0.0,0.0,5.54,4.7,4.87,1.48,1.76,0.0,1.63,2.09,0.98,1.36,1.35,0.0,1.32,0.65,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.64,0.85,0.0,0.0,0.81,0.0,0.71,0.94,0.0,0.84,1.19,1.05,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.68,0.0,0.0,0.0,2.16,1.26,0.99,1.67,1.88,0.0,1.13,0.9,0.0,0.85,0.74,0.0,0.68,0.69,1.61,0.0,0.89,0.0,4.39,4.75,4.81,0.0,1.29,0.84,0.0,0.83,0.73,0.0,1.04,0.82,0.12,0.0,0.0,0.0,100.03000000000002
12/24/2021,8.19,5.58,4.41,2.57,0.0,0.0,6.11,0.0,0.0,5.55,4.61,4.76,1.54,1.79,0.0,1.71,2.17,0.96,1.38,1.38,0.0,1.38,0.66,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.63,0.85,0.0,0.0,0.83,0.0,0.71,0.93,0.0,0.83,1.21,1.06,0.0,0.0,0.69,0.0,0.0,0.0,0.69,0.0,0.68,0.0,0.0,0.0,2.18,1.27,0.99,1.7,1.93,0.0,1.11,0.9,0.0,0.87,0.74,0.0,0.69,0.7,1.66,0.0,0.91,0.0,4.41,4.75,4.71,0.0,1.31,0.85,0.0,0.82,0.72,0.0,1.07,0.83,0.12,0.0,0.0,0.0,100.01
12/27/2021,7.28,0.0,4.41,3.07,0.0,0.0,6.01,0.0,0.0,5.56,4.58,4.7,0.0,2.25,0.0,2.28,2.7,0.97,1.37,1.38,0.0,1.39,0.67,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.63,0.2,0.0,0.0,0.82,0.0,0.2,0.92,0.0,0.84,1.2,1.03,0.0,0.0,0.2,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.0,0.0,2.63,1.26,0.99,2.22,2.41,0.0,1.11,0.91,0.0,0.87,0.2,0.0,0.69,0.71,1.29,0.0,0.92,0.0,4.45,4.78,4.75,0.0,1.33,0.85,0.0,0.82,0.72,0.0,1.08,0.85,0.13,5.57,1.54,0.0,100.03
12/28/2021,7.28,0.0,4.41,3.07,0.0,0.0,6.01,0.0,0.0,5.56,4.58,4.7,0.0,2.25,0.0,2.28,2.7,0.97,1.37,1.38,0.0,1.39,0.67,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.63,0.2,0.0,0.0,0.82,0.0,0.2,0.92,0.0,0.84,1.2,1.03,0.0,0.0,0.2,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.0,0.0,2.63,1.26,0.99,2.22,2.41,0.0,1.11,0.91,0.0,0.87,0.2,0.0,0.69,0.71,1.29,0.0,0.92,0.0,4.45,4.78,4.75,0.0,1.33,0.85,0.0,0.82,0.72,0.0,1.08,0.85,0.13,5.57,1.54,0.0,100.03
12/29/2021,7.28,0.0,4.41,3.07,0.0,0.0,6.01,0.0,0.0,5.56,4.58,4.7,0.0,2.25,0.0,2.28,2.7,0.97,1.37,1.38,0.0,1.39,0.67,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.63,0.2,0.0,0.0,0.82,0.0,0.2,0.92,0.0,0.84,1.2,1.03,0.0,0.0,0.2,0.0,0.0,0.0,0.69,0.0,0.69,0.0,0.0,0.0,2.63,1.26,0.99,2.22,2.41,0.0,1.11,0.91,0.0,0.87,0.2,0.0,0.69,0.71,1.29,0.0,0.92,0.0,4.45,4.78,4.75,0.0,1.33,0.85,0.0,0.82,0.72,0.0,1.08,0.85,0.13,5.57,1.54,0.0,100.03
12/30/2021,7.28,0.0,4.4,3.07,0.0,0.0,5.95,0.0,0.0,5.58,4.56,4.69,0.0,2.25,0.0,2.28,2.69,0.96,1.38,1.39,0.0,1.37,0.68,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.63,0.19,0.0,0.0,0.81,0.0,0.2,0.92,0.0,0.83,1.2,1.04,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.69,0.0,0.0,0.0,2.59,1.25,1.0,2.24,2.39,0.0,1.1,0.92,0.0,0.87,0.2,0.0,0.69,0.71,1.27,0.0,0.93,0.0,4.47,4.79,4.75,0.0,1.33,0.87,0.0,0.83,0.72,0.0,1.13,0.85,0.13,5.55,1.56,0.0,99.99
12/31/2021,7.34,0.0,4.47,3.12,0.0,0.0,6.01,0.0,0.0,5.71,4.65,4.78,0.0,2.29,0.0,2.33,2.72,0.96,1.39,1.42,0.0,1.38,0.68,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.64,0.2,0.0,0.0,0.81,0.0,0.21,0.93,0.0,0.84,1.21,1.04,0.0,0.0,0.14,0.0,0.0,0.0,0.71,0.0,0.71,0.0,0.0,0.0,2.63,1.26,0.99,2.27,2.42,0.0,1.12,0.93,0.0,0.88,0.15,0.0,0.7,0.72,0.13,0.0,0.95,0.0,4.56,4.86,4.8,0.0,1.38,0.86,0.0,0.82,0.72,0.0,1.12,0.85,0.12,5.62,1.56,0.0,100.02
01/03/2022,7.41,0.0,4.5,3.11,0.0,0.0,5.94,0.0,0.0,5.71,4.61,4.57,0.0,2.29,0.0,2.31,2.71,0.98,1.4,1.41,0.0,1.35,0.67,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.0,0.79,0.0,0.2,0.93,0.0,0.83,1.18,0.68,0.0,0.0,0.09,0.0,0.0,0.0,0.71,0.0,0.69,0.0,0.0,0.0,2.66,1.26,0.98,2.24,2.41,0.0,1.12,0.92,0.0,0.88,0.1,0.0,0.69,0.71,1.03,0.0,0.94,0.0,4.52,4.61,4.66,0.0,1.37,0.87,0.0,0.8,0.73,0.0,1.13,0.87,0.12,5.63,1.55,0.37,100.0
01/03/2022,7.38,0.0,4.5,3.13,0.0,0.0,5.91,0.0,0.0,5.7,4.65,4.59,0.0,2.28,0.0,2.29,2.7,0.98,1.4,1.41,0.0,1.35,0.67,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.0,0.79,0.0,0.2,0.94,0.0,0.84,1.17,0.7,0.0,0.0,0.09,0.0,0.0,0.0,0.72,0.0,0.69,0.0,0.0,0.0,2.63,1.26,1.0,2.26,2.4,0.0,1.12,0.92,0.0,0.87,0.1,0.0,0.69,0.71,1.03,0.0,0.95,0.0,4.52,4.59,4.69,0.0,1.35,0.87,0.0,0.78,0.73,0.0,1.1,0.86,0.12,5.68,1.56,0.35,99.99
01/03/2022,7.38,0.0,4.5,3.13,0.0,0.0,5.91,0.0,0.0,5.7,4.65,4.59,0.0,2.28,0.0,2.29,2.7,0.98,1.4,1.41,0.0,1.35,0.67,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.0,0.79,0.0,0.2,0.94,0.0,0.84,1.17,0.7,0.0,0.0,0.09,0.0,0.0,0.0,0.72,0.0,0.69,0.0,0.0,0.0,2.63,1.26,1.0,2.26,2.4,0.0,1.12,0.92,0.0,0.87,0.1,0.0,0.69,0.71,1.03,0.0,0.95,0.0,4.52,4.59,4.69,0.0,1.35,0.87,0.0,0.78,0.73,0.0,1.1,0.86,0.12,5.68,1.56,0.35,99.99000000000001
