,VGT,VHT,VCR,VOX,VIS,VDC,VDE,Vanguard Real Estate ETF,4733.T,PTNR.TA,Cash,Vanguard Consumer Staples ETF,VNQ,DANE.TA,Vanguard Utilities ETF,CEL.TA,MLTM.TA,VAW,VPU,n/a,VFH,ESLT.TA,601696.SS,SUM
08/09/2021,35.58,17.19,15.45,14.46,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.21,0.0,0.0,3.22,3.2,0.0,0.0,0.0,100.00999999999998
08/10/2021,35.6,17.17,15.39,14.44,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.21,0.0,3.25,0.0,3.22,0.0,0.0,0.0,100.0
08/11/2021,35.6,17.17,15.39,14.44,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.21,0.0,3.25,0.0,3.22,0.0,0.0,0.0,100.0
08/13/2021,30.89,15.08,13.47,12.47,0.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.22,0.0,2.95,0.0,2.8,12.66,0.0,0.0,99.99
08/16/2021,30.89,14.99,13.45,12.46,0.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.24,0.0,2.97,0.0,2.82,12.75,0.0,0.0,100.01
08/17/2021,30.98,15.02,13.39,12.42,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.25,0.0,2.97,0.0,2.83,12.65,0.0,0.0,100.0
08/18/2021,30.98,15.02,13.39,12.42,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.25,0.0,2.97,0.0,2.83,12.65,0.0,0.0,100.0
08/19/2021,28.35,13.92,12.1,11.45,8.51,6.01,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.29,0.0,2.63,0.0,2.59,11.5,0.0,0.0,100.0
08/20/2021,28.31,14.17,11.89,11.43,8.48,6.05,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.3,0.0,2.62,0.0,2.61,11.48,0.0,0.0,100.01
08/23/2021,28.44,14.14,11.94,11.44,8.4,6.08,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.3,0.0,0.0,2.63,2.59,11.37,0.0,0.0,100.01
08/24/2021,28.54,14.12,11.95,11.46,8.36,6.04,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,2.64,2.58,11.36,0.3,0.0,100.02
08/25/2021,28.54,14.12,11.95,11.46,8.36,6.04,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,2.64,2.58,11.36,0.0,0.3,100.02
08/26/2021,28.68,14.05,11.99,11.52,8.36,5.97,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,2.58,0.0,2.58,11.34,0.0,0.3,100.01
08/27/2021,28.63,13.98,12.08,11.55,8.39,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,2.59,0.0,2.56,11.39,0.0,0.3,100.0
08/30/2021,28.57,13.95,12.05,11.52,8.43,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.59,0.0,2.56,11.49,0.0,0.3,99.99
08/31/2021,28.61,13.84,12.05,11.6,8.42,5.87,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.61,0.0,2.54,11.54,0.0,0.29,100.0
09/01/2021,28.61,13.84,12.05,11.6,8.42,5.87,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.61,0.0,2.54,11.54,0.0,0.29,100.0
09/02/2021,28.78,13.86,12.07,11.64,8.38,5.87,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.59,0.0,2.53,11.33,0.0,0.29,99.99
09/03/2021,28.78,13.86,12.07,11.64,8.38,5.87,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.59,0.0,2.53,11.33,0.0,0.29,99.99
09/06/2021,28.56,14.0,12.03,11.66,8.39,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,2.59,0.0,2.58,11.29,0.0,0.27,99.99
09/07/2021,28.71,14.01,12.03,11.66,8.34,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,2.57,2.56,0.27,11.24,0.0,0.0,100.01
09/08/2021,28.71,14.01,12.03,11.66,8.34,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,2.57,2.56,0.27,11.24,0.0,0.0,100.01
09/09/2021,28.71,14.01,12.03,11.66,8.34,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,2.57,2.56,0.27,11.24,0.0,0.0,100.01
09/10/2021,28.8,13.98,12.08,11.74,8.25,5.87,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,2.56,2.54,0.27,11.21,0.0,0.0,99.99
09/13/2021,28.73,13.92,12.15,11.71,8.26,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.56,2.58,0.24,11.27,0.0,0.0,100.0
09/14/2021,28.67,13.91,12.18,11.73,8.28,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.57,2.57,0.24,11.28,0.0,0.0,100.00999999999998
09/15/2021,28.67,13.91,12.18,11.73,8.28,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.57,2.57,0.24,11.28,0.0,0.0,100.00999999999998
09/16/2021,28.64,13.78,12.18,11.75,8.3,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.57,2.56,0.24,11.38,0.0,0.0,99.98999999999998
09/17/2021,28.77,13.84,12.21,11.69,8.24,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,2.55,2.56,0.24,11.29,0.0,0.0,100.0
09/20/2021,28.85,13.81,12.27,11.67,8.22,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.53,2.52,0.24,11.3,0.0,0.0,99.98999999999998
09/21/2021,28.68,13.96,12.32,11.66,8.21,5.92,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.5,2.5,0.24,11.35,0.0,0.0,100.0
09/22/2021,28.68,13.96,12.32,11.66,8.21,5.92,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.5,2.5,0.24,11.35,0.0,0.0,100.0
09/23/2021,28.68,13.96,12.32,11.66,8.21,5.92,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.5,2.5,0.24,11.35,0.0,0.0,100.0
09/24/2021,28.68,13.96,12.32,11.66,8.21,5.92,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.5,2.5,0.24,11.35,0.0,0.0,100.0
09/27/2021,36.87,17.45,16.24,14.86,0.0,7.48,3.42,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,99.98
09/28/2021,36.88,17.35,16.29,14.97,0.0,7.5,3.45,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,100.0
09/29/2021,36.88,17.35,16.29,14.97,0.0,7.5,3.45,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,100.0
09/30/2021,36.88,17.35,16.29,14.97,0.0,7.5,3.45,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,100.0
10/01/2021,36.39,17.28,16.48,14.96,0.0,7.6,3.69,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,99.99
10/04/2021,31.57,15.28,14.18,12.81,0.0,6.69,3.12,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.24,13.08,0.0,0.0,100.01
10/07/2021,0.0,0.0,37.96,0.0,0.0,17.75,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,35.48,0.0,0.0,100.0
10/08/2021,0.0,0.0,45.74,0.0,0.0,0.0,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,43.37,0.0,0.0,99.99
10/11/2021,0.0,0.0,45.97,0.0,0.0,0.0,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,43.21,0.0,0.0,100.0
10/12/2021,0.0,0.0,45.58,0.0,0.0,0.0,10.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,43.33,0.0,0.0,100.0
10/13/2021,0.0,0.0,45.58,0.0,0.0,0.0,10.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,43.33,0.0,0.0,100.0
10/14/2021,0.0,0.0,45.66,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,43.21,0.0,0.0,100.0
10/15/2021,0.0,0.0,45.66,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,43.21,0.0,0.0,100.0
10/18/2021,0.0,0.0,46.05,0.0,0.0,0.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,42.85,0.0,0.0,100.0
10/19/2021,0.0,0.0,46.01,0.0,0.0,0.0,10.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,42.98,0.0,0.0,100.0
10/20/2021,0.0,0.0,46.01,0.0,0.0,0.0,10.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,42.98,0.0,0.0,100.0
10/21/2021,0.0,0.0,46.3,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,42.75,0.0,0.0,100.0
10/22/2021,0.0,0.0,42.29,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.24,38.84,0.0,0.0,100.0
10/25/2021,19.53,0.0,31.15,0.0,5.74,0.0,7.19,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,1.78,0.0,-0.39,28.59,0.0,0.0,100.01
10/26/2021,40.52,0.0,18.18,0.0,11.98,0.0,4.29,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,3.71,0.0,0.3,17.2,0.0,0.0,100.0
10/27/2021,40.52,0.0,18.18,0.0,11.98,0.0,4.29,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,3.71,0.0,0.3,17.2,0.0,0.0,100.0
10/28/2021,40.52,0.0,18.18,0.0,11.98,0.0,4.29,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,3.71,0.0,0.3,17.2,0.0,0.0,100.0
10/29/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/01/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/02/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/03/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/04/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/05/2021,28.66,13.89,12.1,11.7,8.36,5.89,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,2.59,2.54,0.25,11.37,0.0,0.0,100.02
11/08/2021,33.79,15.36,15.64,0.0,9.57,0.0,3.32,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,3.0,2.81,0.24,13.25,0.0,0.0,100.01
11/09/2021,31.59,14.26,14.92,0.0,9.04,6.3,3.23,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.81,2.67,-0.31,12.58,0.0,0.0,99.99
11/10/2021,31.59,14.26,14.92,0.0,9.04,6.3,3.23,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.81,2.67,-0.31,12.58,0.0,0.0,99.99
11/11/2021,31.59,14.26,14.92,0.0,9.04,6.3,3.23,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.81,2.67,-0.31,12.58,0.0,0.0,99.99
11/12/2021,31.6,14.19,14.54,0.0,9.05,6.24,3.26,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,2.84,2.64,0.23,12.52,0.0,0.0,100.0
11/15/2021,31.3,14.31,14.55,0.0,9.08,6.31,3.2,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.85,2.68,0.23,12.6,0.0,0.0,100.01
11/16/2021,31.3,14.31,14.55,0.0,9.08,6.31,3.2,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.85,2.68,0.23,12.6,0.0,0.0,100.01
11/17/2021,31.3,14.31,14.55,0.0,9.08,6.31,3.2,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.85,2.68,0.23,12.6,0.0,0.0,100.01
11/18/2021,31.3,14.31,14.55,0.0,9.08,6.31,3.2,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.85,2.68,0.23,12.6,0.0,0.0,100.01
11/19/2021,31.74,14.13,14.62,0.0,9.04,6.23,3.19,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,2.84,2.65,0.19,12.5,0.0,0.0,100.0
11/22/2021,31.74,14.13,14.62,0.0,9.04,6.23,3.19,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,2.84,2.65,0.19,12.5,0.0,0.0,100.0
11/23/2021,31.74,14.13,14.62,0.0,9.04,6.23,3.19,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,2.84,2.65,0.19,12.5,0.0,0.0,100.0
11/24/2021,32.14,14.06,14.87,0.0,8.96,6.19,3.01,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,2.81,2.67,0.19,12.22,0.0,0.0,100.0
11/25/2021,31.76,14.03,14.86,0.0,9.0,6.27,3.07,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,2.83,2.69,0.19,12.42,0.0,0.0,99.99
11/26/2021,31.59,14.0,14.75,0.0,9.0,6.3,3.16,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,2.83,2.69,0.19,12.58,0.0,0.0,99.98
11/29/2021,31.76,13.98,14.71,0.0,8.97,6.26,3.18,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,2.8,2.69,0.19,12.53,0.0,0.0,99.98999999999998
