,16.HK,BXP,URW.AS,8951.T,BKG.L,8952.T,3281.T,3283.T,C38U.SI,GFC.PA,8953.T,KRC,VNO,12.HK,3462.T,CUZ,DEI,LI.PA,COV.PA,HIW,FABG.ST,VCX.AX,MTH,MRL.MC,KBH,JBGS,3309.T,N2IU.SI,1972.HK,COL.MC,3466.T,BUOU.SI,813.HK,3099.T,BDN,PDM,8964.T,3234.T,T82U.SI,C09.SI,3295.T,3292.T,CAI.VI,CXP,J69U.SI,3481.T,RW0U.SI,8987.T,PGRE,ESRT,FCR.UN.TO,HMSO.L,3333.HK,K71U.SI,PLAZ B.ST,DEQ.DE,2778.HK,BTOU.SI,8958.T,8968.T,BEFB.BR,3487.T,2979.T,CY6U.SI,CMW.AX,GOZ.AX,410.HK,405.HK,3493.T,MERY.PA,TS0U.SI,3290.T,P40U.SI,SK6U.SI,WHA.AS,CTY1S.HE,GDI.AX,OXMU.SI,LRE,ARE,LAND.L,8954.T,3298.T,16 HK,URW,8951 JP,BKG LN,8952 JP,3281 JP,3283 JP,LAND LN,CICT SP,8953 JP,GFC FP,12 HK,3462 JP,VCX,LI FP,COV FP,FABG SS,8954 JP,MRL,3309 JP,MCT SP,3466 JP,1972 HK,FLT SP,COL,813 HK,3099 JP,3234 JP,SUN SP,CIT SP,3295 JP,3292 JP,8964 JP,CAI AV,FCT SP,3481 JP,MAGIC SP,8987 JP,HMSO LN,FCR-U,KREIT SP,PLAZB SS,2778 HK,DEQ,8958 JP,MUST SP,GOZ,3333 HK,8968 JP,CMW,3487 JP,2979 JP,BEFB,AIT SP,410 HK,405 HK,3493 JP,MERY FP,OUECT SP,SPHREIT SP,SGREIT SP,3298 JP,CTY1S FH,WHA,3290 JP,GDI,PRIME SP,LRE.MC,FLT.SI,2777.HK,ECMPA.AS,SUM
10/21/2021,5.81,5.81,2.99,3.23,2.23,2.59,2.3,2.28,2.37,2.16,2.28,2.44,2.49,2.0,2.16,2.02,1.97,1.51,1.49,1.63,1.49,1.71,1.33,1.3,1.13,1.2,1.13,1.16,1.06,0.93,1.02,0.96,0.72,0.82,0.81,0.78,0.66,0.71,0.74,0.76,0.66,0.65,0.63,0.75,0.6,0.54,0.56,0.51,0.55,0.54,0.52,0.49,0.23,0.5,0.33,0.34,0.37,0.35,0.35,0.31,0.31,0.35,0.28,0.31,0.29,0.32,0.19,0.27,0.27,0.25,0.24,0.22,0.24,0.24,0.17,0.17,0.14,0.14,0.0,9.61,2.28,1.47,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.05
10/22/2021,5.8,5.81,3.11,3.23,2.23,2.57,2.32,2.29,2.39,2.17,2.23,2.42,2.45,2.01,2.16,1.99,1.98,1.58,1.5,1.61,1.5,1.75,1.31,1.3,1.12,1.18,1.12,1.16,1.07,0.93,1.01,0.96,0.71,0.82,0.8,0.77,0.65,0.7,0.75,0.76,0.65,0.65,0.63,0.74,0.6,0.54,0.56,0.5,0.54,0.53,0.53,0.49,0.23,0.5,0.33,0.34,0.37,0.35,0.34,0.31,0.32,0.35,0.28,0.31,0.3,0.33,0.19,0.27,0.27,0.27,0.25,0.22,0.24,0.24,0.17,0.17,0.14,0.14,0.0,9.6,2.29,1.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.09
10/25/2021,5.85,5.83,3.11,3.24,2.21,2.57,2.28,2.26,2.38,2.18,2.2,2.45,2.45,2.03,2.17,2.0,2.0,1.54,1.49,1.62,1.48,1.73,1.32,1.29,1.14,1.2,1.12,1.16,1.08,0.91,1.01,0.95,0.75,0.82,0.8,0.77,0.64,0.69,0.75,0.75,0.64,0.64,0.63,0.74,0.59,0.54,0.56,0.5,0.54,0.54,0.52,0.47,0.22,0.5,0.33,0.33,0.37,0.35,0.34,0.31,0.31,0.35,0.28,0.3,0.3,0.33,0.19,0.27,0.26,0.26,0.25,0.22,0.24,0.24,0.17,0.17,0.14,0.14,0.0,9.74,2.23,1.43,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
10/26/2021,5.85,5.86,3.23,3.24,2.2,2.55,2.28,2.28,2.37,2.19,2.14,2.44,2.45,2.04,2.12,1.99,1.98,1.65,1.5,1.62,1.5,1.73,1.32,1.29,1.14,1.18,1.1,1.15,1.07,0.91,1.0,0.0,0.78,0.82,0.79,0.77,0.63,0.69,0.74,0.75,0.63,0.63,0.62,0.74,0.6,0.53,0.55,0.5,0.54,0.53,0.52,0.47,0.23,0.49,0.32,0.34,0.37,0.35,0.34,0.3,0.31,0.36,0.28,0.3,0.3,0.33,0.19,0.26,0.26,0.26,0.25,0.22,0.23,0.24,0.18,0.17,0.14,0.14,0.0,9.78,2.21,1.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.95,0.0,0.0,100.01
10/28/2021,5.83,5.85,3.22,3.25,2.22,2.55,2.28,2.29,2.37,2.16,2.16,2.43,2.45,2.04,2.14,1.99,1.99,1.65,1.48,1.61,1.5,1.76,1.36,1.28,1.14,1.17,1.11,1.16,1.07,0.9,1.0,0.95,0.72,0.81,0.8,0.77,0.63,0.69,0.75,0.76,0.63,0.64,0.62,0.74,0.6,0.54,0.56,0.5,0.53,0.52,0.52,0.47,0.23,0.5,0.32,0.33,0.37,0.34,0.34,0.31,0.31,0.36,0.28,0.3,0.3,0.33,0.18,0.25,0.27,0.26,0.25,0.22,0.23,0.24,0.18,0.17,0.14,0.14,0.0,9.84,2.2,1.4,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.08
10/29/2021,5.8,5.92,3.28,3.17,2.25,2.51,2.25,2.27,2.39,2.18,2.16,2.45,2.42,2.02,2.11,1.99,2.01,1.68,1.5,1.6,1.49,1.77,1.34,1.29,1.13,1.18,1.08,1.16,1.07,0.92,0.99,0.0,0.68,0.82,0.78,0.77,0.63,0.69,0.75,0.76,0.63,0.63,0.62,0.74,0.59,0.54,0.56,0.5,0.54,0.53,0.52,0.48,0.22,0.49,0.32,0.34,0.37,0.35,0.34,0.31,0.32,0.36,0.27,0.3,0.3,0.33,0.18,0.24,0.27,0.26,0.25,0.22,0.23,0.24,0.18,0.17,0.14,0.14,0.0,9.86,2.24,1.41,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.96,0.0,0.0,100.08
11/01/2021,5.82,5.71,3.05,3.24,2.28,2.54,2.28,2.3,2.41,2.23,2.17,2.4,2.38,2.02,2.17,2.0,1.94,1.67,1.56,1.59,1.54,1.76,1.4,1.31,1.13,1.17,1.05,1.18,1.07,0.95,1.0,0.97,0.67,0.83,0.77,0.76,0.65,0.71,0.75,0.75,0.63,0.65,0.63,0.74,0.61,0.54,0.56,0.5,0.51,0.49,0.51,0.47,0.21,0.51,0.34,0.35,0.37,0.34,0.34,0.31,0.33,0.37,0.28,0.3,0.3,0.33,0.17,0.24,0.27,0.27,0.25,0.22,0.23,0.24,0.18,0.18,0.15,0.14,0.0,9.73,2.25,1.45,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0
11/02/2021,5.92,5.72,3.03,3.27,2.28,2.57,2.29,2.31,2.42,2.18,2.18,2.4,2.36,2.06,2.17,2.0,1.95,1.66,1.53,1.58,1.51,1.7,1.39,1.3,1.13,1.16,1.05,1.19,1.06,0.93,1.01,0.99,0.66,0.83,0.77,0.75,0.65,0.71,0.75,0.75,0.64,0.65,0.62,0.75,0.62,0.55,0.58,0.51,0.51,0.48,0.51,0.47,0.2,0.52,0.33,0.34,0.37,0.35,0.35,0.31,0.32,0.37,0.28,0.3,0.3,0.33,0.18,0.25,0.27,0.26,0.25,0.23,0.23,0.24,0.18,0.17,0.15,0.14,0.0,9.71,2.25,1.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03000000000002
11/03/2021,5.92,5.72,3.03,3.27,2.28,2.57,2.29,2.31,2.42,2.18,2.18,2.4,2.36,2.06,2.17,2.0,1.95,1.66,1.53,1.58,1.51,1.7,1.39,1.3,1.13,1.16,1.05,1.19,1.06,0.93,1.01,0.99,0.66,0.83,0.77,0.75,0.65,0.71,0.75,0.75,0.64,0.65,0.62,0.75,0.62,0.55,0.58,0.51,0.51,0.48,0.51,0.47,0.2,0.52,0.33,0.34,0.37,0.35,0.35,0.31,0.32,0.37,0.28,0.3,0.3,0.33,0.18,0.25,0.27,0.26,0.25,0.23,0.23,0.24,0.18,0.17,0.15,0.14,0.0,9.71,2.25,1.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03000000000002
11/04/2021,5.92,5.72,3.03,3.27,2.28,2.57,2.29,2.31,2.42,2.18,2.18,2.4,2.36,2.06,2.17,2.0,1.95,1.66,1.53,1.58,1.51,1.7,1.39,1.3,1.13,1.16,1.05,1.19,1.06,0.93,1.01,0.99,0.66,0.83,0.77,0.75,0.65,0.71,0.75,0.75,0.64,0.65,0.62,0.75,0.62,0.55,0.58,0.51,0.51,0.48,0.51,0.47,0.2,0.52,0.33,0.34,0.37,0.35,0.35,0.31,0.32,0.37,0.28,0.3,0.3,0.33,0.18,0.25,0.27,0.26,0.25,0.23,0.23,0.24,0.18,0.17,0.15,0.14,0.0,9.71,2.25,1.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03000000000002
11/05/2021,5.85,5.74,3.11,3.27,2.21,2.55,2.3,2.31,2.44,2.15,2.19,2.43,2.38,2.05,2.16,1.98,1.97,1.66,1.51,1.61,1.52,1.68,1.37,1.3,1.15,1.18,1.04,1.19,1.05,0.91,1.01,0.99,0.61,0.86,0.78,0.77,0.66,0.72,0.76,0.74,0.64,0.66,0.62,0.75,0.62,0.54,0.58,0.51,0.51,0.48,0.51,0.46,0.2,0.52,0.33,0.34,0.37,0.35,0.35,0.31,0.31,0.36,0.28,0.31,0.3,0.32,0.17,0.24,0.27,0.26,0.25,0.22,0.23,0.25,0.18,0.17,0.14,0.14,0.0,9.79,2.22,1.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.01
11/11/2021,5.57,5.86,3.33,3.23,2.18,2.54,2.28,2.28,2.4,2.18,2.13,2.49,2.48,2.07,2.14,1.99,2.08,1.78,1.51,1.63,1.53,1.72,1.41,1.31,1.16,1.2,1.03,1.14,1.05,0.93,1.01,0.98,0.51,0.88,0.8,0.78,0.66,0.72,0.75,0.73,0.64,0.66,0.64,0.73,0.59,0.54,0.55,0.51,0.55,0.51,0.55,0.49,0.19,0.52,0.34,0.34,0.36,0.34,0.35,0.31,0.31,0.36,0.28,0.31,0.3,0.32,0.16,0.24,0.27,0.26,0.24,0.22,0.23,0.24,0.19,0.17,0.14,0.14,0.0,9.67,2.22,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.02
11/12/2021,5.56,5.84,3.35,3.18,2.16,2.53,2.27,2.25,2.39,2.19,2.1,2.52,2.47,2.09,2.13,1.99,2.11,1.78,1.53,1.63,1.54,1.69,1.48,1.32,1.18,1.19,1.02,1.15,1.05,0.93,1.01,0.97,0.48,0.85,0.8,0.79,0.65,0.71,0.76,0.73,0.63,0.66,0.65,0.74,0.6,0.53,0.55,0.51,0.55,0.51,0.55,0.49,0.2,0.53,0.34,0.34,0.36,0.34,0.35,0.31,0.31,0.36,0.28,0.31,0.3,0.32,0.17,0.24,0.27,0.26,0.24,0.22,0.23,0.25,0.19,0.17,0.14,0.13,0.0,9.72,2.23,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
11/15/2021,5.7,5.91,3.21,3.12,2.2,2.47,2.26,2.25,2.39,2.15,2.11,2.53,2.48,2.13,2.12,2.01,2.15,1.72,1.49,1.66,1.51,1.65,1.46,1.3,1.17,1.22,1.03,1.15,1.09,0.91,1.01,0.98,0.6,0.87,0.82,0.8,0.66,0.71,0.76,0.73,0.63,0.65,0.64,0.74,0.59,0.53,0.56,0.51,0.56,0.52,0.54,0.45,0.22,0.52,0.34,0.33,0.37,0.35,0.35,0.31,0.3,0.36,0.28,0.31,0.3,0.31,0.17,0.24,0.28,0.26,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.71,2.23,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.05
11/16/2021,5.7,5.91,3.21,3.12,2.2,2.47,2.26,2.25,2.39,2.15,2.11,2.53,2.48,2.13,2.12,2.01,2.15,1.72,1.49,1.66,1.51,1.65,1.46,1.3,1.17,1.22,1.03,1.15,1.09,0.91,1.01,0.98,0.6,0.87,0.82,0.8,0.66,0.71,0.76,0.73,0.63,0.65,0.64,0.74,0.59,0.53,0.56,0.51,0.56,0.52,0.54,0.45,0.22,0.52,0.34,0.33,0.37,0.35,0.35,0.31,0.3,0.36,0.28,0.31,0.3,0.31,0.17,0.24,0.28,0.26,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.71,2.23,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.05
11/17/2021,5.67,5.9,3.21,3.12,2.19,2.46,2.26,2.24,2.42,2.16,2.09,2.52,2.5,2.11,2.12,2.0,2.15,1.7,1.49,1.66,1.51,1.67,1.47,1.32,1.19,1.21,1.02,1.14,1.08,0.91,1.0,0.97,0.6,0.86,0.82,0.8,0.65,0.71,0.76,0.73,0.63,0.65,0.64,0.74,0.6,0.53,0.56,0.51,0.56,0.52,0.53,0.45,0.24,0.53,0.34,0.33,0.37,0.35,0.35,0.31,0.3,0.36,0.27,0.31,0.3,0.31,0.17,0.24,0.27,0.26,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.71,2.25,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.02
11/18/2021,5.67,6.02,3.15,3.12,2.18,2.45,2.25,2.25,2.42,2.14,2.08,2.56,2.55,2.09,2.12,2.02,2.18,1.67,1.49,1.66,1.49,1.65,1.46,1.36,1.18,1.22,1.02,1.14,1.07,0.92,1.0,0.97,0.54,0.86,0.84,0.81,0.66,0.71,0.76,0.73,0.63,0.65,0.64,0.74,0.6,0.52,0.57,0.51,0.56,0.52,0.54,0.45,0.23,0.53,0.34,0.32,0.37,0.35,0.35,0.31,0.3,0.36,0.28,0.31,0.3,0.31,0.17,0.24,0.27,0.25,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.13,0.0,9.72,2.26,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.07999999999998
11/19/2021,5.69,5.88,3.22,3.13,2.18,2.47,2.25,2.33,2.41,2.14,2.11,2.49,2.48,2.1,2.12,1.99,2.13,1.69,1.49,1.63,1.53,1.63,1.5,1.38,1.21,1.2,1.02,1.14,1.06,0.92,1.0,0.96,0.55,0.85,0.83,0.79,0.65,0.71,0.76,0.74,0.63,0.64,0.64,0.74,0.6,0.52,0.57,0.5,0.55,0.5,0.53,0.44,0.24,0.54,0.34,0.32,0.37,0.35,0.35,0.31,0.3,0.35,0.28,0.31,0.29,0.31,0.17,0.24,0.27,0.25,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.73,2.34,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
11/22/2021,5.69,5.88,3.22,3.13,2.18,2.47,2.25,2.33,2.41,2.14,2.11,2.49,2.48,2.1,2.12,1.99,2.13,1.69,1.49,1.63,1.53,1.63,1.5,1.38,1.21,1.2,1.02,1.14,1.06,0.92,1.0,0.96,0.55,0.85,0.83,0.79,0.65,0.71,0.76,0.74,0.63,0.64,0.64,0.74,0.6,0.52,0.57,0.5,0.55,0.5,0.53,0.44,0.24,0.54,0.34,0.32,0.37,0.35,0.35,0.31,0.3,0.35,0.28,0.31,0.29,0.31,0.17,0.24,0.27,0.25,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.73,2.34,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
11/23/2021,5.69,5.88,3.22,3.13,2.18,2.47,2.25,2.33,2.41,2.14,2.11,2.49,2.48,2.1,2.12,1.99,2.13,1.69,1.49,1.63,1.53,1.63,1.5,1.38,1.21,1.2,1.02,1.14,1.06,0.92,1.0,0.96,0.55,0.85,0.83,0.79,0.65,0.71,0.76,0.74,0.63,0.64,0.64,0.74,0.6,0.52,0.57,0.5,0.55,0.5,0.53,0.44,0.24,0.54,0.34,0.32,0.37,0.35,0.35,0.31,0.3,0.35,0.28,0.31,0.29,0.31,0.17,0.24,0.27,0.25,0.24,0.22,0.23,0.25,0.18,0.17,0.13,0.14,0.0,9.73,2.34,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
