,NBK.,KFH.,AUB.,AGLTY.,ZAIN.,MABANEE.,GBK.,HUMANSFT.,NIND.,WARBABAN.,NRE.,BURG.,KIB.,BPCC.,ALIMTIAZ.,KPROJ.,CABLE.,AAYAN.,KRE.,BOURSA.,ALQURAIN.,MEZZAN.,AZNOULA.,SHIP.,INTEGRAT.,ALAFCO.,NINV.,NOOR.,ABK.,JAZEERA.,CGC.,KWD,ALMUTAHED,BOUBYAN.,USD,XTSLA,AUB,BURG,ALIMTIAZ,KPROJ,AAYAN,KRE,CABLE,SHIP,ALAFCO,NOOR,NINV,ABK,CGC,NIND,HUMANSOFT,WARBABANK,BPCC,BOURSA,ALMUTAHE.,NRE,INTEGRATED,JAZEERA,MEZZAN,KPROJ121.,BURG121.,SUM
07/30/2021,23.02,17.33,5.64,4.37,4.2,3.62,3.42,2.74,2.86,2.38,2.58,2.23,1.92,1.82,1.78,1.67,1.51,1.66,1.54,1.57,1.3,1.2,1.19,1.14,1.16,1.12,1.06,1.03,0.9,0.96,0.54,0.2,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,23.02,17.46,5.65,4.49,4.17,3.58,3.27,2.76,2.85,2.33,2.67,2.21,1.91,1.8,1.75,1.67,1.5,1.67,1.54,1.59,1.28,1.2,1.2,1.14,1.14,1.12,1.05,1.01,0.9,0.99,0.58,0.2,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
08/03/2021,23.02,17.46,0.0,4.49,4.17,3.58,3.27,0.0,0.0,0.0,2.67,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.2,1.2,0.0,1.14,1.12,0.0,0.0,0.0,0.99,0.0,0.2,0.14,0.16,0.0,0.06,5.65,2.21,1.75,1.67,1.67,1.54,1.5,1.14,0.0,1.0,1.05,0.9,0.58,2.85,2.76,2.33,1.8,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/04/2021,23.02,17.46,5.65,4.49,4.17,3.58,3.27,2.76,2.85,2.33,2.67,2.21,1.91,1.8,1.75,1.67,1.5,1.67,1.54,1.59,1.28,1.2,1.2,1.14,1.14,1.12,1.05,1.0,0.9,0.99,0.58,0.2,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/05/2021,23.02,17.46,5.65,4.49,4.17,3.58,3.27,2.76,2.85,2.33,2.67,2.21,1.91,1.8,1.75,1.67,1.5,1.67,1.54,1.59,1.28,1.2,1.2,1.14,1.14,1.12,1.05,1.0,0.9,0.99,0.58,0.2,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/06/2021,22.85,17.49,5.7,4.49,4.14,3.66,3.24,2.78,2.9,2.31,2.73,2.2,1.91,1.75,1.75,1.69,1.53,1.68,1.52,1.66,1.27,1.18,1.19,1.12,1.15,1.1,1.05,0.99,0.89,0.99,0.56,0.2,0.14,0.15,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/10/2021,22.86,17.4,5.84,4.42,4.14,3.65,3.23,2.78,2.9,2.28,2.74,2.22,1.92,1.78,1.76,1.67,1.51,1.67,1.52,1.79,1.24,1.18,1.19,1.1,1.13,1.1,1.08,0.99,0.89,0.99,0.55,0.15,0.14,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/11/2021,22.86,17.4,5.84,4.42,4.14,3.65,3.23,2.78,2.9,2.28,2.74,2.22,1.92,1.78,1.76,1.67,1.51,1.67,1.52,1.79,1.24,1.18,1.19,1.1,1.13,1.1,1.08,0.99,0.89,0.99,0.55,0.15,0.14,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/13/2021,22.81,17.41,5.86,4.43,4.15,3.67,3.23,2.75,2.91,2.3,2.76,2.2,1.9,1.76,1.74,1.67,1.5,1.68,1.52,1.78,1.23,1.17,1.19,1.1,1.14,1.1,1.07,1.03,0.88,1.0,0.56,0.15,0.14,0.16,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/16/2021,22.8,17.39,5.98,4.55,4.14,3.64,3.21,2.7,2.9,2.31,2.89,2.21,1.9,1.78,1.71,1.59,1.49,1.64,1.56,1.75,1.19,1.15,1.18,1.05,1.13,1.12,1.06,1.04,0.89,1.0,0.55,0.15,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/17/2021,22.8,17.39,5.98,4.55,4.14,3.64,3.21,2.7,2.9,2.31,2.89,2.21,1.9,1.78,1.71,1.59,1.49,1.65,1.56,1.75,1.19,1.15,1.18,1.05,1.13,1.12,1.06,1.04,0.89,1.0,0.55,0.15,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/19/2021,22.93,17.45,6.06,4.51,4.17,3.62,3.27,2.71,2.86,2.33,2.67,2.21,1.91,1.79,1.71,1.59,1.51,1.55,1.54,1.74,1.22,1.17,1.18,1.04,1.14,1.13,1.07,1.04,0.89,0.95,0.57,0.15,0.15,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/20/2021,22.92,17.49,6.06,4.51,4.16,3.64,3.25,2.69,2.83,2.33,2.69,2.22,1.91,1.79,1.7,1.59,1.5,1.53,1.54,1.73,1.23,1.14,1.19,1.03,1.17,1.17,1.06,1.04,0.88,0.98,0.58,0.15,0.14,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
08/23/2021,22.76,17.66,6.28,4.48,4.16,3.6,3.24,2.65,2.83,2.33,2.69,2.18,1.89,1.77,1.69,1.58,1.5,1.58,1.52,1.71,1.24,1.14,1.17,1.04,1.14,1.12,1.05,1.07,0.87,1.0,0.58,0.15,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/24/2021,22.76,17.67,6.28,4.48,4.16,3.6,3.24,2.65,2.83,2.33,2.69,2.18,1.89,1.77,1.69,1.58,1.5,1.58,1.52,1.71,1.24,1.14,1.17,1.04,1.14,1.12,1.05,1.07,0.87,1.0,0.58,0.15,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/25/2021,22.76,17.67,6.28,4.48,4.16,3.6,3.24,2.65,2.83,2.33,2.69,2.18,1.89,1.77,1.69,1.58,1.5,1.58,1.52,1.71,1.24,1.14,1.17,1.04,1.14,1.12,1.05,1.07,0.87,1.0,0.58,0.15,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/26/2021,22.87,17.54,6.1,4.43,4.16,3.58,3.24,2.63,2.84,2.35,2.69,2.18,1.88,1.77,1.71,1.57,1.49,1.64,1.54,1.69,1.24,1.13,1.21,1.03,1.13,1.14,1.11,1.15,0.88,1.02,0.58,0.15,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/27/2021,23.01,17.53,6.07,4.43,4.15,3.58,3.22,2.61,2.83,2.32,2.65,2.18,1.9,1.76,1.7,1.58,1.48,1.62,1.55,1.68,1.24,1.12,1.25,1.02,1.14,1.12,1.11,1.17,0.89,1.03,0.57,0.14,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,23.28,17.54,6.13,4.4,4.11,3.62,3.17,2.57,2.85,2.34,2.65,2.15,1.89,1.77,1.72,1.58,1.53,1.57,1.56,1.65,1.23,1.1,1.18,1.0,1.12,1.09,1.12,1.14,0.88,1.04,0.56,0.14,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/31/2021,23.28,17.54,6.13,4.4,4.11,3.62,3.17,2.57,2.85,2.34,2.65,2.15,1.89,1.77,1.72,1.58,1.53,1.58,1.56,1.65,1.23,1.1,1.18,1.0,1.12,1.09,1.12,1.14,0.88,1.04,0.56,0.14,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/01/2021,23.28,17.54,6.13,4.4,4.11,3.62,3.17,2.57,2.85,2.34,2.65,2.15,1.89,1.77,1.72,1.58,1.53,1.58,1.56,1.65,1.23,1.1,1.18,1.0,1.12,1.09,1.12,1.14,0.88,1.04,0.56,0.14,0.15,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/02/2021,23.19,17.67,5.99,4.42,4.17,3.67,3.16,2.55,2.77,2.45,2.65,2.16,1.84,1.78,1.69,1.58,1.53,1.55,1.56,1.62,1.23,1.09,1.18,1.0,1.1,1.1,1.15,1.15,0.86,1.1,0.59,0.14,0.15,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/10/2021,22.9,20.0,4.19,4.36,4.28,3.72,3.14,2.56,2.66,2.24,2.19,2.19,1.85,2.11,1.69,1.49,1.54,1.53,1.6,1.73,1.17,1.13,1.22,1.07,1.1,1.12,1.12,1.21,0.86,1.11,0.61,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/13/2021,22.84,19.99,4.19,4.33,4.27,3.71,3.11,2.51,2.69,2.26,2.16,2.18,1.83,2.11,1.73,1.5,1.54,1.55,1.62,1.81,1.14,1.1,1.22,1.06,1.11,1.15,1.12,1.3,0.86,1.11,0.6,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/14/2021,22.85,19.99,4.19,4.33,4.27,3.71,3.11,2.52,2.69,2.26,2.16,2.18,1.83,2.11,1.73,1.5,1.54,1.54,1.62,1.81,1.14,1.1,1.22,1.06,1.11,1.15,1.12,1.3,0.86,1.11,0.6,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/15/2021,22.85,19.99,4.19,4.33,4.27,3.71,3.11,2.52,2.69,2.26,2.16,2.18,1.83,2.11,1.73,1.5,1.54,1.54,1.62,1.81,1.14,1.1,1.22,1.06,1.11,1.15,1.12,1.3,0.86,1.11,0.6,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/16/2021,22.86,20.01,0.0,4.33,4.28,3.71,3.11,2.51,2.68,2.27,0.0,2.17,1.82,2.08,1.7,0.0,0.0,0.0,0.0,1.83,1.15,1.1,1.22,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.12,0.0,0.0,4.19,0.0,0.0,1.5,1.54,1.61,1.53,1.06,0.0,1.34,1.11,0.86,0.62,0.0,0.0,0.0,0.0,0.0,0.0,2.15,1.11,1.11,0.0,0.0,0.0,100.08
09/17/2021,22.97,19.93,4.21,4.32,4.27,3.7,3.1,2.5,2.69,2.25,2.16,2.16,1.82,2.07,1.74,1.51,1.53,1.53,1.6,1.83,1.14,1.1,1.21,1.07,1.13,1.14,1.12,1.36,0.85,1.09,0.62,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/20/2021,23.14,19.91,4.24,4.27,4.24,3.74,3.06,2.47,2.68,2.22,2.16,2.13,1.79,2.06,1.79,1.47,1.52,1.53,1.61,1.84,1.14,1.11,1.2,1.06,1.12,1.12,1.09,1.44,0.85,1.08,0.61,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/21/2021,23.14,19.91,4.24,4.27,4.24,3.74,3.06,2.47,2.69,2.22,2.16,2.13,1.79,2.06,1.79,1.47,1.52,1.53,1.61,1.84,1.14,1.11,1.2,1.06,1.12,1.12,1.09,1.44,0.85,1.08,0.61,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/22/2021,23.14,19.91,4.24,4.27,4.24,3.74,3.06,2.47,2.69,2.22,2.16,2.13,1.79,2.06,1.79,1.47,1.52,1.53,1.61,1.84,1.14,1.11,1.2,1.06,1.12,1.12,1.09,1.44,0.85,1.08,0.61,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/23/2021,23.26,19.76,4.32,4.28,4.24,3.67,3.04,2.48,2.72,2.24,2.14,2.12,1.81,2.08,1.74,1.48,1.51,1.57,1.63,1.8,1.15,1.13,1.18,1.05,1.11,1.11,1.09,1.48,0.85,1.08,0.6,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.10000000000002
09/24/2021,23.16,19.84,4.34,4.29,4.24,3.69,3.05,2.48,2.73,2.24,2.12,2.12,1.8,2.08,1.73,1.49,1.52,1.56,1.61,1.78,1.15,1.14,1.2,1.05,1.1,1.1,1.1,1.5,0.85,1.08,0.59,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.11
09/27/2021,23.13,19.78,4.41,4.27,4.25,3.65,3.05,2.47,2.77,2.24,2.14,2.1,1.81,2.08,1.79,1.49,1.51,1.57,1.61,1.78,1.15,1.14,1.2,1.05,1.1,1.09,1.09,1.49,0.86,1.08,0.59,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.12
09/28/2021,23.13,19.78,4.41,4.27,4.25,3.65,3.05,2.47,2.77,2.24,2.14,2.1,1.81,2.08,1.79,1.49,1.51,1.57,1.61,1.78,1.15,1.14,1.2,1.05,1.1,1.09,1.09,1.49,0.86,1.08,0.59,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.12
09/30/2021,23.05,19.77,4.34,4.28,4.24,3.65,3.08,2.48,2.76,2.26,2.11,2.12,1.81,2.07,0.0,1.5,1.54,0.0,0.0,1.82,1.14,0.0,1.2,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.14,0.12,0.12,0.0,0.0,0.0,0.0,1.78,0.0,1.57,1.66,0.0,1.05,1.1,1.45,0.0,0.86,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.08,1.13,0.0,0.0,100.1
10/01/2021,23.05,19.75,4.38,4.27,4.23,3.6,3.06,2.47,2.78,2.27,2.09,2.12,1.81,2.09,1.81,1.5,1.54,1.63,1.64,1.81,1.15,1.14,1.2,1.05,1.1,1.1,1.12,1.45,0.85,1.07,0.59,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.1
10/20/2021,22.86,19.38,4.39,4.23,4.23,3.56,3.07,2.44,2.74,2.33,2.1,2.17,1.81,2.3,1.84,1.49,1.57,1.68,1.73,1.78,1.17,1.15,1.17,1.04,1.09,1.11,1.12,1.51,0.9,1.12,0.55,0.14,0.0,0.12,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,22.74,19.5,4.41,4.18,4.21,3.57,3.09,2.42,2.75,2.38,2.08,2.16,1.8,2.22,1.84,1.47,1.56,1.66,1.77,1.82,1.13,1.14,1.17,1.07,1.1,1.13,1.12,1.5,0.93,1.17,0.0,0.14,0.0,0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,22.65,19.56,4.41,4.17,4.19,3.59,3.08,2.41,2.74,2.4,2.08,2.16,1.8,2.19,1.81,1.49,1.58,1.64,1.8,1.84,1.13,1.14,1.17,1.06,1.1,1.12,1.12,1.49,0.93,1.24,0.57,0.14,0.0,0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,22.73,19.51,4.41,4.17,4.18,3.59,3.07,2.42,2.74,2.4,2.08,2.15,1.79,2.16,1.8,1.47,1.59,1.61,1.8,1.89,1.13,1.12,1.16,1.05,1.09,1.14,1.14,1.49,0.94,1.27,0.57,0.14,0.0,0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
