,GRWG,TLRY,WEED.TO,UVV,CRON.TO,VALT,HEXO.TO,OGI.TO,VFF.TO,ARNA,XXII,TPB,VGR,PM,JAZZ,BATS.L,IMB.L,MO,SWM,SMG,CWEB.TO,VLNS.TO,HYFM,CRBP,ZYNE,UVV.1,XLY.TO,TGOD.TO,CLVR,SWMA.ST,LABS.TO,First American Government Obligs X,British Pounds,ACB.TO,ETFMG Sit Ultra Short ETF,FGXXX,688101.SS,n/a,688001.SS,AGFY,HITI.V,ICA.MX,INCR.TA,SNDL,MAPS,VLNS.NE,DOUG WI,VFF,DOUG,SUM
09/02/2021,9.66,9.43,7.8,1.09,6.42,5.35,4.76,4.2,3.92,3.26,3.46,2.95,2.97,2.94,2.89,2.83,2.81,2.75,2.5,2.43,2.25,2.05,1.75,1.61,1.5,0.0,1.06,1.03,0.98,0.9,0.61,0.0,0.0,6.61,0.0,0.39,0.0,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7
09/03/2021,9.66,9.43,7.8,1.09,6.42,5.35,4.76,4.2,3.92,3.26,3.46,2.95,2.97,2.94,2.89,2.83,2.81,2.75,2.5,2.43,2.25,2.05,1.75,1.61,1.5,0.0,1.06,1.03,0.98,0.9,0.61,0.0,0.0,6.61,0.0,0.39,0.0,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7
09/07/2021,6.02,7.14,7.1,0.0,5.2,6.37,2.4,5.37,3.06,3.01,3.23,0.0,3.6,3.33,2.52,3.13,3.13,3.32,3.06,2.83,2.15,2.85,3.42,1.37,1.5,0.0,1.18,0.82,1.6,1.85,0.5,0.0,0.0,6.24,0.0,0.82,0.0,-0.02,0.0,1.22,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,6.02,7.14,7.1,0.0,5.2,6.37,2.4,5.37,3.06,3.01,3.23,0.0,3.6,3.33,2.52,3.13,3.13,3.32,3.06,2.83,2.15,2.85,3.42,1.37,1.5,0.0,1.18,0.82,1.6,1.85,0.5,0.0,0.0,6.24,0.0,0.82,0.0,-0.02,0.0,1.22,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,6.12,7.06,6.95,0.0,5.16,6.42,2.37,5.23,3.03,3.08,3.25,0.0,3.62,3.37,2.56,3.15,3.18,3.34,3.1,2.85,2.15,2.81,3.56,1.32,1.49,0.0,1.19,0.75,1.6,1.87,0.52,0.0,0.0,6.24,0.0,0.83,0.0,-0.02,0.0,1.11,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,6.1,6.99,7.0,0.0,5.12,6.5,2.33,5.22,3.0,3.1,3.32,0.0,3.62,3.41,2.55,3.19,3.19,3.37,3.09,2.82,2.2,2.81,3.59,1.31,1.51,0.0,1.19,0.66,1.51,1.9,0.5,0.0,0.0,6.12,0.0,0.82,0.0,0.03,0.0,1.16,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/13/2021,6.02,6.91,6.76,0.0,5.09,6.68,2.28,5.22,3.01,3.16,3.24,0.0,3.68,3.43,2.62,3.27,3.28,3.47,3.13,2.87,2.11,2.7,3.54,1.33,1.5,0.0,1.18,0.51,1.69,1.95,0.52,0.0,0.0,6.05,0.0,0.84,0.0,0.08,0.0,1.09,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,6.11,6.98,6.74,0.0,5.16,6.7,2.33,5.26,2.98,3.16,3.29,0.0,3.62,3.41,2.63,3.23,3.25,3.47,3.08,2.89,2.09,2.62,3.57,1.33,1.59,0.0,1.12,0.43,1.6,1.94,0.52,0.0,0.0,6.1,0.0,0.93,0.0,0.02,0.0,1.05,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,6.03,6.85,6.57,0.0,5.17,6.82,2.27,5.16,2.95,3.23,3.32,0.0,3.62,3.5,2.67,3.27,3.32,3.53,3.04,2.87,2.11,2.67,3.64,1.34,1.59,0.0,1.07,0.33,1.62,1.96,0.54,0.0,0.0,5.95,0.0,1.03,0.0,0.05,0.0,1.03,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/16/2021,6.03,6.85,6.57,0.0,5.17,6.82,2.27,5.16,2.95,3.23,3.32,0.0,3.62,3.5,2.67,3.27,3.32,3.53,3.04,2.87,2.11,2.67,3.64,1.34,1.59,0.0,1.07,0.33,1.62,1.96,0.54,0.0,0.0,5.95,0.0,1.03,0.0,0.05,0.0,1.03,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/20/2021,5.64,6.81,6.61,0.0,5.12,7.06,2.27,5.21,3.11,3.29,3.29,0.0,3.24,3.6,2.71,3.38,3.45,3.52,3.1,2.83,2.08,2.65,3.2,1.3,1.58,0.0,1.17,0.0,1.58,2.07,0.53,0.0,0.0,6.15,0.0,1.36,0.0,0.0,0.0,1.16,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,5.68,6.82,6.65,0.0,5.15,7.11,2.21,5.18,3.13,3.35,3.28,0.0,3.21,3.58,2.69,3.37,3.45,3.5,3.06,2.8,2.06,2.63,3.29,1.31,1.58,0.0,1.12,0.0,1.64,2.08,0.52,0.0,0.0,6.12,0.0,1.38,0.0,0.0,0.0,1.19,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,5.68,6.82,6.65,0.0,5.15,7.11,2.21,5.18,3.13,3.35,3.28,0.0,3.21,3.58,2.69,3.37,3.45,3.5,3.06,2.8,2.06,2.63,3.29,1.31,1.58,0.0,1.12,0.0,1.64,2.08,0.52,0.0,0.0,6.12,0.0,1.38,0.0,0.0,0.0,1.19,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/23/2021,5.68,6.82,6.65,0.0,5.15,7.11,2.21,5.18,3.13,3.35,3.28,0.0,3.21,3.58,2.69,3.37,3.45,3.5,3.06,2.8,2.06,2.63,3.29,1.31,1.58,0.0,1.12,0.0,1.64,2.08,0.52,0.0,0.0,6.12,0.0,1.38,0.0,0.0,0.0,1.19,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/24/2021,5.73,6.65,6.31,0.0,5.18,7.41,2.13,5.22,3.12,3.49,3.15,0.0,3.3,3.66,2.74,3.45,3.49,3.6,3.18,2.96,2.05,2.61,3.15,1.22,1.59,0.0,1.16,0.0,1.56,2.12,0.47,0.0,0.0,5.9,0.0,1.38,0.0,0.0,0.0,1.17,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/30/2021,5.61,6.86,6.45,0.0,5.12,7.28,2.14,5.41,3.12,3.48,3.25,0.0,3.31,3.66,2.86,3.45,3.52,3.6,3.21,2.92,2.09,2.79,2.79,1.24,1.68,0.0,1.16,0.0,1.71,2.08,0.48,0.0,0.0,5.69,0.0,0.98,0.0,0.0,0.0,1.2,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,5.78,7.06,6.71,0.0,5.21,7.16,2.25,5.4,3.08,3.49,3.29,0.0,3.36,3.63,2.78,3.42,3.46,3.56,3.24,2.92,2.1,2.77,2.89,1.27,1.7,0.0,1.12,0.0,1.62,1.99,0.48,0.0,0.0,6.0,0.0,0.16,0.0,0.0,0.0,1.24,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/04/2021,5.55,6.65,6.5,0.0,5.13,7.42,2.08,5.26,3.09,3.54,3.21,0.0,3.54,3.65,2.84,3.55,3.56,3.69,3.37,3.05,2.01,2.68,2.87,1.23,1.62,0.0,1.13,0.0,1.57,2.0,0.46,0.0,0.0,6.57,0.0,0.22,0.0,0.0,0.0,1.12,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/05/2021,5.5,6.79,6.58,0.0,5.21,7.45,2.11,5.26,3.14,3.53,3.31,0.0,3.51,3.49,2.82,3.41,3.58,3.46,3.28,3.02,2.06,2.61,2.85,1.25,1.64,0.0,1.19,0.0,1.56,2.02,0.46,0.0,0.0,6.77,0.0,0.22,0.0,0.05,0.0,1.01,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,5.5,6.79,6.58,0.0,5.21,7.45,2.11,5.26,3.14,3.53,3.31,0.0,3.51,3.49,2.82,3.41,3.58,3.46,3.28,3.02,2.06,2.61,2.85,1.25,1.64,0.0,1.19,0.0,1.56,2.02,0.46,0.0,0.0,6.77,0.0,0.22,0.0,0.05,0.0,1.01,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,5.51,6.71,6.37,0.0,5.19,7.46,2.09,5.19,3.14,3.56,3.48,0.0,3.68,3.54,2.81,3.34,3.53,3.49,3.34,3.04,2.03,2.59,2.84,1.25,1.63,0.0,1.17,0.0,1.5,2.01,0.46,0.0,0.0,6.93,0.0,0.27,0.0,0.0,0.0,1.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,5.26,6.58,6.25,0.0,5.14,7.59,2.02,5.12,3.06,3.61,3.56,0.0,3.75,3.61,2.8,3.46,3.68,3.6,3.42,3.08,1.92,2.54,2.76,1.35,1.65,0.0,1.15,0.0,1.47,2.06,0.44,0.0,0.0,7.01,0.0,0.21,0.0,0.0,0.0,1.02,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,5.28,6.57,6.33,0.0,5.09,7.54,2.0,5.32,3.05,3.54,3.5,0.0,3.79,3.6,3.0,3.37,3.51,3.57,3.36,3.08,1.86,2.56,2.95,1.25,1.59,0.0,1.11,0.0,1.45,2.01,0.42,0.0,0.0,7.28,0.0,0.21,0.0,0.0,0.0,0.99,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/12/2021,5.38,6.61,6.39,0.0,5.12,7.43,2.01,5.2,3.03,3.51,3.4,0.0,3.74,3.51,2.99,3.34,3.47,3.52,3.36,3.05,2.24,2.52,2.92,1.32,1.58,0.0,1.1,0.0,1.45,1.99,0.49,0.0,0.0,7.2,0.0,0.21,0.0,0.0,0.0,1.07,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999996
10/13/2021,5.38,6.61,6.39,0.0,5.12,7.43,2.01,5.2,3.03,3.51,3.4,0.0,3.74,3.51,2.99,3.34,3.47,3.52,3.36,3.05,2.24,2.52,2.92,1.32,1.58,0.0,1.1,0.0,1.45,1.99,0.49,0.0,0.0,7.2,0.0,0.21,0.0,0.0,0.0,1.07,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999996
10/14/2021,5.3,6.38,6.34,0.0,5.1,7.53,2.02,5.2,3.02,3.67,3.3,0.0,3.85,3.55,2.97,3.39,3.57,3.59,3.42,3.07,2.06,2.5,2.93,1.27,1.58,0.0,1.1,0.0,1.45,2.03,0.55,0.0,0.0,7.13,0.0,0.21,0.0,0.0,0.0,1.08,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/15/2021,5.27,6.24,6.33,0.0,5.05,7.61,1.99,5.19,3.0,3.65,3.29,0.0,3.88,3.58,3.02,3.43,3.62,3.63,3.5,3.13,2.08,2.53,2.85,1.29,1.6,0.0,1.11,0.0,1.42,2.05,0.56,0.0,0.0,7.01,0.0,0.21,0.0,0.0,0.0,1.06,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,4.73,6.29,6.41,0.0,5.08,7.55,2.04,5.23,3.05,3.78,3.34,0.0,3.84,3.64,2.96,3.46,3.67,3.7,3.54,3.08,2.07,2.68,2.7,1.27,1.62,0.0,1.03,0.0,1.41,2.1,0.49,0.0,0.0,7.06,0.0,0.28,0.0,0.0,0.0,1.11,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,4.92,6.27,6.52,0.0,5.1,7.46,2.05,5.28,3.06,3.79,3.31,0.0,3.82,3.65,2.98,3.45,3.65,3.71,3.49,3.08,2.01,2.38,2.71,1.25,1.6,0.0,1.07,0.0,1.4,2.11,0.5,0.0,0.0,7.12,0.0,0.38,0.0,0.0,0.0,1.08,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/25/2021,5.02,6.86,6.59,0.0,5.25,7.28,2.08,5.36,2.95,3.59,3.21,0.0,3.67,3.51,3.1,3.44,3.66,3.62,3.33,3.01,2.06,2.36,2.66,1.22,1.53,0.0,1.11,0.0,1.45,2.09,0.5,0.0,0.0,7.37,0.0,0.37,0.0,0.0,0.0,0.96,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,5.02,6.84,6.56,0.0,5.39,7.27,2.06,5.49,2.97,3.59,3.29,0.0,3.68,3.5,3.07,3.42,3.64,3.61,3.32,3.0,2.02,2.33,2.67,1.24,1.57,0.0,1.18,0.0,1.45,2.09,0.5,0.0,0.0,7.09,0.0,0.37,0.0,0.0,0.0,0.98,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/29/2021,5.06,6.66,6.49,0.0,5.15,7.45,1.97,5.34,2.99,3.5,3.34,0.0,3.87,3.58,3.11,3.48,3.7,3.67,3.49,3.07,1.93,2.36,2.67,1.25,1.5,0.0,1.15,0.0,1.43,2.17,0.49,0.0,0.0,7.07,0.0,0.38,0.0,0.0,0.0,0.94,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,4.92,6.5,6.36,0.0,5.11,7.75,1.95,5.37,2.97,3.45,3.27,0.0,3.92,3.66,3.04,3.64,3.89,3.79,3.45,3.19,1.87,2.27,2.53,1.28,1.5,0.0,1.15,0.0,1.4,2.17,0.49,0.0,0.0,7.02,0.0,0.39,0.0,0.0,0.0,0.88,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/02/2021,4.93,6.58,6.42,0.0,5.06,7.7,1.97,5.41,2.98,3.58,3.31,0.0,3.87,3.68,3.02,3.6,3.81,3.53,3.46,3.18,1.86,2.31,2.66,1.29,1.52,0.0,1.17,0.0,1.41,2.14,0.49,0.0,0.0,7.01,0.0,0.39,0.0,0.0,0.0,0.91,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/08/2021,5.08,6.62,6.51,0.0,5.15,7.53,1.64,5.4,3.01,3.81,3.39,0.0,3.9,3.53,3.0,3.39,3.67,3.46,3.64,3.41,1.67,2.12,2.85,1.3,1.58,0.0,1.21,0.0,1.31,2.02,0.51,0.0,0.0,6.88,0.0,0.58,0.0,-0.01,0.0,0.96,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,5.08,6.68,6.47,0.0,5.12,7.64,1.65,5.43,2.96,3.84,3.38,0.0,3.91,3.55,2.97,3.39,3.71,3.48,3.13,3.48,1.68,2.07,2.9,1.3,1.6,0.0,1.19,0.0,1.29,2.05,0.51,0.0,0.0,6.89,0.0,0.59,0.0,0.0,0.0,1.07,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,5.08,6.68,6.47,0.0,5.12,7.64,1.65,5.43,2.96,3.84,3.38,0.0,3.91,3.55,2.97,3.39,3.71,3.48,3.13,3.48,1.68,2.07,2.9,1.3,1.6,0.0,1.19,0.0,1.29,2.05,0.51,0.0,0.0,6.89,0.0,0.59,0.0,0.0,0.0,1.07,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,5.13,6.67,5.8,0.0,5.09,7.7,1.65,5.4,2.99,3.74,3.44,0.0,4.05,3.6,3.03,3.45,3.73,3.56,3.36,3.52,1.76,2.0,2.92,1.31,1.57,0.0,1.26,0.0,1.28,2.01,0.51,0.0,0.0,6.75,0.0,0.6,0.0,0.0,0.0,1.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,5.53,7.24,5.99,0.0,6.0,7.23,1.75,5.52,3.05,3.55,3.3,0.0,3.8,3.33,2.81,3.24,3.5,3.33,3.04,3.35,1.93,2.17,2.9,1.3,1.55,0.0,1.35,0.0,1.25,1.87,0.51,0.0,0.0,6.95,0.0,0.58,0.0,-0.03,0.0,1.13,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,5.0,7.84,7.06,0.0,5.27,7.88,2.91,3.33,2.75,2.83,2.78,0.62,3.36,2.61,2.65,2.64,2.73,2.69,2.55,3.1,1.66,1.51,3.16,1.26,1.64,0.0,1.31,0.0,0.78,2.26,0.51,0.0,0.0,7.71,0.0,0.78,0.0,0.0,0.0,1.45,2.08,0.0,0.42,2.07,0.79,0.0,0.0,0.0,0.0,99.99
11/25/2021,5.0,7.84,7.06,0.0,5.27,7.88,2.91,3.33,2.75,2.83,2.78,0.62,3.36,2.61,2.65,2.64,2.73,2.69,2.55,3.1,1.66,1.51,3.16,1.26,1.64,0.0,1.31,0.0,0.78,2.26,0.51,0.0,0.0,7.71,0.0,0.78,0.0,0.0,0.0,1.45,2.08,0.0,0.42,2.07,0.79,0.0,0.0,0.0,0.0,99.99
12/02/2021,4.94,7.85,7.01,0.0,5.17,8.24,2.8,3.73,2.65,2.84,2.62,0.64,3.37,2.65,2.65,2.71,2.74,2.81,2.56,3.13,1.55,1.48,3.02,1.24,1.62,0.0,1.24,0.0,0.81,2.33,0.48,0.0,0.0,7.7,0.0,0.78,0.0,0.0,0.0,1.36,2.2,0.0,0.39,1.91,0.78,0.0,0.0,0.0,0.0,100.0
12/06/2021,4.66,7.55,6.54,0.0,5.11,9.02,2.56,3.6,2.57,2.81,2.7,0.7,3.55,2.84,2.84,2.98,3.02,3.03,2.56,2.94,1.53,0.0,2.69,1.23,1.63,0.0,1.28,0.0,0.74,2.54,0.48,0.0,0.0,7.47,0.0,0.85,0.0,0.0,0.0,1.25,2.29,0.0,0.43,1.81,0.78,1.41,0.0,0.0,0.0,99.99
