,1299.HK,CBA.AX,BHP.AX,CSL.AX,388.HK,WBC.AX,NAB.AX,ANZ.AX,WES.AX,D05.SI,MQG.AX,O39.SI,WOW.AX,RIO.AX,U11.SI,TCL.AX,669.HK,FMG.AX,GMG.AX,16.HK,1.HK,823.HK,APT.AX,ALL.AX,CASH OR CASH COLLATERAL,3.HK,WPL.AX,J36.SI,27.HK,COL.AX,2.HK,NCM.AX,JHX.AX,11.HK,1113.HK,SHL.AX,FPH.NZ,BXB.AX,ST,QBE.AX,COH.AX,TLS.AX,ASX.AX,SCG.AX,SUN.AX,S32.AX,1997.HK,STO.AX,1928.HK,F34.SI,IAG.AX,DXS.AX,RHC.AX,66.HK,MGR.AX,NST.AX,SEK.AX,708.HK,6.HK,288.HK,TAH.AX,SGP.AX,APA.AX,BSL.AX,SYD.AX,17.HK,C38U.SI,A17U.SI,CPU.AX,C31.SI,GPT.AX,S68.SI,MPL.AX,12.HK,TWE.AX,REA.AX,AIA.NZ,SPK.NZ,ORG.AX,EVN.AX,LLC.AX,MFG.AX,BN4.SI,BLD.AX,DMP.AX,1876.HK,AZJ.AX,ALD.AX,83.HK,C6L.SI,6823.HK,1929.HK,REH.AX,VCX.AX,MEL.NZ,101.HK,CEN.NZ,S63.SI,FBU.NZ,522.HK,BEN.AX,ORI.AX,AGL.AX,V03.SI,RYM.NZ,ATM.NZ,1038.HK,WTC.AX,IPL.AX,G13.SI,N2IU.SI,QAN.AX,19.HK,1821.HK,SOL.AX,1972.HK,CWN.AX,MCY.NZ,AMP.AX,AWC.AX,23.HK,HVN.AX,WOR.AX,1691.HK,U14.SI,C52.SI,C09.SI,AST.AX,T82U.SI,CGF.AX,SVW.AX,880.HK,1128.HK,2638.HK,S58.SI,K71U.SI,TPG.AX,RW0U.SI,C07.SI,U96.SI,D01.SI,2282.HK,G07.SI,CIM.AX,87,293.HK,O32.SI,TQ5.SI,QZN1,OLAMR4,XPU1 COMB Index,Z74.SI,FPL,QZQ1,n/a,QZU1,XPZ1 COMB Index,CLI.SI,QZV1 COMB Index,9CI.SI,SUM
07/27/2021,7.32,6.45,5.59,4.91,3.96,3.31,3.14,2.89,2.58,1.97,1.97,1.78,1.84,1.74,1.46,1.44,1.47,1.55,1.39,1.13,0.99,1.0,0.94,0.98,0.23,0.9,0.79,0.81,0.78,0.86,0.81,0.79,0.76,0.69,0.67,0.7,0.65,0.62,0.0,0.58,0.6,0.58,0.55,0.49,0.54,0.51,0.5,0.45,0.46,0.47,0.44,0.41,0.44,0.46,0.41,0.43,0.4,0.22,0.43,0.38,0.4,0.38,0.42,0.42,0.38,0.34,0.35,0.37,0.34,0.37,0.34,0.36,0.34,0.31,0.32,0.3,0.3,0.31,0.29,0.27,0.3,0.28,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.23,0.25,0.23,0.24,0.22,0.23,0.22,0.23,0.22,0.21,0.2,0.21,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.15,0.16,0.18,0.15,0.16,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.1,0.1,0.12,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
07/29/2021,7.21,6.49,5.78,4.91,3.81,3.32,3.16,2.91,2.6,1.98,2.0,1.78,1.84,1.79,1.47,1.44,1.45,1.57,1.4,1.13,0.99,1.0,0.92,0.98,0.23,0.9,0.79,0.81,0.74,0.87,0.83,0.78,0.76,0.7,0.67,0.71,0.65,0.62,0.0,0.59,0.6,0.57,0.56,0.47,0.54,0.52,0.5,0.45,0.43,0.47,0.46,0.41,0.44,0.46,0.41,0.43,0.4,0.2,0.44,0.38,0.4,0.38,0.42,0.43,0.38,0.34,0.35,0.37,0.34,0.37,0.33,0.36,0.34,0.31,0.32,0.3,0.3,0.31,0.29,0.26,0.31,0.28,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.25,0.23,0.25,0.21,0.23,0.22,0.23,0.22,0.21,0.2,0.21,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.17,0.16,0.16,0.18,0.15,0.15,0.13,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.1,0.1,0.12,0.1,0.09,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
07/30/2021,7.21,6.49,5.78,4.91,3.81,3.32,3.16,2.91,2.6,1.98,2.0,1.78,1.84,1.79,1.47,1.44,1.45,1.57,1.4,1.13,0.99,1.0,0.92,0.98,0.23,0.9,0.79,0.81,0.74,0.87,0.83,0.78,0.76,0.7,0.67,0.71,0.65,0.62,0.0,0.59,0.6,0.57,0.56,0.47,0.54,0.52,0.5,0.45,0.43,0.47,0.46,0.41,0.44,0.46,0.41,0.43,0.4,0.2,0.44,0.38,0.4,0.38,0.42,0.43,0.38,0.34,0.35,0.37,0.34,0.37,0.33,0.36,0.34,0.31,0.32,0.3,0.3,0.31,0.29,0.26,0.31,0.28,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.25,0.23,0.25,0.21,0.23,0.22,0.23,0.22,0.21,0.2,0.21,0.19,0.18,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.17,0.16,0.16,0.18,0.15,0.15,0.13,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.1,0.1,0.12,0.1,0.09,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
08/02/2021,7.11,6.51,5.87,4.88,3.8,3.31,3.13,2.91,2.57,2.01,1.97,1.83,1.81,1.84,1.49,1.42,1.49,1.62,1.39,1.1,0.99,1.0,0.9,1.0,0.23,0.9,0.79,0.79,0.71,0.86,0.83,0.8,0.76,0.7,0.67,0.71,0.65,0.62,0.0,0.59,0.6,0.58,0.55,0.48,0.55,0.52,0.49,0.45,0.41,0.46,0.45,0.4,0.44,0.46,0.41,0.43,0.39,0.19,0.43,0.37,0.41,0.38,0.41,0.45,0.38,0.34,0.36,0.38,0.34,0.37,0.33,0.36,0.34,0.3,0.32,0.3,0.31,0.31,0.29,0.28,0.31,0.27,0.29,0.28,0.28,0.25,0.26,0.25,0.25,0.25,0.25,0.23,0.25,0.22,0.23,0.23,0.23,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.17,0.16,0.15,0.17,0.15,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.09,0.09,0.12,0.1,0.09,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,7.26,6.52,5.81,4.86,3.82,3.31,3.16,2.91,2.56,2.01,1.97,1.83,1.82,1.83,1.49,1.45,1.54,1.52,1.4,1.1,0.99,1.0,0.85,0.98,0.22,0.91,0.78,0.78,0.72,0.86,0.84,0.79,0.75,0.7,0.67,0.71,0.64,0.62,0.0,0.59,0.6,0.58,0.55,0.5,0.55,0.52,0.49,0.44,0.41,0.46,0.44,0.41,0.44,0.46,0.41,0.43,0.38,0.2,0.44,0.39,0.41,0.39,0.42,0.45,0.38,0.34,0.36,0.38,0.33,0.37,0.33,0.36,0.34,0.3,0.32,0.3,0.31,0.31,0.27,0.28,0.31,0.26,0.29,0.27,0.27,0.24,0.26,0.25,0.24,0.25,0.25,0.23,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.18,0.15,0.15,0.11,0.14,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.1,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/04/2021,7.26,6.52,5.81,4.86,3.82,3.31,3.16,2.91,2.56,2.01,1.97,1.83,1.82,1.83,1.49,1.45,1.54,1.52,1.4,1.1,0.99,1.0,0.85,0.98,0.22,0.91,0.78,0.78,0.72,0.86,0.84,0.79,0.75,0.7,0.67,0.71,0.64,0.62,0.0,0.59,0.6,0.58,0.55,0.5,0.55,0.52,0.49,0.44,0.41,0.46,0.44,0.41,0.44,0.46,0.41,0.43,0.38,0.2,0.44,0.39,0.41,0.39,0.42,0.45,0.38,0.34,0.36,0.38,0.33,0.37,0.33,0.36,0.34,0.3,0.32,0.3,0.31,0.31,0.27,0.28,0.31,0.26,0.29,0.27,0.27,0.24,0.26,0.25,0.24,0.25,0.25,0.23,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.18,0.15,0.15,0.11,0.14,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.1,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/05/2021,7.16,6.57,5.76,4.89,3.95,3.33,3.18,2.92,2.57,1.99,1.96,1.81,1.82,1.81,1.47,1.44,1.57,1.48,1.39,1.11,0.99,1.0,0.98,0.96,0.22,0.92,0.77,0.78,0.71,0.87,0.82,0.8,0.75,0.7,0.68,0.7,0.65,0.61,0.0,0.6,0.6,0.57,0.55,0.49,0.55,0.51,0.47,0.44,0.41,0.45,0.44,0.41,0.44,0.46,0.41,0.44,0.39,0.21,0.44,0.39,0.4,0.39,0.41,0.44,0.38,0.34,0.36,0.38,0.33,0.37,0.33,0.36,0.34,0.3,0.32,0.3,0.3,0.31,0.27,0.28,0.3,0.26,0.29,0.26,0.27,0.24,0.26,0.25,0.26,0.24,0.25,0.23,0.25,0.23,0.23,0.25,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.18,0.19,0.17,0.17,0.15,0.15,0.18,0.15,0.15,0.12,0.15,0.13,0.15,0.13,0.15,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.09,0.09,0.12,0.1,0.09,0.08,0.08,0.07,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/10/2021,7.07,6.73,5.58,4.95,4.01,3.38,3.23,2.97,2.65,2.03,1.96,1.83,1.86,1.76,1.5,1.43,1.6,1.4,1.44,1.09,0.99,0.98,1.13,0.98,0.0,0.91,0.77,0.75,0.65,0.88,0.8,0.77,0.78,0.68,0.65,0.71,0.66,0.62,0.0,0.61,0.6,0.58,0.58,0.5,0.56,0.51,0.42,0.44,0.4,0.46,0.45,0.41,0.46,0.44,0.42,0.42,0.38,0.18,0.43,0.38,0.41,0.39,0.42,0.43,0.37,0.34,0.36,0.38,0.33,0.37,0.33,0.33,0.34,0.3,0.32,0.29,0.3,0.31,0.27,0.27,0.31,0.26,0.29,0.09,0.28,0.23,0.27,0.25,0.25,0.24,0.25,0.21,0.25,0.23,0.23,0.25,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.19,0.2,0.16,0.17,0.15,0.15,0.16,0.15,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.12,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.57,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,100.04
08/11/2021,7.07,6.73,5.58,4.95,4.01,3.38,3.23,2.97,2.65,2.03,1.96,1.83,1.86,1.76,1.5,1.43,1.6,1.4,1.44,1.09,0.99,0.98,1.13,0.98,0.0,0.91,0.77,0.75,0.65,0.88,0.8,0.77,0.78,0.68,0.65,0.71,0.66,0.62,0.0,0.61,0.6,0.58,0.58,0.5,0.56,0.51,0.42,0.44,0.4,0.46,0.45,0.41,0.46,0.44,0.42,0.42,0.38,0.18,0.43,0.38,0.41,0.39,0.42,0.43,0.37,0.34,0.36,0.38,0.33,0.37,0.33,0.33,0.34,0.3,0.32,0.29,0.3,0.31,0.27,0.27,0.31,0.26,0.29,0.09,0.28,0.23,0.27,0.25,0.25,0.24,0.25,0.21,0.25,0.23,0.23,0.25,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.19,0.2,0.16,0.17,0.15,0.15,0.16,0.15,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.12,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.57,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,100.04
08/12/2021,7.17,6.77,5.56,4.91,3.95,3.38,3.23,2.99,2.61,2.02,1.96,1.82,1.84,1.73,1.49,1.4,1.62,1.37,1.44,1.08,0.99,0.97,1.14,0.98,0.0,0.91,0.77,0.75,0.65,0.87,0.79,0.75,0.77,0.68,0.65,0.71,0.66,0.61,0.0,0.62,0.6,0.58,0.57,0.5,0.6,0.51,0.43,0.44,0.4,0.46,0.47,0.41,0.46,0.44,0.42,0.4,0.38,0.19,0.43,0.39,0.4,0.39,0.42,0.43,0.37,0.34,0.35,0.38,0.33,0.37,0.33,0.33,0.34,0.3,0.31,0.28,0.3,0.31,0.27,0.26,0.3,0.26,0.28,0.09,0.28,0.23,0.28,0.25,0.25,0.24,0.25,0.21,0.25,0.22,0.22,0.25,0.22,0.22,0.22,0.2,0.21,0.19,0.17,0.19,0.19,0.16,0.18,0.19,0.2,0.16,0.17,0.15,0.15,0.16,0.14,0.15,0.11,0.14,0.13,0.15,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.13,0.11,0.12,0.14,0.08,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.57,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,99.95
08/13/2021,7.14,6.88,5.62,4.87,3.88,3.42,3.24,2.99,2.62,2.06,1.97,1.82,1.84,1.72,1.51,1.36,1.59,1.37,1.45,1.06,0.98,0.96,1.13,1.0,0.0,0.89,0.76,0.74,0.66,0.87,0.79,0.75,0.8,0.68,0.64,0.71,0.66,0.61,0.0,0.62,0.6,0.58,0.57,0.49,0.6,0.5,0.43,0.43,0.4,0.46,0.47,0.41,0.45,0.44,0.42,0.4,0.38,0.2,0.42,0.38,0.4,0.38,0.42,0.44,0.37,0.33,0.36,0.37,0.34,0.37,0.32,0.33,0.35,0.3,0.32,0.28,0.3,0.31,0.27,0.26,0.31,0.26,0.28,0.09,0.28,0.24,0.27,0.24,0.25,0.24,0.25,0.21,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.2,0.22,0.18,0.17,0.19,0.19,0.16,0.18,0.19,0.19,0.17,0.17,0.15,0.15,0.16,0.14,0.15,0.11,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.13,0.11,0.12,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.58,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,99.99
08/16/2021,7.0,6.83,5.59,4.81,3.76,3.43,3.27,3.03,2.66,2.03,2.02,1.8,1.87,1.62,1.5,1.34,1.76,1.36,1.38,1.08,0.99,0.96,1.13,0.97,0.0,0.9,0.77,0.73,0.66,0.88,0.79,0.74,0.82,0.68,0.64,0.71,0.62,0.62,0.01,0.67,0.59,0.6,0.56,0.49,0.6,0.51,0.44,0.43,0.4,0.47,0.49,0.41,0.45,0.44,0.43,0.39,0.38,0.2,0.43,0.38,0.4,0.39,0.42,0.45,0.37,0.34,0.36,0.37,0.34,0.37,0.33,0.33,0.35,0.31,0.31,0.27,0.3,0.31,0.28,0.26,0.31,0.26,0.28,0.09,0.29,0.23,0.27,0.25,0.25,0.24,0.25,0.22,0.25,0.22,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.19,0.16,0.19,0.2,0.16,0.18,0.19,0.2,0.16,0.17,0.15,0.16,0.15,0.15,0.15,0.12,0.15,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.13,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.59,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.94
08/17/2021,7.1,6.66,5.63,4.9,3.76,3.45,3.29,3.03,2.67,2.0,2.02,1.74,1.87,1.62,1.5,1.33,1.81,1.34,1.38,1.07,0.98,0.96,1.13,0.98,0.0,0.9,0.77,0.73,0.66,0.89,0.79,0.75,0.82,0.68,0.65,0.72,0.63,0.62,0.01,0.67,0.6,0.6,0.57,0.48,0.57,0.51,0.43,0.43,0.39,0.46,0.48,0.41,0.45,0.44,0.43,0.39,0.38,0.21,0.43,0.39,0.4,0.39,0.42,0.47,0.37,0.33,0.35,0.37,0.34,0.37,0.32,0.32,0.35,0.31,0.32,0.27,0.3,0.3,0.28,0.26,0.31,0.27,0.28,0.09,0.29,0.23,0.27,0.25,0.24,0.24,0.25,0.21,0.25,0.22,0.22,0.24,0.22,0.22,0.22,0.19,0.22,0.19,0.17,0.19,0.2,0.16,0.18,0.2,0.2,0.16,0.17,0.15,0.17,0.14,0.15,0.15,0.12,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.13,0.14,0.08,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.59,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,99.97
08/18/2021,7.1,6.66,5.63,4.9,3.76,3.45,3.29,3.03,2.67,2.0,2.02,1.74,1.87,1.62,1.5,1.33,1.81,1.34,1.38,1.07,0.98,0.96,1.13,0.98,0.0,0.9,0.77,0.73,0.66,0.89,0.79,0.75,0.82,0.68,0.65,0.72,0.63,0.62,0.01,0.67,0.6,0.6,0.57,0.48,0.57,0.51,0.43,0.43,0.39,0.46,0.48,0.41,0.45,0.44,0.43,0.39,0.38,0.21,0.43,0.39,0.4,0.39,0.42,0.47,0.37,0.33,0.35,0.37,0.34,0.37,0.32,0.32,0.35,0.31,0.32,0.27,0.3,0.3,0.28,0.26,0.31,0.27,0.28,0.09,0.29,0.23,0.27,0.25,0.24,0.24,0.25,0.21,0.25,0.22,0.22,0.24,0.22,0.22,0.22,0.19,0.22,0.19,0.17,0.19,0.2,0.16,0.18,0.2,0.2,0.16,0.17,0.15,0.17,0.14,0.15,0.15,0.12,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.13,0.14,0.08,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.59,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,99.97
08/19/2021,7.23,6.6,5.52,4.91,3.7,3.43,3.32,2.97,2.69,2.0,2.01,1.75,1.88,1.59,1.48,1.36,1.88,1.32,1.37,1.08,0.99,0.97,1.12,0.98,0.0,0.92,0.74,0.73,0.66,0.89,0.8,0.76,0.82,0.68,0.65,0.72,0.62,0.62,0.01,0.67,0.6,0.59,0.57,0.48,0.58,0.51,0.44,0.42,0.39,0.45,0.49,0.42,0.45,0.45,0.43,0.4,0.38,0.21,0.43,0.4,0.4,0.4,0.42,0.47,0.37,0.34,0.35,0.37,0.34,0.37,0.33,0.32,0.35,0.31,0.32,0.27,0.3,0.3,0.28,0.26,0.29,0.27,0.28,0.09,0.3,0.23,0.27,0.24,0.25,0.24,0.25,0.21,0.25,0.22,0.22,0.25,0.22,0.22,0.22,0.19,0.2,0.19,0.17,0.19,0.21,0.18,0.18,0.2,0.2,0.17,0.17,0.15,0.17,0.14,0.15,0.15,0.12,0.15,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.01,0.6,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,7.58,6.4,5.21,4.95,3.66,3.4,3.29,2.94,2.72,2.02,2.01,1.76,1.91,1.57,1.48,1.35,1.92,1.3,1.37,1.09,1.01,0.99,1.13,0.97,0.0,0.93,0.72,0.74,0.66,0.89,0.82,0.76,0.83,0.69,0.66,0.73,0.65,0.63,0.01,0.67,0.6,0.6,0.58,0.48,0.58,0.5,0.44,0.42,0.38,0.46,0.48,0.41,0.47,0.45,0.43,0.4,0.39,0.2,0.44,0.41,0.39,0.4,0.42,0.46,0.37,0.34,0.35,0.38,0.33,0.37,0.34,0.32,0.36,0.31,0.33,0.28,0.3,0.31,0.27,0.26,0.29,0.24,0.28,0.09,0.29,0.23,0.27,0.25,0.25,0.24,0.25,0.22,0.25,0.22,0.22,0.25,0.22,0.22,0.22,0.18,0.2,0.19,0.16,0.19,0.21,0.17,0.18,0.19,0.2,0.17,0.17,0.15,0.18,0.15,0.15,0.16,0.12,0.15,0.13,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.14,0.09,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.61,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,100.04
08/23/2021,7.75,6.43,4.72,5.04,3.7,3.45,3.32,2.94,2.74,2.01,2.05,1.76,1.93,1.45,1.48,1.4,1.87,1.22,1.39,1.12,1.02,0.99,1.14,0.99,0.0,0.94,0.69,0.74,0.66,0.9,0.83,0.76,0.86,0.68,0.67,0.74,0.68,0.65,0.01,0.67,0.62,0.6,0.59,0.48,0.58,0.49,0.44,0.41,0.38,0.45,0.48,0.42,0.45,0.46,0.44,0.4,0.4,0.16,0.44,0.34,0.39,0.4,0.42,0.45,0.37,0.34,0.36,0.38,0.34,0.37,0.33,0.33,0.36,0.31,0.33,0.29,0.3,0.31,0.27,0.26,0.3,0.24,0.28,0.09,0.33,0.23,0.27,0.24,0.24,0.24,0.25,0.21,0.26,0.22,0.22,0.25,0.22,0.22,0.22,0.18,0.2,0.19,0.16,0.19,0.21,0.18,0.19,0.21,0.2,0.17,0.17,0.15,0.18,0.15,0.15,0.16,0.12,0.15,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.14,0.08,0.08,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.61,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,100.03
08/24/2021,7.62,6.43,4.86,5.08,3.64,3.45,3.3,2.94,2.73,2.03,2.03,1.77,1.94,1.45,1.5,1.4,1.83,1.23,1.41,1.14,1.01,1.01,1.15,1.01,0.0,0.95,0.69,0.75,0.62,0.91,0.83,0.73,0.86,0.69,0.66,0.75,0.68,0.65,0.01,0.66,0.57,0.61,0.61,0.49,0.58,0.48,0.44,0.41,0.36,0.46,0.49,0.42,0.45,0.46,0.44,0.4,0.4,0.17,0.44,0.36,0.4,0.39,0.43,0.43,0.37,0.34,0.35,0.38,0.33,0.38,0.34,0.33,0.36,0.31,0.35,0.28,0.3,0.31,0.28,0.26,0.3,0.24,0.28,0.09,0.33,0.22,0.27,0.24,0.25,0.25,0.25,0.2,0.26,0.22,0.22,0.24,0.22,0.22,0.22,0.18,0.2,0.19,0.16,0.2,0.21,0.18,0.19,0.21,0.19,0.17,0.17,0.14,0.18,0.16,0.15,0.15,0.12,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.08,0.07,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.62,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,100.03
08/25/2021,7.62,6.43,4.86,5.08,3.64,3.45,3.3,2.94,2.73,2.03,2.03,1.77,1.94,1.45,1.5,1.4,1.83,1.23,1.41,1.14,1.01,1.01,1.15,1.01,0.0,0.95,0.69,0.75,0.62,0.91,0.83,0.73,0.86,0.69,0.66,0.75,0.68,0.65,0.01,0.66,0.57,0.61,0.61,0.49,0.58,0.48,0.44,0.41,0.36,0.46,0.49,0.42,0.45,0.46,0.44,0.4,0.4,0.17,0.44,0.36,0.4,0.39,0.43,0.43,0.37,0.34,0.35,0.38,0.33,0.38,0.34,0.33,0.36,0.31,0.35,0.28,0.3,0.31,0.28,0.26,0.3,0.24,0.28,0.09,0.33,0.22,0.27,0.24,0.25,0.25,0.25,0.2,0.26,0.22,0.22,0.24,0.22,0.22,0.22,0.18,0.2,0.19,0.16,0.2,0.21,0.18,0.19,0.21,0.19,0.17,0.17,0.14,0.18,0.16,0.15,0.15,0.12,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.08,0.07,0.12,0.1,0.08,0.09,0.08,0.07,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.62,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,100.03
