,DOX,PFE,KR,VZ,AGNC,NLOK,MMC,RSG,GRMN,WM,AJG,TYL,MCD,WMT,LMT,JNJ,PINC,CHRW,FLO,JKHY,FIS,QGEN,HE,CHTR,KO,T,CTXS,RGLD,HBAN,MRK,DGX,COP,PEP,BKR,NUE,DKS,CC,STLD,SLG,CNC,WMB,XOM,PAYX,KMI,OKE,RTX,PRGO,JNPR,IP,HRB,VLO,CERN,CVS,IPG,VIAC,BK,BIO,QRTEA,ORI,ABBV,STWD,CSCO,STX,PRU,STT,NVT,OZK,UHS,EMN,JEF,LUMN,MAN,WFC,IBM,GD,CVX,ADM,DISH,KNX,CFG,KEY,CMA,FITB,AFL,HII,IVZ,INGR,C,PFG,MO,PACW,NYCB,NXST,SJM,ZION,UNM,VLY,LNC,KHC,MET,TFC,PBCT,FOXA,FHN,RF,DOW,BXMT,UBSI,MTG,BG,CI,DUK,SNV,LYB,WHR,CAH,CTVA,INTC,MOS,TSN,RDN,HPE,WBA,AL,RGA,NEM,CASH,ZM,SUI,FTDR,NLY,TMUS,DHR,NEE,ATR,COST,PG,LLY,YUM,EXR,CUBE,BKI,ACN,PSA,AZO,MSI,LBRDK,DG,NFG,MORN,WSO,MDT,MDLZ,AEP,CABO,NOC,HSY,LNT,ES,ADP,CHD,BJ,AON,PGR,CHE,CMS,ED,ZNGA,SO,LHX,EA,VTRS,APD,ERIE,BRK.B,ARE,AKAM,SON,FCN,ELS,AEE,ESS,EQR,WRB,SBUX,UHAL,CLX,COR,DLR,HRL,DIS,BMY,OGN,Cash,PNM,DTM WI,CIT,UMPQ,KBH,HFC,HPQ,OMC,NRZ,TGNA,MTB,HUN,CBRL,FL,NWL,ADS,SMG,ORCL,WAT,DPZ,CHNG,BAX,GILD,n/a,DTM,SLVM-W,SLVM,FYBR,DD,NDAQ,LSI,ICE,AFG,CACI,CPT,PPD,MAA,ORLY,ALL,CGNX,DISCA,X,KSS,MPC,EBAY,LEN,RE,LSTR,PCAR,COO,FNF,KD WI,KD,LYLT,LYLTV,SUM
07/23/2021,2.06,2.12,2.18,1.95,1.9,1.76,1.7,1.67,1.65,1.64,1.56,1.58,1.55,1.54,1.5,1.5,1.43,1.38,1.37,1.34,1.26,1.27,1.26,1.19,1.19,1.1,1.1,1.0,0.91,0.79,0.68,0.56,0.63,0.53,0.59,0.59,0.55,0.59,0.55,0.56,0.54,0.51,0.57,0.53,0.51,0.54,0.55,0.53,0.51,0.55,0.44,0.52,0.53,0.51,0.49,0.52,0.54,0.49,0.51,0.52,0.5,0.52,0.51,0.51,0.52,0.51,0.5,0.52,0.49,0.51,0.5,0.47,0.52,0.51,0.51,0.47,0.49,0.5,0.52,0.48,0.48,0.47,0.48,0.49,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.46,0.5,0.47,0.48,0.47,0.47,0.47,0.46,0.48,0.44,0.45,0.44,0.46,0.45,0.48,0.46,0.46,0.45,0.46,0.48,0.45,0.44,0.45,0.47,0.44,0.45,0.44,0.45,0.45,0.44,0.43,0.44,0.41,0.3,0.15,0.25,0.24,0.21,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/26/2021,2.03,2.13,2.13,1.96,1.89,1.75,1.75,1.66,1.66,1.63,1.58,1.6,1.57,1.53,1.5,1.5,1.43,1.36,1.33,1.35,1.26,1.29,1.24,1.19,1.2,1.1,1.1,1.0,0.9,0.79,0.69,0.57,0.63,0.52,0.6,0.61,0.55,0.59,0.53,0.57,0.55,0.52,0.57,0.53,0.52,0.54,0.55,0.53,0.51,0.55,0.45,0.52,0.54,0.55,0.5,0.53,0.54,0.49,0.51,0.53,0.5,0.52,0.49,0.51,0.53,0.51,0.5,0.51,0.49,0.51,0.49,0.47,0.52,0.51,0.51,0.48,0.49,0.51,0.51,0.49,0.47,0.48,0.48,0.49,0.48,0.47,0.46,0.48,0.49,0.49,0.51,0.48,0.46,0.48,0.47,0.48,0.47,0.47,0.46,0.46,0.48,0.43,0.46,0.43,0.46,0.46,0.48,0.45,0.46,0.45,0.46,0.48,0.44,0.44,0.45,0.48,0.44,0.46,0.45,0.44,0.45,0.44,0.43,0.44,0.41,0.3,0.15,0.25,0.24,0.21,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,2.03,2.13,2.13,1.96,1.89,1.75,1.75,1.66,1.66,1.63,1.58,1.6,1.57,1.53,1.5,1.5,1.43,1.36,1.33,1.35,1.26,1.29,1.24,1.19,1.2,1.1,1.1,1.0,0.9,0.79,0.69,0.57,0.63,0.52,0.6,0.61,0.55,0.59,0.53,0.57,0.55,0.52,0.57,0.53,0.52,0.54,0.55,0.53,0.51,0.55,0.45,0.52,0.54,0.55,0.5,0.53,0.54,0.49,0.51,0.53,0.5,0.52,0.49,0.51,0.53,0.51,0.5,0.51,0.49,0.51,0.49,0.47,0.52,0.51,0.51,0.48,0.49,0.51,0.51,0.49,0.47,0.48,0.48,0.49,0.48,0.47,0.46,0.48,0.49,0.49,0.51,0.48,0.46,0.48,0.47,0.48,0.47,0.47,0.46,0.46,0.48,0.43,0.46,0.43,0.46,0.46,0.48,0.45,0.46,0.45,0.46,0.48,0.44,0.44,0.45,0.48,0.44,0.46,0.45,0.44,0.45,0.44,0.43,0.44,0.41,0.3,0.15,0.25,0.24,0.21,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/28/2021,2.04,2.13,2.13,1.94,1.87,1.74,1.76,1.67,1.68,1.64,1.58,1.6,1.59,1.53,1.49,1.51,1.4,1.37,1.33,1.35,1.28,1.3,1.25,1.19,1.21,1.1,1.09,1.0,0.9,0.8,0.69,0.56,0.63,0.53,0.6,0.62,0.54,0.58,0.52,0.57,0.54,0.51,0.58,0.53,0.51,0.54,0.55,0.53,0.51,0.56,0.45,0.52,0.54,0.57,0.5,0.52,0.54,0.5,0.5,0.53,0.5,0.53,0.5,0.5,0.53,0.52,0.51,0.52,0.49,0.5,0.48,0.49,0.51,0.51,0.51,0.48,0.49,0.5,0.51,0.49,0.47,0.48,0.47,0.49,0.48,0.47,0.47,0.48,0.49,0.49,0.51,0.47,0.46,0.48,0.47,0.48,0.47,0.47,0.47,0.46,0.47,0.42,0.46,0.43,0.46,0.46,0.48,0.46,0.47,0.45,0.45,0.48,0.44,0.44,0.46,0.47,0.44,0.43,0.44,0.44,0.46,0.44,0.43,0.43,0.4,0.29,0.0,0.25,0.24,0.21,0.2,0.18,0.2,0.19,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
07/29/2021,2.03,2.13,2.11,1.93,1.87,1.73,1.75,1.65,1.67,1.64,1.55,1.58,1.59,1.53,1.44,1.5,1.4,1.35,1.33,1.34,1.27,1.28,1.25,1.19,1.2,1.1,1.09,1.0,0.91,0.79,0.68,0.57,0.63,0.55,0.62,0.62,0.55,0.6,0.53,0.56,0.55,0.52,0.58,0.54,0.52,0.54,0.54,0.53,0.51,0.55,0.46,0.51,0.53,0.57,0.51,0.52,0.54,0.5,0.51,0.52,0.5,0.53,0.51,0.51,0.53,0.52,0.51,0.52,0.5,0.5,0.49,0.49,0.51,0.51,0.51,0.48,0.49,0.51,0.52,0.49,0.47,0.48,0.48,0.49,0.48,0.47,0.47,0.48,0.49,0.49,0.51,0.48,0.47,0.48,0.47,0.49,0.47,0.48,0.47,0.46,0.48,0.43,0.47,0.43,0.46,0.47,0.48,0.46,0.46,0.44,0.44,0.48,0.44,0.45,0.46,0.47,0.44,0.44,0.45,0.44,0.45,0.44,0.43,0.44,0.4,0.29,0.15,0.26,0.24,0.21,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/30/2021,2.01,2.14,2.12,1.94,1.87,1.71,1.73,1.66,1.65,1.64,1.55,1.58,1.6,1.53,1.46,1.51,1.41,1.34,1.34,1.34,1.29,1.29,1.26,1.19,1.21,1.1,1.09,1.0,0.91,0.79,0.69,0.57,0.63,0.54,0.63,0.61,0.55,0.6,0.53,0.54,0.54,0.52,0.58,0.53,0.51,0.55,0.55,0.53,0.51,0.56,0.46,0.52,0.54,0.57,0.5,0.52,0.56,0.49,0.51,0.52,0.5,0.52,0.5,0.51,0.53,0.52,0.5,0.54,0.5,0.5,0.49,0.49,0.51,0.51,0.51,0.48,0.49,0.52,0.51,0.5,0.47,0.48,0.48,0.49,0.48,0.45,0.47,0.48,0.49,0.49,0.5,0.47,0.46,0.49,0.47,0.48,0.47,0.47,0.46,0.45,0.48,0.44,0.46,0.43,0.46,0.47,0.48,0.46,0.46,0.45,0.44,0.49,0.44,0.45,0.46,0.47,0.44,0.43,0.44,0.44,0.45,0.44,0.43,0.43,0.4,0.3,0.16,0.25,0.25,0.21,0.2,0.18,0.2,0.19,0.17,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,2.0,2.17,2.15,1.93,1.86,1.65,1.73,1.64,1.71,1.62,1.53,1.56,1.58,1.51,1.45,1.5,1.4,1.3,1.31,1.31,1.27,1.29,1.26,1.16,1.2,1.1,0.93,1.03,0.93,0.78,0.7,0.57,0.62,0.55,0.65,0.62,0.56,0.63,0.53,0.53,0.54,0.53,0.58,0.53,0.51,0.54,0.56,0.52,0.5,0.55,0.47,0.51,0.53,0.56,0.5,0.53,0.56,0.49,0.51,0.53,0.51,0.52,0.51,0.51,0.54,0.52,0.51,0.53,0.5,0.51,0.48,0.51,0.53,0.5,0.52,0.49,0.5,0.5,0.52,0.48,0.48,0.49,0.48,0.51,0.49,0.45,0.47,0.48,0.49,0.5,0.5,0.51,0.47,0.48,0.48,0.48,0.47,0.48,0.46,0.46,0.48,0.44,0.46,0.43,0.47,0.47,0.49,0.46,0.47,0.47,0.44,0.48,0.44,0.46,0.47,0.48,0.44,0.43,0.46,0.44,0.46,0.45,0.43,0.44,0.41,0.3,0.23,0.26,0.25,0.21,0.2,0.18,0.2,0.19,0.18,0.18,0.17,0.18,0.19,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/03/2021,2.0,2.17,2.15,1.93,1.86,1.65,1.73,1.64,1.71,1.62,1.53,1.56,1.58,1.51,1.45,1.5,1.4,1.3,1.31,1.31,1.27,1.29,1.26,1.16,1.2,1.1,0.93,1.03,0.93,0.78,0.7,0.57,0.62,0.55,0.65,0.62,0.56,0.63,0.53,0.53,0.54,0.53,0.58,0.53,0.51,0.54,0.56,0.52,0.5,0.55,0.47,0.51,0.53,0.56,0.5,0.53,0.56,0.49,0.51,0.53,0.51,0.52,0.51,0.51,0.54,0.52,0.51,0.53,0.5,0.51,0.48,0.51,0.53,0.5,0.52,0.49,0.5,0.5,0.52,0.48,0.48,0.49,0.48,0.51,0.49,0.45,0.47,0.48,0.49,0.5,0.5,0.51,0.47,0.48,0.48,0.48,0.47,0.48,0.46,0.46,0.48,0.44,0.46,0.43,0.47,0.47,0.49,0.46,0.47,0.47,0.44,0.48,0.44,0.46,0.47,0.48,0.44,0.43,0.46,0.44,0.46,0.45,0.43,0.44,0.41,0.3,0.23,0.26,0.25,0.21,0.2,0.18,0.2,0.19,0.18,0.18,0.17,0.18,0.19,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/04/2021,2.0,2.17,2.15,1.92,1.83,1.66,1.74,1.68,1.7,1.65,1.53,1.57,1.58,1.52,1.45,1.5,1.4,1.3,1.31,1.32,1.27,1.31,1.24,1.21,1.2,1.09,0.95,1.03,0.91,0.78,0.7,0.56,0.63,0.55,0.66,0.62,0.56,0.63,0.52,0.53,0.53,0.51,0.58,0.52,0.5,0.54,0.56,0.54,0.5,0.55,0.47,0.52,0.53,0.57,0.49,0.53,0.59,0.49,0.51,0.52,0.5,0.52,0.51,0.5,0.53,0.52,0.5,0.54,0.5,0.5,0.47,0.51,0.52,0.5,0.52,0.49,0.5,0.5,0.52,0.47,0.48,0.49,0.48,0.5,0.48,0.45,0.46,0.48,0.48,0.5,0.49,0.5,0.47,0.48,0.48,0.47,0.47,0.48,0.45,0.45,0.47,0.43,0.45,0.43,0.46,0.47,0.49,0.46,0.47,0.46,0.44,0.48,0.44,0.45,0.46,0.47,0.44,0.43,0.46,0.44,0.46,0.44,0.43,0.44,0.41,0.31,0.23,0.26,0.25,0.21,0.2,0.18,0.2,0.19,0.16,0.19,0.18,0.17,0.19,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/05/2021,2.0,2.24,2.17,1.93,1.83,1.65,1.75,1.68,1.71,1.64,1.53,1.57,1.56,1.52,1.44,1.51,1.41,1.31,1.31,1.33,1.19,1.31,1.26,1.22,1.2,1.09,0.98,1.02,0.91,0.78,0.71,0.56,0.62,0.54,0.65,0.62,0.57,0.62,0.51,0.54,0.53,0.52,0.58,0.52,0.49,0.54,0.57,0.54,0.5,0.56,0.46,0.52,0.53,0.57,0.49,0.53,0.58,0.49,0.51,0.51,0.5,0.52,0.52,0.5,0.53,0.52,0.5,0.54,0.5,0.51,0.48,0.5,0.52,0.5,0.52,0.49,0.5,0.5,0.52,0.47,0.48,0.48,0.47,0.5,0.48,0.46,0.47,0.48,0.48,0.49,0.49,0.51,0.47,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.47,0.43,0.45,0.43,0.46,0.46,0.49,0.45,0.47,0.46,0.45,0.49,0.43,0.45,0.46,0.47,0.44,0.43,0.44,0.44,0.46,0.45,0.43,0.44,0.42,0.3,0.23,0.26,0.25,0.22,0.2,0.18,0.2,0.2,0.16,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
08/06/2021,1.97,2.3,2.24,1.91,1.81,1.63,1.76,1.69,1.73,1.65,1.51,1.55,1.53,1.52,1.43,1.51,1.41,1.32,1.3,1.32,1.1,1.29,1.25,1.25,1.19,1.09,0.97,1.02,0.93,0.77,0.71,0.56,0.62,0.55,0.67,0.64,0.57,0.63,0.5,0.53,0.53,0.52,0.58,0.52,0.49,0.54,0.57,0.55,0.51,0.55,0.47,0.53,0.53,0.57,0.46,0.54,0.59,0.49,0.5,0.51,0.5,0.53,0.52,0.51,0.53,0.55,0.5,0.54,0.49,0.51,0.48,0.5,0.53,0.51,0.52,0.49,0.5,0.5,0.52,0.47,0.49,0.49,0.48,0.51,0.48,0.45,0.46,0.48,0.49,0.49,0.49,0.51,0.47,0.48,0.48,0.47,0.47,0.48,0.46,0.45,0.47,0.44,0.44,0.43,0.46,0.47,0.49,0.45,0.47,0.45,0.45,0.48,0.44,0.45,0.47,0.47,0.44,0.43,0.46,0.44,0.45,0.45,0.43,0.44,0.41,0.3,0.23,0.25,0.25,0.22,0.19,0.18,0.2,0.2,0.16,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/09/2021,1.94,1.64,1.56,1.97,1.92,1.4,1.58,1.54,1.61,1.53,1.47,1.52,1.5,1.54,1.39,1.52,1.84,0.13,1.26,1.32,1.11,1.33,0.08,1.26,1.06,1.99,0.96,0.97,0.51,0.77,0.7,0.0,0.62,0.51,0.0,0.53,0.0,0.52,0.46,0.46,0.49,0.0,0.08,0.47,0.49,0.0,0.52,0.52,0.5,0.52,0.0,1.53,0.48,0.52,0.5,0.0,0.57,0.48,0.51,0.49,0.5,0.53,0.53,0.51,0.0,0.55,0.52,0.49,0.0,0.52,0.45,0.0,0.0,0.51,0.52,0.0,0.49,0.5,0.52,0.48,0.51,0.5,0.49,0.51,0.48,0.47,0.0,0.5,0.5,0.49,0.5,0.54,0.52,0.49,0.51,0.44,0.5,0.53,0.47,0.5,0.0,0.5,0.51,0.49,0.5,0.51,0.52,0.49,0.51,0.49,0.44,0.5,0.5,0.49,0.51,0.43,0.49,0.48,0.5,0.49,0.51,0.51,0.5,0.0,0.54,0.0,0.0,0.0,0.25,0.19,0.68,0.18,0.22,0.0,0.16,0.19,0.18,0.19,0.21,0.17,0.17,0.16,0.16,1.09,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.0,0.08,0.07,0.08,0.09,0.07,0.08,0.09,0.09,0.09,0.09,0.0,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.48,0.0,1.36,0.53,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.47,0.46,0.46,0.46,0.44,0.16,0.08,0.08,0.07,0.07,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
