,AMZN,HD,WMT,AAPL,COST,NKE,TGT,LOW,PG,MCD,TJX,SBUX,DG,ROST,LULU,EL,ORLY,BKNG,XTSLA,VFC,MELI,YUM,AZO,KR,CMG,DLTR,BURL,HLT,ULTA,TSCO,FDX,PINS,BBY,WBA,UBER,LB,YUMC,DPZ,DRI,MAR,W,PYPL,V,EBAY,KMX,RH,TPR,FIVE,AAP,WSM,GPS,CVNA,CTAS,CCL,MA,DECK,KSS,FND,LVS,ETSY,GWW,SYY,FAST,CZR,PVH,MGM,POOL,AEO,DKS,MTN,SKX,CASY,GPC,FL,CROX,PLNT,LYV,OLLI,CRI,CPRI,KMB,RL,TXRH,WH,M,HBI,RCL,BJ,EXPE,WYNN,ARMK,TPX,SQ,JWN,SIG,BBBY,NCLH,NWL,INTU,PENN,LAD,TNL,YETI,HST,MAS,HAS,SHOO,ANF,UAA,CBRL,AN,USFD,URBN,WEN,BIG,GO,CHH,BOOT,MAN,SBH,IPG,UA,COLM,WING,CHWY,CHDN,STZ,TOL,SMG,PFGC,RCII,MAT,MTCH,SITE,ALK,PRG,ROL,MUSA,SFM,FRPT,EAT,TMX,BLMN,H,EYE,HLF,SHAK,SNBR,VVV,HRB,LKQ,GRUB,EEFT,VAC,FCFS,OXM,MNRO,HOME,FLO,CAKE,OSTK,PSMT,JBLU,RRR,BYND,BYD,PZZA,JACK,HELE,CL,LOPE,PLAY,SGMS,TTWO,MSGS,HGV,UNF,SFIX,BKE,MSM,GIII,LEVI,PII,WWW,CORE,PK,RHP,APLE,BFAM,LZB,CNK,USD,SIX,QRTEA,MAC,RUTH,BJRI,CNNE,TMHC,IPAR,Just Eat Takeaway.com NV ADR,127.HK,COTY,BBWI WI,VSCO WI,n/a,VSCO,AMWD,BISXX,LBEUR,RMAX,SUM
07/23/2021,17.52,7.56,5.36,5.23,4.77,4.31,3.71,2.8,2.82,2.69,2.16,1.92,1.57,1.24,1.32,1.28,1.07,0.95,0.86,0.8,0.83,0.76,0.78,0.8,0.7,0.67,0.64,0.59,0.57,0.56,0.55,0.47,0.52,0.5,0.47,0.52,0.49,0.44,0.42,0.43,0.41,0.42,0.4,0.38,0.36,0.33,0.32,0.33,0.34,0.32,0.26,0.31,0.31,0.25,0.28,0.28,0.25,0.27,0.24,0.25,0.24,0.23,0.22,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.16,0.18,0.17,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.15,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.08,0.07,0.07,0.07,0.08,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
07/26/2021,17.45,7.52,5.29,5.16,4.72,4.31,3.7,2.79,2.79,2.69,2.17,1.93,1.54,1.26,1.32,1.27,1.06,0.98,0.86,0.81,0.83,0.76,0.77,0.78,0.78,0.66,0.65,0.61,0.58,0.55,0.55,0.47,0.52,0.5,0.48,0.52,0.49,0.43,0.43,0.44,0.4,0.42,0.4,0.38,0.36,0.33,0.33,0.33,0.33,0.32,0.27,0.31,0.31,0.27,0.28,0.27,0.26,0.27,0.25,0.25,0.24,0.23,0.22,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.0,0.06,0.06,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
07/27/2021,17.6,7.49,5.26,5.18,4.72,4.36,3.7,2.8,2.75,2.71,2.15,1.98,1.54,1.25,1.35,1.28,1.06,0.97,0.85,0.81,0.84,0.78,0.77,0.77,0.79,0.66,0.64,0.6,0.57,0.55,0.54,0.47,0.51,0.5,0.48,0.52,0.49,0.49,0.42,0.43,0.39,0.42,0.4,0.39,0.35,0.33,0.32,0.33,0.33,0.31,0.27,0.31,0.31,0.26,0.28,0.28,0.25,0.28,0.23,0.26,0.24,0.22,0.22,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.06,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
07/28/2021,17.48,7.54,5.24,5.18,4.73,4.38,3.71,2.82,2.75,2.73,2.16,2.01,1.54,1.24,1.36,1.29,1.07,0.96,0.84,0.83,0.84,0.79,0.78,0.76,0.8,0.66,0.65,0.6,0.57,0.56,0.54,0.49,0.52,0.49,0.47,0.53,0.49,0.47,0.42,0.43,0.38,0.42,0.4,0.39,0.35,0.33,0.32,0.34,0.33,0.31,0.26,0.31,0.31,0.25,0.29,0.28,0.24,0.28,0.22,0.26,0.24,0.22,0.22,0.19,0.19,0.19,0.19,0.17,0.19,0.18,0.2,0.18,0.17,0.16,0.19,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.15,0.13,0.11,0.12,0.12,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.09,0.08,0.11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.08,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
07/29/2021,17.64,7.48,5.24,5.18,4.72,4.33,3.7,2.77,2.75,2.73,2.17,2.0,1.55,1.24,1.33,1.28,1.07,0.97,0.84,0.83,0.83,0.79,0.77,0.76,0.79,0.66,0.64,0.6,0.57,0.56,0.54,0.49,0.53,0.5,0.46,0.52,0.48,0.48,0.43,0.44,0.38,0.42,0.4,0.39,0.35,0.33,0.33,0.33,0.33,0.31,0.27,0.31,0.3,0.26,0.29,0.29,0.25,0.28,0.22,0.26,0.24,0.22,0.22,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.17,0.16,0.19,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.13,0.11,0.12,0.12,0.13,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.08,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.1,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/30/2021,17.44,7.46,5.28,5.15,4.77,4.35,3.69,2.73,2.79,2.78,2.18,2.02,1.56,1.25,1.33,1.28,1.07,0.99,0.89,0.84,0.83,0.81,0.78,0.77,0.81,0.65,0.64,0.62,0.56,0.55,0.52,0.48,0.53,0.5,0.46,0.53,0.46,0.49,0.44,0.45,0.37,0.41,0.41,0.39,0.35,0.33,0.33,0.32,0.34,0.31,0.27,0.31,0.3,0.26,0.29,0.28,0.25,0.28,0.21,0.25,0.24,0.22,0.22,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.16,0.19,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.15,0.13,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.09,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.06,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,17.31,7.46,5.27,5.11,4.78,4.42,3.74,2.74,2.76,2.75,2.19,1.96,1.58,1.25,1.36,1.3,1.03,0.97,0.89,0.85,0.86,0.84,0.78,0.78,0.81,0.66,0.65,0.65,0.56,0.54,0.51,0.46,0.53,0.5,0.44,0.54,0.46,0.48,0.44,0.46,0.35,0.39,0.4,0.39,0.35,0.33,0.33,0.32,0.33,0.31,0.26,0.32,0.31,0.26,0.29,0.28,0.25,0.29,0.21,0.25,0.24,0.23,0.22,0.19,0.19,0.18,0.2,0.17,0.2,0.17,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.15,0.14,0.15,0.13,0.11,0.12,0.13,0.13,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.12,0.1,0.1,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
08/03/2021,16.26,7.6,5.36,5.2,4.91,4.5,3.79,2.77,2.86,2.78,2.22,1.98,1.6,1.28,1.38,1.32,1.06,0.97,0.91,0.82,0.84,0.86,0.79,0.8,0.83,0.67,0.67,0.64,0.57,0.55,0.52,0.38,0.53,0.51,0.44,0.56,0.47,0.48,0.43,0.46,0.33,0.38,0.41,0.37,0.36,0.33,0.35,0.34,0.34,0.31,0.27,0.32,0.31,0.25,0.29,0.29,0.26,0.29,0.21,0.24,0.24,0.23,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.12,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/04/2021,16.26,7.6,5.36,5.2,4.91,4.5,3.79,2.77,2.86,2.78,2.22,1.98,1.6,1.28,1.38,1.32,1.06,0.97,0.91,0.82,0.84,0.86,0.79,0.8,0.83,0.67,0.67,0.64,0.57,0.55,0.52,0.38,0.53,0.51,0.44,0.56,0.47,0.48,0.43,0.46,0.33,0.38,0.41,0.37,0.36,0.33,0.35,0.34,0.34,0.31,0.27,0.32,0.31,0.25,0.29,0.29,0.26,0.29,0.21,0.24,0.24,0.23,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.12,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/05/2021,16.26,7.6,5.36,5.2,4.91,4.5,3.79,2.77,2.86,2.78,2.22,1.98,1.6,1.28,1.38,1.32,1.06,0.97,0.91,0.82,0.84,0.86,0.79,0.8,0.83,0.67,0.67,0.64,0.57,0.55,0.52,0.38,0.53,0.51,0.44,0.56,0.47,0.48,0.43,0.46,0.33,0.38,0.41,0.37,0.36,0.33,0.35,0.34,0.34,0.31,0.27,0.32,0.31,0.25,0.29,0.29,0.26,0.29,0.21,0.24,0.24,0.23,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.12,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/06/2021,16.33,7.63,5.37,5.22,4.93,4.57,3.78,2.76,2.88,2.7,2.21,1.92,1.61,1.26,1.39,1.28,1.07,0.95,0.9,0.82,0.84,0.87,0.8,0.83,0.83,0.67,0.67,0.61,0.58,0.56,0.52,0.39,0.53,0.51,0.43,0.0,0.46,0.49,0.43,0.45,0.34,0.38,0.39,0.37,0.37,0.32,0.35,0.33,0.34,0.32,0.27,0.31,0.31,0.25,0.27,0.3,0.26,0.3,0.2,0.24,0.23,0.22,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.17,0.2,0.18,0.17,0.16,0.2,0.17,0.15,0.17,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.15,0.13,0.16,0.12,0.1,0.12,0.13,0.13,0.12,0.1,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.11,0.11,0.09,0.1,0.08,0.11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/09/2021,16.31,7.62,5.41,5.19,5.01,4.62,3.76,2.71,2.84,2.68,2.19,1.92,1.61,1.24,1.41,1.28,1.05,0.97,0.94,0.81,0.94,0.86,0.79,0.81,0.84,0.66,0.66,0.61,0.59,0.57,0.51,0.39,0.53,0.5,0.43,0.0,0.46,0.49,0.42,0.44,0.38,0.39,0.39,0.36,0.36,0.33,0.35,0.34,0.32,0.31,0.26,0.32,0.31,0.26,0.27,0.31,0.26,0.3,0.2,0.23,0.23,0.22,0.23,0.2,0.2,0.19,0.2,0.17,0.2,0.17,0.2,0.18,0.17,0.15,0.21,0.17,0.17,0.16,0.16,0.17,0.15,0.16,0.14,0.15,0.14,0.16,0.13,0.16,0.13,0.11,0.12,0.13,0.14,0.12,0.1,0.1,0.1,0.1,0.12,0.11,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.43,0.13,0.02,0.0,0.0,0.0,0.0,0.0,99.91
08/10/2021,16.23,7.58,5.42,5.17,4.99,4.61,3.75,2.71,2.83,2.69,2.22,1.92,1.62,1.27,1.4,1.29,1.06,0.97,0.9,0.82,0.93,0.87,0.79,0.81,0.84,0.66,0.67,0.62,0.59,0.57,0.51,0.38,0.53,0.51,0.44,0.0,0.46,0.49,0.43,0.44,0.36,0.39,0.4,0.35,0.35,0.33,0.36,0.35,0.32,0.31,0.27,0.32,0.31,0.26,0.28,0.31,0.27,0.29,0.2,0.23,0.23,0.23,0.23,0.2,0.21,0.19,0.2,0.18,0.2,0.17,0.2,0.18,0.17,0.15,0.21,0.17,0.17,0.16,0.16,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.16,0.12,0.11,0.12,0.13,0.14,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.08,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/11/2021,16.23,7.58,5.42,5.17,4.99,4.61,3.75,2.71,2.83,2.69,2.22,1.92,1.62,1.27,1.4,1.29,1.06,0.97,0.9,0.82,0.93,0.87,0.79,0.81,0.84,0.66,0.67,0.62,0.59,0.57,0.51,0.38,0.53,0.51,0.44,0.0,0.46,0.49,0.43,0.44,0.36,0.39,0.4,0.35,0.35,0.33,0.36,0.35,0.32,0.31,0.27,0.32,0.31,0.26,0.28,0.31,0.27,0.29,0.2,0.23,0.23,0.23,0.23,0.2,0.21,0.19,0.2,0.18,0.2,0.17,0.2,0.18,0.17,0.15,0.21,0.17,0.17,0.16,0.16,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.16,0.12,0.11,0.12,0.13,0.14,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.08,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/12/2021,16.25,7.57,5.45,5.19,5.01,4.59,3.79,2.69,2.85,2.68,2.22,1.91,1.62,1.26,1.4,1.28,1.05,0.96,0.9,0.81,0.93,0.87,0.78,0.82,0.83,0.66,0.66,0.61,0.59,0.57,0.5,0.38,0.53,0.51,0.43,0.0,0.46,0.48,0.41,0.43,0.38,0.39,0.4,0.35,0.35,0.34,0.35,0.36,0.32,0.31,0.27,0.34,0.31,0.26,0.28,0.31,0.27,0.29,0.2,0.23,0.23,0.23,0.23,0.2,0.2,0.19,0.2,0.17,0.2,0.17,0.2,0.18,0.17,0.15,0.21,0.17,0.16,0.16,0.15,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.13,0.16,0.12,0.11,0.12,0.13,0.14,0.12,0.1,0.11,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.07,0.07,0.06,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.08,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.92
