,AMZN,HD,WMT,AAPL,COST,NKE,TGT,LOW,PG,MCD,TJX,SBUX,DG,ROST,LULU,EL,ORLY,BKNG,XTSLA,VFC,MELI,YUM,AZO,KR,CMG,DLTR,BURL,HLT,ULTA,TSCO,FDX,PINS,BBY,WBA,UBER,LB,YUMC,DPZ,DRI,MAR,W,PYPL,V,EBAY,KMX,RH,TPR,FIVE,AAP,WSM,GPS,CVNA,CTAS,CCL,MA,DECK,KSS,FND,LVS,ETSY,GWW,SYY,FAST,CZR,PVH,MGM,POOL,AEO,DKS,MTN,SKX,CASY,GPC,FL,CROX,PLNT,LYV,OLLI,CRI,CPRI,KMB,RL,TXRH,WH,M,HBI,RCL,BJ,EXPE,WYNN,ARMK,TPX,SQ,JWN,SIG,BBBY,NCLH,NWL,INTU,PENN,LAD,TNL,YETI,HST,MAS,HAS,SHOO,ANF,UAA,CBRL,AN,USFD,URBN,WEN,BIG,GO,CHH,BOOT,MAN,SBH,IPG,UA,COLM,WING,CHWY,CHDN,STZ,TOL,SMG,PFGC,RCII,MAT,MTCH,SITE,ALK,PRG,ROL,MUSA,SFM,FRPT,EAT,TMX,BLMN,H,EYE,HLF,SHAK,SNBR,VVV,HRB,LKQ,GRUB,EEFT,VAC,FCFS,OXM,MNRO,HOME,FLO,CAKE,OSTK,PSMT,JBLU,RRR,BYND,BYD,PZZA,JACK,HELE,CL,LOPE,PLAY,SGMS,TTWO,MSGS,HGV,UNF,SFIX,BKE,MSM,GIII,LEVI,PII,WWW,CORE,PK,RHP,APLE,BFAM,LZB,CNK,USD,SIX,QRTEA,MAC,RUTH,BJRI,CNNE,TMHC,IPAR,Just Eat Takeaway.com NV ADR,127.HK,COTY,BBWI WI,VSCO WI,n/a,VSCO,AMWD,BISXX,LBEUR,RMAX,SUM
10/15/2021,16.37,7.89,5.35,5.19,5.26,4.18,3.39,3.02,2.91,2.89,2.13,1.84,1.48,1.14,1.39,1.25,1.1,1.13,0.92,0.71,0.82,0.82,0.83,0.79,0.83,0.68,0.57,0.71,0.65,0.6,0.42,0.34,0.51,0.52,0.49,0.0,0.46,0.45,0.47,0.51,0.34,0.37,0.39,0.42,0.35,0.33,0.31,0.33,0.35,0.35,0.22,0.27,0.33,0.28,0.27,0.26,0.24,0.29,0.19,0.28,0.23,0.26,0.22,0.25,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.18,0.14,0.2,0.19,0.2,0.11,0.15,0.15,0.16,0.15,0.15,0.18,0.19,0.13,0.15,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.14,0.06,0.11,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.07,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.07,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.05,0.12,0.0,0.0,0.0,0.0,99.94
10/18/2021,16.37,7.89,5.35,5.19,5.26,4.18,3.39,3.02,2.91,2.89,2.13,1.84,1.48,1.14,1.39,1.25,1.1,1.13,0.92,0.71,0.82,0.82,0.83,0.79,0.83,0.68,0.57,0.71,0.65,0.6,0.42,0.34,0.51,0.52,0.49,0.0,0.46,0.45,0.47,0.51,0.34,0.37,0.39,0.42,0.35,0.33,0.31,0.33,0.35,0.35,0.22,0.27,0.33,0.28,0.27,0.26,0.24,0.29,0.19,0.28,0.23,0.26,0.22,0.25,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.18,0.14,0.2,0.19,0.2,0.11,0.15,0.15,0.16,0.15,0.15,0.18,0.19,0.13,0.15,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.14,0.06,0.11,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.07,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.07,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.05,0.12,0.0,0.0,0.0,0.0,99.94
10/19/2021,16.2,8.0,5.29,5.15,5.17,4.24,3.53,3.12,2.91,2.82,2.08,1.83,1.47,1.13,1.41,1.27,1.11,1.12,0.91,0.75,0.82,0.82,0.84,0.77,0.83,0.67,0.54,0.7,0.69,0.6,0.42,0.34,0.53,0.55,0.48,0.0,0.45,0.44,0.45,0.49,0.33,0.37,0.37,0.41,0.36,0.33,0.32,0.33,0.34,0.36,0.21,0.27,0.33,0.28,0.26,0.25,0.23,0.3,0.2,0.28,0.23,0.26,0.23,0.25,0.21,0.24,0.19,0.13,0.23,0.19,0.16,0.18,0.18,0.13,0.21,0.19,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.18,0.19,0.14,0.15,0.18,0.14,0.1,0.13,0.14,0.13,0.09,0.14,0.05,0.11,0.09,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.06,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.07,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.04,0.04,0.07,0.06,0.07,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.46,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.94
10/20/2021,16.58,8.07,5.26,5.14,5.14,4.23,3.55,3.13,2.89,2.76,2.07,1.81,1.46,1.13,1.38,1.26,1.1,1.13,0.9,0.75,0.83,0.81,0.84,0.75,0.81,0.66,0.54,0.7,0.68,0.6,0.42,0.34,0.53,0.53,0.49,0.0,0.46,0.42,0.44,0.5,0.33,0.37,0.38,0.41,0.36,0.32,0.32,0.33,0.34,0.37,0.2,0.27,0.33,0.27,0.26,0.25,0.23,0.29,0.2,0.28,0.23,0.25,0.23,0.24,0.21,0.23,0.19,0.13,0.23,0.19,0.16,0.17,0.17,0.13,0.21,0.19,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.18,0.19,0.14,0.15,0.18,0.14,0.1,0.13,0.13,0.12,0.1,0.14,0.05,0.11,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.09,0.09,0.08,0.11,0.09,0.07,0.08,0.06,0.06,0.1,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.04,0.06,0.06,0.07,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.92
10/21/2021,16.59,8.1,5.25,5.15,5.2,4.22,3.63,3.14,2.82,2.74,2.06,1.82,1.45,1.12,1.42,1.24,1.11,1.1,0.89,0.73,0.84,0.81,0.84,0.75,0.81,0.67,0.54,0.69,0.68,0.61,0.42,0.34,0.53,0.52,0.47,0.0,0.45,0.42,0.43,0.5,0.33,0.37,0.38,0.4,0.36,0.34,0.31,0.33,0.35,0.37,0.21,0.27,0.33,0.26,0.26,0.26,0.24,0.3,0.2,0.29,0.23,0.25,0.23,0.24,0.2,0.23,0.19,0.13,0.23,0.19,0.16,0.17,0.17,0.13,0.21,0.18,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.17,0.22,0.13,0.15,0.18,0.13,0.1,0.13,0.14,0.13,0.1,0.14,0.05,0.1,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.07,0.08,0.06,0.06,0.1,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.06,0.06,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.93
10/22/2021,16.58,8.16,5.36,5.23,5.26,4.18,3.61,3.15,2.79,2.74,2.03,1.82,1.45,1.11,1.41,1.21,1.11,1.08,0.89,0.74,0.84,0.81,0.84,0.75,0.81,0.66,0.54,0.68,0.61,0.61,0.42,0.36,0.53,0.51,0.47,0.0,0.46,0.42,0.43,0.48,0.34,0.37,0.38,0.4,0.36,0.33,0.31,0.32,0.35,0.37,0.21,0.27,0.33,0.25,0.27,0.25,0.23,0.3,0.2,0.29,0.23,0.25,0.23,0.25,0.2,0.23,0.19,0.13,0.23,0.2,0.16,0.17,0.17,0.13,0.21,0.18,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.18,0.13,0.1,0.13,0.14,0.13,0.1,0.14,0.05,0.1,0.09,0.12,0.12,0.1,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.06,0.06,0.08,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.0,0.0,0.0,0.45,0.0,0.0,0.12,0.01,0.0,0.0,0.0,99.94
10/25/2021,16.37,8.23,5.39,5.2,5.32,4.25,3.6,3.18,2.73,2.7,2.04,1.82,1.47,1.12,1.42,1.22,1.14,1.05,0.93,0.74,0.83,0.81,0.86,0.75,0.8,0.67,0.55,0.68,0.61,0.62,0.42,0.39,0.54,0.52,0.46,0.0,0.45,0.42,0.42,0.48,0.33,0.33,0.37,0.4,0.37,0.32,0.31,0.32,0.36,0.37,0.21,0.28,0.33,0.25,0.26,0.26,0.23,0.32,0.19,0.29,0.23,0.24,0.23,0.24,0.21,0.23,0.2,0.12,0.23,0.19,0.17,0.17,0.18,0.13,0.22,0.18,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.18,0.13,0.1,0.13,0.14,0.13,0.1,0.14,0.05,0.1,0.09,0.12,0.11,0.1,0.09,0.1,0.1,0.11,0.1,0.11,0.09,0.09,0.08,0.11,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.06,0.07,0.07,0.09,0.06,0.07,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.13,0.0,0.0,0.0,0.0,99.96
10/26/2021,15.96,8.29,5.46,5.19,5.39,4.3,3.64,3.22,2.77,2.68,2.03,1.82,1.49,1.12,1.42,1.27,1.15,1.05,0.93,0.71,0.79,0.81,0.87,0.77,0.78,0.68,0.55,0.68,0.62,0.62,0.42,0.37,0.54,0.52,0.45,0.0,0.45,0.42,0.42,0.48,0.32,0.33,0.38,0.43,0.37,0.32,0.31,0.33,0.36,0.37,0.2,0.28,0.33,0.25,0.26,0.26,0.24,0.32,0.19,0.3,0.23,0.24,0.23,0.24,0.21,0.23,0.21,0.12,0.23,0.2,0.17,0.17,0.18,0.13,0.22,0.18,0.2,0.12,0.16,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.19,0.13,0.1,0.13,0.14,0.12,0.1,0.14,0.05,0.1,0.09,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.09,0.08,0.12,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.09,0.06,0.07,0.08,0.09,0.06,0.07,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.07,0.03,0.06,0.06,0.05,0.05,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.98000000000002
10/27/2021,15.96,8.29,5.46,5.19,5.39,4.3,3.64,3.22,2.77,2.68,2.03,1.82,1.49,1.12,1.42,1.27,1.15,1.05,0.93,0.71,0.79,0.81,0.87,0.77,0.78,0.68,0.55,0.68,0.62,0.62,0.42,0.37,0.54,0.52,0.45,0.0,0.45,0.42,0.42,0.48,0.32,0.33,0.38,0.43,0.37,0.32,0.31,0.33,0.36,0.37,0.2,0.28,0.33,0.25,0.26,0.26,0.24,0.32,0.19,0.3,0.23,0.24,0.23,0.24,0.21,0.23,0.21,0.12,0.23,0.2,0.17,0.17,0.18,0.13,0.22,0.18,0.2,0.12,0.16,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.19,0.13,0.1,0.13,0.14,0.12,0.1,0.14,0.05,0.1,0.09,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.09,0.08,0.12,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.09,0.06,0.07,0.08,0.09,0.06,0.07,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.07,0.03,0.06,0.06,0.05,0.05,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.98000000000002
10/28/2021,15.81,8.37,5.5,5.16,5.45,4.3,3.68,3.24,2.76,2.65,2.05,1.82,1.49,1.15,1.43,1.27,1.14,1.05,0.93,0.7,0.8,0.8,0.86,0.77,0.77,0.69,0.54,0.68,0.61,0.63,0.43,0.32,0.55,0.52,0.45,0.0,0.44,0.42,0.41,0.48,0.31,0.34,0.38,0.43,0.36,0.32,0.32,0.33,0.36,0.36,0.2,0.27,0.33,0.25,0.26,0.27,0.24,0.32,0.19,0.32,0.23,0.23,0.23,0.24,0.21,0.23,0.21,0.12,0.24,0.2,0.17,0.17,0.18,0.14,0.23,0.18,0.19,0.12,0.15,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.18,0.13,0.1,0.13,0.14,0.13,0.1,0.14,0.05,0.1,0.09,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.09,0.08,0.12,0.08,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.08,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.07,0.07,0.07,0.07,0.09,0.06,0.07,0.08,0.09,0.06,0.07,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.08,0.05,0.04,0.0,0.05,0.04,0.05,0.05,0.04,0.07,0.03,0.06,0.06,0.05,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.48,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.02
10/29/2021,16.07,8.32,5.45,5.19,5.4,4.29,3.66,3.23,2.8,2.64,2.06,1.82,1.49,1.15,1.45,1.27,1.13,1.06,0.93,0.72,0.8,0.8,0.86,0.76,0.76,0.69,0.54,0.69,0.6,0.61,0.43,0.3,0.55,0.51,0.45,0.0,0.44,0.42,0.42,0.48,0.32,0.33,0.37,0.42,0.36,0.32,0.31,0.33,0.36,0.36,0.2,0.27,0.33,0.25,0.26,0.26,0.24,0.31,0.19,0.31,0.22,0.23,0.22,0.24,0.2,0.23,0.21,0.12,0.23,0.2,0.17,0.17,0.18,0.13,0.23,0.18,0.2,0.12,0.15,0.15,0.15,0.16,0.14,0.17,0.21,0.13,0.14,0.18,0.13,0.1,0.13,0.14,0.13,0.1,0.13,0.05,0.1,0.09,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.09,0.08,0.11,0.08,0.07,0.08,0.06,0.05,0.09,0.09,0.06,0.05,0.08,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.07,0.07,0.07,0.07,0.09,0.06,0.06,0.08,0.09,0.06,0.07,0.05,0.06,0.04,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.08,0.05,0.04,0.0,0.05,0.04,0.04,0.04,0.04,0.07,0.03,0.06,0.06,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.01,0.48,0.0,0.0,0.12,0.0,0.0,0.0,0.0,99.89
11/01/2021,16.34,8.34,5.42,5.28,5.44,4.29,3.64,3.23,2.79,2.73,2.04,1.79,1.48,1.14,1.48,1.25,1.07,1.05,0.84,0.65,0.79,0.8,0.84,0.75,0.77,0.7,0.54,0.69,0.61,0.62,0.42,0.29,0.55,0.49,0.44,0.0,0.43,0.43,0.42,0.49,0.33,0.32,0.34,0.38,0.35,0.32,0.31,0.32,0.35,0.36,0.21,0.27,0.33,0.25,0.24,0.26,0.24,0.32,0.19,0.3,0.22,0.23,0.22,0.24,0.2,0.22,0.21,0.12,0.23,0.19,0.17,0.17,0.17,0.13,0.23,0.18,0.19,0.12,0.15,0.15,0.14,0.16,0.14,0.18,0.19,0.14,0.14,0.17,0.13,0.1,0.12,0.13,0.13,0.1,0.14,0.05,0.1,0.09,0.13,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.11,0.08,0.07,0.08,0.06,0.05,0.1,0.1,0.06,0.05,0.08,0.08,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.08,0.07,0.07,0.06,0.09,0.06,0.06,0.07,0.08,0.06,0.07,0.05,0.06,0.04,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.07,0.05,0.05,0.06,0.07,0.05,0.05,0.0,0.05,0.04,0.05,0.04,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.0,0.02,0.03,0.03,0.03,0.03,0.03,0.2,0.03,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,100.0
11/02/2021,16.03,8.37,5.47,5.19,5.46,4.37,3.67,3.26,2.8,2.74,2.06,1.68,1.48,1.14,1.56,1.24,1.07,1.05,1.0,0.66,0.77,0.79,0.84,0.76,0.77,0.7,0.54,0.69,0.6,0.64,0.42,0.28,0.56,0.49,0.43,0.0,0.42,0.44,0.41,0.49,0.33,0.32,0.34,0.41,0.35,0.32,0.31,0.33,0.35,0.36,0.2,0.28,0.33,0.25,0.24,0.27,0.24,0.32,0.19,0.31,0.24,0.23,0.23,0.23,0.2,0.22,0.21,0.12,0.23,0.19,0.17,0.17,0.17,0.13,0.24,0.18,0.2,0.12,0.15,0.15,0.14,0.16,0.14,0.17,0.19,0.13,0.14,0.18,0.13,0.1,0.13,0.13,0.12,0.1,0.14,0.05,0.1,0.09,0.13,0.1,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.1,0.08,0.11,0.08,0.07,0.08,0.06,0.05,0.1,0.1,0.06,0.05,0.08,0.08,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.07,0.07,0.07,0.06,0.09,0.06,0.06,0.07,0.08,0.06,0.07,0.05,0.06,0.04,0.06,0.07,0.05,0.04,0.04,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.0,0.05,0.04,0.05,0.04,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,99.93
11/03/2021,16.03,8.37,5.47,5.19,5.46,4.37,3.67,3.26,2.8,2.74,2.06,1.68,1.48,1.14,1.56,1.24,1.07,1.05,1.0,0.66,0.77,0.79,0.84,0.76,0.77,0.7,0.54,0.69,0.6,0.64,0.42,0.28,0.56,0.49,0.43,0.0,0.42,0.44,0.41,0.49,0.33,0.32,0.34,0.41,0.35,0.32,0.31,0.33,0.35,0.36,0.2,0.28,0.33,0.25,0.24,0.27,0.24,0.32,0.19,0.31,0.24,0.23,0.23,0.23,0.2,0.22,0.21,0.12,0.23,0.19,0.17,0.17,0.17,0.13,0.24,0.18,0.2,0.12,0.15,0.15,0.14,0.16,0.14,0.17,0.19,0.13,0.14,0.18,0.13,0.1,0.13,0.13,0.12,0.1,0.14,0.05,0.1,0.09,0.13,0.1,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.1,0.08,0.11,0.08,0.07,0.08,0.06,0.05,0.1,0.1,0.06,0.05,0.08,0.08,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.07,0.07,0.07,0.06,0.09,0.06,0.06,0.07,0.08,0.06,0.07,0.05,0.06,0.04,0.06,0.07,0.05,0.04,0.04,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.0,0.05,0.04,0.05,0.04,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.0,0.0,0.01,0.47,0.0,0.0,0.11,0.0,0.0,0.0,0.0,99.93
11/04/2021,15.75,8.24,5.47,5.16,5.46,4.34,3.64,3.23,2.79,2.79,2.09,1.73,1.48,1.15,1.53,1.25,1.06,1.08,0.99,0.66,0.77,0.8,0.84,0.77,0.78,0.72,0.56,0.69,0.6,0.63,0.42,0.29,0.56,0.5,0.44,0.0,0.43,0.44,0.43,0.5,0.34,0.31,0.34,0.4,0.36,0.32,0.31,0.33,0.35,0.37,0.21,0.28,0.33,0.26,0.24,0.28,0.25,0.33,0.2,0.3,0.24,0.24,0.23,0.24,0.21,0.23,0.21,0.13,0.22,0.2,0.17,0.17,0.18,0.13,0.24,0.18,0.2,0.12,0.15,0.16,0.15,0.17,0.14,0.17,0.2,0.14,0.15,0.18,0.13,0.1,0.13,0.13,0.12,0.1,0.15,0.06,0.11,0.1,0.13,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.11,0.08,0.07,0.08,0.06,0.06,0.1,0.1,0.06,0.06,0.09,0.08,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.08,0.07,0.07,0.06,0.09,0.06,0.06,0.07,0.08,0.06,0.07,0.05,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.0,0.05,0.04,0.05,0.04,0.04,0.07,0.04,0.06,0.06,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.0,0.0,0.01,0.48,0.0,0.0,0.11,0.0,0.0,0.0,0.0,99.98
