,AAPL,MSFT,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,HD,PG,ADBE,CRM,INTC,CSCO,PFE,KO,ABT,CVX,PEP,NKE,TMO,MRK,LLY,TXN,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,AMGN,LOW,INTU,SBUX,AMAT,AMT,MMM,AMD,ISRG,NOW,LRCX,BKNG,MU,PLD,MDLZ,SYK,TJX,EL,CSX,BDX,EQIX,CL,ILMN,NSC,SHW,EW,ADSK,ITW,APD,ADI,BSX,ETN,REGN,EMR,NXPI,WM,IDXX,TWTR,VRTX,BIIB,ECL,NEM,EOG,JCI,ROP,KLAC,SLB,PSA,EBAY,TEL,KMB,A,ROST,TT,ALGN,APTV,SNPS,DD,DXCM,BAX,ALXN,PPG,ORLY,PXD,CDNS,MSI,CTSH,HPQ,RMD,CMI,ZBH,MNST,CTAS,SWK,OTIS,ROK,FTNT,CTVA,AZO,MTD,DHI,ANSS,FAST,AVB,NUE,ZBRA,CPRT,MXIM,VFC,EQR,WST,GNRC,KSU,WY,HSY,ETSY,ENPH,CDW,ODFL,FTV,CERN,DLTR,VMC,VRSN,CLX,MLM,GRMN,DOV,MKC,TSCO,IT,WAT,TER,XYL,EXPD,CHD,TRMB,STE,ANET,ALB,COO,ULTA,GWW,AKAM,TFX,TYL,CRL,POOL,GPC,PAYC,DRE,NVR,DGX,AVY,HOLX,PKI,IEX,NLOK,MPWR,INCY,PTC,MAS,PHM,CTXS,ABMD,XRAY,LKQ,JBHT,FMC,FBHS,BIO,AAP,PKG,CHRW,ALLE,TPR,LW,MHK,FFIV,PNR,HSIC,RHI,AOS,JNPR,OGN,ROL,IPGP,COG,UAA,GLW,LH,RSG,XOM,MRNA,GPS,AVGO,CCI,TECH,CDAY,CTRA,CARR,MCHP,MAA,CTLT,PEAK,WAB,COP,WBA,IR,NTAP,BKR,CP.TO,SUM
07/23/2021,11.81,10.87,4.2,3.92,3.85,2.55,2.33,2.28,1.76,1.77,1.48,1.13,1.14,1.16,1.16,1.13,1.07,0.98,1.11,1.05,1.05,1.02,0.95,0.88,0.9,0.93,0.87,0.81,0.78,0.77,0.74,0.73,0.71,0.7,0.72,0.6,0.66,0.59,0.54,0.57,0.56,0.43,0.44,0.43,0.48,0.46,0.43,0.42,0.38,0.37,0.37,0.38,0.37,0.35,0.33,0.34,0.34,0.33,0.34,0.32,0.3,0.31,0.31,0.31,0.3,0.27,0.29,0.29,0.27,0.27,0.25,0.27,0.25,0.22,0.26,0.26,0.23,0.2,0.24,0.23,0.23,0.24,0.23,0.22,0.23,0.22,0.21,0.22,0.21,0.22,0.21,0.2,0.21,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.18,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/26/2021,11.63,10.81,4.23,3.91,3.84,2.57,2.47,2.28,1.77,1.74,1.49,1.14,1.16,1.16,1.17,1.12,1.08,0.98,1.09,1.05,1.03,0.99,0.96,0.91,0.9,0.9,0.87,0.82,0.78,0.78,0.73,0.72,0.7,0.72,0.72,0.65,0.65,0.59,0.55,0.57,0.57,0.46,0.45,0.44,0.48,0.46,0.43,0.42,0.38,0.36,0.36,0.37,0.35,0.36,0.33,0.34,0.34,0.34,0.33,0.32,0.31,0.32,0.31,0.31,0.3,0.28,0.29,0.29,0.28,0.26,0.25,0.27,0.25,0.22,0.26,0.26,0.25,0.2,0.24,0.23,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.21,0.2,0.22,0.21,0.21,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.15,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
07/27/2021,11.63,10.81,4.23,3.91,3.84,2.57,2.47,2.28,1.77,1.74,1.49,1.14,1.16,1.16,1.17,1.12,1.08,0.98,1.09,1.05,1.03,0.99,0.96,0.91,0.9,0.9,0.87,0.82,0.78,0.78,0.73,0.72,0.7,0.72,0.72,0.65,0.65,0.59,0.55,0.57,0.57,0.46,0.45,0.44,0.48,0.46,0.43,0.42,0.38,0.36,0.36,0.37,0.35,0.36,0.33,0.34,0.34,0.34,0.33,0.32,0.31,0.32,0.31,0.31,0.3,0.28,0.29,0.29,0.28,0.26,0.25,0.27,0.25,0.22,0.26,0.26,0.25,0.2,0.24,0.23,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.21,0.2,0.22,0.21,0.21,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.15,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
07/28/2021,11.62,10.88,4.42,3.99,3.92,2.47,2.43,2.26,1.77,1.71,1.49,1.15,1.07,1.16,1.16,1.1,1.07,0.95,1.08,1.06,1.04,0.98,0.97,0.86,0.9,0.92,0.86,0.82,0.76,0.77,0.73,0.71,0.71,0.72,0.74,0.63,0.65,0.58,0.56,0.58,0.58,0.46,0.45,0.42,0.47,0.45,0.43,0.41,0.39,0.37,0.36,0.37,0.35,0.36,0.33,0.34,0.34,0.34,0.32,0.32,0.3,0.31,0.31,0.31,0.29,0.27,0.28,0.29,0.29,0.26,0.24,0.27,0.24,0.21,0.25,0.26,0.25,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.23,0.21,0.22,0.2,0.22,0.2,0.0,0.19,0.22,0.16,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.18,0.17,0.16,0.18,0.17,0.19,0.15,0.18,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.15,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
07/29/2021,11.65,10.85,4.45,4.02,3.96,2.53,2.4,2.26,1.76,1.71,1.48,1.14,1.09,1.17,1.17,1.1,1.06,0.97,1.08,1.05,1.04,0.98,0.96,0.87,0.91,0.92,0.86,0.81,0.76,0.77,0.73,0.7,0.7,0.72,0.74,0.63,0.65,0.58,0.56,0.57,0.57,0.46,0.46,0.43,0.47,0.45,0.43,0.41,0.39,0.37,0.36,0.37,0.35,0.36,0.33,0.34,0.34,0.34,0.32,0.32,0.3,0.31,0.31,0.3,0.29,0.27,0.28,0.29,0.27,0.26,0.25,0.27,0.24,0.22,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.22,0.2,0.0,0.19,0.22,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.17,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
07/30/2021,11.65,10.85,4.45,4.02,3.96,2.53,2.4,2.26,1.76,1.71,1.48,1.14,1.09,1.17,1.17,1.1,1.06,0.97,1.08,1.05,1.04,0.98,0.96,0.87,0.91,0.92,0.86,0.81,0.76,0.77,0.73,0.7,0.7,0.72,0.74,0.63,0.65,0.58,0.56,0.57,0.57,0.46,0.46,0.43,0.47,0.45,0.43,0.41,0.39,0.37,0.36,0.37,0.35,0.36,0.33,0.34,0.34,0.34,0.32,0.32,0.3,0.31,0.31,0.3,0.29,0.27,0.28,0.29,0.27,0.26,0.25,0.27,0.24,0.22,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.22,0.2,0.0,0.19,0.22,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.16,0.18,0.17,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/02/2021,11.42,10.82,4.49,4.11,3.89,2.5,2.44,2.28,1.74,1.71,1.49,1.13,1.08,1.16,1.22,1.11,1.08,0.98,1.09,1.06,1.04,1.0,0.98,0.87,0.9,0.93,0.88,0.81,0.7,0.77,0.72,0.7,0.68,0.72,0.72,0.63,0.65,0.58,0.6,0.58,0.58,0.45,0.45,0.42,0.47,0.45,0.44,0.41,0.38,0.36,0.37,0.37,0.35,0.36,0.32,0.34,0.34,0.35,0.32,0.32,0.3,0.32,0.31,0.31,0.3,0.27,0.28,0.3,0.28,0.26,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.21,0.0,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/03/2021,11.42,10.82,4.49,4.11,3.89,2.5,2.44,2.28,1.74,1.71,1.49,1.13,1.08,1.16,1.22,1.11,1.08,0.98,1.09,1.06,1.04,1.0,0.98,0.87,0.9,0.93,0.88,0.81,0.7,0.77,0.72,0.7,0.68,0.72,0.72,0.63,0.65,0.58,0.6,0.58,0.58,0.45,0.45,0.42,0.47,0.45,0.44,0.41,0.38,0.36,0.37,0.37,0.35,0.36,0.32,0.34,0.34,0.35,0.32,0.32,0.3,0.32,0.31,0.31,0.3,0.27,0.28,0.3,0.28,0.26,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.21,0.0,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/04/2021,11.42,10.82,4.49,4.11,3.89,2.5,2.44,2.28,1.74,1.71,1.49,1.13,1.08,1.16,1.22,1.11,1.08,0.98,1.09,1.06,1.04,1.0,0.98,0.87,0.9,0.93,0.88,0.81,0.7,0.77,0.72,0.7,0.68,0.72,0.72,0.63,0.65,0.58,0.6,0.58,0.58,0.45,0.45,0.42,0.47,0.45,0.44,0.41,0.38,0.36,0.37,0.37,0.35,0.36,0.32,0.34,0.34,0.35,0.32,0.32,0.3,0.32,0.31,0.31,0.3,0.27,0.28,0.3,0.28,0.26,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.21,0.0,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/05/2021,11.42,10.82,4.49,4.11,3.89,2.5,2.44,2.28,1.74,1.71,1.49,1.13,1.08,1.16,1.22,1.11,1.08,0.98,1.09,1.06,1.04,1.0,0.98,0.87,0.9,0.93,0.88,0.81,0.7,0.77,0.72,0.7,0.68,0.72,0.72,0.63,0.65,0.58,0.6,0.58,0.58,0.45,0.45,0.42,0.47,0.45,0.44,0.41,0.38,0.36,0.37,0.37,0.35,0.36,0.32,0.34,0.34,0.35,0.32,0.32,0.3,0.32,0.31,0.31,0.3,0.27,0.28,0.3,0.28,0.26,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.0,0.24,0.24,0.23,0.23,0.23,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.21,0.0,0.19,0.21,0.17,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.18,0.17,0.18,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/06/2021,11.46,10.72,4.17,4.04,3.84,2.71,2.45,2.28,1.75,1.75,1.47,1.11,1.08,1.18,1.27,1.1,1.08,0.98,1.07,1.08,1.04,0.96,1.01,0.87,0.87,0.95,0.88,0.83,0.7,0.78,0.72,0.69,0.68,0.72,0.7,0.65,0.64,0.58,0.68,0.59,0.57,0.46,0.43,0.45,0.47,0.44,0.44,0.41,0.38,0.36,0.37,0.36,0.33,0.36,0.32,0.35,0.35,0.36,0.33,0.32,0.31,0.32,0.32,0.3,0.3,0.29,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.21,0.26,0.25,0.26,0.0,0.23,0.22,0.24,0.23,0.23,0.22,0.24,0.25,0.23,0.22,0.2,0.25,0.19,0.0,0.19,0.21,0.18,0.21,0.19,0.19,0.18,0.2,0.17,0.16,0.17,0.17,0.16,0.18,0.18,0.2,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.13,0.13,0.14,0.15,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/09/2021,11.41,10.78,4.3,4.05,3.85,2.72,2.54,2.26,1.75,1.73,1.49,1.15,1.08,1.16,1.25,1.09,1.07,0.97,1.05,1.1,1.05,0.95,1.04,0.88,0.87,0.96,0.85,0.82,0.68,0.78,0.72,0.66,0.67,0.73,0.69,0.65,0.63,0.57,0.68,0.6,0.58,0.45,0.44,0.45,0.48,0.43,0.43,0.41,0.38,0.36,0.35,0.37,0.33,0.37,0.31,0.35,0.35,0.36,0.32,0.32,0.31,0.31,0.32,0.31,0.3,0.29,0.28,0.3,0.27,0.26,0.25,0.27,0.24,0.2,0.25,0.25,0.27,0.0,0.23,0.22,0.24,0.22,0.23,0.21,0.23,0.25,0.21,0.22,0.19,0.25,0.18,0.0,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.19,0.16,0.15,0.17,0.17,0.16,0.18,0.18,0.2,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/10/2021,11.41,10.78,4.3,4.05,3.85,2.72,2.54,2.26,1.75,1.73,1.49,1.15,1.08,1.16,1.25,1.09,1.07,0.97,1.05,1.1,1.05,0.95,1.04,0.88,0.87,0.96,0.85,0.82,0.68,0.78,0.72,0.66,0.67,0.73,0.69,0.65,0.63,0.57,0.68,0.6,0.58,0.45,0.44,0.45,0.48,0.43,0.43,0.41,0.38,0.36,0.35,0.37,0.33,0.37,0.31,0.35,0.35,0.36,0.32,0.32,0.31,0.31,0.32,0.31,0.3,0.29,0.28,0.3,0.27,0.26,0.25,0.27,0.24,0.2,0.25,0.25,0.27,0.0,0.23,0.22,0.24,0.22,0.23,0.21,0.23,0.25,0.21,0.22,0.19,0.25,0.18,0.0,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.19,0.16,0.15,0.17,0.17,0.16,0.18,0.18,0.2,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/11/2021,11.41,10.78,4.3,4.05,3.85,2.72,2.54,2.26,1.75,1.73,1.49,1.15,1.08,1.16,1.25,1.09,1.07,0.97,1.05,1.1,1.05,0.95,1.04,0.88,0.87,0.96,0.85,0.82,0.68,0.78,0.72,0.66,0.67,0.73,0.69,0.65,0.63,0.57,0.68,0.6,0.58,0.45,0.44,0.45,0.48,0.43,0.43,0.41,0.38,0.36,0.35,0.37,0.33,0.37,0.31,0.35,0.35,0.36,0.32,0.32,0.31,0.31,0.32,0.31,0.3,0.29,0.28,0.3,0.27,0.26,0.25,0.27,0.24,0.2,0.25,0.25,0.27,0.0,0.23,0.22,0.24,0.22,0.23,0.21,0.23,0.25,0.21,0.22,0.19,0.25,0.18,0.0,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.19,0.16,0.15,0.17,0.17,0.16,0.18,0.18,0.2,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
