,AMZN,TSLA,HD,MCD,NKE,LOW,SBUX,TGT,BKNG,TJX,GM,MELI,F,DG,ROST,EBAY,APTV,MAR,LULU,ORLY,CMG,YUM,HLT,DHI,AZO,LEN,BBY,VFC,EXPE,DLTR,PTON,BURL,TSCO,RCL,CCL,GRMN,MGM,CZR,ETSY,W,LVS,GPC,KMX,DRI,ULTA,POOL,NVR,LB,CVNA,DPZ,PHM,LKQ,WHR,WYNN,GME,MTN,WSM,AAP,MHK,BWA,TPR,HAS,PENN,NWL,LEA,NCLH,LAD,FIVE,RH,DECK,CHGG,SCI,ALV,KSS,GNTX,ARMK,CPRI,PVH,FND,BFAM,BC,TOL,PII,GPS,HOG,MAT,LEG,TPX,VAC,WH,CROX,CHDN,HBI,TXRH,THO,DKS,FOXF,SKX,YETI,FL,TMX,PLNT,BLD,RL,AN,M,TNL,AEO,BYD,GRUB,QRTEA,HELE,CHWY,HRB,GT,OLLI,SGMS,ADNT,CRI,FTDR,WEN,CHH,MTH,UAA,DAN,WING,LOPE,LGIH,EYE,KBH,ABG,HGV,LCII,UA,TMHC,MUSA,ELY,JWN,STAY,RRR,CBRL,BBBY,SIX,MDC,SHOO,SONO,SIG,VC,KTB,OSTK,RCII,TPH,CTB,COLM,H,WWW,SNBR,SHAK,STMP,SEAS,ANF,PAG,GPI,DORM,SKY,VSTO,GHC,IBP,CCS,URBN,EAT,PZZA,CAKE,SBH,SFIX,IRBT,JACK,BOOT,WGO,THRM,MHO,BLMN,WW,BIG,ODP,HOME,EVRI,CORE,VNE,GOLF,MNRO,BALY,LZB,CWH,CVCO,OXM,ATGE,PLAY,SSTK,HIBB,Cooper Tire & Rubber Co,SWBI,DDS,RVLV,TEN,RGR,BKE,LEVI,n/a,LBEUR,BBWI WI,MBUU,HMHC,GDEN,VSCO,LAUR,LRN,SUM
09/21/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/22/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/23/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/24/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/27/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/28/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/29/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
09/30/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/01/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/04/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/05/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/06/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/07/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
10/08/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
