,AGPXX,AMC,LSCC,n/a,OVV,SYNA,BJ,EGP,TTEK,M,WSC,CAR,STAG,THC,IIVI,CROX,SLAB,BHVN,CHK,FOXF,OMCL,FFIN,EME,SAIA,KBR,PFGC,GBCI,ASGN,INSP,NTLA,ARWR,CADE,SSB,TXRH,GT,SGMS,VLY,ROLL,ARNA,HELE,SWAV,TRNO,EXPO,HLI,SSD,AMBA,WCC,RPD,CCMP,GTLS,IIPR,NOVT,AMN,MEDP,BCPC,BPMC,HALO,UFPI,WTS,BL,ATKR,NSA,ESNT,AQUA,UBSI,AVNT,PDCE,SMTC,POWI,ROG,APG,AR,VG,BXMT,JBT,HR,ADNT,KNSL,ADC,FCNCA,SIG,WING,IRDM,MMS,APPS,KRG,CHX,HWC,POR,MUSA,UMBF,ONTO,DIOD,BKH,ZD,MXL,WK,HGV,CMC,FN,EXLS,VRNS,RLI,RHP,NEOG,FELE,MIME,SIGI,SPSC,TENB,HRI,MUR,LIVN,MTDR,ENV,ETRN,RRC,CWST,DOC,NSP,SFBS,ENSG,DNLI,ZWS,CNMD,ASAN,KFY,PPBI,DEN,WD,CBU,BKU,MAC,ABG,MTH,SWN,TGNA,SWX,VIAV,OPCH,FUL,SXT,ACIW,BIPC,OGS,LXP,TRTN,AIT,HOMB,UCBI,SAIL,INDB,HI,PNM,ALKS,RDN,STAA,BNL,ISBC,LTHM,TMHC,EYE,QTWO,SKY,QLYS,FATE,HASI,PZZA,ALRM,KLIC,NJR,REZI,AEO,EBC,AWR,CRC,SM,FHI,MC,DBRG,ARNC,GATX,MATX,OUT,ASB,ABCB,BOX,TNET,BEAM,LCII,CWT,SHOO,FLOW,HQY,SFNC,HLNE,DAN,ALE,PCH,BOOT,AX,IRTC,SAFM,WSFS,SFM,UPWK,BLKB,MSTR,KBH,BCO,AEL,FIX,APLE,AEIS,CNX,CATY,CBT,ENS,SR,ORA,AJRD,ESGR,CIM,ACAD,AVA,UNIT,BECN,ASO,OMI,ABM,CBRL,MTX,CYTK,TCBI,HP,FIBK,CARG,ARVN,APLS,SEAS,LHCG,ONB,BCRX,ITCI,FORM,FLR,SI,MP,ATI,HL,NSIT,SITM,BE,MGY,SJI,EQC,SONO,SUM
01/25/2022,4.59,0.33,0.3,0.95,0.34,0.28,0.31,0.29,0.28,0.27,0.27,0.27,0.27,0.29,0.25,0.22,0.22,0.22,0.24,0.21,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.2,0.18,0.19,0.22,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.19,0.16,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.17,0.18,0.17,0.17,0.17,0.19,0.16,0.18,0.17,0.19,0.16,0.16,0.18,0.16,0.17,0.18,0.18,0.16,0.17,0.15,0.14,0.16,0.0,0.15,0.14,0.15,0.17,0.13,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.12,0.13,0.0,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.940000000000005
01/26/2022,4.64,0.33,0.29,2.88,0.34,0.27,0.32,0.3,0.28,0.26,0.27,0.26,0.27,0.28,0.25,0.22,0.22,0.21,0.24,0.2,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.2,0.18,0.19,0.22,0.21,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.16,0.19,0.17,0.19,0.17,0.16,0.19,0.18,0.19,0.17,0.16,0.17,0.15,0.17,0.18,0.14,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.19,0.16,0.16,0.18,0.16,0.17,0.18,0.18,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.14,0.15,0.17,0.12,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.13,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.0,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.0,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.760000000000005
01/27/2022,4.64,0.33,0.29,2.88,0.34,0.27,0.32,0.3,0.28,0.26,0.27,0.26,0.27,0.28,0.25,0.22,0.22,0.21,0.24,0.2,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.2,0.18,0.19,0.22,0.21,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.16,0.19,0.17,0.19,0.17,0.16,0.19,0.18,0.19,0.17,0.16,0.17,0.15,0.17,0.18,0.14,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.19,0.16,0.16,0.18,0.16,0.17,0.18,0.18,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.14,0.15,0.17,0.12,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.13,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.0,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.0,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.760000000000005
01/28/2022,4.64,0.33,0.29,2.88,0.34,0.27,0.32,0.3,0.28,0.26,0.27,0.26,0.27,0.28,0.25,0.22,0.22,0.21,0.24,0.2,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.2,0.18,0.19,0.22,0.21,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.16,0.19,0.17,0.19,0.17,0.16,0.19,0.18,0.19,0.17,0.16,0.17,0.15,0.17,0.18,0.14,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.19,0.16,0.16,0.18,0.16,0.17,0.18,0.18,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.14,0.15,0.17,0.12,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.13,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.0,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.0,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.760000000000005
01/31/2022,5.12,0.27,0.27,3.65,0.35,0.25,0.3,0.28,0.26,0.3,0.27,0.24,0.26,0.27,0.23,0.2,0.2,0.24,0.27,0.19,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.18,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.18,0.21,0.18,0.15,0.19,0.17,0.19,0.17,0.16,0.18,0.17,0.18,0.15,0.16,0.15,0.17,0.17,0.17,0.15,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.16,0.17,0.17,0.2,0.15,0.16,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.17,0.12,0.16,0.18,0.17,0.17,0.16,0.15,0.14,0.13,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.14,0.12,0.15,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.17,0.14,0.12,0.15,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.14,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.0,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.13,0.15,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.53
02/01/2022,0.0,0.27,0.27,0.0,0.0,0.25,0.0,0.28,0.26,0.3,0.27,0.24,0.26,0.27,0.23,0.2,0.2,0.24,0.27,0.19,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.18,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.18,0.21,0.18,0.15,0.19,0.17,0.19,0.17,0.16,0.18,0.17,0.18,0.15,0.16,0.15,0.17,0.17,0.17,0.15,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.16,0.17,0.17,0.2,0.15,0.16,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.17,0.0,0.16,0.18,0.17,0.17,0.16,0.15,0.14,0.13,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.14,0.12,0.15,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.17,0.14,0.12,0.15,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.14,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.1,0.13,0.0,0.0,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.0,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.1,0.0,0.0,0.13,0.15,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.08,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.1,0.0,0.12,0.12,0.0,0.12,0.08,0.11,0.11,0.11,0.1,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3
02/02/2022,5.12,0.27,0.27,3.65,0.35,0.25,0.3,0.28,0.26,0.3,0.27,0.24,0.26,0.27,0.23,0.2,0.2,0.24,0.27,0.19,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.18,0.18,0.21,0.21,0.2,0.2,0.19,0.2,0.18,0.21,0.18,0.15,0.19,0.17,0.19,0.17,0.16,0.18,0.17,0.18,0.15,0.16,0.15,0.17,0.17,0.17,0.15,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.16,0.17,0.17,0.2,0.15,0.16,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.17,0.12,0.16,0.18,0.17,0.17,0.16,0.15,0.14,0.13,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.14,0.12,0.15,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.17,0.14,0.12,0.15,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.13,0.13,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.14,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.12,0.0,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.13,0.15,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.53
02/03/2022,5.09,0.27,0.27,2.84,0.35,0.26,0.3,0.29,0.27,0.29,0.28,0.24,0.27,0.27,0.23,0.2,0.21,0.25,0.26,0.2,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.17,0.21,0.19,0.16,0.19,0.18,0.19,0.17,0.16,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.17,0.17,0.15,0.16,0.17,0.15,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.2,0.15,0.16,0.18,0.16,0.2,0.18,0.18,0.15,0.17,0.14,0.15,0.16,0.0,0.16,0.15,0.15,0.17,0.12,0.16,0.17,0.17,0.17,0.16,0.15,0.14,0.13,0.16,0.15,0.13,0.17,0.14,0.15,0.15,0.14,0.12,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.13,0.17,0.14,0.12,0.16,0.14,0.15,0.14,0.15,0.14,0.0,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.15,0.16,0.15,0.13,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.14,0.12,0.13,0.12,0.0,0.0,0.14,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.13,0.12,0.13,0.15,0.12,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.91
02/04/2022,4.48,0.29,0.3,1.58,0.35,0.28,0.32,0.29,0.28,0.29,0.28,0.26,0.27,0.27,0.25,0.22,0.22,0.26,0.26,0.21,0.23,0.22,0.23,0.24,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.18,0.21,0.19,0.17,0.19,0.18,0.2,0.17,0.17,0.18,0.19,0.19,0.17,0.17,0.16,0.17,0.18,0.17,0.16,0.17,0.17,0.15,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.2,0.15,0.17,0.18,0.16,0.19,0.18,0.18,0.15,0.17,0.15,0.16,0.16,0.0,0.16,0.15,0.15,0.17,0.14,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.16,0.16,0.14,0.17,0.15,0.15,0.15,0.14,0.13,0.15,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.16,0.15,0.12,0.16,0.14,0.15,0.14,0.15,0.14,0.0,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.15,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.0,0.0,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.13,0.12,0.13,0.15,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.71000000000001
02/07/2022,4.59,0.27,0.3,1.54,0.38,0.28,0.32,0.3,0.3,0.29,0.28,0.26,0.27,0.28,0.24,0.21,0.22,0.26,0.26,0.2,0.23,0.22,0.23,0.25,0.23,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.21,0.21,0.2,0.2,0.18,0.21,0.18,0.17,0.19,0.18,0.19,0.17,0.16,0.19,0.18,0.19,0.16,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.21,0.16,0.17,0.18,0.16,0.21,0.18,0.18,0.15,0.17,0.15,0.16,0.16,0.0,0.15,0.15,0.14,0.17,0.13,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.14,0.16,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.16,0.17,0.14,0.17,0.14,0.0,0.17,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.15,0.0,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.16,0.15,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.14,0.0,0.0,0.14,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.0,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.87
02/08/2022,4.59,0.27,0.3,1.54,0.38,0.28,0.32,0.3,0.3,0.29,0.28,0.26,0.27,0.28,0.24,0.21,0.22,0.26,0.26,0.2,0.23,0.22,0.23,0.25,0.23,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.21,0.21,0.2,0.2,0.18,0.21,0.18,0.17,0.19,0.18,0.19,0.17,0.16,0.19,0.18,0.19,0.16,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.21,0.16,0.17,0.18,0.16,0.21,0.18,0.18,0.15,0.17,0.15,0.16,0.16,0.0,0.15,0.15,0.14,0.17,0.13,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.14,0.16,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.16,0.17,0.14,0.17,0.14,0.0,0.17,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.15,0.0,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.16,0.15,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.14,0.0,0.0,0.14,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.0,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.87
02/09/2022,4.56,0.28,0.31,1.42,0.38,0.28,0.31,0.29,0.3,0.29,0.28,0.27,0.27,0.27,0.24,0.21,0.22,0.26,0.26,0.2,0.23,0.22,0.23,0.24,0.23,0.22,0.21,0.21,0.22,0.21,0.19,0.22,0.22,0.22,0.21,0.2,0.2,0.18,0.21,0.18,0.18,0.19,0.16,0.2,0.17,0.17,0.18,0.19,0.19,0.16,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.18,0.17,0.18,0.19,0.18,0.18,0.16,0.21,0.16,0.18,0.18,0.16,0.21,0.18,0.18,0.15,0.17,0.16,0.16,0.16,0.0,0.16,0.15,0.14,0.16,0.14,0.16,0.18,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.14,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.16,0.15,0.17,0.14,0.17,0.14,0.0,0.17,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.15,0.12,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.16,0.17,0.15,0.15,0.14,0.13,0.12,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.14,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.0,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.0,0.13,0.15,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.12,0.0,0.12,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76
