,BABA,FB,TCEHY,SPOT,NFLX,BRK.B,JD,TSLX,NOW,AMZN,Warrant on Airbnb Inc Ordinary Shares - Class A,WDAY,ETSY,SBUX,GOOGL,ADYEY,FGXXX,The Howard Hughes Corp,AAPL,ACGL,CUZ,PINS,PYPL,TEAM,RBLX,ALGN,Tencent Holdings Ltd ADR,SAR.AX,HHC,ABNB,Adyen NV ADR,n/a,V,601319.SS,MSFT,DDOG,DLO,ADBE,MA,DBX,SUM
10/27/2021,7.93,14.91,11.6,3.82,3.73,2.75,4.69,2.64,4.93,6.85,0.0,1.01,4.35,0.0,7.55,3.21,2.18,0.0,2.07,0.0,0.0,0.0,1.44,0.81,1.96,0.84,0.0,0.0,0.0,1.48,0.0,0.0,3.65,0.0,2.5,1.08,0.95,1.04,0.0,0.0,99.97
10/28/2021,7.93,14.91,11.6,3.82,3.73,2.75,4.69,2.64,4.93,6.85,0.0,1.01,4.35,0.0,7.55,3.21,2.18,0.0,2.07,0.0,0.0,0.0,1.44,0.81,1.96,0.84,0.0,0.0,0.0,1.48,0.0,0.0,3.65,0.0,2.5,1.08,0.95,1.04,0.0,0.0,99.97
10/29/2021,7.92,14.41,11.67,3.89,3.86,2.8,4.74,2.65,4.98,6.66,0.0,1.02,4.68,0.0,7.36,3.21,2.2,0.0,2.07,0.0,0.0,0.0,1.47,0.84,1.97,0.84,0.0,0.0,0.0,1.48,0.0,0.0,3.73,0.0,2.49,1.09,0.92,1.06,0.0,0.0,100.01000000000002
11/01/2021,7.73,13.91,11.45,4.18,3.87,2.82,4.62,2.69,4.88,6.91,0.0,1.04,4.59,0.0,7.95,3.22,2.23,0.0,2.11,0.0,0.0,0.0,1.43,0.82,1.94,0.87,0.0,0.0,0.0,1.5,0.0,0.0,3.5,0.0,2.65,1.08,0.95,1.07,0.0,0.0,100.01
11/02/2021,7.68,13.99,11.33,4.38,3.9,2.82,4.58,2.68,5.0,6.95,0.0,1.04,4.53,0.0,7.86,3.18,2.21,0.0,2.14,0.0,0.0,0.0,1.42,0.82,1.98,0.9,0.0,0.0,0.0,1.51,0.0,0.0,3.37,0.0,2.64,1.1,0.94,1.06,0.0,0.0,100.01
11/03/2021,7.46,14.29,10.98,4.39,4.0,2.79,4.43,2.69,5.07,6.81,0.0,1.05,4.68,0.0,7.98,3.14,2.21,0.0,2.1,0.0,0.0,0.0,1.4,0.9,2.01,0.89,0.0,0.0,0.0,1.5,0.0,0.0,3.4,0.0,2.7,1.14,0.92,1.07,0.0,0.0,100.0
11/04/2021,7.46,14.29,10.98,4.39,4.0,2.79,4.43,2.69,5.07,6.81,0.0,1.05,4.68,0.0,7.98,3.14,2.21,0.0,2.1,0.0,0.0,0.0,1.4,0.9,2.01,0.89,0.0,0.0,0.0,1.5,0.0,0.0,3.4,0.0,2.7,1.14,0.92,1.07,0.0,0.0,100.0
11/05/2021,7.67,14.52,11.14,4.55,3.93,2.77,4.65,2.67,4.94,6.67,0.0,1.04,4.53,0.0,7.7,3.07,2.2,0.0,2.08,0.0,0.0,0.0,1.39,0.88,1.93,0.94,0.0,0.0,0.0,1.53,0.0,0.0,3.4,0.0,2.67,1.12,0.94,1.05,0.0,0.0,99.98
11/08/2021,7.35,15.13,11.21,4.39,3.82,2.76,4.48,0.91,4.96,6.92,0.0,0.0,4.99,0.0,7.88,3.24,0.65,0.0,2.09,0.0,0.0,0.0,1.84,0.87,1.94,0.96,0.0,0.0,0.0,1.55,0.0,0.0,4.28,0.0,2.7,1.12,1.38,1.1,1.49,0.0,100.01000000000002
11/09/2021,7.35,15.13,11.21,4.39,3.82,2.76,4.48,0.91,4.96,6.92,0.0,0.0,4.99,0.0,7.88,3.24,0.65,0.0,2.09,0.0,0.0,0.0,1.84,0.87,1.94,0.96,0.0,0.0,0.0,1.55,0.0,0.0,4.28,0.0,2.7,1.12,1.38,1.1,1.49,0.0,100.01000000000002
11/10/2021,7.11,15.43,10.95,4.35,3.7,2.77,4.35,0.93,4.91,7.04,0.0,0.0,4.81,0.0,7.94,3.26,0.65,0.0,2.1,0.0,0.0,0.0,1.83,0.85,1.84,0.97,0.0,0.0,0.0,1.76,0.0,0.0,4.46,0.0,2.71,1.25,1.37,1.08,1.56,0.0,99.98
11/11/2021,7.11,15.43,10.95,4.35,3.7,2.77,4.35,0.93,4.91,7.04,0.0,0.0,4.81,0.0,7.94,3.26,0.65,0.0,2.1,0.0,0.0,0.0,1.83,0.85,1.84,0.97,0.0,0.0,0.0,1.76,0.0,0.0,4.46,0.0,2.71,1.25,1.37,1.08,1.56,0.0,99.98
11/12/2021,7.24,15.25,11.13,4.29,3.72,2.77,4.32,0.95,4.89,6.94,0.0,0.0,4.8,0.0,7.92,3.21,0.65,0.0,2.08,0.0,0.0,0.0,1.85,0.86,1.81,1.0,0.0,0.0,0.0,1.74,0.0,0.0,4.52,0.0,2.7,1.29,1.43,1.08,1.55,0.0,99.99
11/15/2021,7.53,14.84,11.68,4.16,3.77,2.74,4.72,0.94,4.82,6.95,0.0,0.0,4.69,0.0,7.78,3.02,0.6,0.0,2.05,0.0,0.0,0.0,1.64,0.86,2.32,0.97,0.0,0.0,0.0,1.67,0.0,0.0,4.33,0.0,2.68,1.29,1.29,1.05,1.58,0.0,99.97
11/16/2021,7.53,14.84,11.68,4.16,3.77,2.74,4.72,0.94,4.82,6.95,0.0,0.0,4.69,0.0,7.78,3.02,0.6,0.0,2.05,0.0,0.0,0.0,1.64,0.86,2.32,0.97,0.0,0.0,0.0,1.67,0.0,0.0,4.33,0.0,2.68,1.29,1.29,1.05,1.58,0.0,99.97
11/17/2021,7.53,14.84,11.68,4.16,3.77,2.74,4.72,0.94,4.82,6.95,0.0,0.0,4.69,0.0,7.78,3.02,0.6,0.0,2.05,0.0,0.0,0.0,1.64,0.86,2.32,0.97,0.0,0.0,0.0,1.67,0.0,0.0,4.33,0.0,2.68,1.29,1.29,1.05,1.58,0.0,99.97
11/18/2021,7.53,14.84,11.68,4.16,3.77,2.74,4.72,0.94,4.82,6.95,0.0,0.0,4.69,0.0,7.78,3.02,0.6,0.0,2.05,0.0,0.0,0.0,1.64,0.86,2.32,0.97,0.0,0.0,0.0,1.67,0.0,0.0,4.33,0.0,2.68,1.29,1.29,1.05,1.58,0.0,99.97
11/19/2021,7.3,15.38,11.42,4.09,3.81,2.68,4.64,0.92,4.74,6.93,0.0,0.0,4.93,0.0,7.75,2.96,0.59,0.0,2.04,0.0,0.0,0.0,1.68,0.82,2.5,0.94,0.0,0.0,0.0,1.77,0.0,0.0,4.27,0.0,2.65,1.26,1.3,1.06,1.58,0.0,100.01
11/22/2021,7.3,15.38,11.42,4.09,3.81,2.68,4.64,0.92,4.74,6.93,0.0,0.0,4.93,0.0,7.75,2.96,0.59,0.0,2.04,0.0,0.0,0.0,1.68,0.82,2.5,0.94,0.0,0.0,0.0,1.77,0.0,0.0,4.27,0.0,2.65,1.26,1.3,1.06,1.58,0.0,100.01
11/23/2021,7.3,15.38,11.42,4.09,3.81,2.68,4.64,0.92,4.74,6.93,0.0,0.0,4.93,0.0,7.75,2.96,0.59,0.0,2.04,0.0,0.0,0.0,1.68,0.82,2.5,0.94,0.0,0.0,0.0,1.77,0.0,0.0,4.27,0.0,2.65,1.26,1.3,1.06,1.58,0.0,100.01
11/24/2021,6.18,15.34,11.6,3.83,3.82,2.65,5.04,0.91,4.71,7.22,0.0,0.0,5.34,0.0,7.8,2.97,0.59,0.0,2.19,0.0,0.0,0.0,1.54,0.82,3.13,0.95,0.0,0.0,0.0,1.68,0.0,0.0,4.06,0.0,2.71,1.28,1.04,1.11,1.49,0.0,100.0
11/25/2021,6.18,15.34,11.6,3.83,3.82,2.65,5.04,0.91,4.71,7.22,0.0,0.0,5.34,0.0,7.8,2.97,0.59,0.0,2.19,0.0,0.0,0.0,1.54,0.82,3.13,0.95,0.0,0.0,0.0,1.68,0.0,0.0,4.06,0.0,2.71,1.28,1.04,1.11,1.49,0.0,100.0
11/26/2021,6.18,15.34,11.6,3.83,3.82,2.65,5.04,0.91,4.71,7.22,0.0,0.0,5.34,0.0,7.8,2.97,0.59,0.0,2.19,0.0,0.0,0.0,1.54,0.82,3.13,0.95,0.0,0.0,0.0,1.68,0.0,0.0,4.06,0.0,2.71,1.28,1.04,1.11,1.49,0.0,100.0
11/29/2021,6.18,15.58,11.32,3.79,3.81,2.79,5.06,0.94,4.65,7.23,0.0,0.0,5.54,0.0,7.87,2.76,0.61,0.0,2.27,0.0,0.0,0.0,1.54,0.77,2.97,0.93,0.0,0.0,0.0,1.58,0.0,0.0,4.22,0.0,2.75,1.23,0.97,1.1,1.53,0.0,99.99
11/30/2021,6.18,15.58,11.32,3.79,3.81,2.79,5.06,0.94,4.65,7.23,0.0,0.0,5.54,0.0,7.87,2.76,0.61,0.0,2.27,0.0,0.0,0.0,1.54,0.77,2.97,0.93,0.0,0.0,0.0,1.58,0.0,0.0,4.22,0.0,2.75,1.23,0.97,1.1,1.53,0.0,99.99
12/01/2021,6.12,15.44,11.36,3.87,3.91,2.79,5.09,0.95,4.72,7.18,0.0,0.0,5.52,0.0,7.78,2.9,0.62,0.0,2.23,0.0,0.0,0.0,1.56,0.78,2.97,0.92,0.0,0.0,0.0,1.55,0.0,0.0,4.17,0.0,2.72,1.25,0.99,1.11,1.48,0.0,99.98
12/02/2021,6.12,15.44,11.36,3.87,3.91,2.79,5.09,0.95,4.72,7.18,0.0,0.0,5.52,0.0,7.78,2.9,0.62,0.0,2.23,0.0,0.0,0.0,1.56,0.78,2.97,0.92,0.0,0.0,0.0,1.55,0.0,0.0,4.17,0.0,2.72,1.25,0.99,1.11,1.48,0.0,99.98
12/06/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/07/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/08/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/09/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/10/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/13/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/14/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/15/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/16/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/17/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/20/2021,5.82,14.96,11.89,3.66,3.77,2.86,5.04,0.98,4.71,7.32,0.0,0.0,4.92,0.0,8.13,2.92,0.64,0.0,2.42,0.0,0.0,0.0,1.62,0.76,2.95,0.94,0.0,0.0,0.0,1.58,0.0,0.0,4.35,0.0,2.83,1.22,1.03,1.17,1.52,0.0,100.01
12/21/2021,6.5,16.34,10.2,3.72,2.9,1.4,3.41,0.02,4.85,6.71,0.0,0.0,4.27,0.0,8.65,3.79,0.5,0.0,1.53,0.0,0.0,0.0,3.1,0.75,1.66,1.34,0.0,0.0,0.0,1.91,0.0,0.0,4.84,0.0,2.85,1.22,2.33,0.02,3.02,2.16,99.98999999999998
