,XHB,DBC,XLK,SMH,EFA,XLF,SKYY,DBA,KCE,RYT,IPAY,XLI,IBUY,PTH,PSP,VNM,DARXX,BJK,XHS,LIT,IAI,USO,VAW,XRT,EWT,XAR,IHI,KRE,OGIG,VFH,XLE,n/a,CWB,EWO,EWY,MSFT,CRM,ORCL,INTU,TYL,PAYC,AMP,BAC,SCHW,RJF,JPM,SUM
09/22/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/27/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/01/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/04/2021,4.89,4.49,4.57,4.53,4.38,4.53,4.31,4.2,4.17,4.08,3.91,3.53,2.87,3.04,2.9,2.83,1.5,2.86,2.64,2.62,2.44,2.13,2.15,2.12,2.14,1.99,2.0,1.99,1.88,1.89,1.71,0.0,1.67,1.41,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/05/2021,4.62,4.9,4.47,4.4,4.36,4.61,4.31,4.36,4.15,4.0,3.83,3.44,2.79,2.95,2.74,2.81,0.0,2.85,2.54,2.55,2.42,2.41,2.08,2.06,2.08,2.01,1.97,2.14,1.81,1.92,1.95,1.79,1.68,1.44,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/06/2021,4.62,4.9,4.47,4.4,4.36,4.61,4.31,4.36,4.15,4.0,3.83,3.44,2.79,2.95,2.74,2.81,1.79,2.85,2.54,2.55,2.42,2.41,2.08,2.06,2.08,2.01,1.97,2.14,1.81,1.92,1.95,0.0,1.68,1.44,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,4.67,5.05,4.43,4.34,4.37,4.63,4.25,4.41,4.16,3.97,3.77,3.46,2.75,2.92,2.74,2.84,1.64,2.83,2.54,2.5,2.42,2.5,2.09,2.07,2.06,2.03,1.95,2.18,1.78,1.93,2.01,0.0,1.68,1.45,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,4.64,5.07,4.45,4.37,4.36,4.68,4.27,4.35,4.21,3.98,3.76,3.47,2.75,2.93,2.74,2.85,1.53,2.79,2.51,2.55,2.46,2.53,2.09,2.05,2.06,2.01,1.95,2.17,1.79,1.95,2.0,0.0,1.68,1.46,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,4.66,4.89,4.45,4.44,4.39,4.58,4.3,4.35,4.14,3.99,3.8,3.43,2.8,2.98,2.75,2.86,1.75,2.79,2.56,2.6,2.41,2.41,2.06,2.07,2.11,2.0,1.98,2.11,1.82,1.91,1.9,0.0,1.69,1.43,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/12/2021,4.66,4.89,4.45,4.44,4.39,4.58,4.3,4.35,4.14,3.99,3.8,3.43,2.8,2.98,2.75,2.86,1.75,2.79,2.56,2.6,2.41,2.41,2.06,2.07,2.11,2.0,1.98,2.11,1.82,1.91,1.9,0.0,1.69,1.43,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/13/2021,4.63,5.01,4.46,4.35,4.32,4.69,4.32,4.34,4.26,3.96,3.78,3.48,2.76,2.86,2.74,2.87,1.73,2.75,2.48,2.5,2.49,2.5,2.08,2.04,2.05,2.02,1.94,2.17,1.82,1.95,2.04,0.0,1.67,1.43,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/14/2021,4.63,5.01,4.46,4.35,4.32,4.69,4.32,4.34,4.26,3.96,3.78,3.48,2.76,2.86,2.74,2.87,1.73,2.75,2.48,2.5,2.49,2.5,2.08,2.04,2.05,2.02,1.94,2.17,1.82,1.95,2.04,0.0,1.67,1.43,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,4.62,5.04,4.4,4.27,4.3,4.62,4.33,4.32,4.21,3.9,3.68,3.43,2.71,2.81,2.73,2.86,2.45,2.79,2.45,2.5,2.46,2.53,2.09,2.02,2.02,2.03,1.92,2.14,1.82,1.93,2.03,0.0,1.67,1.44,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,4.68,5.03,4.45,4.36,4.31,4.59,4.41,4.19,4.23,3.95,3.72,3.44,2.73,2.79,2.76,2.81,2.21,2.79,2.42,2.59,2.46,2.51,2.11,2.03,2.0,1.99,1.91,2.12,1.85,1.92,2.01,0.0,1.67,1.43,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,4.64,5.03,4.45,4.36,4.31,4.62,4.39,4.18,4.23,3.95,3.77,3.45,2.72,2.75,2.75,2.77,2.3,2.78,2.41,2.6,2.48,2.51,2.1,2.01,2.02,1.98,1.9,2.1,1.85,1.93,2.01,0.0,1.66,1.43,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/20/2021,4.64,5.03,4.45,4.36,4.31,4.62,4.39,4.18,4.23,3.95,3.77,3.45,2.72,2.75,2.75,2.77,2.3,2.78,2.41,2.6,2.48,2.51,2.1,2.01,2.02,1.98,1.9,2.1,1.85,1.93,2.01,0.0,1.66,1.43,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/21/2021,4.7,4.98,4.47,4.38,4.28,4.61,4.4,4.16,4.23,3.96,3.75,3.44,2.74,2.74,2.74,2.78,2.39,2.78,2.39,2.67,2.48,2.49,2.09,2.04,2.0,1.96,1.88,2.1,1.86,1.92,2.0,0.0,1.66,1.43,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,4.65,4.96,4.49,4.4,4.27,4.62,4.44,4.12,4.25,3.97,3.74,3.44,2.74,2.75,2.76,2.77,2.32,2.79,2.41,2.66,2.48,2.49,2.08,2.02,2.02,1.96,1.9,2.09,1.87,1.92,2.01,0.0,1.65,1.42,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/25/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/26/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/28/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/29/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/01/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/02/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/03/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/04/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/05/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/08/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/09/2021,4.72,4.93,4.48,4.42,4.26,4.63,4.46,4.08,4.28,3.98,3.7,3.46,2.75,2.79,2.8,2.75,2.13,2.78,2.46,2.64,2.46,2.49,2.09,2.05,2.01,1.96,1.93,2.13,1.89,1.93,1.98,0.0,1.66,1.41,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/10/2021,4.75,4.96,4.47,4.39,4.29,4.7,4.44,4.09,4.33,3.99,3.69,3.48,2.72,2.8,2.83,2.76,1.84,2.77,2.46,2.64,2.49,2.52,2.09,2.05,2.0,1.96,1.95,2.15,1.86,1.96,2.01,0.0,1.65,1.42,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,4.82,4.78,4.64,4.85,4.27,4.55,4.48,4.05,4.41,4.08,2.86,3.46,2.66,2.82,0.01,2.84,6.05,0.01,2.53,2.83,2.43,2.42,2.14,2.15,2.04,1.94,1.91,2.16,1.81,1.91,1.99,0.0,1.64,1.43,0.05,0.34,0.34,0.31,0.28,0.27,0.25,0.25,0.24,0.23,0.23,0.23,99.99
11/12/2021,4.82,4.78,4.64,4.85,4.27,4.55,4.48,4.05,4.41,4.08,2.86,3.46,2.66,2.82,0.01,2.84,6.05,0.01,2.53,2.83,2.43,2.42,2.14,2.15,2.04,1.94,1.91,2.16,1.81,1.91,1.99,0.0,1.64,1.43,0.05,0.34,0.34,0.31,0.28,0.27,0.25,0.25,0.24,0.23,0.23,0.23,99.99
11/15/2021,5.15,5.08,4.83,5.07,4.47,4.8,4.69,4.38,4.65,4.28,2.95,3.64,2.78,2.94,0.01,3.0,1.15,0.01,2.66,2.98,2.55,2.53,2.28,2.28,2.17,2.01,2.0,2.29,1.9,2.02,2.07,0.0,1.72,1.49,0.05,0.35,0.35,0.32,0.28,0.28,0.25,0.26,0.25,0.25,0.25,0.24,99.96
11/16/2021,5.22,5.04,4.86,5.09,4.47,4.78,4.73,4.38,4.65,4.29,2.97,3.65,2.82,2.93,0.01,3.0,1.15,0.01,2.65,2.96,2.55,2.5,2.28,2.28,2.17,2.0,1.99,2.27,1.93,2.01,2.05,0.0,1.72,1.46,0.06,0.35,0.35,0.32,0.29,0.28,0.25,0.26,0.25,0.25,0.24,0.24,100.01
11/17/2021,5.22,5.04,4.86,5.09,4.47,4.78,4.73,4.38,4.65,4.29,2.97,3.65,2.82,2.93,0.01,3.0,1.15,0.01,2.65,2.96,2.55,2.5,2.28,2.28,2.17,2.0,1.99,2.27,1.93,2.01,2.05,0.0,1.72,1.46,0.06,0.35,0.35,0.32,0.29,0.28,0.25,0.26,0.25,0.25,0.24,0.24,100.01
11/18/2021,5.22,5.04,4.86,5.09,4.47,4.78,4.73,4.38,4.65,4.29,2.97,3.65,2.82,2.93,0.01,3.0,1.15,0.01,2.65,2.96,2.55,2.5,2.28,2.28,2.17,2.0,1.99,2.27,1.93,2.01,2.05,0.0,1.72,1.46,0.06,0.35,0.35,0.32,0.29,0.28,0.25,0.26,0.25,0.25,0.24,0.24,100.01
11/19/2021,5.22,4.96,4.83,5.08,4.38,4.71,4.68,4.34,4.58,4.26,2.94,3.6,2.78,2.91,0.01,2.96,2.32,0.01,2.61,2.82,2.51,2.47,2.23,2.29,2.14,1.96,1.98,2.24,1.92,1.98,2.04,0.0,1.69,1.44,0.05,0.35,0.35,0.32,0.29,0.28,0.24,0.25,0.25,0.24,0.24,0.23,99.98
11/22/2021,5.31,5.01,4.91,5.14,4.46,4.74,4.71,4.48,4.61,4.31,2.9,3.65,2.77,2.95,0.01,3.03,1.2,0.01,2.64,2.89,2.52,2.47,2.26,2.28,2.2,2.0,2.01,2.27,1.93,1.99,2.05,0.0,1.71,1.46,0.05,0.35,0.36,0.33,0.29,0.28,0.24,0.25,0.25,0.25,0.24,0.24,100.01
11/23/2021,5.31,5.01,4.91,5.14,4.46,4.74,4.71,4.48,4.61,4.31,2.9,3.65,2.77,2.95,0.01,3.03,1.2,0.01,2.64,2.89,2.52,2.47,2.26,2.28,2.2,2.0,2.01,2.27,1.93,1.99,2.05,0.0,1.71,1.46,0.05,0.35,0.36,0.33,0.29,0.28,0.24,0.25,0.25,0.25,0.24,0.24,100.01
11/24/2021,5.34,5.04,4.97,5.28,4.48,4.73,4.68,4.47,4.61,4.32,2.86,3.65,2.74,2.94,0.01,3.04,1.03,0.01,2.6,2.89,2.52,2.5,2.25,2.33,2.23,1.99,2.0,2.27,1.92,1.99,2.04,0.0,1.7,1.45,0.05,0.36,0.35,0.33,0.29,0.28,0.24,0.25,0.25,0.25,0.24,0.23,100.0
11/25/2021,5.41,5.05,5.01,5.29,4.46,4.8,4.48,4.55,4.61,4.32,2.74,3.68,2.65,2.87,0.01,2.99,1.22,0.01,2.58,3.0,2.55,2.48,2.28,2.32,2.23,1.99,2.0,2.3,1.85,2.01,2.02,0.0,1.69,1.42,0.06,0.36,0.35,0.33,0.31,0.28,0.23,0.26,0.25,0.25,0.24,0.24,100.03
11/26/2021,5.41,5.15,5.0,5.26,4.46,4.87,4.42,4.59,4.65,4.32,2.76,3.69,2.6,2.82,0.01,3.03,0.0,0.01,2.55,2.95,2.59,2.56,2.28,2.29,2.22,1.99,1.98,2.34,1.82,2.04,2.08,1.04,1.68,1.42,0.06,0.36,0.34,0.32,0.31,0.27,0.23,0.26,0.26,0.26,0.25,0.24,100.04
