,AAPL,MSFT,AMZN,FB,JNJ,JPM,GOOG,GOOGL,BRK.B,CMCSA,INTC,UNH,V,VZ,MA,BAC,PG,CSCO,QCOM,NVDA,PFE,PEP,ORCL,WMT,UNP,TGT,KO,T,DIS,HD,TXN,LLY,ACN,MS,MRK,AXP,CHTR,ABBV,LOW,ADBE,AVGO,XOM,CVX,LRCX,NKE,CAT,AMAT,IBM,WFC,TMO,COST,AMGN,GNRC,MSCI,CSX,C,MMM,UPS,DHR,MU,BBY,ANTM,HON,GS,SCHW,DE,COP,RTX,ODFL,GM,CVS,ABT,PYPL,CI,SPGI,NSC,TSLA,GILD,TROW,BMY,ALGN,NFLX,MCD,MDT,APTV,F,USB,FDX,AMP,ZTS,COF,TMUS,ZBRA,BKNG,MO,CRL,URI,TJX,HUM,IDXX,KR,INTU,TEL,SIVB,FCX,ADP,LMT,DFS,PNC,SHW,ETN,PPG,KLAC,HZNP,NUE,SYF,CPRT,WST,ALL,PH,ON,AON,DHI,SWKS,MRVL,LBRDK,JCI,ADI,SBUX,LIN,EMR,CNC,BLK,PAYC,EL,LPLA,CMI,CTAS,EBAY,ITW,TRV,RSG,CBRE,DOW,CTLT,ORLY,KEYS,WM,MOH,NDAQ,TT,DG,MPC,BLL,CB,BK,AVY,IQV,LYB,MCO,ALLY,TFC,BIIB,ENTG,ICE,DVA,TER,MMC,ALB,CARR,CDW,NOC,SEDG,QRVO,CDNS,FTNT,JBL,LUV,KSU,STLD,CMG,WSM,HBAN,DECK,LEN,PAYX,GPN,ROK,MTD,PGR,ATVI,XLNX,LH,LULU,FIS,WBA,MDLZ,MET,PCAR,GLW,ADM,MCHP,GD,SNPS,RMD,TSCO,SLB,DOV,PWR,A,HIG,PXD,MAR,KMX,COG,EOG,VLO,CTRA,ULTA,BLDR,CTSH,CAR,ANET,CRM,POOL,EPAM,AMD,TREX,DLTR,ENPH,DDS,NEE,MCK,CERN,STX,DVN,FITB,OXY,TSN,CSL,FLT,WMB,CCK,APD,RS,WHR,PKG,CL,JBHT,IT,PKI,REGN,SWK,GXO,HPQ,AN,OKE,AJG,CIEN,UHAL,DRI,GPC,OMC,FISV,KEY,STT,GWW,PRU,NTRS,LHX,AFL,PHM,ABC,CE,PM,MORN,TDY,HLT,FICO,ROST,HES,WBD,DAR,CTVA,SYY,NEM,BX,GIS,SUM
10/01/2021,4.59,3.82,2.47,1.01,1.0,1.1,0.87,0.85,0.75,0.67,0.71,0.69,0.68,0.59,0.57,0.56,0.52,0.5,0.4,0.44,0.38,0.41,0.41,0.39,0.36,0.36,0.36,0.37,0.36,0.37,0.38,0.31,0.37,0.35,0.34,0.35,0.31,0.3,0.33,0.29,0.31,0.32,0.3,0.29,0.25,0.26,0.28,0.26,0.25,0.29,0.27,0.25,0.26,0.23,0.21,0.23,0.21,0.23,0.23,0.24,0.21,0.24,0.21,0.21,0.23,0.21,0.26,0.21,0.23,0.21,0.22,0.21,0.2,0.2,0.19,0.18,0.21,0.19,0.18,0.17,0.17,0.21,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.16,0.16,0.15,0.15,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.21,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.11,0.14,0.13,0.13,0.12,0.14,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.85000000000001
10/04/2021,4.62,3.82,2.46,1.01,1.0,1.1,0.86,0.84,0.75,0.68,0.7,0.69,0.68,0.59,0.58,0.56,0.52,0.5,0.39,0.44,0.39,0.41,0.41,0.39,0.36,0.36,0.36,0.37,0.36,0.38,0.37,0.32,0.36,0.34,0.35,0.35,0.31,0.3,0.34,0.29,0.31,0.31,0.3,0.29,0.25,0.25,0.27,0.27,0.25,0.29,0.28,0.25,0.25,0.24,0.21,0.23,0.22,0.22,0.23,0.24,0.21,0.24,0.21,0.21,0.22,0.2,0.26,0.21,0.23,0.21,0.22,0.21,0.2,0.2,0.19,0.18,0.21,0.19,0.18,0.17,0.17,0.21,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.17,0.16,0.15,0.15,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.17,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.15,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.14,0.12,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.79
10/05/2021,4.61,3.89,2.52,1.02,0.98,1.1,0.87,0.87,0.75,0.69,0.71,0.68,0.69,0.59,0.59,0.56,0.51,0.5,0.39,0.44,0.38,0.41,0.41,0.38,0.36,0.35,0.36,0.37,0.37,0.37,0.38,0.32,0.37,0.34,0.38,0.36,0.32,0.3,0.33,0.29,0.3,0.32,0.3,0.29,0.25,0.25,0.28,0.28,0.25,0.29,0.28,0.25,0.25,0.24,0.21,0.23,0.21,0.22,0.22,0.23,0.2,0.23,0.21,0.21,0.22,0.2,0.27,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.19,0.17,0.17,0.17,0.22,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.17,0.16,0.15,0.15,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.13,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.15,0.15,0.11,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88
10/06/2021,4.61,3.89,2.52,1.02,0.98,1.1,0.87,0.87,0.75,0.69,0.71,0.68,0.69,0.59,0.59,0.56,0.51,0.5,0.39,0.44,0.38,0.41,0.41,0.38,0.36,0.35,0.36,0.37,0.37,0.37,0.38,0.32,0.37,0.34,0.38,0.36,0.32,0.3,0.33,0.29,0.3,0.32,0.3,0.29,0.25,0.25,0.28,0.28,0.25,0.29,0.28,0.25,0.25,0.24,0.21,0.23,0.21,0.22,0.22,0.23,0.2,0.23,0.21,0.21,0.22,0.2,0.27,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.19,0.17,0.17,0.17,0.22,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.17,0.16,0.15,0.15,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.13,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.15,0.15,0.11,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88
10/07/2021,4.61,3.89,2.52,1.02,0.98,1.1,0.87,0.87,0.75,0.69,0.71,0.68,0.69,0.59,0.59,0.56,0.51,0.5,0.39,0.44,0.38,0.41,0.41,0.38,0.36,0.35,0.36,0.37,0.37,0.37,0.38,0.32,0.37,0.34,0.38,0.36,0.32,0.3,0.33,0.29,0.3,0.32,0.3,0.29,0.25,0.25,0.28,0.28,0.25,0.29,0.28,0.25,0.25,0.24,0.21,0.23,0.21,0.22,0.22,0.23,0.2,0.23,0.21,0.21,0.22,0.2,0.27,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.19,0.17,0.17,0.17,0.22,0.18,0.17,0.16,0.18,0.18,0.14,0.17,0.17,0.16,0.15,0.15,0.18,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.13,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.15,0.15,0.11,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.13,0.13,0.11,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88
10/08/2021,4.55,3.84,2.48,0.98,0.98,1.11,0.86,0.87,0.75,0.7,0.71,0.68,0.68,0.6,0.57,0.57,0.52,0.5,0.39,0.43,0.38,0.41,0.41,0.38,0.37,0.35,0.36,0.37,0.37,0.38,0.37,0.31,0.36,0.33,0.39,0.36,0.32,0.3,0.34,0.28,0.3,0.33,0.31,0.28,0.26,0.25,0.27,0.28,0.25,0.29,0.27,0.25,0.25,0.23,0.22,0.23,0.21,0.22,0.22,0.23,0.2,0.23,0.21,0.21,0.22,0.2,0.28,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.18,0.17,0.17,0.17,0.21,0.18,0.17,0.17,0.18,0.18,0.14,0.17,0.17,0.16,0.15,0.15,0.19,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.15,0.15,0.11,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.650000000000006
10/11/2021,4.59,3.94,2.51,0.99,0.98,1.12,0.87,0.89,0.76,0.69,0.71,0.68,0.68,0.59,0.57,0.57,0.52,0.49,0.39,0.44,0.37,0.42,0.41,0.38,0.38,0.35,0.37,0.37,0.37,0.38,0.38,0.32,0.37,0.34,0.37,0.35,0.32,0.3,0.33,0.29,0.31,0.32,0.31,0.28,0.26,0.25,0.27,0.27,0.26,0.29,0.28,0.25,0.25,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.2,0.23,0.21,0.21,0.23,0.2,0.28,0.22,0.23,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.18,0.17,0.17,0.17,0.23,0.19,0.17,0.16,0.18,0.18,0.14,0.17,0.17,0.16,0.14,0.15,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.13,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.15,0.11,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.12,0.12,0.15,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.07000000000001
10/12/2021,4.59,3.93,2.51,0.97,0.98,1.12,0.88,0.9,0.76,0.66,0.7,0.7,0.69,0.57,0.57,0.57,0.52,0.49,0.38,0.44,0.37,0.42,0.42,0.38,0.38,0.35,0.37,0.36,0.37,0.38,0.38,0.32,0.36,0.34,0.37,0.36,0.3,0.31,0.33,0.29,0.31,0.32,0.31,0.27,0.26,0.25,0.27,0.27,0.26,0.29,0.28,0.25,0.25,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.2,0.24,0.21,0.21,0.23,0.2,0.29,0.22,0.22,0.23,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.18,0.17,0.16,0.16,0.22,0.18,0.17,0.17,0.19,0.18,0.14,0.17,0.17,0.16,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.14,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.15,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.1,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96000000000001
10/13/2021,4.59,3.93,2.51,0.97,0.98,1.12,0.88,0.9,0.76,0.66,0.7,0.7,0.69,0.57,0.57,0.57,0.52,0.49,0.38,0.44,0.37,0.42,0.42,0.38,0.38,0.35,0.37,0.36,0.37,0.38,0.38,0.32,0.36,0.34,0.37,0.36,0.3,0.31,0.33,0.29,0.31,0.32,0.31,0.27,0.26,0.25,0.27,0.27,0.26,0.29,0.28,0.25,0.25,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.2,0.24,0.21,0.21,0.23,0.2,0.29,0.22,0.22,0.23,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.18,0.17,0.16,0.16,0.22,0.18,0.17,0.17,0.19,0.18,0.14,0.17,0.17,0.16,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.14,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.15,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.1,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96000000000001
10/14/2021,4.59,3.93,2.51,0.97,0.98,1.12,0.88,0.9,0.76,0.66,0.7,0.7,0.69,0.57,0.57,0.57,0.52,0.49,0.38,0.44,0.37,0.42,0.42,0.38,0.38,0.35,0.37,0.36,0.37,0.38,0.38,0.32,0.36,0.34,0.37,0.36,0.3,0.31,0.33,0.29,0.31,0.32,0.31,0.27,0.26,0.25,0.27,0.27,0.26,0.29,0.28,0.25,0.25,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.2,0.24,0.21,0.21,0.23,0.2,0.29,0.22,0.22,0.23,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.18,0.17,0.16,0.16,0.22,0.18,0.17,0.17,0.19,0.18,0.14,0.17,0.17,0.16,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.14,0.13,0.13,0.14,0.14,0.15,0.12,0.12,0.15,0.13,0.13,0.2,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.1,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96000000000001
