,MSFT,NVDA,ADBE,BRK.B,PG,HD,COST,V,CSCO,TSLA,BAC,UNH,PYPL,PEP,NFLX,TMUS,MA,ACN,XOM,NEE,INTC,DHR,PFE,MRK,ABBV,TXN,ABT,LLY,CVX,NOW,INTU,TMO,MCD,CHTR,C,QCOM,HON,LIN,AMD,MDT,AVGO,BMY,BKNG,ORCL,MS,UNP,AMGN,LOW,UPS,TGT,PNC,RTX,PM,IBM,SCHW,ADSK,USB,CAT,ATVI,ZBRA,BA,AMAT,AMT,MDLZ,GE,ISRG,ANET,CVS,VEEV,SPGI,ADP,CI,DE,GILD,ZTS,TFC,PLD,LMT,LRCX,EQIX,FIS,CB,SYK,AXP,CDNS,CME,OMC,MU,MO,CCI,LUMN,DG,DUK,VRTX,TJX,MET,GRMN,ICE,ANTM,CSX,PRU,NSC,ILMN,MCO,F,REGN,SO,MMC,STZ,FDX,JCI,APD,BIIB,BDX,EMR,DD,MNST,CL,SHW,IPG,ETN,FISV,D,BSX,EL,ADM,WM,COF,ADI,CMG,PSA,ECL,EW,ALXN,NOC,BK,INFO,ROP,TROW,SNPS,VRSN,EXC,TEL,DOW,COP,GPN,IAC,ITW,AIG,EXPE,VIAC,LHX,HUM,HCA,APTV,ROST,WBA,SLB,ALGN,MPC,CMI,ZM,FCX,TRV,AON,NEM,DISH,ALL,CTSH,PSX,FRC,EA,ORLY,SYY,MAR,HPQ,SIVB,APH,AEP,PAYX,AFL,FITB,SRE,LUV,YUM,DLR,EBAY,PPG,CBRE,AMP,HLT,STT,NWSA,KR,IQV,BAX,MCK,FTNT,KLAC,EOG,KMB,GD,TT,VRSK,AZN,DXCM,GE.,MSI,WFC,MTCH,MMM,FOXA,SPOT,ETSY,IT,FOX,MGM,AAL,NWS,LYV,NET,XLNX,SUM
07/23/2021,6.86,2.21,2.36,2.22,1.87,1.63,1.69,1.62,1.58,1.5,1.29,1.3,1.31,1.24,1.16,1.11,1.06,1.06,0.82,0.91,0.77,0.83,0.8,0.75,0.76,0.74,0.76,0.75,0.65,0.72,0.71,0.72,0.67,0.66,0.62,0.64,0.65,0.62,0.56,0.58,0.6,0.59,0.52,0.6,0.51,0.49,0.5,0.49,0.49,0.48,0.43,0.42,0.44,0.44,0.4,0.41,0.4,0.39,0.39,0.38,0.34,0.36,0.39,0.39,0.34,0.37,0.37,0.36,0.37,0.36,0.36,0.34,0.34,0.35,0.36,0.32,0.35,0.32,0.3,0.33,0.31,0.31,0.28,0.29,0.3,0.29,0.27,0.27,0.28,0.29,0.26,0.29,0.29,0.28,0.26,0.25,0.26,0.25,0.25,0.23,0.23,0.23,0.24,0.24,0.21,0.23,0.24,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.21,0.21,0.19,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.15,0.17,0.16,0.15,0.15,0.17,0.17,0.17,0.15,0.15,0.15,0.13,0.15,0.13,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.0,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.48
07/26/2021,6.81,2.23,2.35,2.23,1.81,1.63,1.66,1.61,1.56,1.49,1.31,1.29,1.32,1.2,1.1,1.08,1.08,1.06,0.84,0.88,0.78,0.8,0.8,0.72,0.76,0.75,0.74,0.74,0.66,0.72,0.72,0.69,0.67,0.65,0.63,0.64,0.66,0.63,0.57,0.59,0.6,0.58,0.54,0.6,0.54,0.49,0.49,0.49,0.48,0.48,0.44,0.44,0.42,0.44,0.41,0.42,0.41,0.39,0.39,0.39,0.36,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.37,0.36,0.36,0.34,0.35,0.34,0.35,0.33,0.35,0.32,0.32,0.32,0.31,0.32,0.29,0.3,0.3,0.29,0.26,0.27,0.28,0.28,0.26,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.2,0.22,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.19,0.16,0.15,0.15,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.12,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42999999999999
07/27/2021,6.95,2.23,2.38,2.2,1.8,1.65,1.68,1.63,1.59,1.45,1.27,1.29,1.33,1.21,1.09,1.07,1.11,1.06,0.82,0.89,0.73,0.83,0.81,0.73,0.76,0.72,0.75,0.75,0.65,0.73,0.73,0.71,0.69,0.65,0.62,0.64,0.65,0.63,0.58,0.59,0.6,0.58,0.54,0.59,0.53,0.49,0.49,0.5,0.47,0.49,0.43,0.44,0.42,0.43,0.39,0.43,0.39,0.39,0.39,0.4,0.36,0.38,0.39,0.38,0.34,0.37,0.37,0.36,0.38,0.36,0.36,0.34,0.35,0.34,0.36,0.32,0.35,0.32,0.32,0.32,0.31,0.31,0.29,0.3,0.31,0.29,0.25,0.26,0.28,0.27,0.25,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.22,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.17,0.18,0.16,0.15,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42999999999999
07/28/2021,6.95,2.23,2.38,2.2,1.8,1.65,1.68,1.63,1.59,1.45,1.27,1.29,1.33,1.21,1.09,1.07,1.11,1.06,0.82,0.89,0.73,0.83,0.81,0.73,0.76,0.72,0.75,0.75,0.65,0.73,0.73,0.71,0.69,0.65,0.62,0.64,0.65,0.63,0.58,0.59,0.6,0.58,0.54,0.59,0.53,0.49,0.49,0.5,0.47,0.49,0.43,0.44,0.42,0.43,0.39,0.43,0.39,0.39,0.39,0.4,0.36,0.38,0.39,0.38,0.34,0.37,0.37,0.36,0.38,0.36,0.36,0.34,0.35,0.34,0.36,0.32,0.35,0.32,0.32,0.32,0.31,0.31,0.29,0.3,0.31,0.29,0.25,0.26,0.28,0.27,0.25,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.22,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.17,0.18,0.16,0.15,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42999999999999
07/29/2021,6.95,2.23,2.38,2.2,1.8,1.65,1.68,1.63,1.59,1.45,1.27,1.29,1.33,1.21,1.09,1.07,1.11,1.06,0.82,0.89,0.73,0.83,0.81,0.73,0.76,0.72,0.75,0.75,0.65,0.73,0.73,0.71,0.69,0.65,0.62,0.64,0.65,0.63,0.58,0.59,0.6,0.58,0.54,0.59,0.53,0.49,0.49,0.5,0.47,0.49,0.43,0.44,0.42,0.43,0.39,0.43,0.39,0.39,0.39,0.4,0.36,0.38,0.39,0.38,0.34,0.37,0.37,0.36,0.38,0.36,0.36,0.34,0.35,0.34,0.36,0.32,0.35,0.32,0.32,0.32,0.31,0.31,0.29,0.3,0.31,0.29,0.25,0.26,0.28,0.27,0.25,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.22,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.17,0.18,0.16,0.15,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42999999999999
07/30/2021,6.95,2.23,2.38,2.2,1.8,1.65,1.68,1.63,1.59,1.45,1.27,1.29,1.33,1.21,1.09,1.07,1.11,1.06,0.82,0.89,0.73,0.83,0.81,0.73,0.76,0.72,0.75,0.75,0.65,0.73,0.73,0.71,0.69,0.65,0.62,0.64,0.65,0.63,0.58,0.59,0.6,0.58,0.54,0.59,0.53,0.49,0.49,0.5,0.47,0.49,0.43,0.44,0.42,0.43,0.39,0.43,0.39,0.39,0.39,0.4,0.36,0.38,0.39,0.38,0.34,0.37,0.37,0.36,0.38,0.36,0.36,0.34,0.35,0.34,0.36,0.32,0.35,0.32,0.32,0.32,0.31,0.31,0.29,0.3,0.31,0.29,0.25,0.26,0.28,0.27,0.25,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.22,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.16,0.15,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.17,0.18,0.16,0.15,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42999999999999
08/02/2021,6.88,2.23,2.37,2.2,1.79,1.61,1.68,1.62,1.58,1.46,1.29,1.26,1.31,1.21,1.1,1.08,1.09,1.06,0.84,0.9,0.73,0.83,0.85,0.74,0.76,0.72,0.75,0.76,0.66,0.73,0.73,0.71,0.69,0.65,0.63,0.63,0.66,0.63,0.62,0.6,0.59,0.59,0.55,0.58,0.53,0.48,0.48,0.48,0.43,0.48,0.43,0.44,0.43,0.44,0.39,0.43,0.4,0.39,0.36,0.39,0.37,0.37,0.39,0.38,0.36,0.37,0.37,0.36,0.38,0.35,0.36,0.33,0.35,0.35,0.36,0.33,0.35,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.25,0.26,0.28,0.27,0.25,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.21,0.23,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.16,0.18,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/03/2021,6.88,2.23,2.37,2.2,1.79,1.61,1.68,1.62,1.58,1.46,1.29,1.26,1.31,1.21,1.1,1.08,1.09,1.06,0.84,0.9,0.73,0.83,0.85,0.74,0.76,0.72,0.75,0.76,0.66,0.73,0.73,0.71,0.69,0.65,0.63,0.63,0.66,0.63,0.62,0.6,0.59,0.59,0.55,0.58,0.53,0.48,0.48,0.48,0.43,0.48,0.43,0.44,0.43,0.44,0.39,0.43,0.4,0.39,0.36,0.39,0.37,0.37,0.39,0.38,0.36,0.37,0.37,0.36,0.38,0.35,0.36,0.33,0.35,0.35,0.36,0.33,0.35,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.25,0.26,0.28,0.27,0.25,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.21,0.23,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.16,0.18,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/04/2021,6.88,2.23,2.37,2.2,1.79,1.61,1.68,1.62,1.58,1.46,1.29,1.26,1.31,1.21,1.1,1.08,1.09,1.06,0.84,0.9,0.73,0.83,0.85,0.74,0.76,0.72,0.75,0.76,0.66,0.73,0.73,0.71,0.69,0.65,0.63,0.63,0.66,0.63,0.62,0.6,0.59,0.59,0.55,0.58,0.53,0.48,0.48,0.48,0.43,0.48,0.43,0.44,0.43,0.44,0.39,0.43,0.4,0.39,0.36,0.39,0.37,0.37,0.39,0.38,0.36,0.37,0.37,0.36,0.38,0.35,0.36,0.33,0.35,0.35,0.36,0.33,0.35,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.25,0.26,0.28,0.27,0.25,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.21,0.23,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.16,0.18,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/05/2021,6.88,2.23,2.37,2.2,1.79,1.61,1.68,1.62,1.58,1.46,1.29,1.26,1.31,1.21,1.1,1.08,1.09,1.06,0.84,0.9,0.73,0.83,0.85,0.74,0.76,0.72,0.75,0.76,0.66,0.73,0.73,0.71,0.69,0.65,0.63,0.63,0.66,0.63,0.62,0.6,0.59,0.59,0.55,0.58,0.53,0.48,0.48,0.48,0.43,0.48,0.43,0.44,0.43,0.44,0.39,0.43,0.4,0.39,0.36,0.39,0.37,0.37,0.39,0.38,0.36,0.37,0.37,0.36,0.38,0.35,0.36,0.33,0.35,0.35,0.36,0.33,0.35,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.25,0.26,0.28,0.27,0.25,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.21,0.23,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.22,0.19,0.19,0.19,0.0,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.16,0.18,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/06/2021,6.83,2.25,2.35,2.2,1.83,1.62,1.7,1.57,1.6,1.59,1.28,1.28,1.17,1.2,1.09,1.08,1.06,1.05,0.83,0.9,0.74,0.84,0.85,0.72,0.74,0.73,0.75,0.76,0.66,0.73,0.73,0.71,0.68,0.67,0.63,0.66,0.66,0.64,0.68,0.6,0.6,0.58,0.53,0.59,0.53,0.49,0.47,0.47,0.43,0.48,0.42,0.44,0.43,0.43,0.39,0.44,0.39,0.38,0.35,0.4,0.36,0.38,0.39,0.38,0.34,0.38,0.37,0.36,0.38,0.37,0.37,0.34,0.35,0.34,0.35,0.32,0.35,0.31,0.32,0.31,0.29,0.32,0.3,0.29,0.31,0.28,0.25,0.27,0.28,0.27,0.25,0.29,0.29,0.27,0.26,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.21,0.22,0.24,0.24,0.22,0.21,0.23,0.22,0.21,0.23,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.16,0.15,0.17,0.15,0.19,0.17,0.15,0.15,0.13,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.15,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.0,0.13,0.12,0.0,0.13,0.14,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.41
08/09/2021,6.85,2.31,2.37,2.19,1.83,1.63,1.72,1.54,1.6,1.59,1.29,1.29,1.19,1.18,1.09,1.05,1.04,1.05,0.81,0.91,0.74,0.86,0.88,0.71,0.74,0.73,0.75,0.81,0.65,0.74,0.74,0.72,0.66,0.69,0.63,0.66,0.65,0.65,0.75,0.59,0.6,0.58,0.51,0.6,0.53,0.48,0.45,0.47,0.42,0.48,0.43,0.43,0.43,0.44,0.39,0.45,0.39,0.38,0.34,0.4,0.36,0.39,0.39,0.36,0.35,0.38,0.37,0.35,0.38,0.38,0.37,0.34,0.35,0.34,0.36,0.32,0.35,0.3,0.32,0.32,0.27,0.32,0.29,0.29,0.32,0.28,0.25,0.28,0.27,0.27,0.23,0.29,0.29,0.27,0.26,0.25,0.28,0.25,0.25,0.24,0.23,0.22,0.25,0.24,0.2,0.23,0.24,0.24,0.21,0.21,0.23,0.22,0.21,0.22,0.22,0.2,0.22,0.2,0.22,0.22,0.22,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.18,0.19,0.19,0.18,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.15,0.17,0.16,0.15,0.14,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.17,0.14,0.14,0.16,0.14,0.15,0.16,0.14,0.14,0.14,0.15,0.0,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.13,0.15,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.49
08/10/2021,6.87,2.3,2.38,2.23,1.8,1.61,1.72,1.56,1.58,1.55,1.34,1.26,1.2,1.17,1.09,1.04,1.05,1.06,0.82,0.92,0.73,0.86,0.87,0.7,0.73,0.73,0.75,0.81,0.66,0.73,0.73,0.71,0.66,0.68,0.65,0.64,0.65,0.64,0.69,0.58,0.6,0.58,0.53,0.59,0.55,0.49,0.45,0.47,0.42,0.48,0.44,0.44,0.42,0.44,0.41,0.45,0.4,0.38,0.34,0.4,0.37,0.38,0.38,0.36,0.35,0.39,0.37,0.35,0.38,0.37,0.37,0.3,0.36,0.34,0.35,0.33,0.35,0.3,0.32,0.31,0.28,0.32,0.29,0.29,0.31,0.28,0.25,0.28,0.27,0.27,0.23,0.29,0.29,0.27,0.26,0.26,0.28,0.25,0.24,0.24,0.24,0.22,0.24,0.24,0.21,0.24,0.24,0.24,0.21,0.2,0.23,0.22,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.17,0.14,0.15,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.15,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42000000000002
08/11/2021,6.87,2.3,2.38,2.23,1.8,1.61,1.72,1.56,1.58,1.55,1.34,1.26,1.2,1.17,1.09,1.04,1.05,1.06,0.82,0.92,0.73,0.86,0.87,0.7,0.73,0.73,0.75,0.81,0.66,0.73,0.73,0.71,0.66,0.68,0.65,0.64,0.65,0.64,0.69,0.58,0.6,0.58,0.53,0.59,0.55,0.49,0.45,0.47,0.42,0.48,0.44,0.44,0.42,0.44,0.41,0.45,0.4,0.38,0.34,0.4,0.37,0.38,0.38,0.36,0.35,0.39,0.37,0.35,0.38,0.37,0.37,0.3,0.36,0.34,0.35,0.33,0.35,0.3,0.32,0.31,0.28,0.32,0.29,0.29,0.31,0.28,0.25,0.28,0.27,0.27,0.23,0.29,0.29,0.27,0.26,0.26,0.28,0.25,0.24,0.24,0.24,0.22,0.24,0.24,0.21,0.24,0.24,0.24,0.21,0.2,0.23,0.22,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.23,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.19,0.17,0.15,0.15,0.14,0.17,0.17,0.14,0.15,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.17,0.14,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.14,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.13,0.12,0.0,0.12,0.15,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42000000000002
