,Cash & Cash Equivalents,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,CBA.AX,6758.T,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,BHP.AX,ALV.DE,6861.T,GSK.L,CSL.AX,RIO.L,SU.PA,BP.L,BATS.L,9984.T,AI.PA,RDSA.AS,AIR.PA,ENEL.MI,DAI.DE,RYDBF,388.HK,IBE.MC,BAS.DE,DTE.DE,ADS.DE,WBC.AX,BNP.PA,6098.T,DPW.DE,7974.T,8306.T,KER.PA,SAN.MC,NAB.AX,RKT.L,8035.T,RITN.,BHP.L,4063.T,ABBN.SW,ANZ.AX,BAYN.DE,ZURN.SW,6501.T,DG.PA,UBSG.SW,LONN.SW,REL.L,ABI.BR,7267.T,6594.T,4502.T,AAL.L,IFX.DE,7741.T,EL.PA,PRU.L,9433.T,DSV.CO,INGA.AS,ADYEN.AS,WES.AX,CS.PA,SAF.PA,6954.T,6367.T,BN.PA,SIKA.SW,6981.T,RMS.PA,RI.PA,PRX.AS,ISP.MI,LLOY.L,VOW3.DE,8316.T,INVE B.ST,NG.L,VOD.L,PHIA.AS,9983.T,GIVN.SW,BBVA.MC,GLEN.L,D05.SI,BARC.L,ATCO A.ST,VWS.CO,MQG.AX,STLA.MI,CRH.L,CPG.L,6702.T,MUV2.DE,ITX.MC,ERIC B.ST,8031.T,9434.T,NDA SE.ST,3382.T,VNA.DE,LSEG.L,EXPN.L,PGHN.SW,ALC.SW,8058.T,8411.T,4568.T,8001.T,VOLV B.ST,WOW.AX,SGO.PA,RIO.AX,BMW.DE,6273.T,AHT.L,CLNX.MC,9432.T,DSM.AS,DB1.DE,DSY.PA,AMS.MC,4503.T,ASSA B.ST,FLTR.L,2413.T,FERG.L,AD.AS,O39.SI,CAP.PA,HEIA.AS,ENI.MI,4452.T,HOLN.SW,TCL.AX,6902.T,4661.T,8766.T,HEXA B.ST,NOKIA.HE,EVO.ST,LR.PA,FMG.AX,SAND.ST,4911.T,ORSTED.CO,GEBN.SW,GMAB.CO,KNEBV.HE,6752.T,SREN.SW,ML.PA,WKL.AS,4901.T,ZAL.DE,EOAN.DE,STM.PA,DBK.DE,GMG.AX,NESTE.HE,MRK.DE,5108.T,CSGN.SW,4519.T,4543.T,6503.T,RACE.MI,TSCO.L,VIV.PA,UCG.MI,RWE.DE,ENGI.PA,BT.A.L,SAMPO.HE,669.HK,TEP.PA,4523.T,GLE.PA,2914.T,TEF.MC,WLN.PA,BA.L,7733.T,AKZA.AS,DSYA.,DHER.DE,FRE.DE,7751.T,MT.AS,KRZ.IR,6301.T,n/a,U11.SI,SSE.L,CFR.SW,SE,7309.T,SEB A.ST,8591.T,EQNR.OL,8750.T,6869.T,6326.T,G.MI,9022.T,VIE.PA,KBC.BR,LGEN.L,SUM
09/28/2021,0.0,2.0,2.07,1.45,1.19,1.04,1.06,1.03,0.8,0.77,0.84,0.96,0.73,0.79,0.75,0.59,0.61,0.62,0.65,0.64,0.46,0.52,0.69,0.55,0.58,0.42,0.54,0.49,0.45,0.4,0.45,0.48,0.45,0.38,0.41,0.43,0.42,0.36,0.39,0.39,0.36,0.37,0.4,0.48,0.37,0.3,0.4,0.32,0.35,0.36,0.32,0.41,0.0,0.3,0.37,0.34,0.32,0.3,0.35,0.31,0.32,0.32,0.34,0.33,0.25,0.27,0.3,0.3,0.26,0.32,0.35,0.32,0.28,0.31,0.31,0.3,0.36,0.27,0.29,0.25,0.25,0.32,0.26,0.28,0.29,0.27,0.26,0.44,0.26,0.24,0.23,0.25,0.24,0.26,0.25,0.24,0.22,0.25,0.25,0.26,0.22,0.25,0.25,0.24,0.25,0.22,0.22,0.2,0.21,0.22,0.23,0.18,0.19,0.22,0.24,0.2,0.19,0.2,0.24,0.23,0.24,0.22,0.2,0.27,0.2,0.18,0.2,0.21,0.15,0.18,0.23,0.2,0.19,0.21,0.21,0.18,0.22,0.17,0.17,0.18,0.2,0.19,0.18,0.2,0.16,0.2,0.15,0.18,0.16,0.14,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.17,0.0,0.15,0.15,0.15,0.16,0.16,0.14,0.16,0.14,0.15,0.17,0.17,0.13,0.16,0.18,0.14,0.16,0.15,0.17,0.16,0.14,0.14,0.17,0.15,0.16,0.15,0.0,0.15,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.14,0.13,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.14,0.0,0.13,0.32,0.13,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.19
09/29/2021,0.0,1.97,2.03,1.44,1.17,1.03,1.08,1.05,0.8,0.75,0.83,0.95,0.73,0.83,0.74,0.58,0.61,0.62,0.65,0.62,0.45,0.52,0.7,0.54,0.58,0.41,0.53,0.49,0.44,0.41,0.44,0.48,0.44,0.37,0.42,0.44,0.41,0.36,0.39,0.38,0.35,0.38,0.41,0.49,0.37,0.31,0.41,0.31,0.35,0.36,0.32,0.41,0.0,0.3,0.37,0.34,0.31,0.3,0.35,0.32,0.32,0.32,0.33,0.32,0.24,0.28,0.3,0.3,0.26,0.32,0.35,0.32,0.28,0.31,0.3,0.3,0.35,0.27,0.3,0.25,0.25,0.33,0.26,0.28,0.29,0.27,0.26,0.43,0.26,0.24,0.23,0.26,0.24,0.25,0.25,0.23,0.23,0.24,0.25,0.26,0.22,0.25,0.25,0.23,0.25,0.22,0.22,0.2,0.22,0.22,0.22,0.19,0.19,0.22,0.23,0.2,0.19,0.2,0.23,0.22,0.24,0.23,0.2,0.27,0.2,0.18,0.2,0.21,0.15,0.18,0.23,0.2,0.19,0.21,0.21,0.18,0.21,0.17,0.18,0.17,0.2,0.19,0.18,0.2,0.16,0.2,0.15,0.18,0.17,0.14,0.16,0.17,0.17,0.2,0.18,0.17,0.16,0.16,0.0,0.15,0.15,0.15,0.16,0.16,0.14,0.16,0.14,0.15,0.16,0.18,0.0,0.16,0.18,0.15,0.15,0.14,0.17,0.16,0.14,0.14,0.18,0.15,0.16,0.15,0.0,0.15,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.45,0.0,0.0,0.32,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,67.28999999999999
09/30/2021,0.0,1.94,1.97,1.43,1.16,1.03,1.11,1.02,0.79,0.76,0.83,0.94,0.75,0.83,0.73,0.6,0.61,0.62,0.68,0.61,0.45,0.53,0.68,0.54,0.57,0.41,0.52,0.51,0.45,0.41,0.44,0.5,0.45,0.37,0.42,0.46,0.41,0.36,0.39,0.38,0.35,0.38,0.42,0.48,0.36,0.31,0.42,0.31,0.36,0.37,0.32,0.41,0.0,0.3,0.36,0.33,0.32,0.3,0.35,0.33,0.33,0.33,0.32,0.32,0.25,0.28,0.3,0.3,0.26,0.32,0.35,0.31,0.29,0.31,0.29,0.31,0.35,0.27,0.3,0.26,0.25,0.31,0.26,0.26,0.29,0.26,0.26,0.43,0.27,0.25,0.23,0.26,0.24,0.25,0.25,0.23,0.23,0.24,0.26,0.26,0.23,0.25,0.24,0.23,0.25,0.22,0.22,0.21,0.21,0.22,0.23,0.19,0.19,0.22,0.24,0.2,0.2,0.19,0.22,0.22,0.24,0.23,0.2,0.27,0.2,0.18,0.2,0.21,0.16,0.18,0.22,0.2,0.18,0.21,0.2,0.18,0.2,0.18,0.17,0.17,0.2,0.19,0.18,0.2,0.16,0.2,0.15,0.18,0.17,0.14,0.16,0.17,0.18,0.2,0.18,0.17,0.15,0.16,0.0,0.15,0.15,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.16,0.18,0.0,0.16,0.18,0.15,0.15,0.14,0.16,0.16,0.14,0.14,0.18,0.15,0.16,0.15,0.0,0.16,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.52,0.0,0.0,0.31,0.13,0.13,0.13,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,67.35
10/01/2021,0.0,1.92,1.84,1.42,1.13,1.03,1.12,1.01,0.8,0.76,0.81,0.91,0.75,0.83,0.72,0.6,0.61,0.63,0.69,0.6,0.44,0.53,0.67,0.54,0.55,0.41,0.51,0.52,0.45,0.42,0.44,0.52,0.44,0.37,0.43,0.47,0.42,0.35,0.4,0.38,0.33,0.38,0.41,0.49,0.36,0.31,0.43,0.31,0.35,0.37,0.32,0.41,0.0,0.3,0.36,0.33,0.32,0.3,0.35,0.34,0.32,0.33,0.31,0.31,0.25,0.29,0.3,0.3,0.25,0.31,0.35,0.31,0.29,0.32,0.28,0.31,0.33,0.26,0.3,0.25,0.25,0.32,0.26,0.26,0.29,0.25,0.26,0.43,0.26,0.24,0.23,0.27,0.23,0.25,0.25,0.24,0.23,0.24,0.25,0.27,0.23,0.25,0.23,0.23,0.25,0.22,0.21,0.21,0.21,0.22,0.22,0.19,0.2,0.23,0.24,0.2,0.19,0.19,0.22,0.2,0.23,0.23,0.21,0.27,0.21,0.18,0.2,0.2,0.15,0.18,0.22,0.19,0.18,0.21,0.2,0.18,0.2,0.17,0.18,0.17,0.19,0.18,0.17,0.2,0.16,0.19,0.15,0.19,0.17,0.14,0.16,0.17,0.18,0.2,0.17,0.17,0.15,0.16,0.0,0.15,0.15,0.15,0.15,0.16,0.13,0.17,0.14,0.15,0.16,0.18,0.0,0.16,0.17,0.15,0.15,0.13,0.16,0.16,0.14,0.14,0.17,0.15,0.15,0.15,0.0,0.15,0.14,0.14,0.0,0.14,0.16,0.13,0.0,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4.09,0.0,0.0,0.31,0.0,0.13,0.13,0.13,0.14,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,67.42999999999999
10/04/2021,0.0,2.02,1.82,1.5,1.16,1.06,1.11,1.09,0.82,0.81,0.82,0.95,0.78,0.82,0.73,0.62,0.63,0.66,0.7,0.61,0.47,0.54,0.68,0.55,0.56,0.43,0.52,0.54,0.44,0.41,0.44,0.53,0.46,0.36,0.44,0.48,0.43,0.35,0.41,0.39,0.35,0.4,0.42,0.48,0.36,0.32,0.42,0.31,0.37,0.39,0.33,0.39,0.0,0.31,0.35,0.34,0.34,0.31,0.36,0.33,0.32,0.34,0.33,0.33,0.25,0.29,0.29,0.31,0.27,0.31,0.34,0.32,0.3,0.31,0.28,0.33,0.32,0.27,0.31,0.25,0.25,0.32,0.26,0.26,0.3,0.25,0.27,0.43,0.27,0.26,0.24,0.27,0.23,0.25,0.25,0.24,0.25,0.24,0.26,0.28,0.24,0.25,0.24,0.24,0.26,0.23,0.22,0.21,0.21,0.22,0.23,0.19,0.2,0.23,0.24,0.2,0.19,0.19,0.23,0.21,0.24,0.23,0.2,0.27,0.2,0.19,0.21,0.2,0.16,0.19,0.21,0.2,0.18,0.21,0.2,0.18,0.2,0.17,0.18,0.17,0.19,0.18,0.18,0.2,0.17,0.19,0.16,0.2,0.17,0.15,0.16,0.17,0.19,0.2,0.18,0.17,0.15,0.17,0.0,0.15,0.16,0.15,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.18,0.0,0.16,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.14,0.18,0.15,0.15,0.15,0.0,0.16,0.13,0.14,0.0,0.15,0.16,0.13,0.0,0.15,0.14,0.14,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.03,0.13,0.0,0.32,0.0,0.0,0.0,0.13,0.14,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,66.69
10/05/2021,0.0,2.03,1.8,1.53,1.19,1.07,1.1,1.08,0.83,0.82,0.83,0.94,0.76,0.81,0.72,0.63,0.64,0.66,0.7,0.62,0.47,0.55,0.67,0.56,0.56,0.43,0.52,0.54,0.44,0.41,0.45,0.54,0.47,0.37,0.45,0.49,0.44,0.35,0.41,0.39,0.35,0.4,0.42,0.49,0.36,0.29,0.41,0.32,0.37,0.38,0.32,0.39,0.0,0.31,0.34,0.33,0.33,0.31,0.36,0.33,0.33,0.34,0.33,0.33,0.25,0.29,0.29,0.3,0.27,0.31,0.33,0.32,0.3,0.31,0.28,0.33,0.33,0.27,0.31,0.26,0.24,0.31,0.26,0.26,0.29,0.26,0.27,0.43,0.27,0.25,0.25,0.26,0.24,0.25,0.25,0.24,0.24,0.25,0.26,0.28,0.24,0.26,0.24,0.23,0.26,0.22,0.22,0.22,0.21,0.23,0.24,0.19,0.19,0.23,0.25,0.2,0.2,0.2,0.23,0.2,0.23,0.23,0.2,0.27,0.2,0.19,0.21,0.19,0.15,0.19,0.21,0.2,0.19,0.21,0.21,0.19,0.2,0.18,0.18,0.17,0.2,0.19,0.18,0.2,0.17,0.2,0.16,0.2,0.17,0.15,0.16,0.17,0.19,0.2,0.18,0.17,0.16,0.17,0.0,0.15,0.16,0.15,0.16,0.17,0.14,0.16,0.15,0.15,0.17,0.18,0.0,0.17,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.15,0.0,0.17,0.13,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.78,0.0,0.0,0.33,0.0,0.0,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.0,66.64999999999999
10/06/2021,0.0,2.03,1.8,1.53,1.19,1.07,1.1,1.08,0.83,0.82,0.83,0.94,0.76,0.81,0.72,0.63,0.64,0.66,0.7,0.62,0.47,0.55,0.67,0.56,0.56,0.43,0.52,0.54,0.44,0.41,0.45,0.54,0.47,0.37,0.45,0.49,0.44,0.35,0.41,0.39,0.35,0.4,0.42,0.49,0.36,0.29,0.41,0.32,0.37,0.38,0.32,0.39,0.0,0.31,0.34,0.33,0.33,0.31,0.36,0.33,0.33,0.34,0.33,0.33,0.25,0.29,0.29,0.3,0.27,0.31,0.33,0.32,0.3,0.31,0.28,0.33,0.33,0.27,0.31,0.26,0.24,0.31,0.26,0.26,0.29,0.26,0.27,0.43,0.27,0.25,0.25,0.26,0.24,0.25,0.25,0.24,0.24,0.25,0.26,0.28,0.24,0.26,0.24,0.23,0.26,0.22,0.22,0.22,0.21,0.23,0.24,0.19,0.19,0.23,0.25,0.2,0.2,0.2,0.23,0.2,0.23,0.23,0.2,0.27,0.2,0.19,0.21,0.19,0.15,0.19,0.21,0.2,0.19,0.21,0.21,0.19,0.2,0.18,0.18,0.17,0.2,0.19,0.18,0.2,0.17,0.2,0.16,0.2,0.17,0.15,0.16,0.17,0.19,0.2,0.18,0.17,0.16,0.17,0.0,0.15,0.16,0.15,0.16,0.17,0.14,0.16,0.15,0.15,0.17,0.18,0.0,0.17,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.15,0.0,0.17,0.13,0.14,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.78,0.0,0.0,0.33,0.0,0.0,0.13,0.13,0.15,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.0,66.64999999999999
10/07/2021,0.0,2.06,1.76,1.57,1.18,1.08,1.09,1.1,0.83,0.81,0.82,0.96,0.8,0.8,0.71,0.63,0.65,0.66,0.72,0.62,0.47,0.55,0.66,0.56,0.56,0.43,0.52,0.56,0.45,0.4,0.45,0.55,0.46,0.38,0.45,0.5,0.43,0.35,0.41,0.4,0.34,0.41,0.42,0.49,0.36,0.29,0.41,0.32,0.37,0.39,0.32,0.37,0.0,0.31,0.34,0.34,0.34,0.31,0.36,0.33,0.33,0.34,0.33,0.33,0.25,0.3,0.28,0.3,0.27,0.3,0.32,0.32,0.3,0.31,0.27,0.32,0.32,0.27,0.32,0.26,0.24,0.31,0.26,0.27,0.28,0.26,0.27,0.42,0.27,0.25,0.24,0.26,0.23,0.26,0.26,0.23,0.24,0.25,0.26,0.29,0.24,0.26,0.24,0.21,0.26,0.22,0.22,0.22,0.21,0.23,0.24,0.19,0.19,0.23,0.23,0.2,0.2,0.2,0.23,0.2,0.23,0.23,0.2,0.27,0.2,0.19,0.21,0.19,0.15,0.19,0.2,0.2,0.19,0.21,0.21,0.19,0.2,0.18,0.18,0.17,0.19,0.18,0.18,0.21,0.17,0.19,0.16,0.2,0.17,0.15,0.16,0.17,0.2,0.2,0.18,0.18,0.15,0.17,0.0,0.15,0.16,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.17,0.17,0.0,0.17,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.15,0.18,0.15,0.15,0.16,0.0,0.17,0.14,0.15,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.53,0.14,0.0,0.33,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.0,66.46
10/08/2021,0.0,2.04,1.82,1.54,1.2,1.07,1.06,1.1,0.82,0.82,0.82,0.97,0.8,0.78,0.72,0.64,0.65,0.66,0.74,0.62,0.46,0.55,0.64,0.56,0.56,0.43,0.52,0.57,0.45,0.38,0.45,0.56,0.46,0.38,0.45,0.51,0.43,0.36,0.41,0.4,0.34,0.41,0.44,0.48,0.37,0.29,0.41,0.32,0.38,0.39,0.32,0.36,0.0,0.31,0.34,0.34,0.34,0.31,0.36,0.32,0.33,0.35,0.33,0.34,0.25,0.29,0.27,0.3,0.27,0.32,0.31,0.33,0.31,0.31,0.28,0.33,0.33,0.27,0.32,0.26,0.23,0.3,0.26,0.26,0.27,0.26,0.28,0.43,0.28,0.26,0.24,0.26,0.24,0.26,0.26,0.23,0.22,0.25,0.27,0.29,0.24,0.27,0.25,0.21,0.26,0.23,0.21,0.22,0.2,0.23,0.24,0.2,0.19,0.23,0.23,0.2,0.19,0.2,0.23,0.2,0.23,0.23,0.2,0.27,0.2,0.19,0.21,0.2,0.15,0.19,0.19,0.2,0.19,0.21,0.2,0.19,0.2,0.18,0.18,0.17,0.19,0.17,0.19,0.21,0.17,0.19,0.16,0.2,0.16,0.15,0.16,0.16,0.19,0.2,0.18,0.18,0.15,0.17,0.0,0.15,0.16,0.15,0.16,0.17,0.14,0.15,0.15,0.16,0.17,0.17,0.0,0.17,0.17,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.15,0.16,0.0,0.17,0.14,0.15,0.0,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.75,0.0,0.0,0.33,0.0,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,66.72999999999999
10/11/2021,0.0,2.05,1.85,1.58,1.2,1.08,1.04,1.1,0.81,0.82,0.84,0.97,0.79,0.77,0.71,0.68,0.65,0.66,0.72,0.62,0.46,0.55,0.64,0.56,0.56,0.44,0.52,0.56,0.44,0.38,0.45,0.54,0.46,0.38,0.46,0.5,0.44,0.38,0.4,0.38,0.34,0.41,0.44,0.48,0.36,0.3,0.42,0.32,0.39,0.4,0.31,0.36,0.0,0.32,0.34,0.34,0.34,0.32,0.36,0.32,0.33,0.35,0.33,0.33,0.25,0.28,0.27,0.27,0.27,0.32,0.32,0.32,0.31,0.31,0.28,0.33,0.33,0.27,0.32,0.26,0.23,0.31,0.26,0.27,0.26,0.26,0.28,0.46,0.28,0.26,0.24,0.27,0.23,0.25,0.25,0.23,0.22,0.25,0.27,0.29,0.24,0.27,0.25,0.21,0.27,0.23,0.22,0.22,0.2,0.23,0.23,0.2,0.2,0.23,0.23,0.19,0.19,0.2,0.23,0.21,0.23,0.23,0.2,0.27,0.2,0.19,0.22,0.2,0.15,0.19,0.19,0.2,0.18,0.21,0.21,0.19,0.2,0.17,0.19,0.17,0.19,0.17,0.18,0.21,0.17,0.19,0.16,0.2,0.17,0.15,0.16,0.16,0.18,0.2,0.17,0.18,0.14,0.17,0.0,0.16,0.16,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.17,0.16,0.0,0.17,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.14,0.17,0.14,0.16,0.17,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.16,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.95,0.14,0.0,0.33,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.13,66.95
10/12/2021,0.0,2.04,1.8,1.6,1.18,1.07,1.06,1.1,0.81,0.82,0.83,0.97,0.79,0.78,0.71,0.68,0.65,0.66,0.73,0.61,0.48,0.55,0.65,0.56,0.57,0.44,0.51,0.57,0.44,0.38,0.45,0.56,0.45,0.38,0.47,0.51,0.43,0.38,0.4,0.38,0.34,0.41,0.43,0.49,0.35,0.3,0.41,0.32,0.39,0.4,0.31,0.37,0.0,0.32,0.34,0.34,0.34,0.32,0.37,0.32,0.33,0.36,0.32,0.33,0.25,0.29,0.27,0.26,0.28,0.32,0.32,0.32,0.31,0.31,0.27,0.33,0.32,0.27,0.32,0.27,0.23,0.31,0.25,0.27,0.26,0.26,0.28,0.45,0.28,0.26,0.24,0.26,0.23,0.25,0.25,0.23,0.22,0.25,0.27,0.28,0.24,0.27,0.24,0.2,0.27,0.23,0.22,0.21,0.2,0.23,0.23,0.2,0.2,0.23,0.23,0.19,0.19,0.2,0.23,0.2,0.23,0.23,0.2,0.26,0.2,0.19,0.22,0.2,0.16,0.19,0.19,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.17,0.18,0.2,0.17,0.19,0.16,0.2,0.16,0.15,0.16,0.17,0.18,0.2,0.17,0.19,0.14,0.16,0.0,0.16,0.16,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.0,0.16,0.17,0.16,0.15,0.14,0.16,0.15,0.16,0.14,0.17,0.14,0.16,0.17,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.16,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.98,0.14,0.0,0.33,0.0,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,66.91
10/13/2021,0.0,2.04,1.8,1.6,1.18,1.07,1.06,1.1,0.81,0.82,0.83,0.97,0.79,0.78,0.71,0.68,0.65,0.66,0.73,0.61,0.48,0.55,0.65,0.56,0.57,0.44,0.51,0.57,0.44,0.38,0.45,0.56,0.45,0.38,0.47,0.51,0.43,0.38,0.4,0.38,0.34,0.41,0.43,0.49,0.35,0.3,0.41,0.32,0.39,0.4,0.31,0.37,0.0,0.32,0.34,0.34,0.34,0.32,0.37,0.32,0.33,0.36,0.32,0.33,0.25,0.29,0.27,0.26,0.28,0.32,0.32,0.32,0.31,0.31,0.27,0.33,0.32,0.27,0.32,0.27,0.23,0.31,0.25,0.27,0.26,0.26,0.28,0.45,0.28,0.26,0.24,0.26,0.23,0.25,0.25,0.23,0.22,0.25,0.27,0.28,0.24,0.27,0.24,0.2,0.27,0.23,0.22,0.21,0.2,0.23,0.23,0.2,0.2,0.23,0.23,0.19,0.19,0.2,0.23,0.2,0.23,0.23,0.2,0.26,0.2,0.19,0.22,0.2,0.16,0.19,0.19,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.19,0.17,0.19,0.17,0.18,0.2,0.17,0.19,0.16,0.2,0.16,0.15,0.16,0.17,0.18,0.2,0.17,0.19,0.14,0.16,0.0,0.16,0.16,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.0,0.16,0.17,0.16,0.15,0.14,0.16,0.15,0.16,0.14,0.17,0.14,0.16,0.17,0.0,0.17,0.14,0.14,0.0,0.15,0.16,0.14,0.0,0.16,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.98,0.14,0.0,0.33,0.0,0.0,0.14,0.13,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,66.91
10/14/2021,0.0,2.02,1.78,1.6,1.18,1.07,1.08,1.1,0.8,0.8,0.82,0.97,0.79,0.8,0.7,0.69,0.65,0.66,0.74,0.6,0.48,0.55,0.66,0.56,0.56,0.45,0.5,0.58,0.44,0.4,0.44,0.56,0.45,0.37,0.48,0.51,0.43,0.37,0.4,0.38,0.33,0.41,0.43,0.5,0.35,0.29,0.42,0.32,0.39,0.4,0.31,0.36,0.0,0.33,0.35,0.33,0.34,0.32,0.36,0.33,0.33,0.36,0.32,0.33,0.24,0.29,0.27,0.26,0.29,0.31,0.32,0.31,0.31,0.31,0.27,0.34,0.32,0.27,0.31,0.27,0.23,0.31,0.25,0.27,0.26,0.26,0.28,0.45,0.28,0.27,0.24,0.26,0.23,0.25,0.25,0.23,0.22,0.25,0.27,0.29,0.24,0.27,0.24,0.2,0.27,0.23,0.21,0.21,0.2,0.23,0.23,0.2,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.23,0.23,0.2,0.27,0.2,0.19,0.22,0.2,0.16,0.19,0.19,0.2,0.18,0.21,0.2,0.19,0.19,0.18,0.19,0.17,0.19,0.16,0.18,0.2,0.17,0.19,0.16,0.2,0.16,0.15,0.18,0.17,0.19,0.2,0.17,0.18,0.14,0.16,0.0,0.16,0.16,0.14,0.16,0.16,0.14,0.15,0.15,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.16,0.17,0.0,0.17,0.0,0.14,0.0,0.15,0.15,0.0,0.0,0.15,0.14,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.29,0.14,0.0,0.33,0.0,0.0,0.13,0.14,0.15,0.14,0.0,0.0,0.14,0.0,0.0,0.13,0.13,67.1
