,NTES,BIDU,700.HK,BILI,WB,788.HK,IQ,002624 C2,002602 C2,603444 C1,MOMO,1060.HK,1024.HK,300413 C2,002555 C2,HUYA,002027 C2,300251 C2,YY,ATHM,002127 C2,002558 C2,DOYU,300418 C2,002131 C2,601098 C1,CASH,TME,772.HK,1236 HK,n/a,600050 C1,002602.SZ,603444.SS,MOMOUSD,300413.SZ,002555.SZ,002027.SZ,002624.SZ,300251.SZ,002127.SZ,300418.SZ,002558.SZ,FRGXX,002131.SZ,601098.SS,1236EUR,3888.HK,SUM
07/23/2021,10.96,9.55,9.13,7.33,4.77,4.47,3.35,3.28,3.3,3.43,3.05,3.26,2.59,3.12,3.29,2.73,2.97,2.75,2.69,2.66,2.65,1.89,1.66,2.0,1.51,1.47,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/26/2021,10.91,9.6,9.18,7.13,4.85,4.52,3.29,3.25,3.32,3.44,3.09,3.29,2.71,3.06,3.24,2.73,3.09,2.76,2.69,2.51,2.63,1.89,1.63,2.01,1.6,1.46,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,10.91,9.6,9.18,7.13,4.85,4.52,3.29,3.25,3.32,3.44,3.09,3.29,2.71,3.06,3.24,2.73,3.09,2.76,2.69,2.51,2.63,1.89,1.63,2.01,1.6,1.46,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/29/2021,9.72,9.79,9.26,6.44,5.0,4.97,3.32,3.18,3.53,3.36,3.11,3.44,2.39,3.18,3.19,2.83,3.2,2.95,2.81,2.52,2.61,1.99,1.67,2.11,1.73,1.59,0.09,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/30/2021,10.06,9.96,8.82,6.37,4.8,5.09,3.42,3.09,3.54,3.43,3.16,3.38,2.39,3.07,3.14,2.71,3.11,2.98,2.97,2.57,2.62,2.03,1.63,2.15,1.76,1.64,0.09,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,10.84,9.95,9.19,6.5,4.87,4.77,3.41,2.96,3.27,3.31,3.3,3.37,2.46,3.26,3.08,2.73,3.14,2.76,2.77,2.48,2.63,1.92,1.64,2.08,1.65,1.55,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,10.84,9.95,9.19,6.5,4.87,4.77,3.41,2.96,3.27,3.31,3.3,3.37,2.46,3.26,3.08,2.73,3.14,2.76,2.77,2.48,2.63,1.92,1.64,2.08,1.65,1.55,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,11.1,9.87,9.04,6.29,4.97,4.91,3.39,2.98,3.41,3.33,3.26,3.33,2.31,3.25,3.13,2.76,3.09,2.76,2.75,2.37,2.66,1.94,1.66,2.1,1.66,1.57,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,11.18,9.83,8.79,6.51,4.97,5.0,3.4,2.98,3.41,3.27,3.31,3.37,2.27,3.22,3.17,2.74,3.14,2.75,2.67,2.4,2.62,1.94,1.66,2.1,1.66,1.53,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,10.35,10.12,8.62,6.32,5.11,5.27,3.49,2.95,3.37,3.29,3.41,3.45,2.31,3.37,3.12,2.62,3.23,2.86,2.66,2.27,2.67,2.0,1.58,2.12,1.72,1.61,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,10.01,10.5,8.71,6.21,5.25,5.46,3.49,2.94,3.3,3.38,3.46,3.54,1.96,3.12,3.13,2.61,3.23,2.84,2.7,2.4,2.67,2.01,1.58,2.03,1.74,1.63,0.0,0.02,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/11/2021,10.04,10.51,9.09,6.14,5.22,5.52,3.42,2.88,3.32,3.3,3.42,3.54,1.89,3.3,3.06,2.47,3.19,2.85,2.68,2.34,2.71,1.99,1.57,2.07,1.75,1.64,0.0,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
08/13/2021,10.24,10.29,9.47,6.08,5.06,5.17,3.33,2.9,3.3,3.33,3.43,3.58,1.84,3.54,3.07,2.45,3.43,2.86,2.71,2.27,2.68,1.99,1.56,2.04,1.71,1.6,0.0,0.02,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
08/16/2021,10.52,10.12,9.58,6.19,5.08,5.27,3.03,2.92,3.37,3.38,3.41,3.54,1.85,3.54,3.16,2.34,3.34,2.89,2.51,2.2,2.67,2.02,1.49,2.04,1.79,1.63,0.0,0.02,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
08/18/2021,10.51,9.9,9.57,5.88,5.01,5.35,3.11,2.94,3.44,3.46,3.44,3.55,1.81,3.56,3.15,2.35,3.37,2.93,2.51,2.2,2.69,2.07,1.53,2.1,1.8,1.67,0.0,0.02,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
08/19/2021,10.25,9.76,9.46,5.64,4.95,5.48,3.02,3.04,3.54,3.49,3.47,3.6,1.73,3.61,3.23,2.27,3.54,3.06,2.44,2.19,2.87,2.12,1.4,2.17,1.86,1.73,0.0,0.02,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,10.33,9.73,9.3,5.66,4.64,5.57,3.02,3.1,3.54,3.49,3.47,3.61,1.69,3.56,3.19,2.33,3.52,3.1,2.37,2.24,2.82,2.11,1.6,2.23,1.89,1.74,0.0,0.01,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/23/2021,9.85,9.5,9.12,5.43,4.82,5.64,2.86,3.21,3.83,3.61,3.38,3.62,1.58,3.73,3.3,2.37,3.49,3.25,2.68,2.24,2.68,2.16,1.53,2.31,1.91,1.77,0.0,0.01,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
08/24/2021,9.85,9.5,9.12,5.43,4.82,5.64,2.86,3.21,3.83,3.61,3.38,3.62,1.58,3.73,3.3,2.37,3.49,3.25,2.68,2.24,2.68,2.16,1.53,2.31,1.91,1.77,0.0,0.01,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
08/25/2021,10.03,9.5,9.19,5.6,5.04,5.51,2.9,3.1,3.77,3.5,3.55,3.65,1.63,3.58,3.16,2.4,3.33,3.2,2.76,2.26,2.68,2.1,1.55,2.23,1.88,1.76,0.0,0.01,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,10.25,9.54,9.07,5.72,5.0,5.39,2.96,3.09,3.66,3.48,3.54,3.53,1.62,3.62,3.2,2.38,3.49,3.2,2.81,2.29,2.64,2.09,1.62,2.17,1.84,1.71,0.0,0.01,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,10.62,9.86,9.39,6.08,5.05,5.13,3.05,2.93,3.52,3.29,3.53,3.47,1.77,3.41,2.99,2.49,3.41,3.03,2.98,2.31,2.52,1.95,1.68,2.04,1.76,1.63,0.0,0.02,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,10.49,9.85,9.42,6.03,5.09,5.14,2.97,2.92,3.77,3.22,3.6,3.56,1.56,3.26,2.97,2.44,3.35,3.07,3.26,2.2,2.48,1.96,1.68,2.15,1.79,1.65,0.0,0.02,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,10.49,9.85,9.42,6.03,5.09,5.14,2.97,2.92,3.77,3.22,3.6,3.56,1.56,3.26,2.97,2.44,3.35,3.07,3.26,2.2,2.48,1.96,1.68,2.15,1.79,1.65,0.0,0.02,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,10.85,9.94,9.47,5.96,4.62,5.23,2.84,2.92,3.86,3.25,3.66,3.28,1.61,3.04,2.98,2.41,3.29,3.06,3.44,2.27,2.52,1.97,1.68,2.16,1.9,1.69,0.0,0.02,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,10.59,10.04,9.55,5.93,4.7,5.34,2.87,2.77,4.09,3.35,3.64,3.08,1.77,2.9,2.86,2.35,3.23,3.13,3.47,2.35,2.3,1.96,1.72,2.27,1.9,1.74,0.0,0.02,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,10.18,9.43,9.38,6.22,3.83,4.12,3.15,2.66,3.49,2.65,3.65,3.04,3.66,2.77,2.92,2.82,3.13,2.99,4.05,3.52,2.12,1.86,0.0,2.16,1.78,1.71,0.0,0.02,0.01,0.0,0.11,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/06/2021,9.58,9.42,9.35,6.27,3.89,4.06,3.33,2.9,3.53,2.83,3.6,2.91,3.7,2.7,3.22,2.86,3.05,2.99,4.02,3.6,2.04,1.88,0.0,2.12,1.84,1.69,0.0,0.01,0.01,0.0,0.1,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/08/2021,9.37,9.44,9.19,6.43,3.94,4.1,3.35,2.91,3.58,2.74,3.55,2.9,3.77,2.61,3.29,2.85,3.04,3.08,3.98,3.53,2.06,1.89,0.0,2.13,1.94,1.69,0.0,0.02,0.01,0.0,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,9.37,9.44,9.19,6.43,3.94,4.1,3.35,2.91,3.58,2.74,3.55,2.9,3.77,2.61,3.29,2.85,3.04,3.08,3.98,3.53,2.06,1.89,0.0,2.13,1.94,1.69,0.0,0.02,0.01,0.0,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,9.34,9.35,9.39,6.6,3.83,3.93,3.31,3.02,3.54,2.83,3.49,2.84,4.13,2.51,3.4,2.82,3.03,2.98,4.0,3.54,2.01,1.88,0.0,2.11,1.88,1.66,0.0,0.01,0.01,0.0,0.09,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/13/2021,8.91,9.42,8.97,6.23,3.9,4.11,3.26,3.15,3.79,2.81,3.47,2.95,3.84,2.5,3.66,2.51,3.12,3.09,4.02,3.51,2.07,1.98,0.0,2.29,2.0,1.71,0.0,0.01,0.01,0.0,0.12,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/14/2021,8.91,9.42,8.97,6.23,3.9,4.11,3.26,3.15,3.79,2.81,3.47,2.95,3.84,2.5,3.66,2.51,3.12,3.09,4.02,3.51,2.07,1.98,0.0,2.29,2.0,1.71,0.0,0.01,0.01,0.0,0.12,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/15/2021,8.87,9.48,9.19,6.22,3.9,4.12,3.21,3.04,3.82,2.86,3.4,3.0,4.06,2.53,3.39,2.55,3.16,3.07,3.88,3.47,2.06,1.98,0.0,2.29,2.01,1.74,0.0,0.01,0.01,0.0,0.14,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,8.88,9.44,8.98,6.02,3.8,4.09,3.1,3.23,3.97,2.82,3.34,2.93,4.18,2.47,3.59,2.56,3.11,3.06,3.87,3.45,2.07,2.03,0.0,2.46,2.11,1.74,0.0,0.01,0.01,0.0,0.14,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,8.69,9.49,9.07,6.07,3.85,4.18,3.07,3.23,3.85,2.9,3.28,2.92,4.17,2.57,3.58,2.43,3.12,3.08,3.91,3.5,2.08,2.0,0.0,2.41,2.08,1.76,0.0,0.01,0.01,0.0,0.14,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,8.92,9.7,8.89,5.71,3.95,4.21,3.14,3.19,4.05,2.93,3.24,2.86,4.16,2.56,3.7,2.44,3.16,3.17,3.52,3.4,1.96,2.05,0.0,2.44,2.14,1.81,0.0,0.01,0.01,0.0,0.14,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/21/2021,8.92,9.7,8.89,5.71,3.95,4.21,3.14,3.19,4.05,2.93,3.24,2.86,4.16,2.56,3.7,2.44,3.16,3.17,3.52,3.4,1.96,2.05,0.0,2.44,2.14,1.81,0.0,0.01,0.01,0.0,0.14,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/22/2021,8.77,9.86,9.11,5.85,3.9,4.25,3.06,3.13,3.96,2.87,3.19,2.64,4.42,2.58,3.69,2.46,3.22,3.18,3.54,3.44,1.89,2.05,0.0,2.38,2.04,1.81,0.0,0.01,0.01,0.0,0.14,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,8.68,9.62,9.17,5.61,3.86,4.27,3.03,3.2,4.05,2.93,3.14,2.66,4.39,2.64,3.77,2.38,3.29,3.25,3.5,3.41,1.93,2.09,0.0,2.43,2.08,1.85,0.0,0.01,0.01,0.0,0.13,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,8.66,9.76,9.08,5.67,3.83,4.27,2.98,3.19,4.04,2.93,3.12,2.81,4.32,2.63,3.77,2.34,3.29,3.25,3.51,3.41,1.93,2.09,0.0,2.43,2.08,1.84,0.0,0.01,0.01,0.0,0.13,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/27/2021,8.7,9.83,9.21,5.88,3.77,4.16,3.0,3.18,3.95,2.87,3.17,2.99,4.25,2.55,3.94,2.34,3.22,3.23,3.41,3.35,1.88,2.07,0.0,2.38,2.09,1.86,0.0,0.01,0.01,0.0,0.13,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,8.7,9.83,9.21,5.88,3.77,4.16,3.0,3.18,3.95,2.87,3.17,2.99,4.25,2.55,3.94,2.34,3.22,3.23,3.41,3.35,1.88,2.07,0.0,2.38,2.09,1.86,0.0,0.01,0.01,0.0,0.13,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,8.78,9.72,9.26,5.67,3.67,4.25,2.86,3.27,4.09,2.96,3.02,3.03,3.89,2.75,4.05,2.27,3.27,3.26,3.55,3.38,1.87,2.06,0.0,2.38,2.07,1.86,0.0,0.01,0.01,0.0,0.13,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,9.03,9.7,9.32,5.7,3.67,4.24,2.94,3.14,4.01,3.16,3.13,3.02,3.63,2.64,3.89,2.28,3.4,3.28,3.76,3.5,1.83,1.99,0.0,2.26,1.95,1.83,0.0,0.01,0.01,0.0,0.12,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,11.1,9.87,9.04,6.29,4.97,4.91,3.39,0.0,0.0,0.0,0.0,3.33,2.31,0.0,0.0,2.76,0.0,0.0,2.75,2.37,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,3.41,3.33,3.26,3.25,3.13,3.09,2.98,2.76,2.66,2.1,1.94,1.83,1.66,1.57,0.0,0.0,101.75
10/04/2021,9.56,8.92,9.06,5.23,3.59,4.23,2.89,3.0,3.34,2.93,3.04,3.34,3.19,2.73,3.1,2.43,3.27,3.15,3.63,3.86,1.77,1.92,0.0,2.18,1.86,1.76,0.0,0.03,0.03,0.0,0.07,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,100.01
10/05/2021,9.56,8.92,9.06,5.23,3.59,4.23,2.89,3.0,3.34,2.93,3.04,3.34,3.19,2.73,3.1,2.43,3.27,3.15,3.63,3.86,1.77,1.92,0.0,2.18,1.86,1.76,0.0,0.03,0.03,0.0,0.07,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,100.01
10/06/2021,9.45,8.86,9.12,5.16,3.51,4.26,2.83,3.03,3.37,2.96,3.05,3.36,3.21,2.75,3.13,2.32,3.3,3.18,3.57,3.92,1.79,1.94,0.0,2.2,1.87,1.78,0.0,0.03,0.03,0.0,0.07,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,100.0
10/07/2021,9.45,8.72,9.21,5.03,3.52,4.3,2.68,3.09,3.43,3.01,3.0,3.31,3.21,2.8,3.19,2.26,3.36,3.24,3.55,3.81,1.82,1.98,0.0,2.24,1.91,1.81,0.0,0.03,0.02,0.0,0.07,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,100.0
10/08/2021,9.51,8.87,9.02,5.2,3.51,4.28,2.75,3.07,3.41,3.0,3.01,3.25,3.13,2.79,3.17,2.32,3.34,3.22,3.63,3.88,1.81,1.96,0.0,2.22,1.9,1.8,0.0,0.03,0.02,0.0,0.07,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,100.01999999999998
10/11/2021,10.49,8.85,9.02,5.42,3.51,4.08,2.87,2.93,3.26,2.86,3.08,3.25,3.24,2.66,3.03,2.57,3.19,3.07,3.55,3.92,1.73,1.87,0.0,2.12,1.81,1.72,0.0,0.03,0.02,0.0,0.06,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,99.98
10/12/2021,10.49,8.85,9.02,5.42,3.51,4.08,2.87,2.93,3.26,2.86,3.08,3.25,3.24,2.66,3.03,2.57,3.19,3.07,3.55,3.92,1.73,1.87,0.0,2.12,1.81,1.72,0.0,0.03,0.02,0.0,0.06,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,99.98
10/13/2021,10.31,8.99,9.04,5.36,3.51,4.04,3.03,2.87,3.22,2.82,3.1,3.15,3.09,2.85,3.04,2.65,3.26,2.91,3.53,3.99,1.74,1.91,0.0,2.1,1.91,1.75,0.0,0.03,0.02,0.0,0.06,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,100.00999999999999
