,NVDA,AMZN,AAPL,MSFT,FB,GOOGL,CRM,DIS,ADBE,GILD,NFLX,V,ORCL,MRNA,INTC,IBM,PYPL,MA,NOW,TXN,REGN,QCOM,DOCU,CRWD,EQIX,AMD,ISRG,MELI,PANW,TWLO,SNOW,FTNT,OKTA,SGEN,INTU,EBAY,DLR,SNAP,ADSK,ADI,HPQ,PLTR,SQ,TWTR,AKAM,FIS,ZS,PINS,HUBS,ETSY,CTXS,MCHP,FISV,SPLK,XLNX,MDB,VMW,WDC,GPN,BAH,ANSS,AME,NTAP,PFPT,NTLA,JNPR,FICO,FATE,NVTA,VRNS,CACI,EXEL,SRPT,TWST,PTC,DBX,GDDY,EVBG,BPMC,SAIC,LUMN,CONE,CGNX,RPD,FEYE,SAIL,FLT,NTNX,MKTX,BSY,ALRM,TENB,QLYS,SSNC,EDIT,FSLY,TDC,COR,NSTG,BCRX,QTS,BILL,PSTG,APPN,SWTX,PEGA,LSCC,CLDR,CALX,VIR,MSTR,AVLR,AYX,XTSLA,BKI,JKHY,SLAB,MANT,SPT,MCFE,CVLT,GWRE,LGND,BLUE,FGEN,INO,TW,ALLO,WEX,MGNX,DDD,BL,SWCH,CNST,DOMO,SGMO,EEFT,AIMC,PRGS,IRBT,PSNL,PRLB,ACIW,VXRT,WK,AGEN,ADS,ZUO,QTWO,ALTR,FUBO,OMF,PING,DCT,FARO,TCRR,ZIOP,VIRT,ATEN,ISEE,SUMO,ARCT,NCNO,FOUR,LPRO,BCOR,WRLD,DFIN,ENVA,EPAY,EVOP,CEVA,RPAY,MSP,GDOT,EBIX,IIIV,SGAFT,IXTU1,USD,NQU1,RTYU1,RTYZ1,IXTZ1,SUM
07/29/2021,3.95,4.15,4.26,4.15,4.06,4.03,3.68,3.33,3.04,2.57,2.31,2.51,2.54,3.42,2.25,2.12,2.14,2.04,1.91,1.78,1.75,1.66,1.64,1.46,1.23,1.14,1.16,1.16,1.07,1.06,1.16,1.05,0.89,0.77,0.83,0.8,0.72,0.77,0.71,0.62,0.59,0.51,0.6,0.55,0.54,0.54,0.51,0.42,0.44,0.43,0.4,0.38,0.4,0.38,0.34,0.34,0.35,0.32,0.33,0.34,0.32,0.32,0.29,0.28,0.24,0.25,0.25,0.22,0.16,0.18,0.18,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.13,0.13,0.12,0.12,0.1,0.1,0.1,0.11,0.09,0.1,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.07,0.07,0.07,0.09,0.08,0.08,0.09,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,99.89
07/30/2021,3.97,4.11,4.24,4.15,4.05,4.01,3.65,3.38,3.05,2.6,2.35,2.54,2.56,3.38,2.23,2.14,2.11,2.04,1.92,1.77,1.78,1.65,1.64,1.43,1.26,1.14,1.19,1.17,1.08,1.04,1.14,1.06,0.88,0.78,0.83,0.8,0.73,0.75,0.7,0.62,0.6,0.51,0.58,0.55,0.55,0.56,0.51,0.41,0.43,0.42,0.4,0.38,0.41,0.38,0.33,0.35,0.35,0.31,0.34,0.34,0.32,0.33,0.29,0.28,0.24,0.26,0.25,0.21,0.16,0.18,0.18,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.13,0.13,0.13,0.12,0.1,0.1,0.1,0.11,0.09,0.1,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.92
08/02/2021,4.04,4.05,4.18,4.13,3.92,4.1,3.63,3.33,3.05,2.62,2.31,2.49,2.54,3.53,2.23,2.11,1.98,2.02,1.92,1.8,1.77,1.75,1.62,1.43,1.17,1.28,1.19,1.21,1.07,1.05,1.16,1.06,0.87,0.79,0.83,0.8,0.71,0.75,0.72,0.63,0.6,0.52,0.59,0.56,0.54,0.55,0.52,0.4,0.43,0.42,0.35,0.39,0.41,0.38,0.37,0.35,0.34,0.32,0.34,0.34,0.33,0.33,0.29,0.28,0.25,0.25,0.25,0.23,0.17,0.18,0.18,0.15,0.16,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.07,0.11,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/03/2021,4.04,3.78,4.22,4.14,3.93,4.1,3.63,3.32,3.07,2.58,2.34,2.5,2.55,3.64,2.25,2.12,1.94,2.02,1.94,1.83,1.76,1.75,1.62,1.41,1.23,1.33,1.21,1.16,1.08,1.0,1.16,1.06,0.88,0.83,0.84,0.75,0.73,0.75,0.73,0.64,0.61,0.51,0.57,0.56,0.55,0.55,0.52,0.33,0.44,0.39,0.35,0.4,0.41,0.39,0.38,0.35,0.34,0.33,0.34,0.33,0.33,0.33,0.3,0.28,0.26,0.26,0.25,0.22,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.13,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.11,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,4.04,3.78,4.22,4.14,3.93,4.1,3.63,3.32,3.07,2.58,2.34,2.5,2.55,3.64,2.25,2.12,1.94,2.02,1.94,1.83,1.76,1.75,1.62,1.41,1.23,1.33,1.21,1.16,1.08,1.0,1.16,1.06,0.88,0.83,0.84,0.75,0.73,0.75,0.73,0.64,0.61,0.51,0.57,0.56,0.55,0.55,0.52,0.33,0.44,0.39,0.35,0.4,0.41,0.39,0.38,0.35,0.34,0.33,0.34,0.33,0.33,0.33,0.3,0.28,0.26,0.26,0.25,0.22,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.13,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.11,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,4.04,3.78,4.22,4.14,3.93,4.1,3.63,3.32,3.07,2.58,2.34,2.5,2.55,3.64,2.25,2.12,1.94,2.02,1.94,1.83,1.76,1.75,1.62,1.41,1.23,1.33,1.21,1.16,1.08,1.0,1.16,1.06,0.88,0.83,0.84,0.75,0.73,0.75,0.73,0.64,0.61,0.51,0.57,0.56,0.55,0.55,0.52,0.33,0.44,0.39,0.35,0.4,0.41,0.39,0.38,0.35,0.34,0.33,0.34,0.33,0.33,0.33,0.3,0.28,0.26,0.26,0.25,0.22,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.13,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.11,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,4.08,3.8,4.24,4.14,3.85,4.1,3.6,3.24,3.05,2.62,2.3,2.39,2.61,3.96,2.25,2.15,1.91,1.92,1.92,1.8,1.78,1.72,1.58,1.4,1.22,1.41,1.21,1.16,1.07,0.99,1.23,1.15,0.85,0.85,0.84,0.74,0.73,0.74,0.74,0.64,0.62,0.52,0.62,0.55,0.55,0.48,0.53,0.33,0.43,0.4,0.36,0.41,0.39,0.38,0.37,0.35,0.35,0.33,0.3,0.31,0.33,0.33,0.3,0.28,0.25,0.27,0.24,0.22,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.14,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.11,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/10/2021,4.13,3.72,4.14,4.12,3.93,4.05,3.69,3.27,3.06,2.55,2.31,2.4,2.56,4.18,2.22,2.12,1.93,1.92,1.91,1.81,1.83,1.68,1.61,1.42,1.21,1.36,1.23,1.27,1.03,0.98,1.18,1.16,0.83,0.85,0.83,0.71,0.73,0.75,0.74,0.64,0.6,0.5,0.62,0.53,0.52,0.48,0.52,0.32,0.48,0.37,0.35,0.41,0.39,0.39,0.38,0.35,0.34,0.34,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.26,0.22,0.25,0.17,0.17,0.16,0.16,0.18,0.14,0.14,0.16,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.17,0.11,0.12,0.13,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.11,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.1,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.03,0.06,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.92
08/11/2021,4.13,3.72,4.14,4.12,3.93,4.05,3.69,3.27,3.06,2.55,2.31,2.4,2.56,4.18,2.22,2.12,1.93,1.92,1.91,1.81,1.83,1.68,1.61,1.42,1.21,1.36,1.23,1.27,1.03,0.98,1.18,1.16,0.83,0.85,0.83,0.71,0.73,0.75,0.74,0.64,0.6,0.5,0.62,0.53,0.52,0.48,0.52,0.32,0.48,0.37,0.35,0.41,0.39,0.39,0.38,0.35,0.34,0.34,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.26,0.22,0.25,0.17,0.17,0.16,0.16,0.18,0.14,0.14,0.16,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.17,0.11,0.12,0.13,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.11,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.1,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.03,0.06,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.92
08/12/2021,4.09,3.69,4.11,4.07,3.88,4.05,3.64,3.24,3.03,2.52,2.29,2.37,2.56,4.86,2.21,2.06,1.91,1.89,1.89,1.78,1.83,1.67,1.62,1.43,1.19,1.32,1.22,1.27,1.03,0.98,1.19,1.14,0.83,0.84,0.83,0.7,0.73,0.77,0.74,0.64,0.6,0.52,0.63,0.53,0.51,0.48,0.52,0.32,0.48,0.38,0.35,0.41,0.39,0.38,0.37,0.36,0.34,0.33,0.3,0.3,0.33,0.32,0.3,0.28,0.28,0.25,0.22,0.25,0.17,0.17,0.16,0.16,0.17,0.14,0.14,0.16,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.17,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.07,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.08,0.07,0.07,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.07,0.06,0.07,0.06,0.05,0.06,0.05,0.04,0.03,0.06,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,99.93
08/13/2021,4.06,3.71,4.14,4.09,3.92,4.1,3.6,3.29,3.03,2.57,2.3,2.37,2.58,4.63,2.23,2.09,1.9,1.9,1.87,1.79,1.85,1.68,1.61,1.38,1.18,1.32,1.19,1.37,1.01,0.97,1.18,1.15,0.81,0.84,0.83,0.73,0.72,0.76,0.74,0.64,0.61,0.53,0.62,0.52,0.52,0.48,0.52,0.31,0.48,0.39,0.35,0.41,0.39,0.38,0.37,0.35,0.34,0.32,0.29,0.3,0.32,0.32,0.3,0.28,0.28,0.26,0.21,0.24,0.16,0.17,0.17,0.16,0.18,0.13,0.15,0.16,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.16,0.12,0.11,0.13,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.07,0.09,0.08,0.07,0.08,0.09,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,99.91
08/16/2021,4.07,3.7,4.25,4.15,3.94,4.12,3.68,3.33,3.09,2.64,2.28,2.32,2.59,3.98,2.21,2.12,1.91,1.87,1.9,1.78,1.83,1.7,1.58,1.35,1.2,1.32,1.2,1.35,0.99,0.98,1.23,1.18,0.82,0.83,0.84,0.75,0.73,0.75,0.75,0.64,0.63,0.58,0.61,0.52,0.53,0.49,0.53,0.31,0.49,0.4,0.35,0.41,0.39,0.4,0.37,0.36,0.35,0.31,0.29,0.31,0.32,0.32,0.31,0.28,0.29,0.26,0.21,0.24,0.16,0.17,0.17,0.16,0.18,0.14,0.14,0.16,0.12,0.15,0.16,0.13,0.14,0.15,0.14,0.17,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.13,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.99
08/17/2021,4.11,3.67,4.23,4.17,3.93,4.11,3.71,3.35,3.09,2.64,2.29,2.32,2.59,3.94,2.2,2.11,1.9,1.87,1.91,1.78,1.88,1.71,1.58,1.33,1.2,1.36,1.2,1.35,1.0,0.96,1.25,1.18,0.82,0.83,0.85,0.8,0.74,0.74,0.74,0.64,0.6,0.57,0.61,0.51,0.52,0.49,0.53,0.31,0.49,0.4,0.35,0.41,0.39,0.4,0.37,0.36,0.35,0.31,0.3,0.3,0.32,0.32,0.3,0.28,0.28,0.26,0.21,0.23,0.15,0.17,0.16,0.17,0.18,0.13,0.14,0.16,0.12,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.12,0.11,0.13,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.13,0.07,0.1,0.09,0.07,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.06,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.99
08/19/2021,4.08,3.7,4.31,4.22,3.99,4.15,3.69,3.33,3.11,2.67,2.31,2.35,2.62,3.8,2.21,2.13,1.93,1.88,1.89,1.8,1.9,1.71,1.54,1.29,1.22,1.33,1.23,1.31,0.99,0.92,1.21,1.16,0.81,0.83,0.85,0.82,0.75,0.73,0.74,0.65,0.61,0.57,0.6,0.51,0.52,0.49,0.53,0.31,0.48,0.4,0.35,0.41,0.4,0.39,0.36,0.35,0.35,0.31,0.29,0.31,0.32,0.32,0.3,0.28,0.27,0.26,0.21,0.23,0.15,0.17,0.17,0.17,0.17,0.12,0.14,0.16,0.12,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.12,0.11,0.13,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.12,0.07,0.1,0.09,0.07,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.95
08/20/2021,4.0,3.65,4.31,4.22,3.92,4.12,3.68,3.29,3.11,2.73,2.33,2.36,2.64,4.1,2.19,2.12,1.89,1.89,1.91,1.77,1.96,1.68,1.54,1.28,1.23,1.34,1.25,1.3,0.98,0.92,1.2,1.15,0.81,0.86,0.85,0.8,0.76,0.72,0.73,0.63,0.6,0.56,0.6,0.5,0.52,0.49,0.53,0.31,0.48,0.41,0.36,0.4,0.4,0.39,0.36,0.35,0.34,0.3,0.29,0.31,0.32,0.32,0.3,0.28,0.27,0.26,0.21,0.22,0.15,0.17,0.17,0.17,0.18,0.12,0.14,0.15,0.12,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.11,0.11,0.13,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.07,0.09,0.09,0.07,0.07,0.09,0.09,0.08,0.06,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.9
08/23/2021,4.1,3.61,4.24,4.3,3.91,4.12,3.79,3.26,3.15,2.7,2.46,2.34,2.59,3.86,2.2,2.07,1.9,1.87,1.94,1.77,2.0,1.64,1.56,1.3,1.25,1.3,1.29,1.3,0.98,0.92,1.22,1.15,0.82,0.85,0.86,0.8,0.77,0.72,0.75,0.64,0.58,0.57,0.59,0.5,0.52,0.48,0.54,0.29,0.48,0.41,0.36,0.4,0.42,0.39,0.36,0.35,0.34,0.3,0.29,0.31,0.32,0.32,0.3,0.28,0.26,0.27,0.21,0.23,0.14,0.17,0.17,0.16,0.17,0.13,0.14,0.15,0.12,0.15,0.16,0.14,0.13,0.15,0.15,0.16,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.06,0.09,0.09,0.07,0.07,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.05,0.06,0.05,0.03,0.03,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.95
08/24/2021,4.26,3.59,4.24,4.37,3.91,4.13,3.8,3.26,3.16,2.7,2.45,2.32,2.57,3.9,2.16,2.06,1.9,1.84,1.96,1.75,2.01,1.64,1.54,1.31,1.24,1.3,1.26,1.31,0.99,0.91,1.15,1.15,0.81,0.85,0.86,0.8,0.76,0.73,0.75,0.63,0.59,0.56,0.6,0.5,0.52,0.47,0.54,0.3,0.49,0.42,0.36,0.4,0.41,0.39,0.36,0.35,0.34,0.3,0.28,0.31,0.32,0.32,0.3,0.28,0.27,0.27,0.21,0.18,0.15,0.17,0.17,0.17,0.17,0.13,0.14,0.15,0.12,0.15,0.16,0.14,0.13,0.15,0.15,0.16,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.07,0.09,0.09,0.07,0.07,0.09,0.09,0.09,0.06,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.99
