,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,NKE,ABBV,PEP,T,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,ORCL,UPS,PM,HON,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,AMAT,IBM,AMT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SQ,CHTR,SPGI,ANTM,LMT,ZTS,XTSLA,BKNG,MU,PLD,FIS,LRCX,MDLZ,MO,ZM,ADP,GILD,TMUS,CCI,SYK,PNC,TJX,COP,CI,DUK,USB,UBER,CME,EL,BDX,COF,MRNA,FDX,MMC,CB,GM,TFC,EQIX,CSX,ATVI,CL,ILMN,NSC,BX,ICE,EW,SHW,ADSK,SO,REGN,BSX,D,ADI,FISV,APD,TWLO,SNAP,ITW,F,DOCU,HCA,GPN,PGR,EMR,HUM,MCO,ETN,CRWD,DG,ECL,VRTX,FCX,BIIB,AON,WM,IDXX,TWTR,NXPI,NOC,JCI,KLAC,IQV,MRVL,EOG,ROP,NEM,ROKU,SNPS,SLB,MET,MTCH,ALGN,DXCM,INFO,CNC,DLR,GD,APTV,CMG,PINS,TROW,EXC,A,PSA,DOW,TT,KMB,MSCI,LHX,WDAY,ROST,TEL,EBAY,LULU,VEEV,STZ,CARR,ALL,PH,BK,AEP,AIG,MCHP,PRU,SYY,TRV,PPG,ALXN,CDNS,ORLY,SRE,EA,BAX,SPG,DD,GIS,PANW,USD,APH,Usd Cash,RMD,YUM,CTSH,GE.,DFS,KKR,MSI,IFF,SBAC,XLNX,SNOW,ABNB,PLTR,FTNT,MAR,MPC,SIVB,PXD,n/a,NET,DDOG,SUM
08/11/2021,5.03,4.78,3.15,1.91,1.79,1.71,1.19,1.11,1.18,1.05,1.0,0.9,0.86,0.72,0.77,0.76,0.72,0.71,0.66,0.66,0.59,0.54,0.51,0.5,0.53,0.48,0.52,0.55,0.48,0.48,0.48,0.44,0.47,0.44,0.46,0.43,0.42,0.45,0.43,0.44,0.46,0.44,0.43,0.39,0.43,0.39,0.38,0.36,0.36,0.31,0.34,0.35,0.35,0.33,0.32,0.35,0.32,0.29,0.29,0.32,0.31,0.33,0.28,0.29,0.29,0.28,0.28,0.28,0.3,0.28,0.25,0.29,0.25,0.0,0.27,0.26,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.2,0.21,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.16,0.18,0.17,0.14,0.17,0.17,0.15,0.16,0.28,0.15,0.17,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.16,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80000000000001
08/13/2021,5.01,4.73,3.12,1.9,1.81,1.73,1.2,1.09,1.2,1.06,1.01,0.88,0.85,0.71,0.77,0.77,0.71,0.71,0.69,0.65,0.59,0.54,0.5,0.51,0.52,0.48,0.52,0.59,0.48,0.48,0.48,0.44,0.47,0.44,0.47,0.43,0.42,0.45,0.43,0.45,0.47,0.45,0.43,0.38,0.43,0.38,0.37,0.36,0.36,0.3,0.34,0.35,0.34,0.33,0.32,0.35,0.33,0.29,0.29,0.32,0.3,0.33,0.28,0.29,0.28,0.28,0.27,0.28,0.3,0.29,0.26,0.28,0.25,0.0,0.26,0.25,0.24,0.26,0.24,0.25,0.23,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.19,0.21,0.18,0.19,0.19,0.19,0.17,0.2,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.18,0.14,0.16,0.17,0.15,0.17,0.31,0.15,0.17,0.18,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.16,0.15,0.12,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76
08/16/2021,5.1,4.77,3.1,1.9,1.8,1.72,1.2,1.09,1.21,1.08,1.01,0.86,0.84,0.71,0.77,0.77,0.69,0.71,0.69,0.66,0.59,0.53,0.49,0.51,0.52,0.47,0.52,0.58,0.48,0.48,0.47,0.45,0.47,0.44,0.46,0.43,0.42,0.45,0.43,0.45,0.46,0.46,0.44,0.38,0.43,0.38,0.37,0.36,0.36,0.31,0.34,0.35,0.35,0.33,0.33,0.36,0.33,0.29,0.3,0.32,0.3,0.34,0.29,0.29,0.26,0.28,0.28,0.28,0.31,0.28,0.26,0.28,0.25,0.0,0.26,0.25,0.24,0.26,0.24,0.25,0.23,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.17,0.21,0.18,0.18,0.19,0.19,0.17,0.2,0.19,0.19,0.18,0.19,0.18,0.19,0.17,0.16,0.18,0.18,0.14,0.16,0.17,0.16,0.17,0.26,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.16,0.15,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.15,0.15,0.12,0.13,0.14,0.11,0.12,0.14,0.11,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77000000000001
08/17/2021,5.1,4.81,3.09,1.9,1.81,1.72,1.19,1.1,1.21,1.07,1.01,0.86,0.85,0.71,0.77,0.77,0.69,0.72,0.69,0.66,0.59,0.52,0.5,0.51,0.53,0.47,0.52,0.59,0.48,0.48,0.48,0.45,0.47,0.44,0.47,0.43,0.42,0.45,0.43,0.45,0.46,0.45,0.44,0.38,0.43,0.39,0.38,0.37,0.36,0.31,0.35,0.35,0.35,0.33,0.33,0.36,0.33,0.29,0.29,0.32,0.3,0.34,0.28,0.29,0.26,0.28,0.28,0.28,0.3,0.28,0.26,0.29,0.25,0.0,0.26,0.25,0.24,0.26,0.24,0.24,0.23,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.17,0.21,0.18,0.18,0.19,0.2,0.17,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.16,0.16,0.18,0.18,0.14,0.16,0.17,0.16,0.17,0.26,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.16,0.15,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.12,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.11,0.12,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.0,0.1,0.09,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.89
08/18/2021,5.1,4.81,3.09,1.9,1.81,1.72,1.19,1.1,1.21,1.07,1.01,0.86,0.85,0.71,0.77,0.77,0.69,0.72,0.69,0.66,0.59,0.52,0.5,0.51,0.53,0.47,0.52,0.59,0.48,0.48,0.48,0.45,0.47,0.44,0.47,0.43,0.42,0.45,0.43,0.45,0.46,0.45,0.44,0.38,0.43,0.39,0.38,0.37,0.36,0.31,0.35,0.35,0.35,0.33,0.33,0.36,0.33,0.29,0.29,0.32,0.3,0.34,0.28,0.29,0.26,0.28,0.28,0.28,0.3,0.28,0.26,0.29,0.25,0.0,0.26,0.25,0.24,0.26,0.24,0.24,0.23,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.17,0.21,0.18,0.18,0.19,0.2,0.17,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.16,0.16,0.18,0.18,0.14,0.16,0.17,0.16,0.17,0.26,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.16,0.15,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.12,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.11,0.12,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.09,0.11,0.1,0.0,0.1,0.09,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.89
08/19/2021,5.17,4.84,3.09,1.92,1.81,1.73,1.2,1.09,1.15,1.06,1.02,0.87,0.86,0.72,0.78,0.77,0.7,0.71,0.68,0.66,0.59,0.52,0.5,0.51,0.52,0.47,0.52,0.6,0.48,0.49,0.48,0.46,0.48,0.44,0.47,0.42,0.43,0.45,0.43,0.45,0.47,0.45,0.44,0.38,0.44,0.39,0.38,0.36,0.36,0.31,0.35,0.35,0.35,0.33,0.33,0.36,0.32,0.29,0.3,0.32,0.3,0.34,0.27,0.29,0.26,0.28,0.28,0.29,0.3,0.28,0.26,0.29,0.26,0.0,0.26,0.25,0.24,0.26,0.24,0.24,0.22,0.23,0.24,0.2,0.19,0.21,0.2,0.19,0.17,0.22,0.18,0.18,0.19,0.19,0.16,0.2,0.2,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.25,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.17,0.15,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.12,0.15,0.15,0.11,0.12,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.1,0.12,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99
08/20/2021,5.18,4.85,3.06,1.89,1.81,1.72,1.2,1.07,1.13,1.05,1.04,0.87,0.88,0.7,0.75,0.78,0.7,0.7,0.68,0.67,0.6,0.52,0.51,0.51,0.52,0.47,0.52,0.62,0.49,0.49,0.48,0.47,0.48,0.44,0.48,0.43,0.44,0.46,0.43,0.45,0.48,0.44,0.45,0.38,0.44,0.39,0.39,0.36,0.36,0.31,0.35,0.35,0.36,0.34,0.33,0.36,0.32,0.29,0.28,0.32,0.3,0.34,0.27,0.29,0.26,0.28,0.29,0.28,0.3,0.28,0.26,0.29,0.25,0.0,0.27,0.25,0.24,0.26,0.25,0.24,0.22,0.24,0.24,0.2,0.2,0.22,0.2,0.19,0.17,0.22,0.18,0.18,0.2,0.2,0.16,0.2,0.2,0.18,0.19,0.19,0.18,0.18,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.27,0.15,0.17,0.18,0.14,0.17,0.16,0.17,0.14,0.15,0.17,0.15,0.17,0.14,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.12,0.15,0.15,0.11,0.12,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.1,0.12,0.12,0.11,0.11,0.12,0.14,0.13,0.13,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.24,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
08/23/2021,5.11,4.96,3.04,1.89,1.81,1.73,1.2,1.1,1.15,1.05,1.05,0.87,0.9,0.71,0.76,0.79,0.7,0.7,0.67,0.68,0.6,0.49,0.54,0.51,0.54,0.47,0.54,0.61,0.5,0.49,0.47,0.47,0.49,0.44,0.48,0.4,0.44,0.46,0.43,0.46,0.48,0.43,0.45,0.38,0.44,0.39,0.38,0.35,0.36,0.31,0.35,0.35,0.36,0.34,0.33,0.37,0.32,0.29,0.32,0.33,0.3,0.33,0.26,0.28,0.26,0.27,0.29,0.28,0.3,0.27,0.25,0.28,0.25,0.0,0.28,0.26,0.23,0.25,0.25,0.24,0.22,0.24,0.23,0.2,0.19,0.22,0.2,0.19,0.18,0.22,0.18,0.18,0.2,0.2,0.16,0.2,0.2,0.18,0.19,0.19,0.17,0.2,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.26,0.15,0.17,0.19,0.14,0.16,0.17,0.17,0.14,0.15,0.15,0.15,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.13,0.12,0.15,0.15,0.11,0.12,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.1,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.24,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/24/2021,5.12,5.04,3.02,1.9,1.82,1.74,1.19,1.15,1.15,1.04,1.04,0.86,0.89,0.71,0.77,0.78,0.69,0.7,0.67,0.68,0.6,0.49,0.53,0.51,0.54,0.46,0.54,0.6,0.49,0.48,0.47,0.47,0.48,0.43,0.48,0.4,0.44,0.46,0.43,0.46,0.47,0.43,0.45,0.38,0.45,0.39,0.38,0.35,0.36,0.31,0.35,0.35,0.36,0.34,0.33,0.37,0.32,0.28,0.32,0.33,0.3,0.33,0.26,0.28,0.26,0.27,0.29,0.29,0.3,0.28,0.25,0.28,0.25,0.0,0.27,0.26,0.23,0.24,0.25,0.24,0.23,0.24,0.23,0.2,0.19,0.22,0.2,0.19,0.17,0.22,0.18,0.18,0.2,0.2,0.16,0.2,0.2,0.18,0.19,0.19,0.17,0.2,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.26,0.14,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.15,0.16,0.15,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.13,0.15,0.13,0.12,0.15,0.15,0.11,0.12,0.14,0.11,0.13,0.13,0.12,0.13,0.15,0.1,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.24,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000001
08/25/2021,5.12,5.04,3.02,1.9,1.82,1.74,1.19,1.15,1.15,1.04,1.04,0.86,0.89,0.71,0.77,0.78,0.69,0.7,0.67,0.68,0.6,0.49,0.53,0.51,0.54,0.46,0.54,0.6,0.49,0.48,0.47,0.47,0.48,0.43,0.48,0.4,0.44,0.46,0.43,0.46,0.47,0.43,0.45,0.38,0.45,0.39,0.38,0.35,0.36,0.31,0.35,0.35,0.36,0.34,0.33,0.37,0.32,0.28,0.32,0.33,0.3,0.33,0.26,0.28,0.26,0.27,0.29,0.29,0.3,0.28,0.25,0.28,0.25,0.24,0.27,0.26,0.23,0.24,0.25,0.24,0.23,0.24,0.23,0.2,0.19,0.22,0.2,0.19,0.17,0.22,0.18,0.18,0.2,0.2,0.16,0.2,0.2,0.18,0.19,0.19,0.17,0.2,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.26,0.14,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.15,0.16,0.15,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.13,0.15,0.13,0.12,0.15,0.15,0.11,0.12,0.14,0.11,0.13,0.13,0.12,0.13,0.15,0.1,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16000000000001
08/26/2021,5.12,5.0,3.06,1.9,1.84,1.75,1.18,1.2,1.19,1.04,1.02,0.86,0.88,0.71,0.76,0.77,0.69,0.7,0.67,0.68,0.6,0.51,0.53,0.5,0.55,0.47,0.54,0.61,0.49,0.48,0.47,0.46,0.47,0.43,0.47,0.41,0.43,0.46,0.43,0.45,0.46,0.43,0.44,0.38,0.44,0.39,0.38,0.35,0.35,0.3,0.34,0.35,0.35,0.34,0.32,0.36,0.32,0.28,0.32,0.33,0.3,0.33,0.26,0.28,0.26,0.27,0.29,0.29,0.3,0.27,0.25,0.29,0.25,0.24,0.27,0.27,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.19,0.18,0.21,0.18,0.18,0.19,0.19,0.16,0.2,0.2,0.18,0.19,0.19,0.17,0.2,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.28,0.14,0.17,0.18,0.13,0.16,0.16,0.17,0.14,0.14,0.15,0.14,0.17,0.14,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.13,0.12,0.15,0.14,0.11,0.12,0.14,0.11,0.12,0.13,0.12,0.13,0.15,0.11,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.12
08/27/2021,5.1,4.95,3.08,1.9,1.84,1.77,1.18,1.18,1.19,1.05,1.01,0.86,0.87,0.72,0.75,0.76,0.69,0.7,0.68,0.68,0.59,0.51,0.53,0.5,0.54,0.47,0.55,0.59,0.48,0.47,0.47,0.46,0.47,0.43,0.47,0.41,0.43,0.46,0.43,0.44,0.45,0.43,0.44,0.38,0.43,0.39,0.39,0.35,0.35,0.3,0.34,0.35,0.35,0.33,0.32,0.36,0.32,0.28,0.31,0.33,0.29,0.33,0.26,0.28,0.26,0.27,0.28,0.29,0.3,0.27,0.25,0.28,0.24,0.25,0.27,0.27,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.18,0.18,0.19,0.19,0.16,0.19,0.2,0.18,0.18,0.19,0.17,0.2,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.26,0.14,0.17,0.18,0.14,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.18,0.14,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.15,0.13,0.13,0.15,0.14,0.11,0.12,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.11,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92000000000002
08/30/2021,5.05,4.91,3.1,1.9,1.85,1.77,1.18,1.2,1.18,1.08,1.0,0.85,0.86,0.7,0.74,0.76,0.68,0.7,0.69,0.68,0.59,0.5,0.53,0.5,0.56,0.47,0.55,0.58,0.49,0.47,0.46,0.47,0.47,0.42,0.47,0.41,0.42,0.46,0.43,0.44,0.45,0.44,0.44,0.38,0.43,0.38,0.39,0.35,0.35,0.3,0.34,0.35,0.35,0.33,0.32,0.36,0.33,0.28,0.32,0.33,0.29,0.34,0.26,0.28,0.26,0.27,0.28,0.29,0.31,0.27,0.25,0.28,0.25,0.25,0.27,0.27,0.24,0.26,0.24,0.24,0.22,0.24,0.23,0.2,0.2,0.21,0.21,0.2,0.18,0.21,0.17,0.18,0.19,0.2,0.16,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.16,0.16,0.18,0.17,0.13,0.16,0.17,0.16,0.17,0.27,0.14,0.17,0.18,0.13,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.18,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.2,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.15,0.12,0.12,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.98
