,MRNA,FTNT,HUBS,GNRC,SNAP,CRL,NET,LNG,NDAQ,NVAX,OXY,CZR,EBAY,DELL,IT,SIVB,ZBRA,AZO,EL,PINS,SQ,TRMB,ROKU,QRVO,GME,PTC,TSCO,ENTG,LRCX,SWKS,TER,IQV,HZNP,EPAM,UI,AMAT,LOW,AVTR,GOOGL,ETSY,KKR,PYPL,W,TECH,TROW,KLAC,BLK,A,DE,ENPH,TWLO,APTV,ORLY,FRC,NTAP,GRMN,TWTR,ACN,ABBV,CTLT,KEYS,TXG,CRWD,ODFL,MLM,HD,TSLA,LYFT,POOL,BX,MCHP,HOLX,EXK.,LLY,FISV,WAT,Z,CVNA,PANW,PENN,PKI,ORCL,AMZN,MSI,FB,MRVL,ALGN,DVA,TMO,ZEN,CMG,GH,PTON,ADI,MPWR,ADP,BMY,NVDA,ROK,AME,APH,FAST,TXN,KDP,CGNX,CSCO,CDNS,ATVI,ABT,NVCR,WDAY,EFX,DIS,UBER,IDXX,PLUG,WST,ZS,ANET,DHR,MTD,OTIS,BIO,CHTR,MMC,MSFT,TTD,ESS,AAPL,PAYX,PM,SNPS,SHW,TDG,BR,DG,YUM,VMW,SSNC,QCOM,NEM,IEX,ICE,AON,AMGN,MNST,GPN,CTXS,DOCU,ESTC,INTU,MDB,ZM,DPZ,DDOG,AMD,ALNY,ILMN,INVH,MCO,NKE,CRM,VEEV,PLD,NOW,SPGI,CTAS,OKTA,GDDY,HEI,ADSK,FICO,PODD,STE,COO,PG,WMT,UNP,PAYC,TFX,NFLX,ABMD,CHD,KMB,TTWO,CPB,US Dollar,MSCI,REGN,PSA,ADBE,LBRDK,ZTS,DRE,TRU,ISRG,EW,DLR,DXCM,CPRT,RMD,AKAM,SUI,SBAC,ROP,AMT,CL,CCI,EQIX,AVLR,SGEN,EXAS,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,FTOXX,OKE,BILL,CG,ALB,DT,BBWI WI,NUE,HCA,U,SNOW,FCX,DFS,GS,IR,RF,MS,URI,LH,ON,MGM,JCI,CPT,AVY,MAA,WY,TGT,CDW,EXPD,HES,HLT,WMB,CDAY,SCHW,SPG,ELS,EXR,GE,AWK,AVB,MASI,NXPI,BURL,LYV,EXPE,EQR,VRSK,MCD,DAL,AVGO,SBUX,NLOK,AMC,XRAY,PLTR,SUM
08/09/2021,1.51,1.07,0.96,0.83,0.96,0.94,0.98,0.84,0.91,0.95,0.71,0.74,0.65,0.84,1.04,0.87,0.73,0.75,0.35,0.52,0.79,0.54,0.75,0.68,0.61,0.48,0.86,0.67,0.84,0.66,0.64,0.87,0.77,0.98,0.17,0.85,0.67,0.91,0.95,0.44,0.96,0.65,0.74,0.74,0.73,0.54,0.69,0.71,0.7,0.34,0.47,0.69,0.73,0.72,0.68,0.56,0.5,0.54,0.35,0.38,0.53,0.44,0.9,0.53,0.51,0.71,0.36,0.14,0.9,1.01,0.0,0.19,0.0,0.78,0.0,0.98,0.0,0.76,0.54,0.16,1.03,0.57,0.49,0.7,0.71,0.52,0.57,0.54,0.73,0.3,0.42,0.0,0.48,0.34,0.42,0.36,0.51,0.88,0.37,0.17,0.37,0.18,0.17,0.16,0.18,0.17,0.18,0.14,0.17,0.6,0.0,0.91,0.0,0.0,0.76,0.0,1.01,0.78,0.71,0.78,0.75,0.75,0.59,0.73,0.53,0.36,0.37,0.18,0.53,0.37,0.5,0.36,0.54,0.16,0.53,0.37,0.19,0.34,0.18,0.35,0.16,0.17,0.17,0.37,0.0,0.0,0.0,0.0,0.93,0.54,0.93,0.52,0.7,0.78,0.43,0.81,0.57,0.37,0.37,0.53,0.56,0.35,0.54,0.54,0.18,0.37,0.35,0.17,0.29,0.16,0.0,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.54,0.51,0.54,0.52,0.37,0.37,0.37,0.38,0.38,0.35,0.42,0.38,0.37,0.33,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,1.51,1.09,0.97,0.85,0.95,0.94,0.96,0.83,0.92,0.76,0.72,0.75,0.64,0.85,1.03,0.91,0.73,0.75,0.35,0.51,0.77,0.55,0.73,0.68,0.61,0.48,0.86,0.68,0.85,0.66,0.65,0.88,0.77,1.0,0.17,0.86,0.67,0.92,0.95,0.43,0.98,0.66,0.71,0.73,0.74,0.54,0.7,0.72,0.71,0.33,0.47,0.71,0.73,0.74,0.69,0.57,0.49,0.55,0.35,0.38,0.54,0.44,0.89,0.54,0.52,0.71,0.35,0.14,0.9,1.01,0.0,0.19,0.0,0.79,0.0,0.98,0.0,0.78,0.52,0.16,1.03,0.57,0.49,0.72,0.72,0.52,0.57,0.55,0.73,0.3,0.42,0.0,0.45,0.34,0.42,0.37,0.51,0.87,0.38,0.17,0.37,0.18,0.17,0.16,0.17,0.17,0.18,0.14,0.18,0.58,0.0,0.91,0.0,0.0,0.74,0.0,1.02,0.77,0.71,0.78,0.75,0.75,0.58,0.73,0.53,0.37,0.37,0.18,0.53,0.37,0.5,0.36,0.54,0.16,0.54,0.37,0.19,0.34,0.18,0.35,0.16,0.17,0.17,0.37,0.0,0.0,0.0,0.0,0.93,0.53,0.93,0.52,0.68,0.78,0.43,0.8,0.58,0.36,0.37,0.53,0.56,0.35,0.54,0.54,0.18,0.37,0.35,0.16,0.28,0.16,0.0,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.55,0.51,0.54,0.53,0.37,0.37,0.37,0.38,0.38,0.36,0.41,0.38,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/11/2021,1.51,1.09,0.97,0.85,0.95,0.94,0.96,0.83,0.92,0.76,0.72,0.75,0.64,0.85,1.03,0.91,0.73,0.75,0.35,0.51,0.77,0.55,0.73,0.68,0.61,0.48,0.86,0.68,0.85,0.66,0.65,0.88,0.77,1.0,0.17,0.86,0.67,0.92,0.95,0.43,0.98,0.66,0.71,0.73,0.74,0.54,0.7,0.72,0.71,0.33,0.47,0.71,0.73,0.74,0.69,0.57,0.49,0.55,0.35,0.38,0.54,0.44,0.89,0.54,0.52,0.71,0.35,0.14,0.9,1.01,0.0,0.19,0.0,0.79,0.0,0.98,0.0,0.78,0.52,0.16,1.03,0.57,0.49,0.72,0.72,0.52,0.57,0.55,0.73,0.3,0.42,0.0,0.45,0.34,0.42,0.37,0.51,0.87,0.38,0.17,0.37,0.18,0.17,0.16,0.17,0.17,0.18,0.14,0.18,0.58,0.0,0.91,0.0,0.0,0.74,0.0,1.02,0.77,0.71,0.78,0.75,0.75,0.58,0.73,0.53,0.37,0.37,0.18,0.53,0.37,0.5,0.36,0.54,0.16,0.54,0.37,0.19,0.34,0.18,0.35,0.16,0.17,0.17,0.37,0.0,0.0,0.0,0.0,0.93,0.53,0.93,0.52,0.68,0.78,0.43,0.8,0.58,0.36,0.37,0.53,0.56,0.35,0.54,0.54,0.18,0.37,0.35,0.16,0.28,0.16,0.0,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.55,0.51,0.54,0.53,0.37,0.37,0.37,0.38,0.38,0.36,0.41,0.38,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,1.66,1.08,0.96,0.86,0.95,0.94,1.01,0.86,0.92,0.93,0.72,0.75,0.66,0.84,1.03,0.89,0.73,0.75,0.35,0.5,0.77,0.54,0.71,0.67,0.63,0.48,0.88,0.67,0.81,0.66,0.63,0.87,0.77,1.01,0.16,0.83,0.67,0.92,0.96,0.46,0.95,0.64,0.77,0.7,0.75,0.53,0.71,0.72,0.73,0.34,0.46,0.74,0.73,0.72,0.69,0.57,0.48,0.54,0.35,0.38,0.54,0.42,0.86,0.54,0.54,0.71,0.36,0.15,0.9,1.0,0.0,0.19,0.0,0.8,0.0,0.98,0.0,0.84,0.51,0.15,1.02,0.58,0.48,0.72,0.71,0.51,0.56,0.55,0.73,0.3,0.41,0.0,0.46,0.34,0.42,0.37,0.5,0.85,0.38,0.17,0.37,0.18,0.16,0.16,0.17,0.17,0.18,0.14,0.18,0.55,0.0,0.93,0.0,0.0,0.73,0.0,1.01,0.76,0.7,0.79,0.75,0.75,0.59,0.73,0.53,0.36,0.39,0.18,0.53,0.37,0.5,0.36,0.54,0.16,0.53,0.38,0.19,0.34,0.18,0.35,0.15,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.92,0.52,0.92,0.5,0.66,0.76,0.41,0.78,0.61,0.37,0.36,0.52,0.56,0.34,0.51,0.54,0.17,0.36,0.35,0.16,0.29,0.16,0.0,0.0,0.17,0.18,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.55,0.52,0.53,0.52,0.36,0.36,0.37,0.37,0.37,0.35,0.4,0.37,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.13,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,1.42,1.1,0.98,0.87,0.94,0.94,0.99,0.87,0.92,1.0,0.73,0.77,0.67,0.86,1.07,0.91,0.73,0.75,0.35,0.49,0.75,0.54,0.69,0.66,0.65,0.47,0.89,0.63,0.77,0.65,0.61,0.87,0.78,1.01,0.16,0.78,0.68,0.93,0.96,0.47,0.95,0.64,0.86,0.7,0.74,0.51,0.72,0.73,0.75,0.34,0.47,0.72,0.72,0.73,0.69,0.57,0.47,0.54,0.35,0.38,0.53,0.41,0.84,0.55,0.55,0.72,0.36,0.15,0.9,1.0,0.0,0.19,0.0,0.78,0.0,0.99,0.0,0.81,0.5,0.16,1.01,0.58,0.48,0.73,0.71,0.51,0.58,0.54,0.73,0.29,0.41,0.0,0.45,0.33,0.42,0.37,0.5,0.85,0.38,0.17,0.37,0.18,0.16,0.16,0.16,0.18,0.19,0.15,0.18,0.55,0.0,0.93,0.0,0.0,0.73,0.0,1.02,0.77,0.69,0.8,0.75,0.75,0.59,0.73,0.54,0.37,0.38,0.17,0.54,0.37,0.5,0.36,0.56,0.16,0.53,0.37,0.19,0.33,0.18,0.35,0.15,0.17,0.17,0.39,0.0,0.0,0.0,0.0,0.9,0.53,0.94,0.51,0.64,0.76,0.43,0.78,0.59,0.37,0.36,0.52,0.55,0.35,0.51,0.54,0.18,0.36,0.35,0.16,0.28,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.54,0.52,0.54,0.53,0.37,0.37,0.37,0.37,0.37,0.36,0.39,0.37,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
08/17/2021,1.42,1.11,0.98,0.85,0.93,0.95,0.98,0.86,0.93,1.03,0.7,0.75,0.72,0.86,1.07,0.89,0.74,0.74,0.35,0.48,0.75,0.54,0.66,0.66,0.65,0.47,0.89,0.64,0.76,0.65,0.61,0.87,0.78,1.02,0.17,0.78,0.67,0.93,0.96,0.47,0.95,0.64,0.84,0.71,0.74,0.5,0.72,0.74,0.74,0.33,0.46,0.72,0.72,0.73,0.69,0.58,0.47,0.55,0.35,0.38,0.54,0.41,0.83,0.55,0.55,0.71,0.36,0.15,0.9,1.01,0.0,0.19,0.0,0.79,0.0,1.0,0.0,0.82,0.5,0.15,1.01,0.58,0.48,0.73,0.71,0.52,0.56,0.54,0.74,0.29,0.42,0.0,0.45,0.34,0.43,0.37,0.5,0.86,0.38,0.17,0.37,0.18,0.16,0.16,0.16,0.18,0.19,0.15,0.18,0.54,0.0,0.93,0.0,0.0,0.73,0.0,1.03,0.77,0.69,0.8,0.76,0.76,0.6,0.73,0.54,0.37,0.36,0.18,0.54,0.37,0.51,0.36,0.56,0.16,0.54,0.37,0.19,0.34,0.18,0.35,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.9,0.53,0.94,0.52,0.63,0.76,0.44,0.8,0.58,0.37,0.36,0.52,0.55,0.35,0.52,0.55,0.18,0.37,0.35,0.16,0.28,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.59,0.56,0.52,0.54,0.53,0.37,0.37,0.37,0.37,0.37,0.36,0.39,0.37,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/18/2021,1.42,1.11,0.98,0.85,0.93,0.95,0.98,0.86,0.93,1.03,0.7,0.75,0.72,0.86,1.07,0.89,0.74,0.74,0.35,0.48,0.75,0.54,0.66,0.66,0.65,0.47,0.89,0.64,0.76,0.65,0.61,0.87,0.78,1.02,0.17,0.78,0.67,0.93,0.96,0.47,0.95,0.64,0.84,0.71,0.74,0.5,0.72,0.74,0.74,0.33,0.46,0.72,0.72,0.73,0.69,0.58,0.47,0.55,0.35,0.38,0.54,0.41,0.83,0.55,0.55,0.71,0.36,0.15,0.9,1.01,0.0,0.19,0.0,0.79,0.0,1.0,0.0,0.82,0.5,0.15,1.01,0.58,0.48,0.73,0.71,0.52,0.56,0.54,0.74,0.29,0.42,0.0,0.45,0.34,0.43,0.37,0.5,0.86,0.38,0.17,0.37,0.18,0.16,0.16,0.16,0.18,0.19,0.15,0.18,0.54,0.0,0.93,0.0,0.0,0.73,0.0,1.03,0.77,0.69,0.8,0.76,0.76,0.6,0.73,0.54,0.37,0.36,0.18,0.54,0.37,0.51,0.36,0.56,0.16,0.54,0.37,0.19,0.34,0.18,0.35,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.9,0.53,0.94,0.52,0.63,0.76,0.44,0.8,0.58,0.37,0.36,0.52,0.55,0.35,0.52,0.55,0.18,0.37,0.35,0.16,0.28,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.59,0.56,0.52,0.54,0.53,0.37,0.37,0.37,0.37,0.37,0.36,0.39,0.37,0.38,0.34,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/19/2021,1.36,1.09,0.96,0.84,0.91,0.96,0.97,0.84,0.93,0.92,0.68,0.72,0.73,0.85,1.09,0.89,0.74,0.75,0.35,0.49,0.74,0.55,0.66,0.66,0.65,0.46,0.9,0.65,0.77,0.65,0.6,0.9,0.78,1.04,0.16,0.79,0.68,0.94,0.97,0.46,0.94,0.65,0.81,0.72,0.75,0.51,0.72,0.75,0.74,0.31,0.44,0.71,0.73,0.73,0.68,0.58,0.46,0.56,0.36,0.38,0.54,0.41,0.8,0.55,0.54,0.72,0.35,0.14,0.92,1.01,0.0,0.19,0.0,0.8,0.0,1.01,0.0,0.82,0.5,0.15,1.02,0.58,0.48,0.74,0.72,0.51,0.56,0.55,0.75,0.28,0.41,0.0,0.44,0.34,0.42,0.37,0.51,0.85,0.38,0.17,0.37,0.18,0.16,0.17,0.16,0.18,0.18,0.15,0.18,0.52,0.0,0.93,0.0,0.0,0.73,0.0,1.05,0.77,0.69,0.81,0.77,0.77,0.61,0.74,0.54,0.37,0.35,0.18,0.55,0.38,0.52,0.36,0.56,0.16,0.55,0.38,0.2,0.34,0.18,0.35,0.15,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.88,0.51,0.95,0.51,0.62,0.75,0.44,0.78,0.58,0.38,0.36,0.53,0.56,0.35,0.51,0.56,0.18,0.37,0.35,0.16,0.28,0.15,0.0,0.0,0.18,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.59,0.56,0.53,0.54,0.53,0.38,0.37,0.37,0.38,0.38,0.37,0.41,0.37,0.39,0.34,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,1.47,1.08,0.96,0.81,0.91,0.97,0.97,0.85,0.93,0.95,0.66,0.7,0.71,0.84,1.1,0.87,0.73,0.75,0.35,0.49,0.74,0.54,0.67,0.65,0.66,0.46,0.88,0.63,0.77,0.64,0.6,0.91,0.78,1.04,0.16,0.78,0.65,0.95,0.96,0.47,0.92,0.64,0.81,0.72,0.74,0.5,0.72,0.75,0.73,0.31,0.44,0.69,0.73,0.73,0.68,0.58,0.46,0.56,0.37,0.38,0.54,0.42,0.8,0.55,0.54,0.69,0.34,0.14,0.9,1.0,0.0,0.19,0.0,0.82,0.0,1.01,0.0,0.8,0.5,0.14,1.02,0.59,0.47,0.74,0.71,0.5,0.56,0.55,0.76,0.29,0.42,0.0,0.46,0.33,0.42,0.37,0.52,0.84,0.38,0.17,0.37,0.18,0.16,0.16,0.16,0.18,0.18,0.15,0.18,0.52,0.0,0.94,0.0,0.0,0.74,0.0,1.06,0.77,0.69,0.82,0.77,0.76,0.61,0.75,0.55,0.37,0.35,0.18,0.55,0.38,0.52,0.36,0.56,0.16,0.55,0.37,0.2,0.33,0.18,0.35,0.16,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.88,0.51,0.94,0.51,0.61,0.78,0.44,0.79,0.59,0.38,0.37,0.53,0.56,0.35,0.51,0.56,0.18,0.37,0.35,0.16,0.28,0.15,0.0,0.0,0.18,0.18,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.59,0.58,0.53,0.54,0.54,0.38,0.37,0.37,0.39,0.39,0.37,0.41,0.36,0.39,0.34,0.19,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/23/2021,1.39,1.08,0.97,0.82,0.9,0.99,0.97,0.83,0.93,0.89,0.61,0.69,0.72,0.84,1.08,0.85,0.74,0.76,0.36,0.46,0.73,0.55,0.65,0.64,0.62,0.45,0.91,0.64,0.77,0.64,0.59,0.92,0.77,1.05,0.16,0.79,0.73,0.95,0.96,0.47,0.91,0.64,0.78,0.73,0.75,0.5,0.72,0.79,0.71,0.31,0.44,0.67,0.74,0.72,0.67,0.58,0.46,0.56,0.36,0.39,0.55,0.4,0.81,0.56,0.54,0.7,0.34,0.13,0.92,0.99,0.0,0.19,0.0,0.82,0.0,1.02,0.0,0.8,0.5,0.14,1.02,0.58,0.47,0.76,0.71,0.51,0.56,0.56,0.76,0.29,0.42,0.0,0.44,0.34,0.43,0.37,0.52,0.86,0.38,0.17,0.38,0.18,0.16,0.17,0.17,0.18,0.19,0.15,0.18,0.5,0.0,0.94,0.0,0.0,0.75,0.0,1.08,0.79,0.7,0.83,0.77,0.77,0.61,0.76,0.55,0.38,0.34,0.18,0.54,0.37,0.52,0.4,0.56,0.15,0.55,0.37,0.2,0.33,0.18,0.34,0.15,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.89,0.53,0.96,0.51,0.6,0.77,0.44,0.77,0.59,0.34,0.37,0.52,0.54,0.36,0.52,0.56,0.18,0.37,0.36,0.16,0.28,0.15,0.0,0.0,0.18,0.18,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.58,0.59,0.54,0.55,0.54,0.38,0.37,0.37,0.4,0.4,0.38,0.41,0.36,0.4,0.34,0.19,0.19,0.17,0.18,0.16,0.17,0.18,0.17,0.17,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/24/2021,1.4,1.08,0.98,0.83,0.92,0.99,0.97,0.83,0.92,0.93,0.6,0.71,0.72,0.85,1.07,0.85,0.74,0.76,0.36,0.47,0.74,0.56,0.66,0.64,0.64,0.46,0.92,0.63,0.75,0.64,0.58,0.9,0.77,1.06,0.17,0.77,0.74,0.94,0.97,0.49,0.92,0.64,0.79,0.73,0.75,0.5,0.72,0.78,0.69,0.31,0.43,0.68,0.74,0.71,0.68,0.59,0.46,0.57,0.36,0.39,0.55,0.4,0.81,0.56,0.54,0.71,0.34,0.13,0.91,1.0,0.0,0.19,0.0,0.81,0.0,1.0,0.0,0.8,0.5,0.15,1.01,0.57,0.47,0.76,0.71,0.52,0.56,0.55,0.76,0.28,0.42,0.0,0.44,0.33,0.44,0.37,0.52,0.89,0.38,0.17,0.37,0.18,0.16,0.17,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.93,0.0,0.0,0.74,0.0,1.08,0.78,0.7,0.82,0.76,0.76,0.61,0.76,0.55,0.39,0.34,0.18,0.54,0.37,0.51,0.39,0.57,0.15,0.54,0.37,0.2,0.33,0.18,0.34,0.15,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.88,0.54,0.96,0.51,0.6,0.75,0.43,0.77,0.59,0.35,0.37,0.52,0.55,0.36,0.52,0.56,0.18,0.37,0.35,0.16,0.28,0.15,0.0,0.0,0.18,0.17,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.58,0.6,0.54,0.56,0.54,0.38,0.37,0.37,0.39,0.39,0.37,0.42,0.37,0.4,0.34,0.19,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
