,COF,USB,BRK.B,AXP,WFC,PNC,MKL,BAC,CB,JPM,BK,BAER.SW,D05.SI,L,DNB.OL,SCHW,DANSKE.CO,Y,RKT,NTB,MTB,STT,RE,TFC,GLRE,BPFH,300888.SZ,2318.HK,MTRO.L,n/a,SUM
08/20/2021,11.06,7.09,6.27,4.07,5.95,4.75,5.02,4.68,6.3,4.45,4.33,4.28,3.88,3.83,3.37,3.43,3.11,3.05,2.32,2.2,1.56,1.05,0.96,0.84,0.45,0.0,0.22,1.48,0.0,0.0,100.0
08/23/2021,10.94,7.05,6.3,4.01,5.89,4.75,5.08,4.67,6.45,4.46,4.33,4.32,3.88,3.85,3.37,3.43,3.09,3.12,2.3,2.18,1.56,1.04,0.97,0.84,0.45,0.0,0.22,1.46,0.0,0.0,100.01
08/24/2021,10.9,7.06,6.28,4.01,5.88,4.77,5.11,4.67,6.44,4.45,4.35,4.31,3.9,3.86,3.33,3.46,3.09,3.11,2.3,2.2,1.56,1.04,0.97,0.84,0.45,0.0,0.21,1.43,0.0,0.0,99.98
08/25/2021,10.9,7.06,6.28,4.01,5.88,4.77,5.11,4.67,6.44,4.45,4.35,4.31,3.9,3.86,3.33,3.46,3.09,3.11,2.3,2.2,1.56,1.04,0.97,0.84,0.45,0.0,0.21,1.43,0.0,0.0,99.98
08/26/2021,10.91,7.08,6.25,4.01,5.87,4.78,5.04,4.71,6.38,4.48,4.39,4.33,3.89,3.87,3.39,3.45,3.12,3.06,2.29,2.19,1.57,1.06,0.97,0.85,0.45,0.0,0.22,1.4,0.0,0.0,100.01
08/27/2021,10.88,7.12,6.22,4.0,5.93,4.78,5.02,4.74,6.34,4.48,4.4,4.27,3.87,3.85,3.4,3.52,3.1,3.03,2.33,2.18,1.58,1.07,0.96,0.85,0.45,0.0,0.22,1.41,0.0,0.0,100.0
08/31/2021,11.02,7.15,6.1,4.1,5.98,4.83,4.96,4.76,6.24,4.54,4.46,4.27,3.82,3.84,3.42,3.53,3.05,2.98,2.24,2.21,1.58,1.1,0.92,0.85,0.44,0.0,0.21,1.39,0.0,0.0,99.98999999999998
09/01/2021,11.02,7.15,6.1,4.1,5.98,4.83,4.96,4.76,6.24,4.54,4.46,4.27,3.82,3.84,3.42,3.53,3.05,2.98,2.24,2.21,1.58,1.1,0.92,0.85,0.44,0.0,0.21,1.39,0.0,0.0,99.98999999999998
09/02/2021,10.57,7.15,6.21,4.07,5.93,4.83,5.02,4.76,6.28,4.56,4.45,4.31,3.93,3.87,3.49,3.48,3.12,2.99,2.27,2.2,1.58,1.1,0.93,0.85,0.45,0.0,0.22,1.38,0.0,0.0,100.0
09/03/2021,10.57,7.15,6.21,4.07,5.93,4.83,5.02,4.76,6.28,4.56,4.45,4.31,3.93,3.87,3.49,3.48,3.12,2.99,2.27,2.2,1.58,1.1,0.93,0.85,0.45,0.0,0.22,1.38,0.0,0.0,100.0
09/06/2021,10.37,7.16,6.28,4.07,5.53,4.92,5.1,4.75,6.33,4.62,4.44,4.4,3.95,3.89,3.54,3.5,3.14,3.01,2.27,2.21,1.6,1.12,0.92,0.86,0.44,0.0,0.22,1.36,0.0,0.0,100.0
09/07/2021,10.28,7.18,6.26,4.03,5.49,4.92,5.1,4.79,6.4,4.63,4.44,4.37,3.99,3.88,3.59,3.49,3.12,3.0,2.26,2.24,1.61,1.13,0.92,0.87,0.44,0.0,0.0,1.36,0.22,0.0,100.01000000000002
09/08/2021,10.28,7.18,6.26,4.03,5.49,4.92,5.1,4.79,6.4,4.63,4.44,4.37,3.99,3.88,3.59,3.49,3.12,3.0,2.26,2.24,1.61,1.13,0.92,0.87,0.44,0.0,0.0,1.36,0.22,0.0,100.01000000000002
09/09/2021,10.28,7.18,6.26,4.03,5.49,4.92,5.1,4.79,6.4,4.63,4.44,4.37,3.99,3.88,3.59,3.49,3.12,3.0,2.26,2.24,1.61,1.13,0.92,0.87,0.44,0.0,0.0,1.36,0.22,0.0,100.01000000000002
09/10/2021,10.29,7.16,6.21,4.06,5.52,4.96,5.05,4.84,6.36,4.63,4.39,4.44,4.03,3.9,3.61,3.5,3.13,2.92,2.26,2.22,1.61,1.09,0.91,0.86,0.44,0.0,0.0,1.38,0.22,0.0,99.99
09/13/2021,10.24,7.18,6.22,4.06,5.55,4.97,5.1,4.81,6.36,4.65,4.38,4.44,4.03,3.89,3.61,3.53,3.13,2.94,2.25,2.19,1.61,1.08,0.94,0.86,0.43,0.0,0.0,1.35,0.22,0.0,100.02
09/14/2021,10.31,7.19,6.25,4.08,5.59,4.99,5.08,4.77,6.38,4.63,4.34,4.42,4.09,3.84,3.62,3.51,3.11,2.92,2.22,2.2,1.6,1.08,0.93,0.86,0.42,0.0,0.0,1.37,0.22,0.0,100.01999999999998
09/15/2021,10.31,7.19,6.25,4.08,5.59,4.99,5.08,4.77,6.38,4.63,4.34,4.42,4.09,3.84,3.62,3.51,3.11,2.92,2.22,2.2,1.6,1.08,0.93,0.86,0.42,0.0,0.0,1.37,0.22,0.0,100.01999999999998
09/16/2021,10.4,7.24,6.22,4.09,5.69,5.0,5.07,4.78,6.41,4.64,4.31,4.4,4.02,3.83,3.59,3.49,3.11,2.88,2.24,2.18,1.6,1.08,0.92,0.86,0.41,0.0,0.0,1.33,0.22,0.0,100.01
09/17/2021,10.26,7.27,6.26,4.11,5.82,4.92,5.07,4.73,6.44,4.63,4.29,4.47,4.08,3.83,3.62,3.44,3.11,2.85,2.24,2.17,1.58,1.07,0.93,0.85,0.41,0.0,0.0,1.32,0.22,0.0,99.98999999999998
09/20/2021,10.45,7.44,6.22,4.11,5.83,4.92,4.99,4.72,6.42,4.62,4.32,4.42,4.01,3.85,3.58,3.47,3.01,2.85,2.23,2.19,1.6,1.08,0.92,0.86,0.4,0.0,0.0,1.28,0.22,0.0,100.01
09/21/2021,10.56,7.38,6.22,4.2,5.85,4.92,4.97,4.79,6.38,4.63,4.27,4.34,4.04,3.8,3.54,3.46,3.07,2.83,2.24,2.19,1.62,1.05,0.93,0.86,0.4,0.0,0.0,1.24,0.23,0.0,100.01000000000002
09/22/2021,10.56,7.38,6.22,4.2,5.85,4.92,4.97,4.79,6.38,4.63,4.27,4.34,4.04,3.8,3.54,3.46,3.07,2.83,2.24,2.19,1.62,1.05,0.93,0.86,0.4,0.0,0.0,1.24,0.23,0.0,100.01000000000002
09/23/2021,10.56,7.38,6.22,4.2,5.85,4.92,4.97,4.79,6.38,4.63,4.27,4.34,4.04,3.8,3.54,3.46,3.07,2.83,2.24,2.19,1.62,1.05,0.93,0.86,0.4,0.0,0.0,1.24,0.23,0.0,100.01000000000002
09/24/2021,10.57,7.55,6.27,4.27,5.89,4.89,5.04,4.72,6.34,4.59,4.2,4.2,4.03,3.78,3.57,3.43,3.04,2.93,2.26,2.19,1.6,1.03,0.94,0.85,0.4,0.0,0.0,1.22,0.22,0.0,100.02
09/28/2021,10.75,7.57,6.11,4.41,5.9,4.95,4.93,4.87,6.11,4.68,4.2,4.16,3.82,3.71,3.62,3.63,3.04,2.83,2.22,2.23,1.64,1.03,0.91,0.88,0.39,0.0,0.0,1.21,0.23,0.0,100.03
09/29/2021,10.75,7.57,6.11,4.41,5.9,4.95,4.93,4.87,6.11,4.68,4.2,4.16,3.82,3.71,3.62,3.63,3.04,2.83,2.22,2.23,1.64,1.03,0.91,0.88,0.39,0.0,0.0,1.21,0.23,0.0,100.03
09/30/2021,10.8,7.6,6.04,4.36,5.75,5.01,4.82,4.91,6.06,4.71,4.28,4.17,3.83,3.71,3.61,3.65,3.09,2.77,2.18,2.26,1.71,1.05,0.91,0.9,0.39,0.0,0.0,1.2,0.22,0.0,99.99
10/01/2021,10.8,7.6,6.04,4.36,5.75,5.01,4.82,4.91,6.06,4.71,4.28,4.17,3.83,3.71,3.61,3.65,3.09,2.77,2.18,2.26,1.71,1.05,0.91,0.9,0.39,0.0,0.0,1.2,0.22,0.0,99.99
10/04/2021,10.71,7.58,6.06,4.28,5.75,4.99,4.83,4.95,6.06,4.74,4.27,4.2,3.86,3.79,3.62,3.6,3.03,2.8,2.12,2.36,1.75,1.04,0.89,0.9,0.39,0.0,0.0,1.21,0.22,0.0,100.0
10/05/2021,10.69,7.63,6.01,4.33,5.74,5.01,4.79,4.94,6.01,4.76,4.28,4.18,3.9,3.84,3.74,3.54,2.99,2.81,2.06,2.4,1.74,1.03,0.89,0.91,0.39,0.0,0.0,1.17,0.23,0.0,100.01
10/06/2021,10.69,7.63,6.01,4.33,5.74,5.01,4.79,4.94,6.01,4.76,4.28,4.18,3.9,3.84,3.74,3.54,2.99,2.81,2.06,2.4,1.74,1.03,0.89,0.91,0.39,0.0,0.0,1.17,0.23,0.0,100.01
10/07/2021,10.71,7.63,5.99,4.31,5.76,5.02,4.81,4.99,5.98,4.78,4.29,4.15,3.9,3.84,3.78,3.5,3.01,2.82,1.99,2.4,1.76,1.03,0.89,0.91,0.39,0.0,0.0,1.14,0.24,0.0,100.02
10/08/2021,10.71,7.61,5.99,4.3,5.79,5.0,4.84,5.01,5.94,4.75,4.35,4.13,3.86,3.87,3.77,3.57,2.98,2.8,1.99,2.42,1.73,1.05,0.89,0.9,0.39,0.0,0.0,1.12,0.23,0.0,99.99
10/11/2021,10.65,7.63,6.04,4.26,5.77,5.01,4.91,5.01,5.99,4.76,4.36,4.09,3.85,3.89,3.75,3.56,2.96,2.81,1.95,2.4,1.71,1.05,0.91,0.89,0.39,0.0,0.0,1.15,0.25,0.0,100.0
10/12/2021,10.56,7.63,6.04,4.24,5.71,4.99,4.92,4.95,6.1,4.72,4.4,4.18,3.82,3.89,3.78,3.59,2.93,2.8,1.9,2.4,1.71,1.06,0.92,0.89,0.39,0.0,0.0,1.24,0.24,0.0,100.0
10/13/2021,10.56,7.63,6.04,4.24,5.71,4.99,4.92,4.95,6.1,4.72,4.4,4.18,3.82,3.89,3.78,3.59,2.93,2.8,1.9,2.4,1.71,1.06,0.92,0.89,0.39,0.0,0.0,1.24,0.24,0.0,100.0
10/14/2021,10.49,7.64,6.02,4.24,5.68,4.99,4.86,4.94,6.16,4.67,4.42,4.19,3.83,3.88,3.8,3.59,2.93,2.82,1.93,2.4,1.7,1.07,0.92,0.89,0.39,0.0,0.0,1.3,0.24,0.0,99.99
10/15/2021,10.59,7.62,5.98,4.28,5.6,5.05,4.94,4.91,6.13,4.64,4.42,4.17,3.82,3.89,3.78,3.62,2.94,2.82,1.95,2.39,1.69,1.07,0.92,0.89,0.39,0.0,0.0,1.23,0.25,0.0,99.98
10/18/2021,10.31,7.65,6.0,4.16,5.57,5.05,5.02,4.9,6.19,4.54,4.43,4.23,3.9,3.87,3.84,3.6,2.99,2.83,2.03,2.43,1.68,1.06,0.93,0.89,0.39,0.0,0.0,1.24,0.24,0.0,99.97
10/19/2021,10.42,7.29,5.98,4.22,5.7,4.85,5.08,5.13,5.99,4.58,4.46,4.26,3.8,3.86,3.84,3.71,3.07,2.84,2.06,2.46,1.66,1.07,0.95,0.89,0.38,0.0,0.0,1.22,0.24,0.0,100.01
10/20/2021,10.42,7.29,5.98,4.22,5.7,4.85,5.08,5.13,5.99,4.58,4.46,4.26,3.8,3.86,3.84,3.71,3.07,2.84,2.06,2.46,1.66,1.07,0.95,0.89,0.38,0.0,0.0,1.22,0.24,0.0,100.01
10/21/2021,10.46,7.33,5.94,4.24,5.82,4.89,4.99,5.11,5.87,4.57,4.48,4.22,3.8,3.82,3.88,3.7,3.09,2.8,2.1,2.5,1.66,1.09,0.94,0.9,0.37,0.0,0.0,1.21,0.24,0.0,100.02
10/22/2021,10.39,7.34,5.92,4.2,5.86,4.98,4.98,5.08,5.95,4.58,4.45,4.21,3.86,3.81,3.86,3.7,3.08,2.82,2.08,2.45,1.65,1.11,0.93,0.9,0.37,0.0,0.0,1.22,0.24,0.0,100.02
10/25/2021,10.05,7.38,5.91,4.17,5.8,5.07,4.97,5.07,6.03,4.56,4.57,4.23,3.82,3.78,3.9,3.7,3.04,2.83,2.07,2.47,1.72,1.11,0.93,0.9,0.38,0.0,0.0,1.31,0.22,0.0,99.99
10/26/2021,10.05,7.38,5.91,4.17,5.8,5.07,4.97,5.07,6.03,4.56,4.57,4.23,3.82,3.78,3.9,3.7,3.04,2.83,2.07,2.47,1.72,1.11,0.93,0.9,0.38,0.0,0.0,1.31,0.22,0.0,99.99
10/27/2021,10.09,7.38,5.9,4.36,5.79,5.11,4.93,5.11,6.04,4.58,4.52,4.19,3.8,3.75,3.87,3.72,3.02,2.84,2.0,2.46,1.7,1.11,0.93,0.91,0.38,0.0,0.0,1.3,0.21,0.0,100.0
10/28/2021,10.14,7.35,5.93,4.25,5.79,5.12,4.97,5.1,6.04,4.56,4.5,4.21,3.82,3.76,3.85,3.7,3.06,2.83,2.02,2.47,1.7,1.1,0.93,0.91,0.38,0.0,0.0,1.28,0.21,0.02,99.99999999999996
10/29/2021,10.14,7.35,5.93,4.25,5.79,5.12,4.97,5.1,6.04,4.56,4.5,4.21,3.82,3.76,3.85,3.7,3.06,2.83,2.02,2.47,1.7,1.1,0.93,0.91,0.38,0.0,0.0,1.28,0.21,0.02,99.99999999999996
11/01/2021,9.36,7.32,6.04,4.15,5.99,5.14,5.05,5.24,6.43,4.64,4.6,4.34,3.93,3.75,3.74,3.73,3.11,2.83,1.96,2.24,1.61,1.13,0.9,0.92,0.39,0.0,0.0,1.23,0.21,0.0,99.98
11/02/2021,9.34,7.31,6.03,4.17,6.02,5.13,5.05,5.28,6.46,4.66,4.62,4.37,3.93,3.76,3.68,3.76,2.93,2.79,2.06,2.29,1.61,1.14,0.89,0.92,0.38,0.0,0.0,1.19,0.22,0.0,99.99
11/03/2021,9.34,7.31,6.03,4.17,6.02,5.13,5.05,5.28,6.46,4.66,4.62,4.37,3.93,3.76,3.68,3.76,2.93,2.79,2.06,2.29,1.61,1.14,0.89,0.92,0.38,0.0,0.0,1.19,0.22,0.0,99.99
11/04/2021,9.34,7.31,6.03,4.17,6.02,5.13,5.05,5.28,6.46,4.66,4.62,4.37,3.93,3.76,3.68,3.76,2.93,2.79,2.06,2.29,1.61,1.14,0.89,0.92,0.38,0.0,0.0,1.19,0.22,0.0,99.99
11/05/2021,9.33,7.31,6.01,4.12,5.99,5.07,5.07,5.25,6.25,4.65,4.64,4.4,3.97,3.82,3.74,3.72,2.89,2.82,2.16,2.36,1.68,1.14,0.92,0.93,0.38,0.0,0.0,1.18,0.21,0.0,100.01
11/08/2021,9.47,7.28,6.03,4.13,5.94,5.04,4.99,5.22,6.26,4.61,4.59,4.33,4.0,3.79,3.8,3.73,2.9,2.79,2.23,2.44,1.69,1.11,0.91,0.92,0.37,0.0,0.0,1.17,0.27,0.0,100.01
11/09/2021,9.51,7.29,6.0,4.2,5.89,5.0,5.01,5.15,6.33,4.58,4.55,4.3,3.99,3.8,3.87,3.69,2.93,2.86,2.13,2.48,1.69,1.09,0.92,0.93,0.38,0.0,0.0,1.14,0.26,0.0,99.97
11/10/2021,9.51,7.29,6.0,4.2,5.89,5.0,5.01,5.15,6.33,4.58,4.55,4.3,3.99,3.8,3.87,3.69,2.93,2.86,2.13,2.48,1.69,1.09,0.92,0.93,0.38,0.0,0.0,1.14,0.26,0.0,99.97
11/11/2021,9.51,7.29,6.0,4.2,5.89,5.0,5.01,5.15,6.33,4.58,4.55,4.3,3.99,3.8,3.87,3.69,2.93,2.86,2.13,2.48,1.69,1.09,0.92,0.93,0.38,0.0,0.0,1.14,0.26,0.0,99.97
11/12/2021,9.54,7.21,5.97,4.28,5.82,5.0,4.97,5.14,6.34,4.57,4.53,4.32,4.0,3.83,3.87,3.68,2.96,2.94,2.09,2.47,1.68,1.1,0.92,0.93,0.38,0.0,0.0,1.19,0.26,0.0,99.99
11/15/2021,9.6,7.27,5.91,4.29,5.88,4.94,4.93,5.18,6.3,4.55,4.62,4.26,3.96,3.81,3.79,3.69,2.99,2.94,2.01,2.53,1.73,1.12,0.92,0.91,0.38,0.0,0.0,1.24,0.25,0.0,100.0
11/16/2021,9.59,7.24,5.94,4.31,5.93,4.9,4.9,5.12,6.3,4.53,4.63,4.32,3.94,3.78,3.76,3.72,3.01,2.95,2.06,2.51,1.73,1.13,0.92,0.9,0.38,0.0,0.0,1.23,0.25,0.0,99.98
11/17/2021,9.59,7.24,5.94,4.31,5.93,4.9,4.9,5.12,6.3,4.53,4.63,4.32,3.94,3.78,3.76,3.72,3.01,2.95,2.06,2.51,1.73,1.13,0.92,0.9,0.38,0.0,0.0,1.23,0.25,0.0,99.98
11/18/2021,9.57,7.24,5.92,4.35,5.95,4.93,4.86,5.15,6.32,4.53,4.62,4.31,3.96,3.73,3.77,3.72,3.03,2.94,2.04,2.5,1.74,1.14,0.93,0.91,0.38,0.0,0.0,1.22,0.26,0.0,100.02
11/19/2021,9.47,7.29,5.93,4.32,5.9,4.98,4.88,5.18,6.35,4.52,4.59,4.31,3.95,3.77,3.74,3.74,3.0,2.94,2.05,2.48,1.75,1.13,0.94,0.92,0.38,0.0,0.0,1.24,0.26,0.0,100.01
11/22/2021,9.47,7.29,5.93,4.32,5.9,4.98,4.88,5.18,6.35,4.52,4.59,4.31,3.95,3.77,3.74,3.74,3.0,2.94,2.05,2.48,1.75,1.13,0.94,0.92,0.38,0.0,0.0,1.24,0.26,0.0,100.01
11/23/2021,9.47,7.29,5.93,4.32,5.9,4.98,4.88,5.18,6.35,4.52,4.59,4.31,3.95,3.77,3.74,3.74,3.0,2.94,2.05,2.48,1.75,1.13,0.94,0.92,0.38,0.0,0.0,1.24,0.26,0.0,100.01
11/24/2021,9.59,7.14,6.03,4.26,5.88,4.97,4.89,5.14,6.37,4.53,4.56,4.19,4.11,3.82,3.71,3.77,3.02,2.97,1.97,2.53,1.77,1.12,0.93,0.9,0.37,0.0,0.0,1.25,0.21,0.0,100.0
11/25/2021,9.59,7.14,6.03,4.26,5.88,4.97,4.89,5.14,6.37,4.53,4.56,4.19,4.11,3.82,3.71,3.77,3.02,2.97,1.97,2.53,1.77,1.12,0.93,0.9,0.37,0.0,0.0,1.25,0.21,0.0,100.0
11/26/2021,9.64,7.25,6.05,4.09,6.03,5.07,4.94,5.24,6.36,4.61,4.59,3.82,3.98,3.84,3.67,3.8,2.99,3.01,1.92,2.55,1.77,1.13,0.95,0.91,0.38,0.0,0.0,1.22,0.2,0.0,100.01
11/29/2021,9.64,7.24,6.04,4.11,6.04,5.08,4.92,5.26,6.29,4.58,4.6,3.88,3.98,3.81,3.65,3.81,3.0,3.0,1.97,2.55,1.77,1.13,0.95,0.91,0.37,0.0,0.0,1.21,0.2,0.0,99.99
11/30/2021,9.6,7.24,6.19,3.91,5.92,5.06,4.98,5.26,6.34,4.62,4.6,3.9,4.03,3.84,3.58,3.78,3.02,3.01,2.04,2.54,1.76,1.12,0.95,0.91,0.37,0.0,0.0,1.21,0.2,0.04,100.02
12/01/2021,9.6,7.24,6.19,3.91,5.92,5.06,4.98,5.26,6.34,4.62,4.6,3.9,4.03,3.84,3.58,3.78,3.02,3.01,2.04,2.54,1.76,1.12,0.95,0.91,0.37,0.0,0.0,1.21,0.2,0.04,100.02
12/02/2021,9.6,7.24,6.19,3.91,5.92,5.06,4.98,5.26,6.34,4.62,4.6,3.9,4.03,3.84,3.58,3.78,3.02,3.01,2.04,2.54,1.76,1.12,0.95,0.91,0.37,0.0,0.0,1.21,0.2,0.04,100.02
12/06/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/07/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/08/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
