,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,JNJ,JPM,TSLA,BRK.B,NVDA,UNH,PG,V,MA,VZ,HD,INTC,CMCSA,BAC,ADBE,DIS,T,CSCO,XOM,PEP,PYPL,ABBV,PFE,MRK,AVGO,ACN,LLY,WMT,TXN,CVX,KO,NFLX,TMO,ABT,IBM,ORCL,COST,UNP,QCOM,AMGN,MCD,WFC,UPS,CRM,NKE,TGT,LOW,CAT,PM,DHR,HON,AMAT,MMM,BMY,LIN,MDT,RTX,C,GS,NEE,CVS,INTU,AXP,ANTM,SBUX,SCHW,CHTR,MS,BLK,BA,DE,LMT,COP,SPGI,GE,ADP,LRCX,MO,ZTS,BIIB,MU,TMUS,COF,GM,SYK,CI,ISRG,FIS,MDLZ,AMD,CSX,GILD,USB,EL,F,SHW,BKNG,GD,TJX,ADSK,PNC,CME,EBAY,ITW,SLB,WM,MRNA,FDX,EMR,NSC,NOC,NOW,MCO,ATVI,DUK,EOG,ETN,MET,IQV,DOW,KLAC,TFC,CB,ROP,BK,LULU,APD,ADI,ALL,TROW,PGR,MMC,BDX,DG,TRV,CL,JCI,FCX,APH,IDXX,BAX,ICE,CNC,WBA,BX,FISV,PH,AIG,HUM,PAYX,SO,TT,TEL,REGN,D,FTNT,LYB,VRTX,SYY,GPN,ORLY,LBRDK,OXY,HCA,CTSH,APTV,LHX,EA,PPG,NEM,CMI,GIS,EXC,KR,KHC,SNPS,ECL,MAR,DHI,KMI,ZBH,HPQ,SWK,PRU,IFF,MCHP,TWTR,MNST,KMB,MSCI,A,ROST,PSX,STZ,RSG,CTAS,CMG,CARR,AZO,AFL,FRC,RMD,TWLO,CDNS,OTIS,ILMN,EW,ROK,AMP,GE.,NUE,MSI,MTD,SRE,KEYS,AON,MCK,SUM
08/13/2021,5.52,4.51,3.03,1.7,1.71,1.68,1.07,1.05,1.01,1.0,0.84,0.85,0.84,0.77,0.74,0.68,0.7,0.62,0.61,0.59,0.6,0.54,0.49,0.52,0.45,0.51,0.47,0.48,0.55,0.43,0.48,0.47,0.5,0.53,0.43,0.41,0.46,0.39,0.42,0.4,0.38,0.4,0.4,0.35,0.39,0.31,0.34,0.35,0.3,0.35,0.35,0.34,0.3,0.29,0.3,0.35,0.31,0.31,0.29,0.3,0.29,0.28,0.28,0.29,0.29,0.29,0.26,0.27,0.25,0.23,0.25,0.24,0.25,0.26,0.23,0.23,0.25,0.21,0.19,0.23,0.0,0.22,0.21,0.2,0.2,0.18,0.2,0.19,0.2,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.17,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.16,0.17,0.15,0.15,0.13,0.15,0.12,0.15,0.28,0.13,0.15,0.14,0.14,0.15,0.15,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.16,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2
08/16/2021,5.48,4.46,2.97,1.68,1.7,1.66,1.06,1.07,0.99,1.0,0.81,0.84,0.84,0.75,0.72,0.68,0.71,0.62,0.61,0.61,0.6,0.54,0.5,0.52,0.46,0.51,0.46,0.48,0.55,0.43,0.47,0.47,0.49,0.54,0.43,0.41,0.46,0.38,0.41,0.39,0.38,0.4,0.4,0.36,0.39,0.31,0.34,0.37,0.3,0.34,0.35,0.34,0.31,0.31,0.3,0.35,0.32,0.29,0.3,0.3,0.29,0.28,0.28,0.3,0.3,0.3,0.27,0.27,0.25,0.23,0.25,0.24,0.25,0.27,0.24,0.24,0.26,0.21,0.2,0.22,0.0,0.22,0.2,0.2,0.2,0.18,0.18,0.19,0.21,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.18,0.17,0.17,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.12,0.15,0.22,0.13,0.15,0.14,0.14,0.14,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.11,0.11,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,67.0
08/17/2021,5.59,4.54,2.96,1.69,1.7,1.67,1.07,1.06,1.01,0.99,0.83,0.84,0.84,0.74,0.72,0.68,0.7,0.61,0.61,0.6,0.6,0.55,0.5,0.53,0.45,0.51,0.46,0.49,0.58,0.44,0.48,0.48,0.49,0.54,0.43,0.41,0.46,0.38,0.42,0.4,0.38,0.4,0.4,0.36,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.33,0.3,0.3,0.31,0.35,0.31,0.28,0.29,0.3,0.3,0.28,0.27,0.3,0.29,0.3,0.27,0.27,0.25,0.23,0.25,0.24,0.25,0.27,0.24,0.23,0.26,0.21,0.19,0.23,0.0,0.22,0.19,0.2,0.2,0.18,0.17,0.19,0.21,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.17,0.17,0.17,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.21,0.11,0.1,0.0,0.0,0.0,0.0,0.0,67.16
08/18/2021,5.59,4.54,2.96,1.69,1.7,1.67,1.07,1.06,1.01,0.99,0.83,0.84,0.84,0.74,0.72,0.68,0.7,0.61,0.61,0.6,0.6,0.55,0.5,0.53,0.45,0.51,0.46,0.49,0.58,0.44,0.48,0.48,0.49,0.54,0.43,0.41,0.46,0.38,0.42,0.4,0.38,0.4,0.4,0.36,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.33,0.3,0.3,0.31,0.35,0.31,0.28,0.29,0.3,0.3,0.28,0.27,0.3,0.29,0.3,0.27,0.27,0.25,0.23,0.25,0.24,0.25,0.27,0.24,0.23,0.26,0.21,0.19,0.23,0.0,0.22,0.19,0.2,0.2,0.18,0.17,0.19,0.21,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.17,0.17,0.17,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.21,0.11,0.1,0.0,0.0,0.0,0.0,0.0,67.16
08/19/2021,5.59,4.54,2.96,1.69,1.7,1.67,1.07,1.06,1.01,0.99,0.83,0.84,0.84,0.74,0.72,0.68,0.7,0.61,0.61,0.6,0.6,0.55,0.5,0.53,0.45,0.51,0.46,0.49,0.58,0.44,0.48,0.48,0.49,0.54,0.43,0.41,0.46,0.38,0.42,0.4,0.38,0.4,0.4,0.36,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.33,0.3,0.3,0.31,0.35,0.31,0.28,0.29,0.3,0.3,0.28,0.27,0.3,0.29,0.3,0.27,0.27,0.25,0.23,0.25,0.24,0.25,0.27,0.24,0.23,0.26,0.21,0.19,0.23,0.0,0.22,0.19,0.2,0.2,0.18,0.17,0.19,0.21,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.17,0.17,0.17,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.21,0.11,0.1,0.0,0.0,0.0,0.0,0.0,67.16
08/20/2021,5.66,4.56,2.96,1.71,1.7,1.68,1.08,1.05,0.96,0.99,0.82,0.85,0.85,0.75,0.72,0.69,0.7,0.61,0.61,0.6,0.6,0.54,0.49,0.52,0.44,0.52,0.47,0.49,0.58,0.44,0.48,0.48,0.5,0.54,0.43,0.41,0.46,0.38,0.43,0.4,0.38,0.4,0.41,0.36,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.34,0.31,0.3,0.31,0.35,0.31,0.28,0.3,0.3,0.3,0.28,0.27,0.29,0.29,0.3,0.27,0.28,0.25,0.23,0.25,0.23,0.25,0.27,0.24,0.23,0.26,0.21,0.19,0.23,0.0,0.22,0.19,0.2,0.21,0.18,0.17,0.19,0.21,0.17,0.18,0.16,0.19,0.16,0.18,0.2,0.17,0.17,0.16,0.16,0.14,0.17,0.14,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.12,0.15,0.22,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.15,0.1,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.11,0.11,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,67.33000000000001
08/23/2021,5.6,4.69,2.92,1.69,1.71,1.68,1.11,1.04,0.96,1.0,0.83,0.89,0.87,0.75,0.72,0.69,0.69,0.61,0.62,0.59,0.62,0.53,0.49,0.54,0.42,0.53,0.46,0.5,0.59,0.45,0.47,0.49,0.51,0.55,0.42,0.39,0.47,0.41,0.43,0.41,0.38,0.4,0.42,0.36,0.38,0.31,0.34,0.35,0.3,0.36,0.34,0.32,0.33,0.29,0.31,0.36,0.31,0.28,0.29,0.31,0.3,0.29,0.27,0.29,0.29,0.31,0.27,0.28,0.24,0.23,0.25,0.23,0.26,0.26,0.24,0.21,0.25,0.21,0.18,0.23,0.0,0.22,0.19,0.21,0.21,0.18,0.17,0.19,0.2,0.16,0.18,0.16,0.2,0.16,0.18,0.19,0.18,0.17,0.16,0.16,0.13,0.17,0.14,0.16,0.17,0.16,0.14,0.14,0.15,0.15,0.11,0.16,0.22,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.16,0.1,0.15,0.13,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.2,0.11,0.11,0.0,0.0,0.0,0.0,0.0,67.48
08/24/2021,5.61,4.76,2.9,1.69,1.72,1.69,1.1,1.03,0.96,0.99,0.87,0.89,0.86,0.75,0.71,0.69,0.7,0.6,0.62,0.59,0.62,0.53,0.49,0.55,0.42,0.52,0.46,0.5,0.59,0.45,0.47,0.5,0.51,0.55,0.42,0.38,0.46,0.41,0.43,0.41,0.37,0.4,0.42,0.35,0.38,0.3,0.34,0.35,0.3,0.36,0.35,0.32,0.33,0.29,0.31,0.36,0.31,0.27,0.29,0.31,0.3,0.29,0.27,0.29,0.29,0.32,0.27,0.28,0.24,0.23,0.25,0.23,0.26,0.26,0.24,0.21,0.24,0.21,0.18,0.23,0.0,0.22,0.18,0.2,0.21,0.18,0.17,0.19,0.2,0.16,0.18,0.16,0.2,0.16,0.18,0.19,0.18,0.17,0.16,0.16,0.13,0.17,0.14,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.11,0.15,0.22,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.16,0.1,0.15,0.13,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.11,0.13,0.13,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.2,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.45000000000002
08/25/2021,5.61,4.76,2.9,1.69,1.72,1.69,1.1,1.03,0.96,0.99,0.87,0.89,0.86,0.75,0.71,0.69,0.7,0.6,0.62,0.59,0.62,0.53,0.49,0.55,0.42,0.52,0.46,0.5,0.59,0.45,0.47,0.5,0.51,0.55,0.42,0.38,0.46,0.41,0.43,0.41,0.37,0.4,0.42,0.35,0.38,0.3,0.34,0.35,0.3,0.36,0.35,0.32,0.33,0.29,0.31,0.36,0.31,0.27,0.29,0.31,0.3,0.29,0.27,0.29,0.29,0.32,0.27,0.28,0.24,0.23,0.25,0.23,0.26,0.26,0.24,0.21,0.24,0.21,0.18,0.23,0.2,0.22,0.18,0.2,0.21,0.18,0.17,0.19,0.2,0.16,0.18,0.16,0.2,0.16,0.18,0.19,0.18,0.17,0.16,0.16,0.13,0.17,0.14,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.11,0.15,0.22,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.16,0.1,0.15,0.13,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.11,0.13,0.13,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.45000000000002
08/26/2021,5.61,4.76,2.9,1.69,1.72,1.69,1.1,1.03,0.96,0.99,0.87,0.89,0.86,0.75,0.71,0.69,0.7,0.6,0.62,0.59,0.62,0.53,0.49,0.55,0.42,0.52,0.46,0.5,0.59,0.45,0.47,0.5,0.51,0.55,0.42,0.38,0.46,0.41,0.43,0.41,0.37,0.4,0.42,0.35,0.38,0.3,0.34,0.35,0.3,0.36,0.35,0.32,0.33,0.29,0.31,0.36,0.31,0.27,0.29,0.31,0.3,0.29,0.27,0.29,0.29,0.32,0.27,0.28,0.24,0.23,0.25,0.23,0.26,0.26,0.24,0.21,0.24,0.21,0.18,0.23,0.2,0.22,0.18,0.2,0.21,0.18,0.17,0.19,0.2,0.16,0.18,0.16,0.2,0.16,0.18,0.19,0.18,0.17,0.16,0.16,0.13,0.17,0.14,0.16,0.17,0.17,0.14,0.14,0.15,0.15,0.11,0.15,0.22,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.16,0.1,0.15,0.13,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.11,0.13,0.13,0.11,0.12,0.1,0.12,0.12,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.45000000000002
08/27/2021,5.59,4.68,2.96,1.7,1.74,1.71,1.06,1.04,0.99,0.98,0.9,0.86,0.84,0.75,0.71,0.67,0.68,0.61,0.61,0.6,0.62,0.54,0.48,0.55,0.43,0.51,0.47,0.5,0.57,0.44,0.47,0.49,0.48,0.54,0.42,0.39,0.45,0.41,0.42,0.4,0.37,0.39,0.41,0.35,0.38,0.3,0.34,0.35,0.3,0.36,0.35,0.32,0.32,0.29,0.3,0.36,0.31,0.28,0.28,0.3,0.3,0.29,0.27,0.29,0.29,0.3,0.26,0.28,0.24,0.23,0.25,0.23,0.25,0.27,0.24,0.22,0.25,0.21,0.19,0.23,0.2,0.21,0.19,0.2,0.21,0.18,0.18,0.19,0.2,0.16,0.18,0.16,0.2,0.16,0.17,0.2,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.17,0.17,0.14,0.14,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.14,0.14,0.15,0.14,0.12,0.15,0.11,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,67.27000000000001
08/30/2021,5.53,4.66,2.95,1.71,1.75,1.72,1.05,1.05,0.99,0.98,0.91,0.85,0.83,0.74,0.7,0.67,0.68,0.61,0.61,0.61,0.62,0.53,0.48,0.55,0.43,0.51,0.46,0.5,0.56,0.43,0.47,0.49,0.49,0.53,0.42,0.39,0.45,0.4,0.42,0.4,0.37,0.39,0.4,0.35,0.38,0.3,0.34,0.35,0.29,0.36,0.35,0.32,0.32,0.29,0.3,0.35,0.31,0.28,0.28,0.3,0.3,0.29,0.27,0.29,0.29,0.31,0.26,0.28,0.25,0.23,0.25,0.23,0.25,0.27,0.24,0.22,0.25,0.21,0.19,0.23,0.2,0.21,0.19,0.2,0.21,0.18,0.18,0.18,0.2,0.16,0.18,0.16,0.19,0.16,0.17,0.2,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.17,0.17,0.15,0.14,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.14,0.14,0.15,0.14,0.12,0.15,0.11,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,67.14
08/31/2021,5.52,4.6,2.98,1.72,1.76,1.73,1.04,1.06,0.99,0.98,0.93,0.85,0.83,0.74,0.69,0.66,0.68,0.61,0.61,0.61,0.62,0.54,0.47,0.54,0.43,0.5,0.46,0.49,0.55,0.42,0.48,0.49,0.48,0.52,0.42,0.39,0.44,0.41,0.42,0.4,0.37,0.39,0.4,0.34,0.38,0.3,0.34,0.36,0.29,0.37,0.34,0.31,0.32,0.29,0.31,0.35,0.31,0.29,0.28,0.29,0.3,0.29,0.27,0.29,0.3,0.3,0.26,0.28,0.25,0.23,0.25,0.24,0.26,0.27,0.24,0.22,0.26,0.21,0.19,0.22,0.21,0.21,0.19,0.2,0.2,0.18,0.18,0.18,0.2,0.16,0.18,0.16,0.19,0.15,0.17,0.21,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.12,0.15,0.22,0.13,0.15,0.14,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.02
09/01/2021,5.52,4.6,2.98,1.72,1.76,1.73,1.04,1.06,0.99,0.98,0.93,0.85,0.83,0.74,0.69,0.66,0.68,0.61,0.61,0.61,0.62,0.54,0.47,0.54,0.43,0.5,0.46,0.49,0.55,0.42,0.48,0.49,0.48,0.52,0.42,0.39,0.44,0.41,0.42,0.4,0.37,0.39,0.4,0.34,0.38,0.3,0.34,0.36,0.29,0.37,0.34,0.31,0.32,0.29,0.31,0.35,0.31,0.29,0.28,0.29,0.3,0.29,0.27,0.29,0.3,0.3,0.26,0.28,0.25,0.23,0.25,0.24,0.26,0.27,0.24,0.22,0.26,0.21,0.19,0.22,0.21,0.21,0.19,0.2,0.2,0.18,0.18,0.18,0.2,0.16,0.18,0.16,0.19,0.15,0.17,0.21,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.12,0.15,0.22,0.13,0.15,0.14,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.02
