,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,CVX,WMT,LLY,NKE,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,HON,UPS,PM,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,BA,BLK,INTU,AMAT,AMT,IBM,MS,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,SCHW,AXP,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,FIS,PLD,MU,BKNG,ZTS,SYK,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,COP,UBER,TJX,MRNA,CI,GM,PNC,DUK,USB,BDX,CB,FDX,MMC,ATVI,TFC,EQIX,CSX,CME,EL,ITW,COF,ILMN,BX,ICE,EW,SHW,CL,NSC,SO,ADSK,FISV,TWLO,APD,WM,MCO,ETN,D,BSX,ADI,HUM,REGN,PGR,EMR,F,GPN,HCA,NXPI,NOC,NEM,BIIB,VRTX,DG,ECL,AON,FCX,ROP,XTSLA,JCI,EOG,KLAC,ALGN,LHX,WDAY,ROST,KMB,DOW,PSA,EBAY,GD,EXC,MET,SLB,DLR,AEP,CNC,SRE,BK,ALL,DD,AIG,BAX,EA,TRV,MAR,STZ,SYY,GIS,CTSH,KMI,TEAM,WBA,MNST,SNOW,DELL,KHC,KDP,LVS,USD,VMW,SCCO,JPFFT,GE.,ESU1,ESZ1,KD WI,RIVN,n/a,KD,SUM
07/27/2021,7.5,7.02,5.14,2.74,2.51,2.46,1.69,1.64,1.53,1.48,1.46,1.34,1.27,1.16,1.14,1.09,1.09,1.03,0.93,0.97,0.86,0.79,0.72,0.75,0.74,0.75,0.75,0.75,0.71,0.65,0.67,0.7,0.68,0.67,0.62,0.66,0.66,0.66,0.63,0.65,0.62,0.61,0.6,0.55,0.6,0.58,0.56,0.52,0.53,0.5,0.49,0.49,0.47,0.49,0.51,0.45,0.46,0.46,0.47,0.42,0.38,0.4,0.43,0.41,0.41,0.41,0.43,0.4,0.42,0.37,0.36,0.37,0.36,0.37,0.37,0.34,0.36,0.35,0.33,0.32,0.33,0.31,0.31,0.31,0.29,0.31,0.28,0.29,0.31,0.29,0.29,0.29,0.28,0.28,0.27,0.28,0.25,0.28,0.25,0.25,0.26,0.36,0.26,0.25,0.25,0.26,0.24,0.23,0.24,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.21,0.17,0.18,0.16,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.14,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.05,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
07/29/2021,7.52,7.0,5.16,2.86,2.59,2.55,1.68,1.64,1.48,1.47,1.46,1.36,1.25,1.16,1.14,1.1,1.1,1.04,0.92,0.95,0.86,0.8,0.72,0.74,0.71,0.75,0.73,0.75,0.71,0.65,0.67,0.7,0.67,0.67,0.63,0.66,0.66,0.66,0.63,0.65,0.62,0.6,0.59,0.56,0.6,0.59,0.55,0.52,0.51,0.49,0.5,0.49,0.47,0.48,0.49,0.45,0.45,0.46,0.48,0.42,0.39,0.4,0.43,0.41,0.41,0.41,0.43,0.4,0.42,0.37,0.36,0.37,0.36,0.37,0.37,0.34,0.36,0.35,0.32,0.32,0.33,0.31,0.3,0.29,0.3,0.3,0.27,0.29,0.31,0.3,0.29,0.29,0.27,0.28,0.27,0.28,0.26,0.28,0.25,0.24,0.27,0.37,0.25,0.25,0.25,0.26,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.24,0.24,0.24,0.25,0.23,0.23,0.23,0.25,0.22,0.22,0.22,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.21,0.18,0.17,0.16,0.16,0.17,0.18,0.18,0.18,0.17,0.16,0.15,0.16,0.14,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
07/30/2021,7.45,6.98,5.09,2.84,2.56,2.51,1.7,1.62,1.48,1.47,1.47,1.37,1.26,1.14,1.14,1.11,1.1,1.05,0.93,0.95,0.86,0.79,0.72,0.75,0.69,0.75,0.73,0.76,0.72,0.65,0.67,0.71,0.67,0.67,0.63,0.66,0.67,0.66,0.64,0.66,0.61,0.6,0.6,0.55,0.61,0.59,0.56,0.51,0.52,0.46,0.5,0.49,0.47,0.49,0.49,0.45,0.45,0.45,0.48,0.43,0.38,0.4,0.43,0.4,0.42,0.41,0.43,0.4,0.42,0.37,0.36,0.37,0.37,0.37,0.37,0.34,0.36,0.36,0.32,0.32,0.32,0.31,0.3,0.3,0.3,0.31,0.27,0.3,0.31,0.3,0.29,0.29,0.28,0.29,0.27,0.28,0.25,0.29,0.25,0.24,0.27,0.36,0.25,0.24,0.25,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.24,0.24,0.24,0.25,0.24,0.23,0.24,0.23,0.25,0.22,0.22,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.21,0.17,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.17,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,7.37,6.96,5.03,2.76,2.63,2.5,1.69,1.69,1.52,1.48,1.46,1.35,1.25,1.07,1.13,1.09,1.1,1.04,0.94,0.96,0.85,0.8,0.72,0.75,0.7,0.75,0.73,0.77,0.71,0.65,0.68,0.7,0.68,0.68,0.64,0.66,0.67,0.67,0.63,0.65,0.62,0.62,0.61,0.57,0.61,0.59,0.57,0.55,0.52,0.45,0.5,0.49,0.47,0.49,0.49,0.46,0.45,0.45,0.46,0.43,0.4,0.4,0.43,0.41,0.41,0.41,0.43,0.4,0.42,0.38,0.4,0.37,0.37,0.37,0.37,0.35,0.36,0.35,0.33,0.33,0.32,0.3,0.3,0.3,0.3,0.3,0.28,0.29,0.31,0.3,0.28,0.28,0.27,0.29,0.27,0.28,0.27,0.29,0.25,0.23,0.27,0.38,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.24,0.23,0.23,0.25,0.25,0.23,0.24,0.23,0.26,0.22,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.21,0.18,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.16,0.17,0.14,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/03/2021,7.43,6.96,4.68,2.77,2.63,2.49,1.69,1.73,1.51,1.48,1.47,1.35,1.26,1.05,1.14,1.12,1.1,1.04,0.94,0.96,0.87,0.79,0.72,0.75,0.7,0.76,0.72,0.77,0.72,0.65,0.68,0.7,0.67,0.69,0.64,0.66,0.67,0.67,0.63,0.66,0.63,0.62,0.61,0.57,0.62,0.59,0.57,0.55,0.53,0.45,0.51,0.49,0.47,0.5,0.49,0.45,0.45,0.45,0.46,0.43,0.39,0.4,0.44,0.42,0.41,0.41,0.43,0.4,0.42,0.37,0.42,0.37,0.37,0.38,0.38,0.35,0.36,0.35,0.33,0.33,0.31,0.32,0.3,0.3,0.3,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.28,0.29,0.27,0.28,0.26,0.29,0.25,0.23,0.27,0.39,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.23,0.25,0.22,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.21,0.18,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.17,0.14,0.17,0.18,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.14,0.11,0.11,0.1,0.09,0.08,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/04/2021,7.43,6.96,4.68,2.77,2.63,2.49,1.69,1.73,1.51,1.48,1.47,1.35,1.26,1.05,1.14,1.12,1.1,1.04,0.94,0.96,0.87,0.79,0.72,0.75,0.7,0.76,0.72,0.77,0.72,0.65,0.68,0.7,0.67,0.69,0.64,0.66,0.67,0.67,0.63,0.66,0.63,0.62,0.61,0.57,0.62,0.59,0.57,0.55,0.53,0.45,0.51,0.49,0.47,0.5,0.49,0.45,0.45,0.45,0.46,0.43,0.39,0.4,0.44,0.42,0.41,0.41,0.43,0.4,0.42,0.37,0.42,0.37,0.37,0.38,0.38,0.35,0.36,0.35,0.33,0.33,0.31,0.32,0.3,0.3,0.3,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.28,0.29,0.27,0.28,0.26,0.29,0.25,0.23,0.27,0.39,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.23,0.25,0.22,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.21,0.18,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.17,0.14,0.17,0.18,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.14,0.11,0.11,0.1,0.09,0.08,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/05/2021,7.43,6.96,4.68,2.77,2.63,2.49,1.69,1.73,1.51,1.48,1.47,1.35,1.26,1.05,1.14,1.12,1.1,1.04,0.94,0.96,0.87,0.79,0.72,0.75,0.7,0.76,0.72,0.77,0.72,0.65,0.68,0.7,0.67,0.69,0.64,0.66,0.67,0.67,0.63,0.66,0.63,0.62,0.61,0.57,0.62,0.59,0.57,0.55,0.53,0.45,0.51,0.49,0.47,0.5,0.49,0.45,0.45,0.45,0.46,0.43,0.39,0.4,0.44,0.42,0.41,0.41,0.43,0.4,0.42,0.37,0.42,0.37,0.37,0.38,0.38,0.35,0.36,0.35,0.33,0.33,0.31,0.32,0.3,0.3,0.3,0.31,0.28,0.29,0.31,0.31,0.29,0.29,0.28,0.29,0.27,0.28,0.26,0.29,0.25,0.23,0.27,0.39,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.23,0.25,0.22,0.22,0.23,0.22,0.21,0.22,0.23,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.21,0.18,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.17,0.14,0.17,0.18,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.14,0.11,0.11,0.1,0.09,0.08,0.08,0.05,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/06/2021,7.46,6.98,4.71,2.71,2.63,2.49,1.71,1.78,1.53,1.48,1.48,1.3,1.28,1.04,1.15,1.13,1.04,1.01,0.94,0.96,0.86,0.8,0.71,0.75,0.71,0.77,0.72,0.82,0.71,0.65,0.69,0.7,0.66,0.68,0.64,0.67,0.7,0.69,0.62,0.65,0.63,0.62,0.62,0.56,0.62,0.57,0.57,0.54,0.52,0.45,0.5,0.5,0.47,0.5,0.5,0.46,0.45,0.45,0.45,0.43,0.4,0.41,0.44,0.42,0.41,0.41,0.43,0.4,0.42,0.37,0.44,0.37,0.0,0.38,0.37,0.34,0.35,0.36,0.34,0.33,0.34,0.33,0.31,0.29,0.26,0.31,0.29,0.28,0.31,0.3,0.3,0.28,0.27,0.29,0.27,0.28,0.26,0.29,0.25,0.22,0.27,0.42,0.26,0.26,0.25,0.26,0.24,0.24,0.25,0.22,0.25,0.2,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.25,0.21,0.23,0.23,0.21,0.21,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.18,0.19,0.18,0.19,0.18,0.16,0.21,0.19,0.18,0.16,0.16,0.17,0.18,0.18,0.19,0.17,0.17,0.2,0.17,0.14,0.17,0.18,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.11,0.14,0.11,0.11,0.11,0.09,0.08,0.08,0.04,0.0,0.04,0.02,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/10/2021,7.38,7.01,4.67,2.8,2.62,2.5,1.72,1.74,1.57,1.52,1.47,1.31,1.26,1.06,1.14,1.11,1.05,1.03,0.97,0.97,0.86,0.79,0.72,0.74,0.7,0.76,0.75,0.81,0.71,0.64,0.68,0.69,0.65,0.68,0.63,0.67,0.72,0.69,0.61,0.66,0.62,0.65,0.63,0.57,0.62,0.57,0.55,0.53,0.51,0.45,0.5,0.49,0.47,0.51,0.5,0.47,0.42,0.44,0.45,0.43,0.4,0.41,0.44,0.42,0.41,0.41,0.44,0.42,0.42,0.37,0.43,0.37,0.0,0.39,0.37,0.36,0.36,0.34,0.34,0.33,0.35,0.33,0.3,0.29,0.27,0.31,0.3,0.29,0.31,0.29,0.3,0.28,0.27,0.28,0.27,0.28,0.26,0.29,0.24,0.23,0.27,0.45,0.23,0.24,0.26,0.26,0.25,0.22,0.25,0.22,0.24,0.2,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.25,0.21,0.23,0.23,0.21,0.21,0.22,0.24,0.21,0.19,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.2,0.18,0.19,0.17,0.17,0.21,0.19,0.18,0.15,0.16,0.17,0.18,0.18,0.19,0.17,0.16,0.09,0.17,0.13,0.17,0.18,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/11/2021,7.38,7.01,4.67,2.8,2.62,2.5,1.72,1.74,1.57,1.52,1.47,1.31,1.26,1.06,1.14,1.11,1.05,1.03,0.97,0.97,0.86,0.79,0.72,0.74,0.7,0.76,0.75,0.81,0.71,0.64,0.68,0.69,0.65,0.68,0.63,0.67,0.72,0.69,0.61,0.66,0.62,0.65,0.63,0.57,0.62,0.57,0.55,0.53,0.51,0.45,0.5,0.49,0.47,0.51,0.5,0.47,0.42,0.44,0.45,0.43,0.4,0.41,0.44,0.42,0.41,0.41,0.44,0.42,0.42,0.37,0.43,0.37,0.0,0.39,0.37,0.36,0.36,0.34,0.34,0.33,0.35,0.33,0.3,0.29,0.27,0.31,0.3,0.29,0.31,0.29,0.3,0.28,0.27,0.28,0.27,0.28,0.26,0.29,0.24,0.23,0.27,0.45,0.23,0.24,0.26,0.26,0.25,0.22,0.25,0.22,0.24,0.2,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.25,0.21,0.23,0.23,0.21,0.21,0.22,0.24,0.21,0.19,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.2,0.18,0.19,0.17,0.17,0.21,0.19,0.18,0.15,0.16,0.17,0.18,0.18,0.19,0.17,0.16,0.09,0.17,0.13,0.17,0.18,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/13/2021,7.35,6.94,4.64,2.78,2.65,2.52,1.74,1.77,1.53,1.54,1.47,1.3,1.25,1.04,1.15,1.11,1.04,1.03,1.01,0.96,0.86,0.79,0.72,0.74,0.7,0.76,0.72,0.87,0.71,0.65,0.69,0.69,0.65,0.68,0.63,0.69,0.74,0.69,0.61,0.66,0.62,0.66,0.63,0.56,0.63,0.56,0.54,0.53,0.52,0.44,0.5,0.48,0.47,0.51,0.5,0.48,0.42,0.44,0.44,0.43,0.41,0.42,0.43,0.41,0.4,0.41,0.46,0.43,0.42,0.38,0.41,0.37,0.0,0.38,0.36,0.38,0.35,0.35,0.34,0.34,0.34,0.32,0.3,0.29,0.26,0.31,0.27,0.29,0.3,0.28,0.28,0.28,0.27,0.29,0.26,0.28,0.26,0.3,0.24,0.23,0.28,0.5,0.23,0.24,0.26,0.26,0.25,0.22,0.26,0.21,0.25,0.21,0.25,0.23,0.24,0.24,0.24,0.23,0.25,0.24,0.25,0.21,0.22,0.23,0.21,0.21,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.17,0.2,0.18,0.2,0.17,0.16,0.2,0.19,0.18,0.15,0.16,0.16,0.18,0.18,0.19,0.18,0.16,0.11,0.17,0.13,0.17,0.17,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.07,0.04,0.02,0.01,0.37,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,7.48,6.99,4.59,2.78,2.64,2.51,1.74,1.79,1.52,1.56,1.48,1.26,1.22,1.03,1.15,1.11,1.01,1.04,1.02,0.97,0.86,0.78,0.71,0.74,0.69,0.76,0.74,0.85,0.71,0.64,0.68,0.69,0.65,0.68,0.63,0.69,0.72,0.68,0.62,0.66,0.62,0.68,0.64,0.55,0.63,0.56,0.55,0.53,0.52,0.45,0.5,0.48,0.48,0.52,0.5,0.49,0.42,0.44,0.44,0.43,0.41,0.42,0.44,0.38,0.4,0.41,0.46,0.44,0.42,0.39,0.41,0.37,0.0,0.38,0.37,0.38,0.35,0.36,0.34,0.35,0.34,0.33,0.29,0.28,0.27,0.31,0.25,0.29,0.3,0.29,0.27,0.28,0.27,0.28,0.27,0.28,0.25,0.29,0.25,0.22,0.28,0.42,0.23,0.24,0.26,0.26,0.25,0.23,0.26,0.22,0.25,0.21,0.25,0.23,0.25,0.24,0.24,0.23,0.25,0.24,0.25,0.21,0.22,0.24,0.21,0.21,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.19,0.18,0.2,0.17,0.16,0.2,0.19,0.18,0.15,0.16,0.16,0.18,0.18,0.2,0.18,0.16,0.12,0.17,0.13,0.16,0.18,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.09,0.04,0.02,0.01,0.37,0.0,0.0,0.0,0.0,0.0,0.0,100.07999999999998
08/17/2021,7.47,7.05,4.56,2.78,2.65,2.51,1.72,1.78,1.54,1.54,1.48,1.26,1.23,1.03,1.14,1.12,1.01,1.05,1.0,0.97,0.86,0.77,0.71,0.74,0.69,0.76,0.74,0.87,0.71,0.64,0.68,0.69,0.66,0.68,0.63,0.69,0.72,0.68,0.62,0.66,0.62,0.66,0.64,0.56,0.63,0.57,0.55,0.53,0.51,0.45,0.5,0.48,0.48,0.52,0.5,0.48,0.42,0.44,0.44,0.42,0.4,0.42,0.44,0.38,0.41,0.41,0.46,0.43,0.41,0.38,0.43,0.37,0.0,0.38,0.37,0.37,0.35,0.35,0.34,0.35,0.33,0.32,0.29,0.28,0.26,0.31,0.25,0.29,0.31,0.29,0.26,0.28,0.27,0.29,0.27,0.28,0.24,0.29,0.24,0.22,0.27,0.42,0.23,0.24,0.26,0.26,0.25,0.23,0.26,0.22,0.25,0.21,0.25,0.23,0.24,0.24,0.24,0.23,0.25,0.24,0.25,0.21,0.22,0.24,0.21,0.21,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.2,0.18,0.2,0.17,0.16,0.2,0.19,0.17,0.15,0.16,0.16,0.18,0.18,0.2,0.18,0.16,0.13,0.17,0.13,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,7.55,7.07,4.56,2.79,2.65,2.51,1.73,1.7,1.52,1.52,1.49,1.27,1.25,1.04,1.15,1.12,1.01,1.04,0.99,0.97,0.86,0.76,0.71,0.74,0.69,0.76,0.73,0.87,0.71,0.64,0.69,0.7,0.67,0.69,0.62,0.69,0.73,0.68,0.63,0.67,0.62,0.65,0.64,0.56,0.64,0.57,0.55,0.53,0.52,0.45,0.51,0.49,0.48,0.52,0.5,0.47,0.42,0.44,0.44,0.42,0.39,0.42,0.44,0.38,0.41,0.41,0.46,0.43,0.42,0.38,0.41,0.37,0.0,0.38,0.36,0.37,0.34,0.36,0.34,0.34,0.33,0.33,0.29,0.28,0.26,0.31,0.25,0.28,0.31,0.29,0.27,0.28,0.26,0.28,0.27,0.29,0.24,0.29,0.24,0.21,0.27,0.4,0.23,0.23,0.26,0.26,0.25,0.23,0.26,0.22,0.25,0.21,0.24,0.23,0.24,0.24,0.24,0.24,0.25,0.24,0.25,0.21,0.22,0.24,0.21,0.21,0.22,0.23,0.21,0.18,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.17,0.2,0.18,0.2,0.17,0.16,0.2,0.19,0.18,0.15,0.16,0.16,0.18,0.18,0.2,0.17,0.16,0.13,0.17,0.12,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.12,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.09,0.04,0.02,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/20/2021,7.56,7.08,4.51,2.75,2.63,2.5,1.74,1.66,1.49,1.51,1.52,1.27,1.27,1.02,1.11,1.13,1.02,1.02,0.99,0.97,0.87,0.76,0.72,0.75,0.68,0.76,0.73,0.9,0.71,0.65,0.7,0.7,0.68,0.7,0.62,0.69,0.74,0.68,0.64,0.67,0.61,0.65,0.65,0.55,0.64,0.57,0.56,0.52,0.51,0.46,0.51,0.49,0.48,0.53,0.51,0.47,0.43,0.42,0.44,0.42,0.38,0.42,0.44,0.38,0.41,0.41,0.46,0.43,0.41,0.37,0.42,0.37,0.0,0.39,0.37,0.36,0.34,0.36,0.34,0.34,0.33,0.33,0.3,0.29,0.27,0.32,0.25,0.28,0.31,0.3,0.26,0.29,0.27,0.29,0.27,0.29,0.24,0.29,0.24,0.21,0.27,0.44,0.23,0.22,0.26,0.27,0.24,0.23,0.26,0.22,0.25,0.21,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.24,0.25,0.21,0.23,0.24,0.21,0.21,0.23,0.23,0.22,0.18,0.2,0.2,0.2,0.21,0.2,0.21,0.2,0.17,0.21,0.18,0.2,0.16,0.16,0.2,0.18,0.18,0.15,0.17,0.16,0.18,0.18,0.2,0.16,0.16,0.15,0.17,0.12,0.16,0.17,0.15,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.12,0.14,0.14,0.12,0.14,0.14,0.13,0.13,0.15,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.13,0.1,0.14,0.11,0.12,0.11,0.09,0.08,0.08,0.04,0.07,0.04,0.02,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
