,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,HD,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,WMT,ABT,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,UPS,HON,LIN,UNP,BMY,NEE,LOW,C,AMGN,INTU,SBUX,BLK,BA,RTX,GS,MS,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,GE,ISRG,NOW,CVS,DE,SCHW,SPGI,CHTR,SQ,LMT,ANTM,ZTS,TMUS,BKNG,PLD,MU,FIS,SYK,LRCX,MDLZ,MO,CCI,ADP,GILD,CI,ZM,TJX,COP,USB,PNC,DUK,CME,GM,FDX,CSX,MRNA,TFC,EL,EQIX,ATVI,CB,BDX,MMC,COF,ITW,SHW,MELI,ILMN,NSC,BX,EW,ICE,CL,FISV,SO,ADSK,SNAP,APD,TWLO,MCO,ADI,BSX,REGN,UBER,D,WM,ETN,HUM,HCA,NOC,EMR,PGR,GPN,F,IDXX,TWTR,NXPI,ECL,DOCU,AON,DG,BIIB,FCX,VRTX,NEM,ROP,JCI,EOG,PSA,IQV,KLAC,ROKU,CRWD,EBAY,TROW,DOW,LHX,MRVL,LULU,ALGN,MSCI,A,KMB,GD,ROST,TEL,MET,TT,SLB,VEEV,EXC,CMG,INFO,WDAY,CNC,PINS,DLR,APTV,SNPS,DXCM,AEP,SRE,SPG,APH,BK,ORLY,DD,MTCH,AIG,EA,BAX,CARR,CDNS,GE.,FTNT,PRU,RMD,PANW,MCHP,SNOW,PLTR,AGPXX,MAR,MPC,SYY,PXD,XLNX,NET,TTD,CTSH,MSI,HPQ,SIVB,AZO,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,PAYX,HLT,SUM
09/20/2021,6.1,5.36,3.89,2.19,2.06,2.12,1.36,1.52,1.18,1.07,0.93,0.97,0.9,0.88,0.87,0.75,0.78,0.82,0.77,0.78,0.65,0.58,0.64,0.55,0.62,0.54,0.59,0.61,0.56,0.55,0.56,0.48,0.53,0.47,0.49,0.54,0.46,0.45,0.53,0.51,0.46,0.47,0.51,0.5,0.45,0.45,0.43,0.38,0.4,0.39,0.34,0.37,0.4,0.33,0.34,0.4,0.36,0.36,0.31,0.38,0.33,0.33,0.29,0.31,0.33,0.35,0.33,0.3,0.3,0.33,0.27,0.27,0.32,0.26,0.27,0.3,0.32,0.28,0.26,0.25,0.27,0.25,0.25,0.21,0.23,0.24,0.2,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.22,0.2,0.21,0.22,0.17,0.15,0.21,0.2,0.2,0.2,0.19,0.17,0.17,0.16,0.17,0.37,0.18,0.18,0.19,0.15,0.2,0.19,0.2,0.18,0.17,0.19,0.21,0.16,0.15,0.23,0.18,0.16,0.15,0.16,0.17,0.16,0.17,0.15,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.13,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24
09/21/2021,6.09,5.36,3.89,2.19,2.06,2.12,1.36,1.52,1.17,1.07,0.93,0.97,0.9,0.88,0.87,0.75,0.78,0.82,0.77,0.78,0.64,0.58,0.64,0.55,0.62,0.54,0.59,0.61,0.56,0.55,0.56,0.48,0.53,0.47,0.49,0.54,0.46,0.45,0.53,0.51,0.46,0.47,0.51,0.5,0.45,0.45,0.43,0.38,0.4,0.39,0.34,0.37,0.4,0.33,0.34,0.4,0.36,0.36,0.31,0.38,0.33,0.33,0.29,0.31,0.33,0.35,0.32,0.3,0.3,0.33,0.27,0.27,0.32,0.26,0.27,0.3,0.32,0.28,0.26,0.25,0.27,0.25,0.25,0.21,0.23,0.24,0.2,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.22,0.2,0.21,0.22,0.17,0.14,0.21,0.2,0.2,0.2,0.19,0.17,0.17,0.16,0.17,0.37,0.18,0.18,0.19,0.15,0.2,0.19,0.2,0.18,0.17,0.19,0.21,0.16,0.15,0.23,0.18,0.16,0.15,0.16,0.17,0.16,0.17,0.14,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17
09/22/2021,6.03,5.31,3.89,2.16,2.04,2.1,1.35,1.54,1.18,1.07,0.93,0.98,0.91,0.88,0.87,0.75,0.76,0.83,0.77,0.77,0.65,0.58,0.65,0.56,0.63,0.54,0.59,0.61,0.55,0.55,0.56,0.49,0.53,0.47,0.49,0.58,0.46,0.45,0.53,0.51,0.46,0.48,0.52,0.5,0.45,0.45,0.43,0.37,0.4,0.39,0.34,0.38,0.4,0.33,0.34,0.4,0.37,0.36,0.31,0.38,0.33,0.33,0.29,0.31,0.33,0.35,0.32,0.3,0.3,0.33,0.27,0.28,0.31,0.26,0.27,0.3,0.32,0.28,0.26,0.25,0.27,0.25,0.25,0.21,0.23,0.23,0.2,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.22,0.2,0.21,0.22,0.17,0.15,0.21,0.2,0.2,0.2,0.19,0.17,0.17,0.16,0.17,0.36,0.18,0.18,0.19,0.15,0.2,0.19,0.2,0.18,0.17,0.18,0.21,0.16,0.15,0.23,0.18,0.16,0.15,0.16,0.17,0.16,0.18,0.14,0.14,0.15,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.14,0.13,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.13,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.12,0.14,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.07000000000001
09/23/2021,6.01,5.31,3.84,2.15,2.04,2.1,1.33,1.51,1.17,1.09,0.94,0.98,0.92,0.89,0.88,0.76,0.76,0.82,0.76,0.77,0.65,0.57,0.64,0.57,0.63,0.54,0.59,0.62,0.56,0.56,0.56,0.49,0.54,0.47,0.5,0.59,0.46,0.46,0.53,0.51,0.48,0.48,0.52,0.5,0.45,0.45,0.44,0.38,0.41,0.4,0.35,0.38,0.4,0.33,0.34,0.4,0.37,0.35,0.31,0.38,0.33,0.33,0.29,0.32,0.32,0.35,0.31,0.3,0.3,0.33,0.26,0.28,0.31,0.26,0.28,0.3,0.32,0.28,0.26,0.25,0.27,0.25,0.25,0.21,0.23,0.24,0.2,0.24,0.24,0.21,0.19,0.23,0.21,0.21,0.23,0.2,0.21,0.22,0.18,0.15,0.21,0.19,0.2,0.2,0.19,0.17,0.16,0.16,0.17,0.36,0.18,0.18,0.19,0.15,0.2,0.19,0.2,0.18,0.17,0.19,0.21,0.16,0.15,0.21,0.19,0.17,0.15,0.16,0.17,0.16,0.17,0.14,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.13,0.12,0.11,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.14,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.1,0.12,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17
09/24/2021,6.02,5.3,3.82,2.15,2.05,2.1,1.33,1.52,1.17,1.09,0.94,0.98,0.91,0.89,0.88,0.75,0.76,0.78,0.76,0.78,0.65,0.57,0.64,0.56,0.63,0.54,0.59,0.62,0.56,0.56,0.56,0.48,0.53,0.48,0.5,0.59,0.46,0.46,0.53,0.5,0.47,0.48,0.52,0.5,0.45,0.45,0.43,0.37,0.41,0.39,0.35,0.38,0.4,0.33,0.34,0.4,0.37,0.35,0.31,0.38,0.33,0.32,0.29,0.32,0.32,0.35,0.31,0.3,0.3,0.33,0.26,0.28,0.31,0.26,0.27,0.3,0.33,0.28,0.25,0.25,0.27,0.25,0.25,0.21,0.23,0.24,0.2,0.24,0.24,0.2,0.19,0.23,0.21,0.21,0.22,0.2,0.21,0.23,0.18,0.15,0.21,0.2,0.2,0.2,0.19,0.17,0.16,0.16,0.17,0.37,0.18,0.18,0.19,0.14,0.2,0.19,0.2,0.18,0.17,0.19,0.21,0.16,0.15,0.22,0.19,0.17,0.15,0.16,0.17,0.16,0.18,0.14,0.14,0.16,0.23,0.16,0.17,0.14,0.15,0.16,0.16,0.13,0.17,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.14,0.13,0.17,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.1,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.14,0.1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.15,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.15
09/27/2021,6.03,5.28,3.82,2.04,2.03,2.09,1.38,1.52,1.2,1.07,0.95,0.95,0.91,0.88,0.87,0.77,0.77,0.79,0.79,0.74,0.63,0.6,0.65,0.56,0.67,0.54,0.59,0.61,0.55,0.54,0.55,0.48,0.52,0.47,0.5,0.59,0.48,0.46,0.54,0.51,0.47,0.49,0.51,0.49,0.45,0.45,0.43,0.37,0.41,0.39,0.33,0.38,0.4,0.33,0.33,0.39,0.36,0.36,0.3,0.39,0.33,0.33,0.3,0.32,0.33,0.36,0.32,0.3,0.3,0.32,0.27,0.29,0.32,0.26,0.28,0.31,0.32,0.28,0.26,0.26,0.27,0.24,0.26,0.21,0.23,0.24,0.2,0.25,0.24,0.2,0.19,0.23,0.22,0.21,0.22,0.2,0.21,0.22,0.17,0.15,0.21,0.21,0.21,0.2,0.19,0.17,0.17,0.14,0.17,0.38,0.19,0.18,0.19,0.14,0.2,0.18,0.2,0.19,0.17,0.18,0.21,0.16,0.15,0.21,0.19,0.17,0.15,0.16,0.17,0.16,0.19,0.14,0.14,0.16,0.24,0.16,0.17,0.14,0.15,0.16,0.16,0.13,0.17,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.14,0.13,0.17,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.14,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.15,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.21000000000001
09/28/2021,6.03,5.27,3.82,2.08,2.04,2.1,1.35,1.56,1.21,1.06,0.96,0.95,0.91,0.88,0.86,0.78,0.76,0.79,0.8,0.73,0.63,0.6,0.65,0.55,0.68,0.54,0.59,0.61,0.54,0.55,0.54,0.48,0.52,0.47,0.47,0.59,0.48,0.46,0.53,0.51,0.46,0.49,0.51,0.51,0.46,0.45,0.43,0.37,0.42,0.39,0.33,0.37,0.4,0.33,0.33,0.39,0.36,0.36,0.3,0.39,0.33,0.33,0.3,0.33,0.33,0.35,0.32,0.3,0.29,0.32,0.27,0.3,0.32,0.26,0.28,0.3,0.32,0.27,0.26,0.27,0.27,0.24,0.25,0.22,0.23,0.24,0.2,0.25,0.23,0.2,0.19,0.23,0.22,0.21,0.22,0.19,0.21,0.22,0.17,0.14,0.21,0.22,0.21,0.2,0.19,0.18,0.17,0.14,0.17,0.36,0.19,0.18,0.18,0.14,0.2,0.18,0.2,0.18,0.17,0.18,0.21,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.16,0.19,0.14,0.14,0.16,0.24,0.16,0.16,0.14,0.15,0.16,0.15,0.13,0.17,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.14,0.13,0.17,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.1,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.15,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.12
09/29/2021,6.03,5.27,3.82,2.08,2.04,2.1,1.35,1.56,1.21,1.06,0.96,0.94,0.91,0.88,0.86,0.78,0.76,0.79,0.8,0.73,0.63,0.6,0.65,0.55,0.68,0.54,0.59,0.6,0.54,0.54,0.54,0.48,0.52,0.47,0.47,0.59,0.48,0.46,0.53,0.51,0.46,0.49,0.51,0.51,0.46,0.45,0.43,0.37,0.41,0.39,0.33,0.37,0.4,0.33,0.33,0.39,0.36,0.36,0.3,0.39,0.33,0.33,0.3,0.32,0.33,0.35,0.32,0.3,0.29,0.32,0.27,0.3,0.32,0.26,0.28,0.3,0.32,0.27,0.26,0.27,0.27,0.24,0.25,0.21,0.23,0.24,0.2,0.25,0.23,0.2,0.19,0.23,0.21,0.21,0.22,0.19,0.21,0.22,0.17,0.14,0.21,0.22,0.21,0.2,0.19,0.17,0.17,0.14,0.17,0.36,0.19,0.18,0.18,0.14,0.2,0.18,0.2,0.18,0.17,0.18,0.21,0.16,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.16,0.19,0.14,0.14,0.16,0.24,0.16,0.16,0.14,0.15,0.16,0.15,0.13,0.17,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.14,0.13,0.17,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.1,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.15,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.02000000000001
09/30/2021,5.99,5.19,3.82,2.09,2.03,2.09,1.33,1.6,1.25,1.06,0.96,0.94,0.92,0.9,0.86,0.78,0.75,0.8,0.82,0.71,0.64,0.62,0.65,0.56,0.67,0.55,0.59,0.6,0.54,0.54,0.53,0.48,0.52,0.47,0.47,0.58,0.49,0.46,0.53,0.51,0.46,0.49,0.5,0.5,0.46,0.46,0.43,0.37,0.42,0.39,0.33,0.37,0.4,0.33,0.33,0.38,0.37,0.37,0.3,0.38,0.33,0.33,0.31,0.33,0.34,0.36,0.32,0.31,0.29,0.31,0.27,0.3,0.32,0.26,0.29,0.3,0.32,0.28,0.26,0.28,0.27,0.24,0.25,0.22,0.24,0.23,0.2,0.25,0.23,0.21,0.19,0.23,0.22,0.21,0.22,0.19,0.21,0.22,0.18,0.14,0.21,0.22,0.21,0.21,0.19,0.18,0.17,0.14,0.17,0.34,0.2,0.18,0.18,0.14,0.2,0.18,0.2,0.19,0.17,0.18,0.2,0.15,0.15,0.21,0.18,0.17,0.15,0.16,0.16,0.16,0.19,0.14,0.14,0.15,0.24,0.16,0.16,0.14,0.15,0.16,0.15,0.13,0.17,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.15,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.1,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.15,0.1,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14000000000001
10/01/2021,5.97,5.12,3.8,2.06,2.0,2.06,1.3,1.61,1.27,1.08,0.96,0.95,0.93,0.9,0.87,0.78,0.74,0.8,0.84,0.7,0.63,0.64,0.65,0.57,0.67,0.55,0.59,0.61,0.54,0.55,0.53,0.49,0.53,0.48,0.47,0.57,0.5,0.47,0.52,0.51,0.46,0.48,0.49,0.5,0.45,0.46,0.43,0.37,0.43,0.39,0.34,0.38,0.39,0.34,0.34,0.38,0.37,0.37,0.31,0.38,0.33,0.33,0.31,0.33,0.33,0.36,0.31,0.31,0.29,0.31,0.28,0.3,0.31,0.26,0.29,0.3,0.31,0.28,0.27,0.28,0.26,0.24,0.24,0.22,0.24,0.23,0.2,0.25,0.23,0.21,0.19,0.23,0.21,0.21,0.23,0.19,0.21,0.22,0.18,0.14,0.21,0.23,0.22,0.21,0.19,0.18,0.17,0.14,0.18,0.33,0.2,0.18,0.18,0.15,0.2,0.18,0.2,0.19,0.17,0.18,0.19,0.15,0.16,0.2,0.18,0.17,0.15,0.17,0.17,0.16,0.18,0.15,0.13,0.15,0.23,0.16,0.16,0.14,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.13,0.12,0.14,0.14,0.13,0.14,0.14,0.13,0.17,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.11,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.15,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.07
10/05/2021,6.02,5.15,3.8,2.07,1.98,2.05,1.32,1.62,1.26,1.09,0.96,0.94,0.92,0.89,0.87,0.78,0.74,0.78,0.84,0.7,0.65,0.64,0.69,0.57,0.67,0.55,0.59,0.61,0.55,0.55,0.54,0.49,0.53,0.49,0.47,0.57,0.5,0.49,0.52,0.51,0.48,0.49,0.5,0.51,0.45,0.46,0.43,0.37,0.42,0.38,0.34,0.38,0.39,0.33,0.34,0.39,0.37,0.37,0.31,0.38,0.33,0.33,0.31,0.33,0.33,0.35,0.3,0.32,0.29,0.31,0.27,0.29,0.32,0.26,0.29,0.3,0.31,0.29,0.25,0.27,0.26,0.25,0.24,0.22,0.23,0.24,0.2,0.25,0.24,0.2,0.19,0.23,0.21,0.21,0.21,0.19,0.22,0.22,0.18,0.14,0.2,0.23,0.21,0.21,0.19,0.18,0.18,0.14,0.17,0.34,0.2,0.18,0.18,0.15,0.2,0.18,0.2,0.19,0.17,0.18,0.19,0.15,0.15,0.2,0.18,0.16,0.16,0.17,0.17,0.16,0.18,0.14,0.13,0.15,0.23,0.16,0.16,0.14,0.15,0.16,0.15,0.13,0.17,0.14,0.14,0.13,0.12,0.14,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.11,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.11,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.98
10/06/2021,6.01,5.22,3.76,2.07,2.01,2.07,1.3,1.6,1.28,1.07,0.98,0.93,0.92,0.89,0.86,0.8,0.75,0.81,0.84,0.7,0.66,0.65,0.69,0.57,0.68,0.55,0.59,0.61,0.55,0.54,0.53,0.49,0.53,0.49,0.47,0.57,0.51,0.52,0.52,0.5,0.47,0.49,0.49,0.5,0.45,0.46,0.43,0.37,0.42,0.38,0.33,0.38,0.39,0.34,0.34,0.39,0.36,0.37,0.31,0.38,0.34,0.32,0.32,0.33,0.33,0.35,0.3,0.32,0.29,0.31,0.27,0.3,0.31,0.26,0.29,0.3,0.32,0.28,0.26,0.27,0.26,0.25,0.24,0.22,0.23,0.24,0.2,0.25,0.24,0.2,0.19,0.23,0.21,0.21,0.21,0.19,0.22,0.22,0.18,0.14,0.2,0.24,0.22,0.21,0.19,0.18,0.18,0.14,0.17,0.29,0.2,0.18,0.18,0.15,0.2,0.18,0.2,0.19,0.16,0.18,0.19,0.15,0.15,0.2,0.18,0.16,0.15,0.17,0.17,0.16,0.18,0.14,0.13,0.15,0.23,0.16,0.15,0.14,0.15,0.16,0.15,0.13,0.17,0.14,0.14,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.13,0.17,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.11,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.11,0.15,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
10/07/2021,5.94,5.19,3.71,2.0,1.99,2.06,1.26,1.64,1.29,1.07,0.97,0.94,0.93,0.89,0.87,0.78,0.73,0.81,0.86,0.68,0.67,0.67,0.69,0.58,0.67,0.55,0.59,0.61,0.56,0.54,0.53,0.5,0.53,0.49,0.48,0.57,0.52,0.54,0.52,0.5,0.47,0.5,0.49,0.5,0.45,0.46,0.43,0.37,0.43,0.38,0.33,0.38,0.39,0.35,0.34,0.4,0.37,0.38,0.31,0.37,0.34,0.32,0.32,0.34,0.33,0.35,0.29,0.33,0.29,0.31,0.27,0.3,0.31,0.26,0.3,0.29,0.31,0.28,0.26,0.27,0.26,0.25,0.23,0.22,0.23,0.24,0.2,0.26,0.24,0.2,0.19,0.23,0.2,0.21,0.22,0.19,0.22,0.22,0.18,0.14,0.2,0.25,0.22,0.22,0.2,0.18,0.18,0.14,0.18,0.29,0.21,0.18,0.18,0.15,0.2,0.18,0.2,0.19,0.17,0.19,0.18,0.14,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.15,0.17,0.15,0.13,0.15,0.23,0.15,0.15,0.14,0.15,0.16,0.15,0.13,0.17,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.14,0.12,0.17,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.11,0.11,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.13,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.15,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.92
