,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,HD,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,WMT,ABT,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,UPS,HON,LIN,UNP,BMY,NEE,LOW,C,AMGN,INTU,SBUX,BLK,BA,RTX,GS,MS,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,GE,ISRG,NOW,CVS,DE,SCHW,SPGI,CHTR,SQ,LMT,ANTM,ZTS,TMUS,BKNG,PLD,MU,FIS,SYK,LRCX,MDLZ,MO,CCI,ADP,GILD,CI,ZM,TJX,COP,USB,PNC,DUK,CME,GM,FDX,CSX,MRNA,TFC,EL,EQIX,ATVI,CB,BDX,MMC,COF,ITW,SHW,MELI,ILMN,NSC,BX,EW,ICE,CL,FISV,SO,ADSK,SNAP,APD,TWLO,MCO,ADI,BSX,REGN,UBER,D,WM,ETN,HUM,HCA,NOC,EMR,PGR,GPN,F,IDXX,TWTR,NXPI,ECL,DOCU,AON,DG,BIIB,FCX,VRTX,NEM,ROP,JCI,EOG,PSA,IQV,KLAC,ROKU,CRWD,EBAY,TROW,DOW,LHX,MRVL,LULU,ALGN,MSCI,A,KMB,GD,ROST,TEL,MET,TT,SLB,VEEV,EXC,CMG,INFO,WDAY,CNC,PINS,DLR,APTV,SNPS,DXCM,AEP,SRE,SPG,APH,BK,ORLY,DD,MTCH,AIG,EA,BAX,CARR,CDNS,GE.,FTNT,PRU,RMD,PANW,MCHP,SNOW,PLTR,AGPXX,MAR,MPC,SYY,PXD,XLNX,NET,TTD,CTSH,MSI,HPQ,SIVB,AZO,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,PAYX,HLT,SUM
07/23/2021,6.26,5.11,3.9,2.1,1.97,1.94,1.18,1.29,1.17,1.13,1.05,1.0,0.97,0.89,0.88,0.85,0.85,0.82,0.75,0.74,0.67,0.61,0.6,0.59,0.56,0.57,0.58,0.58,0.58,0.56,0.54,0.51,0.55,0.52,0.52,0.53,0.47,0.49,0.51,0.49,0.49,0.47,0.46,0.47,0.44,0.45,0.43,0.41,0.43,0.38,0.39,0.41,0.39,0.37,0.38,0.39,0.36,0.35,0.36,0.36,0.35,0.34,0.31,0.33,0.32,0.33,0.31,0.32,0.33,0.32,0.29,0.3,0.27,0.3,0.29,0.29,0.28,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.25,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25
07/26/2021,6.22,5.18,3.93,2.13,1.99,1.95,1.23,1.26,1.16,1.13,1.05,1.0,0.96,0.89,0.86,0.86,0.85,0.8,0.74,0.75,0.67,0.61,0.57,0.59,0.61,0.57,0.58,0.58,0.58,0.55,0.53,0.5,0.54,0.52,0.53,0.52,0.48,0.49,0.5,0.49,0.49,0.47,0.47,0.47,0.43,0.45,0.43,0.41,0.44,0.38,0.39,0.41,0.39,0.37,0.38,0.38,0.36,0.35,0.36,0.36,0.36,0.33,0.31,0.33,0.33,0.34,0.32,0.32,0.33,0.32,0.29,0.3,0.28,0.29,0.28,0.29,0.29,0.27,0.26,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.21,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.26,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.27
07/27/2021,6.22,5.18,3.93,2.13,1.99,1.95,1.23,1.26,1.16,1.13,1.05,1.0,0.96,0.89,0.86,0.86,0.85,0.8,0.74,0.75,0.67,0.61,0.57,0.59,0.61,0.57,0.58,0.58,0.58,0.55,0.53,0.5,0.54,0.52,0.53,0.52,0.48,0.49,0.5,0.49,0.49,0.47,0.47,0.47,0.43,0.45,0.43,0.41,0.44,0.38,0.39,0.41,0.39,0.37,0.38,0.38,0.36,0.35,0.36,0.36,0.36,0.33,0.31,0.33,0.33,0.34,0.32,0.32,0.33,0.32,0.29,0.3,0.28,0.29,0.28,0.29,0.29,0.27,0.26,0.25,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.21,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.21,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.26,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.27
07/28/2021,6.23,5.19,3.91,2.22,2.03,2.0,1.21,1.23,1.15,1.13,1.06,0.99,0.95,0.9,0.86,0.87,0.86,0.8,0.73,0.75,0.67,0.6,0.57,0.58,0.6,0.54,0.58,0.58,0.58,0.55,0.53,0.5,0.54,0.52,0.53,0.52,0.48,0.49,0.5,0.49,0.5,0.46,0.47,0.47,0.43,0.45,0.43,0.41,0.42,0.38,0.38,0.4,0.39,0.37,0.38,0.38,0.37,0.35,0.36,0.36,0.37,0.33,0.31,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.29,0.3,0.28,0.29,0.28,0.29,0.29,0.27,0.26,0.25,0.25,0.25,0.26,0.24,0.23,0.24,0.22,0.23,0.24,0.21,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.2,0.18,0.2,0.19,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.28,0.18,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3
07/29/2021,6.24,5.17,3.95,2.24,2.05,2.01,1.19,1.26,1.15,1.13,1.06,0.98,0.95,0.89,0.86,0.87,0.85,0.81,0.74,0.74,0.67,0.62,0.57,0.58,0.6,0.55,0.58,0.58,0.58,0.55,0.53,0.5,0.54,0.52,0.52,0.52,0.48,0.49,0.5,0.49,0.49,0.46,0.46,0.47,0.43,0.45,0.43,0.41,0.42,0.38,0.38,0.4,0.39,0.37,0.38,0.38,0.36,0.35,0.35,0.36,0.37,0.33,0.31,0.33,0.32,0.34,0.32,0.32,0.33,0.32,0.29,0.3,0.28,0.29,0.28,0.28,0.29,0.27,0.26,0.25,0.25,0.25,0.26,0.23,0.23,0.24,0.23,0.23,0.24,0.21,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.27,0.18,0.19,0.18,0.17,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.35
07/30/2021,6.18,5.15,3.89,2.22,2.02,1.99,1.19,1.24,1.16,1.14,1.07,0.99,0.97,0.88,0.87,0.87,0.84,0.82,0.74,0.74,0.67,0.61,0.58,0.58,0.59,0.54,0.59,0.59,0.59,0.56,0.53,0.5,0.55,0.52,0.52,0.52,0.49,0.49,0.51,0.49,0.5,0.47,0.47,0.47,0.43,0.46,0.44,0.4,0.42,0.39,0.35,0.4,0.39,0.37,0.38,0.38,0.35,0.35,0.35,0.36,0.37,0.33,0.31,0.34,0.33,0.34,0.31,0.32,0.32,0.32,0.29,0.3,0.28,0.29,0.29,0.29,0.29,0.28,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.19,0.18,0.18,0.19,0.26,0.19,0.19,0.19,0.16,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.30999999999999
08/02/2021,6.1,5.12,3.85,2.15,2.01,2.04,1.22,1.3,1.17,1.13,1.05,0.98,0.96,0.88,0.86,0.86,0.79,0.81,0.75,0.74,0.66,0.62,0.57,0.58,0.59,0.54,0.58,0.6,0.58,0.55,0.54,0.5,0.54,0.52,0.53,0.52,0.49,0.49,0.5,0.49,0.5,0.48,0.48,0.47,0.44,0.45,0.44,0.43,0.42,0.39,0.34,0.4,0.39,0.36,0.38,0.38,0.35,0.36,0.35,0.36,0.36,0.33,0.32,0.33,0.33,0.34,0.32,0.32,0.33,0.31,0.29,0.29,0.31,0.29,0.29,0.29,0.29,0.27,0.27,0.25,0.25,0.24,0.25,0.23,0.24,0.24,0.22,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.27,0.19,0.19,0.17,0.16,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.2,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.15,0.16,0.14,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.12
08/03/2021,6.15,5.13,3.58,2.15,2.0,2.03,1.21,1.33,1.16,1.14,1.05,0.98,0.96,0.89,0.88,0.86,0.77,0.8,0.75,0.75,0.68,0.61,0.58,0.58,0.59,0.55,0.59,0.6,0.59,0.56,0.54,0.5,0.54,0.52,0.53,0.53,0.49,0.49,0.51,0.5,0.5,0.48,0.48,0.48,0.44,0.45,0.44,0.43,0.42,0.39,0.35,0.41,0.4,0.37,0.38,0.38,0.35,0.35,0.35,0.36,0.36,0.33,0.32,0.33,0.33,0.34,0.32,0.32,0.33,0.32,0.28,0.29,0.32,0.29,0.29,0.29,0.29,0.27,0.27,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.28,0.18,0.19,0.18,0.16,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19
08/04/2021,6.15,5.13,3.58,2.15,2.0,2.03,1.21,1.33,1.16,1.14,1.05,0.98,0.96,0.89,0.88,0.86,0.77,0.8,0.75,0.75,0.68,0.61,0.58,0.58,0.59,0.55,0.59,0.6,0.59,0.56,0.54,0.5,0.54,0.52,0.53,0.53,0.49,0.49,0.51,0.5,0.5,0.48,0.48,0.48,0.44,0.45,0.44,0.43,0.42,0.39,0.35,0.41,0.4,0.37,0.38,0.38,0.35,0.35,0.35,0.36,0.36,0.33,0.32,0.33,0.33,0.34,0.32,0.32,0.33,0.32,0.28,0.29,0.32,0.29,0.29,0.29,0.29,0.27,0.27,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.28,0.18,0.19,0.18,0.16,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.17,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19
08/05/2021,6.14,5.13,3.59,2.13,2.02,2.04,1.23,1.37,1.16,1.14,1.02,0.99,0.96,0.89,0.88,0.84,0.76,0.8,0.74,0.74,0.67,0.61,0.57,0.58,0.59,0.55,0.59,0.62,0.59,0.56,0.54,0.51,0.54,0.51,0.54,0.53,0.49,0.49,0.51,0.5,0.51,0.48,0.48,0.48,0.44,0.45,0.44,0.43,0.42,0.39,0.35,0.41,0.4,0.37,0.38,0.39,0.35,0.35,0.35,0.36,0.36,0.34,0.31,0.33,0.33,0.34,0.33,0.32,0.32,0.32,0.28,0.29,0.33,0.29,0.0,0.29,0.29,0.27,0.27,0.25,0.26,0.26,0.27,0.23,0.24,0.24,0.23,0.22,0.24,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.2,0.2,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.17,0.19,0.28,0.18,0.19,0.18,0.16,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.15,0.13,0.15,0.16,0.16,0.14,0.17,0.14,0.15,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.23
08/09/2021,6.15,5.17,3.6,2.18,2.01,2.04,1.27,1.37,1.17,1.14,1.01,0.97,0.96,0.89,0.88,0.82,0.78,0.8,0.76,0.75,0.66,0.6,0.58,0.57,0.61,0.55,0.59,0.63,0.58,0.57,0.54,0.5,0.53,0.51,0.55,0.53,0.49,0.48,0.51,0.5,0.54,0.49,0.49,0.49,0.44,0.44,0.43,0.42,0.43,0.39,0.34,0.4,0.4,0.37,0.38,0.39,0.35,0.36,0.34,0.37,0.35,0.34,0.32,0.33,0.33,0.34,0.33,0.32,0.33,0.31,0.28,0.29,0.34,0.29,0.0,0.3,0.29,0.26,0.27,0.25,0.27,0.26,0.27,0.23,0.23,0.24,0.22,0.23,0.24,0.23,0.2,0.22,0.23,0.22,0.22,0.21,0.23,0.22,0.18,0.2,0.21,0.19,0.2,0.2,0.21,0.19,0.18,0.17,0.18,0.33,0.19,0.19,0.18,0.15,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.19,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.16,0.13,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.13,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.14,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.12,0.11,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45
08/10/2021,6.11,5.16,3.56,2.18,2.01,2.03,1.26,1.34,1.2,1.13,1.02,0.98,0.97,0.89,0.87,0.83,0.77,0.8,0.78,0.75,0.67,0.61,0.57,0.57,0.61,0.55,0.58,0.63,0.58,0.56,0.54,0.5,0.53,0.5,0.55,0.53,0.49,0.48,0.51,0.49,0.53,0.5,0.49,0.49,0.44,0.44,0.43,0.41,0.43,0.38,0.35,0.4,0.4,0.37,0.38,0.39,0.35,0.37,0.33,0.37,0.35,0.34,0.32,0.33,0.34,0.35,0.33,0.32,0.32,0.31,0.28,0.29,0.33,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.26,0.26,0.27,0.23,0.23,0.24,0.22,0.22,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.21,0.23,0.22,0.18,0.2,0.21,0.19,0.2,0.2,0.21,0.19,0.18,0.17,0.18,0.33,0.19,0.19,0.18,0.16,0.2,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.16,0.13,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.13,0.13,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.32
08/11/2021,6.11,5.16,3.56,2.18,2.01,2.03,1.26,1.34,1.2,1.13,1.02,0.98,0.97,0.89,0.87,0.83,0.77,0.8,0.78,0.75,0.67,0.61,0.57,0.57,0.61,0.55,0.58,0.63,0.58,0.56,0.54,0.5,0.53,0.5,0.55,0.53,0.49,0.48,0.51,0.49,0.53,0.5,0.49,0.49,0.44,0.44,0.43,0.41,0.43,0.38,0.35,0.4,0.4,0.37,0.38,0.39,0.35,0.37,0.33,0.37,0.35,0.34,0.32,0.33,0.34,0.35,0.33,0.32,0.32,0.31,0.28,0.29,0.33,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.26,0.26,0.27,0.23,0.23,0.24,0.22,0.22,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.21,0.23,0.22,0.18,0.2,0.21,0.19,0.2,0.2,0.21,0.19,0.18,0.17,0.18,0.33,0.19,0.19,0.18,0.16,0.2,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.16,0.15,0.16,0.16,0.16,0.16,0.13,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.13,0.13,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.32
