,AAPL,MSFT,AMZN,FB,GOOG,TSLA,JPM,JNJ,HD,PG,BAC,DIS,XOM,NVDA,ADBE,INTC,MA,PEP,CVX,ACN,MRK,UNH,VZ,PFE,CMCSA,TXN,KO,ABT,CRM,ORCL,C,NKE,LLY,QCOM,MS,BLK,GS,BMY,IBM,CAT,MDT,LOW,CSCO,GE,WMT,TGT,MMM,ANTM,Cash,INTU,SBUX,DE,DHR,MU,AMT,LRCX,GM,USB,ABBV,COF,T,TMO,TJX,AVGO,AMAT,PLD,ADSK,FDX,EL,PGR,EMR,CL,BSX,SPGI,AXP,CVS,ETN,SLB,UBER,EW,LULU,SHW,COP,ADP,EQIX,VEEV,AON,BDX,PNC,MO,FIS,PSA,VRTX,TWLO,GILD,HPQ,CTAS,MAR,JCI,CSX,ECL,AMD,NEM,TT,A,WELL,SNPS,SRE,EBAY,ISRG,PH,CRWD,AFL,APD,DLR,D,RMD,YUM,MTD,IFF,TEL,CI,STT,ES,GIS,SPOT,IDXX,PCAR,ZTS,HLT,MET,BURL,PSX,CTSH,AWK,NSC,PPG,BBY,SYF,ITW,AZO,WDC,FCX,MCK,FITB,SPLK,PEAK,OMC,CMI,KEY,HUM,BLL,HPE,AVTR,F,MCO,KR,ETSY,ROK,ANET,HAL,K,CBRE,CE,KEYS,BK,DG,DELL,DPZ,ROP,FE,POOL,WY,VTR,MXIM,VFC,KSU,PODD,MKC,ELS,DFS,CLX,FTCH,DOV,CDW,WPC,PFG,MGM,NTAP,688012.SS,ETR,HOLX,HBAN,BAX,ZBH,VLO,EIX,TRMB,EOG,WBA,U.S. Dollar For Futures,CERN,RSG,CMS,FTNT,n/a,688101.SS,ALNY,TDY,SPG,688001.SS,SUM
07/23/2021,5.56,5.34,5.19,4.37,4.28,2.76,2.43,2.37,1.86,1.85,1.53,1.4,1.26,1.27,1.32,1.18,1.15,1.18,0.99,1.09,1.04,1.05,1.03,1.0,0.96,0.95,0.98,0.94,0.79,0.84,0.71,0.73,0.74,0.71,0.71,0.68,0.67,0.69,0.67,0.6,0.61,0.62,0.63,0.56,0.55,0.55,0.53,0.53,0.5,0.5,0.49,0.46,0.5,0.42,0.44,0.39,0.37,0.38,0.39,0.36,0.34,0.36,0.34,0.34,0.32,0.36,0.32,0.32,0.32,0.29,0.3,0.31,0.27,0.28,0.28,0.27,0.26,0.22,0.23,0.25,0.26,0.26,0.21,0.25,0.26,0.24,0.23,0.24,0.22,0.23,0.23,0.24,0.23,0.22,0.22,0.19,0.2,0.19,0.2,0.19,0.2,0.18,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.17,0.16,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.11,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.1,0.11,0.12,0.11,0.11,0.09,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.08,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.09,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.77
07/26/2021,5.59,5.38,5.19,4.44,4.3,2.7,2.43,2.35,1.86,1.77,1.54,1.39,1.26,1.29,1.33,1.18,1.18,1.15,0.99,1.08,1.01,1.04,1.0,1.01,0.95,0.91,0.96,0.91,0.8,0.86,0.72,0.74,0.73,0.71,0.74,0.68,0.69,0.69,0.67,0.6,0.62,0.62,0.63,0.58,0.54,0.55,0.52,0.52,0.49,0.51,0.51,0.47,0.5,0.42,0.43,0.41,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.32,0.28,0.3,0.3,0.28,0.28,0.28,0.27,0.27,0.22,0.24,0.25,0.27,0.25,0.22,0.24,0.25,0.25,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.66
07/27/2021,5.59,5.38,5.19,4.44,4.3,2.7,2.43,2.35,1.86,1.77,1.54,1.39,1.26,1.29,1.33,1.18,1.18,1.15,0.99,1.08,1.01,1.04,1.0,1.01,0.95,0.91,0.96,0.91,0.8,0.86,0.72,0.74,0.73,0.71,0.74,0.68,0.69,0.69,0.67,0.6,0.62,0.62,0.63,0.58,0.54,0.55,0.52,0.52,0.49,0.51,0.51,0.47,0.5,0.42,0.43,0.41,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.32,0.28,0.3,0.3,0.28,0.28,0.28,0.27,0.27,0.22,0.24,0.25,0.27,0.25,0.22,0.24,0.25,0.25,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.66
07/28/2021,5.6,5.39,5.16,4.63,4.4,2.65,2.41,2.35,1.88,1.78,1.51,1.38,1.25,1.28,1.32,1.1,1.2,1.15,0.98,1.09,1.01,1.04,0.99,1.0,0.95,0.92,0.96,0.92,0.79,0.82,0.71,0.75,0.74,0.72,0.72,0.68,0.68,0.68,0.66,0.6,0.62,0.63,0.63,0.58,0.54,0.55,0.52,0.51,0.49,0.51,0.52,0.47,0.5,0.42,0.43,0.4,0.36,0.37,0.38,0.36,0.33,0.36,0.34,0.34,0.33,0.35,0.34,0.31,0.32,0.28,0.3,0.3,0.28,0.28,0.28,0.27,0.27,0.22,0.23,0.26,0.27,0.25,0.21,0.24,0.25,0.25,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.62
07/29/2021,5.6,5.36,5.2,4.64,4.44,2.7,2.41,2.35,1.86,1.78,1.52,1.4,1.28,1.26,1.31,1.13,1.19,1.15,1.0,1.09,1.0,1.03,0.99,1.0,0.96,0.92,0.96,0.91,0.79,0.82,0.71,0.74,0.74,0.71,0.74,0.68,0.68,0.67,0.67,0.6,0.62,0.61,0.63,0.58,0.54,0.55,0.52,0.5,0.49,0.51,0.52,0.47,0.49,0.42,0.43,0.4,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.31,0.32,0.28,0.3,0.3,0.28,0.28,0.28,0.27,0.27,0.23,0.23,0.25,0.26,0.25,0.22,0.24,0.25,0.24,0.24,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.72
07/30/2021,5.54,5.34,5.13,4.61,4.38,2.66,2.42,2.37,1.85,1.79,1.53,1.41,1.27,1.26,1.31,1.11,1.19,1.16,1.0,1.1,1.02,1.03,1.0,1.01,0.96,0.91,0.97,0.91,0.78,0.82,0.72,0.74,0.74,0.7,0.74,0.67,0.68,0.68,0.67,0.6,0.63,0.6,0.63,0.59,0.54,0.55,0.52,0.51,0.49,0.51,0.52,0.47,0.5,0.41,0.44,0.39,0.36,0.38,0.38,0.37,0.33,0.36,0.34,0.34,0.32,0.35,0.33,0.29,0.32,0.29,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.23,0.23,0.26,0.26,0.26,0.22,0.25,0.25,0.24,0.25,0.24,0.22,0.23,0.24,0.23,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.09,0.08,0.08,0.08,0.0,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.65
08/02/2021,5.48,5.34,5.13,4.68,4.37,2.67,2.43,2.36,1.84,1.77,1.53,1.41,1.28,1.28,1.32,1.11,1.17,1.15,1.01,1.08,1.02,1.02,0.99,1.05,0.95,0.92,0.96,0.92,0.78,0.82,0.72,0.75,0.75,0.71,0.74,0.67,0.68,0.69,0.66,0.61,0.63,0.6,0.63,0.6,0.54,0.55,0.52,0.51,0.5,0.51,0.51,0.47,0.5,0.42,0.43,0.4,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.29,0.32,0.28,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.23,0.23,0.26,0.26,0.26,0.22,0.25,0.25,0.25,0.25,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.12,0.16,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.7
08/03/2021,5.48,5.34,5.13,4.68,4.37,2.67,2.43,2.36,1.84,1.77,1.53,1.41,1.28,1.28,1.32,1.11,1.17,1.15,1.01,1.08,1.02,1.02,0.99,1.05,0.95,0.92,0.96,0.92,0.78,0.82,0.72,0.75,0.75,0.71,0.74,0.67,0.68,0.69,0.66,0.61,0.63,0.6,0.63,0.6,0.54,0.55,0.52,0.51,0.5,0.51,0.51,0.47,0.5,0.42,0.43,0.4,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.29,0.32,0.28,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.23,0.23,0.26,0.26,0.26,0.22,0.25,0.25,0.25,0.25,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.12,0.16,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.7
08/04/2021,5.48,5.34,5.13,4.68,4.37,2.67,2.43,2.36,1.84,1.77,1.53,1.41,1.28,1.28,1.32,1.11,1.17,1.15,1.01,1.08,1.02,1.02,0.99,1.05,0.95,0.92,0.96,0.92,0.78,0.82,0.72,0.75,0.75,0.71,0.74,0.67,0.68,0.69,0.66,0.61,0.63,0.6,0.63,0.6,0.54,0.55,0.52,0.51,0.5,0.51,0.51,0.47,0.5,0.42,0.43,0.4,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.29,0.32,0.28,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.23,0.23,0.26,0.26,0.26,0.22,0.25,0.25,0.25,0.25,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.12,0.16,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.7
08/05/2021,5.48,5.34,5.13,4.68,4.37,2.67,2.43,2.36,1.84,1.77,1.53,1.41,1.28,1.28,1.32,1.11,1.17,1.15,1.01,1.08,1.02,1.02,0.99,1.05,0.95,0.92,0.96,0.92,0.78,0.82,0.72,0.75,0.75,0.71,0.74,0.67,0.68,0.69,0.66,0.61,0.63,0.6,0.63,0.6,0.54,0.55,0.52,0.51,0.5,0.51,0.51,0.47,0.5,0.42,0.43,0.4,0.37,0.38,0.38,0.37,0.33,0.35,0.34,0.34,0.33,0.35,0.34,0.29,0.32,0.28,0.3,0.3,0.29,0.28,0.28,0.27,0.27,0.23,0.23,0.26,0.26,0.26,0.22,0.25,0.25,0.25,0.25,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.12,0.16,0.14,0.15,0.14,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,96.7
08/06/2021,5.54,5.33,4.74,4.38,4.34,2.92,2.43,2.38,1.87,1.82,1.54,1.35,1.27,1.29,1.31,1.12,1.12,1.14,1.02,1.09,0.99,1.05,0.99,1.09,0.95,0.93,0.96,0.93,0.77,0.84,0.73,0.77,0.78,0.73,0.74,0.68,0.69,0.69,0.67,0.59,0.63,0.6,0.64,0.58,0.54,0.55,0.52,0.53,0.54,0.51,0.49,0.49,0.52,0.44,0.43,0.41,0.38,0.37,0.37,0.36,0.33,0.36,0.34,0.34,0.34,0.35,0.35,0.29,0.32,0.29,0.31,0.29,0.29,0.29,0.28,0.27,0.28,0.23,0.21,0.27,0.27,0.26,0.22,0.25,0.24,0.25,0.25,0.24,0.22,0.23,0.2,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.23,0.19,0.21,0.18,0.18,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.18,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.12,0.15,0.13,0.15,0.14,0.13,0.14,0.12,0.14,0.14,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.09,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.07,0.08,0.07,0.07,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,96.68
08/25/2021,5.55,5.63,4.49,4.47,4.4,2.79,2.46,2.44,1.85,1.83,1.61,1.36,1.15,1.35,1.36,1.08,1.07,1.15,0.93,1.13,1.02,1.06,0.98,1.16,0.97,0.9,0.95,0.96,0.81,0.83,0.74,0.75,0.82,0.7,0.77,0.71,0.72,0.69,0.65,0.58,0.62,0.65,0.66,0.56,0.57,0.53,0.5,0.5,0.0,0.52,0.47,0.47,0.55,0.38,0.44,0.36,0.32,0.37,0.38,0.38,0.32,0.37,0.37,0.33,0.3,0.36,0.36,0.28,0.32,0.29,0.31,0.28,0.28,0.29,0.26,0.27,0.28,0.21,0.19,0.28,0.26,0.27,0.2,0.25,0.25,0.24,0.27,0.23,0.22,0.23,0.2,0.24,0.22,0.19,0.22,0.19,0.2,0.18,0.21,0.2,0.2,0.21,0.17,0.19,0.2,0.17,0.2,0.17,0.18,0.19,0.16,0.16,0.17,0.15,0.17,0.17,0.18,0.18,0.17,0.15,0.16,0.13,0.15,0.17,0.15,0.12,0.15,0.13,0.15,0.13,0.14,0.14,0.1,0.14,0.14,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.1,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.08,0.1,0.12,0.1,0.1,0.1,0.07,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.0,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.08,0.09,0.08,0.0,0.0,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.07,0.07,0.08,0.58,0.08,0.07,0.0,0.0,0.0,96.75
08/26/2021,5.56,5.58,4.54,4.48,4.44,2.87,2.46,2.4,1.82,1.81,1.61,1.37,1.19,1.41,1.37,1.09,1.08,1.14,0.95,1.12,1.01,1.04,0.97,1.18,0.96,0.91,0.94,0.94,0.82,0.82,0.74,0.75,0.8,0.7,0.77,0.71,0.72,0.68,0.64,0.59,0.61,0.63,0.66,0.56,0.56,0.53,0.5,0.5,0.0,0.53,0.47,0.48,0.54,0.39,0.43,0.36,0.31,0.37,0.38,0.38,0.32,0.36,0.37,0.34,0.31,0.36,0.36,0.27,0.32,0.29,0.31,0.28,0.27,0.29,0.26,0.27,0.28,0.21,0.2,0.27,0.27,0.27,0.21,0.25,0.24,0.24,0.26,0.23,0.22,0.23,0.2,0.24,0.22,0.19,0.22,0.19,0.2,0.19,0.21,0.2,0.2,0.22,0.17,0.19,0.2,0.17,0.2,0.17,0.18,0.19,0.16,0.16,0.17,0.15,0.17,0.17,0.18,0.18,0.17,0.15,0.16,0.13,0.15,0.17,0.15,0.12,0.15,0.13,0.15,0.14,0.14,0.14,0.1,0.14,0.14,0.12,0.11,0.11,0.12,0.12,0.12,0.1,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.08,0.1,0.11,0.09,0.1,0.09,0.07,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.07,0.0,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.08,0.09,0.08,0.0,0.0,0.0,0.07,0.08,0.0,0.07,0.0,0.0,0.07,0.07,0.08,0.57,0.08,0.07,0.07,0.0,0.0,96.75
08/27/2021,5.55,5.54,4.59,4.5,4.47,2.87,2.48,2.36,1.8,1.79,1.63,1.38,1.19,1.4,1.37,1.1,1.08,1.12,0.96,1.11,1.0,1.04,0.96,1.14,0.96,0.91,0.93,0.94,0.82,0.82,0.75,0.75,0.79,0.7,0.78,0.71,0.73,0.67,0.64,0.6,0.63,0.62,0.67,0.58,0.55,0.52,0.5,0.5,0.0,0.53,0.47,0.48,0.54,0.39,0.43,0.36,0.32,0.38,0.38,0.38,0.32,0.36,0.37,0.33,0.31,0.35,0.36,0.27,0.32,0.29,0.31,0.28,0.28,0.29,0.26,0.27,0.28,0.22,0.19,0.27,0.27,0.27,0.21,0.24,0.24,0.24,0.27,0.23,0.22,0.23,0.2,0.23,0.22,0.2,0.22,0.19,0.2,0.19,0.21,0.2,0.2,0.22,0.17,0.19,0.2,0.17,0.2,0.17,0.18,0.19,0.16,0.17,0.17,0.15,0.17,0.17,0.18,0.18,0.17,0.15,0.17,0.13,0.16,0.17,0.14,0.12,0.15,0.13,0.15,0.14,0.14,0.14,0.11,0.14,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.08,0.1,0.11,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.0,0.09,0.09,0.08,0.08,0.07,0.07,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.08,0.0,0.07,0.0,0.0,0.07,0.07,0.08,0.57,0.08,0.07,0.0,0.07,0.0,96.81000000000002
08/30/2021,5.49,5.5,4.62,4.5,4.48,2.85,2.55,2.35,1.79,1.79,1.66,1.37,1.18,1.42,1.36,1.09,1.06,1.12,0.96,1.12,0.99,1.02,0.96,1.12,0.95,0.91,0.93,0.94,0.84,0.82,0.76,0.74,0.79,0.69,0.78,0.72,0.74,0.66,0.64,0.6,0.64,0.63,0.67,0.58,0.55,0.52,0.5,0.49,0.0,0.53,0.47,0.5,0.54,0.39,0.43,0.36,0.32,0.38,0.38,0.38,0.32,0.36,0.36,0.34,0.31,0.35,0.33,0.27,0.32,0.29,0.31,0.28,0.28,0.29,0.27,0.26,0.29,0.22,0.2,0.27,0.27,0.27,0.21,0.24,0.24,0.24,0.27,0.23,0.22,0.23,0.2,0.23,0.22,0.19,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.22,0.17,0.2,0.2,0.17,0.2,0.17,0.19,0.19,0.17,0.18,0.17,0.15,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.13,0.16,0.17,0.14,0.12,0.15,0.13,0.15,0.14,0.14,0.13,0.11,0.14,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.1,0.09,0.11,0.1,0.11,0.08,0.1,0.11,0.1,0.11,0.09,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.0,0.09,0.09,0.08,0.08,0.07,0.08,0.0,0.08,0.09,0.08,0.0,0.0,0.0,0.07,0.08,0.0,0.07,0.0,0.0,0.07,0.07,0.08,0.58,0.08,0.07,0.07,0.07,0.0,96.8
