,NVDA,CGNX,ANSS,U,GE,IR,ALB,TER,CRNC,LTHM,UAL,TDY,PTC,CHPT,JBLU,COUP,CARR,GXO,PLTR,ETWO,XPO,ZBRA,SNOW,ETN,PH,FGXXX,n/a,ZS,PANW,AME,POWI,CFX,HON,FCX,MSFT,ROK,TDG,AMBA,VMW,MRVL,SDGR,SUM
09/13/2021,9.8,6.11,5.94,5.94,5.32,5.17,4.93,4.42,3.69,4.16,0.0,3.72,3.75,3.3,2.85,3.26,2.95,2.48,2.2,2.21,1.93,1.98,4.5,1.85,1.75,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/14/2021,9.37,5.93,5.72,5.74,5.16,5.09,4.83,4.27,3.61,4.07,0.0,3.55,3.54,3.21,2.86,3.17,2.84,2.39,2.16,2.1,1.85,1.9,4.36,1.76,1.69,5.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,6.46,5.99,5.78,5.83,5.13,5.2,4.82,4.37,3.45,4.06,0.0,0.0,3.52,3.05,2.76,3.1,2.85,2.41,2.19,2.12,1.85,1.93,4.37,1.76,0.0,5.64,0.0,4.86,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,6.46,5.99,5.78,5.83,5.13,5.2,4.82,4.37,3.45,4.06,0.0,0.0,3.52,3.05,2.76,3.1,2.85,2.41,2.19,2.12,1.85,1.93,4.37,1.76,0.0,5.64,0.0,4.86,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,6.61,6.25,5.89,5.87,5.46,5.33,4.76,4.59,3.77,4.11,0.0,0.0,3.57,3.25,2.94,3.19,2.92,2.45,2.23,2.18,1.93,2.0,4.54,1.8,0.0,2.53,0.0,5.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,6.56,6.3,5.9,5.82,5.25,3.4,5.81,4.51,3.83,4.21,0.0,0.0,3.58,3.11,4.29,3.55,2.88,2.37,2.31,2.24,1.87,1.97,4.55,1.8,0.0,1.59,0.0,5.54,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/21/2021,6.51,6.35,5.9,5.9,5.19,3.36,5.72,4.53,3.69,4.14,0.0,0.0,3.58,3.11,4.35,3.61,2.83,2.48,2.43,2.23,1.87,1.97,4.52,1.78,0.0,1.58,0.0,5.53,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/22/2021,6.51,6.35,5.9,5.9,5.19,3.36,5.72,4.53,3.69,4.14,0.0,0.0,3.58,3.11,4.35,3.61,2.83,2.48,2.43,2.23,1.87,1.97,4.52,1.78,0.0,1.58,0.0,5.53,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/23/2021,6.51,6.35,5.9,5.9,5.19,3.36,5.72,4.53,3.69,4.14,0.0,0.0,3.58,3.11,4.35,3.61,2.83,2.48,2.43,2.23,1.87,1.97,4.52,1.78,0.0,1.58,0.0,5.53,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/24/2021,7.43,6.15,5.77,5.96,5.14,3.38,5.55,4.42,3.68,4.69,1.08,0.0,1.8,3.16,4.37,3.7,2.75,2.56,2.34,2.17,1.94,1.9,4.55,1.79,0.0,1.13,0.0,5.69,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,7.64,6.27,5.74,6.25,5.32,3.33,5.7,4.44,3.68,4.77,1.12,0.0,1.81,3.11,4.53,3.65,2.78,2.46,2.46,2.18,1.94,1.89,4.52,1.77,0.0,0.08,0.0,5.69,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,7.64,6.27,5.74,6.25,5.32,3.33,5.7,4.44,3.68,4.77,1.12,0.0,1.81,3.11,4.53,3.65,2.78,2.46,2.46,2.18,1.94,1.89,4.52,1.77,0.0,0.08,0.0,5.69,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,7.83,6.49,6.0,6.59,5.6,3.47,5.88,4.62,3.82,0.7,1.21,0.0,1.88,3.15,4.83,3.83,2.88,2.5,2.55,2.27,2.01,1.99,4.65,1.83,0.0,0.19,0.0,5.94,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/30/2021,7.83,6.49,6.0,6.59,5.6,3.47,5.88,4.62,3.82,0.7,1.21,0.0,1.88,3.15,4.83,3.83,2.88,2.5,2.55,2.27,2.01,1.99,4.65,1.83,0.0,0.19,0.0,5.94,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/01/2021,7.83,6.49,6.0,6.59,5.6,3.47,5.88,4.62,3.82,0.7,1.21,0.0,1.88,3.15,4.83,3.83,2.88,2.5,2.55,2.27,2.01,1.99,4.65,1.83,0.0,0.19,0.0,5.94,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/04/2021,7.33,6.33,6.11,3.14,6.19,3.6,6.14,4.56,4.02,0.71,3.9,0.0,1.97,4.58,5.08,3.6,3.09,2.62,2.36,2.36,2.06,2.02,4.65,1.94,0.0,0.08,0.0,2.96,7.57,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/05/2021,7.22,6.21,5.95,3.07,5.85,3.44,5.98,4.45,3.74,0.71,3.71,0.0,1.92,4.37,4.84,3.56,2.95,2.58,2.26,2.26,1.97,1.93,4.67,1.84,0.0,0.08,0.0,3.98,7.47,0.97,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/06/2021,6.48,5.65,5.4,3.93,6.38,3.12,5.37,4.0,3.19,0.65,4.61,0.0,1.73,3.79,4.63,3.22,2.68,2.36,2.05,2.06,1.8,1.72,4.21,1.67,0.0,6.17,0.0,3.58,6.81,0.87,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,6.72,6.07,5.72,4.07,6.89,3.39,5.75,4.28,3.31,2.77,5.02,0.0,0.0,3.85,5.0,3.38,2.92,2.51,2.13,2.15,1.9,1.84,4.45,1.79,0.0,0.27,0.0,3.74,7.16,0.94,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,6.72,6.07,5.72,4.07,6.89,3.39,5.75,4.28,3.31,2.77,5.02,0.0,0.0,3.85,5.0,3.38,2.92,2.51,2.13,2.15,1.9,1.84,4.45,1.79,0.0,0.27,0.0,3.74,7.16,0.94,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,2.92,5.66,5.5,2.19,6.4,5.01,5.49,4.1,2.99,4.92,5.41,0.0,0.0,3.69,5.89,1.73,2.75,2.35,0.9,2.08,1.8,1.71,2.21,2.8,0.0,3.53,0.0,3.7,6.96,0.88,1.88,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,2.92,5.66,5.5,2.19,6.4,5.01,5.49,4.1,2.99,4.92,5.41,0.0,0.0,3.69,5.89,1.73,2.75,2.35,0.9,2.08,1.8,1.71,2.21,2.8,0.0,3.53,0.0,3.7,6.96,0.88,1.88,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,2.92,5.66,5.5,2.19,6.4,5.01,5.49,4.1,2.99,4.92,5.41,0.0,0.0,3.69,5.89,1.73,2.75,2.35,0.9,2.08,1.8,1.71,2.21,2.8,0.0,3.53,0.0,3.7,6.96,0.88,1.88,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,2.92,5.66,5.5,2.19,6.4,5.01,5.49,4.1,2.99,4.92,5.41,0.0,0.0,3.69,5.89,1.73,2.75,2.35,0.9,2.08,1.8,1.71,2.21,2.8,0.0,3.53,0.0,3.7,6.96,0.88,1.88,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,3.07,5.95,4.82,2.34,6.76,5.19,5.66,4.26,3.22,5.3,5.75,0.0,0.0,4.03,6.28,1.81,2.82,2.34,0.0,2.17,1.84,1.79,2.29,2.97,0.0,0.17,0.0,3.93,7.54,0.94,1.98,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,2.97,5.75,4.66,2.27,6.36,5.04,5.65,4.09,3.29,5.56,5.36,0.0,0.0,4.05,5.96,1.95,2.67,2.41,0.0,2.12,1.71,1.72,4.68,2.86,0.0,0.17,0.0,4.03,7.28,0.9,1.88,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,3.1,5.96,4.83,2.34,6.41,5.21,5.87,4.27,3.34,5.6,5.38,0.0,0.0,4.04,6.03,2.01,2.81,2.48,0.0,2.11,1.79,1.78,4.76,2.98,0.0,0.17,0.0,4.14,6.19,0.93,1.92,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,3.16,6.16,4.9,2.37,6.62,5.31,5.9,4.38,3.36,5.7,5.47,0.0,0.0,4.06,6.06,2.01,2.87,2.58,0.0,0.0,1.87,1.82,4.86,3.06,0.0,0.31,0.0,4.19,6.35,0.94,1.93,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/21/2021,3.16,6.16,4.9,2.37,6.62,5.31,5.9,4.38,3.36,5.7,5.47,0.0,0.0,4.06,6.06,2.01,2.87,2.58,0.0,0.0,1.87,1.82,4.86,3.06,0.0,0.31,0.0,4.19,6.35,0.94,1.93,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/22/2021,3.07,5.98,4.75,2.36,6.31,5.15,5.78,4.27,3.26,5.25,7.02,0.0,0.0,4.15,5.62,1.93,2.76,2.5,0.0,0.0,1.8,1.77,4.71,2.91,0.0,2.19,0.0,4.06,6.09,0.91,1.84,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/25/2021,3.04,5.89,4.75,2.28,6.39,5.16,5.77,4.28,3.28,5.33,6.98,0.0,0.0,4.16,5.62,1.93,2.76,2.52,0.0,0.0,1.85,1.77,4.63,2.95,0.0,2.19,0.0,4.06,6.09,0.91,1.86,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,3.1,5.92,4.78,2.34,6.18,5.17,5.7,4.27,3.28,5.22,9.07,0.0,0.0,4.29,5.57,1.92,2.76,2.51,0.0,0.0,1.88,1.78,4.71,2.91,0.0,0.12,0.0,4.14,6.0,0.91,1.89,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,3.1,5.92,4.78,2.34,6.18,5.17,5.7,4.27,3.28,5.22,9.07,0.0,0.0,4.29,5.57,1.92,2.76,2.51,0.0,0.0,1.88,1.78,4.71,2.91,0.0,0.12,0.0,4.14,6.0,0.91,1.89,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/28/2021,3.1,5.92,4.78,2.34,6.18,5.17,5.7,4.27,3.28,5.22,9.07,0.0,0.0,4.29,5.57,1.92,2.76,2.51,0.0,0.0,1.88,1.78,4.71,2.91,0.0,0.12,0.0,4.14,6.0,0.91,1.89,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/29/2021,3.13,5.86,4.77,1.36,6.22,5.15,5.76,4.21,3.31,5.18,8.94,0.0,0.0,4.42,5.45,0.97,0.74,2.49,0.0,0.0,1.88,1.75,3.7,2.88,0.0,0.05,0.0,3.2,5.81,3.88,1.89,3.52,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,3.91,5.87,4.78,1.36,6.22,5.09,5.65,6.47,3.4,5.07,8.9,0.0,0.0,4.43,5.28,0.96,0.73,2.53,0.0,0.0,1.87,1.73,3.81,2.87,0.0,0.71,0.0,3.23,5.83,3.91,1.84,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/02/2021,3.86,5.8,4.69,1.35,6.11,5.03,5.81,6.98,3.42,5.32,8.66,0.0,0.0,4.56,5.14,0.9,0.0,2.52,0.0,0.0,1.86,1.72,3.7,2.87,0.0,0.69,0.0,3.19,5.71,3.85,3.84,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,5.68,5.84,4.74,1.38,5.62,4.52,5.9,7.03,3.53,5.55,8.67,0.0,0.0,4.67,4.63,0.89,0.0,2.52,0.0,0.0,1.83,1.72,3.76,2.86,0.0,0.09,0.0,3.21,5.37,3.86,3.7,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,5.68,5.84,4.74,1.38,5.62,4.52,5.9,7.03,3.53,5.55,8.67,0.0,0.0,4.67,4.63,0.89,0.0,2.52,0.0,0.0,1.83,1.72,3.76,2.86,0.0,0.09,0.0,3.21,5.37,3.86,3.7,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,5.8,6.06,4.75,1.3,5.66,4.68,6.07,7.02,3.59,5.85,8.93,0.0,0.0,4.53,4.8,0.91,0.0,2.66,0.0,0.0,1.83,1.87,3.78,2.95,0.0,0.09,0.0,3.25,5.31,4.04,1.82,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/08/2021,6.8,4.86,5.27,1.42,5.8,4.95,5.1,7.57,3.79,4.68,9.5,0.0,0.0,4.77,5.09,0.94,0.0,2.82,0.0,0.0,0.0,1.99,3.9,3.07,0.0,0.24,0.0,3.44,5.35,4.21,1.89,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,6.8,4.86,5.27,1.42,5.8,4.95,5.1,7.57,3.79,4.68,9.5,0.0,0.0,4.77,5.09,0.94,0.0,2.82,0.0,0.0,0.0,1.99,3.9,3.07,0.0,0.24,0.0,3.44,5.35,4.21,1.89,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,6.8,4.86,5.27,1.42,5.8,4.95,5.1,7.57,3.79,4.68,9.5,0.0,0.0,4.77,5.09,0.94,0.0,2.82,0.0,0.0,0.0,1.99,3.9,3.07,0.0,0.24,0.0,3.44,5.35,4.21,1.89,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,6.75,4.18,5.19,1.41,5.95,4.92,5.06,7.5,3.67,4.71,10.12,0.0,0.0,4.76,5.44,0.93,0.0,2.71,0.0,0.0,0.0,2.01,3.96,3.04,0.0,0.29,0.0,3.48,5.31,4.2,1.86,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,6.34,6.11,4.7,1.37,5.38,4.52,4.7,6.78,3.27,4.42,9.25,0.0,0.0,4.83,4.88,0.84,0.0,2.49,0.0,0.0,0.0,1.79,3.65,2.79,0.0,5.79,0.0,3.27,5.05,3.77,1.7,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,6.59,6.31,4.7,1.62,6.22,4.79,4.84,6.32,3.34,4.38,9.42,0.0,0.0,4.73,4.96,0.82,0.0,2.65,0.0,0.0,0.0,1.85,3.41,2.88,0.0,3.89,0.0,3.0,5.22,3.95,1.78,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,6.59,6.31,4.7,1.62,6.22,4.79,4.84,6.32,3.34,4.38,9.42,0.0,0.0,4.73,4.96,0.82,0.0,2.65,0.0,0.0,0.0,1.85,3.41,2.88,0.0,3.89,0.0,3.0,5.22,3.95,1.78,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,6.59,6.31,4.7,1.62,6.22,4.79,4.84,6.32,3.34,4.38,9.42,0.0,0.0,4.73,4.96,0.82,0.0,2.65,0.0,0.0,0.0,1.85,3.41,2.88,0.0,3.89,0.0,3.0,5.22,3.95,1.78,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,6.5,6.44,4.71,1.72,6.18,4.74,4.85,6.37,3.4,4.44,9.03,0.0,0.0,4.88,4.82,0.81,0.0,2.69,0.0,0.0,0.0,1.84,3.52,2.87,0.0,3.84,0.0,3.01,5.23,3.94,1.79,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/19/2021,6.46,6.49,4.77,1.74,6.15,4.81,4.78,6.49,3.44,4.26,9.19,0.0,0.0,4.92,4.91,0.86,0.0,2.71,0.0,0.0,0.0,1.85,3.6,2.9,0.0,3.2,0.0,3.0,5.28,3.96,1.84,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/22/2021,6.37,6.29,4.75,1.69,5.85,4.82,4.71,6.5,3.47,4.16,8.79,0.0,0.0,4.92,4.67,0.86,0.0,2.73,0.0,0.0,0.0,1.86,3.61,2.87,0.0,4.69,0.0,3.01,5.26,3.92,1.86,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/23/2021,6.37,6.29,4.75,1.69,5.85,4.82,4.71,6.5,3.47,4.16,8.79,0.0,0.0,4.92,4.67,0.86,0.0,2.73,0.0,0.0,0.0,1.86,3.61,2.87,0.0,4.69,0.0,3.01,5.26,3.92,1.86,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/24/2021,8.63,5.98,4.67,1.6,5.53,4.8,4.76,6.36,3.24,4.12,8.05,0.0,0.0,4.71,4.42,0.77,0.0,2.66,0.0,0.0,0.0,1.79,3.44,2.78,0.0,4.59,0.0,3.07,6.17,3.86,1.78,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/25/2021,8.63,5.98,4.67,1.6,5.53,4.8,4.76,6.36,3.24,4.12,8.05,0.0,0.0,4.71,4.42,0.77,0.0,2.66,0.0,0.0,0.0,1.79,3.44,2.78,0.0,4.59,0.0,3.07,6.17,3.86,1.78,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/26/2021,8.74,6.18,4.78,1.56,5.94,4.99,4.89,6.59,3.94,4.31,8.58,0.0,0.0,4.77,4.63,0.76,0.0,2.67,0.0,0.0,0.0,0.72,3.17,2.93,0.0,2.11,0.0,2.94,6.52,4.08,1.85,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/29/2021,8.77,6.03,4.64,1.57,5.8,4.89,4.75,6.5,3.9,4.3,8.37,0.0,0.0,4.7,4.55,0.75,0.0,2.66,0.0,0.0,0.0,0.7,3.2,2.82,0.0,2.06,0.0,2.92,6.56,3.97,1.79,2.24,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/30/2021,8.77,6.03,4.64,1.57,5.8,4.89,4.75,6.5,3.9,4.3,8.37,0.0,0.0,4.7,4.55,0.75,0.0,2.66,0.0,0.0,0.0,0.7,3.2,2.82,0.0,2.06,0.0,2.92,6.56,3.97,1.79,2.24,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/01/2021,8.48,5.86,4.56,1.56,5.57,4.74,4.63,6.32,4.23,4.14,7.59,0.0,0.0,4.65,4.29,0.75,0.0,2.64,0.0,0.0,0.0,0.7,3.27,2.78,0.0,0.13,0.0,2.88,6.38,3.87,1.75,2.18,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/02/2021,8.48,5.86,4.56,1.56,5.57,4.74,4.63,6.32,4.23,4.14,7.59,0.0,0.0,4.65,4.29,0.75,0.0,2.64,0.0,0.0,0.0,0.7,3.27,2.78,0.0,0.13,0.0,2.88,6.38,3.87,1.75,2.18,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/06/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/07/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/08/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/09/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/10/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/13/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/14/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
