,AAPL,MSFT,GOOGL,FB,JPM,BRK.B,INTC,BAC,AMZN,UNH,JNJ,VZ,ORCL,HD,WMT,CSCO,PG,MS,V,C,CMCSA,T,MRK,GS,PFE,ABBV,PM,CVS,MO,KO,IBM,MA,LOW,PEP,UPS,AMGN,ANTM,LLY,LMT,NVDA,CI,GILD,BLK,TGT,UNP,TXN,HON,TMO,MET,BIIB,GM,MCD,PGR,USB,AMAT,QCOM,MMM,XOM,HCA,ADBE,CAT,TFC,COST,BK,AXP,HUM,HPQ,ALL,NOC,TMUS,KHC,PYPL,DE,GD,ABT,MDLZ,SCHW,LRCX,AFL,NEE,NKE,DIS,MU,REGN,LEN,DHR,CHTR,SPGI,ALXN,MCK,ADP,EBAY,CSX,CRM,SO,NFLX,KR,VIAC,DHI,NEM,INTU,AMT,CL,TROW,NSC,KMB,MMC,PLD,WisdomTree US High Dividend ETF,DG,CARR,EMR,TRV,EXC,D,DOW,AZO,BMY,GIS,EOG,SPG,SHW,ATVI,ITW,VRTX,FOXA,CME,HIG,MCO,AVGO,ADM,ZTS,TSN,ORLY,ICE,FDX,SYK,LHX,APD,WM,KLAC,CTSH,EL,BBY,SYF,AMP,CMI,VMW,LH,KMI,SRE,WMB,ADI,DUK,BDX,PSA,ABC,PPL,DISCA,LUMN,SCCO,PHM,KDP,SBUX,AEP,EW,HSY,SIVB,OKE,EA,PEG,OMC,NTRS,BAX,PH,BKR,MSI,PCAR,PPG,K,BKNG,FE,AMD,MTB,IP,PAYX,CINF,DISH,APH,SWKS,ISRG,OTIS,NUE,MNST,DFS,RSG,NTAP,NOW,CBRE,XEL,ECL,DLTR,CAH,URI,n/a,CDW,ACI,DGX,FTNT,DHS,A,ANET,BEN,XLNX,TSCO,SUM
10/15/2021,4.87,5.01,4.25,2.31,2.54,2.01,1.78,1.92,1.54,1.61,1.42,1.29,1.38,1.25,1.09,1.11,1.13,1.1,0.95,0.96,0.83,0.81,0.88,0.79,0.8,0.7,0.7,0.75,0.65,0.65,0.64,0.57,0.65,0.64,0.52,0.5,0.54,0.54,0.49,0.51,0.43,0.49,0.44,0.43,0.44,0.46,0.43,0.51,0.48,0.37,0.44,0.46,0.39,0.46,0.39,0.37,0.36,0.38,0.43,0.37,0.33,0.41,0.42,0.4,0.37,0.32,0.3,0.32,0.35,0.26,0.29,0.28,0.3,0.34,0.31,0.29,0.32,0.25,0.27,0.27,0.24,0.25,0.22,0.24,0.23,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.23,0.25,0.23,0.27,0.24,0.2,0.2,0.19,0.23,0.2,0.19,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.19,0.2,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.19,0.19,0.15,0.17,0.16,0.2,0.17,0.21,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.14,0.21,0.13,0.12,0.13,0.14,0.13,0.1,0.11,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.71000000000001
10/18/2021,4.82,5.08,4.26,2.29,2.45,1.98,1.76,1.94,1.54,1.65,1.4,1.26,1.36,1.25,1.08,1.11,1.13,1.12,0.93,0.94,0.85,0.79,0.85,0.79,0.78,0.68,0.72,0.74,0.67,0.64,0.64,0.55,0.66,0.64,0.54,0.5,0.54,0.54,0.49,0.53,0.42,0.48,0.46,0.45,0.45,0.45,0.43,0.5,0.47,0.36,0.43,0.45,0.38,0.44,0.39,0.37,0.36,0.38,0.44,0.39,0.33,0.41,0.41,0.4,0.36,0.33,0.3,0.31,0.35,0.26,0.29,0.28,0.29,0.33,0.3,0.29,0.32,0.25,0.27,0.28,0.25,0.25,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.27,0.23,0.27,0.23,0.2,0.21,0.2,0.24,0.2,0.19,0.2,0.2,0.19,0.22,0.22,0.0,0.19,0.21,0.18,0.2,0.21,0.18,0.17,0.21,0.16,0.19,0.19,0.19,0.19,0.14,0.17,0.16,0.2,0.17,0.2,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.21,0.13,0.12,0.14,0.13,0.13,0.1,0.11,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.56000000000002
10/19/2021,4.83,5.07,4.23,2.25,2.48,1.99,1.77,1.99,1.58,1.67,1.4,1.26,1.35,1.27,1.08,1.09,1.12,1.13,0.95,0.95,0.84,0.78,0.84,0.82,0.77,0.68,0.71,0.74,0.66,0.64,0.64,0.57,0.67,0.64,0.54,0.49,0.54,0.54,0.49,0.52,0.43,0.47,0.46,0.45,0.45,0.45,0.43,0.5,0.47,0.35,0.43,0.44,0.38,0.43,0.39,0.37,0.36,0.38,0.44,0.39,0.34,0.41,0.41,0.4,0.37,0.34,0.3,0.31,0.35,0.25,0.29,0.28,0.29,0.34,0.3,0.29,0.33,0.25,0.27,0.28,0.25,0.25,0.21,0.23,0.24,0.27,0.23,0.26,0.0,0.25,0.25,0.25,0.24,0.27,0.23,0.27,0.23,0.19,0.21,0.2,0.24,0.2,0.19,0.2,0.2,0.19,0.22,0.22,0.0,0.19,0.21,0.18,0.19,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.6
10/20/2021,4.83,5.07,4.23,2.25,2.48,1.99,1.77,1.99,1.58,1.67,1.4,1.26,1.35,1.27,1.08,1.09,1.12,1.13,0.95,0.95,0.84,0.78,0.84,0.82,0.77,0.68,0.71,0.74,0.66,0.64,0.64,0.57,0.67,0.64,0.54,0.49,0.54,0.54,0.49,0.52,0.43,0.47,0.46,0.45,0.45,0.45,0.43,0.5,0.47,0.35,0.43,0.44,0.38,0.43,0.39,0.37,0.36,0.38,0.44,0.39,0.34,0.41,0.41,0.4,0.37,0.34,0.3,0.31,0.35,0.25,0.29,0.28,0.29,0.34,0.3,0.29,0.33,0.25,0.27,0.28,0.25,0.25,0.21,0.23,0.24,0.27,0.23,0.26,0.0,0.25,0.25,0.25,0.24,0.27,0.23,0.27,0.23,0.19,0.21,0.2,0.24,0.2,0.19,0.2,0.2,0.19,0.22,0.22,0.0,0.19,0.21,0.18,0.19,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.13,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.6
10/21/2021,4.88,5.11,4.27,2.32,2.48,1.97,1.77,1.98,1.6,1.65,1.39,1.25,1.36,1.28,1.09,1.09,1.11,1.12,0.95,0.94,0.83,0.77,0.83,0.83,0.76,0.67,0.7,0.73,0.66,0.63,0.63,0.57,0.68,0.63,0.54,0.48,0.54,0.54,0.49,0.53,0.42,0.46,0.46,0.46,0.45,0.45,0.43,0.5,0.47,0.34,0.42,0.44,0.38,0.44,0.39,0.37,0.36,0.38,0.44,0.4,0.34,0.41,0.42,0.4,0.37,0.33,0.31,0.31,0.35,0.25,0.29,0.29,0.29,0.33,0.3,0.28,0.32,0.25,0.27,0.28,0.25,0.24,0.21,0.23,0.24,0.27,0.24,0.26,0.0,0.25,0.25,0.24,0.24,0.27,0.23,0.27,0.23,0.19,0.21,0.19,0.24,0.2,0.19,0.2,0.2,0.19,0.22,0.22,0.0,0.19,0.21,0.18,0.19,0.2,0.18,0.17,0.21,0.15,0.18,0.19,0.2,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.62
10/22/2021,4.91,5.09,4.25,2.34,2.49,1.97,1.78,1.97,1.58,1.64,1.41,1.25,1.36,1.28,1.1,1.09,1.08,1.11,0.95,0.93,0.84,0.77,0.85,0.82,0.77,0.66,0.68,0.73,0.65,0.63,0.62,0.57,0.67,0.63,0.54,0.49,0.54,0.54,0.5,0.53,0.42,0.46,0.45,0.46,0.45,0.45,0.43,0.5,0.47,0.33,0.42,0.44,0.39,0.44,0.39,0.38,0.36,0.38,0.44,0.4,0.34,0.41,0.42,0.4,0.37,0.33,0.31,0.31,0.35,0.25,0.28,0.29,0.3,0.33,0.3,0.28,0.33,0.25,0.27,0.28,0.25,0.24,0.21,0.23,0.24,0.27,0.24,0.26,0.0,0.25,0.25,0.24,0.24,0.26,0.23,0.27,0.23,0.19,0.21,0.19,0.24,0.2,0.18,0.2,0.2,0.19,0.22,0.22,0.0,0.18,0.21,0.18,0.19,0.2,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.2,0.17,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.15,0.16,0.13,0.14,0.13,0.13,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.12,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.57
10/25/2021,4.9,5.05,4.18,2.33,2.51,1.98,1.77,1.99,1.56,1.67,1.4,1.27,1.35,1.28,1.1,1.1,1.08,1.09,0.94,0.93,0.84,0.78,0.86,0.81,0.78,0.67,0.69,0.74,0.65,0.63,0.62,0.56,0.68,0.64,0.54,0.49,0.58,0.54,0.49,0.52,0.44,0.46,0.45,0.46,0.45,0.45,0.43,0.51,0.47,0.33,0.42,0.43,0.39,0.45,0.39,0.37,0.36,0.38,0.44,0.4,0.34,0.42,0.42,0.41,0.37,0.34,0.3,0.31,0.35,0.26,0.28,0.27,0.3,0.33,0.31,0.28,0.32,0.25,0.27,0.28,0.25,0.24,0.21,0.24,0.25,0.28,0.24,0.26,0.0,0.25,0.24,0.24,0.24,0.26,0.23,0.26,0.23,0.19,0.21,0.19,0.24,0.21,0.18,0.2,0.2,0.19,0.22,0.23,0.0,0.18,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.16,0.19,0.19,0.2,0.19,0.14,0.17,0.16,0.2,0.17,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.13,0.14,0.14,0.16,0.13,0.14,0.13,0.13,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
10/26/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
10/27/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
10/28/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
10/29/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
11/01/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
11/02/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
11/03/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
11/04/2021,4.9,5.1,4.18,2.33,2.49,1.97,1.79,1.97,1.57,1.7,1.39,1.27,1.34,1.3,1.11,1.08,1.07,1.09,0.93,0.91,0.83,0.77,0.86,0.81,0.78,0.67,0.68,0.74,0.65,0.63,0.56,0.56,0.68,0.63,0.55,0.49,0.59,0.54,0.49,0.54,0.44,0.46,0.45,0.46,0.46,0.46,0.43,0.51,0.46,0.33,0.43,0.43,0.39,0.44,0.39,0.38,0.36,0.38,0.46,0.4,0.34,0.42,0.43,0.41,0.36,0.35,0.32,0.3,0.35,0.25,0.28,0.25,0.29,0.33,0.32,0.28,0.33,0.24,0.27,0.28,0.25,0.24,0.21,0.24,0.24,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.24,0.26,0.23,0.27,0.23,0.18,0.21,0.19,0.24,0.21,0.18,0.2,0.21,0.19,0.23,0.23,0.0,0.19,0.21,0.18,0.19,0.21,0.19,0.17,0.21,0.15,0.18,0.19,0.19,0.19,0.14,0.17,0.16,0.19,0.17,0.2,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.12,0.16,0.17,0.15,0.17,0.16,0.16,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.12,0.13,0.14,0.22,0.13,0.12,0.13,0.13,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.13,0.11,0.0,0.12,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
