,AAPL,MSFT,GOOGL,FB,JPM,BRK.B,INTC,BAC,AMZN,UNH,JNJ,VZ,ORCL,HD,WMT,CSCO,PG,MS,V,C,CMCSA,T,MRK,GS,PFE,ABBV,PM,CVS,MO,KO,IBM,MA,LOW,PEP,UPS,AMGN,ANTM,LLY,LMT,NVDA,CI,GILD,BLK,TGT,UNP,TXN,HON,TMO,MET,BIIB,GM,MCD,PGR,USB,AMAT,QCOM,MMM,XOM,HCA,ADBE,CAT,TFC,COST,BK,AXP,HUM,HPQ,ALL,NOC,TMUS,KHC,PYPL,DE,GD,ABT,MDLZ,SCHW,LRCX,AFL,NEE,NKE,DIS,MU,REGN,LEN,DHR,CHTR,SPGI,ALXN,MCK,ADP,EBAY,CSX,CRM,SO,NFLX,KR,VIAC,DHI,NEM,INTU,AMT,CL,TROW,NSC,KMB,MMC,PLD,WisdomTree US High Dividend ETF,DG,CARR,EMR,TRV,EXC,D,DOW,AZO,BMY,GIS,EOG,SPG,SHW,ATVI,ITW,VRTX,FOXA,CME,HIG,MCO,AVGO,ADM,ZTS,TSN,ORLY,ICE,FDX,SYK,LHX,APD,WM,KLAC,CTSH,EL,BBY,SYF,AMP,CMI,VMW,LH,KMI,SRE,WMB,ADI,DUK,BDX,PSA,ABC,PPL,DISCA,LUMN,SCCO,PHM,KDP,SBUX,AEP,EW,HSY,SIVB,OKE,EA,PEG,OMC,NTRS,BAX,PH,BKR,MSI,PCAR,PPG,K,BKNG,FE,AMD,MTB,IP,PAYX,CINF,DISH,APH,SWKS,ISRG,OTIS,NUE,MNST,DFS,RSG,NTAP,NOW,CBRE,XEL,ECL,DLTR,CAH,URI,n/a,CDW,ACI,DGX,FTNT,DHS,A,ANET,BEN,XLNX,TSCO,SUM
07/23/2021,4.98,4.77,3.88,2.41,2.31,1.98,1.82,1.66,1.69,1.67,1.48,1.39,1.27,1.19,1.11,1.08,1.11,1.04,1.04,0.93,0.92,0.88,0.86,0.75,0.76,0.76,0.73,0.72,0.66,0.67,0.62,0.63,0.61,0.64,0.6,0.6,0.56,0.53,0.52,0.45,0.49,0.49,0.46,0.47,0.45,0.44,0.47,0.46,0.42,0.41,0.42,0.44,0.41,0.42,0.39,0.41,0.4,0.36,0.4,0.39,0.36,0.37,0.38,0.35,0.36,0.36,0.3,0.32,0.32,0.33,0.31,0.32,0.31,0.31,0.31,0.31,0.28,0.27,0.26,0.27,0.26,0.26,0.24,0.25,0.24,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.23,0.23,0.2,0.21,0.22,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.2,0.19,0.18,0.16,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.18,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.42
07/26/2021,4.92,4.76,3.88,2.44,2.31,1.99,1.86,1.67,1.69,1.64,1.49,1.37,1.3,1.2,1.1,1.09,1.1,1.09,1.02,0.94,0.91,0.87,0.84,0.76,0.77,0.75,0.7,0.73,0.65,0.67,0.63,0.62,0.6,0.63,0.6,0.59,0.54,0.54,0.52,0.47,0.49,0.49,0.46,0.48,0.44,0.46,0.47,0.45,0.43,0.41,0.43,0.43,0.4,0.42,0.41,0.42,0.41,0.36,0.45,0.4,0.36,0.37,0.38,0.36,0.37,0.36,0.31,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.31,0.28,0.29,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.24,0.25,0.0,0.25,0.24,0.23,0.22,0.22,0.23,0.22,0.24,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.16,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.34
07/27/2021,4.98,4.86,4.01,2.58,2.26,1.96,1.73,1.62,1.71,1.64,1.5,1.36,1.26,1.21,1.1,1.1,1.1,1.07,1.03,0.92,0.91,0.87,0.84,0.76,0.77,0.75,0.71,0.72,0.65,0.67,0.63,0.63,0.61,0.63,0.6,0.59,0.53,0.55,0.52,0.47,0.48,0.49,0.45,0.48,0.45,0.44,0.46,0.46,0.42,0.41,0.41,0.44,0.4,0.41,0.41,0.42,0.4,0.35,0.45,0.4,0.36,0.36,0.39,0.36,0.36,0.36,0.3,0.32,0.32,0.31,0.31,0.33,0.31,0.31,0.31,0.31,0.28,0.29,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.0,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37000000000002
07/28/2021,4.98,4.86,4.01,2.58,2.26,1.96,1.73,1.62,1.71,1.64,1.5,1.36,1.26,1.21,1.1,1.1,1.1,1.07,1.03,0.92,0.91,0.87,0.84,0.76,0.77,0.75,0.71,0.72,0.65,0.67,0.63,0.63,0.61,0.63,0.6,0.59,0.53,0.55,0.52,0.47,0.48,0.49,0.45,0.48,0.45,0.44,0.46,0.46,0.42,0.41,0.41,0.44,0.4,0.41,0.41,0.42,0.4,0.35,0.45,0.4,0.36,0.36,0.39,0.36,0.36,0.36,0.3,0.32,0.32,0.31,0.31,0.33,0.31,0.31,0.31,0.31,0.28,0.29,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.0,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37000000000002
07/29/2021,4.98,4.86,4.01,2.58,2.26,1.96,1.73,1.62,1.71,1.64,1.5,1.36,1.26,1.21,1.1,1.1,1.1,1.07,1.03,0.92,0.91,0.87,0.84,0.76,0.77,0.75,0.71,0.72,0.65,0.67,0.63,0.63,0.61,0.63,0.6,0.59,0.53,0.55,0.52,0.47,0.48,0.49,0.45,0.48,0.45,0.44,0.46,0.46,0.42,0.41,0.41,0.44,0.4,0.41,0.41,0.42,0.4,0.35,0.45,0.4,0.36,0.36,0.39,0.36,0.36,0.36,0.3,0.32,0.32,0.31,0.31,0.33,0.31,0.31,0.31,0.31,0.28,0.29,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.26,0.24,0.25,0.0,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37000000000002
07/30/2021,4.99,4.84,4.03,2.59,2.27,1.96,1.77,1.64,1.72,1.62,1.49,1.35,1.26,1.21,1.1,1.11,1.1,1.09,1.04,0.93,0.92,0.86,0.84,0.76,0.77,0.75,0.71,0.72,0.65,0.67,0.63,0.63,0.6,0.63,0.59,0.59,0.53,0.55,0.5,0.47,0.47,0.48,0.45,0.48,0.44,0.44,0.46,0.46,0.42,0.42,0.42,0.44,0.4,0.41,0.41,0.41,0.41,0.36,0.44,0.4,0.36,0.37,0.39,0.36,0.36,0.36,0.3,0.32,0.32,0.31,0.31,0.33,0.31,0.31,0.31,0.31,0.28,0.29,0.26,0.26,0.26,0.25,0.24,0.24,0.25,0.26,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.2,0.18,0.18,0.16,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43
08/02/2021,4.87,4.81,4.11,2.61,2.28,1.96,1.74,1.65,1.7,1.61,1.5,1.36,1.26,1.19,1.1,1.1,1.09,1.09,1.03,0.94,0.91,0.86,0.85,0.76,0.81,0.75,0.72,0.72,0.65,0.67,0.63,0.62,0.59,0.63,0.54,0.59,0.53,0.56,0.51,0.47,0.47,0.49,0.44,0.48,0.44,0.44,0.46,0.46,0.42,0.42,0.42,0.44,0.4,0.41,0.41,0.41,0.4,0.36,0.44,0.4,0.36,0.37,0.39,0.36,0.36,0.34,0.3,0.32,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.16,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.16,0.18,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/03/2021,4.87,4.81,4.11,2.61,2.28,1.96,1.74,1.65,1.7,1.61,1.5,1.36,1.26,1.19,1.1,1.1,1.09,1.09,1.03,0.94,0.91,0.86,0.85,0.76,0.81,0.75,0.72,0.72,0.65,0.67,0.63,0.62,0.59,0.63,0.54,0.59,0.53,0.56,0.51,0.47,0.47,0.49,0.44,0.48,0.44,0.44,0.46,0.46,0.42,0.42,0.42,0.44,0.4,0.41,0.41,0.41,0.4,0.36,0.44,0.4,0.36,0.37,0.39,0.36,0.36,0.34,0.3,0.32,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.16,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.16,0.18,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/04/2021,4.87,4.81,4.11,2.61,2.28,1.96,1.74,1.65,1.7,1.61,1.5,1.36,1.26,1.19,1.1,1.1,1.09,1.09,1.03,0.94,0.91,0.86,0.85,0.76,0.81,0.75,0.72,0.72,0.65,0.67,0.63,0.62,0.59,0.63,0.54,0.59,0.53,0.56,0.51,0.47,0.47,0.49,0.44,0.48,0.44,0.44,0.46,0.46,0.42,0.42,0.42,0.44,0.4,0.41,0.41,0.41,0.4,0.36,0.44,0.4,0.36,0.37,0.39,0.36,0.36,0.34,0.3,0.32,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.16,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.16,0.18,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/05/2021,4.87,4.81,4.11,2.61,2.28,1.96,1.74,1.65,1.7,1.61,1.5,1.36,1.26,1.19,1.1,1.1,1.09,1.09,1.03,0.94,0.91,0.86,0.85,0.76,0.81,0.75,0.72,0.72,0.65,0.67,0.63,0.62,0.59,0.63,0.54,0.59,0.53,0.56,0.51,0.47,0.47,0.49,0.44,0.48,0.44,0.44,0.46,0.46,0.42,0.42,0.42,0.44,0.4,0.41,0.41,0.41,0.4,0.36,0.44,0.4,0.36,0.37,0.39,0.36,0.36,0.34,0.3,0.32,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.15,0.17,0.19,0.16,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.16,0.18,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/06/2021,4.9,4.79,4.08,2.47,2.27,1.96,1.76,1.64,1.56,1.64,1.51,1.36,1.27,1.2,1.1,1.11,1.12,1.09,1.0,0.93,0.92,0.87,0.83,0.77,0.82,0.74,0.73,0.72,0.66,0.67,0.63,0.6,0.59,0.63,0.54,0.58,0.55,0.56,0.5,0.48,0.48,0.48,0.45,0.48,0.44,0.45,0.47,0.46,0.42,0.42,0.43,0.44,0.4,0.4,0.42,0.43,0.4,0.36,0.45,0.4,0.35,0.36,0.39,0.37,0.36,0.33,0.31,0.32,0.32,0.31,0.3,0.29,0.31,0.32,0.32,0.3,0.28,0.29,0.26,0.27,0.27,0.25,0.24,0.25,0.26,0.27,0.25,0.26,0.0,0.25,0.24,0.23,0.23,0.22,0.24,0.22,0.24,0.21,0.23,0.22,0.23,0.22,0.2,0.21,0.19,0.2,0.2,0.21,0.2,0.2,0.22,0.19,0.19,0.2,0.19,0.18,0.2,0.19,0.18,0.15,0.18,0.19,0.16,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23000000000002
08/09/2021,4.93,4.81,4.08,2.51,2.27,1.96,1.77,1.65,1.57,1.66,1.51,1.35,1.3,1.21,1.11,1.11,1.12,1.09,0.98,0.94,0.91,0.86,0.82,0.77,0.84,0.73,0.72,0.71,0.64,0.66,0.64,0.59,0.58,0.62,0.54,0.55,0.55,0.59,0.49,0.49,0.48,0.49,0.45,0.48,0.44,0.45,0.46,0.47,0.41,0.43,0.39,0.43,0.4,0.4,0.43,0.43,0.4,0.35,0.45,0.4,0.35,0.37,0.4,0.37,0.35,0.33,0.31,0.32,0.32,0.31,0.29,0.29,0.32,0.32,0.32,0.29,0.27,0.29,0.26,0.27,0.27,0.25,0.26,0.25,0.26,0.27,0.26,0.26,0.0,0.25,0.25,0.22,0.23,0.22,0.24,0.22,0.24,0.19,0.23,0.21,0.23,0.22,0.2,0.21,0.19,0.2,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.19,0.19,0.18,0.2,0.19,0.17,0.15,0.18,0.19,0.15,0.18,0.18,0.16,0.17,0.18,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.15,0.16,0.17,0.15,0.16,0.17,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.13,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.29
08/10/2021,4.87,4.82,4.06,2.52,2.35,2.0,1.75,1.72,1.55,1.62,1.5,1.33,1.28,1.2,1.12,1.1,1.1,1.12,1.0,0.97,0.91,0.85,0.81,0.8,0.83,0.72,0.71,0.7,0.64,0.66,0.64,0.6,0.58,0.62,0.54,0.55,0.53,0.59,0.49,0.49,0.43,0.48,0.46,0.48,0.44,0.45,0.46,0.46,0.44,0.43,0.41,0.43,0.41,0.41,0.42,0.42,0.4,0.35,0.45,0.4,0.35,0.38,0.4,0.38,0.36,0.32,0.31,0.32,0.32,0.31,0.29,0.3,0.32,0.32,0.32,0.29,0.29,0.29,0.27,0.27,0.27,0.25,0.26,0.26,0.25,0.27,0.26,0.26,0.0,0.24,0.25,0.21,0.23,0.23,0.24,0.22,0.24,0.21,0.22,0.21,0.23,0.21,0.2,0.21,0.19,0.19,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.19,0.17,0.15,0.19,0.19,0.15,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35
08/11/2021,4.87,4.82,4.06,2.52,2.35,2.0,1.75,1.72,1.55,1.62,1.5,1.33,1.28,1.2,1.12,1.1,1.1,1.12,1.0,0.97,0.91,0.85,0.81,0.8,0.83,0.72,0.71,0.7,0.64,0.66,0.64,0.6,0.58,0.62,0.54,0.55,0.53,0.59,0.49,0.49,0.43,0.48,0.46,0.48,0.44,0.45,0.46,0.46,0.44,0.43,0.41,0.43,0.41,0.41,0.42,0.42,0.4,0.35,0.45,0.4,0.35,0.38,0.4,0.38,0.36,0.32,0.31,0.32,0.32,0.31,0.29,0.3,0.32,0.32,0.32,0.29,0.29,0.29,0.27,0.27,0.27,0.25,0.26,0.26,0.25,0.27,0.26,0.26,0.0,0.24,0.25,0.21,0.23,0.23,0.24,0.22,0.24,0.21,0.22,0.21,0.23,0.21,0.2,0.21,0.19,0.19,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.19,0.17,0.15,0.19,0.19,0.15,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35
08/12/2021,4.87,4.82,4.06,2.52,2.35,2.0,1.75,1.72,1.55,1.62,1.5,1.33,1.28,1.2,1.12,1.1,1.1,1.12,1.0,0.97,0.91,0.85,0.81,0.8,0.83,0.72,0.71,0.7,0.64,0.66,0.64,0.6,0.58,0.62,0.54,0.55,0.53,0.59,0.49,0.49,0.43,0.48,0.46,0.48,0.44,0.45,0.46,0.46,0.44,0.43,0.41,0.43,0.41,0.41,0.42,0.42,0.4,0.35,0.45,0.4,0.35,0.38,0.4,0.38,0.36,0.32,0.31,0.32,0.32,0.31,0.29,0.3,0.32,0.32,0.32,0.29,0.29,0.29,0.27,0.27,0.27,0.25,0.26,0.26,0.25,0.27,0.26,0.26,0.0,0.24,0.25,0.21,0.23,0.23,0.24,0.22,0.24,0.21,0.22,0.21,0.23,0.21,0.2,0.21,0.19,0.19,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.19,0.17,0.15,0.19,0.19,0.15,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.17,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35
