,NVDA,TGT,IT,BIIB,ADBE,ANET,DHR,SEE,UPS,FB,AMT,BLK,LLY,ORCL,GOOGL,COST,AMZN,COF,NTAP,AXP,AKAM,MSFT,PYPL,CRM,ACN,KMI,TMO,UNH,AAPL,AIZ,CHTR,F,PRGO,STX,ALL,HD,PM,HSIC,FDX,SLB,TYL,IPG,BR,PEP,DVA,LOW,PFE,UHS,SPG,RTX,WFC,NKE,MS,LMT,JKHY,FRT,BRK.B,GS,TXN,QRVO,MDLZ,TAP,LDOS,IBM,EMR,EA,CVS,CL,BMY,DISH,MCD,V,UNP,BK,SLG,QCOM,MDT,JNPR,LEG,CSCO,BAC,GILD,COP,DUK,GD,MMM,ABBV,JNJ,PNW,KO,PG,USB,WMT,KHC,GPS,FTI,SBUX,OMC,NFLX,XOM,EXC,HON,AMGN,CF,MRK,NWL,PVH,VZ,MA,UNM,SO,NEE,MET,JPM,GM,DD,XRAY,CMCSA,ABT,WDC,LYV,FLS,GE,DOW,AIG,T,CVX,IPGP,TSLA,RL,NWS,LUMN,BKNG,FFIV,MO,CAT,C,NCLH,BA,WU,XRX,UAA,HPE,DIS,HBI,INTC,WBA,CTXS,FOXA,US Dollar,DISCA,OGN,Morgan Stanley Instl Lqudty Trs Instl,GE.,n/a,688101.SS,688617.SS,MISXX,SUM
07/23/2021,0.89,0.89,0.86,0.78,0.85,0.8,0.83,0.76,0.82,0.77,0.8,0.76,0.78,0.83,0.77,0.8,0.74,0.77,0.71,0.74,0.74,0.74,0.76,0.71,0.74,0.69,0.74,0.73,0.74,0.7,0.71,0.69,0.7,0.71,0.69,0.73,0.68,0.71,0.72,0.61,0.73,0.67,0.72,0.73,0.69,0.7,0.72,0.7,0.67,0.68,0.71,0.69,0.7,0.69,0.72,0.69,0.69,0.67,0.67,0.66,0.7,0.66,0.7,0.69,0.68,0.67,0.68,0.68,0.68,0.66,0.67,0.68,0.64,0.67,0.65,0.66,0.66,0.67,0.64,0.68,0.63,0.68,0.6,0.7,0.68,0.68,0.66,0.66,0.67,0.68,0.68,0.66,0.67,0.64,0.57,0.56,0.66,0.6,0.63,0.59,0.67,0.68,0.65,0.6,0.62,0.66,0.59,0.63,0.62,0.61,0.64,0.64,0.61,0.61,0.62,0.6,0.62,0.62,0.63,0.58,0.56,0.65,0.61,0.58,0.63,0.58,0.56,0.61,0.61,0.57,0.58,0.57,0.57,0.59,0.6,0.58,0.57,0.5,0.53,0.58,0.55,0.53,0.56,0.58,0.55,0.54,0.52,0.53,0.5,0.0,0.23,0.02,0.35,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,0.92,0.88,0.85,0.78,0.85,0.8,0.81,0.75,0.81,0.77,0.78,0.76,0.78,0.83,0.77,0.79,0.73,0.79,0.7,0.75,0.73,0.74,0.76,0.7,0.74,0.69,0.72,0.73,0.72,0.7,0.7,0.7,0.7,0.68,0.69,0.72,0.68,0.72,0.71,0.63,0.72,0.74,0.72,0.72,0.69,0.69,0.71,0.69,0.68,0.69,0.72,0.69,0.72,0.69,0.71,0.69,0.69,0.68,0.68,0.67,0.69,0.65,0.69,0.69,0.69,0.66,0.69,0.67,0.68,0.67,0.67,0.68,0.64,0.67,0.65,0.66,0.66,0.66,0.63,0.68,0.64,0.67,0.63,0.69,0.68,0.67,0.66,0.65,0.65,0.68,0.67,0.66,0.65,0.63,0.59,0.58,0.67,0.6,0.61,0.61,0.66,0.68,0.64,0.61,0.62,0.65,0.6,0.62,0.62,0.62,0.64,0.62,0.62,0.62,0.62,0.6,0.62,0.62,0.63,0.57,0.57,0.65,0.62,0.59,0.64,0.58,0.57,0.62,0.6,0.57,0.58,0.57,0.58,0.58,0.59,0.58,0.57,0.54,0.54,0.58,0.57,0.55,0.56,0.57,0.55,0.54,0.52,0.53,0.51,0.0,0.24,0.02,0.35,0.0,0.0,0.0,0.0,0.0,100.03
07/27/2021,0.92,0.88,0.85,0.78,0.85,0.8,0.81,0.75,0.81,0.77,0.78,0.76,0.78,0.83,0.77,0.79,0.73,0.79,0.7,0.75,0.73,0.74,0.76,0.7,0.74,0.69,0.72,0.73,0.72,0.7,0.7,0.7,0.7,0.68,0.69,0.72,0.68,0.72,0.71,0.63,0.72,0.74,0.72,0.72,0.69,0.69,0.71,0.69,0.68,0.69,0.72,0.69,0.72,0.69,0.71,0.69,0.69,0.68,0.68,0.67,0.69,0.65,0.69,0.69,0.69,0.66,0.69,0.67,0.68,0.67,0.67,0.68,0.64,0.67,0.65,0.66,0.66,0.66,0.63,0.68,0.64,0.67,0.63,0.69,0.68,0.67,0.66,0.65,0.65,0.68,0.67,0.66,0.65,0.63,0.59,0.58,0.67,0.6,0.61,0.61,0.66,0.68,0.64,0.61,0.62,0.65,0.6,0.62,0.62,0.62,0.64,0.62,0.62,0.62,0.62,0.6,0.62,0.62,0.63,0.57,0.57,0.65,0.62,0.59,0.64,0.58,0.57,0.62,0.6,0.57,0.58,0.57,0.58,0.58,0.59,0.58,0.57,0.54,0.54,0.58,0.57,0.55,0.56,0.57,0.55,0.54,0.52,0.53,0.51,0.0,0.24,0.02,0.35,0.0,0.0,0.0,0.0,0.0,100.03
07/28/2021,0.67,0.67,0.67,0.66,0.67,0.67,0.66,0.66,0.65,0.7,0.67,0.66,0.68,0.64,0.68,0.67,0.68,0.66,0.66,0.67,0.67,0.67,0.67,0.66,0.67,0.65,0.67,0.66,0.67,0.67,0.66,0.65,0.67,0.68,0.67,0.67,0.67,0.67,0.66,0.67,0.66,0.68,0.67,0.67,0.66,0.67,0.67,0.67,0.65,0.66,0.65,0.67,0.65,0.66,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.65,0.67,0.66,0.67,0.68,0.67,0.67,0.66,0.66,0.67,0.67,0.66,0.66,0.66,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.64,0.67,0.66,0.66,0.66,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.63,0.68,0.66,0.67,0.65,0.67,0.65,0.66,0.66,0.67,0.67,0.66,0.66,0.68,0.66,0.67,0.67,0.65,0.66,0.65,0.66,0.66,0.67,0.68,0.67,0.65,0.66,0.66,0.65,0.66,0.66,0.66,0.67,0.66,0.66,0.67,0.66,0.67,0.67,0.67,0.66,0.66,0.64,0.66,0.66,0.66,0.67,0.66,0.66,0.66,0.63,0.66,0.66,0.67,0.0,0.66,0.0,0.47,0.0,0.0,0.0,0.0,0.0,100.04000000000002
07/29/2021,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.51,0.49,0.53,0.5,0.5,0.51,0.48,0.52,0.5,0.52,0.5,0.51,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.51,0.51,0.51,0.51,0.5,0.5,0.52,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.51,0.5,0.5,0.5,0.51,0.51,0.51,0.5,0.51,0.51,0.5,0.49,0.49,0.5,0.5,0.5,0.51,0.5,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.51,0.52,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.51,0.51,0.51,0.48,0.5,0.5,0.51,0.0,0.52,0.0,24.57,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,0.49,0.5,0.52,0.51,0.5,0.5,0.5,0.51,0.46,0.52,0.51,0.49,0.51,0.48,0.51,0.51,0.51,0.5,0.5,0.5,0.51,0.5,0.49,0.49,0.51,0.5,0.5,0.5,0.5,0.51,0.5,0.49,0.51,0.51,0.51,0.5,0.51,0.51,0.47,0.52,0.5,0.51,0.5,0.51,0.5,0.49,0.51,0.53,0.5,0.51,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.49,0.51,0.49,0.5,0.5,0.5,0.5,0.51,0.51,0.5,0.51,0.51,0.51,0.49,0.5,0.51,0.49,0.51,0.51,0.5,0.51,0.5,0.5,0.49,0.51,0.51,0.5,0.5,0.5,0.52,0.5,0.51,0.5,0.5,0.5,0.5,0.51,0.51,0.5,0.51,0.5,0.51,0.49,0.49,0.5,0.51,0.5,0.5,0.5,0.51,0.5,0.51,0.51,0.5,0.5,0.49,0.49,0.51,0.5,0.51,0.49,0.5,0.5,0.51,0.51,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.52,0.54,0.51,0.5,0.51,0.49,0.5,0.5,0.53,0.5,0.51,0.51,0.51,0.47,0.5,0.5,0.5,0.0,0.51,0.0,24.61,0.0,0.0,0.0,0.0,0.0,99.98
08/02/2021,0.5,0.5,0.51,0.5,0.5,0.51,0.51,0.51,0.45,0.51,0.5,0.5,0.51,0.48,0.53,0.51,0.51,0.51,0.51,0.5,0.51,0.5,0.46,0.49,0.5,0.51,0.5,0.49,0.49,0.51,0.49,0.51,0.52,0.52,0.51,0.5,0.51,0.52,0.47,0.52,0.49,0.51,0.5,0.5,0.49,0.49,0.51,0.53,0.5,0.51,0.51,0.51,0.5,0.49,0.49,0.5,0.5,0.5,0.51,0.5,0.49,0.49,0.5,0.5,0.51,0.5,0.5,0.51,0.5,0.5,0.51,0.5,0.49,0.51,0.5,0.53,0.51,0.5,0.5,0.5,0.51,0.5,0.5,0.51,0.52,0.49,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.49,0.5,0.5,0.51,0.51,0.49,0.49,0.5,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.51,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.51,0.51,0.51,0.52,0.51,0.5,0.5,0.51,0.5,0.52,0.5,0.5,0.5,0.51,0.54,0.51,0.5,0.51,0.49,0.52,0.5,0.52,0.5,0.51,0.5,0.51,0.48,0.5,0.43,0.5,0.0,0.53,0.0,24.56,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,0.5,0.51,0.52,0.5,0.5,0.51,0.51,0.52,0.45,0.51,0.5,0.5,0.51,0.48,0.52,0.51,0.47,0.5,0.51,0.5,0.51,0.5,0.45,0.49,0.5,0.49,0.51,0.5,0.49,0.51,0.51,0.5,0.52,0.52,0.51,0.5,0.51,0.52,0.47,0.51,0.5,0.51,0.51,0.5,0.5,0.49,0.52,0.53,0.5,0.5,0.51,0.51,0.5,0.49,0.5,0.5,0.5,0.5,0.51,0.49,0.49,0.48,0.5,0.5,0.51,0.51,0.5,0.48,0.5,0.5,0.51,0.5,0.49,0.51,0.5,0.52,0.52,0.52,0.5,0.51,0.5,0.49,0.49,0.51,0.51,0.49,0.49,0.5,0.5,0.5,0.51,0.49,0.5,0.49,0.5,0.5,0.49,0.5,0.51,0.5,0.51,0.5,0.49,0.5,0.5,0.45,0.51,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.51,0.5,0.52,0.51,0.51,0.51,0.5,0.51,0.5,0.51,0.5,0.5,0.51,0.51,0.53,0.51,0.5,0.49,0.5,0.54,0.51,0.49,0.5,0.47,0.51,0.5,0.51,0.5,0.51,0.5,0.51,0.48,0.5,0.44,0.5,24.75,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
08/04/2021,0.5,0.51,0.52,0.5,0.5,0.51,0.51,0.52,0.45,0.51,0.5,0.5,0.51,0.48,0.52,0.51,0.47,0.5,0.51,0.5,0.51,0.5,0.45,0.49,0.5,0.49,0.51,0.5,0.49,0.51,0.51,0.5,0.52,0.52,0.51,0.5,0.51,0.52,0.47,0.51,0.5,0.51,0.51,0.5,0.5,0.49,0.52,0.53,0.5,0.5,0.51,0.51,0.5,0.49,0.5,0.5,0.5,0.5,0.51,0.49,0.49,0.48,0.5,0.5,0.51,0.51,0.5,0.48,0.5,0.5,0.51,0.5,0.49,0.51,0.5,0.52,0.52,0.52,0.5,0.51,0.5,0.49,0.49,0.51,0.51,0.49,0.49,0.5,0.5,0.5,0.51,0.49,0.5,0.49,0.5,0.5,0.49,0.5,0.51,0.5,0.51,0.5,0.49,0.5,0.5,0.45,0.51,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.51,0.5,0.52,0.51,0.51,0.51,0.5,0.51,0.5,0.51,0.5,0.5,0.51,0.51,0.53,0.51,0.5,0.49,0.5,0.54,0.51,0.49,0.5,0.47,0.51,0.5,0.51,0.5,0.51,0.5,0.51,0.48,0.5,0.44,0.5,24.75,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
08/05/2021,0.5,0.51,0.52,0.5,0.5,0.51,0.51,0.52,0.45,0.51,0.5,0.5,0.51,0.48,0.52,0.51,0.47,0.5,0.51,0.5,0.51,0.5,0.45,0.49,0.5,0.49,0.51,0.5,0.49,0.51,0.51,0.5,0.52,0.52,0.51,0.5,0.51,0.52,0.47,0.51,0.5,0.51,0.51,0.5,0.5,0.49,0.52,0.53,0.5,0.5,0.51,0.51,0.5,0.49,0.5,0.5,0.5,0.5,0.51,0.49,0.49,0.48,0.5,0.5,0.51,0.51,0.5,0.48,0.5,0.5,0.51,0.5,0.49,0.51,0.5,0.52,0.52,0.52,0.5,0.51,0.5,0.49,0.49,0.51,0.51,0.49,0.49,0.5,0.5,0.5,0.51,0.49,0.5,0.49,0.5,0.5,0.49,0.5,0.51,0.5,0.51,0.5,0.49,0.5,0.5,0.45,0.51,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.51,0.5,0.52,0.51,0.51,0.51,0.5,0.51,0.5,0.51,0.5,0.5,0.51,0.51,0.53,0.51,0.5,0.49,0.5,0.54,0.51,0.49,0.5,0.47,0.51,0.5,0.51,0.5,0.51,0.5,0.51,0.48,0.5,0.44,0.5,24.75,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
08/06/2021,0.51,0.51,0.57,0.51,0.5,0.5,0.52,0.53,0.45,0.5,0.5,0.5,0.53,0.49,0.53,0.52,0.47,0.5,0.53,0.49,0.51,0.5,0.45,0.48,0.5,0.49,0.51,0.51,0.5,0.51,0.53,0.5,0.53,0.54,0.51,0.51,0.51,0.52,0.47,0.51,0.49,0.52,0.51,0.5,0.51,0.49,0.55,0.53,0.51,0.51,0.51,0.52,0.5,0.48,0.5,0.5,0.5,0.51,0.51,0.51,0.49,0.48,0.45,0.51,0.51,0.49,0.51,0.48,0.51,0.5,0.49,0.48,0.5,0.52,0.48,0.51,0.51,0.53,0.51,0.51,0.5,0.5,0.49,0.51,0.51,0.5,0.49,0.51,0.48,0.5,0.52,0.49,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.51,0.49,0.49,0.49,0.49,0.46,0.53,0.49,0.48,0.49,0.5,0.52,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.52,0.49,0.52,0.5,0.51,0.5,0.5,0.51,0.42,0.54,0.56,0.49,0.5,0.49,0.56,0.5,0.49,0.51,0.45,0.51,0.49,0.52,0.56,0.52,0.49,0.52,0.48,0.51,0.45,0.48,0.0,0.49,0.0,24.58,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/09/2021,0.67,0.66,0.66,0.66,0.67,0.66,0.66,0.66,0.65,0.67,0.66,0.66,0.65,0.66,0.67,0.67,0.65,0.66,0.66,0.66,0.66,0.67,0.68,0.68,0.66,0.65,0.66,0.64,0.66,0.67,0.66,0.67,0.66,0.67,0.65,0.66,0.66,0.65,0.66,0.66,0.66,0.68,0.66,0.66,0.64,0.66,0.65,0.65,0.68,0.67,0.67,0.67,0.67,0.66,0.66,0.7,0.66,0.67,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.65,0.65,0.67,0.66,0.67,0.67,0.67,0.66,0.66,0.67,0.65,0.66,0.65,0.66,0.66,0.67,0.66,0.67,0.67,0.66,0.66,0.66,0.66,0.68,0.67,0.66,0.66,0.67,0.66,0.68,0.66,0.67,0.68,0.67,0.66,0.68,0.66,0.68,0.66,0.66,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.68,0.66,0.68,0.66,0.62,0.66,0.66,0.67,0.7,0.66,0.0,0.66,0.68,0.66,0.67,0.67,0.66,0.66,0.67,0.68,0.7,0.65,0.67,0.66,0.67,0.71,0.67,0.66,0.66,0.68,0.66,0.68,0.7,0.66,0.66,0.66,0.71,0.0,0.68,0.0,0.0,0.67,0.23,0.0,0.0,0.0,99.99
08/10/2021,0.66,0.65,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.65,0.67,0.65,0.65,0.66,0.67,0.64,0.67,0.66,0.67,0.67,0.66,0.67,0.68,0.66,0.66,0.65,0.65,0.65,0.67,0.66,0.67,0.67,0.68,0.66,0.65,0.66,0.65,0.65,0.67,0.66,0.68,0.65,0.66,0.65,0.66,0.65,0.64,0.69,0.67,0.69,0.66,0.68,0.66,0.66,0.69,0.67,0.69,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.64,0.65,0.66,0.65,0.67,0.66,0.67,0.66,0.67,0.67,0.65,0.65,0.65,0.65,0.66,0.69,0.65,0.67,0.66,0.67,0.66,0.65,0.65,0.68,0.66,0.65,0.68,0.67,0.66,0.69,0.67,0.66,0.68,0.66,0.67,0.67,0.66,0.66,0.67,0.65,0.67,0.67,0.66,0.67,0.7,0.67,0.67,0.7,0.68,0.68,0.67,0.62,0.67,0.66,0.69,0.7,0.62,0.0,0.66,0.71,0.66,0.67,0.66,0.64,0.65,0.67,0.67,0.69,0.65,0.66,0.67,0.68,0.73,0.67,0.67,0.67,0.69,0.66,0.68,0.71,0.66,0.66,0.66,0.69,0.0,0.67,0.0,0.0,0.67,0.24,0.0,0.0,0.0,100.0
08/11/2021,0.66,0.65,0.66,0.66,0.66,0.65,0.66,0.66,0.66,0.67,0.65,0.67,0.65,0.65,0.67,0.67,0.64,0.67,0.66,0.67,0.67,0.66,0.67,0.68,0.66,0.66,0.65,0.65,0.65,0.68,0.66,0.67,0.67,0.68,0.66,0.66,0.66,0.65,0.66,0.67,0.66,0.68,0.65,0.66,0.65,0.66,0.65,0.64,0.69,0.67,0.69,0.66,0.68,0.66,0.66,0.69,0.67,0.69,0.66,0.66,0.66,0.67,0.65,0.66,0.66,0.64,0.65,0.66,0.65,0.67,0.66,0.67,0.66,0.67,0.67,0.65,0.66,0.65,0.65,0.66,0.69,0.65,0.67,0.66,0.67,0.66,0.65,0.65,0.68,0.66,0.65,0.68,0.67,0.66,0.7,0.67,0.66,0.68,0.67,0.67,0.67,0.66,0.66,0.67,0.65,0.67,0.67,0.66,0.67,0.7,0.67,0.67,0.7,0.68,0.68,0.67,0.62,0.67,0.66,0.69,0.7,0.62,0.67,0.66,0.71,0.66,0.67,0.66,0.64,0.65,0.67,0.68,0.69,0.65,0.66,0.67,0.68,0.73,0.67,0.67,0.67,0.69,0.67,0.68,0.71,0.66,0.66,0.66,0.69,0.0,0.67,0.0,0.0,0.0,0.16,0.0,0.0,0.0,100.03
08/13/2021,0.65,0.66,0.65,0.65,0.65,0.64,0.66,0.68,0.65,0.66,0.64,0.68,0.66,0.65,0.67,0.67,0.64,0.69,0.66,0.66,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.64,0.65,0.68,0.66,0.67,0.67,0.68,0.68,0.66,0.66,0.64,0.64,0.67,0.64,0.68,0.65,0.66,0.65,0.65,0.69,0.62,0.67,0.67,0.7,0.66,0.69,0.65,0.65,0.68,0.68,0.71,0.65,0.64,0.66,0.69,0.65,0.65,0.67,0.64,0.67,0.66,0.64,0.68,0.65,0.66,0.67,0.68,0.67,0.64,0.64,0.64,0.66,0.65,0.71,0.65,0.67,0.66,0.67,0.66,0.65,0.65,0.68,0.66,0.65,0.68,0.68,0.66,0.72,0.68,0.65,0.68,0.66,0.67,0.67,0.66,0.65,0.69,0.65,0.67,0.68,0.66,0.66,0.7,0.67,0.67,0.71,0.69,0.67,0.68,0.6,0.66,0.66,0.65,0.68,0.61,0.0,0.67,0.74,0.66,0.67,0.64,0.65,0.63,0.66,0.69,0.69,0.64,0.67,0.68,0.7,0.75,0.68,0.67,0.67,0.7,0.66,0.67,0.72,0.66,0.68,0.65,0.7,0.0,0.68,0.0,0.0,0.68,0.17,0.0,0.0,0.0,100.02
08/16/2021,0.64,0.65,0.68,0.66,0.66,0.63,0.67,0.68,0.66,0.66,0.64,0.68,0.65,0.65,0.67,0.67,0.63,0.71,0.67,0.65,0.68,0.66,0.65,0.67,0.66,0.66,0.65,0.63,0.66,0.69,0.66,0.67,0.56,0.66,0.68,0.66,0.66,0.64,0.65,0.67,0.63,0.69,0.65,0.66,0.64,0.66,0.68,0.62,0.67,0.67,0.72,0.65,0.71,0.65,0.65,0.68,0.68,0.71,0.64,0.63,0.66,0.68,0.65,0.65,0.67,0.65,0.68,0.66,0.64,0.68,0.66,0.64,0.68,0.69,0.67,0.65,0.64,0.65,0.67,0.66,0.71,0.67,0.67,0.65,0.66,0.66,0.65,0.66,0.67,0.66,0.65,0.69,0.68,0.66,0.71,0.67,0.64,0.69,0.65,0.66,0.67,0.66,0.65,0.71,0.65,0.66,0.69,0.66,0.64,0.71,0.68,0.68,0.71,0.69,0.67,0.68,0.6,0.66,0.66,0.62,0.68,0.62,0.0,0.68,0.74,0.66,0.67,0.61,0.66,0.65,0.65,0.69,0.69,0.63,0.67,0.7,0.7,0.75,0.69,0.66,0.67,0.7,0.68,0.68,0.73,0.65,0.69,0.66,0.69,0.0,0.67,0.0,0.0,0.68,0.17,0.0,0.0,0.0,100.03
08/17/2021,0.65,0.65,0.68,0.66,0.67,0.63,0.67,0.68,0.66,0.66,0.65,0.68,0.65,0.66,0.67,0.67,0.63,0.71,0.66,0.64,0.67,0.67,0.66,0.68,0.66,0.65,0.66,0.63,0.66,0.69,0.66,0.66,0.56,0.66,0.68,0.65,0.67,0.64,0.65,0.67,0.64,0.69,0.65,0.66,0.64,0.65,0.69,0.63,0.67,0.66,0.71,0.65,0.7,0.64,0.66,0.68,0.67,0.71,0.64,0.63,0.67,0.68,0.65,0.65,0.67,0.65,0.67,0.66,0.64,0.68,0.66,0.64,0.68,0.68,0.67,0.65,0.65,0.65,0.67,0.66,0.71,0.67,0.66,0.65,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.69,0.68,0.67,0.69,0.65,0.65,0.69,0.66,0.65,0.68,0.66,0.66,0.7,0.66,0.67,0.71,0.66,0.64,0.71,0.67,0.69,0.71,0.69,0.66,0.67,0.6,0.67,0.66,0.63,0.66,0.61,0.0,0.68,0.75,0.66,0.66,0.61,0.66,0.65,0.64,0.69,0.69,0.63,0.68,0.69,0.69,0.73,0.68,0.66,0.66,0.69,0.67,0.69,0.72,0.65,0.69,0.66,0.69,0.0,0.66,0.0,0.0,0.67,0.17,0.0,0.0,0.0,99.96
08/18/2021,0.65,0.65,0.68,0.66,0.67,0.63,0.67,0.68,0.66,0.66,0.65,0.68,0.65,0.66,0.67,0.67,0.63,0.71,0.66,0.64,0.67,0.67,0.66,0.68,0.66,0.65,0.66,0.63,0.66,0.69,0.66,0.66,0.56,0.66,0.68,0.65,0.67,0.64,0.65,0.67,0.64,0.69,0.65,0.66,0.64,0.65,0.69,0.63,0.67,0.66,0.71,0.65,0.7,0.64,0.66,0.68,0.67,0.71,0.64,0.63,0.67,0.68,0.65,0.65,0.67,0.65,0.67,0.66,0.64,0.68,0.66,0.64,0.68,0.68,0.67,0.65,0.65,0.65,0.67,0.66,0.71,0.67,0.66,0.65,0.66,0.66,0.66,0.66,0.67,0.67,0.66,0.69,0.68,0.67,0.69,0.65,0.65,0.69,0.66,0.65,0.68,0.66,0.66,0.7,0.66,0.67,0.71,0.66,0.64,0.71,0.67,0.69,0.71,0.69,0.66,0.67,0.6,0.67,0.66,0.63,0.66,0.61,0.0,0.68,0.75,0.66,0.66,0.61,0.66,0.65,0.64,0.69,0.69,0.63,0.68,0.69,0.69,0.73,0.68,0.66,0.66,0.69,0.67,0.69,0.72,0.65,0.69,0.66,0.69,0.0,0.66,0.0,0.0,0.67,0.17,0.0,0.0,0.0,99.96
08/19/2021,0.65,0.66,0.69,0.66,0.66,0.63,0.68,0.68,0.67,0.67,0.65,0.68,0.66,0.66,0.67,0.68,0.63,0.71,0.66,0.64,0.67,0.67,0.66,0.67,0.67,0.65,0.67,0.65,0.67,0.7,0.67,0.65,0.56,0.66,0.69,0.66,0.67,0.65,0.66,0.65,0.63,0.69,0.66,0.67,0.64,0.66,0.7,0.63,0.66,0.66,0.69,0.66,0.7,0.65,0.67,0.67,0.67,0.7,0.64,0.63,0.67,0.68,0.67,0.66,0.67,0.66,0.68,0.67,0.65,0.68,0.67,0.65,0.68,0.68,0.67,0.65,0.66,0.65,0.67,0.66,0.7,0.67,0.65,0.67,0.67,0.67,0.67,0.67,0.68,0.67,0.66,0.68,0.69,0.67,0.66,0.63,0.65,0.69,0.66,0.64,0.68,0.66,0.66,0.67,0.67,0.67,0.69,0.66,0.64,0.7,0.68,0.69,0.71,0.68,0.65,0.67,0.62,0.67,0.67,0.61,0.66,0.61,0.0,0.67,0.75,0.66,0.66,0.61,0.63,0.64,0.64,0.69,0.67,0.62,0.67,0.69,0.68,0.71,0.66,0.66,0.66,0.68,0.67,0.68,0.71,0.65,0.69,0.66,0.7,0.0,0.65,0.0,0.0,0.66,0.2,0.0,0.0,0.0,99.99
08/20/2021,0.63,0.64,0.7,0.68,0.67,0.63,0.69,0.67,0.68,0.66,0.67,0.68,0.67,0.67,0.67,0.69,0.63,0.7,0.65,0.64,0.67,0.67,0.65,0.67,0.68,0.64,0.68,0.66,0.67,0.71,0.68,0.63,0.57,0.66,0.68,0.64,0.68,0.66,0.66,0.64,0.63,0.69,0.67,0.67,0.65,0.63,0.73,0.64,0.65,0.66,0.69,0.65,0.7,0.66,0.67,0.67,0.68,0.7,0.64,0.62,0.68,0.67,0.68,0.66,0.67,0.67,0.7,0.67,0.66,0.69,0.67,0.65,0.68,0.68,0.68,0.64,0.67,0.65,0.66,0.66,0.7,0.69,0.65,0.67,0.67,0.66,0.68,0.68,0.68,0.67,0.67,0.67,0.69,0.67,0.64,0.63,0.65,0.69,0.66,0.64,0.68,0.66,0.67,0.66,0.68,0.66,0.65,0.67,0.65,0.69,0.69,0.7,0.71,0.68,0.63,0.66,0.63,0.68,0.68,0.61,0.66,0.6,0.0,0.67,0.75,0.67,0.66,0.61,0.61,0.63,0.63,0.69,0.67,0.62,0.68,0.68,0.68,0.69,0.65,0.66,0.66,0.65,0.67,0.67,0.69,0.64,0.69,0.67,0.7,0.0,0.66,0.0,0.0,0.66,0.2,0.0,0.0,0.0,99.98
