,SPCE,MAXR,GSAT,MDA.TO,DISH,TRMB,IRDM,GRMN,SIRI,VSAT,SESG.PA,ETL.PA,SATS,LORL,ORBC,TOM2.AS,9412.T,CMCSA,T,LMT,RTX,BA,ASTS,NOC,LHX,HON,4825.T,GILT,AIR.PA,AVIO.MI,BLL,First American Government Obligs X,AJRD,HO.PA,LDO.MI,7013.T,SDA.AX,n/a,FGXXX,TMP,603983.SS,TSAT.NE,TSAT,RKLB,ARQQ,ASTR,SPIR,BKSY,MNTS,M0Y.DE,RDW,SUM
11/02/2021,3.6,4.41,2.99,4.99,4.68,4.66,4.27,4.17,4.99,5.8,5.28,6.1,4.47,5.61,0.0,2.78,3.09,2.17,2.32,2.36,2.65,2.42,2.34,2.12,1.98,1.72,2.75,1.62,1.18,1.23,0.73,0.0,0.18,0.15,0.04,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/03/2021,3.64,4.26,3.19,4.84,4.67,4.65,4.31,4.14,5.0,6.05,5.2,6.06,4.5,5.6,0.0,2.75,3.04,2.15,2.3,2.37,2.65,2.41,2.34,2.11,2.05,1.73,2.77,1.6,1.16,1.22,0.73,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,3.64,4.26,3.19,4.84,4.67,4.65,4.31,4.14,5.0,6.05,5.2,6.06,4.5,5.6,0.0,2.75,3.04,2.15,2.3,2.37,2.65,2.41,2.34,2.11,2.05,1.73,2.77,1.6,1.16,1.22,0.73,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,3.72,4.25,3.16,4.97,4.72,4.55,4.36,3.99,5.06,6.09,5.18,5.99,4.7,5.72,0.0,2.69,3.02,2.14,2.26,2.32,2.59,2.45,2.4,2.05,1.93,1.7,2.75,1.63,1.12,1.21,0.73,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/08/2021,3.69,4.95,3.16,4.89,4.08,4.46,4.35,3.98,5.08,6.38,4.88,5.92,4.81,6.0,0.0,2.64,3.07,2.14,2.18,2.32,2.54,2.4,2.52,2.04,1.91,1.7,2.84,1.6,1.1,1.18,0.71,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,3.69,4.95,3.16,4.89,4.08,4.46,4.35,3.98,5.08,6.38,4.88,5.92,4.81,6.0,0.0,2.64,3.07,2.14,2.18,2.32,2.54,2.4,2.52,2.04,1.91,1.7,2.84,1.6,1.1,1.18,0.71,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,3.69,4.95,3.16,4.89,4.08,4.46,4.35,3.98,5.08,6.38,4.88,5.92,4.81,6.0,0.0,2.64,3.07,2.14,2.18,2.32,2.54,2.4,2.52,2.04,1.91,1.7,2.84,1.6,1.1,1.18,0.71,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,3.65,4.95,3.11,4.91,4.14,4.43,4.38,3.94,5.07,6.54,4.78,5.98,4.83,5.66,0.0,2.65,3.0,2.17,2.2,2.34,2.62,2.52,2.45,2.07,1.91,1.72,2.84,1.59,1.14,1.2,0.7,0.0,0.18,0.15,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/12/2021,3.78,4.87,3.12,4.96,4.2,4.64,4.49,4.13,5.19,5.52,4.83,6.13,4.89,5.41,0.0,2.61,3.06,2.19,2.21,2.39,2.64,2.54,2.41,2.1,1.94,1.74,2.85,1.58,1.18,1.22,0.71,0.0,0.18,0.15,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/15/2021,3.68,4.84,3.1,4.86,4.06,4.48,4.45,4.02,5.31,5.4,4.79,6.43,5.51,5.27,0.0,2.55,3.03,2.21,2.23,2.36,2.61,2.51,2.57,2.09,1.91,1.72,2.87,1.56,1.17,1.19,0.72,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,3.68,4.84,3.1,4.86,4.06,4.48,4.45,4.02,5.31,5.4,4.79,6.43,5.51,5.27,0.0,2.55,3.03,2.21,2.23,2.36,2.61,2.51,2.57,2.09,1.91,1.72,2.87,1.56,1.17,1.19,0.72,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,3.68,4.84,3.1,4.86,4.06,4.48,4.45,4.02,5.31,5.4,4.79,6.43,5.51,5.27,0.0,2.55,3.03,2.21,2.23,2.36,2.61,2.51,2.57,2.09,1.91,1.72,2.87,1.56,1.17,1.19,0.72,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/18/2021,3.68,4.84,3.1,4.86,4.06,4.48,4.45,4.02,5.31,5.4,4.79,6.43,5.51,5.27,0.0,2.55,3.03,2.21,2.23,2.36,2.61,2.51,2.57,2.09,1.91,1.72,2.87,1.56,1.17,1.19,0.72,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,3.63,4.96,3.04,4.49,4.04,4.57,4.39,4.11,5.35,5.39,4.75,6.41,5.63,5.06,0.0,2.63,3.02,2.2,2.22,2.39,2.62,2.67,2.57,2.09,1.93,1.73,3.04,1.51,1.15,1.18,0.75,0.0,0.17,0.14,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
11/22/2021,3.57,4.94,3.07,4.34,4.08,4.77,4.43,4.22,5.47,5.34,4.71,5.76,5.64,5.0,0.0,2.64,3.09,2.23,2.25,2.44,2.66,2.64,2.62,2.1,1.96,1.76,3.06,1.51,1.18,1.22,0.78,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/23/2021,3.57,4.94,3.07,4.34,4.08,4.77,4.43,4.22,5.47,5.34,4.71,5.76,5.64,5.0,0.0,2.64,3.09,2.23,2.25,2.44,2.66,2.64,2.62,2.1,1.96,1.76,3.06,1.51,1.18,1.22,0.78,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/24/2021,3.46,5.1,2.99,4.37,3.99,4.79,4.4,4.26,5.32,5.27,4.66,5.6,5.68,4.78,0.0,3.03,3.09,2.26,2.27,2.5,2.65,2.71,2.54,2.13,2.0,1.79,3.24,1.47,1.19,1.2,0.77,0.0,0.18,0.15,0.04,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/25/2021,3.46,4.96,3.1,4.34,3.94,4.88,4.39,4.25,5.25,5.11,4.62,5.7,5.68,0.0,0.0,3.07,3.13,2.25,2.27,2.52,2.63,2.58,2.53,2.15,2.02,1.78,3.36,1.45,1.15,1.2,0.79,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.46,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/26/2021,3.48,5.01,2.92,4.34,4.0,4.85,4.3,4.3,5.23,5.15,4.67,5.71,5.85,0.0,0.0,3.03,3.13,2.26,2.35,2.58,2.71,2.56,2.52,2.25,2.06,1.81,3.37,1.41,1.16,1.22,0.8,0.0,0.18,0.14,0.04,0.02,0.0,0.0,0.47,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/29/2021,3.43,5.02,2.94,4.0,3.95,4.8,4.37,4.32,5.34,5.15,4.79,5.88,6.07,0.0,0.0,3.03,3.13,2.29,2.36,2.59,2.73,2.56,2.34,2.26,2.06,1.79,3.37,1.43,1.18,1.21,0.79,0.0,0.18,0.15,0.04,0.02,0.0,0.0,0.47,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,3.46,4.98,3.04,3.96,4.02,4.81,4.37,4.32,5.34,5.16,4.8,5.86,6.07,0.0,0.0,2.91,3.12,2.28,2.33,2.57,2.72,2.57,2.39,2.24,2.03,1.76,3.33,1.45,1.18,1.22,0.79,0.0,0.19,0.14,0.04,0.01,0.0,0.0,0.47,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,3.46,4.98,3.04,3.96,4.02,4.81,4.37,4.32,5.34,5.16,4.8,5.86,6.07,0.0,0.0,2.91,3.12,2.28,2.33,2.57,2.72,2.57,2.39,2.24,2.03,1.76,3.33,1.45,1.18,1.22,0.79,0.0,0.19,0.14,0.04,0.01,0.0,0.0,0.47,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,3.5,4.75,2.97,3.98,4.08,4.78,4.35,4.32,5.45,5.15,4.81,5.88,5.84,0.0,0.0,2.93,3.28,2.3,2.37,2.63,2.66,2.5,2.45,2.25,2.05,1.77,3.47,1.42,1.09,1.24,0.82,0.0,0.19,0.14,0.04,0.01,0.0,0.0,0.48,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/06/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/07/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/08/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/09/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/10/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/13/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/14/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/15/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/16/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/17/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/20/2021,3.24,4.73,2.87,3.68,3.9,5.03,4.46,4.28,5.55,4.98,5.11,6.12,5.75,0.0,0.0,3.34,3.29,2.31,2.27,2.64,2.65,2.47,2.23,2.3,2.07,1.77,3.63,1.54,1.17,1.32,0.82,0.0,0.19,0.15,0.04,0.01,0.0,0.0,0.53,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/21/2021,3.16,4.71,2.81,3.28,4.04,5.12,4.85,4.3,5.78,5.11,4.97,5.65,5.45,0.0,0.0,3.4,3.32,2.22,2.22,2.71,2.74,2.51,1.94,2.47,2.08,1.83,3.57,1.6,1.12,1.3,0.81,0.0,0.19,0.14,0.04,0.01,0.0,0.0,0.52,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
12/22/2021,3.09,4.82,2.62,3.23,4.08,5.02,4.6,4.3,5.8,4.92,5.06,5.76,5.48,0.0,0.0,3.49,3.35,2.27,2.4,2.74,2.74,2.47,1.9,2.49,2.08,1.84,3.59,1.58,1.16,1.31,0.82,0.0,0.2,0.14,0.04,0.01,0.0,0.0,0.54,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
12/23/2021,3.1,5.02,2.73,3.08,4.17,5.02,4.87,4.2,5.78,5.17,4.99,5.71,5.49,0.0,0.0,3.45,3.3,2.25,2.39,2.71,2.71,2.48,1.94,2.46,2.04,1.79,3.37,1.61,1.17,1.28,0.82,0.0,0.2,0.14,0.04,0.01,0.0,0.0,0.54,0.0,0.0,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/24/2021,4.57,5.04,2.81,0.0,4.87,4.86,5.11,4.8,5.09,4.84,4.87,4.65,3.07,0.0,0.0,1.8,1.68,2.5,2.61,2.42,2.37,2.35,1.0,2.52,2.03,1.49,1.72,0.83,0.92,0.64,0.73,0.0,0.21,0.14,0.04,0.02,0.0,0.0,0.08,0.0,0.0,0.0,1.79,4.76,3.97,3.04,1.24,0.92,0.7,0.57,0.34,100.01
12/27/2021,4.51,5.1,2.71,0.0,4.85,4.78,5.11,4.79,5.01,4.75,4.88,4.66,3.05,0.0,0.0,1.8,1.66,2.48,2.61,2.42,2.36,2.35,0.99,2.5,2.01,1.47,1.7,0.83,0.95,0.64,0.72,0.0,0.2,0.14,0.05,0.02,0.0,0.0,0.08,0.0,0.0,0.0,1.71,4.77,4.47,3.06,1.3,0.91,0.68,0.56,0.35,99.99
12/28/2021,4.51,5.1,2.71,0.0,4.85,4.78,5.11,4.79,5.01,4.75,4.88,4.66,3.05,0.0,0.0,1.8,1.66,2.48,2.61,2.42,2.36,2.35,0.99,2.5,2.01,1.47,1.7,0.83,0.95,0.64,0.72,0.0,0.2,0.14,0.05,0.02,0.0,0.0,0.08,0.0,0.0,0.0,1.71,4.77,4.47,3.06,1.3,0.91,0.68,0.56,0.35,99.99
12/29/2021,4.47,5.18,2.77,0.0,4.92,4.77,5.05,4.79,5.03,4.69,4.88,4.66,3.05,0.0,0.0,1.78,1.68,2.52,2.61,2.43,2.37,2.37,1.02,2.5,2.02,1.49,1.7,0.81,0.96,0.64,0.72,0.0,0.2,0.14,0.05,0.02,0.0,0.0,0.08,0.0,0.0,0.0,1.71,4.61,4.43,3.04,1.37,0.89,0.68,0.56,0.35,100.01
12/30/2021,4.35,5.09,2.78,0.0,4.95,4.94,5.01,4.86,5.07,4.67,4.87,4.68,3.0,0.0,0.0,1.82,1.64,2.55,2.61,2.47,2.39,2.37,0.98,2.53,2.05,1.51,1.7,0.8,0.97,0.64,0.74,0.0,0.2,0.14,0.05,0.02,0.0,0.0,0.08,0.0,0.0,0.0,1.68,4.6,4.45,2.96,1.4,0.83,0.67,0.54,0.34,100.0
12/31/2021,4.3,5.11,2.69,0.0,4.98,4.92,5.04,4.89,5.07,4.67,4.89,4.7,3.03,0.0,0.0,1.82,1.67,2.57,2.64,2.51,2.43,2.42,0.95,2.55,2.08,1.52,1.75,0.79,0.98,0.65,0.76,0.0,0.21,0.15,0.05,0.02,0.0,0.0,0.1,0.0,0.0,0.0,1.64,4.56,4.34,2.87,1.38,0.81,0.64,0.53,0.33,100.01
01/07/2022,4.15,5.31,2.62,0.0,5.16,4.81,4.98,4.85,4.92,4.87,5.07,4.78,3.12,0.0,0.0,1.86,1.72,2.58,2.74,2.59,2.57,2.53,0.95,2.65,2.11,1.55,1.8,0.93,1.04,0.66,0.73,0.0,0.21,0.15,0.05,0.02,0.0,0.0,0.16,0.0,0.0,0.0,1.62,4.57,3.57,2.5,1.3,0.84,0.56,0.52,0.33,100.05
01/10/2022,3.9,5.2,2.49,0.0,5.19,4.75,4.8,4.97,5.05,4.98,5.3,4.88,3.09,0.0,0.0,1.93,1.8,2.66,2.89,2.64,2.63,2.6,0.89,2.72,2.13,1.61,1.76,0.95,1.08,0.67,0.77,0.0,0.21,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.61,4.32,3.42,2.36,1.2,0.75,0.58,0.54,0.31,100.03
01/11/2022,3.82,5.14,2.47,0.0,5.19,4.78,5.02,4.97,5.09,5.04,5.27,4.86,3.1,0.0,0.0,1.92,1.78,2.68,2.88,2.64,2.65,2.58,0.91,2.74,2.22,1.61,1.61,0.93,1.07,0.67,0.77,0.0,0.21,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.62,4.31,3.5,2.31,1.17,0.69,0.56,0.51,0.31,100.0
01/12/2022,3.82,5.14,2.47,0.0,5.19,4.78,5.02,4.97,5.09,5.04,5.27,4.86,3.1,0.0,0.0,1.92,1.78,2.68,2.88,2.64,2.65,2.58,0.91,2.74,2.22,1.61,1.61,0.93,1.07,0.67,0.77,0.0,0.21,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.62,4.31,3.5,2.31,1.17,0.69,0.56,0.51,0.31,100.0
01/13/2022,4.0,5.16,2.47,0.0,5.37,4.58,5.08,4.86,5.06,5.06,5.24,4.84,3.12,0.0,0.0,1.94,1.76,2.63,2.88,2.63,2.64,2.61,0.91,2.74,2.22,1.64,1.57,0.93,1.05,0.67,0.75,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.6,4.36,3.45,2.35,1.11,0.68,0.6,0.51,0.31,99.98
01/14/2022,3.98,5.3,2.54,0.0,5.53,4.59,5.0,4.89,5.15,5.14,5.15,4.86,3.04,0.0,0.0,1.9,1.76,2.69,2.88,2.66,2.64,2.61,0.88,2.73,2.24,1.64,1.51,0.91,1.06,0.66,0.75,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.56,4.35,3.39,2.28,1.12,0.6,0.6,0.5,0.3,99.99
01/17/2022,3.98,5.25,2.45,0.0,5.69,4.58,4.82,4.9,5.17,4.96,5.22,4.92,2.98,0.0,0.0,1.97,1.79,2.68,2.9,2.64,2.66,2.63,0.85,2.7,2.22,1.66,1.55,0.9,1.07,0.67,0.76,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.17,0.0,0.0,0.0,1.51,4.6,3.3,2.3,1.05,0.61,0.65,0.49,0.3,99.98
01/18/2022,3.29,5.28,2.38,0.0,5.79,4.48,4.79,5.01,5.3,5.03,5.38,5.03,3.04,0.0,0.0,1.99,1.85,2.75,3.0,2.73,2.73,2.77,0.81,2.77,2.3,1.7,1.56,0.94,1.08,0.7,0.77,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.18,0.0,0.0,0.0,1.51,4.36,3.13,2.15,0.97,0.58,0.64,0.51,0.28,99.99
01/19/2022,3.29,5.28,2.38,0.0,5.79,4.48,4.79,5.01,5.3,5.03,5.38,5.03,3.04,0.0,0.0,1.99,1.85,2.75,3.0,2.73,2.73,2.77,0.81,2.77,2.3,1.7,1.56,0.94,1.08,0.7,0.77,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.18,0.0,0.0,0.0,1.51,4.36,3.13,2.15,0.97,0.58,0.64,0.51,0.28,99.99
01/20/2022,3.29,5.28,2.38,0.0,5.79,4.48,4.79,5.01,5.3,5.03,5.38,5.03,3.04,0.0,0.0,1.99,1.85,2.75,3.0,2.73,2.73,2.77,0.81,2.77,2.3,1.7,1.56,0.94,1.08,0.7,0.77,0.0,0.2,0.16,0.05,0.02,0.0,0.0,0.18,0.0,0.0,0.0,1.51,4.36,3.13,2.15,0.97,0.58,0.64,0.51,0.28,99.99
01/21/2022,3.32,5.22,2.45,0.0,5.76,4.47,4.75,5.01,5.14,5.02,5.4,5.02,3.04,0.0,0.0,1.98,1.85,2.77,3.03,2.78,2.74,2.79,0.81,2.81,2.34,1.68,1.55,0.92,1.08,0.69,0.77,0.0,0.2,0.17,0.05,0.02,0.0,0.0,0.16,0.0,0.0,0.0,1.47,4.26,3.24,2.17,1.07,0.58,0.65,0.49,0.3,100.01999999999998
