,PTT-R.BK,CPALL-R.BK,SCVUF,AOT-R.BK,BDMS-R.BK,NVAA.,DELTA-R.BK,PTTEP-R.BK,PTTGC-R.BK,NVAM.,CPN-R.BK,CPF-R.BK,GULF-R.BK,MINT-R.BK,EA-R.BK,OR-R.BK,HMPRO-R.BK,SCB-R.BK,SCGP-R.BK,BTS-R.BK,IVL-R.BK,LDHUF,BBL/F.BK,CRC-R.BK,BEM-R.BK,KTC-R.BK,TOP-R.BK,BH-R.BK,KCE-R.BK,TU-R.BK,BANPU-R.BK,GPSC-R.BK,SAWAD-R.BK,OSP-R.BK,EGCO-R.BK,CBG-R.BK,IRPC-R.BK,MTC-R.BK,BJC-R.BK,HANA-R.BK,STGT-R.BK,COM7-R.BK,KTB-R.BK,TRUE-R.BK,NVA4.,STA-R.BK,AWC-R.BK,BGRIM-R.BK,BAM-R.BK,BCH-R.BK,NYVL.,BCP-R.BK,WHA-R.BK,CK-R.BK,NYVU.,VGI-R.BK,TOA-R.BK,CHG-R.BK,AP-R.BK,GUNKUL-R.BK,TISCO-R.BK,NYVT.,AEONTS-R.BK,QH-R.BK,JMT-R.BK,F1P2.,M-R.BK,SPRC-R.BK,DOHOME-R.BK,TQM-R.BK,AMATA-R.BK,XTSLA,SIRI-R.BK,SUPER-R.BK,SCCC-R.BK,PTG-R.BK,NYVS.,THG-R.BK,STEC-R.BK,THVUF,BLA-R.BK,JMART-R.BK,MEGA-R.BK,BPP-R.BK,CENTEL-R.BK,TASCO-R.BK,BLAND-R.BK,NVAY.,SF-R.BK,EPG-R.BK,DCC-R.BK,MAJOR-R.BK,KKP-R.BK,PLANB-R.BK,MBK-R.BK,BCPG-R.BK,THANI-R.BK,CKP-R.BK,RS-R.BK,RBF-R.BK,TPIPP-R.BK,PSH-R.BK,TCAP-R.BK,TPIPL-R.BK,SINGER-R.BK,BA-R.BK,VNT-R.BK,ESSO-R.BK,SPCG-R.BK,AAV-R.BK,ACE-R.BK,PTL-R.BK,PRM-R.BK,SYNEX-R.BK,SGP-R.BK,KSL-R.BK,ORI-R.BK,ICHI-R.BK,S-R.BK,EASTW-R.BK,GFPT-R.BK,TFG-R.BK,BAFS-R.BK,WHAUP-R.BK,SC-R.BK,TKN-R.BK,HBCFT,THB,TFG-R3,MESU1,USD,SC.R,-,JMT.R,RCL.R,DOHOME.R,AEONTS.R,M.R,TQM.R,PSL.R,JMART.R,SCCC.R,TASCO.R,SIRI.R,PTG.R,BPP.R,STEC.R,EPG.R,SINGER.R,SF.R,DCC.R,BCPG.R,THANI.R,RBF.R,RS.R,TPIPL.R,VNT.R,ACE.R,SPCG.R,BA.R,PRM.R,PTL.R,AAV.R,ORI.R,ICHI.R,S.R,SYNEX.R,WHAUP.R,BAFS.R,TKN.R,BTS-W7,BTS-W6,BTS-W8,BTS-R6.BK,BTS-R7.BK,HANA.R,BCH.R,COM7.R,TFG.R,JMART.W5.R,BTS-R8.BK,JMART-R5.BK,MESZ1,VGI.R,CENTEL.R,JAS.R,MBK-W3,TVO-R.BK,1923817D,1914896D,1937397D,1937391D,1920904D,SUM
10/25/2021,6.95,6.57,5.37,4.9,3.89,3.88,2.45,3.03,2.58,1.39,2.05,1.72,2.17,1.81,1.68,1.45,1.48,1.83,1.42,1.31,1.32,1.21,0.0,1.12,1.19,0.91,1.14,1.18,1.21,1.03,1.18,0.94,0.84,0.69,0.82,0.62,0.9,0.77,0.7,0.77,0.56,0.68,0.72,0.83,0.64,0.57,0.64,0.56,0.6,0.49,0.48,0.54,0.48,0.41,0.29,0.38,0.35,0.32,0.36,0.38,0.32,0.25,0.29,0.3,0.36,0.28,0.31,0.34,0.25,0.25,0.31,0.5,0.27,0.27,0.27,0.23,0.25,0.29,0.26,0.24,0.28,0.33,0.27,0.23,0.25,0.23,0.22,0.21,0.19,0.19,0.21,0.2,0.22,0.22,0.21,0.19,0.16,0.18,0.15,0.17,0.19,0.18,0.18,0.17,0.19,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.15,0.11,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.08,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/26/2021,6.95,6.57,5.37,4.9,3.89,3.88,2.45,3.03,2.58,1.39,2.05,1.72,2.17,1.81,1.68,1.45,1.48,1.83,1.42,1.31,1.32,1.21,0.0,1.12,1.19,0.91,1.14,1.18,1.21,1.03,1.18,0.94,0.84,0.69,0.82,0.62,0.9,0.77,0.7,0.77,0.56,0.68,0.72,0.83,0.64,0.57,0.64,0.56,0.6,0.49,0.48,0.54,0.48,0.41,0.29,0.38,0.35,0.32,0.36,0.38,0.32,0.25,0.29,0.3,0.36,0.28,0.31,0.34,0.25,0.25,0.31,0.36,0.27,0.27,0.27,0.23,0.25,0.29,0.26,0.24,0.28,0.33,0.27,0.23,0.25,0.23,0.22,0.21,0.19,0.19,0.21,0.2,0.22,0.22,0.21,0.19,0.16,0.18,0.15,0.17,0.19,0.18,0.18,0.17,0.19,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.15,0.11,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.08,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/27/2021,6.95,6.57,5.37,4.9,3.89,3.88,2.45,3.03,2.58,1.39,2.05,1.72,2.17,1.81,1.68,1.45,1.48,1.83,1.42,1.31,1.32,1.21,0.0,1.12,1.19,0.91,1.14,1.18,1.21,1.03,1.18,0.94,0.84,0.69,0.82,0.62,0.9,0.77,0.7,0.77,0.56,0.68,0.72,0.83,0.64,0.57,0.64,0.56,0.6,0.49,0.48,0.54,0.48,0.41,0.29,0.38,0.35,0.32,0.36,0.38,0.32,0.25,0.29,0.3,0.36,0.28,0.31,0.34,0.25,0.25,0.31,0.36,0.27,0.27,0.27,0.23,0.25,0.29,0.26,0.24,0.28,0.33,0.27,0.23,0.25,0.23,0.22,0.21,0.19,0.19,0.21,0.2,0.22,0.22,0.21,0.19,0.16,0.18,0.15,0.17,0.19,0.18,0.18,0.17,0.19,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.15,0.11,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.08,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,6.91,6.57,5.42,4.88,4.01,3.93,2.4,2.98,2.58,1.45,2.08,1.73,2.18,1.79,1.67,1.46,1.48,1.84,1.42,1.31,1.31,1.25,0.0,1.1,1.18,0.9,1.13,1.17,1.2,1.04,1.15,0.95,0.84,0.71,0.82,0.63,0.88,0.77,0.72,0.78,0.55,0.68,0.72,0.82,0.64,0.54,0.64,0.57,0.6,0.49,0.51,0.51,0.49,0.41,0.28,0.38,0.35,0.33,0.38,0.38,0.33,0.24,0.29,0.3,0.36,0.29,0.31,0.33,0.25,0.25,0.31,0.36,0.27,0.27,0.27,0.23,0.25,0.29,0.25,0.24,0.28,0.33,0.29,0.24,0.26,0.23,0.22,0.22,0.0,0.19,0.22,0.2,0.22,0.21,0.21,0.19,0.16,0.18,0.15,0.18,0.19,0.18,0.18,0.18,0.2,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.15,0.1,0.15,0.1,0.11,0.1,0.1,0.08,0.1,0.08,0.09,0.06,0.01,0.08,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/29/2021,6.87,6.57,5.38,4.8,3.96,3.93,2.5,3.02,2.57,1.5,2.09,1.73,2.22,1.77,1.69,1.47,1.5,1.83,1.44,1.31,1.28,1.25,0.0,1.08,1.18,0.91,1.12,1.16,1.23,1.04,1.15,0.96,0.83,0.7,0.83,0.63,0.88,0.77,0.72,0.79,0.55,0.69,0.72,0.84,0.64,0.54,0.63,0.58,0.6,0.49,0.5,0.51,0.48,0.41,0.28,0.38,0.34,0.33,0.37,0.39,0.32,0.24,0.29,0.3,0.37,0.29,0.31,0.33,0.25,0.25,0.31,0.18,0.26,0.27,0.27,0.23,0.24,0.29,0.26,0.24,0.29,0.34,0.28,0.24,0.25,0.23,0.22,0.22,0.0,0.19,0.22,0.2,0.22,0.22,0.21,0.19,0.16,0.18,0.15,0.18,0.19,0.18,0.18,0.18,0.2,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.14,0.1,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.06,0.01,0.08,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/01/2021,6.73,6.61,5.47,4.85,4.06,3.97,2.38,2.9,2.47,1.52,2.09,1.72,2.27,1.77,1.73,1.46,1.52,1.83,1.45,1.31,1.23,1.24,0.0,1.08,1.2,0.91,1.1,1.21,1.27,1.06,1.06,0.97,0.83,0.7,0.84,0.65,0.86,0.78,0.72,0.8,0.53,0.68,0.72,0.83,0.64,0.52,0.63,0.59,0.59,0.49,0.52,0.5,0.49,0.42,0.27,0.4,0.35,0.32,0.37,0.38,0.32,0.25,0.28,0.3,0.38,0.29,0.31,0.31,0.25,0.25,0.31,0.18,0.26,0.28,0.27,0.23,0.24,0.3,0.26,0.25,0.27,0.34,0.29,0.24,0.26,0.23,0.22,0.22,0.0,0.19,0.22,0.2,0.23,0.22,0.21,0.19,0.16,0.18,0.15,0.18,0.19,0.18,0.18,0.17,0.2,0.15,0.16,0.14,0.15,0.13,0.13,0.12,0.12,0.11,0.14,0.11,0.14,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/02/2021,6.7,6.59,5.43,4.87,3.95,3.96,2.29,2.88,2.49,1.49,2.11,1.73,2.24,1.8,1.72,1.45,1.52,1.89,1.46,1.33,1.25,1.25,0.0,1.11,1.21,0.92,1.1,1.22,1.27,1.05,1.09,0.97,0.85,0.69,0.83,0.65,0.85,0.79,0.72,0.8,0.54,0.68,0.71,0.84,0.64,0.53,0.64,0.58,0.59,0.49,0.53,0.5,0.49,0.42,0.28,0.4,0.36,0.33,0.37,0.38,0.33,0.25,0.29,0.3,0.38,0.29,0.31,0.32,0.25,0.25,0.31,0.19,0.26,0.28,0.27,0.23,0.25,0.3,0.26,0.24,0.27,0.34,0.29,0.24,0.26,0.23,0.22,0.22,0.0,0.19,0.22,0.2,0.23,0.22,0.21,0.19,0.16,0.18,0.15,0.18,0.19,0.18,0.18,0.18,0.2,0.15,0.16,0.14,0.15,0.14,0.13,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/03/2021,6.7,6.59,5.43,4.87,3.95,3.96,2.29,2.88,2.49,1.49,2.11,1.73,2.24,1.8,1.72,1.45,1.52,1.89,1.46,1.33,1.25,1.25,0.0,1.11,1.21,0.92,1.1,1.22,1.27,1.05,1.09,0.97,0.85,0.69,0.83,0.65,0.85,0.79,0.72,0.8,0.54,0.68,0.71,0.84,0.64,0.53,0.64,0.58,0.59,0.49,0.53,0.5,0.49,0.42,0.28,0.4,0.36,0.33,0.37,0.38,0.33,0.25,0.29,0.3,0.38,0.29,0.31,0.32,0.25,0.25,0.31,0.19,0.26,0.28,0.27,0.23,0.25,0.3,0.26,0.0,0.27,0.34,0.29,0.24,0.26,0.23,0.22,0.22,0.0,0.19,0.22,0.2,0.23,0.22,0.21,0.19,0.16,0.18,0.15,0.18,0.19,0.18,0.18,0.18,0.2,0.15,0.16,0.14,0.15,0.14,0.13,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,100.04
11/09/2021,6.56,6.71,5.47,4.95,4.02,4.02,2.48,2.88,2.42,1.48,2.07,1.71,2.21,1.83,1.74,1.39,1.58,1.98,1.43,1.32,1.24,1.25,0.0,1.11,1.21,0.92,1.05,1.25,1.3,1.04,1.01,0.97,0.86,0.71,0.82,0.66,0.82,0.83,0.73,0.85,0.49,0.68,0.72,0.77,0.63,0.49,0.64,0.6,0.59,0.49,0.52,0.48,0.49,0.42,0.23,0.42,0.34,0.32,0.37,0.38,0.32,0.25,0.3,0.3,0.38,0.29,0.31,0.3,0.25,0.25,0.31,0.23,0.27,0.27,0.26,0.22,0.23,0.3,0.25,0.0,0.26,0.33,0.29,0.24,0.27,0.22,0.21,0.22,0.0,0.18,0.22,0.19,0.23,0.23,0.21,0.18,0.17,0.18,0.14,0.17,0.19,0.18,0.18,0.17,0.19,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.14,0.1,0.1,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.01,0.0,0.0,0.0,0.0,99.95
11/10/2021,6.56,6.71,5.47,4.95,4.02,4.02,2.48,2.88,2.42,1.48,2.07,1.71,2.21,1.83,1.74,1.39,1.58,1.98,1.43,1.32,1.24,1.25,0.0,1.11,1.21,0.92,1.05,1.25,1.3,1.04,1.01,0.97,0.86,0.71,0.82,0.66,0.82,0.83,0.73,0.85,0.49,0.68,0.72,0.77,0.63,0.49,0.64,0.6,0.59,0.49,0.52,0.48,0.49,0.42,0.23,0.42,0.34,0.32,0.37,0.38,0.32,0.25,0.3,0.3,0.38,0.29,0.31,0.3,0.25,0.25,0.31,0.23,0.27,0.27,0.26,0.22,0.23,0.3,0.25,0.0,0.26,0.33,0.29,0.24,0.27,0.22,0.21,0.22,0.0,0.18,0.22,0.19,0.23,0.23,0.21,0.18,0.17,0.18,0.14,0.17,0.19,0.18,0.18,0.17,0.19,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.0,0.13,0.1,0.14,0.1,0.1,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.01,0.0,0.0,0.0,0.0,99.95
11/11/2021,6.72,6.8,5.47,5.11,3.99,4.04,2.14,2.91,2.45,1.49,2.1,1.7,2.15,1.86,1.7,1.38,1.57,1.99,1.44,1.33,1.27,1.26,0.0,1.14,1.21,0.92,1.08,1.28,1.24,1.03,1.01,0.94,0.85,0.7,0.81,0.64,0.83,0.83,0.73,0.84,0.46,0.68,0.73,0.76,0.62,0.48,0.66,0.58,0.58,0.48,0.51,0.48,0.49,0.43,0.24,0.43,0.34,0.32,0.38,0.33,0.32,0.25,0.3,0.3,0.4,0.28,0.31,0.32,0.25,0.25,0.31,0.23,0.27,0.27,0.26,0.21,0.23,0.3,0.25,0.0,0.26,0.35,0.29,0.23,0.26,0.22,0.21,0.22,0.0,0.18,0.21,0.2,0.23,0.23,0.2,0.18,0.17,0.18,0.15,0.17,0.19,0.18,0.18,0.17,0.0,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.0,0.13,0.1,0.14,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.01,0.0,0.0,0.0,100.0
11/12/2021,6.71,6.68,5.42,5.04,4.02,4.05,2.09,2.91,2.45,1.51,2.1,1.7,2.16,1.86,1.7,1.37,1.58,1.99,1.43,1.34,1.28,1.25,0.0,1.15,1.22,0.93,1.08,1.29,1.26,1.02,1.05,0.93,0.85,0.7,0.81,0.65,0.83,0.82,0.73,0.84,0.49,0.68,0.72,0.77,0.62,0.49,0.66,0.56,0.58,0.49,0.51,0.49,0.49,0.43,0.24,0.43,0.34,0.32,0.37,0.33,0.33,0.25,0.3,0.3,0.41,0.28,0.31,0.32,0.25,0.25,0.32,0.22,0.27,0.27,0.26,0.22,0.24,0.3,0.25,0.0,0.26,0.35,0.29,0.23,0.27,0.22,0.21,0.21,0.0,0.19,0.22,0.2,0.23,0.24,0.2,0.18,0.17,0.18,0.15,0.17,0.19,0.18,0.18,0.18,0.21,0.16,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.15,0.1,0.11,0.1,0.1,0.08,0.1,0.08,0.09,0.05,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.01,0.0,0.0,0.0,99.98
11/15/2021,6.66,6.68,5.43,4.98,4.09,4.03,2.17,2.91,2.43,1.49,2.1,1.68,2.15,1.84,1.73,1.42,1.56,1.98,1.43,1.33,1.23,1.26,0.0,1.14,1.21,0.91,1.07,1.28,1.32,1.01,1.04,0.92,0.83,0.72,0.81,0.64,0.81,0.78,0.73,0.85,0.5,0.71,0.73,0.77,0.62,0.49,0.66,0.55,0.59,0.49,0.52,0.51,0.49,0.43,0.23,0.42,0.36,0.33,0.39,0.33,0.32,0.25,0.3,0.3,0.42,0.29,0.32,0.31,0.25,0.26,0.32,0.13,0.27,0.27,0.26,0.22,0.22,0.3,0.25,0.0,0.28,0.36,0.29,0.23,0.26,0.22,0.22,0.21,0.0,0.19,0.22,0.2,0.23,0.23,0.2,0.18,0.17,0.18,0.16,0.17,0.19,0.18,0.18,0.18,0.21,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.12,0.13,0.1,0.15,0.1,0.11,0.1,0.1,0.08,0.1,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.01,0.0,0.0,0.0,99.98
11/17/2021,6.57,6.68,5.41,4.99,4.08,4.02,2.21,2.86,2.43,1.49,2.06,1.71,2.15,1.82,1.74,1.4,1.57,1.97,1.45,1.34,1.23,1.27,0.0,1.15,1.23,0.91,1.06,1.29,1.31,1.02,1.04,0.92,0.83,0.74,0.81,0.65,0.8,0.78,0.73,0.85,0.51,0.72,0.72,0.77,0.62,0.5,0.65,0.56,0.63,0.49,0.52,0.5,0.49,0.42,0.23,0.43,0.36,0.32,0.38,0.33,0.32,0.25,0.3,0.3,0.42,0.29,0.32,0.31,0.25,0.25,0.32,0.18,0.27,0.28,0.26,0.22,0.22,0.3,0.26,0.0,0.28,0.37,0.29,0.23,0.26,0.22,0.22,0.21,0.0,0.19,0.22,0.19,0.23,0.24,0.2,0.18,0.16,0.18,0.16,0.17,0.19,0.18,0.18,0.18,0.21,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.12,0.13,0.1,0.15,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.01,0.0,0.0,0.0,99.94
11/18/2021,6.64,6.68,5.4,4.98,4.08,4.03,2.31,2.88,2.42,1.48,2.01,1.71,2.11,1.77,1.8,1.4,1.55,1.97,1.44,1.35,1.23,1.27,0.0,1.14,1.22,0.91,1.06,1.3,1.34,1.01,1.01,0.92,0.83,0.73,0.81,0.63,0.79,0.77,0.74,0.91,0.51,0.72,0.72,0.84,0.62,0.49,0.65,0.55,0.64,0.49,0.52,0.49,0.49,0.42,0.23,0.43,0.35,0.33,0.38,0.33,0.33,0.24,0.3,0.3,0.42,0.28,0.32,0.3,0.25,0.25,0.31,0.18,0.27,0.27,0.26,0.23,0.22,0.3,0.26,0.0,0.27,0.37,0.29,0.23,0.26,0.22,0.22,0.21,0.0,0.19,0.21,0.2,0.23,0.23,0.2,0.18,0.16,0.18,0.16,0.18,0.19,0.18,0.19,0.18,0.21,0.15,0.16,0.14,0.15,0.13,0.13,0.11,0.11,0.12,0.13,0.1,0.15,0.1,0.1,0.1,0.11,0.08,0.09,0.08,0.09,0.06,0.01,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.01,0.0,0.0,0.0,100.01
