,PTT-R.BK,CPALL-R.BK,SCVUF,AOT-R.BK,BDMS-R.BK,NVAA.,DELTA-R.BK,PTTEP-R.BK,PTTGC-R.BK,NVAM.,CPN-R.BK,CPF-R.BK,GULF-R.BK,MINT-R.BK,EA-R.BK,OR-R.BK,HMPRO-R.BK,SCB-R.BK,SCGP-R.BK,BTS-R.BK,IVL-R.BK,LDHUF,BBL/F.BK,CRC-R.BK,BEM-R.BK,KTC-R.BK,TOP-R.BK,BH-R.BK,KCE-R.BK,TU-R.BK,BANPU-R.BK,GPSC-R.BK,SAWAD-R.BK,OSP-R.BK,EGCO-R.BK,CBG-R.BK,IRPC-R.BK,MTC-R.BK,BJC-R.BK,HANA-R.BK,STGT-R.BK,COM7-R.BK,KTB-R.BK,TRUE-R.BK,NVA4.,STA-R.BK,AWC-R.BK,BGRIM-R.BK,BAM-R.BK,BCH-R.BK,NYVL.,BCP-R.BK,WHA-R.BK,CK-R.BK,NYVU.,VGI-R.BK,TOA-R.BK,CHG-R.BK,AP-R.BK,GUNKUL-R.BK,TISCO-R.BK,NYVT.,AEONTS-R.BK,QH-R.BK,JMT-R.BK,F1P2.,M-R.BK,SPRC-R.BK,DOHOME-R.BK,TQM-R.BK,AMATA-R.BK,XTSLA,SIRI-R.BK,SUPER-R.BK,SCCC-R.BK,PTG-R.BK,NYVS.,THG-R.BK,STEC-R.BK,THVUF,BLA-R.BK,JMART-R.BK,MEGA-R.BK,BPP-R.BK,CENTEL-R.BK,TASCO-R.BK,BLAND-R.BK,NVAY.,SF-R.BK,EPG-R.BK,DCC-R.BK,MAJOR-R.BK,KKP-R.BK,PLANB-R.BK,MBK-R.BK,BCPG-R.BK,THANI-R.BK,CKP-R.BK,RS-R.BK,RBF-R.BK,TPIPP-R.BK,PSH-R.BK,TCAP-R.BK,TPIPL-R.BK,SINGER-R.BK,BA-R.BK,VNT-R.BK,ESSO-R.BK,SPCG-R.BK,AAV-R.BK,ACE-R.BK,PTL-R.BK,PRM-R.BK,SYNEX-R.BK,SGP-R.BK,KSL-R.BK,ORI-R.BK,ICHI-R.BK,S-R.BK,EASTW-R.BK,GFPT-R.BK,TFG-R.BK,BAFS-R.BK,WHAUP-R.BK,SC-R.BK,TKN-R.BK,HBCFT,THB,TFG-R3,MESU1,USD,SC.R,-,JMT.R,RCL.R,DOHOME.R,AEONTS.R,M.R,TQM.R,PSL.R,JMART.R,SCCC.R,TASCO.R,SIRI.R,PTG.R,BPP.R,STEC.R,EPG.R,SINGER.R,SF.R,DCC.R,BCPG.R,THANI.R,RBF.R,RS.R,TPIPL.R,VNT.R,ACE.R,SPCG.R,BA.R,PRM.R,PTL.R,AAV.R,ORI.R,ICHI.R,S.R,SYNEX.R,WHAUP.R,BAFS.R,TKN.R,BTS-W7,BTS-W6,BTS-W8,BTS-R6.BK,BTS-R7.BK,HANA.R,BCH.R,COM7.R,TFG.R,JMART.W5.R,BTS-R8.BK,JMART-R5.BK,MESZ1,VGI.R,CENTEL.R,JAS.R,MBK-W3,TVO-R.BK,1923817D,1914896D,1937397D,1937391D,1920904D,SUM
07/23/2021,6.47,6.29,5.95,4.5,3.97,3.76,3.18,2.7,2.28,2.24,1.8,1.84,1.78,1.56,1.56,1.55,1.49,1.41,1.49,1.3,1.13,1.21,1.08,1.04,1.11,1.06,0.95,1.06,1.11,1.16,1.01,1.02,0.94,0.83,0.81,0.82,0.72,0.85,0.72,0.76,0.71,0.65,0.64,0.65,0.63,0.63,0.55,0.58,0.56,0.65,0.48,0.42,0.46,0.35,0.35,0.34,0.37,0.37,0.35,0.35,0.32,0.33,0.29,0.3,0.33,0.3,0.29,0.28,0.27,0.28,0.28,0.28,0.25,0.27,0.26,0.25,0.27,0.28,0.24,0.26,0.24,0.27,0.25,0.25,0.22,0.25,0.22,0.23,0.23,0.23,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.22,0.18,0.19,0.2,0.18,0.17,0.18,0.21,0.14,0.16,0.14,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.09,0.12,0.11,0.11,0.11,0.1,0.09,0.09,0.09,0.0,0.06,0.02,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/26/2021,6.5,6.33,5.75,4.51,3.91,3.8,3.21,2.71,2.34,2.24,1.8,1.84,1.79,1.59,1.56,1.54,1.48,1.4,1.48,1.31,1.16,1.21,1.06,1.05,1.1,1.06,0.96,1.05,1.13,1.16,0.98,1.02,0.94,0.82,0.81,0.82,0.71,0.85,0.73,0.77,0.71,0.65,0.64,0.65,0.63,0.65,0.56,0.58,0.56,0.64,0.49,0.43,0.45,0.35,0.35,0.35,0.39,0.37,0.35,0.35,0.32,0.33,0.29,0.3,0.33,0.3,0.29,0.28,0.28,0.28,0.29,0.28,0.25,0.27,0.26,0.25,0.27,0.29,0.24,0.26,0.23,0.27,0.26,0.25,0.22,0.25,0.22,0.23,0.23,0.23,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.21,0.18,0.19,0.19,0.18,0.17,0.18,0.22,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.12,0.11,0.09,0.12,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.0,0.06,0.02,0.02,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/27/2021,6.5,6.31,5.82,4.48,3.9,3.76,3.25,2.7,2.34,2.23,1.79,1.86,1.78,1.63,1.54,1.53,1.46,1.45,1.47,1.3,1.18,1.21,1.06,1.04,1.1,1.05,0.95,1.04,1.21,1.17,0.99,1.0,0.93,0.81,0.81,0.81,0.72,0.84,0.72,0.79,0.69,0.64,0.66,0.65,0.63,0.64,0.55,0.57,0.55,0.63,0.49,0.43,0.46,0.35,0.35,0.35,0.38,0.36,0.35,0.35,0.32,0.0,0.0,0.3,0.0,0.29,0.0,0.28,0.0,0.0,0.29,0.28,0.0,0.27,0.0,0.0,0.0,0.28,0.0,0.26,0.25,0.0,0.26,0.0,0.21,0.0,0.22,0.23,0.0,0.0,0.0,0.2,0.19,0.19,0.2,0.0,0.0,0.22,0.0,0.0,0.19,0.17,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.11,0.11,0.09,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.08,0.0,0.33,0.33,0.29,0.29,0.28,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.21,0.21,0.2,0.19,0.18,0.18,0.16,0.15,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.09,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
07/28/2021,6.44,6.34,5.79,4.5,3.9,3.79,3.24,2.71,2.32,2.24,1.78,1.87,1.77,1.63,1.57,1.54,1.46,1.45,1.48,1.26,1.18,1.21,1.08,1.03,1.08,1.05,0.95,1.04,1.2,1.16,0.98,1.0,0.93,0.8,0.81,0.82,0.72,0.85,0.73,0.78,0.69,0.64,0.66,0.65,0.64,0.63,0.55,0.57,0.56,0.64,0.5,0.44,0.46,0.35,0.36,0.35,0.39,0.37,0.35,0.35,0.32,0.34,0.29,0.3,0.32,0.29,0.29,0.28,0.28,0.28,0.29,0.29,0.25,0.27,0.26,0.25,0.3,0.28,0.24,0.26,0.24,0.27,0.26,0.25,0.22,0.25,0.22,0.23,0.22,0.23,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.22,0.18,0.18,0.19,0.18,0.17,0.18,0.22,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.11,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/29/2021,6.45,6.34,5.8,4.5,3.9,3.79,3.24,2.71,2.32,2.24,1.78,1.87,1.77,1.63,1.57,1.54,1.46,1.45,1.48,1.26,1.18,1.21,1.08,1.03,1.08,1.05,0.95,1.04,1.2,1.16,0.98,1.0,0.93,0.8,0.81,0.82,0.72,0.85,0.73,0.78,0.69,0.64,0.66,0.65,0.64,0.63,0.55,0.57,0.56,0.64,0.5,0.44,0.46,0.35,0.36,0.35,0.39,0.37,0.35,0.35,0.32,0.34,0.29,0.3,0.32,0.29,0.29,0.28,0.28,0.28,0.29,0.29,0.25,0.27,0.26,0.25,0.3,0.28,0.24,0.26,0.24,0.27,0.26,0.25,0.22,0.25,0.22,0.23,0.22,0.23,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.22,0.18,0.18,0.19,0.18,0.17,0.18,0.22,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.11,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
07/30/2021,6.44,6.36,5.77,4.57,3.87,3.8,3.13,2.7,2.33,2.25,1.79,1.85,1.8,1.65,1.64,1.56,1.45,1.45,1.51,1.25,1.15,1.22,1.09,1.04,1.09,1.04,0.94,1.05,1.18,1.14,0.98,1.01,0.92,0.78,0.82,0.81,0.72,0.84,0.74,0.77,0.68,0.64,0.67,0.64,0.64,0.64,0.55,0.57,0.55,0.65,0.49,0.43,0.46,0.35,0.37,0.35,0.4,0.36,0.34,0.35,0.32,0.34,0.29,0.3,0.31,0.3,0.29,0.27,0.28,0.28,0.29,0.28,0.26,0.27,0.26,0.24,0.31,0.28,0.24,0.25,0.24,0.26,0.26,0.25,0.21,0.25,0.22,0.23,0.23,0.23,0.21,0.19,0.2,0.18,0.2,0.21,0.2,0.22,0.17,0.18,0.2,0.18,0.17,0.17,0.21,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/02/2021,6.44,6.33,5.8,4.45,3.94,3.85,3.24,2.71,2.35,2.26,1.76,1.86,1.8,1.68,1.62,1.54,1.42,1.45,1.61,1.23,1.15,1.21,1.07,1.03,1.07,1.03,0.96,1.05,1.16,1.15,0.99,1.02,0.89,0.77,0.83,0.79,0.73,0.81,0.76,0.75,0.68,0.63,0.67,0.67,0.63,0.63,0.55,0.57,0.54,0.65,0.5,0.44,0.45,0.36,0.38,0.35,0.39,0.38,0.33,0.35,0.32,0.34,0.27,0.3,0.3,0.29,0.29,0.28,0.27,0.28,0.29,0.28,0.27,0.27,0.26,0.24,0.33,0.28,0.24,0.25,0.24,0.26,0.25,0.24,0.21,0.25,0.22,0.24,0.23,0.22,0.22,0.2,0.2,0.19,0.2,0.21,0.2,0.22,0.17,0.17,0.2,0.18,0.17,0.18,0.2,0.13,0.16,0.14,0.14,0.11,0.15,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/03/2021,6.36,6.31,5.91,4.43,3.93,3.91,3.33,2.62,2.34,2.27,1.74,1.84,1.8,1.7,1.63,1.52,1.44,1.45,1.63,1.23,1.12,1.19,1.06,1.03,1.07,1.02,0.9,1.05,1.18,1.16,0.99,0.99,0.88,0.78,0.82,0.8,0.72,0.81,0.75,0.0,0.69,0.0,0.65,0.69,0.62,0.64,0.54,0.57,0.54,0.0,0.5,0.44,0.46,0.37,0.39,0.35,0.4,0.38,0.34,0.34,0.32,0.0,0.0,0.3,0.0,0.3,0.0,0.27,0.0,0.0,0.29,0.29,0.25,0.27,0.0,0.0,0.0,0.28,0.0,0.26,0.24,0.0,0.25,0.0,0.21,0.0,0.21,0.23,0.0,0.0,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.22,0.0,0.0,0.2,0.18,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.06,0.02,0.04,0.0,0.0,0.01,0.08,0.0,0.3,0.35,0.27,0.27,0.29,0.28,0.33,0.26,0.26,0.25,0.0,0.24,0.24,0.24,0.22,0.2,0.23,0.21,0.21,0.19,0.17,0.17,0.17,0.16,0.15,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.66,0.64,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/04/2021,6.36,6.31,5.91,4.43,3.93,3.91,3.33,2.62,2.34,2.27,1.74,1.84,1.8,1.7,1.63,1.52,1.44,1.45,1.63,1.23,1.12,1.19,1.06,1.03,1.07,1.02,0.9,1.05,1.18,1.16,0.99,0.99,0.88,0.78,0.82,0.8,0.72,0.81,0.75,0.79,0.69,0.64,0.65,0.69,0.62,0.64,0.54,0.57,0.54,0.66,0.5,0.44,0.46,0.37,0.39,0.35,0.4,0.38,0.34,0.34,0.32,0.35,0.27,0.3,0.3,0.3,0.29,0.27,0.27,0.28,0.29,0.29,0.25,0.27,0.26,0.24,0.33,0.28,0.24,0.26,0.24,0.26,0.25,0.24,0.21,0.25,0.21,0.23,0.23,0.22,0.21,0.19,0.2,0.19,0.2,0.21,0.19,0.22,0.17,0.17,0.2,0.18,0.17,0.17,0.2,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/05/2021,6.36,6.31,5.91,4.43,3.93,3.91,3.33,2.62,2.34,2.27,1.74,1.84,1.8,1.7,1.63,1.52,1.44,1.45,1.63,1.23,1.12,1.19,1.06,1.03,1.07,1.02,0.9,1.05,1.18,1.16,0.99,0.99,0.88,0.78,0.82,0.8,0.72,0.81,0.75,0.79,0.69,0.64,0.65,0.69,0.62,0.64,0.54,0.57,0.54,0.66,0.5,0.44,0.46,0.37,0.39,0.35,0.4,0.38,0.34,0.34,0.32,0.35,0.27,0.3,0.3,0.3,0.29,0.27,0.27,0.28,0.29,0.29,0.25,0.27,0.26,0.24,0.33,0.28,0.24,0.26,0.24,0.26,0.25,0.24,0.21,0.25,0.21,0.23,0.23,0.22,0.21,0.19,0.2,0.19,0.2,0.21,0.19,0.22,0.17,0.17,0.2,0.18,0.17,0.17,0.2,0.13,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.12,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.09,0.09,0.0,0.06,0.02,0.04,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/06/2021,6.38,6.13,5.98,4.46,3.9,3.81,3.39,2.65,2.39,2.19,1.71,1.86,1.79,1.72,1.62,1.55,1.45,1.48,1.58,1.22,1.18,1.18,1.06,1.01,1.09,1.02,0.94,1.05,1.16,1.17,0.99,0.99,0.89,0.76,0.82,0.8,0.74,0.82,0.76,0.77,0.69,0.62,0.68,0.67,0.62,0.66,0.54,0.57,0.55,0.6,0.49,0.46,0.46,0.38,0.41,0.35,0.39,0.37,0.34,0.35,0.32,0.34,0.28,0.3,0.31,0.3,0.29,0.28,0.28,0.29,0.28,0.28,0.26,0.27,0.26,0.24,0.33,0.28,0.25,0.25,0.23,0.25,0.26,0.25,0.21,0.25,0.21,0.22,0.23,0.22,0.21,0.19,0.2,0.19,0.2,0.22,0.19,0.23,0.17,0.17,0.2,0.17,0.17,0.18,0.21,0.13,0.16,0.15,0.14,0.11,0.14,0.13,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.09,0.09,0.0,0.06,0.02,0.05,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/10/2021,6.34,6.11,5.9,4.39,3.92,3.85,3.3,2.67,2.37,1.14,1.7,1.92,2.01,1.68,1.62,1.52,1.39,1.48,1.56,1.22,1.21,1.2,1.08,1.0,1.08,1.01,0.93,1.03,1.2,1.19,1.04,1.02,0.93,0.77,0.85,0.78,0.72,0.84,0.74,0.78,0.67,0.62,0.66,0.66,0.65,0.64,0.54,0.59,0.55,0.62,0.49,0.45,0.46,0.38,0.4,0.35,0.39,0.37,0.33,0.34,0.32,0.35,0.28,0.3,0.32,0.3,0.29,0.28,0.28,0.28,0.28,0.13,0.25,0.27,0.26,0.24,0.33,0.27,0.24,0.26,0.26,0.25,0.26,0.24,0.2,0.25,0.21,0.22,0.23,0.23,0.22,0.18,0.2,0.19,0.19,0.21,0.19,0.22,0.16,0.17,0.21,0.17,0.17,0.18,0.21,0.13,0.17,0.14,0.15,0.11,0.15,0.13,0.12,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.1,0.09,0.09,0.0,0.06,0.01,1.18,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/11/2021,6.34,6.11,5.9,4.39,3.92,3.85,3.3,2.67,2.37,1.14,1.7,1.92,2.01,1.68,1.62,1.52,1.39,1.48,1.56,1.22,1.21,1.2,1.08,1.0,1.08,1.01,0.93,1.03,1.2,1.19,1.04,1.02,0.93,0.77,0.85,0.78,0.72,0.84,0.74,0.78,0.67,0.62,0.66,0.66,0.65,0.64,0.54,0.59,0.55,0.62,0.49,0.45,0.46,0.38,0.4,0.35,0.39,0.37,0.33,0.34,0.32,0.35,0.28,0.3,0.32,0.3,0.29,0.28,0.28,0.28,0.28,0.13,0.25,0.27,0.26,0.24,0.33,0.27,0.24,0.26,0.26,0.25,0.26,0.24,0.2,0.25,0.21,0.22,0.23,0.23,0.22,0.18,0.2,0.19,0.19,0.21,0.19,0.22,0.16,0.17,0.21,0.17,0.17,0.18,0.21,0.13,0.17,0.14,0.15,0.11,0.15,0.13,0.12,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.1,0.09,0.09,0.0,0.06,0.01,1.18,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/13/2021,6.29,6.13,5.9,4.48,3.88,3.92,3.26,2.68,2.43,1.34,1.74,1.88,2.0,1.68,1.59,1.52,1.37,1.48,1.56,1.22,1.25,1.2,1.07,1.02,1.1,0.99,0.92,1.02,1.19,1.15,1.0,1.01,0.91,0.76,0.84,0.76,0.73,0.81,0.74,0.76,0.67,0.62,0.66,0.66,0.64,0.64,0.57,0.61,0.55,0.59,0.48,0.43,0.46,0.38,0.4,0.36,0.37,0.36,0.33,0.35,0.32,0.37,0.28,0.3,0.31,0.3,0.29,0.26,0.27,0.28,0.27,0.13,0.25,0.28,0.26,0.24,0.32,0.26,0.24,0.26,0.26,0.25,0.25,0.26,0.21,0.25,0.21,0.22,0.23,0.22,0.21,0.18,0.2,0.19,0.19,0.21,0.19,0.22,0.16,0.16,0.2,0.17,0.17,0.18,0.21,0.13,0.16,0.14,0.15,0.11,0.16,0.12,0.12,0.11,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.08,0.08,0.0,0.06,0.01,1.17,0.0,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,6.27,6.05,5.9,4.42,3.9,4.01,3.24,2.61,2.43,1.49,1.73,1.85,2.01,1.68,1.59,1.54,1.37,1.49,1.56,1.21,1.22,1.2,1.06,1.02,1.08,0.95,0.92,1.06,1.23,1.14,1.0,1.01,0.87,0.76,0.83,0.76,0.74,0.77,0.72,0.77,0.7,0.62,0.66,0.65,0.64,0.69,0.56,0.61,0.56,0.61,0.49,0.44,0.45,0.38,0.39,0.36,0.38,0.36,0.33,0.35,0.32,0.36,0.28,0.3,0.3,0.3,0.29,0.26,0.28,0.28,0.27,0.02,0.25,0.28,0.26,0.24,0.33,0.26,0.24,0.26,0.26,0.24,0.25,0.26,0.21,0.25,0.21,0.21,0.23,0.22,0.2,0.19,0.2,0.19,0.2,0.21,0.18,0.21,0.16,0.16,0.2,0.17,0.17,0.18,0.2,0.13,0.16,0.13,0.15,0.11,0.16,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.08,0.08,0.08,0.06,0.09,1.21,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
