,NVDA,TSLA,V,HD,MA,PYPL,ADBE,VZ,CRM,CSCO,KO,PEP,TMO,LLY,TXN,MCD,LIN,UNP,AMGN,BLK,SBUX,INTU,MS,AMAT,TGT,AMT,CAT,AXP,AMD,NOW,DE,SCHW,SPGI,SQ,ZTS,BKNG,MU,PLD,FIS,LRCX,ADP,CCI,TJX,PNC,CSX,CME,ATVI,CB,MMC,EQIX,TFC,EL,MELI,ILMN,ITW,ICE,CL,FISV,ADSK,APD,ADI,TWLO,MCO,REGN,WM,ETN,HUM,HCA,PGR,IDXX,NXPI,DOCU,BIIB,VRTX,NEM,ROP,EBAY,TROW,TEL,ALGN,LULU,A,MRVL,KMB,TT,CMG,DXCM,SPG,APTV,SNPS,CNC,WDAY,INFO,APH,DD,BK,EA,BAX,PRU,PH,PPG,CARR,ALL,CDNS,TRV,MSI,HPQ,IFF,GIS,CTSH,CTAS,RMD,CMI,FTNT,HLT,AFL,WBA,SBAC,PAYX,WELL,XLNX,OTIS,MTD,SWK,FRC,ROK,DHI,SWKS,WCN.TO,GLW,ANSS,SIVB,OKTA,FAST,PCAR,STT,CBRE,KEYS,CPRT,AMP,ZBRA,WLTW,AWK,AJG,BLL,LH,GNRC,WST,MXIM,VRSK,EQR,HUBS,DELL,BBY,KSU,ODFL,CDW,RSG,ARE,CERN,NET,KDP,ETSY,URI,VRSN,TDOC,BURL,WAT,GRMN,FTV,IP,IT,NTRS,VMC,CLX,RNG,SPLK,ANET,HBAN,TRMB,CHD,STE,WDC,WORK,EXPD,MLM,TRU,KMX,DOV,VTR,TSCO,XYL,HIG,MKC,QRVO,DRI,CFG,BR,AKAM,TYL,TDY,POOL,CTLT,RF,ALLY,NDAQ,ALB,AVTR,PEAK,GWW,HZNP,COO,XTSLA,DPZ,PAYC,DRE,DDOG,HOLX,ZS,DGX,KEY,IR,STX,HPE,PODD,PKI,SUM
07/23/2021,3.04,3.35,2.72,2.31,2.19,2.19,1.92,1.52,1.45,1.49,1.51,1.42,1.36,1.26,1.14,1.15,1.0,0.95,0.94,0.88,0.91,0.92,0.86,0.8,0.84,0.83,0.75,0.76,0.7,0.73,0.68,0.65,0.66,0.63,0.63,0.58,0.56,0.62,0.59,0.57,0.57,0.58,0.53,0.51,0.47,0.49,0.47,0.5,0.47,0.49,0.48,0.49,0.46,0.47,0.48,0.44,0.44,0.43,0.43,0.42,0.39,0.41,0.42,0.41,0.41,0.4,0.39,0.45,0.36,0.38,0.35,0.37,0.32,0.34,0.32,0.34,0.31,0.31,0.3,0.3,0.31,0.3,0.3,0.31,0.31,0.29,0.28,0.27,0.27,0.28,0.27,0.27,0.29,0.27,0.26,0.27,0.27,0.27,0.26,0.25,0.25,0.27,0.26,0.26,0.25,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.23,0.22,0.24,0.24,0.24,0.21,0.23,0.22,0.22,0.22,0.23,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.0,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.78999999999999
07/26/2021,3.14,3.29,2.7,2.3,2.2,2.2,1.92,1.51,1.54,1.49,1.51,1.4,1.32,1.26,1.17,1.15,1.01,0.95,0.92,0.88,0.92,0.92,0.88,0.83,0.84,0.81,0.75,0.77,0.71,0.73,0.69,0.66,0.66,0.66,0.61,0.59,0.56,0.61,0.59,0.6,0.57,0.57,0.53,0.51,0.47,0.5,0.46,0.5,0.47,0.48,0.49,0.49,0.45,0.46,0.47,0.44,0.43,0.43,0.43,0.42,0.4,0.41,0.42,0.4,0.4,0.4,0.39,0.44,0.36,0.37,0.36,0.37,0.32,0.33,0.32,0.34,0.31,0.31,0.3,0.3,0.31,0.3,0.31,0.3,0.31,0.32,0.28,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.26,0.27,0.26,0.27,0.26,0.26,0.25,0.27,0.25,0.26,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.23,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.21,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.2,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.0,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.97
07/27/2021,3.17,3.26,2.7,2.3,2.21,2.21,1.95,1.51,1.57,1.5,1.51,1.4,1.35,1.27,1.1,1.16,1.01,0.96,0.92,0.86,0.94,0.93,0.88,0.82,0.84,0.82,0.74,0.76,0.72,0.74,0.68,0.63,0.66,0.66,0.62,0.59,0.55,0.61,0.59,0.59,0.57,0.54,0.53,0.5,0.49,0.49,0.46,0.49,0.48,0.48,0.48,0.49,0.47,0.46,0.47,0.44,0.43,0.43,0.44,0.42,0.39,0.42,0.42,0.4,0.4,0.41,0.39,0.44,0.36,0.38,0.35,0.37,0.32,0.33,0.31,0.34,0.32,0.31,0.3,0.31,0.32,0.3,0.3,0.3,0.31,0.33,0.28,0.27,0.27,0.28,0.28,0.28,0.28,0.27,0.26,0.27,0.27,0.27,0.26,0.25,0.25,0.27,0.25,0.26,0.24,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.23,0.25,0.22,0.23,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.21,0.22,0.23,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.0,0.14,0.14,0.13,0.0,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.14,0.15,0.13,0.13,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.92
07/28/2021,3.13,3.19,2.73,2.32,2.25,2.22,1.93,1.5,1.56,1.51,1.51,1.4,1.35,1.29,1.11,1.17,1.01,0.95,0.92,0.85,0.96,0.94,0.86,0.82,0.84,0.82,0.74,0.77,0.72,0.75,0.68,0.63,0.65,0.67,0.62,0.59,0.55,0.61,0.6,0.59,0.57,0.54,0.53,0.5,0.49,0.49,0.46,0.49,0.48,0.48,0.47,0.5,0.46,0.47,0.46,0.44,0.43,0.43,0.44,0.42,0.39,0.42,0.41,0.4,0.4,0.4,0.39,0.44,0.36,0.38,0.35,0.37,0.32,0.34,0.31,0.34,0.32,0.3,0.3,0.31,0.32,0.3,0.3,0.3,0.31,0.33,0.29,0.26,0.27,0.28,0.28,0.28,0.28,0.28,0.26,0.27,0.27,0.27,0.26,0.25,0.25,0.28,0.25,0.26,0.24,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.23,0.25,0.22,0.23,0.22,0.24,0.24,0.24,0.22,0.24,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.18,0.17,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.13,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.0,0.0,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.97
07/29/2021,3.09,3.27,2.75,2.31,2.26,2.21,1.92,1.5,1.56,1.52,1.51,1.4,1.35,1.28,1.12,1.18,1.01,0.96,0.92,0.86,0.96,0.94,0.88,0.82,0.84,0.82,0.75,0.76,0.72,0.74,0.69,0.63,0.64,0.66,0.62,0.59,0.55,0.61,0.6,0.59,0.57,0.54,0.53,0.51,0.49,0.49,0.45,0.49,0.49,0.48,0.48,0.5,0.46,0.47,0.46,0.44,0.44,0.43,0.45,0.42,0.39,0.41,0.41,0.4,0.4,0.4,0.39,0.43,0.36,0.38,0.35,0.37,0.33,0.33,0.31,0.34,0.32,0.3,0.3,0.31,0.32,0.3,0.31,0.3,0.31,0.33,0.28,0.27,0.28,0.28,0.27,0.28,0.28,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.25,0.28,0.25,0.26,0.24,0.24,0.23,0.24,0.23,0.24,0.24,0.24,0.23,0.25,0.23,0.23,0.22,0.24,0.24,0.24,0.21,0.24,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.2,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.17,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.0,0.14,0.14,0.13,0.0,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.13,0.14,0.15,0.0,0.13,0.0,0.14,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08
07/30/2021,3.09,3.22,2.77,2.29,2.25,2.17,1.92,1.51,1.54,1.52,1.52,1.42,1.36,1.29,1.11,1.19,1.02,0.95,0.92,0.85,0.97,0.93,0.89,0.8,0.84,0.83,0.74,0.77,0.72,0.75,0.69,0.63,0.65,0.64,0.62,0.6,0.54,0.62,0.61,0.58,0.58,0.55,0.53,0.51,0.48,0.49,0.42,0.5,0.48,0.49,0.48,0.49,0.46,0.46,0.47,0.44,0.44,0.45,0.44,0.42,0.39,0.4,0.42,0.4,0.4,0.4,0.39,0.44,0.36,0.38,0.35,0.37,0.33,0.34,0.32,0.34,0.32,0.3,0.3,0.3,0.32,0.3,0.3,0.3,0.31,0.33,0.28,0.27,0.28,0.28,0.27,0.27,0.28,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.25,0.28,0.26,0.26,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.25,0.23,0.25,0.23,0.23,0.22,0.24,0.24,0.24,0.21,0.24,0.23,0.21,0.22,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.17,0.2,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.19,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.0,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.14,0.14,0.13,0.0,0.0,0.14,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.02
08/02/2021,3.14,3.36,2.72,2.28,2.23,2.03,1.92,1.5,1.53,1.5,1.51,1.4,1.36,1.29,1.13,1.18,1.01,0.94,0.9,0.86,0.93,0.93,0.88,0.81,0.85,0.81,0.75,0.76,0.81,0.74,0.69,0.64,0.66,0.64,0.63,0.59,0.56,0.61,0.6,0.57,0.58,0.54,0.53,0.51,0.47,0.5,0.42,0.49,0.48,0.45,0.48,0.5,0.48,0.46,0.47,0.44,0.43,0.44,0.45,0.42,0.4,0.41,0.41,0.4,0.4,0.41,0.36,0.44,0.36,0.39,0.37,0.36,0.32,0.34,0.32,0.33,0.32,0.3,0.31,0.33,0.32,0.3,0.31,0.3,0.31,0.34,0.28,0.27,0.29,0.28,0.26,0.27,0.28,0.28,0.26,0.28,0.27,0.25,0.26,0.26,0.25,0.29,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.25,0.24,0.25,0.22,0.25,0.24,0.23,0.22,0.24,0.24,0.24,0.23,0.24,0.23,0.21,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.2,0.2,0.19,0.17,0.2,0.17,0.17,0.19,0.17,0.19,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.16,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.14,0.15,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.10000000000001
08/03/2021,3.12,3.41,2.7,2.28,2.21,1.98,1.92,1.49,1.52,1.51,1.51,1.4,1.37,1.28,1.13,1.17,1.04,0.95,0.9,0.86,0.92,0.94,0.88,0.83,0.84,0.81,0.73,0.75,0.83,0.75,0.7,0.63,0.67,0.62,0.62,0.58,0.56,0.61,0.6,0.59,0.58,0.54,0.53,0.5,0.48,0.49,0.42,0.49,0.48,0.47,0.47,0.5,0.46,0.47,0.46,0.44,0.41,0.45,0.46,0.42,0.4,0.39,0.41,0.39,0.41,0.41,0.35,0.44,0.36,0.37,0.37,0.36,0.32,0.34,0.32,0.33,0.3,0.3,0.32,0.34,0.32,0.3,0.31,0.3,0.31,0.34,0.32,0.27,0.29,0.28,0.26,0.27,0.28,0.28,0.26,0.28,0.27,0.25,0.26,0.26,0.25,0.29,0.25,0.27,0.24,0.24,0.23,0.24,0.23,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.22,0.24,0.24,0.23,0.24,0.24,0.22,0.21,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.19,0.17,0.2,0.17,0.17,0.19,0.17,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.00999999999999
08/04/2021,3.12,3.41,2.7,2.28,2.21,1.98,1.92,1.49,1.52,1.51,1.51,1.4,1.37,1.28,1.13,1.17,1.04,0.95,0.9,0.86,0.92,0.94,0.88,0.83,0.84,0.81,0.73,0.75,0.83,0.75,0.7,0.63,0.67,0.62,0.62,0.58,0.56,0.61,0.6,0.59,0.58,0.54,0.53,0.5,0.48,0.49,0.42,0.49,0.48,0.47,0.47,0.5,0.46,0.47,0.46,0.44,0.41,0.45,0.46,0.42,0.4,0.39,0.41,0.39,0.41,0.41,0.35,0.44,0.36,0.37,0.37,0.36,0.32,0.34,0.32,0.33,0.3,0.3,0.32,0.34,0.32,0.3,0.31,0.3,0.31,0.34,0.32,0.27,0.29,0.28,0.26,0.27,0.28,0.28,0.26,0.28,0.27,0.25,0.26,0.26,0.25,0.29,0.25,0.27,0.24,0.24,0.23,0.24,0.23,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.22,0.24,0.24,0.23,0.24,0.24,0.22,0.21,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.19,0.17,0.2,0.17,0.17,0.19,0.17,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.00999999999999
08/05/2021,3.12,3.41,2.7,2.28,2.21,1.98,1.92,1.49,1.52,1.51,1.51,1.4,1.37,1.28,1.13,1.17,1.04,0.95,0.9,0.86,0.92,0.94,0.88,0.83,0.84,0.81,0.73,0.75,0.83,0.75,0.7,0.63,0.67,0.62,0.62,0.58,0.56,0.61,0.6,0.59,0.58,0.54,0.53,0.5,0.48,0.49,0.42,0.49,0.48,0.47,0.47,0.5,0.46,0.47,0.46,0.44,0.41,0.45,0.46,0.42,0.4,0.39,0.41,0.39,0.41,0.41,0.35,0.44,0.36,0.37,0.37,0.36,0.32,0.34,0.32,0.33,0.3,0.3,0.32,0.34,0.32,0.3,0.31,0.3,0.31,0.34,0.32,0.27,0.29,0.28,0.26,0.27,0.28,0.28,0.26,0.28,0.27,0.25,0.26,0.26,0.25,0.29,0.25,0.27,0.24,0.24,0.23,0.24,0.23,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.22,0.24,0.24,0.23,0.24,0.24,0.22,0.21,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.19,0.17,0.2,0.17,0.17,0.19,0.17,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.00999999999999
08/06/2021,3.16,3.51,2.59,2.3,2.1,1.96,1.91,1.48,1.51,1.53,1.5,1.39,1.36,1.34,1.12,1.14,1.02,0.95,0.91,0.86,0.9,0.93,0.88,0.84,0.84,0.81,0.73,0.74,0.88,0.74,0.7,0.63,0.68,0.68,0.62,0.56,0.58,0.62,0.52,0.59,0.59,0.54,0.53,0.51,0.48,0.48,0.4,0.5,0.49,0.47,0.48,0.49,0.45,0.47,0.47,0.43,0.41,0.42,0.46,0.42,0.4,0.38,0.41,0.4,0.41,0.42,0.35,0.44,0.36,0.38,0.38,0.35,0.33,0.33,0.32,0.33,0.3,0.31,0.32,0.34,0.33,0.3,0.32,0.3,0.32,0.34,0.32,0.27,0.29,0.28,0.26,0.27,0.29,0.28,0.26,0.28,0.26,0.25,0.26,0.26,0.25,0.3,0.25,0.27,0.24,0.24,0.24,0.24,0.23,0.26,0.24,0.26,0.22,0.27,0.22,0.23,0.22,0.24,0.24,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.2,0.22,0.21,0.21,0.2,0.19,0.21,0.18,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.17,0.19,0.16,0.2,0.17,0.19,0.19,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.15,0.0,0.0,0.15,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.14,0.15,0.15,0.16,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.14,0.14,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.03
08/09/2021,3.27,3.51,2.61,2.3,2.11,2.0,1.94,1.47,1.56,1.51,1.48,1.36,1.37,1.38,1.14,1.13,1.02,0.94,0.86,0.87,0.9,0.94,0.88,0.83,0.84,0.8,0.72,0.74,0.87,0.75,0.69,0.64,0.68,0.7,0.62,0.58,0.58,0.62,0.52,0.59,0.58,0.54,0.53,0.51,0.47,0.48,0.4,0.5,0.49,0.48,0.48,0.48,0.51,0.48,0.46,0.43,0.41,0.42,0.46,0.41,0.4,0.39,0.42,0.41,0.4,0.41,0.34,0.43,0.36,0.39,0.38,0.36,0.33,0.34,0.31,0.33,0.29,0.31,0.31,0.34,0.33,0.3,0.31,0.29,0.3,0.34,0.32,0.28,0.28,0.29,0.25,0.27,0.29,0.28,0.26,0.28,0.25,0.24,0.26,0.25,0.25,0.3,0.25,0.27,0.24,0.24,0.23,0.24,0.23,0.25,0.24,0.25,0.22,0.27,0.22,0.23,0.22,0.24,0.24,0.23,0.24,0.24,0.23,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.18,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.17,0.19,0.16,0.2,0.17,0.19,0.19,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.15,0.0,0.0,0.15,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.13,0.13,0.0,0.15,0.0,0.14,0.0,0.15,0.0,0.15,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,89.14999999999999
08/10/2021,3.23,3.44,2.62,2.27,2.13,1.99,1.93,1.46,1.56,1.5,1.49,1.36,1.36,1.37,1.14,1.13,1.03,0.95,0.85,0.87,0.9,0.94,0.9,0.84,0.83,0.8,0.73,0.75,0.85,0.74,0.7,0.66,0.68,0.69,0.61,0.57,0.59,0.61,0.53,0.59,0.58,0.54,0.53,0.52,0.47,0.48,0.41,0.5,0.49,0.47,0.49,0.49,0.5,0.47,0.46,0.43,0.41,0.43,0.47,0.41,0.4,0.38,0.41,0.41,0.4,0.42,0.35,0.44,0.36,0.37,0.38,0.36,0.33,0.33,0.31,0.33,0.29,0.31,0.32,0.33,0.32,0.3,0.31,0.29,0.3,0.34,0.32,0.28,0.28,0.29,0.25,0.27,0.29,0.28,0.26,0.28,0.25,0.24,0.27,0.25,0.25,0.3,0.25,0.27,0.25,0.25,0.23,0.24,0.23,0.25,0.24,0.26,0.22,0.27,0.22,0.24,0.22,0.24,0.24,0.23,0.24,0.24,0.23,0.2,0.23,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.19,0.2,0.18,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.18,0.19,0.17,0.2,0.17,0.19,0.19,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.14,0.15,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.15,0.0,0.0,0.15,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.0,0.15,0.15,0.14,0.16,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.17,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,89.12
08/11/2021,3.23,3.44,2.62,2.27,2.13,1.99,1.93,1.46,1.56,1.5,1.49,1.36,1.36,1.37,1.14,1.13,1.03,0.95,0.85,0.87,0.9,0.94,0.9,0.84,0.83,0.8,0.73,0.75,0.85,0.74,0.7,0.66,0.68,0.69,0.61,0.57,0.59,0.61,0.53,0.59,0.58,0.54,0.53,0.52,0.47,0.48,0.41,0.5,0.49,0.47,0.49,0.49,0.5,0.47,0.46,0.43,0.41,0.43,0.47,0.41,0.4,0.38,0.41,0.41,0.4,0.42,0.35,0.44,0.36,0.37,0.38,0.36,0.33,0.33,0.31,0.33,0.29,0.31,0.32,0.33,0.32,0.3,0.31,0.29,0.3,0.34,0.32,0.28,0.28,0.29,0.25,0.27,0.29,0.28,0.26,0.28,0.25,0.24,0.27,0.25,0.25,0.3,0.25,0.27,0.25,0.25,0.23,0.24,0.23,0.25,0.24,0.26,0.22,0.27,0.22,0.24,0.22,0.24,0.24,0.23,0.24,0.24,0.23,0.2,0.23,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.19,0.2,0.18,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.18,0.19,0.17,0.2,0.17,0.19,0.19,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.14,0.15,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.15,0.0,0.0,0.15,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.0,0.15,0.15,0.14,0.16,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.17,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,89.12
