,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,AZN.L,SAP.DE,ULVR.L,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,ALV.DE,GSK.L,RIO.L,BATS.L,BP.L,SU.PA,RDSA.AS,AI.PA,ENEL.MI,AIR.PA,RYDBF,DAI.DE,BAS.DE,ADYEN.AS,IBE.MC,ADS.DE,DTE.DE,DPW.DE,BNP.PA,SAN.MC,—,KER.PA,RITN.,BHP.L,BAYN.DE,ABI.BR,ZURN.SW,ABBN.SW,RKT.L,DG.PA,EL.PA,LONN.SW,REL.L,IFX.DE,GLEN.L,UBSG.SW,INGA.AS,PRU.L,CS.PA,SAF.PA,AAL.L,DSV.CO,SIKA.SW,LLOY.L,VOD.L,NG.L,RMS.PA,ISP.MI,RI.PA,BN.PA,VOW3.DE,GIVN.SW,PHIA.AS,INVE B.ST,BBVA.MC,LSEG.L,PRX.AS,VWS.CO,BARC.L,STLA.MI,ERIC B.ST,CPG.L,ATCO A.ST,CRH.L,NDA SE.ST,MUV2.DE,CLNX.MC,VNA.DE,VOLV B.ST,ITX.MC,EXPN.L,PGHN.SW,DSYA.,AHT.L,BMW.DE,KNEBV.HE,SGO.PA,DB1.DE,ALC.SW,DSM.AS,ENI.MI,NOKIA.HE,FLTR.L,FERG.L,CAP.PA,AD.AS,AMS.MC,HOLN.SW,HEIA.AS,ML.PA,ASSA B.ST,LR.PA,EVO.ST,ORSTED.CO,SAND.ST,SREN.SW,HEXA B.ST,G.MI,DHER.DE,WKL.AS,NESTE.HE,DBK.DE,GEBN.SW,RACE.MI,VIV.PA,MRK.DE,EOAN.DE,GMAB.CO,UCG.MI,TSCO.L,TEP.PA,RWE.DE,CSGN.SW,WLN.PA,SAMPO.HE,STM.PA,AV.L,BA.L,BT.A.L,DNB.OL,AKZA.AS,TEF.MC,GLE.PA,ENGI.PA,DWNI.DE,SSE.L,LGEN.L,ORA.PA,COLO B.CO,LISP.SW,KRZ.IR,EQNR.OL,SOON.SW,KBC.BR,UPM.HE,MT.AS,ESSITY B.ST,HM B.ST,IMB.L,FRE.DE,ATCOB.ST,SN.L,ZAL.DE,HEN3.DE,CARL B.CO,SWED A.ST,LOGN.SW,SY1.DE,SGSN.SW,SEB A.ST,SGRO.L,TKWY.AS,SHB A.ST,SHL.DE,KNIN.SW,MAERSK B.CO,ARGX.BR,PAH3.DE,REP.MC,STAN.L,EDP.LS,CON.DE,SLHN.SW,STMN.SW,VIE.PA,ACA.PA,ASM.AS,FME.DE,CNHI.MI,III.L,WPP.L,HLMA.L,SCMN.SW,FER.MC,HFG.DE,NZYM B.CO,ENT.L,EDEN.PA,BNR.DE,KRX.IR,PUB.PA,MONC.MI,NWG.L,MTX.DE,NXT.L,EPI A.ST,CRDA.L,ERF.PA,ALO.PA,BAER.SW,MNDI.L,SPX.L,SRT3.,NN.AS,SK3.IR,DWN.,DWNEUR,RTO.L,NIBE B.ST,CFR.SW,DSY.PA,DIM.PA,SUM
08/25/2021,3.07,2.67,2.39,1.55,1.7,1.59,1.4,1.26,1.48,1.04,0.95,0.99,0.95,0.89,0.95,0.82,0.87,0.66,0.72,0.67,0.81,0.67,0.7,0.62,0.62,0.6,0.59,0.59,0.76,0.64,0.58,0.61,0.58,0.56,0.53,0.49,0.48,0.0,0.53,0.47,0.43,0.57,0.55,0.42,0.45,0.48,0.52,0.47,0.45,0.44,0.47,0.44,0.45,0.46,0.37,0.41,0.42,0.43,0.36,0.4,0.41,0.39,0.4,0.37,0.38,0.35,0.4,0.34,0.37,0.37,0.34,0.61,0.34,0.36,0.35,0.29,0.31,0.37,0.35,0.36,0.36,0.37,0.34,0.29,0.32,0.34,0.34,0.0,0.29,0.25,0.28,0.29,0.28,0.32,0.3,0.25,0.29,0.26,0.26,0.3,0.29,0.22,0.24,0.22,0.24,0.24,0.26,0.22,0.27,0.22,0.23,0.25,0.22,0.22,0.25,0.2,0.22,0.25,0.22,0.24,0.27,0.25,0.25,0.22,0.22,0.21,0.21,0.21,0.18,0.22,0.23,0.19,0.22,0.18,0.18,0.19,0.22,0.2,0.21,0.18,0.2,0.18,0.19,0.2,0.2,0.2,0.16,0.18,0.19,0.18,0.2,0.17,0.15,0.17,0.19,0.19,0.15,0.2,0.15,0.15,0.17,0.13,0.16,0.16,0.16,0.18,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.14,0.47,0.32,0.0,79.3
08/26/2021,3.04,2.71,2.38,1.58,1.7,1.56,1.4,1.25,1.46,1.05,0.94,0.97,0.94,0.9,0.95,0.82,0.86,0.66,0.72,0.68,0.8,0.68,0.7,0.61,0.62,0.61,0.59,0.59,0.78,0.63,0.58,0.6,0.58,0.57,0.53,0.49,0.49,0.0,0.53,0.47,0.43,0.56,0.54,0.41,0.45,0.48,0.52,0.47,0.44,0.45,0.47,0.44,0.46,0.46,0.36,0.42,0.42,0.43,0.36,0.4,0.4,0.4,0.4,0.37,0.38,0.35,0.4,0.35,0.37,0.37,0.34,0.6,0.35,0.36,0.35,0.29,0.31,0.37,0.35,0.36,0.36,0.37,0.33,0.29,0.31,0.34,0.34,0.0,0.29,0.25,0.28,0.29,0.28,0.32,0.3,0.25,0.29,0.26,0.26,0.29,0.29,0.22,0.24,0.22,0.24,0.25,0.26,0.22,0.27,0.23,0.23,0.25,0.22,0.22,0.25,0.21,0.22,0.26,0.22,0.23,0.26,0.25,0.24,0.23,0.22,0.21,0.21,0.21,0.18,0.22,0.23,0.19,0.22,0.17,0.18,0.2,0.21,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.17,0.18,0.2,0.18,0.2,0.17,0.15,0.17,0.19,0.19,0.14,0.21,0.14,0.15,0.17,0.0,0.16,0.16,0.16,0.18,0.14,0.14,0.17,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.0,0.13,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.13,0.14,0.49,0.32,0.0,79.22999999999999
08/27/2021,3.04,2.69,2.36,1.55,1.67,1.54,1.39,1.24,1.43,1.05,0.93,0.96,0.94,0.9,0.94,0.82,0.85,0.68,0.71,0.69,0.8,0.68,0.69,0.6,0.63,0.61,0.59,0.61,0.8,0.62,0.58,0.6,0.58,0.57,0.53,0.49,0.49,0.0,0.54,0.47,0.43,0.56,0.54,0.41,0.45,0.48,0.53,0.47,0.45,0.46,0.47,0.45,0.46,0.46,0.37,0.43,0.42,0.43,0.36,0.4,0.4,0.4,0.4,0.37,0.38,0.36,0.4,0.35,0.37,0.36,0.34,0.62,0.35,0.36,0.35,0.3,0.31,0.37,0.34,0.36,0.36,0.37,0.33,0.29,0.31,0.34,0.34,0.0,0.29,0.25,0.28,0.29,0.28,0.32,0.3,0.26,0.29,0.27,0.26,0.29,0.29,0.22,0.25,0.22,0.24,0.25,0.26,0.23,0.27,0.23,0.23,0.25,0.22,0.23,0.25,0.21,0.22,0.25,0.22,0.23,0.26,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.18,0.22,0.23,0.19,0.21,0.17,0.19,0.2,0.21,0.2,0.21,0.18,0.2,0.19,0.19,0.2,0.2,0.19,0.17,0.18,0.2,0.18,0.2,0.16,0.15,0.17,0.19,0.19,0.14,0.21,0.14,0.15,0.17,0.13,0.16,0.16,0.16,0.18,0.15,0.14,0.17,0.15,0.14,0.15,0.13,0.13,0.13,0.0,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.0,0.13,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.0,0.13,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.14,0.49,0.32,0.0,79.2
08/30/2021,3.02,2.72,2.35,1.54,1.66,1.56,1.39,1.24,1.43,1.04,0.94,0.96,0.93,0.9,0.95,0.82,0.85,0.67,0.72,0.69,0.8,0.69,0.7,0.6,0.64,0.62,0.6,0.6,0.77,0.62,0.58,0.59,0.58,0.58,0.54,0.5,0.49,0.0,0.54,0.46,0.43,0.56,0.54,0.41,0.45,0.48,0.52,0.47,0.46,0.46,0.47,0.45,0.47,0.46,0.37,0.43,0.41,0.43,0.36,0.4,0.39,0.39,0.39,0.37,0.37,0.37,0.4,0.34,0.37,0.37,0.34,0.62,0.35,0.37,0.35,0.31,0.31,0.37,0.36,0.36,0.35,0.37,0.33,0.29,0.3,0.34,0.34,0.0,0.29,0.25,0.28,0.3,0.27,0.32,0.3,0.26,0.29,0.28,0.27,0.3,0.29,0.22,0.25,0.22,0.24,0.25,0.26,0.23,0.26,0.24,0.23,0.25,0.22,0.23,0.26,0.21,0.22,0.25,0.22,0.24,0.26,0.24,0.24,0.23,0.23,0.21,0.21,0.22,0.18,0.22,0.23,0.19,0.21,0.17,0.19,0.19,0.22,0.21,0.2,0.18,0.2,0.19,0.19,0.2,0.2,0.19,0.17,0.17,0.2,0.19,0.2,0.16,0.15,0.17,0.18,0.19,0.14,0.21,0.14,0.15,0.17,0.13,0.16,0.16,0.17,0.18,0.15,0.14,0.17,0.15,0.14,0.15,0.13,0.13,0.14,0.0,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.14,0.49,0.32,0.0,79.27000000000001
09/01/2021,3.03,2.77,2.35,1.54,1.66,1.55,1.39,1.22,1.39,1.05,0.94,0.96,0.93,0.91,0.94,0.82,0.84,0.68,0.71,0.7,0.8,0.69,0.7,0.59,0.64,0.62,0.6,0.61,0.79,0.62,0.58,0.59,0.57,0.57,0.54,0.5,0.49,0.0,0.55,0.46,0.43,0.56,0.54,0.41,0.45,0.48,0.53,0.47,0.47,0.47,0.47,0.45,0.46,0.46,0.37,0.44,0.42,0.43,0.36,0.4,0.39,0.39,0.39,0.37,0.37,0.37,0.4,0.34,0.36,0.37,0.34,0.63,0.34,0.37,0.35,0.3,0.31,0.37,0.36,0.36,0.35,0.37,0.33,0.29,0.3,0.34,0.34,0.0,0.29,0.25,0.28,0.29,0.27,0.32,0.3,0.26,0.29,0.27,0.26,0.29,0.29,0.22,0.25,0.22,0.24,0.25,0.26,0.23,0.25,0.24,0.23,0.26,0.22,0.23,0.25,0.21,0.22,0.25,0.22,0.24,0.26,0.24,0.24,0.23,0.23,0.21,0.21,0.21,0.18,0.22,0.24,0.19,0.21,0.17,0.19,0.19,0.22,0.21,0.2,0.18,0.2,0.19,0.19,0.2,0.21,0.19,0.18,0.18,0.2,0.18,0.2,0.17,0.15,0.17,0.18,0.19,0.14,0.2,0.14,0.15,0.17,0.13,0.15,0.16,0.17,0.18,0.13,0.14,0.16,0.15,0.14,0.15,0.0,0.0,0.13,0.13,0.13,0.14,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.0,0.0,0.13,0.14,0.49,0.32,0.0,79.22999999999999
09/02/2021,3.03,2.79,2.34,1.55,1.65,1.54,1.4,1.22,1.39,1.06,0.94,0.95,0.93,0.91,0.95,0.81,0.84,0.68,0.71,0.7,0.8,0.69,0.7,0.6,0.64,0.62,0.6,0.61,0.79,0.61,0.57,0.59,0.58,0.57,0.53,0.51,0.49,0.0,0.55,0.46,0.43,0.55,0.54,0.41,0.45,0.48,0.53,0.47,0.47,0.47,0.47,0.45,0.46,0.46,0.37,0.44,0.42,0.43,0.36,0.4,0.39,0.39,0.39,0.37,0.37,0.37,0.4,0.34,0.37,0.36,0.34,0.62,0.34,0.37,0.34,0.3,0.31,0.37,0.36,0.36,0.34,0.36,0.33,0.29,0.3,0.34,0.34,0.0,0.29,0.25,0.28,0.29,0.27,0.32,0.3,0.26,0.29,0.27,0.26,0.29,0.29,0.22,0.25,0.22,0.24,0.25,0.26,0.22,0.25,0.24,0.23,0.26,0.22,0.22,0.26,0.21,0.21,0.25,0.22,0.25,0.26,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.18,0.22,0.24,0.19,0.21,0.17,0.19,0.2,0.21,0.2,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.18,0.18,0.19,0.18,0.2,0.17,0.15,0.17,0.18,0.19,0.14,0.21,0.15,0.15,0.17,0.13,0.15,0.16,0.17,0.18,0.13,0.14,0.16,0.15,0.15,0.15,0.0,0.0,0.13,0.13,0.13,0.14,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.15,0.0,0.13,0.0,0.14,0.13,0.0,0.13,0.0,0.0,0.13,0.14,0.48,0.32,0.13,79.19
09/03/2021,3.01,2.78,2.36,1.56,1.67,1.54,1.41,1.23,1.36,1.06,0.92,0.95,0.93,0.9,0.95,0.82,0.84,0.68,0.72,0.69,0.8,0.68,0.7,0.6,0.64,0.62,0.6,0.6,0.79,0.62,0.57,0.58,0.58,0.58,0.53,0.51,0.5,0.0,0.55,0.46,0.43,0.55,0.53,0.41,0.45,0.49,0.53,0.47,0.47,0.46,0.47,0.45,0.46,0.46,0.37,0.44,0.42,0.43,0.36,0.4,0.39,0.4,0.4,0.37,0.37,0.37,0.39,0.35,0.37,0.37,0.34,0.66,0.34,0.37,0.34,0.3,0.31,0.37,0.36,0.35,0.34,0.35,0.32,0.29,0.3,0.34,0.34,0.0,0.3,0.26,0.28,0.29,0.27,0.32,0.3,0.26,0.29,0.27,0.27,0.29,0.28,0.22,0.24,0.22,0.24,0.25,0.26,0.22,0.25,0.23,0.23,0.26,0.22,0.23,0.26,0.21,0.22,0.25,0.22,0.24,0.26,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.18,0.22,0.24,0.19,0.21,0.17,0.18,0.2,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.17,0.18,0.2,0.18,0.2,0.17,0.15,0.17,0.18,0.19,0.14,0.2,0.14,0.15,0.16,0.13,0.15,0.16,0.16,0.18,0.14,0.14,0.16,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.0,0.14,0.16,0.15,0.14,0.16,0.0,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.15,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.0,0.0,0.13,0.14,0.47,0.32,0.0,79.17
09/06/2021,2.97,2.83,2.31,1.59,1.64,1.55,1.38,1.19,1.37,1.05,0.91,0.95,0.94,0.9,0.95,0.81,0.84,0.68,0.72,0.69,0.81,0.69,0.7,0.6,0.64,0.62,0.59,0.59,0.77,0.62,0.57,0.57,0.57,0.59,0.53,0.56,0.51,0.0,0.5,0.46,0.42,0.55,0.53,0.41,0.46,0.5,0.52,0.47,0.48,0.46,0.46,0.46,0.47,0.45,0.37,0.43,0.43,0.43,0.36,0.39,0.39,0.4,0.4,0.38,0.36,0.37,0.39,0.36,0.37,0.37,0.34,0.68,0.36,0.36,0.34,0.3,0.31,0.37,0.35,0.37,0.34,0.35,0.31,0.28,0.31,0.34,0.34,0.0,0.3,0.25,0.27,0.29,0.27,0.32,0.29,0.26,0.29,0.27,0.27,0.29,0.28,0.22,0.24,0.22,0.24,0.25,0.26,0.24,0.25,0.23,0.22,0.26,0.22,0.25,0.25,0.22,0.22,0.25,0.22,0.24,0.26,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.18,0.22,0.24,0.19,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.18,0.18,0.2,0.18,0.2,0.16,0.15,0.17,0.18,0.19,0.14,0.21,0.14,0.15,0.17,0.13,0.15,0.16,0.17,0.18,0.15,0.14,0.17,0.15,0.15,0.15,0.0,0.13,0.13,0.0,0.0,0.14,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.15,0.48,0.32,0.0,79.14999999999999
09/09/2021,2.98,2.84,2.32,1.57,1.63,1.54,1.39,1.21,1.36,1.07,0.91,0.95,0.94,0.9,0.95,0.81,0.85,0.68,0.72,0.69,0.81,0.68,0.7,0.6,0.63,0.62,0.59,0.59,0.77,0.62,0.57,0.57,0.57,0.58,0.52,0.57,0.5,0.0,0.51,0.46,0.42,0.55,0.54,0.42,0.45,0.49,0.52,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.36,0.44,0.43,0.43,0.36,0.4,0.39,0.4,0.4,0.38,0.37,0.37,0.39,0.36,0.37,0.37,0.34,0.68,0.36,0.37,0.35,0.3,0.31,0.37,0.35,0.37,0.34,0.35,0.31,0.29,0.31,0.34,0.34,0.0,0.3,0.25,0.27,0.29,0.27,0.33,0.3,0.26,0.29,0.28,0.27,0.3,0.28,0.22,0.24,0.22,0.24,0.25,0.26,0.23,0.25,0.23,0.22,0.26,0.22,0.24,0.25,0.22,0.22,0.25,0.22,0.25,0.27,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.18,0.22,0.24,0.19,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.18,0.18,0.2,0.19,0.19,0.16,0.15,0.17,0.18,0.19,0.14,0.21,0.14,0.14,0.17,0.13,0.15,0.16,0.17,0.18,0.15,0.14,0.16,0.15,0.15,0.15,0.0,0.13,0.13,0.0,0.0,0.14,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.13,0.14,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.15,0.47,0.32,0.13,79.25
09/10/2021,2.98,2.87,2.3,1.61,1.61,1.52,1.39,1.2,1.37,1.09,0.9,0.94,0.93,0.91,0.94,0.81,0.84,0.67,0.72,0.69,0.81,0.68,0.69,0.59,0.63,0.62,0.59,0.59,0.77,0.61,0.57,0.57,0.58,0.58,0.53,0.56,0.51,0.0,0.51,0.46,0.42,0.54,0.53,0.43,0.45,0.5,0.52,0.47,0.48,0.47,0.47,0.46,0.47,0.45,0.36,0.44,0.44,0.42,0.35,0.4,0.38,0.41,0.39,0.38,0.36,0.36,0.39,0.37,0.37,0.37,0.35,0.7,0.36,0.36,0.34,0.3,0.31,0.37,0.35,0.37,0.33,0.35,0.3,0.29,0.31,0.35,0.34,0.0,0.3,0.26,0.27,0.29,0.27,0.33,0.3,0.26,0.29,0.28,0.28,0.3,0.28,0.22,0.22,0.22,0.24,0.24,0.26,0.23,0.25,0.24,0.22,0.26,0.23,0.25,0.26,0.23,0.22,0.25,0.22,0.25,0.26,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.17,0.22,0.24,0.19,0.21,0.17,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.19,0.18,0.2,0.19,0.2,0.17,0.15,0.17,0.17,0.18,0.14,0.21,0.14,0.14,0.17,0.0,0.15,0.16,0.17,0.18,0.15,0.15,0.16,0.16,0.16,0.15,0.13,0.13,0.0,0.13,0.0,0.14,0.16,0.15,0.14,0.17,0.13,0.14,0.15,0.13,0.0,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.13,0.15,0.49,0.32,0.13,79.29
09/13/2021,3.0,2.87,2.24,1.64,1.57,1.5,1.37,1.22,1.38,1.08,0.91,0.91,0.94,0.9,0.96,0.8,0.83,0.66,0.72,0.69,0.81,0.68,0.7,0.59,0.64,0.62,0.58,0.59,0.78,0.61,0.57,0.57,0.57,0.58,0.53,0.58,0.51,0.0,0.5,0.45,0.41,0.55,0.53,0.43,0.45,0.51,0.53,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.37,0.44,0.44,0.42,0.35,0.39,0.4,0.41,0.4,0.39,0.36,0.36,0.39,0.36,0.37,0.37,0.35,0.66,0.34,0.36,0.34,0.31,0.3,0.37,0.35,0.37,0.34,0.36,0.3,0.28,0.31,0.35,0.33,0.0,0.3,0.25,0.27,0.29,0.27,0.33,0.3,0.27,0.29,0.28,0.28,0.3,0.28,0.23,0.22,0.21,0.24,0.25,0.26,0.23,0.24,0.23,0.22,0.26,0.23,0.25,0.26,0.22,0.22,0.25,0.23,0.25,0.26,0.24,0.23,0.24,0.23,0.22,0.21,0.22,0.18,0.22,0.24,0.19,0.21,0.17,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.2,0.19,0.18,0.2,0.19,0.19,0.16,0.15,0.17,0.17,0.19,0.14,0.21,0.14,0.15,0.17,0.13,0.16,0.16,0.17,0.18,0.15,0.14,0.16,0.16,0.16,0.15,0.0,0.0,0.13,0.0,0.0,0.14,0.17,0.15,0.14,0.17,0.13,0.13,0.15,0.13,0.14,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.15,0.49,0.33,0.13,79.23
09/16/2021,2.99,2.92,2.19,1.64,1.55,1.48,1.37,1.23,1.37,1.11,0.92,0.89,0.96,0.92,0.96,0.81,0.82,0.68,0.71,0.71,0.82,0.7,0.7,0.59,0.64,0.64,0.61,0.6,0.77,0.61,0.57,0.57,0.57,0.59,0.53,0.58,0.5,0.0,0.51,0.45,0.42,0.55,0.53,0.43,0.44,0.5,0.52,0.48,0.48,0.48,0.47,0.46,0.46,0.45,0.38,0.45,0.43,0.42,0.36,0.39,0.4,0.41,0.4,0.4,0.36,0.36,0.39,0.36,0.36,0.37,0.35,0.63,0.36,0.37,0.34,0.3,0.31,0.37,0.35,0.38,0.34,0.35,0.3,0.28,0.31,0.36,0.33,0.0,0.31,0.26,0.26,0.29,0.26,0.33,0.3,0.27,0.28,0.28,0.28,0.29,0.28,0.22,0.23,0.22,0.24,0.25,0.26,0.22,0.24,0.23,0.22,0.26,0.23,0.24,0.25,0.23,0.23,0.25,0.22,0.24,0.26,0.24,0.23,0.24,0.23,0.22,0.21,0.22,0.17,0.23,0.24,0.19,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.2,0.18,0.2,0.21,0.19,0.19,0.18,0.2,0.18,0.19,0.16,0.15,0.17,0.17,0.19,0.14,0.21,0.14,0.14,0.17,0.0,0.15,0.16,0.17,0.18,0.14,0.14,0.16,0.16,0.15,0.14,0.13,0.13,0.13,0.14,0.0,0.14,0.16,0.15,0.14,0.18,0.13,0.14,0.15,0.13,0.14,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.15,0.13,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.13,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.15,0.5,0.32,0.13,79.29
09/17/2021,2.98,3.0,2.22,1.62,1.55,1.49,1.37,1.23,1.38,1.12,0.9,0.9,0.95,0.92,0.96,0.8,0.82,0.66,0.71,0.7,0.82,0.7,0.69,0.58,0.63,0.63,0.61,0.6,0.78,0.6,0.56,0.56,0.58,0.58,0.53,0.59,0.49,0.0,0.49,0.45,0.41,0.55,0.53,0.43,0.44,0.51,0.53,0.48,0.49,0.48,0.47,0.46,0.45,0.45,0.36,0.43,0.44,0.43,0.36,0.38,0.41,0.41,0.4,0.4,0.36,0.36,0.39,0.36,0.37,0.37,0.35,0.63,0.35,0.36,0.35,0.3,0.3,0.38,0.35,0.37,0.34,0.35,0.3,0.29,0.32,0.36,0.33,0.0,0.31,0.27,0.26,0.29,0.26,0.34,0.31,0.27,0.28,0.28,0.28,0.3,0.28,0.22,0.23,0.22,0.24,0.25,0.26,0.22,0.24,0.23,0.22,0.26,0.23,0.24,0.26,0.22,0.23,0.25,0.23,0.24,0.26,0.25,0.22,0.24,0.23,0.22,0.21,0.21,0.17,0.22,0.25,0.19,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.21,0.19,0.19,0.18,0.2,0.18,0.19,0.16,0.15,0.17,0.17,0.19,0.14,0.21,0.14,0.14,0.17,0.0,0.15,0.16,0.17,0.18,0.14,0.14,0.16,0.16,0.16,0.14,0.13,0.13,0.13,0.14,0.0,0.14,0.17,0.15,0.14,0.18,0.13,0.14,0.14,0.13,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.15,0.13,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.15,0.49,0.33,0.0,79.30000000000001
09/20/2021,2.98,2.99,2.22,1.57,1.54,1.49,1.37,1.22,1.41,1.14,0.89,0.9,0.94,0.95,0.93,0.8,0.81,0.64,0.72,0.72,0.84,0.71,0.69,0.55,0.65,0.64,0.61,0.6,0.8,0.56,0.55,0.57,0.6,0.59,0.53,0.59,0.46,0.0,0.48,0.45,0.41,0.55,0.53,0.44,0.44,0.51,0.53,0.48,0.49,0.47,0.47,0.46,0.45,0.45,0.37,0.41,0.45,0.43,0.37,0.38,0.41,0.4,0.4,0.39,0.36,0.36,0.39,0.36,0.36,0.38,0.35,0.62,0.35,0.37,0.36,0.3,0.31,0.38,0.35,0.39,0.34,0.35,0.31,0.29,0.33,0.36,0.34,0.0,0.33,0.27,0.25,0.29,0.27,0.34,0.31,0.28,0.27,0.29,0.28,0.3,0.28,0.22,0.22,0.22,0.24,0.25,0.27,0.23,0.23,0.23,0.22,0.26,0.23,0.24,0.26,0.22,0.23,0.25,0.23,0.24,0.26,0.24,0.22,0.24,0.23,0.22,0.21,0.21,0.17,0.22,0.26,0.19,0.21,0.16,0.19,0.19,0.21,0.21,0.2,0.18,0.21,0.2,0.18,0.2,0.21,0.19,0.2,0.19,0.2,0.18,0.2,0.16,0.15,0.17,0.17,0.19,0.14,0.21,0.14,0.14,0.17,0.0,0.15,0.16,0.18,0.18,0.14,0.14,0.16,0.17,0.16,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.18,0.15,0.14,0.18,0.0,0.14,0.15,0.13,0.14,0.0,0.0,0.13,0.13,0.13,0.0,0.13,0.15,0.13,0.0,0.13,0.0,0.0,0.0,0.15,0.15,0.0,0.13,0.0,0.14,0.14,0.14,0.13,0.0,0.0,0.13,0.15,0.46,0.34,0.0,79.41
