,AMGN,GILD,MRNA,ILMN,REGN,BIIB,VRTX,IQV,ALXN,BNTX,MTD,SGEN,WAT,ALNY,GMAB,CRL,INCY,TECH,BGNE,NVCR,NVAX,BMRN,TXG,ARGX,GH,ZLAB,RGEN,NTRA,CRSP,NBIX,NTLA,UTHR,MRTX,BRKR,FATE,BBIO,XLRN,NVTA,XTSLA,DNLI,HALO,PACB,ARWR,RARE,BHVN,EXEL,SRPT,TWST,ADPT,IONS,MEDP,BEAM,BPMC,ASND,CDNA,APLS,ARNA,ALKS,IMAB,ACAD,KOD,RETA,LEGN,IOVA,AGIO,TPTX,GLPG,GRFS,EDIT,NKTR,SWTX,INSM,ITCI,EBS,PTCT,ARVN,ALLK,BCRX,NSTG,SAGE,RCKT,VCYT,VIR,KRTX,DRNA,AMRS,MYGN,PRTA,FOLD,ALEC,BLI,RVNC,FGEN,BLUE,LGND,GBT,XNCR,IRWD,AXSM,RLAY,MOR,TBIO,QTRX,FLGT,PTGX,RVMD,ALLO,INO,ZNTL,MGNX,LMNX,OPK,ZYME,CSTL,SUPN,SGMO,CYTK,RGNX,DCPH,CDXS,MCRB,IGMS,ATRA,RCUS,CNST,MNKD,KURA,IMGN,ALXO,GBIO,YMAB,VNDA,KRYS,AMTI,MDGL,QURE,CERS,IBRX,OMER,TVTX,CHRS,ADCT,VIVO,REPL,RUBY,FMTX,AFMD,RPTX,CCXI,RIGL,CRTX,SRRK,ENTA,RDUS,MRSN,RYTM,ARQT,PSNL,ISEE,CRNX,ARDX,STOK,KDMN,CGEN,STRO,PLRX,MRNS,KPTI,ANAB,EPZM,RNA,VSTM,ITOS,TBPH,MESO,ARCT,MYOV,NRIX,XENE,GTHX,SNDX,DTIL,CLLS,TCRR,ZIOP,AKRO,NKTX,EGRX,ICPT,ORIC,AKBA,MGTX,NGM,RLMD,KROS,ESPR,IDYA,SPPI,CARA,CLVS,RAPT,PGEN,ANNX,USD,GERN,ANSGR.IS,KALV,CTMX,ADAP,IMVT,PRVB,KDNY,GOSS,KNSA,APLT,SPRO,PASG,FLDM,CVM,ALT,FULC,PSTX,SELB,KZR,ABUS,FIXX,n/a,URGN,FLXN,SIGA,SYNH,MRVI,ABCM,ROIV,ABCL,AUPH,CVAC,KYMR,RXRX,OLK,NUVB,CTKB,AVXL,SANA,CCCC,VERV,MORF,INBX,ERAS,MRUS,BCYC,TIL,ATAI,NUVL,MXCT.L,STVN,SEER,RXDX,CRBU,TNYA,PCVX,ACRS,PMVP,GRTS,CMPS,OMGA,ICVX,BNR,BCAB,ABSI,GLUE,BLU.TO,AVIR,CGEM,PRAX,FDMT,SUM
07/23/2021,7.98,6.56,7.95,5.37,4.49,3.67,3.84,3.55,0.0,3.28,2.5,1.98,1.73,1.61,1.58,1.44,1.31,1.36,1.29,1.27,1.15,1.09,1.05,0.88,0.8,0.81,0.78,0.66,0.59,0.67,0.66,0.61,0.6,0.62,0.56,0.48,0.49,0.44,0.18,0.41,0.45,0.42,0.5,0.41,0.55,0.39,0.4,0.39,0.4,0.37,0.4,0.33,0.38,0.35,0.32,0.3,0.29,0.29,0.31,0.29,0.28,0.29,0.33,0.25,0.26,0.24,0.22,0.22,0.22,0.23,0.23,0.22,0.2,0.24,0.22,0.22,0.21,0.22,0.2,0.18,0.21,0.19,0.18,0.19,0.21,0.18,0.18,0.17,0.19,0.14,0.17,0.15,0.09,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.12,0.15,0.12,0.12,0.14,0.13,0.13,0.13,0.13,0.11,0.0,0.11,0.12,0.11,0.1,0.09,0.15,0.1,0.1,0.1,0.11,0.1,0.08,0.1,0.0,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73
07/26/2021,7.89,6.47,8.29,5.28,4.45,3.66,3.83,3.48,0.0,3.46,2.48,1.95,1.72,1.58,1.6,1.44,1.3,1.34,1.24,1.27,1.17,1.09,1.05,0.9,0.81,0.78,0.78,0.71,0.61,0.69,0.69,0.6,0.6,0.62,0.57,0.49,0.49,0.44,0.19,0.41,0.44,0.45,0.5,0.41,0.54,0.39,0.39,0.4,0.4,0.37,0.4,0.34,0.37,0.35,0.33,0.31,0.3,0.29,0.32,0.29,0.29,0.29,0.34,0.25,0.26,0.24,0.22,0.22,0.22,0.23,0.23,0.22,0.2,0.24,0.22,0.22,0.21,0.22,0.2,0.18,0.21,0.2,0.18,0.19,0.2,0.18,0.18,0.17,0.18,0.13,0.17,0.15,0.09,0.14,0.15,0.14,0.14,0.16,0.13,0.14,0.12,0.14,0.12,0.12,0.14,0.13,0.12,0.13,0.14,0.11,0.0,0.11,0.12,0.11,0.11,0.09,0.15,0.1,0.1,0.1,0.11,0.1,0.08,0.1,0.0,0.08,0.09,0.09,0.08,0.07,0.09,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
07/27/2021,7.86,6.48,8.32,5.33,4.46,3.69,3.81,3.5,0.0,3.74,2.52,1.94,1.74,1.59,1.6,1.46,1.29,1.36,1.3,1.27,1.16,1.07,1.06,0.89,0.81,0.8,0.79,0.71,0.59,0.69,0.67,0.61,0.58,0.62,0.57,0.48,0.49,0.42,1.25,0.41,0.45,0.45,0.49,0.4,0.53,0.39,0.4,0.39,0.39,0.38,0.39,0.33,0.37,0.33,0.33,0.31,0.29,0.29,0.32,0.27,0.27,0.28,0.35,0.25,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.23,0.22,0.24,0.21,0.22,0.21,0.18,0.22,0.19,0.18,0.19,0.19,0.19,0.18,0.17,0.17,0.13,0.17,0.15,0.09,0.13,0.15,0.13,0.14,0.15,0.12,0.14,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.0,0.11,0.12,0.11,0.1,0.09,0.15,0.1,0.1,0.1,0.04,0.09,0.08,0.11,0.0,0.08,0.09,0.08,0.08,0.07,0.09,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94000000000004
07/28/2021,7.89,6.46,8.9,5.38,4.42,3.65,3.87,3.53,0.0,3.72,2.53,1.95,1.76,1.58,1.61,1.46,1.29,1.36,1.27,1.25,1.11,1.04,1.04,0.88,0.8,0.74,0.8,0.69,0.57,0.69,0.62,0.6,0.57,0.63,0.57,0.47,0.49,0.42,1.05,0.4,0.45,0.43,0.49,0.39,0.54,0.38,0.38,0.37,0.4,0.38,0.39,0.31,0.36,0.33,0.33,0.32,0.29,0.29,0.3,0.26,0.28,0.28,0.34,0.24,0.23,0.22,0.21,0.22,0.21,0.22,0.23,0.2,0.19,0.23,0.21,0.27,0.21,0.23,0.2,0.17,0.21,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.14,0.16,0.15,0.08,0.13,0.14,0.13,0.14,0.15,0.12,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.13,0.14,0.11,0.0,0.11,0.11,0.11,0.1,0.09,0.14,0.1,0.1,0.1,0.04,0.09,0.08,0.1,0.0,0.08,0.09,0.08,0.08,0.07,0.09,0.08,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.04,0.04,0.03,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
07/29/2021,7.96,6.56,8.74,5.44,4.44,3.79,3.91,3.57,0.0,3.85,2.56,1.95,1.78,1.58,1.61,1.48,1.28,1.38,1.12,1.24,1.08,1.07,1.04,0.86,0.77,0.66,0.8,0.68,0.57,0.68,0.61,0.61,0.56,0.63,0.56,0.45,0.49,0.41,0.11,0.34,0.45,0.44,0.49,0.38,0.53,0.38,0.39,0.37,0.39,0.38,0.4,0.31,0.36,0.32,0.32,0.32,0.29,0.29,0.26,0.26,0.28,0.28,0.32,0.24,0.23,0.22,0.22,0.22,0.2,0.22,0.23,0.2,0.19,0.23,0.21,0.27,0.21,0.23,0.21,0.17,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.13,0.16,0.15,0.08,0.13,0.15,0.13,0.14,0.16,0.12,0.13,0.11,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.11,0.0,0.11,0.11,0.11,0.11,0.09,0.14,0.09,0.09,0.1,0.04,0.09,0.08,0.11,0.0,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.07,0.06,0.07,0.07,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.05,0.04,0.0,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.86
07/30/2021,8.01,6.63,8.61,5.43,4.5,3.85,4.02,3.54,0.0,3.85,2.6,1.99,1.78,1.57,1.62,1.49,1.28,1.39,1.11,1.23,1.01,1.09,1.05,0.86,0.76,0.59,0.88,0.67,0.57,0.67,0.61,0.63,0.57,0.63,0.54,0.43,0.48,0.41,0.11,0.31,0.44,0.44,0.49,0.38,0.54,0.39,0.39,0.37,0.38,0.37,0.38,0.3,0.36,0.33,0.33,0.31,0.28,0.29,0.25,0.26,0.28,0.28,0.3,0.24,0.23,0.21,0.22,0.22,0.2,0.22,0.24,0.2,0.19,0.23,0.2,0.27,0.21,0.23,0.21,0.17,0.17,0.19,0.17,0.18,0.19,0.17,0.18,0.16,0.18,0.13,0.15,0.15,0.08,0.13,0.15,0.13,0.14,0.16,0.12,0.13,0.1,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.11,0.0,0.11,0.11,0.1,0.11,0.09,0.14,0.09,0.1,0.1,0.04,0.08,0.08,0.1,0.0,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.07,0.06,0.07,0.08,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.05,0.04,0.0,0.03,0.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.84000000000002
08/02/2021,7.76,6.56,8.86,5.36,4.42,3.71,3.88,3.54,0.0,4.14,2.6,1.98,1.8,1.58,1.6,1.5,1.27,1.39,1.25,1.09,1.01,1.07,1.05,0.83,0.75,0.68,0.92,0.68,0.56,0.65,0.62,0.6,0.58,0.63,0.57,0.43,0.51,0.42,0.11,0.32,0.43,0.45,0.5,0.38,0.54,0.39,0.39,0.38,0.38,0.37,0.38,0.31,0.37,0.33,0.33,0.31,0.28,0.3,0.31,0.27,0.28,0.28,0.31,0.24,0.23,0.22,0.22,0.22,0.21,0.22,0.24,0.2,0.19,0.24,0.2,0.3,0.21,0.22,0.21,0.17,0.17,0.2,0.17,0.18,0.19,0.18,0.17,0.16,0.18,0.1,0.16,0.15,0.08,0.13,0.14,0.13,0.14,0.16,0.11,0.13,0.1,0.17,0.12,0.13,0.13,0.12,0.12,0.13,0.15,0.11,0.0,0.11,0.11,0.11,0.1,0.09,0.15,0.09,0.09,0.1,0.04,0.08,0.08,0.1,0.0,0.07,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.88
08/03/2021,7.73,6.42,9.07,5.41,4.35,3.68,3.91,3.52,0.0,4.35,2.53,2.07,1.79,1.56,1.62,1.51,1.27,1.39,1.27,1.02,0.99,1.04,1.04,0.85,0.74,0.72,0.94,0.69,0.57,0.65,0.64,0.6,0.58,0.63,0.55,0.42,0.5,0.41,0.11,0.32,0.43,0.46,0.5,0.38,0.54,0.39,0.39,0.39,0.38,0.37,0.38,0.32,0.38,0.33,0.32,0.3,0.28,0.31,0.32,0.26,0.27,0.28,0.31,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.23,0.2,0.19,0.24,0.2,0.28,0.2,0.21,0.21,0.17,0.16,0.22,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.1,0.15,0.14,0.08,0.13,0.14,0.12,0.13,0.16,0.11,0.13,0.1,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.14,0.11,0.0,0.1,0.1,0.11,0.1,0.09,0.17,0.09,0.09,0.1,0.04,0.07,0.08,0.1,0.0,0.07,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.04,0.0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95
08/04/2021,7.73,6.42,9.07,5.41,4.35,3.68,3.91,3.52,0.0,4.35,2.53,2.07,1.79,1.56,1.62,1.51,1.27,1.39,1.27,1.02,0.99,1.04,1.04,0.85,0.74,0.72,0.94,0.69,0.57,0.65,0.64,0.6,0.58,0.63,0.55,0.42,0.5,0.41,0.11,0.32,0.43,0.46,0.5,0.38,0.54,0.39,0.39,0.39,0.38,0.37,0.38,0.32,0.38,0.33,0.32,0.3,0.28,0.31,0.32,0.26,0.27,0.28,0.31,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.23,0.2,0.19,0.24,0.2,0.28,0.2,0.21,0.21,0.17,0.16,0.22,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.1,0.15,0.14,0.08,0.13,0.14,0.12,0.13,0.16,0.11,0.13,0.1,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.14,0.11,0.0,0.1,0.1,0.11,0.1,0.09,0.17,0.09,0.09,0.1,0.04,0.07,0.08,0.1,0.0,0.07,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.04,0.0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95
08/05/2021,7.73,6.42,9.07,5.41,4.35,3.68,3.91,3.52,0.0,4.35,2.53,2.07,1.79,1.56,1.62,1.51,1.27,1.39,1.27,1.02,0.99,1.04,1.04,0.85,0.74,0.72,0.94,0.69,0.57,0.65,0.64,0.6,0.58,0.63,0.55,0.42,0.5,0.41,0.11,0.32,0.43,0.46,0.5,0.38,0.54,0.39,0.39,0.39,0.38,0.37,0.38,0.32,0.38,0.33,0.32,0.3,0.28,0.31,0.32,0.26,0.27,0.28,0.31,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.23,0.2,0.19,0.24,0.2,0.28,0.2,0.21,0.21,0.17,0.16,0.22,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.1,0.15,0.14,0.08,0.13,0.14,0.12,0.13,0.16,0.11,0.13,0.1,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.14,0.11,0.0,0.1,0.1,0.11,0.1,0.09,0.17,0.09,0.09,0.1,0.04,0.07,0.08,0.1,0.0,0.07,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.04,0.0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.04,0.05,0.0,0.0,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95
08/06/2021,7.65,6.43,9.7,5.32,4.35,3.73,3.79,3.48,0.0,4.56,2.52,2.09,1.76,1.53,1.63,1.49,1.25,1.36,1.34,0.97,1.02,1.03,0.99,0.85,0.73,0.72,0.93,0.66,0.56,0.67,0.61,0.58,0.58,0.6,0.54,0.41,0.48,0.41,0.04,0.31,0.41,0.42,0.47,0.39,0.5,0.38,0.38,0.37,0.36,0.37,0.37,0.31,0.36,0.34,0.31,0.29,0.27,0.32,0.31,0.25,0.26,0.28,0.31,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0.19,0.18,0.22,0.19,0.28,0.19,0.22,0.21,0.16,0.16,0.22,0.18,0.17,0.18,0.17,0.19,0.18,0.18,0.11,0.15,0.15,0.08,0.12,0.13,0.12,0.13,0.15,0.11,0.12,0.1,0.18,0.12,0.14,0.14,0.12,0.11,0.13,0.14,0.11,0.0,0.11,0.1,0.11,0.1,0.08,0.16,0.09,0.08,0.1,0.04,0.07,0.07,0.09,0.0,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.04,0.0,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.09,0.05,0.07,0.05,0.04,0.04,0.0,0.0,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.05,0.04,0.0,0.04,0.04,0.04,0.04,0.05,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.77
