,MAC,DKS,AEO,NTLA,VVV,AYI,SKT,LPX,EVR,THG,SYNA,MSM,SBRA,AQUA,XEC,ISBC,XRX,HR,SONO,ADS,OFC,SAVA,IDA,TCBI,NCR,HRB,COMM,NUVA,VLY,RDN,ESI,SWX,VMI,SI,NAVI,WTS,CPE,WTFC,RIG,BDN,CNMD,CRNC,MC,GRA,WBS,AM,CC,COOP,AVT,WCC,JACK,HTH,R,SNX,SWCH,SJI,MCY,CR,FUL,RVLV,GT,SWAV,PCH,NHI,WSFS,BIG,EPRT,PBH,AAWW,MTDR,HE,VSTO,LGND,CNO,SIG,CW,PINC,CARG,BKU,DDS,IRBT,GEO,SFM,SXT,AXNX,EYE,LEVI,ABCB,CMC,AMCX,FHI,SLGN,CVLT,TDS,PPBI,TRTN,HCAT,BLKB,TGNA,CWH,EVTC,HOME,AGIO,ALKS,SNBR,NSIT,PGNY,BGS,ARVN,TEX,UMBF,NSP,IDCC,ATKR,PCRX,BMI,UFPI,CTRE,PRFT,PDCE,KFY,VSH,SFNC,EXLS,TWNK,AIMC,ASGN,AVNT,HOMB,HIBB,PDCO,REZI,CHX,IBTX,TSE,AVA,AMKR,NGVT,UCBI,IRWD,TPH,SHOO,CWT,SBH,SPB,AX,OI,ABG,AEIS,CATY,PHR,FELE,RLGY,RCII,AHCO,State Street Instl US Govt MMkt Premier,SATS,CBT,CCMP,SBGI,UE,HI,VCEL,JOE,OMI,CLVS,ENSG,LTC,HCSG,JW.A,OSIS,COWN,SFBS,BXS,VRTS,KW,DAN,RILY,MWA,EPC,HAIN,FWRD,MED,KREF,MATX,OPK,FIX,GPI,TMHC,GHC,TTEC,HRI,ENR,COHU,SEM,AIT,STC,ILPT,ABM,MD,SSTK,CLDX,LCII,NTGR,KTB,GOLF,INOV,GPRE,MYGN,n/a,ALTR,LNN,TMP,GVMXX,CORE,HSKA,CHRS,SILK,SANM,CASH,PRGS,VBTX,TBK,CVBF,ARCB,CSGS,TBBK,MLI,BSIG,HLI,NSA,MIME,ASO,OPCH,BNL,PZZA,AMN,GBDC,ETRN,ANF,POR,QRTEA,SMTC,LKFN,BNGO,JBT,CRC,SPSC,OAS,ESGR,MUSA,MTSI,DIOD,BCPC,SGH,LESL,BCEI,NEU,VSAT,ACA,BCO,BOOT,CALX,NFG,ICUI,SWBI,ECPG,DVAX,PIPR,WGO,STEP,WMG,INT,HOPE,AWR,ROG,BCC,ONTO,ATRC,VICR,SGFY,FFBC,CYTK,WIRE,SKY,NEOG,MMSI,CCS,WOR,CUBI,CIVI,ENDP,BGFV,CWST,SUM
08/06/2021,0.95,0.96,0.79,0.74,0.81,0.71,0.66,0.67,0.66,0.7,0.67,0.66,0.65,0.69,0.6,0.64,0.68,0.66,0.6,0.56,0.63,0.61,0.66,0.6,0.58,0.62,0.57,0.51,0.56,0.57,0.56,0.61,0.56,0.48,0.57,0.56,0.34,0.49,0.4,0.51,0.49,0.49,0.5,0.49,0.44,0.44,0.48,0.56,0.5,0.49,0.44,0.41,0.47,0.44,0.44,0.44,0.41,0.47,0.44,0.46,0.39,0.39,0.42,0.42,0.39,0.35,0.44,0.42,0.4,0.33,0.41,0.37,0.33,0.38,0.32,0.39,0.4,0.42,0.35,0.37,0.34,0.36,0.36,0.37,0.38,0.38,0.36,0.34,0.37,0.25,0.33,0.34,0.34,0.31,0.31,0.34,0.35,0.31,0.31,0.32,0.32,0.0,0.28,0.37,0.29,0.32,0.3,0.28,0.41,0.32,0.31,0.34,0.28,0.37,0.3,0.32,0.29,0.31,0.36,0.25,0.27,0.27,0.27,0.31,0.27,0.26,0.29,0.26,0.23,0.26,0.26,0.27,0.24,0.25,0.23,0.27,0.28,0.26,0.23,0.26,0.29,0.25,0.29,0.22,0.25,0.25,0.23,0.28,0.22,0.23,0.26,0.24,0.22,0.26,0.0,0.22,0.23,0.22,0.22,0.19,0.22,0.23,0.22,0.23,0.23,0.19,0.22,0.21,0.0,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.22,0.0,0.22,0.2,0.21,0.21,0.21,0.2,0.23,0.0,0.19,0.22,0.2,0.2,0.19,0.22,0.19,0.0,0.0,0.19,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.0,0.0,0.19,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.39000000000001
08/09/2021,0.96,0.96,0.78,0.88,0.81,0.71,0.67,0.67,0.68,0.71,0.66,0.64,0.63,0.72,0.59,0.64,0.65,0.67,0.61,0.56,0.63,0.73,0.66,0.61,0.52,0.63,0.45,0.51,0.56,0.58,0.55,0.6,0.56,0.52,0.57,0.58,0.3,0.5,0.39,0.51,0.46,0.52,0.51,0.49,0.45,0.43,0.46,0.56,0.49,0.51,0.42,0.42,0.46,0.45,0.43,0.43,0.4,0.47,0.44,0.38,0.38,0.41,0.41,0.42,0.38,0.34,0.45,0.44,0.42,0.33,0.41,0.37,0.33,0.38,0.3,0.4,0.39,0.42,0.36,0.36,0.35,0.4,0.36,0.36,0.36,0.38,0.35,0.34,0.36,0.26,0.33,0.34,0.34,0.3,0.31,0.34,0.34,0.31,0.31,0.35,0.34,0.0,0.27,0.37,0.29,0.32,0.3,0.27,0.42,0.32,0.32,0.35,0.28,0.37,0.3,0.32,0.29,0.3,0.37,0.24,0.27,0.28,0.27,0.3,0.27,0.25,0.29,0.25,0.23,0.25,0.25,0.27,0.23,0.25,0.22,0.26,0.3,0.26,0.23,0.26,0.28,0.24,0.3,0.21,0.24,0.25,0.22,0.28,0.2,0.24,0.28,0.24,0.23,0.25,0.21,0.0,0.23,0.21,0.19,0.21,0.23,0.23,0.22,0.23,0.21,0.2,0.22,0.21,0.0,0.22,0.21,0.21,0.23,0.2,0.24,0.23,0.21,0.19,0.23,0.21,0.21,0.2,0.19,0.2,0.23,0.0,0.19,0.21,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.19,0.2,0.22,0.2,0.0,0.0,0.19,0.2,0.0,0.2,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.35000000000001
08/10/2021,0.96,0.95,0.79,0.88,0.8,0.71,0.67,0.69,0.67,0.71,0.77,0.64,0.63,0.7,0.59,0.65,0.66,0.66,0.61,0.56,0.63,0.69,0.66,0.61,0.53,0.63,0.45,0.51,0.57,0.58,0.55,0.6,0.55,0.55,0.58,0.58,0.3,0.5,0.39,0.51,0.47,0.48,0.51,0.48,0.46,0.43,0.46,0.57,0.5,0.52,0.42,0.42,0.46,0.45,0.51,0.43,0.4,0.47,0.44,0.4,0.4,0.41,0.41,0.41,0.39,0.34,0.45,0.45,0.43,0.32,0.41,0.36,0.33,0.38,0.3,0.39,0.39,0.44,0.37,0.36,0.34,0.39,0.35,0.36,0.39,0.38,0.34,0.35,0.37,0.28,0.33,0.33,0.33,0.29,0.32,0.34,0.34,0.32,0.31,0.34,0.34,0.0,0.27,0.38,0.29,0.31,0.26,0.28,0.38,0.32,0.32,0.35,0.29,0.37,0.3,0.32,0.29,0.3,0.37,0.24,0.27,0.28,0.28,0.31,0.27,0.25,0.29,0.26,0.23,0.25,0.25,0.28,0.24,0.25,0.22,0.26,0.3,0.26,0.24,0.26,0.27,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.2,0.24,0.26,0.24,0.22,0.25,0.21,0.0,0.23,0.22,0.0,0.21,0.23,0.23,0.21,0.23,0.21,0.19,0.22,0.2,0.0,0.21,0.21,0.21,0.24,0.21,0.24,0.23,0.22,0.19,0.23,0.21,0.21,0.2,0.0,0.2,0.23,0.19,0.19,0.21,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.21,0.19,0.22,0.2,0.0,0.0,0.2,0.2,0.0,0.19,0.22,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56
08/11/2021,0.96,0.95,0.79,0.88,0.8,0.71,0.67,0.69,0.67,0.71,0.77,0.64,0.63,0.7,0.59,0.65,0.66,0.66,0.61,0.56,0.63,0.69,0.66,0.61,0.53,0.63,0.45,0.51,0.57,0.58,0.55,0.6,0.55,0.55,0.58,0.58,0.3,0.5,0.39,0.51,0.47,0.48,0.51,0.48,0.46,0.43,0.46,0.57,0.5,0.52,0.42,0.42,0.46,0.45,0.51,0.43,0.4,0.47,0.44,0.4,0.4,0.41,0.41,0.41,0.39,0.34,0.45,0.45,0.43,0.32,0.41,0.36,0.33,0.38,0.3,0.39,0.39,0.44,0.37,0.36,0.34,0.39,0.35,0.36,0.39,0.38,0.34,0.35,0.37,0.28,0.33,0.33,0.33,0.29,0.32,0.34,0.34,0.32,0.31,0.34,0.34,0.0,0.27,0.38,0.29,0.31,0.26,0.28,0.38,0.32,0.32,0.35,0.29,0.37,0.3,0.32,0.29,0.3,0.37,0.24,0.27,0.28,0.28,0.31,0.27,0.25,0.29,0.26,0.23,0.25,0.25,0.28,0.24,0.25,0.22,0.26,0.3,0.26,0.24,0.26,0.27,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.2,0.24,0.26,0.24,0.22,0.25,0.21,0.0,0.23,0.22,0.0,0.21,0.23,0.23,0.21,0.23,0.21,0.19,0.22,0.2,0.0,0.21,0.21,0.21,0.24,0.21,0.24,0.23,0.22,0.19,0.23,0.21,0.21,0.2,0.0,0.2,0.23,0.19,0.19,0.21,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.21,0.19,0.22,0.2,0.0,0.0,0.2,0.2,0.0,0.19,0.22,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56
08/13/2021,0.97,0.96,0.8,0.82,0.78,0.71,0.68,0.7,0.68,0.72,0.77,0.63,0.6,0.72,0.59,0.65,0.66,0.64,0.62,0.55,0.61,0.77,0.65,0.61,0.54,0.62,0.43,0.48,0.57,0.58,0.56,0.58,0.57,0.54,0.59,0.58,0.29,0.51,0.4,0.51,0.45,0.55,0.52,0.48,0.47,0.43,0.47,0.56,0.5,0.53,0.41,0.42,0.46,0.46,0.51,0.43,0.4,0.47,0.44,0.41,0.42,0.39,0.4,0.38,0.39,0.35,0.44,0.46,0.42,0.32,0.41,0.38,0.33,0.38,0.33,0.39,0.39,0.43,0.37,0.38,0.35,0.39,0.36,0.37,0.37,0.38,0.34,0.35,0.39,0.28,0.34,0.34,0.33,0.3,0.32,0.34,0.33,0.3,0.31,0.32,0.34,0.0,0.26,0.38,0.29,0.31,0.24,0.29,0.37,0.32,0.31,0.35,0.3,0.39,0.27,0.31,0.29,0.29,0.38,0.25,0.26,0.28,0.27,0.31,0.27,0.26,0.29,0.26,0.23,0.26,0.25,0.26,0.24,0.25,0.23,0.25,0.29,0.25,0.24,0.26,0.28,0.25,0.28,0.22,0.23,0.26,0.22,0.28,0.19,0.24,0.25,0.24,0.22,0.26,0.21,0.0,0.25,0.22,0.0,0.2,0.22,0.23,0.2,0.23,0.2,0.19,0.22,0.2,0.0,0.21,0.21,0.21,0.23,0.22,0.24,0.23,0.22,0.19,0.22,0.21,0.21,0.2,0.0,0.2,0.23,0.0,0.2,0.22,0.2,0.19,0.19,0.22,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.21,0.2,0.22,0.21,0.0,0.0,0.19,0.19,0.19,0.0,0.23,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.59
08/16/2021,0.96,0.95,0.76,0.84,0.78,0.72,0.67,0.72,0.69,0.72,0.75,0.64,0.6,0.73,0.58,0.66,0.66,0.63,0.66,0.55,0.61,0.85,0.65,0.62,0.56,0.63,0.41,0.48,0.56,0.6,0.57,0.59,0.56,0.53,0.58,0.58,0.28,0.51,0.39,0.5,0.44,0.54,0.53,0.48,0.46,0.43,0.47,0.55,0.49,0.53,0.42,0.42,0.47,0.46,0.5,0.43,0.4,0.49,0.45,0.4,0.41,0.41,0.41,0.38,0.4,0.35,0.45,0.45,0.43,0.31,0.41,0.37,0.32,0.39,0.33,0.39,0.39,0.43,0.37,0.39,0.35,0.42,0.36,0.37,0.36,0.38,0.35,0.35,0.4,0.27,0.34,0.34,0.33,0.3,0.32,0.35,0.31,0.3,0.3,0.32,0.34,0.0,0.25,0.38,0.29,0.31,0.25,0.28,0.36,0.34,0.31,0.35,0.3,0.41,0.28,0.32,0.29,0.28,0.37,0.25,0.27,0.28,0.28,0.31,0.27,0.26,0.3,0.26,0.23,0.26,0.25,0.27,0.23,0.25,0.22,0.25,0.28,0.26,0.24,0.27,0.28,0.24,0.28,0.22,0.23,0.26,0.22,0.28,0.0,0.24,0.26,0.24,0.22,0.28,0.0,0.0,0.24,0.22,0.0,0.21,0.22,0.22,0.2,0.23,0.21,0.19,0.21,0.2,0.0,0.21,0.21,0.21,0.23,0.22,0.24,0.23,0.22,0.19,0.23,0.21,0.21,0.2,0.0,0.19,0.23,0.0,0.19,0.22,0.21,0.19,0.2,0.23,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.21,0.19,0.21,0.21,0.0,0.19,0.19,0.2,0.2,0.0,0.24,0.19,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.78999999999999
08/17/2021,0.96,0.96,0.76,0.82,0.78,0.72,0.67,0.71,0.7,0.73,0.77,0.63,0.61,0.74,0.57,0.65,0.66,0.64,0.67,0.55,0.62,0.87,0.66,0.61,0.56,0.63,0.4,0.49,0.56,0.61,0.57,0.59,0.56,0.52,0.59,0.58,0.27,0.5,0.37,0.51,0.45,0.53,0.53,0.48,0.46,0.42,0.47,0.56,0.48,0.53,0.42,0.42,0.48,0.45,0.5,0.43,0.4,0.48,0.46,0.37,0.41,0.42,0.41,0.39,0.4,0.36,0.46,0.46,0.45,0.3,0.42,0.36,0.32,0.39,0.33,0.39,0.4,0.43,0.37,0.4,0.35,0.43,0.35,0.37,0.37,0.37,0.35,0.35,0.41,0.27,0.35,0.35,0.33,0.31,0.32,0.35,0.31,0.3,0.3,0.31,0.35,0.0,0.26,0.38,0.29,0.31,0.24,0.29,0.37,0.33,0.31,0.36,0.3,0.4,0.28,0.32,0.3,0.29,0.38,0.25,0.27,0.28,0.27,0.31,0.27,0.26,0.3,0.27,0.23,0.25,0.25,0.27,0.23,0.25,0.22,0.25,0.28,0.26,0.25,0.26,0.28,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.0,0.24,0.25,0.24,0.22,0.28,0.0,0.0,0.24,0.22,0.19,0.21,0.22,0.22,0.2,0.22,0.2,0.0,0.21,0.2,0.19,0.21,0.22,0.21,0.23,0.22,0.24,0.23,0.22,0.0,0.23,0.21,0.21,0.21,0.0,0.2,0.23,0.0,0.19,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.19,0.19,0.19,0.19,0.0,0.25,0.19,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.89000000000001
08/18/2021,0.96,0.96,0.76,0.82,0.78,0.72,0.67,0.71,0.7,0.73,0.77,0.63,0.61,0.74,0.57,0.65,0.66,0.64,0.67,0.55,0.62,0.87,0.66,0.61,0.56,0.63,0.4,0.49,0.56,0.61,0.57,0.59,0.56,0.52,0.59,0.58,0.27,0.5,0.37,0.51,0.45,0.53,0.53,0.48,0.46,0.42,0.47,0.56,0.48,0.53,0.42,0.42,0.48,0.45,0.5,0.43,0.4,0.48,0.46,0.37,0.41,0.42,0.41,0.39,0.4,0.36,0.46,0.46,0.45,0.3,0.42,0.36,0.32,0.39,0.33,0.39,0.4,0.43,0.37,0.4,0.35,0.43,0.35,0.37,0.37,0.37,0.35,0.35,0.41,0.27,0.35,0.35,0.33,0.31,0.32,0.35,0.31,0.3,0.3,0.31,0.35,0.0,0.26,0.38,0.29,0.31,0.24,0.29,0.37,0.33,0.31,0.36,0.3,0.4,0.28,0.32,0.3,0.29,0.38,0.25,0.27,0.28,0.27,0.31,0.27,0.26,0.3,0.27,0.23,0.25,0.25,0.27,0.23,0.25,0.22,0.25,0.28,0.26,0.25,0.26,0.28,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.0,0.24,0.25,0.24,0.22,0.28,0.0,0.0,0.24,0.22,0.19,0.21,0.22,0.22,0.2,0.22,0.2,0.0,0.21,0.2,0.19,0.21,0.22,0.21,0.23,0.22,0.24,0.23,0.22,0.0,0.23,0.21,0.21,0.21,0.0,0.2,0.23,0.0,0.19,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.19,0.19,0.21,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.89000000000001
08/19/2021,0.96,0.96,0.76,0.82,0.78,0.72,0.67,0.71,0.7,0.73,0.77,0.63,0.61,0.74,0.57,0.65,0.66,0.64,0.67,0.55,0.62,0.87,0.66,0.61,0.56,0.63,0.4,0.49,0.56,0.61,0.57,0.59,0.56,0.52,0.59,0.58,0.27,0.5,0.37,0.51,0.45,0.53,0.53,0.48,0.46,0.42,0.47,0.56,0.48,0.53,0.42,0.42,0.48,0.45,0.5,0.43,0.4,0.48,0.46,0.37,0.41,0.42,0.41,0.39,0.4,0.36,0.46,0.46,0.45,0.3,0.42,0.36,0.32,0.39,0.33,0.39,0.4,0.43,0.37,0.4,0.35,0.43,0.35,0.37,0.37,0.37,0.35,0.35,0.41,0.27,0.35,0.35,0.33,0.31,0.32,0.35,0.31,0.3,0.3,0.31,0.35,0.0,0.26,0.38,0.29,0.31,0.24,0.29,0.37,0.33,0.31,0.36,0.3,0.4,0.28,0.32,0.3,0.29,0.38,0.25,0.27,0.28,0.27,0.31,0.27,0.26,0.3,0.27,0.23,0.25,0.25,0.27,0.23,0.25,0.22,0.25,0.28,0.26,0.25,0.26,0.28,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.0,0.24,0.25,0.24,0.22,0.28,0.0,0.0,0.24,0.22,0.19,0.21,0.22,0.22,0.2,0.22,0.2,0.0,0.21,0.2,0.19,0.21,0.22,0.21,0.23,0.22,0.24,0.23,0.22,0.0,0.23,0.21,0.21,0.21,0.0,0.2,0.23,0.0,0.19,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.19,0.19,0.19,0.19,0.0,0.25,0.19,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.89000000000001
08/20/2021,0.93,0.99,0.74,0.81,0.8,0.73,0.66,0.7,0.7,0.73,0.77,0.63,0.59,0.74,0.56,0.65,0.66,0.64,0.71,0.54,0.62,0.84,0.66,0.62,0.55,0.64,0.4,0.5,0.56,0.6,0.58,0.6,0.56,0.52,0.59,0.59,0.26,0.51,0.36,0.51,0.46,0.52,0.53,0.49,0.46,0.42,0.47,0.56,0.48,0.52,0.43,0.42,0.47,0.46,0.5,0.43,0.4,0.49,0.46,0.37,0.41,0.43,0.41,0.38,0.4,0.36,0.46,0.46,0.46,0.3,0.42,0.36,0.32,0.39,0.33,0.39,0.4,0.41,0.37,0.43,0.34,0.44,0.36,0.37,0.38,0.38,0.35,0.35,0.4,0.27,0.35,0.36,0.33,0.3,0.32,0.35,0.31,0.29,0.31,0.31,0.35,0.0,0.26,0.37,0.29,0.31,0.24,0.29,0.35,0.32,0.31,0.36,0.29,0.4,0.28,0.33,0.3,0.28,0.39,0.24,0.27,0.28,0.28,0.32,0.27,0.26,0.3,0.27,0.24,0.26,0.25,0.27,0.23,0.25,0.21,0.25,0.28,0.26,0.24,0.26,0.28,0.24,0.29,0.21,0.23,0.26,0.22,0.28,0.0,0.24,0.25,0.24,0.22,0.28,0.0,0.0,0.24,0.22,0.19,0.2,0.22,0.23,0.21,0.23,0.2,0.0,0.21,0.2,0.0,0.22,0.22,0.21,0.23,0.22,0.24,0.23,0.22,0.19,0.23,0.21,0.21,0.21,0.0,0.2,0.24,0.0,0.19,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.19,0.19,0.2,0.19,0.0,0.26,0.19,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.97000000000001
