,NVDA,SHOP,Bny Mellon Cash Reserve Usd,LLY,NKE,FTNT,INTU,TGT,AMD,FB,UPS,IDXX,BX,XLNX,YNDX,ADBE,ANET,ILMN,TROW,EXPD,EPAM,APTV,Cheniere Energy Partners LP,WST,VEEV,SNPS,BLK,SCHW,GOOGL,MXIM,NDAQ,KKR,ALXN,ZBRA,PYPL,PAYX,A,CPRT,CTAS,ORLY,EFX,ISRG,LULU,VIAC,DHR,MSFT,MTD,QCOM,TMO,AAPL,CMG,GRMN,PLD,AMZN,CBRE,KEYS,DXCM,ACN,LH,AMAT,ABBV,SWKS,BIO,APH,TXN,ADP,ADSK,AMP,UNH,UHS,TYL,ODFL,SSNC,LRCX,AFL,GD,ANTM,FAST,DG,HUM,ALGN,DOX,AME,LIN,LEN,ATVI,NOW,HD,SWK,MLM,TFC,TSCO,DGX,TTWO,WLTW,ICE,STE,CDNS,PAYC,SQ,BBY,FOXA,FNF,CDW,MET,JBHT,WAB,DHI,LOW,ANSS,KLAC,ABT,CHD,CHRW,TSLA,CI,CAG,HIG,MNST,CMI,ABMD,MKTX,HOLX,CSGP,FFIV,CTSH,Cash,4338.SR,CQP,MRNA,NUE,TTD,ARES,EW,COO,ROK,COST,BURL,KMX,ZM,RF,CINF,LBRDK,ACGL,MMC,VMC,IR,ALL,ULTA,TRV,ZTS,HSY,PFG,BRK.B,IEX,WY,ROST,PSA,IBKR,PTON,MCO,ROKU,SIVB,FDX,Z,EBAY,ETSY,YUMC,n/a,ADI,4340.SR,BEN,TJX,EL,AVGO,SPGI,CSCO,PFE,CB,CE,APO,TSN,RMD,ADM,PXD,SUI,LBTYK,LYB,BRO,PINS,SUM
10/29/2021,0.89,0.69,0.0,0.77,0.75,0.92,0.87,0.75,1.0,0.7,0.72,0.71,0.95,0.96,0.82,0.77,0.77,0.0,0.75,0.72,0.9,0.0,0.0,0.84,0.0,0.85,0.81,0.92,0.86,0.0,0.81,0.92,0.0,0.73,0.6,0.83,0.78,0.79,0.81,0.0,0.83,0.78,0.0,0.69,0.79,0.81,0.74,0.69,0.88,0.76,0.78,0.81,0.85,0.0,0.9,0.84,0.0,0.85,0.74,0.74,0.0,0.64,0.87,0.84,0.82,0.79,0.0,0.0,0.82,0.0,0.8,0.96,0.74,0.66,0.8,0.81,0.84,0.0,0.0,0.0,0.7,0.0,0.0,0.79,0.75,0.0,0.91,0.0,0.7,0.84,0.89,0.86,0.0,0.0,0.0,0.0,0.83,0.87,0.0,0.76,0.82,0.87,0.0,0.81,0.0,0.9,0.85,0.74,0.87,0.0,0.82,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.67,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.81,0.87,0.76,0.96,0.82,0.76,0.79,0.86,0.64,0.77,0.58,0.95,0.8,0.75,0.85,0.86,0.81,0.84,0.75,0.81,0.81,0.78,0.76,0.84,0.78,0.73,0.82,0.7,0.78,0.9,0.6,0.75,0.57,0.98,0.59,0.64,0.83,0.93,0.68,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/08/2021,1.01,0.79,0.0,0.0,0.0,0.78,0.83,0.79,0.88,0.75,0.0,0.76,0.84,0.0,0.0,0.81,1.02,0.79,0.82,0.83,0.86,0.0,0.0,0.79,0.0,0.82,0.81,0.76,0.8,0.0,0.82,0.85,0.0,0.86,0.72,0.78,0.77,0.78,0.0,0.73,0.86,0.82,0.86,0.73,0.76,0.83,0.79,0.0,0.81,0.77,0.75,0.67,0.78,0.0,0.79,0.81,0.85,0.81,0.78,0.86,0.83,0.0,0.79,0.76,0.73,0.81,0.8,0.0,0.79,0.0,0.8,0.86,0.0,0.83,0.76,0.0,0.75,0.0,0.0,0.0,0.87,0.0,0.83,0.82,0.0,0.0,0.78,0.0,0.0,0.0,0.77,0.79,0.76,0.0,0.0,0.0,0.0,0.83,0.74,0.72,0.0,0.74,0.0,0.74,0.0,0.78,0.76,0.0,0.0,0.0,0.94,0.0,0.0,0.0,1.05,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.76,0.64,0.84,0.69,0.82,0.78,0.78,0.83,0.83,0.8,0.82,0.0,0.8,0.8,0.0,0.75,0.73,0.0,0.81,0.71,0.79,0.75,0.0,0.0,0.0,0.77,0.0,0.8,0.81,0.79,0.77,0.0,0.79,0.67,0.82,0.0,0.0,0.0,0.88,0.0,0.85,0.78,0.0,0.92,0.83,0.82,0.82,0.8,0.79,0.78,0.78,0.77,0.77,0.77,0.77,0.76,0.76,0.75,0.73,0.72,0.72,0.55,100.05
12/23/2021,0.98,0.68,0.0,0.0,0.0,0.79,0.84,0.69,0.91,0.76,0.0,0.75,0.73,0.0,0.0,0.69,1.09,0.73,0.74,0.85,0.78,0.0,0.0,0.83,0.0,0.86,0.8,0.79,0.78,0.0,0.8,0.77,0.0,0.86,0.6,0.81,0.77,0.75,0.0,0.81,0.87,0.78,0.7,0.61,0.81,0.83,0.87,0.0,0.86,0.91,0.73,0.63,0.89,0.0,0.78,0.88,0.77,0.89,0.89,0.87,0.96,0.0,0.77,0.82,0.73,0.86,0.72,0.0,0.88,0.0,0.78,0.84,0.0,0.96,0.79,0.0,0.82,0.0,0.0,0.0,0.79,0.0,0.85,0.85,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.85,0.95,0.0,0.0,0.0,0.0,0.86,0.6,0.48,0.0,0.68,0.0,0.79,0.0,0.79,0.75,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.81,0.0,0.0,0.73,0.0,0.0,0.72,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.71,0.65,0.87,0.87,0.73,0.83,0.76,0.85,0.93,0.78,0.74,0.0,0.71,0.74,0.0,0.79,0.8,0.0,0.86,0.71,0.79,0.77,0.0,0.0,0.0,0.81,0.0,0.83,0.77,0.91,0.81,0.0,0.83,0.55,0.73,0.0,0.0,0.0,0.74,0.0,0.5,0.76,0.0,0.85,0.9,0.87,1.01,0.83,0.87,1.14,0.8,0.75,0.71,0.84,0.76,0.79,0.73,0.79,0.74,0.72,0.81,0.47,99.95
12/30/2021,1.03,0.7,0.0,0.0,0.0,0.83,0.86,0.67,0.98,0.77,0.0,0.77,0.77,0.0,0.0,0.69,1.13,0.71,0.74,0.84,0.83,0.0,0.0,0.84,0.0,0.88,0.77,0.79,0.77,0.0,0.8,0.8,0.0,0.86,0.6,0.84,0.77,0.74,0.0,0.79,0.86,0.81,0.72,0.6,0.8,0.84,0.89,0.0,0.83,0.92,0.73,0.63,0.87,0.0,0.8,0.89,0.76,0.91,0.83,0.93,0.94,0.0,0.77,0.83,0.72,0.87,0.7,0.0,0.86,0.0,0.79,0.85,0.0,0.99,0.79,0.0,0.81,0.0,0.0,0.0,0.83,0.0,0.84,0.84,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.83,0.88,0.0,0.0,0.0,0.0,0.88,0.61,0.48,0.0,0.66,0.0,0.82,0.0,0.79,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.72,0.0,0.0,0.77,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.72,0.55,0.87,0.91,0.77,0.85,0.77,0.83,0.9,0.78,0.68,0.0,0.71,0.72,0.0,0.78,0.78,0.0,0.86,0.69,0.82,0.74,0.0,0.0,0.0,0.78,0.0,0.82,0.77,0.87,0.83,0.0,0.81,0.52,0.74,0.0,0.0,0.0,0.74,0.0,0.48,0.74,0.0,0.85,0.87,0.88,1.0,0.81,0.86,1.05,0.79,0.75,0.73,0.8,0.75,0.77,0.75,0.78,0.73,0.72,0.8,0.46,100.01
12/31/2021,1.02,0.69,0.0,0.0,0.0,0.83,0.86,0.67,0.98,0.77,0.0,0.77,0.76,0.0,0.0,0.68,1.11,0.7,0.74,0.84,0.81,0.0,0.0,0.84,0.0,0.88,0.78,0.79,0.77,0.0,0.8,0.8,0.0,0.85,0.59,0.84,0.77,0.75,0.0,0.8,0.88,0.82,0.72,0.61,0.79,0.84,0.89,0.0,0.82,0.91,0.73,0.63,0.87,0.0,0.8,0.89,0.71,0.91,0.83,0.91,0.94,0.0,0.75,0.83,0.72,0.87,0.7,0.0,0.87,0.0,0.79,0.85,0.0,0.98,0.79,0.0,0.82,0.0,0.0,0.0,0.83,0.0,0.85,0.84,0.0,0.0,0.72,0.0,0.0,0.0,0.7,0.84,0.89,0.0,0.0,0.0,0.0,0.88,0.6,0.47,0.0,0.67,0.0,0.82,0.0,0.8,0.75,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.92,0.0,0.0,0.72,0.0,0.0,0.78,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.73,0.54,0.85,0.89,0.77,0.85,0.78,0.84,0.9,0.78,0.69,0.0,0.71,0.73,0.0,0.78,0.78,0.0,0.86,0.7,0.82,0.75,0.0,0.0,0.0,0.79,0.0,0.82,0.77,0.87,0.84,0.0,0.81,0.53,0.74,0.0,0.0,0.0,0.72,0.0,0.47,0.74,0.0,0.86,0.88,0.88,0.99,0.81,0.87,1.03,0.79,0.76,0.72,0.81,0.75,0.78,0.74,0.79,0.74,0.73,0.8,0.45,99.94000000000004
01/17/2022,0.95,0.57,0.0,0.0,0.0,0.75,0.78,0.72,0.9,0.77,0.0,0.67,0.73,0.0,0.0,0.66,1.08,0.79,0.7,0.83,0.68,0.0,0.0,0.73,0.0,0.82,0.78,0.92,0.77,0.0,0.76,0.77,0.0,0.8,0.6,0.84,0.75,0.74,0.0,0.84,0.81,0.75,0.64,0.78,0.76,0.8,0.85,0.0,0.8,0.93,0.67,0.65,0.86,0.0,0.84,0.86,0.65,0.84,0.8,0.96,0.99,0.0,0.69,0.83,0.74,0.88,0.69,0.0,0.86,0.0,0.76,0.81,0.0,1.0,0.92,0.0,0.84,0.0,0.0,0.0,0.71,0.0,0.89,0.87,0.0,0.0,0.61,0.0,0.0,0.0,0.85,0.89,0.81,0.0,0.0,0.0,0.0,0.8,0.52,0.42,0.0,0.76,0.0,0.82,0.0,0.85,0.81,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.93,0.0,0.0,0.8,0.0,0.0,0.71,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.85,0.5,0.89,0.76,0.77,0.84,0.82,0.84,0.88,0.69,0.67,0.0,0.87,0.82,0.0,0.88,0.79,0.0,0.89,0.79,0.82,0.82,0.0,0.0,0.0,0.91,0.0,0.92,0.77,0.91,0.83,0.0,0.78,0.41,0.82,0.0,0.0,0.0,0.57,0.0,0.12,0.77,0.0,0.94,0.91,0.85,0.95,0.79,0.89,1.05,0.86,0.85,0.73,0.93,0.78,0.89,0.89,0.8,0.77,0.85,0.85,0.44,99.96
01/24/2022,0.91,0.57,0.0,0.0,0.0,0.78,0.8,0.74,0.87,0.79,0.0,0.68,0.72,0.0,0.0,0.68,1.05,0.79,0.69,0.83,0.65,0.0,0.0,0.75,0.0,0.82,0.78,0.95,0.78,0.0,0.77,0.78,0.0,0.8,0.61,0.84,0.76,0.72,0.0,0.83,0.76,0.73,0.65,0.76,0.78,0.83,0.88,0.0,0.83,0.94,0.66,0.64,0.9,0.0,0.83,0.86,0.65,0.84,0.82,0.89,1.04,0.0,0.66,0.83,0.73,0.87,0.7,0.0,0.89,0.0,0.76,0.82,0.0,0.95,0.94,0.0,0.89,0.0,0.0,0.0,0.7,0.0,0.89,0.88,0.0,0.0,0.63,0.0,0.0,0.0,0.85,0.85,0.8,0.0,0.0,0.0,0.0,0.77,0.53,0.41,0.0,0.76,0.0,0.84,0.0,0.88,0.84,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.95,0.0,0.0,0.83,0.0,0.0,0.74,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.86,0.42,0.84,0.71,0.78,0.85,0.82,0.84,0.86,0.65,0.64,0.0,0.82,0.82,0.0,0.91,0.8,0.0,0.91,0.8,0.82,0.88,0.0,0.0,0.0,0.92,0.0,0.89,0.75,0.93,0.83,0.0,0.78,0.43,0.78,0.0,0.0,0.0,0.58,0.0,0.15,0.76,0.0,0.92,0.89,0.81,0.91,0.8,0.89,1.07,0.88,0.85,0.74,0.95,0.77,0.9,0.97,0.8,0.79,0.85,0.83,0.44,100.0
01/25/2022,0.9,0.5,0.0,0.0,0.0,0.75,0.8,0.74,0.87,0.77,0.0,0.68,0.72,0.0,0.0,0.68,1.04,0.78,0.68,0.84,0.63,0.0,0.0,0.76,0.0,0.82,0.77,0.94,0.78,0.0,0.78,0.78,0.0,0.81,0.59,0.84,0.76,0.73,0.0,0.83,0.77,0.69,0.64,0.72,0.79,0.83,0.89,0.0,0.83,0.95,0.65,0.64,0.93,0.0,0.86,0.86,0.64,0.84,0.84,0.88,1.06,0.0,0.68,0.84,0.76,0.88,0.68,0.0,0.91,0.0,0.77,0.81,0.0,0.95,0.94,0.0,0.89,0.0,0.0,0.0,0.67,0.0,0.91,0.89,0.0,0.0,0.64,0.0,0.0,0.0,0.84,0.86,0.82,0.0,0.0,0.0,0.0,0.78,0.51,0.39,0.0,0.77,0.0,0.84,0.0,0.89,0.85,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.92,0.0,0.0,0.83,0.0,0.0,0.76,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.88,0.41,0.79,0.64,0.78,0.85,0.82,0.86,0.88,0.66,0.66,0.0,0.83,0.83,0.0,0.92,0.81,0.0,0.92,0.82,0.82,0.88,0.0,0.0,0.0,0.93,0.0,0.9,0.75,0.95,0.81,0.0,0.79,0.4,0.72,0.0,0.0,0.0,0.55,0.0,0.15,0.78,0.0,0.92,0.91,0.81,0.91,0.81,0.89,1.07,0.9,0.84,0.74,0.96,0.78,0.93,0.95,0.82,0.78,0.85,0.84,0.42,99.97
01/26/2022,0.9,0.5,0.0,0.0,0.0,0.75,0.8,0.74,0.87,0.77,0.0,0.68,0.72,0.0,0.0,0.68,1.04,0.78,0.68,0.84,0.63,0.0,0.0,0.76,0.0,0.82,0.77,0.94,0.78,0.0,0.78,0.78,0.0,0.81,0.59,0.84,0.76,0.73,0.0,0.83,0.77,0.69,0.64,0.72,0.79,0.83,0.89,0.0,0.83,0.95,0.65,0.64,0.93,0.0,0.86,0.86,0.64,0.84,0.84,0.88,1.06,0.0,0.68,0.84,0.76,0.88,0.68,0.0,0.91,0.0,0.77,0.81,0.0,0.95,0.94,0.0,0.89,0.0,0.0,0.0,0.67,0.0,0.91,0.89,0.0,0.0,0.64,0.0,0.0,0.0,0.84,0.86,0.82,0.0,0.0,0.0,0.0,0.78,0.51,0.39,0.0,0.77,0.0,0.84,0.0,0.89,0.85,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.92,0.0,0.0,0.83,0.0,0.0,0.76,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.88,0.41,0.79,0.64,0.78,0.85,0.82,0.86,0.88,0.66,0.66,0.0,0.83,0.83,0.0,0.92,0.81,0.0,0.92,0.82,0.82,0.88,0.0,0.0,0.0,0.93,0.0,0.9,0.75,0.95,0.81,0.0,0.79,0.4,0.72,0.0,0.0,0.0,0.55,0.0,0.15,0.78,0.0,0.92,0.91,0.81,0.91,0.81,0.89,1.07,0.9,0.84,0.74,0.96,0.78,0.93,0.95,0.82,0.78,0.85,0.84,0.42,99.97
01/27/2022,0.89,0.53,0.0,0.0,0.0,0.75,0.8,0.75,0.84,0.78,0.0,0.69,0.71,0.0,0.0,0.7,1.06,0.76,0.67,0.85,0.63,0.0,0.0,0.78,0.0,0.82,0.75,0.93,0.77,0.0,0.76,0.77,0.0,0.79,0.57,0.84,0.76,0.73,0.0,0.85,0.79,0.69,0.65,0.74,0.77,0.82,0.88,0.0,0.82,0.93,0.67,0.65,0.91,0.0,0.85,0.86,0.64,0.84,0.84,0.9,1.04,0.0,0.67,0.84,0.76,0.87,0.69,0.0,0.9,0.0,0.78,0.84,0.0,0.97,0.94,0.0,0.89,0.0,0.0,0.0,0.68,0.0,0.9,0.88,0.0,0.0,0.65,0.0,0.0,0.0,0.84,0.89,0.82,0.0,0.0,0.0,0.0,0.79,0.53,0.38,0.0,0.79,0.0,0.84,0.0,0.9,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89,0.0,0.0,0.83,0.0,0.0,0.77,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.89,0.4,0.8,0.69,0.77,0.82,0.82,0.85,0.88,0.7,0.68,0.0,0.85,0.84,0.0,0.92,0.81,0.0,0.91,0.83,0.84,0.91,0.0,0.0,0.0,0.91,0.0,0.91,0.76,0.94,0.79,0.0,0.79,0.41,0.7,0.0,0.0,0.0,0.56,0.0,0.15,0.78,0.0,0.9,0.92,0.82,0.91,0.8,0.88,1.03,0.91,0.83,0.73,0.96,0.78,0.91,0.94,0.8,0.77,0.83,0.85,0.44,100.03999999999999
