,354.HK,3800.HK,336.HK,1368.HK,1302.HK,JKS,460.HK,2400.HK,189.HK,HKD,819.HK,9966.HK,1316.HK,3913.HK,LX,1448.HK,410.HK,2186.HK,1458.HK,81.HK,2616.HK,FINV,NIU,512.HK,2386.HK,1515.HK,405.HK,EH,1610.HK,2666.HK,1789.HK,327.HK,535.HK,6855.HK,1083.HK,1478.HK,1873.HK,9996.HK,3899.HK,357.HK,1908.HK,1798.HK,900948.SS,1966.HK,CAN,1117.HK,ICLK,1385.HK,FANH,3377.HK,363.HK,1896.HK,777.HK,855.HK,9909.HK,6878.HK,3339.HK,3983.HK,1052.HK,272.HK,1811.HK,639.HK,1860.HK,1765.HK,6826.HK,2001.HK,SOHU,2768.HK,SOS,2038.HK,2048.HK,697.HK,1666.HK,119.HK,1628.HK,1477.HK,3818.HK,1070.HK,2362.HK,9997.HK,9928.HK,861.HK,3813.HK,302.HK,1357.HK,1911.HK,1668.HK,6055.HK,546.HK,9993.HK,1361.HK,1773.HK,200771.SZ,520.HK,863.HK,1829.HK,900936.SZ,826.HK,751.HK,1797.HK,1176.HK,QD,934.HK,6100.HK,3613.HK,182.HK,1333.HK,EBON,6069.HK,1317.HK,308.HK,3836.HK,2552.HK,297.HK,743.HK,120.HK,1108.HK,2858.HK,2019.HK,3316.HK,581.HK,468.HK,9911.HK,2877.HK,1931.HK,3301.HK,SOL,1996.HK,1119.HK,579.HK,564.HK,GTH,59.HK,2233.HK,506.HK,1622.HK,2868.HK,BEST,6998.HK,451.HK,1234.HK,6989.HK,818.HK,1600.HK,2198.HK,1282.HK,305.HK,1381.HK,1098.HK,9979.HK,6968.HK,9983.HK,995.HK,3700.HK,1675.HK,1061.HK,382.HK,811.HK,1981.HK,3306.HK,3798.HK,2006.HK,9982.HK,906.HK,1890.HK,1589.HK,1681.HK,ZEPP,1866.HK,1558.HK,1257.HK,658.HK,2156.HK,3718.HK,95.HK,38.HK,6999.HK,686.HK,1566.HK,BTBT,CYD,1899.HK,6988.HK,6978.HK,1503.HK,2126.HK,337.HK,1763.HK,YI,2168.HK,BYSI,3877.HK,832.HK,SY,1905.HK,900908.SZ,1858.HK,698.HK,9968.HK,6068.HK,1839.HK,1817.HK,1848.HK,2163.HK,6111.HK,XTSLA,2100.HK,688006.SS,TIAN.SI,603613.SS,596.HK,900920.SZ,517.HK,6900.HK,BTCM,2231.HK,1133.HK,951.HK,1862.HK,1330.HK,1122.HK,DOYU,2117.HK,107.HK,1970.HK,U9E.SI,2798.HK,811,995,900908,1902.HK,200016.SZ,900917.SZ,T14,n/a,1569.HK,563.HK,SUM
08/13/2021,4.2,3.38,1.92,1.71,1.79,1.87,1.1,1.0,2.13,0.0,1.11,0.97,1.14,0.72,0.66,0.96,0.74,0.84,0.61,0.93,0.77,0.59,0.62,0.78,0.76,0.68,0.73,0.51,0.67,0.67,0.62,0.8,0.64,0.69,0.56,0.61,0.55,0.58,0.66,0.54,0.56,0.5,0.64,0.56,0.72,0.45,0.26,0.79,0.58,0.56,0.55,0.46,0.47,0.55,0.42,1.04,0.57,0.48,0.47,0.5,0.48,0.46,0.4,0.41,0.39,0.42,0.55,0.46,0.49,0.38,0.26,0.42,0.41,0.47,0.4,0.38,0.34,0.42,0.4,0.39,0.32,0.39,0.38,0.47,0.4,0.33,0.37,0.38,0.4,0.37,0.31,0.3,0.41,0.35,0.28,0.0,0.37,0.5,0.39,0.21,0.32,0.28,0.32,0.29,0.32,0.41,0.29,0.3,0.45,0.26,0.28,0.35,0.31,0.37,0.29,0.24,0.33,0.27,0.28,0.24,0.29,0.29,0.26,0.29,0.25,0.29,0.26,0.31,0.3,0.3,0.22,0.21,0.26,0.3,0.26,0.27,0.41,0.2,0.21,0.32,0.24,0.21,0.27,0.26,0.25,0.28,0.23,0.22,0.25,0.21,0.25,0.23,0.23,0.19,0.24,0.24,0.21,0.24,0.17,0.32,0.0,0.23,0.2,0.21,0.22,0.24,0.22,0.23,0.21,0.0,0.2,0.24,0.18,0.18,0.21,0.21,0.2,0.18,0.18,0.51,0.19,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.0,0.0,0.46,0.17,0.18,0.0,0.21,0.22,0.24,0.0,0.18,0.0,0.0,0.18,0.0,0.17,0.19,0.22,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.17,0.26,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.60000000000002
08/16/2021,4.29,3.07,1.85,1.71,1.7,1.69,1.05,1.0,2.23,0.0,1.2,0.93,1.11,0.73,0.63,0.99,0.78,0.8,0.59,0.98,0.72,0.58,0.59,0.78,0.78,0.66,0.73,0.5,0.65,0.67,0.57,0.82,0.69,0.65,0.58,0.59,0.52,0.54,0.81,0.55,0.6,0.58,0.65,0.59,0.72,0.45,0.25,0.76,0.55,0.57,0.56,0.46,0.46,0.55,0.44,1.04,0.57,0.5,0.52,0.52,0.57,0.51,0.39,0.39,0.35,0.41,0.55,0.47,0.45,0.39,0.26,0.42,0.4,0.48,0.41,0.38,0.34,0.41,0.4,0.37,0.33,0.39,0.38,0.47,0.39,0.33,0.38,0.38,0.4,0.38,0.31,0.3,0.41,0.35,0.29,0.0,0.37,0.51,0.39,0.19,0.33,0.26,0.33,0.31,0.3,0.46,0.31,0.29,0.45,0.26,0.27,0.36,0.3,0.37,0.3,0.25,0.34,0.27,0.29,0.24,0.31,0.3,0.25,0.3,0.24,0.3,0.24,0.32,0.28,0.34,0.21,0.21,0.27,0.3,0.26,0.27,0.41,0.19,0.2,0.34,0.24,0.21,0.28,0.27,0.26,0.28,0.24,0.23,0.26,0.21,0.27,0.23,0.23,0.2,0.24,0.25,0.2,0.24,0.0,0.32,0.0,0.23,0.2,0.21,0.22,0.25,0.22,0.23,0.23,0.0,0.21,0.24,0.19,0.18,0.21,0.21,0.2,0.19,0.18,0.5,0.19,0.17,0.18,0.19,0.21,0.19,0.19,0.18,0.0,0.0,0.45,0.17,0.18,0.0,0.21,0.23,0.23,0.0,0.18,0.0,0.17,0.18,0.0,0.0,0.19,0.19,0.0,0.0,0.21,0.0,0.18,0.17,0.0,0.17,0.27,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.61
08/17/2021,4.39,3.03,1.84,1.77,1.68,1.45,1.07,0.96,2.33,0.0,1.18,0.91,1.1,0.71,0.61,0.99,0.83,0.81,0.59,0.98,0.71,0.57,0.56,0.8,0.77,0.67,0.74,0.48,0.65,0.68,0.57,0.8,0.65,0.64,0.58,0.6,0.52,0.52,0.84,0.54,0.59,0.57,0.66,0.59,0.72,0.46,0.25,0.73,0.55,0.58,0.56,0.46,0.46,0.57,0.44,1.17,0.57,0.56,0.54,0.51,0.56,0.5,0.39,0.39,0.35,0.41,0.54,0.47,0.43,0.38,0.25,0.42,0.4,0.48,0.39,0.37,0.34,0.41,0.41,0.37,0.33,0.39,0.41,0.48,0.39,0.33,0.38,0.38,0.41,0.39,0.32,0.29,0.41,0.35,0.28,0.0,0.37,0.51,0.39,0.19,0.33,0.25,0.32,0.31,0.3,0.45,0.35,0.28,0.45,0.26,0.27,0.37,0.3,0.4,0.29,0.26,0.33,0.27,0.29,0.24,0.33,0.3,0.24,0.29,0.26,0.3,0.23,0.31,0.3,0.35,0.22,0.21,0.26,0.29,0.26,0.28,0.41,0.18,0.2,0.33,0.24,0.21,0.3,0.26,0.26,0.28,0.23,0.23,0.26,0.21,0.27,0.23,0.24,0.2,0.24,0.25,0.2,0.24,0.0,0.32,0.0,0.24,0.2,0.21,0.22,0.25,0.22,0.23,0.28,0.0,0.22,0.24,0.19,0.18,0.21,0.22,0.2,0.19,0.18,0.46,0.19,0.18,0.18,0.19,0.21,0.19,0.19,0.18,0.0,0.0,0.42,0.18,0.18,0.0,0.21,0.23,0.24,0.0,0.18,0.0,0.17,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.18,0.17,0.0,0.17,0.26,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.63000000000002
08/18/2021,4.39,3.03,1.84,1.77,1.68,1.45,1.07,0.96,2.33,0.0,1.18,0.91,1.1,0.71,0.61,0.99,0.83,0.81,0.59,0.98,0.71,0.57,0.56,0.8,0.77,0.67,0.74,0.48,0.65,0.68,0.57,0.8,0.65,0.64,0.58,0.6,0.52,0.52,0.84,0.54,0.59,0.57,0.66,0.59,0.72,0.46,0.25,0.73,0.55,0.58,0.56,0.46,0.46,0.57,0.44,1.17,0.57,0.56,0.54,0.51,0.56,0.5,0.39,0.39,0.35,0.41,0.54,0.47,0.43,0.38,0.25,0.42,0.4,0.48,0.39,0.37,0.34,0.41,0.41,0.37,0.33,0.39,0.41,0.48,0.39,0.33,0.38,0.38,0.41,0.39,0.32,0.29,0.41,0.35,0.28,0.0,0.37,0.51,0.39,0.19,0.33,0.25,0.32,0.31,0.3,0.45,0.35,0.28,0.45,0.26,0.27,0.37,0.3,0.4,0.29,0.26,0.33,0.27,0.29,0.24,0.33,0.3,0.24,0.29,0.26,0.3,0.23,0.31,0.3,0.35,0.22,0.21,0.26,0.29,0.26,0.28,0.41,0.18,0.2,0.33,0.24,0.21,0.3,0.26,0.26,0.28,0.23,0.23,0.26,0.21,0.27,0.23,0.24,0.2,0.24,0.25,0.2,0.24,0.0,0.32,0.0,0.24,0.2,0.21,0.22,0.25,0.22,0.23,0.28,0.0,0.22,0.24,0.19,0.18,0.21,0.22,0.2,0.19,0.18,0.46,0.19,0.18,0.18,0.19,0.21,0.19,0.19,0.18,0.0,0.0,0.42,0.18,0.18,0.0,0.21,0.23,0.24,0.0,0.18,0.0,0.17,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.18,0.17,0.0,0.17,0.26,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.63000000000002
08/19/2021,4.47,3.25,1.84,1.74,1.82,1.39,1.07,0.92,2.43,0.0,1.16,0.91,1.03,0.71,0.6,1.0,0.79,0.81,0.61,0.98,0.72,0.55,0.59,0.8,0.76,0.66,0.74,0.47,0.65,0.68,0.56,0.79,0.66,0.64,0.58,0.57,0.51,0.5,0.86,0.53,0.61,0.54,0.67,0.59,0.67,0.44,0.24,0.73,0.55,0.57,0.57,0.47,0.45,0.58,0.44,1.2,0.57,0.58,0.54,0.52,0.54,0.5,0.37,0.38,0.36,0.41,0.52,0.48,0.41,0.38,0.25,0.41,0.39,0.49,0.38,0.36,0.33,0.4,0.39,0.37,0.32,0.39,0.4,0.47,0.38,0.33,0.38,0.38,0.41,0.38,0.32,0.29,0.42,0.35,0.29,0.0,0.37,0.56,0.41,0.19,0.33,0.24,0.33,0.31,0.29,0.44,0.34,0.26,0.44,0.27,0.27,0.37,0.3,0.39,0.3,0.26,0.32,0.26,0.29,0.23,0.34,0.3,0.23,0.29,0.25,0.3,0.22,0.32,0.29,0.34,0.21,0.2,0.27,0.3,0.26,0.28,0.41,0.18,0.19,0.33,0.24,0.2,0.29,0.26,0.27,0.31,0.22,0.23,0.26,0.21,0.27,0.23,0.24,0.2,0.24,0.24,0.19,0.24,0.0,0.32,0.0,0.24,0.19,0.21,0.22,0.25,0.23,0.21,0.3,0.0,0.22,0.24,0.19,0.18,0.21,0.22,0.2,0.19,0.18,0.43,0.18,0.18,0.17,0.18,0.21,0.18,0.19,0.18,0.0,0.0,0.43,0.17,0.19,0.0,0.2,0.23,0.24,0.0,0.18,0.0,0.17,0.19,0.0,0.17,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.18,0.0,0.17,0.22,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51999999999998
08/20/2021,4.03,3.32,1.8,1.71,1.88,1.34,1.03,0.89,2.14,0.0,1.18,0.89,1.07,0.7,0.65,1.01,0.78,0.82,0.62,0.99,0.69,0.56,0.66,0.79,0.74,0.65,0.75,0.49,0.66,0.68,0.56,0.88,0.67,0.63,0.61,0.57,0.51,0.51,0.89,0.53,0.63,0.54,0.67,0.6,0.66,0.44,0.25,0.77,0.57,0.59,0.57,0.46,0.45,0.59,0.43,1.24,0.57,0.58,0.56,0.54,0.56,0.51,0.36,0.37,0.34,0.4,0.53,0.49,0.4,0.39,0.25,0.42,0.4,0.49,0.36,0.36,0.34,0.41,0.39,0.37,0.32,0.38,0.41,0.45,0.37,0.34,0.39,0.39,0.41,0.39,0.34,0.29,0.43,0.32,0.29,0.0,0.37,0.57,0.41,0.18,0.34,0.25,0.34,0.35,0.3,0.44,0.34,0.26,0.45,0.27,0.27,0.38,0.3,0.38,0.31,0.27,0.32,0.25,0.3,0.23,0.33,0.3,0.24,0.29,0.24,0.3,0.22,0.33,0.29,0.33,0.23,0.2,0.28,0.3,0.27,0.28,0.42,0.19,0.19,0.33,0.25,0.21,0.28,0.27,0.26,0.3,0.22,0.24,0.27,0.21,0.28,0.22,0.24,0.21,0.24,0.23,0.19,0.24,0.0,0.31,0.0,0.24,0.2,0.21,0.22,0.25,0.22,0.21,0.27,0.0,0.22,0.24,0.2,0.19,0.22,0.21,0.21,0.19,0.18,0.42,0.18,0.19,0.18,0.19,0.21,0.18,0.19,0.18,0.0,0.0,0.41,0.17,0.19,0.0,0.2,0.23,0.23,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.2,0.18,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.17,0.24,0.0,0.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/23/2021,4.07,3.14,1.79,1.81,1.83,1.25,1.0,0.85,2.46,0.0,1.16,0.83,0.91,0.67,0.62,1.03,0.79,0.81,0.58,0.99,0.7,0.56,0.69,0.8,0.75,0.65,0.78,0.44,0.62,0.68,0.55,0.86,0.64,0.62,0.63,0.58,0.51,0.5,0.88,0.53,0.64,0.55,0.68,0.59,0.63,0.45,0.25,0.79,0.57,0.59,0.6,0.45,0.44,0.63,0.43,1.16,0.58,0.55,0.57,0.55,0.54,0.53,0.38,0.37,0.34,0.4,0.53,0.5,0.41,0.4,0.24,0.43,0.43,0.5,0.37,0.36,0.34,0.4,0.38,0.37,0.32,0.38,0.41,0.43,0.36,0.34,0.39,0.39,0.42,0.39,0.33,0.27,0.49,0.31,0.28,0.0,0.37,0.58,0.43,0.0,0.34,0.25,0.34,0.33,0.31,0.45,0.34,0.26,0.45,0.28,0.28,0.41,0.3,0.37,0.3,0.27,0.32,0.24,0.31,0.22,0.32,0.31,0.23,0.29,0.25,0.3,0.21,0.34,0.28,0.33,0.23,0.18,0.28,0.3,0.27,0.28,0.47,0.18,0.19,0.33,0.25,0.22,0.28,0.27,0.26,0.33,0.21,0.25,0.26,0.21,0.27,0.22,0.25,0.2,0.25,0.24,0.19,0.25,0.0,0.34,0.0,0.24,0.2,0.22,0.22,0.26,0.22,0.21,0.27,0.0,0.21,0.28,0.19,0.19,0.22,0.21,0.21,0.21,0.18,0.42,0.18,0.19,0.18,0.19,0.22,0.18,0.18,0.18,0.0,0.0,0.4,0.17,0.2,0.0,0.2,0.23,0.23,0.0,0.19,0.0,0.18,0.19,0.17,0.0,0.2,0.18,0.0,0.0,0.22,0.0,0.0,0.18,0.18,0.18,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/24/2021,3.87,3.12,1.78,1.8,1.8,1.36,0.97,0.87,2.55,0.0,1.11,0.8,0.88,0.64,0.65,1.01,0.82,0.81,0.57,1.03,0.66,0.58,0.7,0.78,0.74,0.64,0.79,0.48,0.63,0.67,0.54,0.85,0.64,0.6,0.62,0.58,0.5,0.49,0.86,0.52,0.65,0.55,0.68,0.6,0.67,0.43,0.24,0.8,0.59,0.6,0.6,0.45,0.45,0.62,0.45,1.12,0.57,0.52,0.56,0.55,0.55,0.54,0.37,0.36,0.33,0.41,0.56,0.5,0.44,0.4,0.24,0.42,0.42,0.51,0.38,0.34,0.33,0.41,0.39,0.36,0.32,0.39,0.39,0.43,0.46,0.33,0.39,0.4,0.42,0.4,0.34,0.27,0.5,0.32,0.27,0.0,0.37,0.55,0.41,0.18,0.35,0.25,0.34,0.31,0.31,0.46,0.33,0.28,0.46,0.27,0.28,0.42,0.29,0.37,0.31,0.27,0.34,0.25,0.31,0.21,0.32,0.31,0.23,0.28,0.25,0.3,0.23,0.34,0.29,0.33,0.22,0.2,0.28,0.3,0.28,0.29,0.47,0.18,0.18,0.32,0.25,0.21,0.29,0.27,0.27,0.33,0.2,0.25,0.26,0.2,0.28,0.22,0.25,0.19,0.26,0.23,0.18,0.25,0.0,0.33,0.0,0.25,0.2,0.23,0.22,0.26,0.21,0.22,0.27,0.0,0.21,0.27,0.19,0.19,0.22,0.21,0.22,0.2,0.18,0.43,0.19,0.19,0.18,0.19,0.22,0.17,0.19,0.18,0.0,0.0,0.42,0.0,0.2,0.0,0.2,0.23,0.23,0.0,0.19,0.0,0.18,0.19,0.0,0.0,0.2,0.18,0.0,0.0,0.22,0.0,0.17,0.18,0.18,0.18,0.28,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/25/2021,3.87,3.12,1.78,1.8,1.8,1.36,0.97,0.87,2.55,0.0,1.11,0.8,0.88,0.64,0.65,1.01,0.82,0.81,0.57,1.03,0.66,0.58,0.7,0.78,0.74,0.64,0.79,0.48,0.63,0.67,0.54,0.85,0.64,0.6,0.62,0.58,0.5,0.49,0.86,0.52,0.65,0.55,0.68,0.6,0.67,0.43,0.24,0.8,0.59,0.6,0.6,0.45,0.45,0.62,0.45,1.12,0.57,0.52,0.56,0.55,0.55,0.54,0.37,0.36,0.33,0.41,0.56,0.5,0.44,0.4,0.24,0.42,0.42,0.51,0.38,0.34,0.33,0.41,0.39,0.36,0.32,0.39,0.39,0.43,0.46,0.33,0.39,0.4,0.42,0.4,0.34,0.27,0.5,0.32,0.27,0.0,0.37,0.55,0.41,0.18,0.35,0.25,0.34,0.31,0.31,0.46,0.33,0.28,0.46,0.27,0.28,0.42,0.29,0.37,0.31,0.27,0.34,0.25,0.31,0.21,0.32,0.31,0.23,0.28,0.25,0.3,0.23,0.34,0.29,0.33,0.22,0.2,0.28,0.3,0.28,0.29,0.47,0.18,0.18,0.32,0.25,0.21,0.29,0.27,0.27,0.33,0.2,0.25,0.26,0.2,0.28,0.22,0.25,0.19,0.26,0.23,0.18,0.25,0.0,0.33,0.0,0.25,0.2,0.23,0.22,0.26,0.21,0.22,0.27,0.0,0.21,0.27,0.19,0.19,0.22,0.21,0.22,0.2,0.18,0.43,0.19,0.19,0.18,0.19,0.22,0.17,0.19,0.18,0.0,0.0,0.42,0.0,0.2,0.0,0.2,0.23,0.23,0.0,0.19,0.0,0.18,0.19,0.0,0.0,0.2,0.18,0.0,0.0,0.22,0.0,0.17,0.18,0.18,0.18,0.28,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.49
08/26/2021,3.95,3.15,1.84,1.91,1.83,1.36,0.99,0.86,2.89,0.2,1.09,0.82,0.88,0.64,0.67,0.95,0.82,0.82,0.6,1.03,0.68,0.59,0.69,0.75,0.72,0.63,0.76,0.49,0.61,0.65,0.51,0.84,0.63,0.61,0.66,0.57,0.5,0.48,0.83,0.57,0.64,0.61,0.68,0.59,0.74,0.44,0.24,0.84,0.55,0.57,0.59,0.44,0.45,0.61,0.46,1.13,0.57,0.5,0.55,0.53,0.65,0.56,0.39,0.36,0.32,0.4,0.56,0.49,0.44,0.39,0.23,0.42,0.42,0.52,0.36,0.36,0.31,0.4,0.38,0.36,0.31,0.38,0.38,0.43,0.47,0.38,0.38,0.38,0.41,0.38,0.33,0.26,0.49,0.3,0.28,0.0,0.38,0.57,0.41,0.17,0.34,0.26,0.33,0.29,0.29,0.48,0.31,0.29,0.47,0.26,0.27,0.4,0.32,0.4,0.3,0.26,0.35,0.24,0.3,0.21,0.31,0.3,0.22,0.28,0.26,0.29,0.23,0.34,0.27,0.35,0.23,0.2,0.27,0.29,0.27,0.28,0.46,0.17,0.2,0.33,0.24,0.2,0.28,0.27,0.26,0.31,0.21,0.25,0.25,0.2,0.27,0.21,0.24,0.19,0.25,0.23,0.18,0.25,0.0,0.33,0.0,0.24,0.2,0.23,0.22,0.27,0.21,0.23,0.26,0.0,0.21,0.26,0.18,0.18,0.22,0.2,0.22,0.2,0.18,0.4,0.18,0.18,0.18,0.18,0.22,0.17,0.18,0.18,0.0,0.0,0.47,0.0,0.19,0.0,0.2,0.23,0.21,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.19,0.18,0.0,0.0,0.21,0.0,0.17,0.18,0.0,0.0,0.29,0.0,0.24,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.81000000000002
08/27/2021,3.82,3.28,1.91,2.0,1.82,1.42,1.0,0.87,2.86,0.22,1.06,0.83,0.86,0.69,0.72,0.96,0.81,0.82,0.61,1.01,0.69,0.6,0.72,0.75,0.7,0.65,0.74,0.51,0.61,0.64,0.53,0.84,0.62,0.61,0.64,0.6,0.52,0.47,0.82,0.55,0.62,0.57,0.67,0.59,0.73,0.46,0.25,0.89,0.53,0.55,0.58,0.47,0.46,0.63,0.46,1.09,0.55,0.49,0.54,0.53,0.64,0.56,0.4,0.37,0.34,0.4,0.58,0.48,0.42,0.42,0.22,0.41,0.41,0.47,0.36,0.35,0.32,0.4,0.38,0.36,0.32,0.37,0.38,0.42,0.46,0.36,0.37,0.38,0.41,0.38,0.35,0.27,0.5,0.31,0.29,0.0,0.38,0.61,0.4,0.0,0.33,0.27,0.33,0.29,0.28,0.46,0.3,0.29,0.45,0.26,0.27,0.4,0.32,0.37,0.3,0.25,0.34,0.25,0.29,0.22,0.31,0.29,0.25,0.27,0.25,0.29,0.23,0.32,0.28,0.34,0.23,0.21,0.27,0.28,0.27,0.28,0.46,0.18,0.19,0.32,0.24,0.2,0.28,0.26,0.26,0.31,0.21,0.25,0.25,0.2,0.26,0.22,0.24,0.19,0.25,0.23,0.0,0.24,0.0,0.32,0.0,0.24,0.19,0.23,0.22,0.25,0.2,0.24,0.26,0.0,0.21,0.25,0.18,0.18,0.21,0.21,0.21,0.19,0.17,0.37,0.18,0.18,0.18,0.18,0.22,0.17,0.19,0.0,0.19,0.0,0.49,0.17,0.19,0.0,0.2,0.23,0.21,0.0,0.18,0.0,0.17,0.18,0.0,0.0,0.19,0.17,0.0,0.0,0.22,0.0,0.17,0.18,0.17,0.0,0.29,0.0,0.22,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.79
08/30/2021,3.76,3.31,1.99,1.88,1.79,1.42,0.95,0.86,3.15,0.22,1.07,0.79,0.87,0.69,0.58,0.93,0.78,0.81,0.67,1.01,0.67,0.56,0.7,0.74,0.69,0.63,0.74,0.52,0.61,0.63,0.47,0.84,0.62,0.59,0.64,0.6,0.49,0.43,0.82,0.56,0.63,0.57,0.71,0.6,0.73,0.48,0.27,0.83,0.53,0.55,0.58,0.47,0.45,0.67,0.44,1.07,0.55,0.49,0.54,0.52,0.62,0.57,0.41,0.37,0.34,0.41,0.59,0.48,0.4,0.42,0.18,0.41,0.4,0.48,0.37,0.34,0.31,0.39,0.44,0.34,0.31,0.38,0.4,0.41,0.43,0.36,0.37,0.38,0.43,0.37,0.35,0.27,0.52,0.31,0.29,0.0,0.38,0.59,0.4,0.0,0.36,0.25,0.33,0.26,0.28,0.47,0.31,0.28,0.45,0.26,0.28,0.4,0.36,0.36,0.31,0.24,0.39,0.24,0.29,0.22,0.33,0.29,0.22,0.27,0.26,0.29,0.23,0.32,0.28,0.34,0.28,0.2,0.26,0.3,0.27,0.31,0.46,0.18,0.18,0.34,0.23,0.22,0.27,0.27,0.27,0.3,0.21,0.26,0.25,0.2,0.27,0.21,0.24,0.19,0.24,0.23,0.19,0.25,0.0,0.33,0.0,0.23,0.19,0.23,0.22,0.3,0.19,0.23,0.25,0.0,0.21,0.26,0.18,0.18,0.21,0.21,0.21,0.2,0.0,0.36,0.18,0.18,0.18,0.18,0.22,0.17,0.21,0.18,0.0,0.17,0.59,0.18,0.19,0.0,0.2,0.22,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.18,0.18,0.0,0.18,0.28,0.0,0.21,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.82
08/31/2021,3.75,2.75,2.08,1.87,1.79,1.44,0.93,0.83,3.03,0.22,1.08,0.79,0.89,0.69,0.59,0.93,0.77,0.81,0.7,1.02,0.71,0.58,0.69,0.74,0.68,0.63,0.75,0.52,0.61,0.66,0.45,0.84,0.63,0.59,0.64,0.61,0.5,0.43,0.89,0.53,0.63,0.55,0.71,0.61,0.78,0.49,0.26,0.8,0.53,0.56,0.59,0.48,0.51,0.7,0.43,1.03,0.54,0.49,0.54,0.52,0.63,0.56,0.4,0.36,0.33,0.42,0.6,0.49,0.42,0.42,0.19,0.42,0.4,0.48,0.36,0.32,0.31,0.39,0.45,0.35,0.3,0.39,0.39,0.42,0.43,0.35,0.37,0.39,0.43,0.38,0.36,0.27,0.53,0.33,0.29,0.0,0.39,0.6,0.4,0.17,0.36,0.26,0.34,0.27,0.28,0.46,0.32,0.3,0.46,0.26,0.28,0.4,0.35,0.36,0.3,0.25,0.38,0.23,0.29,0.21,0.33,0.29,0.23,0.27,0.26,0.29,0.24,0.32,0.29,0.31,0.26,0.2,0.27,0.3,0.27,0.31,0.47,0.19,0.18,0.32,0.24,0.22,0.27,0.28,0.24,0.3,0.21,0.26,0.25,0.2,0.27,0.2,0.24,0.2,0.25,0.23,0.2,0.26,0.0,0.35,0.0,0.23,0.19,0.23,0.23,0.28,0.19,0.23,0.26,0.0,0.2,0.27,0.18,0.18,0.22,0.2,0.21,0.2,0.18,0.43,0.18,0.18,0.18,0.18,0.22,0.17,0.21,0.18,0.0,0.0,0.57,0.18,0.19,0.0,0.19,0.23,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.2,0.18,0.0,0.18,0.29,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.67000000000002
