,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,TMO,NKE,CVX,MRK,WMT,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,LIN,HON,UPS,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,GS,BA,AMAT,BLK,IBM,TGT,AMT,CAT,AMD,MMM,GE,ISRG,AXP,DE,NOW,SCHW,CVS,CHTR,SPGI,ANTM,LMT,ZTS,PLD,MU,BKNG,FIS,LRCX,MDLZ,MO,SYK,ADP,CCI,GILD,TMUS,TJX,CI,COP,PNC,USB,CME,CSX,DUK,TFC,ATVI,CB,EQIX,GM,MMC,BDX,EL,COF,FDX,ILMN,CL,NSC,SHW,EW,ICE,SO,ADSK,ITW,APD,BSX,ADI,FISV,REGN,MCO,ETN,D,HUM,PGR,EMR,NOC,HCA,F,IDXX,GPN,WM,NXPI,TWTR,AON,DG,BIIB,FCX,ECL,VRTX,NEM,ROP,JCI,EOG,KLAC,IQV,PSA,TROW,DOW,KMB,MSCI,A,EBAY,ROST,TEL,TT,LHX,EXC,ALGN,GD,MET,SLB,CMG,CNC,SNPS,INFO,AEP,APTV,DD,DLR,DXCM,EA,APH,BAX,SPG,ALXN,BK,AIG,ALL,ORLY,PPG,PRU,PH,CARR,STZ,MCHP,CDNS,SRE,SYY,MPC,TRV,STATE STREET INSTITUTIONAL LIQ STATE STR,MSI,DFS,SSIXX,4970.T,WELL,State Street Instl Liquid Reserves Prem,MRNA,RMD,MAR,CTSH,YUM,GEN.,FTNT,n/a,GE.,SBAC,LWB.WA,MTCH,SUM
07/23/2021,5.74,5.27,3.84,2.05,1.9,1.87,1.32,1.16,1.27,1.14,1.11,1.03,0.97,0.88,0.87,0.86,0.82,0.8,0.71,0.73,0.65,0.59,0.59,0.58,0.55,0.56,0.57,0.57,0.53,0.54,0.5,0.54,0.51,0.51,0.5,0.47,0.48,0.49,0.5,0.48,0.47,0.47,0.45,0.46,0.43,0.44,0.42,0.4,0.41,0.37,0.38,0.4,0.38,0.36,0.37,0.38,0.35,0.35,0.34,0.35,0.35,0.35,0.32,0.32,0.29,0.3,0.31,0.31,0.32,0.31,0.28,0.26,0.29,0.28,0.28,0.28,0.27,0.28,0.26,0.27,0.25,0.25,0.24,0.23,0.24,0.24,0.21,0.22,0.23,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78000000000002
07/26/2021,5.71,5.35,3.87,2.08,1.92,1.88,1.3,1.21,1.24,1.13,1.11,1.02,0.97,0.88,0.86,0.83,0.83,0.79,0.71,0.74,0.66,0.6,0.56,0.58,0.6,0.56,0.57,0.57,0.52,0.54,0.5,0.53,0.52,0.51,0.51,0.47,0.48,0.48,0.5,0.48,0.47,0.46,0.45,0.46,0.42,0.44,0.43,0.4,0.41,0.38,0.38,0.4,0.38,0.37,0.38,0.37,0.35,0.35,0.35,0.35,0.36,0.36,0.32,0.31,0.29,0.31,0.3,0.31,0.32,0.31,0.28,0.27,0.28,0.27,0.29,0.28,0.27,0.28,0.25,0.27,0.24,0.25,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.13,0.16,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.11,0.0,0.0,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.93
07/27/2021,5.71,5.36,3.84,2.17,1.96,1.93,1.29,1.19,1.22,1.12,1.11,1.03,0.97,0.89,0.87,0.84,0.84,0.78,0.7,0.73,0.66,0.59,0.56,0.57,0.59,0.53,0.57,0.57,0.53,0.54,0.49,0.53,0.51,0.51,0.51,0.47,0.48,0.48,0.5,0.48,0.48,0.45,0.45,0.46,0.42,0.45,0.43,0.4,0.39,0.38,0.38,0.39,0.37,0.36,0.37,0.37,0.34,0.35,0.35,0.35,0.36,0.35,0.32,0.31,0.29,0.31,0.3,0.31,0.32,0.31,0.28,0.27,0.28,0.27,0.28,0.28,0.27,0.28,0.25,0.27,0.24,0.25,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.11,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.91000000000001
07/28/2021,5.71,5.36,3.84,2.17,1.96,1.93,1.29,1.19,1.22,1.12,1.11,1.03,0.97,0.89,0.87,0.84,0.84,0.78,0.7,0.73,0.66,0.59,0.56,0.57,0.59,0.53,0.57,0.57,0.53,0.54,0.49,0.53,0.51,0.51,0.51,0.47,0.48,0.48,0.5,0.48,0.48,0.45,0.45,0.46,0.42,0.45,0.43,0.4,0.39,0.38,0.38,0.39,0.37,0.36,0.37,0.37,0.34,0.35,0.35,0.35,0.36,0.35,0.32,0.31,0.29,0.31,0.3,0.31,0.32,0.31,0.28,0.27,0.28,0.27,0.28,0.28,0.27,0.28,0.25,0.27,0.24,0.25,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.11,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.91000000000001
07/29/2021,5.72,5.33,3.88,2.18,1.97,1.95,1.29,1.17,1.24,1.12,1.1,1.04,0.95,0.88,0.86,0.84,0.84,0.79,0.71,0.73,0.66,0.61,0.56,0.57,0.59,0.54,0.58,0.57,0.52,0.54,0.49,0.53,0.51,0.51,0.51,0.48,0.48,0.48,0.5,0.48,0.47,0.46,0.45,0.46,0.42,0.45,0.42,0.4,0.39,0.38,0.38,0.39,0.37,0.36,0.37,0.37,0.35,0.34,0.34,0.35,0.36,0.36,0.32,0.31,0.29,0.31,0.3,0.31,0.32,0.31,0.28,0.27,0.28,0.28,0.28,0.28,0.27,0.28,0.25,0.26,0.24,0.24,0.23,0.22,0.23,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.16,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.11,0.0,0.0,0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.89000000000001
07/30/2021,5.66,5.31,3.82,2.16,1.95,1.92,1.31,1.17,1.22,1.12,1.11,1.04,0.96,0.87,0.85,0.85,0.84,0.8,0.71,0.73,0.66,0.6,0.57,0.57,0.58,0.53,0.58,0.58,0.52,0.55,0.5,0.54,0.51,0.51,0.51,0.48,0.49,0.48,0.5,0.47,0.48,0.46,0.45,0.46,0.42,0.45,0.43,0.39,0.39,0.38,0.38,0.39,0.34,0.36,0.37,0.38,0.35,0.35,0.34,0.35,0.36,0.36,0.33,0.31,0.29,0.3,0.3,0.31,0.32,0.31,0.28,0.27,0.28,0.28,0.28,0.28,0.27,0.28,0.25,0.27,0.24,0.25,0.23,0.23,0.24,0.24,0.2,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.14,0.14,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.1,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.25,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78000000000002
08/02/2021,5.59,5.3,3.82,2.2,2.01,1.91,1.29,1.19,1.23,1.13,1.11,1.03,0.95,0.87,0.85,0.83,0.82,0.8,0.71,0.73,0.65,0.61,0.57,0.57,0.58,0.53,0.57,0.6,0.53,0.54,0.49,0.53,0.52,0.51,0.51,0.48,0.49,0.48,0.49,0.48,0.48,0.46,0.46,0.46,0.42,0.44,0.43,0.4,0.39,0.38,0.38,0.39,0.34,0.36,0.38,0.38,0.35,0.34,0.33,0.35,0.35,0.36,0.32,0.31,0.3,0.31,0.3,0.31,0.31,0.31,0.28,0.29,0.28,0.28,0.28,0.27,0.27,0.28,0.25,0.27,0.24,0.24,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.13,0.16,0.13,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.26,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.81000000000002
08/03/2021,5.59,5.29,3.78,2.1,2.0,1.91,1.3,1.19,1.28,1.13,1.11,1.03,0.95,0.81,0.85,0.83,0.83,0.79,0.72,0.73,0.65,0.61,0.56,0.57,0.58,0.53,0.57,0.58,0.53,0.54,0.5,0.53,0.52,0.51,0.52,0.48,0.48,0.48,0.5,0.48,0.48,0.47,0.46,0.46,0.43,0.45,0.43,0.42,0.39,0.38,0.38,0.39,0.33,0.36,0.37,0.38,0.35,0.34,0.34,0.35,0.35,0.35,0.32,0.31,0.3,0.31,0.3,0.31,0.32,0.31,0.28,0.3,0.28,0.28,0.28,0.28,0.28,0.28,0.25,0.26,0.24,0.25,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.2,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.19,0.17,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.12,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.26,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.77000000000001
08/04/2021,5.63,5.28,3.51,2.1,2.0,1.9,1.3,1.19,1.31,1.13,1.11,1.03,0.96,0.8,0.86,0.85,0.83,0.79,0.72,0.73,0.66,0.6,0.56,0.57,0.58,0.54,0.58,0.59,0.53,0.54,0.49,0.54,0.51,0.52,0.52,0.48,0.48,0.48,0.5,0.48,0.48,0.47,0.46,0.47,0.43,0.45,0.44,0.42,0.39,0.38,0.39,0.4,0.34,0.36,0.37,0.38,0.35,0.34,0.34,0.36,0.35,0.36,0.32,0.31,0.3,0.32,0.3,0.31,0.32,0.31,0.27,0.32,0.28,0.28,0.29,0.28,0.28,0.28,0.25,0.26,0.25,0.26,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78000000000002
08/05/2021,5.62,5.29,3.52,2.08,2.0,1.91,1.3,1.21,1.35,1.13,1.11,1.0,0.97,0.78,0.86,0.85,0.81,0.79,0.71,0.73,0.66,0.6,0.56,0.57,0.57,0.54,0.58,0.6,0.53,0.54,0.5,0.53,0.5,0.52,0.52,0.48,0.48,0.48,0.5,0.48,0.48,0.47,0.46,0.47,0.43,0.44,0.44,0.42,0.39,0.39,0.38,0.4,0.34,0.36,0.37,0.38,0.35,0.34,0.33,0.36,0.35,0.36,0.32,0.31,0.3,0.32,0.3,0.31,0.31,0.31,0.27,0.32,0.28,0.0,0.29,0.27,0.28,0.28,0.25,0.26,0.25,0.26,0.23,0.22,0.24,0.24,0.21,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.1,0.1,0.1,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,76.71000000000001
08/06/2021,5.65,5.29,3.53,2.06,2.0,1.9,1.3,1.2,1.34,1.13,1.12,0.98,0.97,0.79,0.86,0.86,0.79,0.77,0.71,0.73,0.65,0.6,0.55,0.57,0.57,0.54,0.58,0.62,0.53,0.54,0.49,0.53,0.5,0.51,0.53,0.48,0.47,0.48,0.5,0.48,0.5,0.47,0.47,0.47,0.43,0.43,0.43,0.41,0.4,0.38,0.38,0.39,0.34,0.36,0.38,0.38,0.35,0.34,0.34,0.35,0.34,0.36,0.32,0.31,0.3,0.32,0.3,0.31,0.32,0.31,0.28,0.33,0.28,0.27,0.29,0.27,0.28,0.28,0.25,0.27,0.26,0.26,0.23,0.22,0.24,0.24,0.22,0.21,0.2,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.15,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.15,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,76.71000000000001
08/09/2021,5.63,5.33,3.53,2.12,2.0,1.91,1.29,1.25,1.35,1.13,1.11,0.99,0.95,0.81,0.86,0.85,0.79,0.78,0.72,0.74,0.65,0.59,0.57,0.56,0.59,0.53,0.58,0.61,0.53,0.54,0.49,0.52,0.5,0.52,0.53,0.48,0.47,0.49,0.5,0.48,0.51,0.48,0.48,0.48,0.43,0.43,0.42,0.41,0.39,0.38,0.38,0.39,0.33,0.36,0.37,0.39,0.36,0.33,0.33,0.36,0.34,0.36,0.32,0.32,0.3,0.32,0.31,0.31,0.32,0.31,0.27,0.33,0.28,0.27,0.29,0.27,0.28,0.29,0.25,0.25,0.26,0.26,0.22,0.22,0.24,0.24,0.22,0.22,0.2,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.2,0.18,0.15,0.19,0.18,0.17,0.19,0.17,0.18,0.18,0.16,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.15,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.31,0.09,0.0,0.1,0.1,0.0,0.1,0.16,0.0,0.0,0.0,0.0,76.8
08/10/2021,5.58,5.31,3.49,2.12,1.99,1.9,1.32,1.23,1.31,1.16,1.11,0.99,0.95,0.8,0.85,0.84,0.8,0.78,0.74,0.73,0.65,0.6,0.56,0.56,0.59,0.53,0.57,0.61,0.53,0.54,0.49,0.52,0.49,0.51,0.53,0.48,0.47,0.48,0.5,0.48,0.51,0.49,0.47,0.47,0.43,0.43,0.42,0.4,0.39,0.38,0.38,0.39,0.33,0.36,0.37,0.39,0.36,0.32,0.33,0.36,0.34,0.37,0.32,0.33,0.3,0.32,0.31,0.31,0.31,0.3,0.27,0.32,0.28,0.28,0.3,0.27,0.28,0.28,0.26,0.26,0.26,0.26,0.22,0.22,0.23,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.16,0.19,0.18,0.17,0.19,0.17,0.18,0.19,0.16,0.18,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.13,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.09,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.11,0.0,0.0,0.31,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,76.67000000000002
08/11/2021,5.59,5.32,3.49,2.12,1.99,1.9,1.32,1.23,1.32,1.16,1.11,1.0,0.95,0.8,0.85,0.84,0.8,0.78,0.74,0.74,0.66,0.6,0.56,0.56,0.59,0.53,0.57,0.61,0.53,0.54,0.49,0.52,0.49,0.51,0.53,0.48,0.47,0.48,0.5,0.48,0.51,0.49,0.47,0.47,0.43,0.43,0.42,0.4,0.39,0.38,0.39,0.39,0.33,0.36,0.37,0.39,0.36,0.32,0.33,0.36,0.34,0.37,0.32,0.33,0.3,0.32,0.31,0.31,0.31,0.3,0.27,0.32,0.28,0.28,0.3,0.27,0.28,0.28,0.26,0.26,0.26,0.26,0.22,0.22,0.24,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.16,0.19,0.18,0.17,0.19,0.17,0.18,0.19,0.16,0.18,0.16,0.16,0.17,0.18,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.1,0.13,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.31,0.1,0.0,0.1,0.1,0.0,0.1,0.16,0.0,0.0,0.0,0.0,76.75000000000001
