,MSFT,AAPL,JNJ,FB,V,UNH,MA,NVDA,GOOG,ADBE,LLY,WMT,ACN,MRK,GOOGL,INTC,CSCO,TXN,PYPL,TGT,JPM,BRK.B,VZ,COST,T,BAC,REGN,AMGN,AMZN,PEP,TMUS,ADP,KR,PG,PAYX,INTU,LMT,NEE,CMCSA,PSA,GILD,HSY,WM,BLK,HD,ORCL,PFE,C,DIS,AMAT,MDT,DHR,MMM,WFC,ZTS,MCD,NEM,RSG,EA,PGR,AON,VRTX,WCN.TO,DUK,XOM,ATVI,TYL,SO,APH,MSI,LRCX,ALL,ISRG,XEL,CVX,MMC,ANTM,ED,KEYS,SBUX,ODFL,CVS,HRL,TTWO,GNRC,IBM,FISV,CTSH,ITW,BIIB,EXPD,DG,CME,CHRW,GM,AJG,JKHY,IDXX,ICE,MDLZ,CCI,CTXS,FIS,SHW,STATE STREET INSTITUTIONAL LIQ STATE STR,CLX,GS,EBAY,HON,NKE,EW,WEC,EMR,CHTR,ILMN,AKAM,ZM,AZO,BMY,MCO,ABT,BAX,TROW,AVGO,ADSK,KLAC,GRMN,CHD,AEP,BR,F,MS,BKI,D,COO,LBRDK,AFL,ALGN,CI,RTX,WU,VEEV,EPAM,MRNA,FTNT,BRO,MU,LULU,DE,EXR,PM,ALXN,NWSA,A,K,PNC,UPS,CL,TFC,BDX,ORLY,HZNP,CMI,USB,ROK,BIO,WST,APD,AMT,MNST,CDNS,TRV,DHI,KMB,MCK,ABBV,BBY,NFLX,COF,INCY,PTON,XLNX,LIN,SWKS,KO,MPC,VRSN,CB,CTAS,RMD,AMP,TMO,GE,HUM,ANET,FAST,DLTR,SAM,VRSK,COP,CBOE,State Street Instl Liquid Reserves Prem,SIVB,ES,ZS,CPRT,NET,MO,GEN.,UHAL,GE.,MET,n/a,LOW,SSIXX,WBA,EXC,AIG,SUM
07/23/2021,3.13,2.99,2.29,2.18,1.99,1.88,1.7,1.58,1.72,1.65,1.36,1.37,1.34,1.3,1.25,1.19,1.22,1.09,1.1,0.94,0.84,0.85,0.84,0.81,0.73,0.67,0.73,0.72,0.64,0.66,0.61,0.59,0.64,0.6,0.57,0.55,0.54,0.57,0.54,0.55,0.55,0.55,0.54,0.5,0.53,0.54,0.53,0.48,0.5,0.47,0.48,0.5,0.48,0.47,0.48,0.46,0.44,0.46,0.45,0.43,0.43,0.44,0.44,0.46,0.39,0.4,0.4,0.4,0.37,0.36,0.35,0.35,0.35,0.36,0.31,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.31,0.29,0.3,0.29,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.26,0.27,0.27,0.26,0.27,0.26,0.25,0.24,0.25,0.0,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.19,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.23,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.0,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25
07/26/2021,3.17,3.02,2.29,2.23,1.99,1.87,1.74,1.61,1.73,1.68,1.36,1.34,1.33,1.26,1.27,1.19,1.23,1.05,1.11,0.94,0.84,0.85,0.83,0.8,0.72,0.67,0.71,0.7,0.64,0.64,0.6,0.58,0.61,0.58,0.56,0.57,0.54,0.55,0.54,0.54,0.54,0.54,0.53,0.5,0.53,0.55,0.53,0.49,0.5,0.49,0.48,0.49,0.48,0.48,0.47,0.47,0.43,0.46,0.44,0.42,0.43,0.43,0.45,0.44,0.39,0.39,0.41,0.39,0.38,0.36,0.37,0.35,0.36,0.35,0.31,0.33,0.31,0.31,0.32,0.33,0.31,0.31,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.26,0.26,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.19,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.24,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13
07/27/2021,3.18,3.03,2.29,2.32,2.01,1.86,1.78,1.59,1.77,1.66,1.37,1.34,1.34,1.27,1.3,1.12,1.23,1.06,1.12,0.95,0.83,0.84,0.82,0.8,0.72,0.66,0.71,0.7,0.63,0.64,0.59,0.58,0.6,0.58,0.57,0.57,0.54,0.55,0.54,0.54,0.54,0.54,0.53,0.5,0.53,0.53,0.53,0.48,0.49,0.49,0.48,0.49,0.48,0.47,0.48,0.47,0.43,0.46,0.45,0.42,0.42,0.43,0.44,0.45,0.39,0.39,0.41,0.39,0.38,0.36,0.37,0.35,0.36,0.35,0.31,0.33,0.31,0.31,0.32,0.33,0.31,0.31,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.25,0.28,0.28,0.27,0.27,0.25,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.19,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.25,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26999999999998
07/28/2021,3.18,3.03,2.29,2.32,2.01,1.86,1.78,1.59,1.77,1.66,1.37,1.34,1.34,1.27,1.3,1.12,1.23,1.06,1.12,0.95,0.83,0.84,0.82,0.8,0.72,0.66,0.71,0.7,0.63,0.64,0.59,0.58,0.6,0.58,0.57,0.57,0.54,0.55,0.54,0.54,0.54,0.54,0.53,0.5,0.53,0.53,0.53,0.48,0.49,0.49,0.48,0.49,0.48,0.47,0.48,0.47,0.43,0.46,0.45,0.42,0.42,0.43,0.44,0.45,0.39,0.39,0.41,0.39,0.38,0.36,0.37,0.35,0.36,0.35,0.31,0.33,0.31,0.31,0.32,0.33,0.31,0.31,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.25,0.28,0.28,0.27,0.27,0.25,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.19,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.25,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26999999999998
07/29/2021,3.17,3.03,2.29,2.34,2.02,1.84,1.77,1.57,1.8,1.65,1.37,1.34,1.34,1.26,1.31,1.15,1.23,1.07,1.11,0.95,0.84,0.84,0.82,0.8,0.72,0.67,0.7,0.69,0.64,0.64,0.6,0.58,0.6,0.58,0.57,0.57,0.52,0.55,0.55,0.54,0.54,0.53,0.53,0.5,0.53,0.53,0.53,0.49,0.5,0.49,0.48,0.49,0.48,0.48,0.47,0.48,0.43,0.46,0.45,0.42,0.46,0.43,0.44,0.45,0.4,0.39,0.4,0.39,0.38,0.36,0.37,0.35,0.35,0.35,0.32,0.33,0.31,0.31,0.32,0.33,0.31,0.31,0.29,0.29,0.3,0.29,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.26,0.25,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.25,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.2,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.24,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.31
07/30/2021,3.15,2.99,2.3,2.32,2.03,1.85,1.77,1.57,1.76,1.65,1.37,1.35,1.35,1.27,1.29,1.13,1.23,1.05,1.09,0.94,0.84,0.85,0.83,0.81,0.72,0.67,0.7,0.69,0.63,0.65,0.6,0.59,0.61,0.59,0.57,0.56,0.53,0.56,0.55,0.55,0.54,0.54,0.54,0.49,0.52,0.53,0.54,0.49,0.5,0.48,0.49,0.49,0.48,0.48,0.47,0.48,0.44,0.46,0.44,0.43,0.47,0.44,0.44,0.45,0.4,0.36,0.4,0.4,0.38,0.36,0.36,0.35,0.36,0.36,0.32,0.33,0.31,0.32,0.32,0.33,0.31,0.31,0.3,0.28,0.3,0.3,0.3,0.28,0.28,0.26,0.27,0.28,0.27,0.26,0.25,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.19,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.24,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32
08/02/2021,3.15,2.96,2.3,2.35,1.99,1.83,1.74,1.59,1.76,1.66,1.39,1.34,1.33,1.28,1.33,1.12,1.22,1.06,1.09,0.94,0.84,0.84,0.82,0.8,0.72,0.67,0.71,0.69,0.63,0.64,0.6,0.59,0.61,0.58,0.57,0.56,0.53,0.56,0.54,0.54,0.55,0.53,0.53,0.49,0.52,0.53,0.55,0.49,0.5,0.49,0.49,0.5,0.47,0.48,0.48,0.47,0.44,0.46,0.45,0.42,0.48,0.44,0.44,0.45,0.4,0.37,0.4,0.39,0.38,0.36,0.36,0.35,0.36,0.35,0.32,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.29,0.29,0.29,0.29,0.3,0.28,0.28,0.26,0.27,0.28,0.27,0.25,0.25,0.25,0.27,0.27,0.26,0.26,0.24,0.25,0.25,0.25,0.0,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.19,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.25,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
08/03/2021,3.14,2.96,2.29,2.25,2.0,1.84,1.75,1.6,1.76,1.65,1.38,1.34,1.34,1.26,1.33,1.13,1.23,1.08,1.02,0.95,0.84,0.85,0.82,0.81,0.72,0.68,0.7,0.68,0.62,0.64,0.6,0.59,0.61,0.58,0.57,0.57,0.53,0.56,0.54,0.54,0.54,0.53,0.53,0.5,0.52,0.53,0.54,0.5,0.5,0.49,0.49,0.5,0.47,0.49,0.48,0.48,0.44,0.46,0.44,0.43,0.48,0.43,0.44,0.45,0.4,0.36,0.4,0.4,0.39,0.36,0.35,0.36,0.36,0.35,0.32,0.33,0.31,0.31,0.32,0.32,0.32,0.31,0.29,0.29,0.28,0.29,0.3,0.3,0.28,0.26,0.27,0.28,0.27,0.25,0.26,0.26,0.27,0.27,0.26,0.26,0.24,0.21,0.25,0.25,0.0,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.22,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.18,0.25,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.18
08/04/2021,3.13,2.98,2.3,2.24,1.99,1.84,1.75,1.59,1.74,1.66,1.37,1.35,1.34,1.26,1.32,1.14,1.24,1.08,1.0,0.95,0.84,0.84,0.82,0.82,0.72,0.67,0.69,0.68,0.58,0.64,0.6,0.59,0.62,0.59,0.57,0.57,0.53,0.56,0.55,0.54,0.53,0.54,0.54,0.5,0.53,0.53,0.55,0.49,0.49,0.5,0.5,0.51,0.47,0.49,0.48,0.47,0.45,0.47,0.45,0.42,0.48,0.43,0.45,0.45,0.39,0.36,0.4,0.39,0.39,0.36,0.37,0.35,0.36,0.35,0.32,0.33,0.31,0.31,0.33,0.32,0.32,0.31,0.29,0.29,0.28,0.29,0.3,0.3,0.28,0.26,0.27,0.29,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.24,0.22,0.25,0.26,0.0,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.22,0.23,0.22,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.26,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25999999999999
08/05/2021,3.14,2.97,2.3,2.22,1.94,1.86,1.7,1.61,1.76,1.65,1.39,1.34,1.33,1.25,1.32,1.14,1.24,1.08,0.98,0.94,0.84,0.85,0.82,0.82,0.72,0.67,0.7,0.68,0.58,0.64,0.6,0.59,0.62,0.59,0.57,0.57,0.52,0.56,0.55,0.54,0.54,0.54,0.54,0.5,0.52,0.53,0.56,0.49,0.49,0.51,0.5,0.51,0.47,0.49,0.47,0.47,0.44,0.47,0.45,0.42,0.48,0.43,0.45,0.45,0.39,0.36,0.4,0.4,0.39,0.36,0.37,0.35,0.36,0.35,0.32,0.33,0.32,0.31,0.33,0.32,0.32,0.31,0.29,0.29,0.27,0.29,0.29,0.3,0.28,0.26,0.27,0.29,0.27,0.26,0.26,0.26,0.28,0.26,0.26,0.26,0.24,0.22,0.23,0.26,0.0,0.24,0.24,0.23,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.22,0.22,0.21,0.19,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.19,0.18,0.2,0.17,0.17,0.17,0.18,0.18,0.25,0.19,0.17,0.16,0.18,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.0,0.12,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14999999999999
08/06/2021,3.14,2.99,2.31,2.2,1.9,1.87,1.65,1.61,1.75,1.65,1.44,1.35,1.33,1.24,1.32,1.14,1.25,1.07,0.99,0.95,0.84,0.85,0.81,0.82,0.71,0.67,0.7,0.68,0.58,0.64,0.59,0.6,0.64,0.59,0.58,0.57,0.52,0.56,0.54,0.53,0.54,0.54,0.54,0.5,0.53,0.54,0.58,0.5,0.48,0.5,0.49,0.51,0.47,0.49,0.48,0.46,0.44,0.47,0.43,0.43,0.48,0.43,0.45,0.45,0.4,0.34,0.4,0.39,0.39,0.36,0.37,0.35,0.36,0.35,0.32,0.34,0.32,0.31,0.33,0.31,0.32,0.31,0.29,0.27,0.27,0.3,0.28,0.3,0.28,0.26,0.27,0.29,0.27,0.26,0.26,0.25,0.28,0.27,0.26,0.26,0.24,0.22,0.22,0.26,0.0,0.21,0.24,0.23,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.2,0.23,0.21,0.21,0.21,0.19,0.21,0.21,0.22,0.22,0.21,0.19,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.28,0.2,0.17,0.16,0.18,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.15
08/09/2021,3.16,2.98,2.3,2.27,1.93,1.82,1.67,1.67,1.75,1.67,1.48,1.36,1.34,1.23,1.33,1.13,1.24,1.09,1.01,0.94,0.84,0.84,0.81,0.84,0.71,0.68,0.72,0.65,0.58,0.63,0.58,0.6,0.63,0.59,0.58,0.58,0.51,0.57,0.54,0.53,0.54,0.53,0.54,0.51,0.53,0.54,0.57,0.5,0.49,0.5,0.48,0.52,0.47,0.5,0.47,0.46,0.43,0.46,0.42,0.42,0.48,0.43,0.45,0.46,0.39,0.34,0.4,0.4,0.39,0.36,0.37,0.34,0.37,0.35,0.32,0.34,0.3,0.32,0.33,0.31,0.32,0.29,0.28,0.26,0.27,0.29,0.29,0.3,0.28,0.26,0.26,0.29,0.26,0.26,0.25,0.25,0.27,0.27,0.26,0.25,0.24,0.22,0.22,0.26,0.0,0.21,0.24,0.22,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.18,0.21,0.21,0.22,0.22,0.22,0.19,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.15,0.17,0.16,0.18,0.19,0.3,0.2,0.17,0.16,0.18,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2
08/10/2021,3.16,2.96,2.29,2.27,1.93,1.84,1.68,1.65,1.75,1.67,1.47,1.36,1.34,1.23,1.32,1.13,1.23,1.09,1.0,0.94,0.86,0.86,0.8,0.83,0.71,0.7,0.73,0.64,0.58,0.63,0.58,0.6,0.63,0.58,0.58,0.57,0.51,0.57,0.54,0.52,0.53,0.53,0.54,0.51,0.52,0.54,0.57,0.51,0.49,0.5,0.48,0.52,0.47,0.51,0.47,0.46,0.42,0.46,0.42,0.43,0.47,0.43,0.44,0.45,0.39,0.35,0.4,0.4,0.39,0.37,0.37,0.35,0.37,0.35,0.32,0.33,0.3,0.32,0.33,0.31,0.32,0.3,0.28,0.27,0.28,0.3,0.29,0.29,0.28,0.26,0.26,0.29,0.27,0.26,0.25,0.25,0.27,0.26,0.26,0.25,0.24,0.22,0.22,0.26,0.0,0.21,0.25,0.22,0.23,0.24,0.24,0.23,0.23,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.21,0.19,0.21,0.2,0.22,0.22,0.22,0.19,0.2,0.2,0.18,0.21,0.18,0.19,0.19,0.19,0.19,0.2,0.15,0.17,0.17,0.18,0.19,0.3,0.2,0.17,0.16,0.18,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.16,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.18
08/11/2021,3.16,2.96,2.29,2.27,1.93,1.84,1.68,1.65,1.75,1.67,1.47,1.36,1.34,1.23,1.32,1.13,1.23,1.09,1.0,0.94,0.86,0.86,0.8,0.83,0.71,0.7,0.73,0.64,0.58,0.63,0.58,0.6,0.63,0.58,0.58,0.57,0.51,0.57,0.54,0.52,0.53,0.53,0.54,0.51,0.52,0.54,0.57,0.51,0.49,0.5,0.48,0.52,0.47,0.51,0.47,0.46,0.42,0.46,0.42,0.43,0.47,0.43,0.44,0.45,0.39,0.35,0.4,0.4,0.39,0.37,0.37,0.35,0.37,0.35,0.32,0.33,0.3,0.32,0.33,0.31,0.32,0.3,0.28,0.27,0.28,0.3,0.29,0.29,0.28,0.26,0.26,0.29,0.27,0.26,0.25,0.25,0.27,0.26,0.26,0.25,0.24,0.22,0.22,0.26,0.0,0.21,0.25,0.22,0.23,0.24,0.24,0.23,0.23,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.21,0.19,0.21,0.2,0.22,0.22,0.22,0.19,0.2,0.2,0.18,0.21,0.18,0.19,0.19,0.19,0.19,0.2,0.15,0.17,0.17,0.18,0.19,0.3,0.2,0.17,0.16,0.18,0.17,0.16,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.16,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.18
