,MSFT,AAPL,JNJ,FB,V,UNH,MA,NVDA,GOOG,ADBE,LLY,WMT,ACN,MRK,GOOGL,INTC,CSCO,TXN,PYPL,TGT,JPM,BRK.B,VZ,COST,T,BAC,REGN,AMGN,AMZN,PEP,TMUS,ADP,KR,PG,PAYX,INTU,LMT,NEE,CMCSA,PSA,GILD,HSY,WM,BLK,HD,ORCL,PFE,C,DIS,AMAT,MDT,DHR,MMM,WFC,ZTS,MCD,NEM,RSG,EA,PGR,AON,VRTX,WCN.TO,DUK,XOM,ATVI,TYL,SO,APH,MSI,LRCX,ALL,ISRG,XEL,CVX,MMC,ANTM,ED,KEYS,SBUX,ODFL,CVS,HRL,TTWO,GNRC,IBM,FISV,CTSH,ITW,BIIB,EXPD,DG,CME,CHRW,GM,AJG,JKHY,IDXX,ICE,MDLZ,CCI,CTXS,FIS,SHW,STATE STREET INSTITUTIONAL LIQ STATE STR,CLX,GS,EBAY,HON,NKE,EW,WEC,EMR,CHTR,ILMN,AKAM,ZM,AZO,BMY,MCO,ABT,BAX,TROW,AVGO,ADSK,KLAC,GRMN,CHD,AEP,BR,F,MS,BKI,D,COO,LBRDK,AFL,ALGN,CI,RTX,WU,VEEV,EPAM,MRNA,FTNT,BRO,MU,LULU,DE,EXR,PM,ALXN,NWSA,A,K,PNC,UPS,CL,TFC,BDX,ORLY,HZNP,CMI,USB,ROK,BIO,WST,APD,AMT,MNST,CDNS,TRV,DHI,KMB,MCK,ABBV,BBY,NFLX,COF,INCY,PTON,XLNX,LIN,SWKS,KO,MPC,VRSN,CB,CTAS,RMD,AMP,TMO,GE,HUM,ANET,FAST,DLTR,SAM,VRSK,COP,CBOE,State Street Instl Liquid Reserves Prem,SIVB,ES,ZS,CPRT,NET,MO,GEN.,UHAL,GE.,MET,n/a,LOW,SSIXX,WBA,EXC,AIG,SUM
09/22/2021,3.3,2.98,2.2,2.3,1.79,1.88,1.55,1.79,1.83,1.74,1.3,1.37,1.41,1.18,1.38,1.15,1.27,1.12,1.0,0.9,0.87,0.84,0.8,0.87,0.7,0.71,0.79,0.62,0.6,0.63,0.53,0.56,0.62,0.6,0.55,0.61,0.48,0.58,0.53,0.54,0.56,0.53,0.56,0.5,0.54,0.52,0.56,0.5,0.51,0.5,0.49,0.55,0.43,0.49,0.46,0.47,0.39,0.49,0.41,0.41,0.53,0.4,0.45,0.43,0.38,0.34,0.38,0.39,0.41,0.38,0.35,0.35,0.38,0.33,0.3,0.35,0.31,0.31,0.35,0.3,0.34,0.32,0.26,0.26,0.29,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.24,0.25,0.23,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.21,0.26,0.0,0.22,0.25,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.2,0.2,0.15,0.22,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.23,0.22,0.19,0.19,0.2,0.18,0.21,0.17,0.19,0.2,0.19,0.18,0.21,0.15,0.17,0.16,0.16,0.2,0.31,0.2,0.18,0.15,0.19,0.16,0.17,0.16,0.0,0.14,0.18,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.16,0.17,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.12,0.0,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.14,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.12,0.0,86.35
09/23/2021,3.29,2.96,2.22,2.27,1.8,1.87,1.56,1.75,1.82,1.73,1.33,1.37,1.42,1.2,1.38,1.14,1.27,1.11,0.99,0.89,0.86,0.85,0.81,0.87,0.71,0.7,0.79,0.62,0.59,0.64,0.53,0.57,0.62,0.6,0.56,0.61,0.49,0.59,0.53,0.55,0.56,0.53,0.57,0.5,0.54,0.53,0.57,0.49,0.51,0.49,0.49,0.56,0.43,0.49,0.47,0.47,0.39,0.5,0.41,0.42,0.53,0.4,0.46,0.43,0.37,0.33,0.38,0.4,0.4,0.38,0.34,0.35,0.38,0.33,0.3,0.35,0.31,0.31,0.35,0.3,0.35,0.32,0.26,0.26,0.29,0.28,0.29,0.31,0.27,0.24,0.26,0.28,0.24,0.25,0.23,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.21,0.26,0.0,0.22,0.24,0.25,0.22,0.22,0.25,0.23,0.22,0.23,0.2,0.2,0.15,0.22,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.23,0.23,0.19,0.19,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.21,0.15,0.17,0.16,0.16,0.2,0.31,0.2,0.18,0.15,0.19,0.16,0.17,0.17,0.0,0.13,0.18,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.17,0.14,0.15,0.16,0.17,0.18,0.13,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.12,0.13,0.14,0.13,0.12,0.0,0.13,0.13,0.0,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.14,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.16,0.12,0.0,0.0,0.12,0.0,86.36999999999999
09/24/2021,3.29,2.97,2.23,2.29,1.8,1.87,1.55,1.76,1.83,1.75,1.32,1.37,1.42,1.2,1.38,1.14,1.25,1.11,0.99,0.89,0.86,0.84,0.81,0.87,0.7,0.7,0.79,0.62,0.59,0.64,0.52,0.57,0.62,0.61,0.56,0.61,0.48,0.6,0.53,0.55,0.57,0.52,0.57,0.49,0.54,0.53,0.57,0.49,0.49,0.49,0.49,0.56,0.43,0.49,0.48,0.48,0.39,0.5,0.4,0.42,0.54,0.41,0.46,0.43,0.37,0.32,0.38,0.4,0.4,0.39,0.34,0.35,0.38,0.33,0.3,0.35,0.31,0.31,0.35,0.3,0.36,0.32,0.26,0.25,0.29,0.28,0.28,0.31,0.27,0.23,0.26,0.27,0.24,0.25,0.23,0.28,0.27,0.26,0.26,0.25,0.24,0.24,0.21,0.26,0.0,0.22,0.24,0.25,0.22,0.22,0.25,0.23,0.22,0.23,0.2,0.2,0.15,0.23,0.19,0.21,0.22,0.21,0.21,0.21,0.2,0.23,0.23,0.19,0.19,0.19,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.21,0.15,0.17,0.15,0.16,0.2,0.32,0.2,0.18,0.15,0.19,0.16,0.17,0.16,0.0,0.14,0.18,0.15,0.15,0.14,0.14,0.15,0.16,0.16,0.17,0.14,0.15,0.16,0.18,0.18,0.13,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.0,0.14,0.14,0.0,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.17,0.12,0.0,0.0,0.11,0.0,86.39
09/27/2021,3.29,2.99,2.2,2.18,1.84,1.82,1.6,1.83,1.83,1.68,1.31,1.35,1.44,1.2,1.38,1.14,1.26,1.13,1.01,0.88,0.89,0.84,0.8,0.86,0.69,0.73,0.78,0.61,0.59,0.63,0.54,0.57,0.61,0.6,0.56,0.62,0.49,0.58,0.52,0.53,0.56,0.52,0.56,0.5,0.54,0.54,0.56,0.51,0.5,0.5,0.49,0.55,0.43,0.51,0.48,0.48,0.38,0.49,0.4,0.41,0.55,0.4,0.47,0.42,0.39,0.32,0.39,0.39,0.41,0.39,0.35,0.35,0.38,0.32,0.31,0.35,0.31,0.31,0.36,0.3,0.35,0.31,0.25,0.25,0.3,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.25,0.25,0.24,0.28,0.27,0.26,0.26,0.25,0.23,0.24,0.2,0.26,0.0,0.21,0.25,0.25,0.23,0.22,0.25,0.22,0.22,0.22,0.2,0.2,0.15,0.23,0.19,0.21,0.22,0.2,0.21,0.22,0.2,0.23,0.23,0.19,0.19,0.2,0.18,0.22,0.17,0.19,0.2,0.18,0.18,0.21,0.15,0.17,0.15,0.16,0.21,0.33,0.21,0.18,0.15,0.19,0.16,0.17,0.16,0.0,0.15,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.16,0.16,0.18,0.18,0.13,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.12,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.13,0.13,0.12,0.14,0.13,0.14,0.13,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.13,0.0,0.14,0.0,0.13,0.11,0.0,0.11,0.0,0.0,0.18,0.12,0.0,0.0,0.0,0.0,86.44
09/28/2021,3.29,2.99,2.19,2.22,1.87,1.82,1.62,1.8,1.84,1.66,1.3,1.35,1.43,1.21,1.39,1.15,1.26,1.14,1.01,0.88,0.9,0.84,0.8,0.89,0.69,0.74,0.77,0.6,0.59,0.63,0.53,0.57,0.6,0.6,0.55,0.62,0.5,0.58,0.52,0.53,0.55,0.52,0.56,0.5,0.54,0.54,0.56,0.52,0.49,0.51,0.49,0.55,0.43,0.51,0.48,0.48,0.38,0.49,0.4,0.41,0.55,0.4,0.47,0.42,0.39,0.32,0.39,0.39,0.42,0.39,0.35,0.35,0.38,0.32,0.32,0.36,0.31,0.31,0.35,0.3,0.36,0.31,0.25,0.25,0.3,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.25,0.25,0.24,0.28,0.27,0.26,0.26,0.24,0.23,0.24,0.2,0.26,0.0,0.21,0.25,0.24,0.22,0.21,0.25,0.22,0.22,0.22,0.2,0.2,0.14,0.23,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.23,0.23,0.19,0.19,0.2,0.18,0.21,0.16,0.19,0.2,0.18,0.18,0.21,0.15,0.18,0.15,0.16,0.21,0.31,0.21,0.18,0.15,0.19,0.16,0.16,0.16,0.0,0.15,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.16,0.16,0.18,0.18,0.13,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.12,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.12,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.14,0.0,0.14,0.11,0.13,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,86.39000000000001
09/29/2021,3.29,2.99,2.19,2.22,1.87,1.82,1.62,1.8,1.84,1.66,1.3,1.35,1.43,1.21,1.39,1.15,1.26,1.14,1.01,0.88,0.9,0.84,0.8,0.89,0.69,0.74,0.77,0.6,0.59,0.63,0.53,0.57,0.6,0.6,0.55,0.62,0.5,0.58,0.52,0.53,0.55,0.52,0.56,0.5,0.54,0.54,0.56,0.52,0.49,0.51,0.49,0.55,0.43,0.51,0.48,0.48,0.38,0.49,0.4,0.41,0.55,0.4,0.47,0.42,0.39,0.32,0.39,0.39,0.42,0.39,0.35,0.35,0.38,0.32,0.32,0.36,0.31,0.31,0.35,0.3,0.36,0.31,0.25,0.25,0.3,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.25,0.25,0.24,0.28,0.27,0.26,0.26,0.24,0.23,0.24,0.2,0.26,0.0,0.21,0.25,0.24,0.22,0.21,0.25,0.22,0.22,0.22,0.2,0.2,0.14,0.23,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.23,0.23,0.19,0.19,0.2,0.18,0.21,0.16,0.19,0.2,0.18,0.18,0.21,0.15,0.18,0.15,0.16,0.21,0.31,0.21,0.18,0.15,0.19,0.16,0.16,0.16,0.0,0.15,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.16,0.16,0.18,0.18,0.13,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.12,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.12,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.14,0.0,0.14,0.11,0.13,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,86.39000000000001
09/30/2021,3.29,2.99,2.19,2.22,1.87,1.82,1.62,1.8,1.84,1.66,1.3,1.35,1.43,1.21,1.39,1.15,1.26,1.14,1.01,0.88,0.9,0.84,0.8,0.89,0.69,0.74,0.77,0.6,0.59,0.63,0.53,0.57,0.6,0.6,0.55,0.62,0.5,0.58,0.52,0.53,0.55,0.52,0.56,0.5,0.54,0.54,0.56,0.52,0.49,0.51,0.49,0.55,0.43,0.51,0.48,0.48,0.38,0.49,0.4,0.41,0.55,0.4,0.47,0.42,0.39,0.32,0.39,0.39,0.42,0.39,0.35,0.35,0.38,0.32,0.32,0.36,0.31,0.31,0.35,0.3,0.36,0.31,0.25,0.25,0.3,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.25,0.25,0.24,0.28,0.27,0.26,0.26,0.24,0.23,0.24,0.2,0.26,0.0,0.21,0.25,0.24,0.22,0.21,0.25,0.22,0.22,0.22,0.2,0.2,0.14,0.23,0.19,0.21,0.21,0.2,0.21,0.22,0.2,0.23,0.23,0.19,0.19,0.2,0.18,0.21,0.16,0.19,0.2,0.18,0.18,0.21,0.15,0.18,0.15,0.16,0.21,0.31,0.21,0.18,0.15,0.19,0.16,0.16,0.16,0.0,0.15,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.16,0.17,0.14,0.16,0.16,0.18,0.18,0.13,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.12,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.12,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.14,0.0,0.14,0.11,0.13,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,86.39000000000001
10/01/2021,3.19,2.96,2.22,2.19,1.86,1.82,1.63,1.73,1.8,1.58,1.28,1.36,1.4,1.23,1.36,1.17,1.27,1.13,0.97,0.87,0.94,0.86,0.81,0.87,0.71,0.78,0.75,0.61,0.59,0.63,0.53,0.57,0.63,0.6,0.55,0.6,0.51,0.57,0.52,0.53,0.56,0.52,0.56,0.51,0.55,0.56,0.56,0.53,0.5,0.49,0.49,0.53,0.44,0.5,0.46,0.49,0.4,0.49,0.43,0.41,0.54,0.4,0.46,0.43,0.42,0.34,0.38,0.39,0.42,0.39,0.34,0.35,0.37,0.32,0.33,0.35,0.32,0.31,0.34,0.3,0.35,0.32,0.26,0.26,0.29,0.29,0.29,0.32,0.27,0.23,0.26,0.27,0.26,0.26,0.25,0.28,0.27,0.25,0.26,0.24,0.22,0.23,0.21,0.25,0.0,0.22,0.25,0.24,0.23,0.21,0.24,0.22,0.22,0.22,0.19,0.2,0.14,0.24,0.19,0.2,0.21,0.21,0.21,0.22,0.2,0.22,0.22,0.19,0.19,0.2,0.19,0.22,0.16,0.19,0.2,0.18,0.18,0.2,0.15,0.18,0.16,0.16,0.19,0.28,0.2,0.18,0.15,0.19,0.17,0.16,0.16,0.0,0.15,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.15,0.16,0.16,0.17,0.17,0.13,0.14,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.14,0.13,0.14,0.14,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.13,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,86.22
10/04/2021,3.2,2.98,2.22,2.2,1.85,1.8,1.62,1.74,1.77,1.58,1.34,1.36,1.39,1.27,1.35,1.16,1.25,1.13,0.97,0.86,0.93,0.85,0.82,0.88,0.71,0.77,0.75,0.62,0.59,0.64,0.54,0.58,0.63,0.6,0.58,0.6,0.51,0.58,0.54,0.53,0.56,0.52,0.56,0.5,0.54,0.54,0.56,0.52,0.49,0.47,0.49,0.53,0.43,0.51,0.47,0.49,0.4,0.49,0.46,0.42,0.54,0.4,0.46,0.43,0.42,0.34,0.38,0.39,0.41,0.39,0.34,0.35,0.38,0.33,0.33,0.35,0.31,0.31,0.34,0.3,0.35,0.32,0.26,0.27,0.28,0.3,0.29,0.31,0.26,0.23,0.26,0.27,0.25,0.26,0.25,0.28,0.27,0.25,0.26,0.24,0.22,0.24,0.21,0.25,0.0,0.22,0.25,0.24,0.22,0.21,0.24,0.22,0.22,0.22,0.19,0.19,0.14,0.24,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.22,0.21,0.19,0.19,0.2,0.19,0.21,0.17,0.19,0.19,0.19,0.18,0.2,0.15,0.18,0.16,0.16,0.19,0.29,0.2,0.18,0.15,0.18,0.16,0.16,0.16,0.0,0.15,0.17,0.16,0.16,0.14,0.15,0.17,0.15,0.16,0.18,0.14,0.16,0.16,0.17,0.17,0.13,0.14,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.16,0.14,0.0,0.0,0.14,0.13,0.0,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.0,0.0,0.12,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.13,0.0,0.11,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.12,86.19
10/05/2021,3.25,2.97,2.19,2.21,1.9,1.79,1.67,1.73,1.8,1.57,1.32,1.32,1.4,1.36,1.37,1.16,1.26,1.12,0.98,0.85,0.94,0.85,0.81,0.87,0.71,0.77,0.7,0.62,0.58,0.63,0.53,0.58,0.6,0.59,0.59,0.6,0.51,0.58,0.54,0.53,0.55,0.52,0.56,0.49,0.54,0.55,0.56,0.53,0.51,0.47,0.49,0.53,0.43,0.51,0.47,0.49,0.39,0.49,0.46,0.42,0.54,0.4,0.46,0.43,0.43,0.34,0.39,0.39,0.41,0.39,0.33,0.35,0.38,0.33,0.33,0.35,0.31,0.31,0.33,0.3,0.34,0.32,0.26,0.27,0.28,0.3,0.3,0.31,0.26,0.23,0.25,0.26,0.26,0.25,0.25,0.29,0.26,0.25,0.26,0.24,0.22,0.24,0.21,0.26,0.0,0.22,0.24,0.24,0.23,0.21,0.24,0.22,0.22,0.23,0.18,0.19,0.14,0.23,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.22,0.21,0.19,0.19,0.2,0.19,0.21,0.17,0.18,0.19,0.19,0.18,0.2,0.15,0.18,0.16,0.16,0.19,0.25,0.2,0.19,0.15,0.18,0.16,0.16,0.16,0.0,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.17,0.17,0.13,0.14,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.14,0.13,0.14,0.14,0.14,0.13,0.0,0.11,0.12,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,86.23
10/06/2021,3.25,2.97,2.19,2.21,1.9,1.79,1.67,1.73,1.8,1.57,1.32,1.32,1.4,1.36,1.37,1.16,1.26,1.12,0.98,0.85,0.94,0.85,0.81,0.87,0.71,0.77,0.7,0.62,0.58,0.63,0.53,0.58,0.6,0.59,0.59,0.6,0.51,0.58,0.54,0.53,0.55,0.52,0.56,0.49,0.54,0.55,0.56,0.53,0.51,0.47,0.49,0.53,0.43,0.51,0.47,0.49,0.39,0.49,0.46,0.42,0.54,0.4,0.46,0.43,0.43,0.34,0.39,0.39,0.41,0.39,0.33,0.35,0.38,0.33,0.33,0.35,0.31,0.31,0.33,0.3,0.34,0.32,0.26,0.27,0.28,0.3,0.3,0.31,0.26,0.23,0.25,0.26,0.26,0.25,0.25,0.29,0.26,0.25,0.26,0.24,0.22,0.24,0.21,0.26,0.0,0.22,0.24,0.24,0.23,0.21,0.24,0.22,0.22,0.23,0.18,0.19,0.14,0.23,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.22,0.21,0.19,0.19,0.2,0.19,0.21,0.17,0.18,0.19,0.19,0.18,0.2,0.15,0.18,0.16,0.16,0.19,0.25,0.2,0.19,0.15,0.18,0.16,0.16,0.16,0.0,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.17,0.17,0.13,0.14,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.15,0.14,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.14,0.13,0.14,0.14,0.14,0.13,0.0,0.11,0.12,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,86.23
10/07/2021,3.22,2.94,2.2,2.12,1.88,1.79,1.61,1.67,1.79,1.54,1.31,1.32,1.39,1.41,1.35,1.17,1.25,1.12,0.96,0.85,0.95,0.86,0.83,0.86,0.72,0.79,0.69,0.62,0.57,0.64,0.53,0.59,0.62,0.6,0.6,0.59,0.51,0.59,0.55,0.53,0.55,0.53,0.56,0.49,0.54,0.56,0.56,0.53,0.51,0.46,0.49,0.53,0.43,0.52,0.47,0.49,0.4,0.49,0.46,0.42,0.54,0.4,0.46,0.45,0.44,0.34,0.38,0.4,0.41,0.39,0.33,0.35,0.37,0.34,0.34,0.35,0.31,0.32,0.33,0.3,0.35,0.32,0.26,0.27,0.28,0.31,0.29,0.31,0.27,0.22,0.25,0.26,0.26,0.26,0.25,0.28,0.26,0.25,0.26,0.24,0.23,0.23,0.21,0.26,0.0,0.22,0.24,0.24,0.23,0.21,0.23,0.23,0.22,0.23,0.18,0.19,0.14,0.23,0.19,0.2,0.21,0.21,0.2,0.21,0.19,0.21,0.21,0.19,0.2,0.2,0.2,0.21,0.17,0.19,0.19,0.19,0.19,0.19,0.15,0.18,0.16,0.15,0.19,0.24,0.2,0.19,0.15,0.18,0.16,0.16,0.16,0.0,0.15,0.16,0.16,0.17,0.13,0.15,0.17,0.15,0.16,0.18,0.15,0.16,0.16,0.17,0.17,0.13,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.13,0.13,0.15,0.15,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.14,0.13,0.13,0.14,0.14,0.13,0.0,0.0,0.12,0.12,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,86.11
10/08/2021,3.25,2.95,2.18,2.15,1.85,1.8,1.59,1.71,1.8,1.55,1.33,1.32,1.4,1.37,1.37,1.17,1.25,1.13,0.97,0.85,0.96,0.86,0.82,0.87,0.71,0.8,0.68,0.61,0.57,0.63,0.53,0.59,0.62,0.59,0.6,0.59,0.51,0.58,0.54,0.52,0.54,0.54,0.56,0.49,0.54,0.57,0.55,0.54,0.5,0.47,0.49,0.52,0.43,0.52,0.47,0.49,0.39,0.49,0.46,0.42,0.55,0.39,0.46,0.44,0.43,0.34,0.38,0.39,0.41,0.38,0.33,0.35,0.37,0.33,0.34,0.35,0.31,0.31,0.33,0.3,0.35,0.32,0.26,0.28,0.28,0.3,0.29,0.31,0.27,0.22,0.25,0.26,0.26,0.26,0.25,0.29,0.26,0.24,0.26,0.24,0.22,0.23,0.21,0.26,0.0,0.22,0.25,0.24,0.23,0.21,0.23,0.22,0.22,0.23,0.18,0.19,0.14,0.23,0.19,0.2,0.2,0.21,0.2,0.21,0.19,0.21,0.22,0.19,0.19,0.2,0.19,0.21,0.17,0.19,0.19,0.19,0.19,0.19,0.15,0.18,0.16,0.15,0.19,0.25,0.21,0.19,0.15,0.18,0.16,0.16,0.16,0.0,0.15,0.16,0.16,0.17,0.13,0.14,0.17,0.15,0.16,0.18,0.15,0.16,0.16,0.16,0.17,0.13,0.14,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.13,0.16,0.15,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.14,0.13,0.13,0.14,0.14,0.13,0.0,0.12,0.12,0.12,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.13,0.0,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,86.08000000000001
10/11/2021,3.28,2.96,2.18,2.1,1.88,1.83,1.62,1.74,1.82,1.56,1.33,1.33,1.39,1.36,1.38,1.16,1.24,1.12,0.97,0.85,0.95,0.87,0.8,0.87,0.7,0.78,0.67,0.6,0.58,0.65,0.51,0.59,0.6,0.6,0.61,0.59,0.51,0.59,0.54,0.53,0.54,0.54,0.57,0.49,0.55,0.56,0.55,0.53,0.51,0.46,0.49,0.52,0.43,0.51,0.47,0.49,0.39,0.5,0.43,0.41,0.54,0.39,0.46,0.44,0.42,0.34,0.39,0.39,0.41,0.39,0.32,0.35,0.38,0.33,0.34,0.35,0.31,0.32,0.33,0.3,0.35,0.31,0.26,0.29,0.28,0.3,0.29,0.31,0.27,0.23,0.25,0.26,0.26,0.26,0.26,0.29,0.26,0.24,0.28,0.24,0.22,0.23,0.21,0.26,0.0,0.22,0.25,0.25,0.23,0.21,0.23,0.22,0.22,0.23,0.19,0.19,0.14,0.23,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.21,0.19,0.19,0.2,0.2,0.21,0.17,0.19,0.19,0.19,0.19,0.19,0.15,0.18,0.16,0.15,0.2,0.23,0.21,0.19,0.14,0.18,0.16,0.16,0.16,0.0,0.15,0.16,0.15,0.17,0.13,0.14,0.17,0.15,0.16,0.18,0.15,0.16,0.16,0.16,0.17,0.13,0.14,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.13,0.16,0.14,0.0,0.0,0.14,0.13,0.0,0.13,0.14,0.0,0.14,0.13,0.13,0.14,0.14,0.13,0.0,0.12,0.12,0.12,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,86.17
