,JEPI,EMLC,SMLF,VCLT,NFRA,DGRO,SCHP,SPHY,TLH,BCI,MXI,VSS,JQUA,DFAI,DFAE,BAR,VO,LDEM,GQRE,EMQQ,VNQ,VNQI,RYT,AMZN,F,GOOG,ORCL,BA,CRM,MSFT,NEM,SPGI,BLK,n/a,GBTC,ETHE,TDV,VFQY,IGLB,ACWV,XLU,VTV,GM,CHRW,IGIB,SUM
11/18/2021,7.81,6.52,6.23,5.8,5.72,5.31,4.97,0.0,4.78,4.18,3.9,6.27,3.55,2.45,2.4,2.03,2.04,1.94,1.98,1.91,1.94,1.89,4.65,1.39,1.48,1.18,1.0,0.96,1.09,1.06,0.97,0.89,0.77,0.71,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,7.75,6.4,6.2,5.66,5.65,5.27,4.91,0.0,4.67,4.16,3.81,6.17,3.54,2.42,2.37,1.99,2.04,1.92,1.95,1.89,1.93,1.87,4.64,1.38,1.48,1.16,1.01,0.97,1.08,1.06,0.95,0.92,0.74,1.85,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/22/2021,7.75,6.4,6.2,5.66,5.65,5.27,4.91,0.0,4.67,4.16,3.81,6.17,3.54,2.42,2.37,1.99,2.04,1.92,1.95,1.89,1.93,1.87,4.64,1.38,1.48,1.16,1.01,0.97,1.08,1.06,0.95,0.92,0.74,1.85,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/23/2021,7.75,6.4,6.2,5.66,5.65,5.27,4.91,0.0,4.67,4.16,3.81,6.17,3.54,2.42,2.37,1.99,2.04,1.92,1.95,1.89,1.93,1.87,4.64,1.38,1.48,1.16,1.01,0.97,1.08,1.06,0.95,0.92,0.74,1.85,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/24/2021,7.75,6.39,6.11,5.8,5.64,5.26,4.95,0.0,4.79,4.14,3.81,6.14,3.55,2.41,2.36,2.0,2.02,1.89,1.97,1.8,1.93,1.87,4.64,1.44,1.46,1.18,1.0,0.93,1.07,1.08,0.93,0.91,0.72,1.86,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/25/2021,7.8,6.37,6.14,5.76,5.66,5.31,4.94,0.0,4.76,4.16,3.84,6.14,3.55,2.41,2.35,1.97,2.02,1.88,1.98,1.76,1.94,1.86,4.62,1.41,1.55,1.16,1.01,0.91,1.06,1.07,0.93,0.9,0.73,1.87,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/26/2021,7.83,6.35,6.13,5.7,5.69,5.35,4.92,0.0,4.71,4.23,3.86,6.12,3.55,2.41,2.36,1.95,2.02,1.88,1.99,1.74,1.95,1.87,4.61,1.42,1.53,1.16,0.99,0.91,1.04,1.07,0.92,0.91,0.74,1.87,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/29/2021,7.83,6.33,6.1,5.75,5.68,5.33,4.93,0.0,4.75,4.22,3.82,6.09,3.56,2.39,2.36,1.95,2.03,1.87,2.0,1.75,1.97,1.88,4.64,1.41,1.54,1.16,1.0,0.92,1.03,1.07,0.92,0.92,0.74,1.87,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/30/2021,7.88,6.39,6.01,5.91,5.67,5.31,5.04,0.0,4.92,4.14,3.79,6.04,3.56,2.36,2.32,1.98,2.01,1.84,1.98,1.73,1.95,1.87,0.0,1.41,1.52,1.15,1.0,0.88,1.03,1.06,0.94,0.91,0.72,1.9,0.11,0.1,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,7.88,6.39,6.01,5.91,5.67,5.31,5.04,0.0,4.92,4.14,3.79,6.04,3.56,2.36,2.32,1.98,2.01,1.84,1.98,1.73,1.95,1.87,0.0,1.41,1.52,1.15,1.0,0.88,1.03,1.06,0.94,0.91,0.72,1.9,0.11,0.1,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,7.9,6.4,5.99,5.91,5.68,5.34,5.03,0.0,4.9,4.09,3.82,6.06,3.59,2.37,2.32,1.97,2.03,1.84,1.99,1.72,1.96,1.86,0.0,1.43,1.52,1.17,1.01,0.88,1.07,1.08,0.93,0.93,0.74,1.59,0.11,0.1,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/06/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/07/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/08/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/09/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/10/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/13/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/14/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/15/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/16/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/17/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/20/2021,7.84,6.47,5.95,6.01,5.66,5.34,5.06,0.0,5.01,3.99,3.84,6.09,3.56,2.39,2.38,1.98,2.0,1.88,2.0,1.67,1.97,1.87,0.0,1.39,1.55,1.16,0.98,0.9,0.95,1.07,0.91,0.93,0.74,1.59,0.11,0.11,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/21/2021,8.13,6.51,5.93,6.03,0.0,5.49,5.03,0.0,0.0,4.06,3.87,6.11,0.0,2.41,2.37,2.02,0.0,1.84,0.0,1.57,2.05,3.96,0.0,1.39,1.55,1.17,1.06,0.86,0.93,1.06,1.02,0.95,0.75,0.89,0.08,0.0,4.75,5.69,4.75,3.38,2.34,0.0,0.0,0.0,0.0,100.0
12/22/2021,8.13,6.51,5.93,6.03,0.0,5.49,5.03,0.0,0.0,4.06,3.87,6.11,0.0,2.41,2.37,2.02,0.0,1.84,0.0,1.57,2.05,3.96,0.0,1.39,1.55,1.17,1.06,0.86,0.93,1.06,1.02,0.95,0.75,0.89,0.08,0.0,4.75,5.69,4.75,3.38,2.34,0.0,0.0,0.0,0.0,100.0
12/23/2021,8.2,6.64,5.91,6.08,0.0,5.53,5.12,0.0,0.0,4.09,3.88,6.05,0.0,2.44,2.38,2.05,0.0,1.84,0.0,1.55,2.07,3.98,0.0,1.39,1.55,1.18,1.03,0.86,0.92,1.06,1.02,0.96,0.74,0.35,0.09,0.0,4.78,5.71,4.78,3.42,2.37,0.0,0.0,0.0,0.0,100.02
12/24/2021,8.25,6.66,6.08,6.09,0.0,5.58,5.11,0.0,0.0,3.45,3.93,6.12,0.0,2.46,2.41,2.04,0.0,1.86,0.0,1.62,2.09,3.8,0.0,1.41,1.56,1.19,1.02,0.91,0.94,1.08,1.01,0.97,0.75,0.22,0.09,0.0,4.86,5.82,4.8,3.43,2.36,0.0,0.0,0.0,0.0,99.97
12/27/2021,8.14,6.58,6.05,5.93,0.0,5.52,5.0,0.0,0.0,3.44,3.9,6.09,0.0,2.45,2.39,2.02,0.0,1.84,0.0,1.58,2.06,3.73,0.0,1.38,1.57,1.19,0.98,0.91,0.92,1.08,1.01,0.96,0.74,1.43,0.1,0.0,4.85,5.77,4.69,3.38,2.31,0.0,0.0,0.0,0.0,99.98999999999998
12/28/2021,8.14,6.58,6.05,5.93,0.0,5.52,5.0,0.0,0.0,3.44,3.9,6.09,0.0,2.45,2.39,2.02,0.0,1.84,0.0,1.58,2.06,3.73,0.0,1.38,1.57,1.19,0.98,0.91,0.92,1.08,1.01,0.96,0.74,1.43,0.1,0.0,4.85,5.77,4.69,3.38,2.31,0.0,0.0,0.0,0.0,99.98999999999998
12/29/2021,8.14,6.58,6.05,5.93,0.0,5.52,5.0,0.0,0.0,3.44,3.9,6.09,0.0,2.45,2.39,2.02,0.0,1.84,0.0,1.58,2.06,3.73,0.0,1.38,1.57,1.19,0.98,0.91,0.92,1.08,1.01,0.96,0.74,1.43,0.1,0.0,4.85,5.77,4.69,3.38,2.31,0.0,0.0,0.0,0.0,99.98999999999998
12/30/2021,8.14,6.58,6.05,5.93,0.0,5.52,5.0,0.0,0.0,3.44,3.9,6.09,0.0,2.45,2.39,2.02,0.0,1.84,0.0,1.58,2.06,3.73,0.0,1.38,1.57,1.19,0.98,0.91,0.92,1.08,1.01,0.96,0.74,1.43,0.1,0.0,4.85,5.77,4.69,3.38,2.31,0.0,0.0,0.0,0.0,99.98999999999998
12/31/2021,8.14,6.5,6.08,5.89,0.0,5.55,4.98,0.0,0.0,3.45,3.9,6.1,0.0,2.45,2.38,2.0,0.0,1.79,0.0,1.53,2.07,3.74,0.0,1.37,1.6,1.18,0.96,0.91,0.92,1.1,1.02,0.95,0.74,1.63,0.09,0.0,4.86,5.78,4.65,3.38,2.33,0.0,0.0,0.0,0.0,100.02
01/03/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/03/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/03/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/04/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/05/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/06/2022,8.04,6.41,6.04,5.83,0.0,5.51,4.97,0.0,0.0,3.41,3.88,6.08,0.0,2.42,2.37,2.0,0.0,1.79,0.0,1.57,2.07,3.74,0.0,1.34,1.57,1.16,0.95,0.89,0.92,1.08,1.03,0.94,0.73,2.33,0.08,0.0,4.8,5.74,4.61,3.36,2.33,0.0,0.0,0.0,0.0,99.99
01/07/2022,8.1,6.41,6.17,5.78,0.0,5.6,4.95,0.0,0.0,3.46,3.95,6.16,0.0,2.47,2.39,2.01,0.0,1.81,0.0,1.51,2.08,3.78,0.0,1.35,1.87,1.16,0.96,0.94,0.9,1.06,1.02,0.92,0.74,1.42,0.08,0.0,4.87,5.8,4.57,3.37,2.33,0.0,0.0,0.0,0.0,99.99
01/10/2022,8.21,6.52,6.15,5.84,0.0,5.67,4.98,0.0,0.0,3.54,3.98,6.14,0.0,2.49,2.41,2.02,0.0,1.82,0.0,1.51,2.06,3.8,0.0,1.34,1.92,1.12,0.95,0.95,0.84,1.03,1.01,0.92,0.73,0.98,0.08,0.0,4.86,5.79,4.62,3.39,2.34,0.0,0.0,0.0,0.0,100.01
01/11/2022,8.19,6.56,6.09,5.81,0.0,0.0,4.98,0.0,0.0,3.56,4.03,6.15,0.0,2.5,2.43,2.03,0.0,1.83,0.0,1.53,2.04,3.81,0.0,1.33,1.92,1.12,0.97,0.97,0.84,1.03,1.02,0.91,0.73,0.98,0.08,0.0,4.79,5.73,4.59,3.39,2.36,5.69,0.0,0.0,0.0,99.99
01/12/2022,8.19,6.56,6.09,5.81,0.0,0.0,4.98,0.0,0.0,3.56,4.03,6.15,0.0,2.5,2.43,2.03,0.0,1.83,0.0,1.53,2.04,3.81,0.0,1.33,1.92,1.12,0.97,0.97,0.84,1.03,1.02,0.91,0.73,0.98,0.08,0.0,4.79,5.73,4.59,3.39,2.36,5.69,0.0,0.0,0.0,99.99
01/13/2022,8.2,6.57,6.09,5.82,0.0,0.0,5.0,0.0,0.0,3.56,4.0,6.11,0.0,2.49,2.44,2.04,0.0,1.84,0.0,1.52,2.04,3.81,0.0,1.33,1.88,1.14,0.99,0.95,0.85,1.03,1.04,0.89,0.72,0.99,0.07,0.0,4.8,5.74,4.6,3.38,2.36,5.7,0.0,0.0,0.0,99.99
01/14/2022,8.15,6.54,6.11,5.8,0.0,0.0,4.99,0.0,0.0,3.58,4.03,6.13,0.0,2.49,2.46,2.05,0.0,1.86,0.0,1.58,2.02,3.8,0.0,1.35,1.9,1.14,0.97,0.97,0.86,1.03,1.04,0.9,0.72,0.98,0.08,0.0,4.8,5.73,4.58,3.37,2.31,5.69,0.0,0.0,0.0,100.01
01/17/2022,8.14,6.59,6.07,5.82,0.0,0.0,4.97,0.0,0.0,3.59,4.07,6.16,0.0,2.51,2.48,1.31,0.0,1.9,0.0,1.54,2.03,3.79,0.0,1.31,0.98,1.13,0.97,1.0,0.84,0.99,1.05,0.89,0.71,1.0,0.07,0.0,4.75,5.68,4.6,3.36,2.33,5.68,0.93,0.75,0.0,99.98999999999998
01/18/2022,8.13,6.59,6.1,5.76,0.0,0.0,4.96,0.0,0.0,3.64,4.06,6.14,0.0,2.51,2.48,1.31,0.0,1.9,0.0,1.55,2.01,3.8,0.0,1.32,0.99,1.14,0.97,1.02,0.85,1.01,1.05,0.88,0.69,1.0,0.07,0.0,4.77,5.68,4.55,3.35,2.32,5.69,0.92,0.75,0.0,99.96
01/19/2022,8.13,6.59,6.1,5.76,0.0,0.0,4.96,0.0,0.0,3.64,4.06,6.14,0.0,2.51,2.48,1.31,0.0,1.9,0.0,1.55,2.01,3.8,0.0,1.32,0.99,1.14,0.97,1.02,0.85,1.01,1.05,0.88,0.69,1.0,0.07,0.0,4.77,5.68,4.55,3.35,2.32,5.69,0.92,0.75,0.0,99.96
