,6969.HK,EQT.ST,1024.HK,ALE.WA,1821.HK,6186.HK,FDJ.PA,1876.HK,THG.L,TMV.DE,352820.KS,INPST.AS,9926.HK,4478.T,ROO.L,JDEP.AS,AG1.DE,3759,ALLFG.AS,RDOR3.SA,DOCS.L,326030.KS,6110.HK,6078.HK,SAVE.ST,3347,9922.HK,SWON.SW,909.HK,873.HK,SBICARD.NS,SCGP.BK,2500.HK,9969.HK,VTWR.DE,1209.HK,GLAND.NS,6618.HK,VRLA.PA,CMIN3.SA,1691.HK,MRDIY.KL,8TRA.DE,SUSE.DE,FIXP.L,9992.HK,SYAB.DE,CTPNV.AS,STGT.BK,9995.HK,AAF.L,CXSE3.SA,AWC.BK,6993.HK,9666.HK,6049.HK,NEOE3.SA,Cash/Other,361610.KS,6127,9959.HK,2160.HK,9989,2160,n/a,361610.KQ,6127.HK,9989.HK,EQT,6969,ALE,THG,1821,6186,FDJ,1876,TMV,INPST,A352820,ROO,SAVE,ALLFG,SWON,JDEP,RDOR3,AG1,DOCS,SBICARD,4478,SCGP,VTWR,A326030,9926,GLAND,6110,9922,VRLA,909,MRDIY,1209,873,9969,6078,FIXP,CMIN3,8TRA,1691,CTPNV,SUSE,SYAB,2500,AAF,9992,STGT,1024,9995,AWC,6049,CXSE3,A361610,NEOE3,6993,9666,6618,9959,9434.T,3690.HK,6862.HK,NEXI.MI,KBX.DE,ADE.OL,LSPD.TO,3692.HK,1801.HK,OR.BK,SIGN.SW,2359,ANA.MC,NVEI.TO,WISE.L,BUKA.JK,CRC.BK,6666.HK,1516.HK,1772,SHUR.BR,6185,YOU.DE,MONDE.PM,DARK.L,BPT.L,1787,PCO.WA,1877,CNVRG.PM,6806,SUM
07/23/2021,6.05,5.8,3.07,3.77,3.86,3.5,3.01,3.16,2.83,2.69,2.67,2.66,1.98,1.94,1.85,1.84,1.87,1.74,1.77,1.67,1.73,1.57,1.44,1.59,1.48,1.6,1.52,1.54,1.49,1.41,1.44,1.42,1.3,1.4,1.45,1.35,1.44,1.19,1.2,1.14,1.06,0.95,0.92,0.72,0.83,0.83,0.74,0.74,0.7,0.65,0.66,0.52,0.52,0.47,0.44,0.52,0.47,0.43,0.48,0.41,0.19,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,5.94,6.75,3.13,3.69,3.85,3.45,3.0,3.1,2.95,2.67,2.57,2.55,1.92,1.94,1.93,1.77,1.9,1.76,1.74,1.72,1.72,1.53,1.44,1.51,1.53,1.58,1.47,1.59,1.47,1.38,1.38,1.38,1.26,1.34,1.41,1.33,1.54,1.18,1.17,1.12,1.06,0.92,0.92,0.68,0.79,0.77,0.73,0.73,0.67,0.6,0.66,0.53,0.52,0.45,0.45,0.54,0.47,0.42,0.5,0.42,0.2,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,5.94,6.75,3.13,3.69,3.85,3.45,3.0,3.1,2.95,2.67,2.57,2.55,1.92,1.94,1.93,1.77,1.9,1.76,1.74,1.72,1.72,1.53,1.44,1.51,1.53,1.58,1.47,1.59,1.47,1.38,1.38,1.38,1.26,1.34,1.41,1.33,1.54,1.18,1.17,1.12,1.06,0.92,0.92,0.68,0.79,0.77,0.73,0.73,0.67,0.6,0.66,0.53,0.52,0.45,0.45,0.54,0.47,0.42,0.5,0.42,0.2,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/28/2021,5.71,6.95,2.84,3.71,3.91,3.36,3.09,3.13,2.98,2.69,2.62,2.63,1.93,1.96,1.95,1.79,1.94,1.66,1.79,1.73,1.78,1.53,1.45,1.45,1.47,1.54,1.44,1.61,1.46,1.27,1.42,1.4,1.25,1.3,1.45,1.29,1.52,1.17,1.21,1.13,1.04,0.94,0.96,0.69,0.81,0.78,0.73,0.74,0.67,0.59,0.67,0.57,0.52,0.48,0.42,0.53,0.47,0.43,0.52,0.39,0.22,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/29/2021,5.27,7.38,2.59,3.83,3.95,3.32,3.09,3.19,3.08,2.73,2.67,2.73,1.82,2.07,2.01,1.81,2.02,1.6,1.83,1.75,1.82,1.56,1.43,1.31,1.53,1.46,1.43,1.65,1.3,1.06,1.57,1.45,1.1,1.24,1.5,1.15,1.58,1.01,1.25,1.21,1.0,0.97,1.01,0.75,0.82,0.71,0.76,0.76,0.7,0.57,0.7,0.62,0.54,0.47,0.36,0.52,0.49,0.45,0.53,0.39,0.22,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,4.85,7.45,2.57,3.9,3.88,2.89,3.14,3.16,3.24,2.85,2.79,2.74,1.78,2.18,2.11,1.88,2.06,1.61,1.92,1.83,1.89,1.65,1.32,1.25,1.66,1.47,1.33,1.69,1.07,1.01,1.61,1.53,1.05,1.16,1.55,1.2,1.6,0.81,1.3,1.25,0.95,1.02,1.05,0.77,0.83,0.74,0.8,0.77,0.71,0.54,0.74,0.62,0.56,0.44,0.34,0.51,0.51,0.45,0.55,0.42,0.19,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/02/2021,5.0,7.12,2.7,3.56,3.89,3.16,3.05,2.98,3.18,2.78,2.67,2.75,1.92,2.0,2.11,1.79,2.04,1.77,1.89,1.84,1.77,1.57,1.41,1.46,1.63,1.48,1.22,1.67,1.33,1.13,1.54,1.56,1.1,1.26,1.5,1.35,1.58,1.0,1.28,1.3,0.98,0.98,1.0,0.75,0.8,0.71,0.76,0.74,0.68,0.64,0.72,0.6,0.53,0.42,0.4,0.52,0.49,0.51,0.52,0.43,0.2,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,5.0,7.12,2.7,3.56,3.89,3.16,3.05,2.98,3.18,2.78,2.67,2.75,1.92,2.0,2.11,1.79,2.04,1.77,1.89,1.84,1.77,1.57,1.41,1.46,1.63,1.48,1.22,1.67,1.33,1.13,1.54,1.56,1.1,1.26,1.5,1.35,1.58,1.0,1.28,1.3,0.98,0.98,1.0,0.75,0.8,0.71,0.76,0.74,0.68,0.64,0.72,0.6,0.53,0.42,0.4,0.52,0.49,0.51,0.52,0.43,0.2,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,4.89,7.13,2.55,3.53,4.0,3.18,2.98,2.96,3.17,2.74,2.64,2.63,1.97,1.97,2.17,1.82,2.07,1.78,1.93,1.82,1.76,1.57,1.51,1.42,1.65,1.47,1.18,1.69,1.28,1.08,1.59,1.6,1.11,1.26,1.52,1.37,1.56,1.0,1.29,1.2,1.01,1.02,1.0,0.76,0.84,0.7,0.79,0.77,0.7,0.64,0.78,0.57,0.52,0.41,0.41,0.49,0.48,0.55,0.53,0.44,0.24,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/05/2021,5.19,7.29,2.55,3.51,4.03,3.25,2.96,2.94,3.11,2.73,2.66,2.62,1.91,1.98,2.1,1.84,2.07,1.79,1.93,1.85,1.75,1.62,1.41,1.39,1.67,1.43,1.23,1.69,1.25,1.08,1.59,1.58,1.08,1.25,1.52,1.31,1.56,0.94,1.3,1.22,1.0,1.0,1.01,0.77,0.81,0.68,0.79,0.76,0.69,0.64,0.75,0.57,0.53,0.42,0.39,0.5,0.48,0.55,0.53,0.41,0.23,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/06/2021,5.26,7.49,2.48,3.57,3.99,3.32,2.92,2.94,3.12,2.46,2.64,2.62,1.94,1.99,2.09,1.81,2.09,1.84,1.91,1.88,1.73,1.63,1.41,1.42,1.74,1.46,1.2,1.67,1.28,1.11,1.61,1.56,1.09,1.24,1.49,1.26,1.57,0.87,1.28,1.18,1.01,0.99,1.01,0.79,0.83,0.64,0.8,0.76,0.7,0.63,0.77,0.57,0.53,0.42,0.39,0.49,0.48,0.54,0.49,0.43,0.23,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
08/10/2021,5.61,7.83,2.06,3.44,3.75,3.14,2.93,2.86,3.2,2.57,2.74,2.63,1.82,1.96,2.14,1.87,2.03,1.87,1.9,1.85,1.69,1.69,1.62,1.41,1.75,1.51,1.14,1.64,1.37,1.05,1.6,1.55,1.0,1.2,1.49,1.22,1.62,0.91,1.3,1.16,0.99,0.99,1.02,0.87,0.85,0.64,0.83,0.78,0.69,0.64,0.78,0.55,0.53,0.41,0.37,0.46,0.46,0.0,0.51,0.44,0.22,0.0,0.15,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/11/2021,5.86,7.72,1.98,3.41,3.64,3.03,2.95,2.9,3.24,2.51,2.88,2.64,1.8,1.97,2.16,1.88,1.89,1.83,1.92,1.85,1.67,1.7,1.65,1.43,1.77,1.48,1.16,1.63,1.38,1.07,1.59,1.51,0.97,1.2,1.5,1.27,1.62,0.93,1.29,1.16,0.99,1.04,1.03,0.87,0.86,0.69,0.82,0.78,0.68,0.62,0.8,0.56,0.53,0.4,0.37,0.49,0.46,0.0,0.5,0.43,0.22,0.0,0.15,0.12,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/12/2021,5.82,7.63,1.92,3.42,3.69,2.84,2.96,2.93,3.22,2.55,2.84,2.62,1.85,1.96,2.24,1.87,1.94,1.84,1.91,1.84,1.66,1.66,1.68,1.42,1.78,1.46,1.22,1.64,1.38,1.1,1.6,1.54,1.03,1.24,1.51,1.26,1.62,0.91,1.29,1.14,1.01,1.06,1.0,0.84,0.86,0.72,0.82,0.76,0.68,0.63,0.81,0.55,0.55,0.39,0.38,0.5,0.46,0.0,0.49,0.42,0.22,0.0,0.15,0.11,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/13/2021,6.34,7.56,1.94,3.27,3.62,2.93,2.88,2.91,3.17,2.61,2.82,2.53,1.87,1.91,2.35,1.84,1.83,1.82,1.91,1.82,1.65,1.59,1.67,1.44,1.72,1.44,1.27,1.61,1.4,1.12,1.57,1.5,1.01,1.24,1.52,1.27,1.66,0.94,1.27,1.12,1.07,1.04,0.99,0.83,0.86,0.69,0.79,0.77,0.68,0.76,0.82,0.54,0.55,0.4,0.4,0.5,0.45,0.0,0.48,0.41,0.22,0.0,0.15,0.12,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/16/2021,6.57,7.51,1.95,3.3,3.42,3.0,2.94,2.9,3.16,2.69,2.74,2.55,1.68,1.85,2.43,1.85,1.93,1.75,1.95,1.92,1.63,1.62,1.45,1.35,1.76,1.33,1.31,1.63,1.38,1.16,1.6,1.53,0.94,1.08,1.51,1.3,1.72,0.92,1.29,1.11,1.08,1.11,1.02,0.85,0.89,0.64,0.83,0.78,0.71,0.72,0.82,0.56,0.55,0.39,0.41,0.53,0.45,0.0,0.5,0.4,0.24,0.0,0.15,0.12,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/17/2021,6.57,7.51,1.95,3.3,3.42,3.0,2.94,2.9,3.16,2.69,2.74,2.55,1.68,1.85,2.43,1.85,1.93,1.75,1.95,1.92,1.63,1.62,1.45,1.35,1.76,1.33,1.31,1.63,1.38,1.16,1.6,1.53,0.94,1.08,1.51,1.3,1.72,0.92,1.29,1.11,1.08,1.11,1.02,0.85,0.89,0.64,0.83,0.78,0.71,0.72,0.82,0.56,0.55,0.39,0.41,0.53,0.45,0.0,0.5,0.4,0.24,0.0,0.15,0.12,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/18/2021,6.6,7.61,1.85,3.39,3.31,2.99,2.93,2.86,3.14,2.72,2.68,2.54,1.69,1.85,2.53,1.87,1.94,1.82,1.94,1.91,1.63,1.58,1.49,1.34,1.74,1.37,1.3,1.63,1.36,1.16,1.59,1.56,0.93,1.14,1.53,1.26,1.71,0.91,1.29,1.08,1.04,1.12,1.02,0.85,0.95,0.65,0.84,0.79,0.7,0.69,0.81,0.55,0.55,0.39,0.4,0.51,0.46,0.0,0.49,0.4,0.22,0.0,0.14,0.12,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,6.38,7.57,1.75,3.35,3.32,3.11,2.94,2.95,3.11,2.66,2.73,2.61,1.7,1.66,2.59,1.89,1.93,1.76,1.94,1.93,1.63,1.6,1.5,1.32,1.77,1.36,1.34,1.66,1.33,1.15,1.6,1.64,0.93,1.15,1.54,1.28,1.66,0.9,1.3,1.06,1.06,1.12,1.02,0.86,0.98,0.69,0.85,0.8,0.7,0.68,0.83,0.53,0.56,0.39,0.4,0.55,0.46,0.0,0.5,0.39,0.22,0.0,0.14,0.11,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,6.28,7.68,0.62,3.4,3.36,3.13,2.92,2.9,3.15,2.72,2.67,2.71,1.66,1.61,2.57,1.91,1.94,1.65,1.96,1.94,1.66,1.58,1.5,1.31,1.73,1.33,1.32,1.69,1.28,1.12,1.59,1.65,0.97,1.17,1.55,1.26,1.7,0.3,1.31,1.03,1.08,1.19,1.01,0.85,1.02,0.65,0.86,0.79,0.73,0.69,0.85,0.51,0.6,0.39,0.4,0.55,0.45,0.0,0.49,0.36,0.21,0.0,0.14,0.12,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
