,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,WMT,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,GS,BLK,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CME,CSX,ATVI,EQIX,GM,BDX,CB,MMC,FDX,COF,ILMN,CL,NSC,EW,ICE,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,VRTX,ECL,NEM,ROP,JCI,KLAC,TROW,DOW,MSCI,A,Cash & Cash Equivalents,LHX,TEL,EBAY,TT,MET,EXC,SLB,DLR,APTV,INFO,SPG,SRE,APH,EA,BAX,ALL,PRU,PPG,BK,PH,STZ,ALXN,SYY,MPC,MSI,HPQ,TRV,MAR,PXD,IFF,GIS,DFS,TDG,KMI,WELL,HLT,YUM,CMI,WBA,MTD,AFL,CTAS,SWK,ROK,ADM,CTVA,WMB,GLW,ANSS,AME,PEG,MCK,PCAR,FAST,AVB,ZBRA,AWK,AMP,AJG,VRSK,STT,KEYS,CBRE,KR,ES,DAL,LH,WST,EQR,BLL,FITB,VFC,SYF,LYB,KHC,HSY,O,OXY,BBY,WY,OKE,ED,ETSY,RSG,FTV,GE.,n/a,ALB,URI,DOV,WAT,EXR,HIG,DLTR,ANET,MLM,EIX,DVN,NTRS,TSN,SUM
12/29/2021,8.94,8.18,4.86,2.87,2.69,2.41,2.82,1.51,1.19,1.52,1.37,1.26,1.02,0.9,1.04,0.88,0.74,0.84,0.71,0.81,0.68,0.85,1.07,0.8,0.73,0.57,0.76,0.76,0.69,0.83,0.73,0.62,0.83,0.65,0.7,0.66,0.56,0.64,0.45,0.67,0.5,0.47,0.57,0.52,0.45,0.58,0.39,0.41,0.56,0.58,0.43,0.47,0.42,0.42,0.46,0.41,0.35,0.37,0.57,0.33,0.34,0.32,0.43,0.41,0.37,0.27,0.36,0.32,0.39,0.34,0.32,0.3,0.3,0.29,0.31,0.24,0.27,0.27,0.27,0.16,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.23,0.26,0.25,0.2,0.22,0.21,0.3,0.2,0.21,0.21,0.22,0.19,0.18,0.19,0.26,0.18,0.2,0.12,0.19,0.19,0.18,0.15,0.16,0.18,0.21,0.14,0.13,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.15,0.14,0.17,0.17,0.13,0.16,0.12,0.14,0.11,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.12,0.12,0.12,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.37,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,94.2
12/30/2021,9.05,8.28,4.77,2.86,2.68,2.49,2.86,1.5,1.18,1.51,1.38,1.26,1.01,0.89,1.04,0.88,0.74,0.84,0.7,0.82,0.68,0.86,1.06,0.8,0.73,0.57,0.76,0.76,0.69,0.84,0.74,0.62,0.85,0.65,0.71,0.67,0.57,0.64,0.45,0.68,0.5,0.47,0.57,0.52,0.45,0.57,0.39,0.41,0.57,0.59,0.43,0.47,0.42,0.42,0.48,0.42,0.36,0.36,0.6,0.33,0.33,0.32,0.43,0.41,0.37,0.27,0.36,0.32,0.39,0.34,0.33,0.3,0.29,0.29,0.32,0.24,0.27,0.26,0.27,0.16,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.23,0.26,0.25,0.2,0.22,0.21,0.3,0.2,0.21,0.21,0.22,0.19,0.18,0.19,0.26,0.18,0.2,0.12,0.2,0.19,0.18,0.15,0.16,0.18,0.22,0.15,0.13,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.11,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.1,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.0,94.33
12/31/2021,9.01,8.26,4.8,2.84,2.65,2.44,2.85,1.51,1.18,1.53,1.39,1.27,1.01,0.9,1.04,0.87,0.74,0.84,0.7,0.81,0.68,0.86,1.04,0.8,0.73,0.57,0.76,0.76,0.68,0.83,0.74,0.62,0.85,0.66,0.71,0.66,0.57,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.58,0.39,0.41,0.57,0.59,0.44,0.47,0.42,0.42,0.47,0.42,0.36,0.36,0.6,0.34,0.33,0.32,0.43,0.41,0.37,0.27,0.36,0.32,0.39,0.33,0.33,0.3,0.29,0.29,0.32,0.25,0.27,0.27,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.21,0.21,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.11,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.13,0.12,0.13,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.0,94.33
01/03/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/03/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/03/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/04/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/05/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/06/2022,8.98,8.23,4.75,2.84,2.65,2.39,2.81,1.51,1.18,1.54,1.4,1.27,1.01,0.91,1.04,0.88,0.75,0.83,0.7,0.81,0.68,0.86,1.05,0.8,0.73,0.57,0.77,0.77,0.69,0.84,0.73,0.63,0.85,0.66,0.71,0.67,0.56,0.64,0.45,0.67,0.5,0.46,0.57,0.52,0.45,0.59,0.39,0.41,0.57,0.59,0.44,0.46,0.42,0.42,0.47,0.42,0.37,0.36,0.57,0.33,0.33,0.31,0.44,0.41,0.37,0.27,0.37,0.32,0.4,0.34,0.33,0.3,0.3,0.29,0.31,0.25,0.27,0.26,0.27,0.17,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.24,0.26,0.25,0.2,0.23,0.22,0.3,0.2,0.22,0.2,0.22,0.19,0.18,0.19,0.26,0.18,0.21,0.12,0.2,0.19,0.19,0.16,0.17,0.19,0.21,0.15,0.14,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.13,0.16,0.14,0.17,0.17,0.13,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.12,0.14,0.13,0.1,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.24
01/07/2022,9.01,7.95,4.7,2.79,2.61,2.36,3.01,1.6,1.2,1.49,1.41,1.27,1.05,0.91,1.11,0.85,0.74,0.89,0.71,0.78,0.69,0.83,0.98,0.77,0.75,0.59,0.77,0.77,0.68,0.78,0.75,0.63,0.82,0.65,0.68,0.63,0.57,0.64,0.46,0.68,0.51,0.46,0.57,0.53,0.45,0.57,0.41,0.41,0.58,0.56,0.43,0.49,0.44,0.42,0.47,0.41,0.37,0.38,0.56,0.35,0.35,0.34,0.44,0.43,0.36,0.26,0.36,0.33,0.38,0.35,0.33,0.3,0.29,0.3,0.33,0.25,0.29,0.26,0.28,0.17,0.23,0.31,0.23,0.28,0.27,0.21,0.21,0.19,0.23,0.24,0.26,0.24,0.2,0.23,0.21,0.3,0.2,0.21,0.2,0.22,0.19,0.18,0.19,0.3,0.17,0.2,0.12,0.2,0.19,0.19,0.16,0.16,0.19,0.21,0.14,0.14,0.16,0.15,0.0,0.14,0.17,0.14,0.15,0.15,0.18,0.15,0.15,0.15,0.17,0.17,0.14,0.17,0.13,0.14,0.12,0.14,0.13,0.15,0.13,0.14,0.0,0.13,0.14,0.14,0.15,0.13,0.15,0.14,0.12,0.13,0.12,0.11,0.1,0.12,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.11,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.11,0.0,0.0,0.0,0.0,0.09,0.13,0.09,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.11,0.1,0.09,0.0,0.1,0.0,0.0,94.21000000000002
01/10/2022,8.82,7.76,4.69,2.72,2.54,2.32,2.85,1.61,1.22,1.46,1.41,1.3,1.06,0.93,1.14,0.8,0.76,0.95,0.73,0.74,0.72,0.84,1.01,0.78,0.77,0.61,0.79,0.78,0.68,0.8,0.78,0.65,0.79,0.67,0.68,0.63,0.57,0.66,0.46,0.69,0.52,0.46,0.57,0.54,0.45,0.55,0.42,0.42,0.59,0.54,0.43,0.49,0.44,0.42,0.47,0.39,0.38,0.4,0.54,0.36,0.36,0.35,0.44,0.45,0.36,0.26,0.35,0.33,0.38,0.35,0.33,0.31,0.3,0.3,0.35,0.25,0.31,0.27,0.28,0.16,0.23,0.3,0.24,0.28,0.28,0.21,0.21,0.2,0.23,0.24,0.25,0.25,0.19,0.23,0.22,0.3,0.2,0.21,0.2,0.22,0.16,0.19,0.2,0.31,0.16,0.21,0.12,0.19,0.19,0.19,0.15,0.16,0.19,0.22,0.14,0.14,0.15,0.15,0.0,0.14,0.18,0.14,0.15,0.16,0.18,0.16,0.15,0.16,0.17,0.18,0.14,0.17,0.12,0.14,0.12,0.14,0.13,0.15,0.14,0.14,0.0,0.13,0.15,0.14,0.15,0.13,0.15,0.15,0.12,0.14,0.12,0.12,0.11,0.12,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.13,0.1,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.11,0.1,0.09,0.0,0.1,0.0,0.0,94.12
01/11/2022,8.86,7.79,4.68,2.72,2.54,2.25,2.76,1.63,1.2,1.43,1.38,1.3,1.06,0.94,1.17,0.8,0.76,0.96,0.74,0.74,0.71,0.85,1.03,0.79,0.77,0.62,0.8,0.78,0.66,0.79,0.8,0.67,0.78,0.68,0.68,0.62,0.55,0.65,0.47,0.67,0.52,0.47,0.57,0.55,0.46,0.56,0.43,0.42,0.57,0.53,0.42,0.5,0.45,0.42,0.46,0.4,0.38,0.4,0.53,0.37,0.36,0.35,0.45,0.45,0.36,0.26,0.35,0.33,0.37,0.35,0.32,0.31,0.3,0.29,0.36,0.26,0.31,0.27,0.28,0.16,0.23,0.3,0.24,0.29,0.27,0.21,0.22,0.19,0.23,0.24,0.25,0.25,0.19,0.23,0.22,0.3,0.2,0.21,0.2,0.22,0.15,0.19,0.21,0.31,0.16,0.21,0.12,0.2,0.19,0.19,0.16,0.16,0.19,0.21,0.14,0.14,0.15,0.15,0.0,0.15,0.17,0.14,0.15,0.16,0.18,0.16,0.15,0.15,0.17,0.18,0.14,0.16,0.13,0.15,0.13,0.15,0.13,0.16,0.14,0.14,0.0,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.12,0.14,0.13,0.12,0.11,0.13,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.1,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.13,0.1,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.11,0.09,0.0,0.0,0.1,0.09,0.0,94.09
01/12/2022,8.86,7.79,4.68,2.72,2.54,2.25,2.76,1.63,1.2,1.43,1.38,1.3,1.06,0.94,1.17,0.8,0.76,0.96,0.74,0.74,0.71,0.85,1.03,0.79,0.77,0.62,0.8,0.78,0.66,0.79,0.8,0.67,0.78,0.68,0.68,0.62,0.55,0.65,0.47,0.67,0.52,0.47,0.57,0.55,0.46,0.56,0.43,0.42,0.57,0.53,0.42,0.5,0.45,0.42,0.46,0.4,0.38,0.4,0.53,0.37,0.36,0.35,0.45,0.45,0.36,0.26,0.35,0.33,0.37,0.35,0.32,0.31,0.3,0.29,0.36,0.26,0.31,0.27,0.28,0.16,0.23,0.3,0.24,0.29,0.27,0.21,0.22,0.19,0.23,0.24,0.25,0.25,0.19,0.23,0.22,0.3,0.2,0.21,0.2,0.22,0.15,0.19,0.21,0.31,0.16,0.21,0.12,0.2,0.19,0.19,0.16,0.16,0.19,0.21,0.14,0.14,0.15,0.15,0.0,0.15,0.17,0.14,0.15,0.16,0.18,0.16,0.15,0.15,0.17,0.18,0.14,0.16,0.13,0.15,0.13,0.15,0.13,0.16,0.14,0.14,0.0,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.12,0.14,0.13,0.12,0.11,0.13,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.1,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.13,0.1,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.11,0.09,0.0,0.0,0.1,0.09,0.0,94.09
01/13/2022,8.87,7.8,4.66,2.76,2.57,2.26,2.84,1.63,1.18,1.45,1.35,1.28,1.04,0.94,1.17,0.83,0.76,0.95,0.73,0.74,0.74,0.86,1.04,0.79,0.78,0.62,0.8,0.79,0.63,0.81,0.8,0.69,0.78,0.68,0.68,0.63,0.56,0.65,0.47,0.67,0.51,0.48,0.57,0.54,0.48,0.54,0.43,0.43,0.57,0.53,0.41,0.5,0.45,0.41,0.45,0.39,0.37,0.4,0.53,0.36,0.36,0.36,0.45,0.45,0.35,0.25,0.35,0.33,0.37,0.35,0.31,0.31,0.3,0.29,0.36,0.26,0.31,0.26,0.28,0.16,0.22,0.3,0.25,0.29,0.28,0.21,0.22,0.19,0.23,0.24,0.25,0.24,0.19,0.23,0.21,0.3,0.2,0.21,0.19,0.22,0.16,0.19,0.21,0.31,0.16,0.2,0.12,0.2,0.19,0.18,0.16,0.16,0.19,0.21,0.14,0.14,0.15,0.15,0.0,0.15,0.17,0.14,0.15,0.17,0.18,0.16,0.15,0.15,0.16,0.18,0.14,0.16,0.12,0.14,0.12,0.15,0.13,0.16,0.14,0.14,0.0,0.13,0.15,0.14,0.15,0.13,0.15,0.15,0.11,0.14,0.13,0.12,0.11,0.13,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.1,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.13,0.09,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.0,0.0,0.1,0.09,0.09,94.11
