,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,WMT,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,GS,BLK,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CME,CSX,ATVI,EQIX,GM,BDX,CB,MMC,FDX,COF,ILMN,CL,NSC,EW,ICE,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,VRTX,ECL,NEM,ROP,JCI,KLAC,TROW,DOW,MSCI,A,Cash & Cash Equivalents,LHX,TEL,EBAY,TT,MET,EXC,SLB,DLR,APTV,INFO,SPG,SRE,APH,EA,BAX,ALL,PRU,PPG,BK,PH,STZ,ALXN,SYY,MPC,MSI,HPQ,TRV,MAR,PXD,IFF,GIS,DFS,TDG,KMI,WELL,HLT,YUM,CMI,WBA,MTD,AFL,CTAS,SWK,ROK,ADM,CTVA,WMB,GLW,ANSS,AME,PEG,MCK,PCAR,FAST,AVB,ZBRA,AWK,AMP,AJG,VRSK,STT,KEYS,CBRE,KR,ES,DAL,LH,WST,EQR,BLL,FITB,VFC,SYF,LYB,KHC,HSY,O,OXY,BBY,WY,OKE,ED,ETSY,RSG,FTV,GE.,n/a,ALB,URI,DOV,WAT,EXR,HIG,DLTR,ANET,MLM,EIX,DVN,NTRS,TSN,SUM
09/02/2021,8.28,7.88,5.05,3.01,2.85,1.95,1.94,1.67,1.35,1.36,1.2,1.2,1.06,1.13,1.08,1.1,0.94,0.8,0.78,0.88,0.75,0.86,0.9,0.77,0.75,0.67,0.74,0.73,0.74,0.76,0.65,0.67,0.74,0.7,0.72,0.71,0.61,0.61,0.62,0.57,0.48,0.56,0.57,0.5,0.52,0.57,0.51,0.45,0.5,0.53,0.47,0.54,0.49,0.46,0.43,0.46,0.43,0.4,0.47,0.4,0.37,0.41,0.38,0.38,0.37,0.38,0.31,0.32,0.34,0.28,0.3,0.3,0.31,0.3,0.26,0.25,0.28,0.25,0.26,0.22,0.26,0.21,0.25,0.28,0.27,0.22,0.26,0.23,0.23,0.22,0.25,0.23,0.24,0.23,0.21,0.31,0.22,0.24,0.21,0.23,0.18,0.22,0.19,0.18,0.2,0.21,0.18,0.18,0.18,0.19,0.16,0.17,0.19,0.18,0.17,0.16,0.18,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.0,0.0,0.3,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
09/03/2021,8.22,7.84,5.13,3.01,2.85,1.92,1.95,1.67,1.34,1.36,1.19,1.2,1.04,1.13,1.09,1.1,0.96,0.8,0.78,0.88,0.76,0.86,0.89,0.77,0.75,0.67,0.74,0.74,0.72,0.75,0.64,0.67,0.74,0.7,0.71,0.71,0.61,0.61,0.62,0.57,0.49,0.56,0.57,0.5,0.52,0.57,0.52,0.45,0.5,0.54,0.48,0.54,0.49,0.46,0.43,0.46,0.43,0.4,0.46,0.4,0.37,0.41,0.39,0.38,0.37,0.39,0.32,0.33,0.34,0.28,0.3,0.3,0.32,0.3,0.26,0.25,0.28,0.25,0.26,0.22,0.26,0.21,0.25,0.28,0.27,0.22,0.26,0.23,0.23,0.22,0.25,0.23,0.24,0.23,0.2,0.3,0.22,0.24,0.21,0.23,0.18,0.22,0.19,0.18,0.2,0.21,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.0,0.16,0.17,0.17,0.16,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.31,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
09/06/2021,8.29,7.8,5.1,2.97,2.82,1.92,1.94,1.67,1.31,1.38,1.2,1.21,1.03,1.14,1.06,1.1,0.97,0.8,0.79,0.88,0.75,0.86,0.9,0.78,0.76,0.68,0.74,0.68,0.72,0.77,0.65,0.67,0.74,0.7,0.71,0.72,0.6,0.62,0.62,0.57,0.49,0.56,0.57,0.5,0.51,0.58,0.51,0.45,0.5,0.53,0.48,0.54,0.49,0.47,0.42,0.47,0.42,0.4,0.46,0.4,0.36,0.42,0.39,0.38,0.37,0.39,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.3,0.26,0.26,0.28,0.24,0.26,0.22,0.27,0.21,0.25,0.28,0.28,0.22,0.25,0.24,0.23,0.22,0.26,0.23,0.22,0.23,0.2,0.3,0.22,0.24,0.21,0.23,0.18,0.22,0.19,0.17,0.2,0.21,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.14,0.16,0.14,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.32,0.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
09/07/2021,8.29,7.8,5.1,2.97,2.82,1.92,1.94,1.67,1.31,1.38,1.2,1.21,1.03,1.14,1.06,1.1,0.97,0.8,0.79,0.88,0.75,0.86,0.9,0.78,0.76,0.68,0.74,0.68,0.72,0.77,0.65,0.67,0.74,0.7,0.71,0.72,0.6,0.62,0.62,0.57,0.49,0.56,0.57,0.5,0.51,0.58,0.51,0.45,0.5,0.53,0.48,0.54,0.49,0.47,0.42,0.47,0.42,0.4,0.46,0.4,0.36,0.42,0.39,0.38,0.37,0.39,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.3,0.26,0.26,0.28,0.24,0.26,0.22,0.27,0.21,0.25,0.28,0.28,0.22,0.25,0.24,0.23,0.22,0.26,0.23,0.22,0.23,0.2,0.3,0.22,0.24,0.21,0.23,0.18,0.22,0.19,0.17,0.2,0.21,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.14,0.16,0.14,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.32,0.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
09/08/2021,8.33,7.8,5.13,2.98,2.83,1.96,1.94,1.66,1.31,1.37,1.21,1.21,1.02,1.13,1.06,1.1,0.97,0.8,0.79,0.89,0.75,0.86,0.9,0.79,0.76,0.68,0.74,0.68,0.71,0.77,0.65,0.67,0.75,0.7,0.71,0.73,0.6,0.61,0.62,0.56,0.49,0.56,0.56,0.49,0.51,0.58,0.51,0.45,0.5,0.53,0.47,0.54,0.48,0.46,0.43,0.47,0.42,0.4,0.46,0.39,0.36,0.42,0.39,0.37,0.38,0.38,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.29,0.26,0.26,0.28,0.24,0.25,0.22,0.27,0.21,0.26,0.28,0.28,0.22,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.23,0.2,0.3,0.22,0.24,0.21,0.23,0.18,0.22,0.19,0.17,0.2,0.21,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.13,0.16,0.14,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.0,0.0,0.32,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
09/10/2021,8.48,7.8,5.19,3.01,2.86,1.95,2.0,1.66,1.32,1.37,1.21,1.21,1.04,1.15,1.07,1.09,0.95,0.8,0.78,0.88,0.75,0.86,0.9,0.78,0.74,0.67,0.73,0.66,0.71,0.77,0.65,0.66,0.75,0.7,0.7,0.72,0.6,0.61,0.63,0.56,0.49,0.56,0.57,0.49,0.5,0.57,0.51,0.44,0.5,0.53,0.47,0.54,0.48,0.45,0.43,0.47,0.42,0.39,0.46,0.39,0.36,0.4,0.39,0.37,0.37,0.38,0.32,0.33,0.35,0.28,0.29,0.29,0.31,0.29,0.26,0.26,0.28,0.24,0.25,0.21,0.27,0.21,0.26,0.28,0.28,0.22,0.25,0.23,0.22,0.21,0.26,0.23,0.22,0.22,0.2,0.3,0.22,0.24,0.21,0.22,0.18,0.21,0.19,0.17,0.2,0.2,0.17,0.18,0.17,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.13,0.16,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.14,0.14,0.12,0.15,0.13,0.12,0.0,0.14,0.13,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.1,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.33,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95000000000002
09/13/2021,8.39,7.78,5.18,3.01,2.86,1.92,2.02,1.67,1.34,1.36,1.22,1.22,1.07,1.17,1.07,1.1,0.95,0.79,0.78,0.87,0.75,0.86,0.89,0.79,0.75,0.68,0.74,0.66,0.72,0.78,0.64,0.65,0.75,0.7,0.66,0.72,0.6,0.62,0.62,0.56,0.47,0.56,0.57,0.49,0.5,0.58,0.51,0.43,0.5,0.54,0.49,0.54,0.47,0.46,0.43,0.47,0.43,0.39,0.45,0.39,0.36,0.4,0.39,0.38,0.38,0.37,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.29,0.26,0.26,0.28,0.24,0.25,0.21,0.26,0.21,0.26,0.28,0.28,0.22,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.22,0.2,0.31,0.22,0.23,0.21,0.22,0.19,0.21,0.19,0.17,0.2,0.21,0.16,0.18,0.17,0.2,0.16,0.17,0.19,0.19,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.16,0.16,0.16,0.17,0.13,0.15,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.34,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
09/14/2021,8.39,7.78,5.18,3.01,2.86,1.92,2.02,1.67,1.34,1.36,1.22,1.22,1.07,1.17,1.07,1.1,0.95,0.79,0.78,0.87,0.75,0.86,0.89,0.79,0.75,0.68,0.74,0.66,0.72,0.78,0.64,0.65,0.75,0.7,0.66,0.72,0.6,0.62,0.62,0.56,0.47,0.56,0.57,0.49,0.5,0.58,0.51,0.43,0.5,0.54,0.49,0.54,0.47,0.46,0.43,0.47,0.43,0.39,0.45,0.39,0.36,0.4,0.39,0.38,0.38,0.37,0.32,0.33,0.35,0.28,0.3,0.3,0.31,0.29,0.26,0.26,0.28,0.24,0.25,0.21,0.26,0.21,0.26,0.28,0.28,0.22,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.22,0.2,0.31,0.22,0.23,0.21,0.22,0.19,0.21,0.19,0.17,0.2,0.21,0.16,0.18,0.17,0.2,0.16,0.17,0.19,0.19,0.17,0.16,0.19,0.19,0.0,0.16,0.17,0.16,0.16,0.16,0.17,0.13,0.15,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.12,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.34,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07
09/16/2021,8.18,7.8,5.17,3.0,2.85,1.92,1.99,1.69,1.33,1.37,1.24,1.24,1.06,1.17,1.08,1.08,0.96,0.82,0.79,0.86,0.78,0.86,0.87,0.78,0.76,0.68,0.75,0.66,0.71,0.77,0.66,0.65,0.75,0.69,0.66,0.71,0.63,0.63,0.61,0.57,0.49,0.56,0.57,0.48,0.49,0.58,0.51,0.44,0.51,0.53,0.49,0.54,0.48,0.45,0.45,0.47,0.43,0.39,0.44,0.4,0.37,0.4,0.39,0.38,0.38,0.38,0.32,0.34,0.34,0.29,0.3,0.3,0.31,0.29,0.27,0.25,0.29,0.24,0.25,0.21,0.26,0.22,0.26,0.29,0.28,0.22,0.26,0.23,0.23,0.21,0.26,0.23,0.22,0.22,0.21,0.32,0.22,0.23,0.21,0.22,0.18,0.21,0.19,0.18,0.2,0.21,0.16,0.18,0.17,0.19,0.16,0.17,0.19,0.19,0.17,0.16,0.19,0.18,0.0,0.16,0.17,0.16,0.16,0.16,0.17,0.14,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.12,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.36,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.06
09/17/2021,8.15,7.92,5.18,3.02,2.87,1.94,2.01,1.67,1.33,1.37,1.24,1.25,1.06,1.16,1.05,1.08,0.89,0.81,0.79,0.86,0.78,0.86,0.88,0.79,0.76,0.68,0.75,0.66,0.71,0.78,0.65,0.64,0.76,0.7,0.65,0.72,0.63,0.63,0.62,0.56,0.48,0.55,0.57,0.48,0.49,0.58,0.5,0.44,0.51,0.55,0.49,0.53,0.48,0.45,0.45,0.47,0.43,0.39,0.45,0.39,0.37,0.39,0.39,0.37,0.38,0.37,0.32,0.34,0.34,0.29,0.3,0.3,0.31,0.29,0.27,0.25,0.28,0.24,0.24,0.21,0.26,0.23,0.27,0.29,0.28,0.22,0.25,0.23,0.23,0.22,0.27,0.23,0.22,0.22,0.21,0.33,0.22,0.24,0.21,0.22,0.18,0.21,0.19,0.18,0.2,0.21,0.16,0.18,0.17,0.19,0.16,0.17,0.19,0.19,0.17,0.16,0.19,0.18,0.0,0.16,0.17,0.16,0.15,0.16,0.17,0.13,0.15,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.12,0.14,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.36,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11
09/20/2021,8.15,8.03,5.22,3.03,2.87,1.93,2.04,1.67,1.33,1.38,1.25,1.23,1.06,1.16,1.06,1.11,0.92,0.82,0.79,0.88,0.78,0.84,0.87,0.79,0.75,0.69,0.75,0.67,0.7,0.77,0.66,0.64,0.76,0.7,0.64,0.72,0.64,0.63,0.62,0.55,0.49,0.55,0.57,0.48,0.48,0.57,0.51,0.44,0.51,0.55,0.47,0.54,0.47,0.44,0.46,0.47,0.43,0.39,0.45,0.39,0.37,0.39,0.39,0.37,0.38,0.37,0.32,0.34,0.34,0.29,0.31,0.3,0.31,0.3,0.28,0.25,0.28,0.24,0.25,0.21,0.26,0.23,0.27,0.28,0.28,0.22,0.26,0.23,0.23,0.22,0.26,0.23,0.22,0.22,0.2,0.32,0.22,0.24,0.21,0.22,0.18,0.21,0.19,0.18,0.2,0.21,0.16,0.17,0.17,0.19,0.16,0.17,0.19,0.2,0.17,0.15,0.19,0.18,0.0,0.16,0.17,0.17,0.15,0.16,0.17,0.14,0.15,0.14,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.06
09/24/2021,8.09,7.96,5.23,3.01,2.83,1.9,2.15,1.64,1.33,1.4,1.27,1.25,1.06,1.12,1.04,1.1,0.92,0.82,0.8,0.9,0.77,0.84,0.88,0.8,0.75,0.69,0.76,0.68,0.71,0.84,0.66,0.65,0.76,0.73,0.66,0.74,0.64,0.64,0.62,0.54,0.49,0.51,0.57,0.46,0.49,0.58,0.49,0.44,0.52,0.55,0.47,0.52,0.46,0.43,0.45,0.47,0.43,0.37,0.45,0.38,0.38,0.34,0.4,0.37,0.39,0.34,0.33,0.35,0.34,0.29,0.3,0.3,0.32,0.3,0.29,0.25,0.28,0.24,0.24,0.2,0.27,0.26,0.27,0.28,0.28,0.22,0.25,0.23,0.23,0.22,0.27,0.24,0.22,0.22,0.2,0.33,0.22,0.24,0.21,0.22,0.19,0.2,0.19,0.18,0.21,0.21,0.16,0.16,0.17,0.19,0.16,0.17,0.19,0.2,0.17,0.15,0.19,0.19,0.0,0.16,0.16,0.17,0.15,0.16,0.17,0.13,0.16,0.14,0.17,0.15,0.15,0.16,0.13,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.1,0.13,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.13
09/27/2021,8.1,7.9,5.22,2.99,2.81,1.97,2.15,1.69,1.35,1.35,1.25,1.23,1.08,1.12,1.08,1.06,0.9,0.85,0.79,0.94,0.77,0.84,0.87,0.78,0.74,0.68,0.75,0.67,0.71,0.84,0.68,0.65,0.77,0.72,0.65,0.72,0.64,0.64,0.62,0.53,0.47,0.52,0.56,0.46,0.48,0.56,0.5,0.43,0.52,0.56,0.47,0.53,0.46,0.44,0.45,0.46,0.42,0.38,0.45,0.4,0.4,0.35,0.39,0.39,0.38,0.33,0.33,0.36,0.33,0.29,0.31,0.3,0.32,0.3,0.3,0.24,0.29,0.24,0.24,0.2,0.26,0.26,0.26,0.27,0.28,0.2,0.26,0.22,0.23,0.21,0.27,0.23,0.23,0.22,0.2,0.33,0.22,0.24,0.21,0.22,0.18,0.2,0.19,0.19,0.21,0.21,0.16,0.16,0.17,0.19,0.15,0.17,0.19,0.2,0.17,0.15,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.14,0.15,0.15,0.17,0.16,0.14,0.16,0.13,0.14,0.14,0.14,0.12,0.15,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.0,0.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.06
09/28/2021,8.1,7.9,5.22,2.99,2.81,1.97,2.15,1.69,1.35,1.35,1.25,1.23,1.08,1.12,1.08,1.06,0.9,0.85,0.79,0.94,0.77,0.84,0.87,0.78,0.74,0.68,0.75,0.67,0.71,0.84,0.68,0.65,0.77,0.72,0.65,0.72,0.64,0.64,0.62,0.53,0.47,0.52,0.56,0.46,0.48,0.56,0.5,0.43,0.52,0.56,0.47,0.53,0.46,0.44,0.45,0.46,0.42,0.38,0.45,0.4,0.4,0.35,0.39,0.39,0.38,0.33,0.33,0.36,0.33,0.29,0.31,0.3,0.32,0.3,0.3,0.24,0.29,0.24,0.24,0.2,0.26,0.26,0.26,0.27,0.28,0.2,0.26,0.22,0.23,0.21,0.27,0.23,0.23,0.22,0.2,0.33,0.22,0.24,0.21,0.22,0.18,0.2,0.19,0.19,0.21,0.21,0.16,0.16,0.17,0.19,0.15,0.17,0.19,0.2,0.17,0.15,0.19,0.19,0.0,0.16,0.17,0.17,0.16,0.16,0.17,0.14,0.15,0.15,0.17,0.16,0.14,0.16,0.13,0.14,0.14,0.14,0.12,0.15,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.1,0.09,0.09,0.0,0.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.06
