,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,CSCO,INTC,PFE,ABT,KO,PEP,T,CVX,NKE,MRK,ABBV,TMO,AVGO,ACN,LLY,WMT,COST,WFC,DHR,TXN,MCD,MDT,UPS,QCOM,PM,HON,ORCL,LIN,BMY,UNP,NEE,INTU,C,LOW,AMGN,MS,SBUX,RTX,BA,IBM,AMAT,GS,BLK,AMT,TGT,CAT,ISRG,AMD,NOW,MMM,GE,AXP,DE,CVS,SCHW,CHTR,BKNG,SPGI,FIS,ANTM,LMT,ZTS,SYK,TMUS,COP,MO,MDLZ,CCI,LRCX,PLD,MU,ADP,GILD,PNC,CI,TJX,USB,DUK,CME,CSX,TFC,BDX,ATVI,FDX,CASH,MMC,EL,GM,ILMN,CB,EQIX,CL,EW,ICE,ADSK,NSC,COF,ITW,ADI,D,FISV,BSX,SO,APD,SHW,MCO,HUM,PGR,HCA,VRTX,NXPI,F,REGN,ETN,GPN,DG,ECL,BIIB,EMR,TWTR,NOC,AON,IDXX,WM,NEM,FCX,EOG,JCI,PSA,A,CMG,TT,CNC,MSCI,EXC,SLB,KLAC,KMB,ROP,IQV,LHX,DOW,TROW,PPG,CARR,EBAY,SNPS,MCHP,DD,ROST,PH,APTV,INFO,TEL,SPG,ALGN,DXCM,HPQ,ORLY,BAX,APH,TRV,EA,SBAC,PRU,SYY,SRE,GD,AEP,ALL,DLR,AIG,ALXN,MPC,MET,CDNS,AFL,CMI,DFS,TDG,BK,SIVB,ROK,OTIS,XEL,GIS,IFF,AVB,MRNA,ZBH,Cash,HLT,MAR,YUM,RMD,CTSH,GENERAL ELECTRIC CO,GEN.,FTNT,n/a,NUE,GE.,WELL,MTCH,WST,PXD,XLNX,VRSK,ETSY,O,CTAS,FRC,MSI,AZO,PAYX,STZ,MTD,MCK,EPAM,ODFL,STT,PSX,ADM,SUM
07/23/2021,6.33,5.81,4.23,2.25,2.09,2.06,1.44,1.27,1.39,1.24,1.21,1.12,1.07,0.96,0.94,0.93,0.89,0.88,0.77,0.79,0.71,0.64,0.64,0.62,0.6,0.61,0.6,0.62,0.57,0.59,0.58,0.54,0.5,0.55,0.52,0.55,0.57,0.51,0.54,0.5,0.53,0.5,0.52,0.49,0.49,0.47,0.45,0.41,0.42,0.4,0.43,0.44,0.4,0.42,0.4,0.42,0.37,0.39,0.37,0.4,0.39,0.38,0.36,0.34,0.33,0.34,0.33,0.35,0.36,0.36,0.3,0.3,0.29,0.3,0.32,0.31,0.31,0.3,0.3,0.28,0.27,0.23,0.28,0.24,0.26,0.26,0.26,0.22,0.22,0.19,0.24,0.25,0.25,0.24,0.26,0.23,0.24,0.24,0.2,0.23,0.22,0.2,0.21,0.19,0.18,0.21,0.2,0.2,0.2,0.18,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.17,0.17,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.15,0.16,0.19,0.13,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.14,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.13,0.14,0.13,0.13,0.11,0.13,0.14,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26
07/26/2021,6.32,5.91,4.29,2.3,2.11,2.08,1.43,1.33,1.36,1.24,1.22,1.12,1.07,0.97,0.94,0.92,0.91,0.86,0.77,0.8,0.72,0.65,0.61,0.62,0.62,0.62,0.61,0.62,0.56,0.59,0.58,0.54,0.51,0.56,0.52,0.56,0.57,0.52,0.54,0.51,0.52,0.49,0.52,0.49,0.47,0.48,0.46,0.41,0.43,0.4,0.43,0.44,0.41,0.42,0.4,0.41,0.38,0.39,0.37,0.39,0.4,0.4,0.36,0.34,0.33,0.35,0.34,0.34,0.36,0.36,0.3,0.31,0.31,0.3,0.32,0.31,0.31,0.3,0.3,0.28,0.27,0.25,0.28,0.24,0.26,0.25,0.26,0.22,0.22,0.2,0.24,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.2,0.23,0.22,0.2,0.2,0.19,0.19,0.21,0.2,0.19,0.2,0.16,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.19,0.18,0.19,0.18,0.15,0.15,0.18,0.13,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.14,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.64
07/27/2021,6.32,5.91,4.29,2.3,2.11,2.08,1.43,1.33,1.36,1.24,1.22,1.12,1.07,0.97,0.94,0.92,0.91,0.86,0.77,0.8,0.72,0.65,0.61,0.62,0.62,0.62,0.61,0.62,0.56,0.59,0.58,0.54,0.51,0.56,0.52,0.56,0.57,0.52,0.54,0.51,0.52,0.49,0.52,0.49,0.47,0.48,0.46,0.41,0.43,0.4,0.43,0.44,0.41,0.42,0.4,0.41,0.38,0.39,0.37,0.39,0.4,0.4,0.36,0.34,0.33,0.35,0.34,0.34,0.36,0.36,0.3,0.31,0.31,0.3,0.32,0.31,0.31,0.3,0.3,0.28,0.27,0.25,0.28,0.24,0.26,0.25,0.26,0.22,0.22,0.2,0.24,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.2,0.23,0.22,0.2,0.2,0.19,0.19,0.21,0.2,0.19,0.2,0.16,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.19,0.18,0.19,0.18,0.15,0.15,0.18,0.13,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.14,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.64
07/28/2021,6.28,5.88,4.26,2.29,2.1,2.07,1.42,1.32,1.35,1.23,1.21,1.12,1.06,0.96,0.94,0.91,0.9,0.86,0.77,0.8,0.71,0.65,0.61,0.62,0.61,0.61,0.6,0.62,0.56,0.59,0.57,0.53,0.51,0.56,0.52,0.55,0.57,0.52,0.53,0.51,0.52,0.49,0.51,0.49,0.47,0.48,0.45,0.41,0.43,0.4,0.43,0.44,0.41,0.42,0.4,0.41,0.38,0.39,0.37,0.39,0.4,0.4,0.36,0.34,0.33,0.35,0.34,0.34,0.36,0.36,0.3,0.31,0.3,0.3,0.32,0.31,0.31,0.3,0.3,0.28,0.26,0.24,0.28,0.23,0.26,0.25,0.26,0.22,0.22,0.2,0.24,0.24,0.23,0.25,0.25,0.23,0.24,0.23,0.2,0.23,0.22,0.19,0.2,0.19,0.19,0.21,0.2,0.19,0.2,0.0,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.19,0.18,0.18,0.18,0.15,0.15,0.18,0.12,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.78999999999999
07/29/2021,6.38,5.94,4.34,2.43,2.19,2.17,1.43,1.3,1.37,1.24,1.22,1.15,1.06,0.97,0.95,0.93,0.93,0.87,0.77,0.8,0.72,0.66,0.61,0.62,0.61,0.63,0.59,0.63,0.57,0.59,0.58,0.54,0.52,0.56,0.52,0.56,0.57,0.52,0.54,0.52,0.53,0.5,0.51,0.49,0.48,0.49,0.46,0.4,0.43,0.41,0.42,0.43,0.41,0.42,0.4,0.42,0.38,0.39,0.37,0.39,0.4,0.41,0.36,0.35,0.34,0.35,0.34,0.34,0.36,0.36,0.3,0.3,0.31,0.3,0.32,0.31,0.31,0.31,0.3,0.28,0.27,0.25,0.27,0.24,0.25,0.24,0.26,0.22,0.22,0.2,0.24,0.25,0.23,0.25,0.26,0.23,0.24,0.23,0.2,0.22,0.23,0.2,0.21,0.19,0.19,0.21,0.2,0.19,0.2,0.15,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.18,0.2,0.17,0.17,0.17,0.18,0.16,0.19,0.18,0.19,0.18,0.15,0.15,0.18,0.13,0.16,0.15,0.15,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.16,0.16,0.15,0.13,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.14,0.0,0.12,0.13,0.12,0.11,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.22
07/30/2021,6.3,5.9,4.26,2.4,2.16,2.13,1.44,1.3,1.35,1.24,1.23,1.15,1.06,0.96,0.94,0.93,0.92,0.88,0.77,0.79,0.72,0.66,0.62,0.62,0.6,0.62,0.58,0.63,0.57,0.6,0.58,0.54,0.52,0.56,0.53,0.56,0.57,0.52,0.54,0.52,0.53,0.5,0.52,0.5,0.48,0.49,0.47,0.38,0.42,0.41,0.42,0.43,0.41,0.42,0.4,0.42,0.38,0.39,0.36,0.39,0.4,0.41,0.37,0.34,0.34,0.34,0.34,0.34,0.36,0.36,0.3,0.31,0.3,0.3,0.32,0.32,0.31,0.31,0.3,0.28,0.27,0.25,0.27,0.24,0.26,0.25,0.26,0.23,0.22,0.2,0.24,0.25,0.24,0.25,0.26,0.23,0.25,0.23,0.2,0.22,0.22,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.15,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.2,0.17,0.17,0.18,0.19,0.17,0.19,0.18,0.19,0.18,0.15,0.16,0.18,0.13,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.0,0.12,0.0,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.27,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.01000000000002
08/02/2021,6.23,5.88,4.22,2.33,2.22,2.12,1.43,1.32,1.41,1.25,1.23,1.14,1.05,0.9,0.94,0.92,0.92,0.87,0.78,0.79,0.71,0.67,0.61,0.62,0.6,0.62,0.58,0.64,0.58,0.59,0.58,0.54,0.53,0.57,0.52,0.56,0.58,0.52,0.54,0.52,0.52,0.5,0.53,0.51,0.49,0.49,0.47,0.37,0.45,0.41,0.43,0.43,0.41,0.42,0.4,0.42,0.38,0.39,0.36,0.39,0.4,0.39,0.37,0.36,0.33,0.35,0.34,0.34,0.36,0.36,0.3,0.31,0.34,0.31,0.32,0.32,0.31,0.31,0.3,0.28,0.26,0.25,0.28,0.24,0.25,0.25,0.27,0.23,0.22,0.2,0.25,0.24,0.23,0.24,0.26,0.24,0.25,0.24,0.2,0.22,0.23,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.14,0.21,0.21,0.2,0.2,0.2,0.18,0.19,0.2,0.19,0.2,0.17,0.2,0.17,0.18,0.18,0.19,0.17,0.19,0.18,0.19,0.17,0.14,0.16,0.18,0.13,0.16,0.16,0.15,0.17,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.15,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00999999999999
08/03/2021,6.23,5.88,4.22,2.33,2.22,2.12,1.43,1.32,1.41,1.25,1.23,1.14,1.05,0.9,0.94,0.92,0.92,0.87,0.78,0.79,0.71,0.67,0.61,0.62,0.6,0.62,0.58,0.64,0.58,0.59,0.58,0.54,0.53,0.57,0.52,0.56,0.58,0.52,0.54,0.52,0.52,0.5,0.53,0.51,0.49,0.49,0.47,0.37,0.45,0.41,0.43,0.43,0.41,0.42,0.4,0.42,0.38,0.39,0.36,0.39,0.4,0.39,0.37,0.36,0.33,0.35,0.34,0.34,0.36,0.36,0.3,0.31,0.34,0.31,0.32,0.32,0.31,0.31,0.3,0.28,0.26,0.25,0.28,0.24,0.25,0.25,0.27,0.23,0.22,0.2,0.25,0.24,0.23,0.24,0.26,0.24,0.25,0.24,0.2,0.22,0.23,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.14,0.21,0.21,0.2,0.2,0.2,0.18,0.19,0.2,0.19,0.2,0.17,0.2,0.17,0.18,0.18,0.19,0.17,0.19,0.18,0.19,0.17,0.14,0.16,0.18,0.13,0.16,0.16,0.15,0.17,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.15,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00999999999999
08/04/2021,6.25,5.86,3.91,2.32,2.2,2.1,1.43,1.31,1.43,1.24,1.23,1.13,1.06,0.88,0.94,0.94,0.91,0.86,0.78,0.8,0.73,0.66,0.62,0.62,0.6,0.63,0.58,0.64,0.58,0.59,0.58,0.54,0.53,0.57,0.52,0.55,0.58,0.53,0.54,0.52,0.53,0.51,0.53,0.51,0.49,0.49,0.47,0.37,0.45,0.41,0.43,0.43,0.42,0.42,0.4,0.42,0.39,0.39,0.36,0.39,0.4,0.39,0.36,0.35,0.33,0.36,0.34,0.34,0.36,0.36,0.3,0.32,0.35,0.31,0.32,0.0,0.31,0.31,0.3,0.28,0.27,0.25,0.28,0.24,0.25,0.25,0.26,0.23,0.22,0.19,0.24,0.24,0.24,0.25,0.26,0.24,0.25,0.23,0.2,0.22,0.23,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.14,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.2,0.18,0.2,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.19,0.17,0.14,0.16,0.19,0.13,0.17,0.15,0.15,0.17,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.15,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72
08/05/2021,6.24,5.86,3.92,2.3,2.21,2.12,1.43,1.33,1.48,1.24,1.23,1.1,1.06,0.86,0.94,0.94,0.89,0.86,0.77,0.79,0.72,0.66,0.61,0.62,0.6,0.63,0.58,0.66,0.58,0.59,0.58,0.54,0.53,0.58,0.52,0.55,0.58,0.52,0.54,0.53,0.53,0.51,0.52,0.51,0.49,0.48,0.47,0.37,0.45,0.41,0.43,0.43,0.41,0.42,0.4,0.43,0.39,0.39,0.36,0.38,0.4,0.39,0.36,0.35,0.33,0.36,0.34,0.35,0.36,0.36,0.29,0.32,0.36,0.31,0.32,0.0,0.3,0.31,0.3,0.28,0.28,0.25,0.29,0.22,0.26,0.24,0.26,0.23,0.22,0.19,0.24,0.24,0.24,0.25,0.26,0.24,0.25,0.23,0.2,0.22,0.22,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.18,0.13,0.21,0.21,0.2,0.2,0.21,0.19,0.18,0.2,0.19,0.2,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.19,0.18,0.19,0.18,0.14,0.16,0.19,0.13,0.17,0.15,0.15,0.17,0.15,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.63000000000001
08/06/2021,6.29,5.89,3.94,2.28,2.21,2.11,1.44,1.33,1.47,1.25,1.24,1.08,1.08,0.87,0.95,0.95,0.87,0.84,0.78,0.79,0.72,0.66,0.61,0.62,0.59,0.63,0.58,0.68,0.58,0.59,0.58,0.54,0.53,0.58,0.52,0.55,0.58,0.52,0.54,0.54,0.53,0.51,0.53,0.51,0.48,0.47,0.47,0.37,0.44,0.41,0.43,0.44,0.42,0.43,0.4,0.43,0.39,0.4,0.36,0.39,0.4,0.38,0.37,0.35,0.34,0.36,0.34,0.35,0.36,0.36,0.3,0.32,0.37,0.31,0.32,0.31,0.3,0.31,0.3,0.28,0.28,0.25,0.29,0.21,0.26,0.24,0.26,0.22,0.22,0.2,0.24,0.24,0.24,0.25,0.26,0.25,0.25,0.24,0.2,0.23,0.23,0.19,0.21,0.19,0.19,0.21,0.2,0.17,0.19,0.13,0.21,0.21,0.2,0.2,0.21,0.19,0.18,0.2,0.19,0.21,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.14,0.16,0.19,0.13,0.17,0.15,0.15,0.18,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.13,0.12,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.91
08/09/2021,6.26,5.93,3.95,2.36,2.22,2.13,1.43,1.38,1.48,1.25,1.23,1.1,1.05,0.89,0.95,0.94,0.88,0.86,0.79,0.8,0.72,0.65,0.62,0.61,0.62,0.63,0.58,0.67,0.58,0.59,0.57,0.53,0.52,0.59,0.51,0.54,0.58,0.52,0.54,0.56,0.54,0.52,0.53,0.52,0.49,0.47,0.46,0.37,0.44,0.41,0.42,0.43,0.42,0.42,0.4,0.43,0.39,0.4,0.35,0.37,0.4,0.38,0.36,0.35,0.34,0.36,0.35,0.35,0.35,0.36,0.3,0.33,0.37,0.31,0.31,0.31,0.3,0.31,0.29,0.28,0.28,0.26,0.29,0.21,0.25,0.24,0.26,0.22,0.22,0.19,0.24,0.24,0.24,0.25,0.26,0.25,0.25,0.23,0.21,0.2,0.22,0.19,0.21,0.19,0.19,0.21,0.19,0.17,0.18,0.0,0.21,0.21,0.19,0.21,0.21,0.19,0.18,0.2,0.19,0.21,0.17,0.2,0.17,0.18,0.18,0.18,0.17,0.19,0.18,0.19,0.18,0.14,0.16,0.19,0.13,0.17,0.15,0.16,0.18,0.14,0.16,0.15,0.14,0.16,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.13,0.11,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.13,0.13,0.14,0.12,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.0,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00999999999999
