,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,CSCO,INTC,PFE,ABT,KO,PEP,T,CVX,NKE,MRK,ABBV,TMO,AVGO,ACN,LLY,WMT,COST,WFC,DHR,TXN,MCD,MDT,UPS,QCOM,PM,HON,ORCL,LIN,BMY,UNP,NEE,INTU,C,LOW,AMGN,MS,SBUX,RTX,BA,IBM,AMAT,GS,BLK,AMT,TGT,CAT,ISRG,AMD,NOW,MMM,GE,AXP,DE,CVS,SCHW,CHTR,BKNG,SPGI,FIS,ANTM,LMT,ZTS,SYK,TMUS,COP,MO,MDLZ,CCI,LRCX,PLD,MU,ADP,GILD,PNC,CI,TJX,USB,DUK,CME,CSX,TFC,BDX,ATVI,FDX,CASH,MMC,EL,GM,ILMN,CB,EQIX,CL,EW,ICE,ADSK,NSC,COF,ITW,ADI,D,FISV,BSX,SO,APD,SHW,MCO,HUM,PGR,HCA,VRTX,NXPI,F,REGN,ETN,GPN,DG,ECL,BIIB,EMR,TWTR,NOC,AON,IDXX,WM,NEM,FCX,EOG,JCI,PSA,A,CMG,TT,CNC,MSCI,EXC,SLB,KLAC,KMB,ROP,IQV,LHX,DOW,TROW,PPG,CARR,EBAY,SNPS,MCHP,DD,ROST,PH,APTV,INFO,TEL,SPG,ALGN,DXCM,HPQ,ORLY,BAX,APH,TRV,EA,SBAC,PRU,SYY,SRE,GD,AEP,ALL,DLR,AIG,ALXN,MPC,MET,CDNS,AFL,CMI,DFS,TDG,BK,SIVB,ROK,OTIS,XEL,GIS,IFF,AVB,MRNA,ZBH,Cash,HLT,MAR,YUM,RMD,CTSH,GENERAL ELECTRIC CO,GEN.,FTNT,n/a,NUE,GE.,WELL,MTCH,WST,PXD,XLNX,VRSK,ETSY,O,CTAS,FRC,MSI,AZO,PAYX,STZ,MTD,MCK,EPAM,ODFL,STT,PSX,ADM,SUM
09/15/2021,6.27,5.97,4.01,2.43,2.27,2.18,1.4,1.49,1.51,1.27,1.17,1.02,1.03,0.9,0.94,0.94,0.82,0.89,0.81,0.82,0.72,0.61,0.71,0.59,0.67,0.65,0.58,0.68,0.61,0.57,0.57,0.51,0.49,0.55,0.49,0.5,0.6,0.53,0.57,0.51,0.53,0.55,0.49,0.55,0.48,0.47,0.47,0.37,0.42,0.43,0.4,0.43,0.43,0.38,0.38,0.45,0.42,0.38,0.37,0.33,0.41,0.38,0.34,0.31,0.32,0.34,0.37,0.35,0.36,0.33,0.29,0.34,0.34,0.35,0.29,0.3,0.28,0.31,0.3,0.29,0.29,0.27,0.29,0.2,0.23,0.22,0.26,0.23,0.2,0.19,0.25,0.23,0.22,0.23,0.26,0.22,0.24,0.24,0.21,0.19,0.22,0.19,0.2,0.18,0.18,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.21,0.19,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.24,0.17,0.18,0.16,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.16,0.13,0.14,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.12,0.15,0.12,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75000000000001
09/16/2021,6.27,5.98,3.98,2.41,2.29,2.2,1.41,1.47,1.52,1.29,1.16,1.02,1.05,0.88,0.94,0.95,0.81,0.89,0.82,0.81,0.73,0.62,0.69,0.6,0.66,0.65,0.59,0.66,0.6,0.57,0.56,0.52,0.5,0.54,0.48,0.5,0.59,0.52,0.56,0.5,0.53,0.54,0.51,0.53,0.48,0.48,0.46,0.37,0.42,0.42,0.4,0.43,0.43,0.38,0.37,0.45,0.41,0.39,0.38,0.33,0.42,0.38,0.34,0.32,0.32,0.35,0.37,0.35,0.36,0.32,0.29,0.34,0.34,0.34,0.29,0.31,0.29,0.3,0.3,0.29,0.29,0.27,0.29,0.2,0.24,0.22,0.26,0.22,0.2,0.2,0.25,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.21,0.19,0.22,0.2,0.2,0.18,0.18,0.21,0.2,0.16,0.17,0.0,0.22,0.21,0.17,0.18,0.22,0.19,0.18,0.2,0.18,0.17,0.16,0.19,0.16,0.25,0.17,0.18,0.16,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.16,0.13,0.14,0.18,0.14,0.15,0.12,0.14,0.11,0.15,0.13,0.14,0.13,0.12,0.0,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.13,0.13,0.12,0.14,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.65
09/17/2021,6.22,6.04,3.98,2.42,2.29,2.2,1.4,1.47,1.52,1.26,1.16,1.01,1.05,0.89,0.94,0.95,0.81,0.88,0.8,0.81,0.68,0.61,0.68,0.6,0.66,0.64,0.58,0.66,0.6,0.57,0.56,0.51,0.49,0.53,0.48,0.5,0.59,0.53,0.56,0.49,0.52,0.54,0.51,0.54,0.49,0.48,0.46,0.37,0.42,0.42,0.4,0.41,0.43,0.38,0.37,0.45,0.42,0.38,0.37,0.33,0.41,0.38,0.34,0.32,0.32,0.35,0.37,0.34,0.37,0.32,0.28,0.34,0.35,0.34,0.29,0.3,0.28,0.3,0.3,0.28,0.28,0.28,0.29,0.2,0.24,0.22,0.26,0.23,0.2,0.2,0.24,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.21,0.19,0.22,0.19,0.2,0.18,0.18,0.2,0.2,0.16,0.16,0.0,0.22,0.21,0.17,0.18,0.22,0.18,0.18,0.21,0.18,0.16,0.16,0.18,0.16,0.25,0.16,0.17,0.16,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.13,0.14,0.15,0.12,0.15,0.13,0.14,0.18,0.15,0.15,0.13,0.13,0.11,0.15,0.13,0.14,0.13,0.12,0.0,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.12,0.14,0.0,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.13,0.13,0.12,0.14,0.12,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33
09/20/2021,6.22,6.12,4.01,2.38,2.3,2.2,1.39,1.47,1.54,1.27,1.15,1.01,1.05,0.89,0.94,0.94,0.81,0.88,0.81,0.83,0.69,0.62,0.69,0.59,0.67,0.64,0.58,0.66,0.6,0.57,0.56,0.52,0.5,0.53,0.48,0.5,0.59,0.53,0.56,0.49,0.52,0.54,0.51,0.54,0.49,0.48,0.46,0.37,0.41,0.42,0.4,0.42,0.43,0.37,0.37,0.44,0.42,0.38,0.38,0.33,0.41,0.36,0.34,0.32,0.32,0.36,0.36,0.34,0.36,0.33,0.29,0.34,0.35,0.35,0.29,0.3,0.29,0.3,0.3,0.28,0.28,0.28,0.29,0.2,0.24,0.22,0.26,0.23,0.2,0.2,0.24,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.21,0.19,0.23,0.2,0.2,0.17,0.18,0.2,0.2,0.16,0.17,0.0,0.22,0.2,0.17,0.18,0.21,0.19,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.25,0.16,0.17,0.16,0.19,0.16,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.15,0.13,0.14,0.18,0.15,0.15,0.12,0.13,0.12,0.15,0.13,0.14,0.13,0.12,0.0,0.14,0.13,0.11,0.15,0.12,0.12,0.14,0.11,0.12,0.14,0.0,0.13,0.13,0.14,0.12,0.0,0.11,0.1,0.11,0.13,0.13,0.12,0.15,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.0,0.1,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49000000000001
09/21/2021,6.22,6.12,4.01,2.38,2.3,2.2,1.39,1.47,1.54,1.27,1.15,1.01,1.05,0.89,0.94,0.94,0.81,0.88,0.81,0.83,0.69,0.62,0.69,0.59,0.67,0.64,0.58,0.66,0.6,0.57,0.56,0.52,0.5,0.53,0.48,0.5,0.59,0.53,0.56,0.49,0.52,0.54,0.51,0.54,0.49,0.48,0.46,0.37,0.41,0.42,0.4,0.42,0.43,0.37,0.37,0.44,0.42,0.38,0.38,0.33,0.41,0.36,0.34,0.32,0.32,0.36,0.36,0.34,0.36,0.33,0.29,0.34,0.35,0.35,0.29,0.3,0.29,0.3,0.3,0.28,0.28,0.28,0.29,0.2,0.24,0.22,0.26,0.23,0.2,0.2,0.24,0.23,0.22,0.24,0.26,0.22,0.23,0.24,0.21,0.19,0.23,0.2,0.2,0.17,0.18,0.2,0.2,0.16,0.17,0.0,0.22,0.2,0.17,0.18,0.21,0.19,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.25,0.16,0.17,0.16,0.19,0.16,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.15,0.13,0.14,0.18,0.15,0.15,0.12,0.13,0.12,0.15,0.13,0.14,0.13,0.12,0.0,0.14,0.13,0.11,0.15,0.12,0.12,0.14,0.11,0.12,0.14,0.0,0.13,0.13,0.14,0.12,0.0,0.11,0.1,0.11,0.13,0.13,0.12,0.15,0.13,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.13,0.0,0.1,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49000000000001
09/22/2021,6.19,6.07,4.06,2.34,2.28,2.14,1.38,1.46,1.66,1.27,1.17,1.01,1.06,0.88,0.95,0.95,0.81,0.89,0.8,0.84,0.7,0.62,0.7,0.6,0.68,0.64,0.59,0.66,0.6,0.56,0.56,0.52,0.5,0.53,0.48,0.51,0.63,0.55,0.56,0.49,0.55,0.54,0.52,0.54,0.49,0.49,0.46,0.37,0.4,0.42,0.4,0.38,0.43,0.36,0.35,0.44,0.42,0.39,0.39,0.34,0.39,0.36,0.34,0.32,0.32,0.35,0.36,0.34,0.37,0.33,0.28,0.33,0.34,0.35,0.29,0.3,0.28,0.26,0.31,0.29,0.26,0.25,0.29,0.2,0.25,0.22,0.25,0.24,0.2,0.21,0.25,0.23,0.22,0.24,0.26,0.23,0.22,0.24,0.21,0.19,0.23,0.2,0.2,0.18,0.18,0.19,0.21,0.17,0.17,0.0,0.22,0.2,0.19,0.18,0.22,0.21,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.25,0.16,0.18,0.16,0.19,0.16,0.19,0.17,0.14,0.15,0.17,0.12,0.14,0.15,0.18,0.17,0.14,0.14,0.14,0.12,0.15,0.13,0.14,0.18,0.15,0.15,0.12,0.13,0.12,0.15,0.13,0.14,0.14,0.12,0.11,0.14,0.13,0.11,0.15,0.12,0.13,0.13,0.12,0.12,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.11,0.0,0.11,0.13,0.12,0.12,0.15,0.14,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72
09/23/2021,6.12,6.03,3.98,2.31,2.28,2.13,1.38,1.43,1.61,1.24,1.17,1.02,1.06,0.87,0.95,0.95,0.81,0.88,0.78,0.83,0.7,0.61,0.69,0.61,0.68,0.64,0.58,0.67,0.6,0.57,0.57,0.52,0.49,0.53,0.49,0.51,0.63,0.54,0.56,0.5,0.55,0.54,0.52,0.55,0.49,0.48,0.47,0.37,0.4,0.42,0.4,0.38,0.42,0.36,0.35,0.44,0.42,0.38,0.38,0.34,0.39,0.36,0.35,0.32,0.32,0.34,0.35,0.33,0.37,0.33,0.27,0.32,0.34,0.35,0.29,0.3,0.28,0.26,0.31,0.28,0.26,0.26,0.29,0.2,0.25,0.22,0.26,0.24,0.2,0.2,0.25,0.23,0.22,0.24,0.26,0.22,0.22,0.24,0.21,0.19,0.23,0.2,0.2,0.18,0.18,0.19,0.21,0.16,0.16,0.0,0.22,0.2,0.19,0.18,0.22,0.2,0.18,0.21,0.18,0.17,0.16,0.19,0.16,0.25,0.16,0.18,0.16,0.19,0.16,0.19,0.17,0.14,0.15,0.17,0.12,0.14,0.14,0.18,0.17,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.18,0.15,0.16,0.12,0.12,0.12,0.15,0.13,0.14,0.14,0.12,0.11,0.14,0.13,0.11,0.15,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.0,0.11,0.0,0.11,0.13,0.12,0.12,0.15,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26000000000002
09/24/2021,6.14,6.04,3.97,2.32,2.28,2.14,1.38,1.44,1.63,1.24,1.18,1.02,1.06,0.87,0.96,0.95,0.81,0.84,0.78,0.83,0.7,0.61,0.69,0.6,0.68,0.63,0.58,0.66,0.6,0.57,0.57,0.52,0.5,0.53,0.49,0.51,0.64,0.54,0.56,0.5,0.55,0.54,0.52,0.55,0.49,0.49,0.46,0.37,0.4,0.42,0.4,0.38,0.43,0.36,0.34,0.44,0.42,0.38,0.38,0.34,0.39,0.36,0.35,0.32,0.32,0.34,0.35,0.33,0.37,0.33,0.27,0.32,0.34,0.36,0.29,0.29,0.28,0.26,0.3,0.28,0.25,0.26,0.29,0.2,0.25,0.22,0.26,0.24,0.19,0.21,0.25,0.23,0.22,0.23,0.26,0.22,0.22,0.25,0.21,0.19,0.23,0.2,0.2,0.18,0.18,0.19,0.21,0.15,0.17,0.0,0.22,0.2,0.19,0.18,0.21,0.2,0.18,0.21,0.18,0.17,0.16,0.19,0.16,0.25,0.16,0.17,0.16,0.19,0.16,0.19,0.17,0.14,0.15,0.17,0.12,0.14,0.14,0.18,0.17,0.13,0.14,0.14,0.12,0.15,0.14,0.14,0.18,0.15,0.16,0.12,0.12,0.12,0.14,0.13,0.14,0.14,0.12,0.11,0.14,0.13,0.11,0.15,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.13,0.13,0.12,0.0,0.11,0.0,0.11,0.13,0.12,0.12,0.15,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.41,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22000000000001
09/27/2021,6.19,6.04,3.99,2.21,2.28,2.14,1.38,1.5,1.64,1.29,1.16,1.04,1.03,0.88,0.95,0.95,0.84,0.85,0.82,0.8,0.69,0.64,0.7,0.6,0.72,0.63,0.58,0.66,0.59,0.56,0.56,0.51,0.51,0.54,0.49,0.5,0.64,0.55,0.57,0.5,0.54,0.53,0.53,0.54,0.5,0.49,0.47,0.36,0.4,0.42,0.4,0.39,0.43,0.36,0.35,0.43,0.43,0.39,0.38,0.33,0.4,0.37,0.36,0.33,0.32,0.35,0.36,0.34,0.36,0.33,0.28,0.33,0.35,0.36,0.29,0.31,0.29,0.26,0.3,0.3,0.25,0.27,0.29,0.19,0.24,0.22,0.26,0.24,0.2,0.22,0.25,0.23,0.22,0.24,0.26,0.22,0.22,0.24,0.22,0.19,0.23,0.21,0.19,0.18,0.18,0.2,0.2,0.16,0.15,0.0,0.22,0.2,0.2,0.18,0.21,0.2,0.17,0.21,0.18,0.17,0.16,0.2,0.16,0.26,0.16,0.18,0.17,0.18,0.16,0.19,0.17,0.14,0.15,0.16,0.12,0.15,0.15,0.18,0.17,0.14,0.14,0.15,0.12,0.15,0.14,0.14,0.19,0.15,0.15,0.12,0.12,0.13,0.15,0.13,0.14,0.14,0.12,0.0,0.14,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.14,0.1,0.12,0.13,0.13,0.12,0.0,0.11,0.0,0.12,0.13,0.13,0.12,0.15,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.1,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.65
09/28/2021,6.19,6.04,3.99,2.21,2.28,2.14,1.38,1.5,1.64,1.29,1.16,1.04,1.03,0.88,0.95,0.95,0.84,0.85,0.82,0.8,0.69,0.64,0.7,0.6,0.72,0.63,0.58,0.66,0.59,0.56,0.56,0.51,0.51,0.54,0.49,0.5,0.64,0.55,0.57,0.5,0.54,0.53,0.53,0.54,0.5,0.49,0.47,0.36,0.4,0.42,0.4,0.39,0.43,0.36,0.35,0.43,0.43,0.39,0.38,0.33,0.4,0.37,0.36,0.33,0.32,0.35,0.36,0.34,0.36,0.33,0.28,0.33,0.35,0.36,0.29,0.31,0.29,0.26,0.3,0.3,0.25,0.27,0.29,0.19,0.24,0.22,0.26,0.24,0.2,0.22,0.25,0.23,0.22,0.24,0.26,0.22,0.22,0.24,0.22,0.19,0.23,0.21,0.19,0.18,0.18,0.2,0.2,0.16,0.15,0.0,0.22,0.2,0.2,0.18,0.21,0.2,0.17,0.21,0.18,0.17,0.16,0.2,0.16,0.26,0.16,0.18,0.17,0.18,0.16,0.19,0.17,0.14,0.15,0.16,0.12,0.15,0.15,0.18,0.17,0.14,0.14,0.15,0.12,0.15,0.14,0.14,0.19,0.15,0.15,0.12,0.12,0.13,0.15,0.13,0.14,0.14,0.12,0.0,0.14,0.13,0.12,0.15,0.12,0.12,0.13,0.12,0.12,0.14,0.1,0.12,0.13,0.13,0.12,0.0,0.11,0.0,0.12,0.13,0.13,0.12,0.15,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.1,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.65
09/29/2021,6.19,6.03,4.0,2.25,2.29,2.15,1.38,1.47,1.68,1.3,1.16,1.05,1.02,0.88,0.95,0.94,0.84,0.85,0.83,0.79,0.69,0.65,0.7,0.6,0.74,0.63,0.58,0.65,0.59,0.56,0.56,0.51,0.52,0.51,0.49,0.5,0.64,0.55,0.56,0.49,0.54,0.55,0.53,0.54,0.5,0.49,0.46,0.36,0.4,0.42,0.4,0.39,0.43,0.35,0.35,0.43,0.43,0.39,0.38,0.33,0.4,0.36,0.36,0.33,0.32,0.35,0.36,0.34,0.35,0.32,0.28,0.33,0.35,0.36,0.29,0.31,0.3,0.26,0.3,0.31,0.25,0.27,0.29,0.19,0.24,0.22,0.26,0.24,0.2,0.23,0.24,0.23,0.21,0.24,0.25,0.22,0.22,0.24,0.22,0.19,0.23,0.21,0.19,0.19,0.18,0.2,0.2,0.16,0.15,0.0,0.22,0.2,0.2,0.18,0.21,0.19,0.17,0.2,0.18,0.17,0.16,0.2,0.16,0.26,0.16,0.18,0.17,0.18,0.16,0.19,0.17,0.14,0.15,0.16,0.11,0.15,0.15,0.17,0.17,0.13,0.14,0.15,0.12,0.15,0.14,0.14,0.19,0.15,0.15,0.12,0.13,0.13,0.14,0.12,0.14,0.14,0.12,0.0,0.14,0.13,0.12,0.15,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.13,0.13,0.12,0.1,0.11,0.0,0.12,0.13,0.13,0.12,0.15,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.59
09/30/2021,6.12,5.92,3.98,2.26,2.28,2.14,1.39,1.44,1.72,1.33,1.15,1.04,1.02,0.86,0.97,0.93,0.84,0.86,0.85,0.76,0.69,0.67,0.7,0.6,0.73,0.63,0.59,0.65,0.57,0.55,0.56,0.52,0.53,0.5,0.49,0.5,0.62,0.55,0.55,0.48,0.54,0.54,0.53,0.53,0.5,0.49,0.46,0.36,0.4,0.42,0.4,0.4,0.43,0.35,0.35,0.42,0.42,0.4,0.39,0.33,0.41,0.36,0.36,0.33,0.33,0.36,0.36,0.34,0.34,0.32,0.28,0.32,0.35,0.35,0.29,0.31,0.3,0.26,0.31,0.31,0.25,0.27,0.28,0.2,0.25,0.23,0.25,0.24,0.2,0.23,0.25,0.23,0.21,0.24,0.25,0.23,0.22,0.24,0.22,0.19,0.23,0.21,0.19,0.19,0.18,0.21,0.2,0.16,0.15,0.0,0.22,0.2,0.2,0.17,0.21,0.19,0.17,0.2,0.18,0.17,0.16,0.2,0.16,0.25,0.16,0.18,0.16,0.18,0.16,0.18,0.16,0.14,0.15,0.16,0.11,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.12,0.15,0.14,0.15,0.18,0.14,0.15,0.12,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.11,0.14,0.13,0.12,0.15,0.12,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.13,0.13,0.12,0.0,0.11,0.0,0.12,0.13,0.13,0.12,0.14,0.14,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.13,0.0,0.11,0.13,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.31000000000002
