,SLYG,SLYV,Us Dollars,BRK.B,SPYG,SPDR® Portfolio Emerging Markets ETF,JPM,DIS,BAC,XOM,JNJ,VZ,INTC,CSCO,PFE,T,CVX,WFC,WMT,UNH,PG,V,PM,HON,CMCSA,C,KO,BA,RTX,MS,IBM,GS,PEP,MMM,GE,AXP,SCHW,CVS,MA,MCD,MRK,ANTM,HD,FIS,PLD,MDLZ,MO,COP,GILD,MU,ABT,TJX,NEE,USB,PNC,CI,CME,COST,TXN,UNP,DUK,TFC,GM,NKE,BDX,AMGN,COF,LLY,BMY,ORCL,SO,CAT,BSX,D,AMT,F,AVGO,BKNG,HCA,SBUX,GPN,DHR,NOC,ABBV,EOG,LMT,CSX,ROST,SYK,EXC,SRE,ADP,CNC,MET,UPS,GD,DLR,SPG,PSX,TGT,ALL,PXD,DFS,DD,BAX,AEP,AIG,PRU,MPC,PPG,TRV,LOW,BK,SYY,STZ,ISRG,MAR,KMI,WELL,HPQ,NSC,XEL,APD,WM,EMR,MMC,AFL,IFF,SWK,ZBH,CL,CTVA,ILMN,ADM,ITW,VLO,CCI,BLK,ADI,EQIX,GIS,WBA,STT,WMB,LUV,AMP,PEG,ICE,MCK,KR,PCAR,EL,ATVI,CBRE,AVB,CBI.MI,n/a,SPEM,MRNA,EW,ECL,NUE,SUM
10/18/2021,34.43,26.02,0.0,1.15,0.98,0.0,1.08,0.71,0.7,0.55,0.55,0.47,0.47,0.52,0.52,0.4,0.45,0.43,0.45,0.42,0.4,0.34,0.35,0.33,0.3,0.32,0.31,0.27,0.3,0.33,0.27,0.29,0.28,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.22,0.2,0.23,0.16,0.22,0.19,0.2,0.21,0.19,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.19,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.12,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.1,0.14,0.13,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.1,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.87,9.94,0.11,0.07,0.07,0.07,100.05
10/19/2021,34.28,25.82,0.0,1.15,1.0,0.0,1.07,0.72,0.73,0.56,0.56,0.47,0.48,0.52,0.51,0.4,0.45,0.44,0.45,0.43,0.4,0.35,0.35,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.28,0.3,0.28,0.23,0.25,0.25,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.17,0.22,0.19,0.21,0.2,0.19,0.17,0.19,0.18,0.2,0.18,0.18,0.15,0.17,0.21,0.19,0.17,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.14,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.88,10.06,0.11,0.07,0.07,0.07,99.99
10/20/2021,34.28,25.82,0.0,1.15,1.0,0.0,1.07,0.72,0.73,0.56,0.56,0.47,0.48,0.52,0.51,0.4,0.45,0.44,0.45,0.43,0.4,0.35,0.35,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.28,0.3,0.28,0.23,0.25,0.25,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.17,0.22,0.19,0.21,0.2,0.19,0.17,0.19,0.18,0.2,0.18,0.18,0.15,0.17,0.21,0.19,0.17,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.14,0.14,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.88,10.06,0.11,0.07,0.07,0.07,99.99
10/21/2021,34.35,25.87,0.0,1.15,1.01,0.0,1.07,0.69,0.73,0.56,0.55,0.47,0.49,0.52,0.51,0.39,0.45,0.45,0.45,0.43,0.4,0.35,0.35,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.21,0.21,0.23,0.16,0.23,0.19,0.2,0.21,0.18,0.17,0.19,0.18,0.2,0.18,0.18,0.15,0.17,0.22,0.19,0.17,0.17,0.17,0.18,0.16,0.15,0.12,0.17,0.16,0.13,0.16,0.14,0.13,0.13,0.13,0.14,0.13,0.15,0.14,0.14,0.13,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.1,0.08,0.09,0.09,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.08,0.1,0.1,0.09,0.08,0.08,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.87,10.05,0.12,0.07,0.07,0.07,100.05
10/22/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
10/25/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
10/26/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
10/27/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
10/28/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
10/29/2021,34.34,25.71,0.0,1.15,1.01,0.0,1.08,0.69,0.73,0.56,0.56,0.47,0.49,0.53,0.51,0.39,0.46,0.46,0.46,0.43,0.39,0.35,0.34,0.34,0.3,0.32,0.3,0.26,0.3,0.34,0.27,0.31,0.28,0.23,0.25,0.26,0.27,0.24,0.22,0.24,0.22,0.21,0.23,0.16,0.22,0.19,0.2,0.21,0.18,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.22,0.19,0.17,0.17,0.18,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.12,0.1,0.14,0.13,0.1,0.11,0.11,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,10.11,0.12,0.07,0.07,0.07,100.07
11/01/2021,34.37,25.57,0.0,1.17,1.04,0.0,1.08,0.69,0.75,0.57,0.57,0.48,0.43,0.53,0.53,0.39,0.46,0.46,0.47,0.46,0.4,0.33,0.34,0.33,0.29,0.31,0.31,0.25,0.29,0.34,0.24,0.31,0.29,0.23,0.25,0.26,0.27,0.25,0.21,0.24,0.23,0.23,0.25,0.15,0.23,0.19,0.2,0.21,0.18,0.17,0.21,0.18,0.21,0.18,0.19,0.16,0.17,0.23,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.13,0.15,0.17,0.13,0.16,0.15,0.12,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.13,0.09,0.14,0.12,0.11,0.11,0.09,0.09,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.1,0.08,0.09,0.08,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.0,0.91,10.01,0.12,0.07,0.07,0.07,100.0
11/02/2021,34.79,25.56,0.0,1.15,1.04,0.0,1.09,0.68,0.75,0.57,0.56,0.47,0.43,0.53,0.53,0.39,0.47,0.46,0.47,0.46,0.4,0.32,0.34,0.33,0.28,0.3,0.31,0.24,0.29,0.34,0.24,0.31,0.28,0.23,0.25,0.25,0.27,0.25,0.2,0.24,0.24,0.23,0.24,0.15,0.23,0.19,0.18,0.2,0.18,0.17,0.21,0.18,0.21,0.17,0.19,0.16,0.17,0.23,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.12,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.09,0.14,0.11,0.11,0.11,0.09,0.09,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.0,0.92,9.78,0.12,0.07,0.07,0.07,100.0
11/03/2021,34.79,25.56,0.0,1.15,1.04,0.0,1.09,0.68,0.75,0.57,0.56,0.47,0.43,0.53,0.53,0.39,0.47,0.46,0.47,0.46,0.4,0.32,0.34,0.33,0.28,0.3,0.31,0.24,0.29,0.34,0.24,0.31,0.28,0.23,0.25,0.25,0.27,0.25,0.2,0.24,0.24,0.23,0.24,0.15,0.23,0.19,0.18,0.2,0.18,0.17,0.21,0.18,0.21,0.17,0.19,0.16,0.17,0.23,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.12,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.09,0.14,0.11,0.11,0.11,0.09,0.09,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.0,0.92,9.78,0.12,0.07,0.07,0.07,100.0
11/04/2021,34.79,25.56,0.0,1.15,1.04,0.0,1.09,0.68,0.75,0.57,0.56,0.47,0.43,0.53,0.53,0.39,0.47,0.46,0.47,0.46,0.4,0.32,0.34,0.33,0.28,0.3,0.31,0.24,0.29,0.34,0.24,0.31,0.28,0.23,0.25,0.25,0.27,0.25,0.2,0.24,0.24,0.23,0.24,0.15,0.23,0.19,0.18,0.2,0.18,0.17,0.21,0.18,0.21,0.17,0.19,0.16,0.17,0.23,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.12,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.09,0.14,0.11,0.11,0.11,0.09,0.09,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.07,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.0,0.92,9.78,0.12,0.07,0.07,0.07,100.0
11/05/2021,34.89,25.85,0.0,1.14,1.03,0.0,1.07,0.67,0.74,0.56,0.56,0.46,0.43,0.53,0.55,0.38,0.46,0.46,0.46,0.45,0.39,0.31,0.33,0.33,0.29,0.3,0.31,0.25,0.28,0.34,0.23,0.31,0.28,0.23,0.25,0.24,0.27,0.25,0.2,0.24,0.24,0.22,0.24,0.14,0.23,0.19,0.18,0.2,0.18,0.17,0.21,0.18,0.21,0.17,0.19,0.15,0.17,0.23,0.18,0.18,0.17,0.18,0.17,0.17,0.15,0.13,0.15,0.17,0.13,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.12,0.08,0.14,0.11,0.11,0.11,0.09,0.08,0.09,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.1,0.11,0.07,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.0,0.0,0.08,0.0,0.07,0.07,0.0,0.93,9.62,0.12,0.07,0.07,0.07,100.02
