,SLYG,SLYV,Us Dollars,BRK.B,SPYG,SPDR® Portfolio Emerging Markets ETF,JPM,DIS,BAC,XOM,JNJ,VZ,INTC,CSCO,PFE,T,CVX,WFC,WMT,UNH,PG,V,PM,HON,CMCSA,C,KO,BA,RTX,MS,IBM,GS,PEP,MMM,GE,AXP,SCHW,CVS,MA,MCD,MRK,ANTM,HD,FIS,PLD,MDLZ,MO,COP,GILD,MU,ABT,TJX,NEE,USB,PNC,CI,CME,COST,TXN,UNP,DUK,TFC,GM,NKE,BDX,AMGN,COF,LLY,BMY,ORCL,SO,CAT,BSX,D,AMT,F,AVGO,BKNG,HCA,SBUX,GPN,DHR,NOC,ABBV,EOG,LMT,CSX,ROST,SYK,EXC,SRE,ADP,CNC,MET,UPS,GD,DLR,SPG,PSX,TGT,ALL,PXD,DFS,DD,BAX,AEP,AIG,PRU,MPC,PPG,TRV,LOW,BK,SYY,STZ,ISRG,MAR,KMI,WELL,HPQ,NSC,XEL,APD,WM,EMR,MMC,AFL,IFF,SWK,ZBH,CL,CTVA,ILMN,ADM,ITW,VLO,CCI,BLK,ADI,EQIX,GIS,WBA,STT,WMB,LUV,AMP,PEG,ICE,MCK,KR,PCAR,EL,ATVI,CBRE,AVB,CBI.MI,n/a,SPEM,MRNA,EW,ECL,NUE,SUM
07/23/2021,37.55,33.52,1.85,1.06,1.04,0.98,0.91,0.67,0.59,0.5,0.54,0.48,0.45,0.46,0.47,0.41,0.39,0.38,0.39,0.39,0.36,0.34,0.3,0.32,0.3,0.28,0.29,0.25,0.26,0.27,0.25,0.24,0.25,0.24,0.22,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.16,0.18,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
07/26/2021,37.54,33.39,1.82,1.06,1.05,0.99,0.92,0.66,0.59,0.51,0.55,0.48,0.46,0.47,0.48,0.41,0.39,0.38,0.39,0.39,0.35,0.34,0.31,0.32,0.3,0.28,0.29,0.25,0.27,0.28,0.25,0.25,0.25,0.23,0.22,0.23,0.21,0.22,0.22,0.22,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/27/2021,37.58,33.42,1.82,1.06,1.06,0.97,0.91,0.66,0.58,0.5,0.55,0.47,0.43,0.48,0.47,0.41,0.39,0.38,0.39,0.39,0.36,0.34,0.31,0.32,0.3,0.28,0.29,0.25,0.26,0.27,0.25,0.25,0.25,0.23,0.22,0.23,0.21,0.22,0.23,0.22,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/28/2021,37.58,33.42,1.82,1.06,1.06,0.97,0.91,0.66,0.58,0.5,0.55,0.47,0.43,0.48,0.47,0.41,0.39,0.38,0.39,0.39,0.36,0.34,0.31,0.32,0.3,0.28,0.29,0.25,0.26,0.27,0.25,0.25,0.25,0.23,0.22,0.23,0.21,0.22,0.23,0.22,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/29/2021,37.51,33.6,1.8,1.05,1.06,0.94,0.91,0.67,0.58,0.51,0.55,0.47,0.44,0.47,0.47,0.4,0.4,0.38,0.39,0.38,0.36,0.34,0.31,0.32,0.3,0.28,0.29,0.25,0.26,0.28,0.25,0.25,0.25,0.23,0.22,0.23,0.21,0.22,0.23,0.22,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
07/30/2021,37.41,33.53,1.82,1.06,1.05,0.93,0.91,0.67,0.59,0.51,0.55,0.48,0.43,0.48,0.48,0.41,0.4,0.38,0.39,0.39,0.36,0.35,0.32,0.32,0.3,0.28,0.29,0.25,0.27,0.28,0.26,0.25,0.25,0.23,0.23,0.23,0.21,0.22,0.23,0.23,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.16,0.17,0.16,0.17,0.17,0.17,0.16,0.15,0.16,0.16,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,37.7,33.57,1.79,1.04,1.04,0.94,0.91,0.66,0.59,0.51,0.54,0.47,0.43,0.47,0.48,0.4,0.4,0.39,0.38,0.38,0.35,0.34,0.31,0.32,0.29,0.28,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/03/2021,37.7,33.57,1.79,1.04,1.04,0.94,0.91,0.66,0.59,0.51,0.54,0.47,0.43,0.47,0.48,0.4,0.4,0.39,0.38,0.38,0.35,0.34,0.31,0.32,0.29,0.28,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/04/2021,37.7,33.57,1.79,1.04,1.04,0.94,0.91,0.66,0.59,0.51,0.54,0.47,0.43,0.47,0.48,0.4,0.4,0.39,0.38,0.38,0.35,0.34,0.31,0.32,0.29,0.28,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/05/2021,37.7,33.57,1.79,1.04,1.04,0.94,0.91,0.66,0.59,0.51,0.54,0.47,0.43,0.47,0.48,0.4,0.4,0.39,0.38,0.38,0.35,0.34,0.31,0.32,0.29,0.28,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/06/2021,37.88,33.36,1.81,1.05,1.04,0.95,0.91,0.64,0.58,0.51,0.55,0.47,0.43,0.48,0.51,0.4,0.4,0.39,0.39,0.39,0.36,0.32,0.31,0.32,0.3,0.28,0.28,0.25,0.27,0.27,0.25,0.25,0.24,0.23,0.22,0.22,0.2,0.22,0.21,0.21,0.2,0.19,0.2,0.16,0.19,0.18,0.18,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.1,0.12,0.11,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/07/2021,38.3,33.32,0.0,1.04,1.06,0.0,0.93,0.66,0.61,0.47,0.54,0.46,0.42,0.5,0.52,0.39,0.37,0.36,0.39,0.38,0.36,0.3,0.32,0.31,0.31,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.22,0.22,0.21,0.21,0.23,0.19,0.21,0.19,0.18,0.19,0.15,0.2,0.17,0.19,0.15,0.18,0.16,0.17,0.17,0.18,0.15,0.16,0.14,0.14,0.18,0.15,0.14,0.16,0.15,0.12,0.14,0.15,0.13,0.14,0.15,0.13,0.15,0.14,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.13,0.11,0.09,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.68,0.96,0.0,0.0,0.0,0.0,100.01
09/08/2021,38.3,33.32,0.0,1.04,1.06,0.0,0.93,0.66,0.61,0.47,0.54,0.46,0.42,0.5,0.52,0.39,0.37,0.36,0.39,0.38,0.36,0.3,0.32,0.31,0.31,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.22,0.22,0.21,0.21,0.23,0.19,0.21,0.19,0.18,0.19,0.15,0.2,0.17,0.19,0.15,0.18,0.16,0.17,0.17,0.18,0.15,0.16,0.14,0.14,0.18,0.15,0.14,0.16,0.15,0.12,0.14,0.15,0.13,0.14,0.15,0.13,0.15,0.14,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.13,0.11,0.09,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.68,0.96,0.0,0.0,0.0,0.0,100.01
09/09/2021,38.3,33.32,0.0,1.04,1.06,0.0,0.93,0.66,0.61,0.47,0.54,0.46,0.42,0.5,0.52,0.39,0.37,0.36,0.39,0.38,0.36,0.3,0.32,0.31,0.31,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.22,0.22,0.21,0.21,0.23,0.19,0.21,0.19,0.18,0.19,0.15,0.2,0.17,0.19,0.15,0.18,0.16,0.17,0.17,0.18,0.15,0.16,0.14,0.14,0.18,0.15,0.14,0.16,0.15,0.12,0.14,0.15,0.13,0.14,0.15,0.13,0.15,0.14,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.13,0.11,0.09,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.68,0.96,0.0,0.0,0.0,0.0,100.01
09/10/2021,38.22,33.32,0.0,1.03,1.07,0.0,0.94,0.68,0.62,0.47,0.54,0.45,0.43,0.49,0.52,0.39,0.38,0.37,0.39,0.38,0.36,0.3,0.33,0.3,0.3,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.21,0.22,0.21,0.21,0.23,0.19,0.21,0.19,0.18,0.19,0.16,0.2,0.17,0.19,0.15,0.17,0.16,0.17,0.16,0.18,0.15,0.16,0.14,0.14,0.18,0.15,0.14,0.16,0.15,0.12,0.15,0.15,0.13,0.14,0.15,0.13,0.15,0.14,0.12,0.13,0.12,0.13,0.1,0.12,0.11,0.13,0.11,0.09,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.1,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.05,0.01,0.01,0.0,1.71,0.97,0.0,0.0,0.0,0.0,99.95999999999998
09/13/2021,38.22,33.22,0.0,1.04,1.07,0.0,0.95,0.69,0.62,0.47,0.53,0.46,0.43,0.5,0.52,0.39,0.37,0.37,0.39,0.38,0.36,0.31,0.32,0.3,0.3,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.19,0.18,0.19,0.16,0.2,0.17,0.19,0.16,0.17,0.16,0.18,0.17,0.19,0.16,0.16,0.14,0.14,0.18,0.15,0.14,0.16,0.15,0.12,0.15,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.13,0.13,0.1,0.12,0.11,0.13,0.12,0.1,0.13,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.7,0.97,0.0,0.0,0.0,0.0,99.99
09/14/2021,38.24,33.07,0.0,1.05,1.08,0.0,0.94,0.69,0.62,0.47,0.53,0.46,0.44,0.5,0.52,0.39,0.38,0.38,0.4,0.37,0.37,0.31,0.33,0.31,0.3,0.29,0.28,0.24,0.25,0.3,0.24,0.27,0.24,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.19,0.18,0.2,0.16,0.2,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.19,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.16,0.15,0.13,0.15,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.13,0.13,0.1,0.12,0.11,0.14,0.12,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.07,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.75,0.98,0.0,0.0,0.0,0.0,100.05
09/15/2021,38.24,33.07,0.0,1.05,1.08,0.0,0.94,0.69,0.62,0.47,0.53,0.46,0.44,0.5,0.52,0.39,0.38,0.38,0.4,0.37,0.37,0.31,0.33,0.31,0.3,0.29,0.28,0.24,0.25,0.3,0.24,0.27,0.24,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.19,0.18,0.2,0.16,0.2,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.19,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.16,0.15,0.13,0.15,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.13,0.13,0.1,0.12,0.11,0.14,0.12,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.07,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.75,0.98,0.0,0.0,0.0,0.0,100.05
09/16/2021,38.14,33.2,0.0,1.05,1.07,0.0,0.95,0.69,0.62,0.48,0.52,0.46,0.44,0.49,0.5,0.39,0.38,0.38,0.39,0.38,0.37,0.3,0.32,0.3,0.31,0.29,0.28,0.24,0.25,0.3,0.24,0.27,0.24,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.19,0.18,0.2,0.16,0.2,0.17,0.19,0.16,0.18,0.16,0.17,0.16,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.16,0.15,0.13,0.14,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.12,0.12,0.13,0.1,0.12,0.11,0.13,0.12,0.1,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.74,0.97,0.0,0.0,0.0,0.0,99.93
09/17/2021,38.15,33.11,0.0,1.05,1.08,0.0,0.95,0.68,0.61,0.48,0.53,0.46,0.44,0.5,0.51,0.39,0.38,0.39,0.39,0.38,0.37,0.31,0.32,0.3,0.29,0.29,0.28,0.24,0.25,0.29,0.24,0.27,0.24,0.21,0.22,0.21,0.21,0.22,0.2,0.22,0.19,0.18,0.2,0.16,0.2,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.19,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.16,0.15,0.13,0.15,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.13,0.13,0.1,0.13,0.11,0.13,0.12,0.09,0.13,0.1,0.1,0.08,0.09,0.09,0.08,0.1,0.1,0.09,0.09,0.07,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.05,0.01,0.01,0.0,1.76,0.98,0.0,0.0,0.0,0.0,99.95
