,VALE3.SA,PETR4.SA,ITUB4.SA,AMXL.MX,BBDC4.SA,PETR3.SA,B3SA3.SA,GFNORTEO.MX,WALMEX.MX,FEMSAUBD.MX,GMEXICOB.MX,ABEV3.SA,CEMEXCPO.MX,MGLU3.SA,NTCO3.SA,WEGE3.SA,ITSA4.SA,GNDI3.SA,SUZB3.SA,RENT3.SA,TLEVISACPO.MX,CSAN3.SA,LREN3.SA,GGBR4.SA,BPAC11.SA,BBDC3.SA,CSNA3.SA,JBSS3.SA,BBAS3.SA,ELEKTRA.MX,RADL3.SA,ELET3.SA,BIMBOA.MX,RAIL3.SA,COPEC.SN,VVAR3.SA,EQTL3.SA,KLBN11.SA,BRFS3.SA,BRDT3.SA,CHILE.SN,BIDI4.SA,GAPB.MX,ASURB.MX,SQM/B.SN,LAME4.SA,TOTS3.SA,VIVT3.SA,HAPV3.SA,ECOPETROL.BC,BRAP4.SA,PFBCOLO.BC,FALABELLA.SN,FUNO11.MX,ENEV3.SA,BBSE3.SA,UGPA3.SA,ENELAM.SN,RDOR3.SA,BSANTANDER.SN,—,CCRO3.SA,SANB11.SA,KOFUBL.MX,CMPC.SN,ISA.BC,ORBIA.MX,ASAI3.SA,SULA11.SA,HYPE3.SA,AC.MX,CENCOSUD.SN,BTOW3.SA,ELET6.SA,ITUB3.SA,CMIG4.SA,SBSP3.SA,ENGI11.SA,GRUMAB.MX,OMAB.MX,AZUL4.SA,GFINBURO.MX,BRKM5.SA,LWSA3.SA,BCOLOMBIA.BC,YDUQ3.SA,BCI.SN,GOAU4.SA,LCAM3.SA,PINFRA.MX,PE&OLES.MX,TIMS3.SA,USIM5.SA,ALPA4.SA,BIDI3.SA,TAEE11.SA,BRML3.SA,CCU.SN,ALFAA.MX,KIMBERA.MX,COGN3.SA,GCARSOA1.MX,VAPORES.SN,CUERVO.MX,ENELCHILE.SN,MRFG3.SA,GCC.MX,CAP.SN,CYRE3.SA,EGIE3.SA,GRUPOSURA.BC,MULT3.SA,PFAVAL.BC,SITESB-1.MX,SMTO3.SA,DTEX3.SA,IRBR3.SA,CPLE6.SA,FLRY3.SA,LAME3.SA,PCAR3.SA,CPFE3.SA,MEGACPO.MX,CRFB3.SA,CORFICOLCF.BC,COLBUN.SN,SAPR11.SA,PARAUCO.SN,QUAL3.SA,ENBR3.SA,LIVEPOLC-1.MX,Q.MX,ANDINA-B.SN,TRPL4.SA,PSSA3.SA,GRUPOARGOS.BC,CESP6.SA,CIEL3.SA,NEOE3.SA,BSMXB.MX,GRND3.SA,CEMARGOS.BC,CMIG3.SA,ENTEL.SN,MDIA3.SA,CENCOSHOPP.SN,BACHOCOB.MX,ODPV3.SA,CPLE3.SA,USIM3.SA,ALSO3.SA,GMAT3.SA,EZTC3.SA,LALAB.MX,ITAUCORP.SN,AGUAS-A.SN,AESGENER.SN,MALLPLAZA.SN,ALPEKA.MX,GUAR3.SA,ECL.SN,PFGRUPSU.BC,DANHOS13.MX,UGPA1.SA,XBQ1,AMER3.SA,AESANDES.SN,VIIA3.SA,XBV1,DXCO3.SA,SUM
07/29/2021,12.78,4.19,3.87,3.44,3.11,2.82,2.73,2.63,2.4,2.14,2.15,2.03,1.71,1.76,1.58,1.4,1.38,1.15,1.12,1.11,1.01,1.05,0.92,0.94,0.83,0.79,0.84,0.8,0.75,0.72,0.77,0.72,0.71,0.73,0.55,0.59,0.61,0.56,0.56,0.92,0.54,0.58,0.56,0.51,0.54,0.19,0.51,0.49,0.5,0.44,0.49,0.46,0.42,0.45,0.44,0.41,0.4,0.38,0.39,0.41,0.28,0.41,0.41,0.4,0.35,0.36,0.38,0.38,0.36,0.39,0.38,0.35,0.0,0.32,0.33,0.33,0.33,0.31,0.32,0.23,0.3,0.29,0.3,0.32,0.28,0.26,0.26,0.28,0.27,0.23,0.25,0.25,0.26,0.23,0.25,0.23,0.24,0.19,0.22,0.2,0.19,0.2,0.19,0.2,0.18,0.21,0.19,0.18,0.17,0.18,0.17,0.18,0.16,0.15,0.16,0.17,0.18,0.17,0.15,0.06,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.08,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.0,0.0,0.6,0.0,0.0,0.0,0.0,100.0
07/30/2021,12.61,4.18,3.94,3.52,3.16,2.83,2.7,2.67,2.4,2.15,2.2,2.02,1.68,1.73,1.56,1.4,1.4,1.16,1.12,1.1,1.01,1.05,0.91,0.91,0.82,0.8,0.84,0.81,0.76,0.73,0.77,0.73,0.73,0.71,0.56,0.57,0.62,0.56,0.56,0.92,0.55,0.56,0.57,0.5,0.54,0.19,0.5,0.49,0.5,0.44,0.48,0.46,0.43,0.45,0.44,0.4,0.4,0.39,0.39,0.41,0.28,0.41,0.42,0.41,0.35,0.35,0.39,0.38,0.35,0.39,0.38,0.35,0.0,0.33,0.33,0.33,0.33,0.31,0.32,0.23,0.29,0.3,0.29,0.31,0.28,0.26,0.26,0.28,0.27,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.24,0.2,0.21,0.2,0.19,0.21,0.18,0.2,0.19,0.2,0.19,0.18,0.17,0.18,0.16,0.18,0.15,0.15,0.16,0.17,0.18,0.17,0.15,0.06,0.15,0.14,0.16,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.09,0.1,0.11,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.06,0.07,0.06,0.06,0.07,0.04,0.05,0.05,0.04,0.0,-0.01,0.59,0.0,0.0,0.0,0.0,100.02
08/02/2021,12.68,4.25,4.02,3.52,3.18,2.85,2.64,2.64,2.34,2.23,2.13,2.03,1.74,1.74,1.46,1.46,1.41,1.18,1.1,1.09,0.96,1.05,0.91,0.93,0.79,0.81,0.86,0.82,0.75,0.71,0.77,0.72,0.73,0.71,0.58,0.56,0.62,0.55,0.57,0.93,0.56,0.54,0.57,0.5,0.54,0.19,0.48,0.49,0.51,0.45,0.49,0.45,0.42,0.44,0.44,0.4,0.41,0.38,0.4,0.42,0.28,0.41,0.41,0.41,0.35,0.35,0.4,0.37,0.35,0.4,0.37,0.34,0.0,0.33,0.34,0.33,0.33,0.31,0.31,0.23,0.3,0.29,0.3,0.3,0.27,0.25,0.27,0.28,0.27,0.23,0.25,0.25,0.26,0.23,0.24,0.24,0.24,0.19,0.21,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.19,0.18,0.17,0.18,0.16,0.19,0.16,0.15,0.16,0.17,0.17,0.17,0.15,0.05,0.13,0.14,0.15,0.13,0.13,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.59,0.0,0.0,0.0,0.0,99.99
08/03/2021,12.68,4.25,4.02,3.52,3.18,2.85,2.64,2.64,2.34,2.23,2.13,2.03,1.74,1.74,1.46,1.46,1.41,1.18,1.1,1.09,0.96,1.05,0.91,0.93,0.79,0.81,0.86,0.82,0.75,0.71,0.77,0.72,0.73,0.71,0.58,0.56,0.62,0.55,0.57,0.93,0.56,0.54,0.57,0.5,0.54,0.19,0.48,0.49,0.51,0.45,0.49,0.45,0.42,0.44,0.44,0.4,0.41,0.38,0.4,0.42,0.28,0.41,0.41,0.41,0.35,0.35,0.4,0.37,0.35,0.4,0.37,0.34,0.0,0.33,0.34,0.33,0.33,0.31,0.31,0.23,0.3,0.29,0.3,0.3,0.27,0.25,0.27,0.28,0.27,0.23,0.25,0.25,0.26,0.23,0.24,0.24,0.24,0.19,0.21,0.19,0.19,0.2,0.18,0.19,0.18,0.2,0.19,0.18,0.17,0.18,0.16,0.19,0.16,0.15,0.16,0.17,0.17,0.17,0.15,0.05,0.13,0.14,0.15,0.13,0.13,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.59,0.0,0.0,0.0,0.0,99.99
08/04/2021,12.19,4.2,4.06,3.64,3.19,2.83,2.6,2.69,2.44,2.29,2.08,2.02,1.73,1.68,1.45,1.47,1.41,1.17,1.09,1.04,0.99,1.03,0.91,0.93,0.77,0.8,0.83,0.84,0.75,0.74,0.76,0.7,0.74,0.72,0.6,0.55,0.61,0.54,0.57,0.92,0.57,0.53,0.59,0.52,0.55,0.18,0.49,0.51,0.51,0.46,0.47,0.46,0.44,0.46,0.44,0.41,0.4,0.39,0.41,0.44,0.32,0.4,0.42,0.43,0.37,0.36,0.4,0.38,0.34,0.4,0.38,0.35,0.0,0.32,0.35,0.33,0.34,0.31,0.32,0.24,0.29,0.29,0.3,0.3,0.28,0.25,0.28,0.28,0.26,0.24,0.25,0.25,0.26,0.23,0.22,0.24,0.24,0.2,0.22,0.2,0.19,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.17,0.18,0.16,0.19,0.16,0.15,0.15,0.17,0.18,0.17,0.15,0.05,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.12,0.12,0.12,0.14,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.08,0.06,0.06,0.07,0.04,0.05,0.05,0.04,0.0,-0.01,0.57,0.0,0.0,0.0,0.0,99.95
08/05/2021,12.18,4.11,4.07,3.62,3.2,2.8,2.66,2.68,2.47,2.25,2.07,2.04,1.7,1.68,1.44,1.51,1.43,1.17,1.1,1.02,0.97,1.04,0.92,0.92,0.77,0.81,0.82,0.86,0.76,0.73,0.76,0.7,0.77,0.72,0.58,0.55,0.62,0.54,0.56,0.93,0.55,0.53,0.59,0.52,0.55,0.19,0.51,0.51,0.52,0.46,0.47,0.46,0.44,0.45,0.46,0.4,0.4,0.39,0.42,0.42,0.33,0.4,0.42,0.42,0.36,0.36,0.41,0.38,0.35,0.41,0.38,0.35,0.0,0.32,0.35,0.33,0.34,0.31,0.32,0.24,0.29,0.29,0.3,0.3,0.28,0.25,0.28,0.28,0.26,0.24,0.25,0.25,0.26,0.27,0.23,0.25,0.24,0.2,0.22,0.19,0.19,0.21,0.2,0.2,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.19,0.16,0.15,0.15,0.17,0.18,0.18,0.15,0.05,0.13,0.14,0.15,0.13,0.13,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.08,0.06,0.06,0.07,0.04,0.05,0.05,0.04,0.0,-0.01,0.59,0.0,0.0,0.0,0.0,100.0
08/06/2021,12.39,4.12,4.05,3.71,3.17,2.8,2.68,2.78,2.48,2.34,2.12,2.03,1.75,1.64,1.44,1.47,1.43,1.16,1.09,1.0,0.99,1.02,0.91,0.93,0.77,0.8,0.8,0.84,0.74,0.74,0.76,0.69,0.78,0.71,0.57,0.54,0.61,0.53,0.55,0.9,0.54,0.52,0.59,0.52,0.56,0.18,0.5,0.51,0.51,0.45,0.47,0.46,0.44,0.46,0.44,0.4,0.39,0.39,0.42,0.41,0.32,0.4,0.41,0.43,0.35,0.35,0.41,0.37,0.34,0.4,0.39,0.34,0.0,0.32,0.35,0.33,0.34,0.3,0.33,0.24,0.29,0.3,0.29,0.3,0.28,0.24,0.27,0.28,0.25,0.24,0.25,0.25,0.25,0.27,0.23,0.24,0.24,0.21,0.22,0.19,0.18,0.22,0.2,0.19,0.18,0.2,0.2,0.18,0.16,0.18,0.17,0.19,0.16,0.15,0.15,0.17,0.17,0.18,0.15,0.05,0.13,0.14,0.15,0.13,0.13,0.15,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.08,0.08,0.07,0.06,0.08,0.06,0.06,0.06,0.04,0.05,0.05,0.04,0.0,-0.01,0.56,0.0,0.0,0.0,0.0,100.04
08/11/2021,12.19,4.39,4.1,3.68,3.09,2.97,2.69,2.7,2.49,2.3,2.16,2.06,1.71,1.68,1.46,1.48,1.44,1.15,1.09,0.96,0.97,0.97,0.9,0.94,0.78,0.78,0.78,0.85,0.75,0.74,0.78,0.71,0.79,0.7,0.58,0.53,0.61,0.54,0.54,0.9,0.55,0.52,0.56,0.51,0.59,0.17,0.51,0.51,0.5,0.44,0.45,0.45,0.44,0.45,0.46,0.4,0.38,0.38,0.41,0.43,0.34,0.39,0.42,0.43,0.35,0.35,0.4,0.38,0.33,0.4,0.39,0.33,0.0,0.32,0.35,0.32,0.33,0.3,0.32,0.23,0.28,0.3,0.29,0.3,0.28,0.24,0.28,0.28,0.24,0.24,0.26,0.25,0.27,0.28,0.23,0.25,0.24,0.2,0.21,0.19,0.18,0.22,0.2,0.19,0.18,0.19,0.2,0.17,0.16,0.18,0.16,0.18,0.16,0.15,0.14,0.17,0.18,0.19,0.14,0.05,0.13,0.14,0.15,0.14,0.13,0.14,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.1,0.09,0.08,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.04,0.05,0.05,0.04,0.0,-0.01,0.53,0.0,0.0,0.0,0.0,99.96999999999998
08/13/2021,12.28,4.4,4.08,3.65,3.06,2.96,2.63,2.69,2.51,2.29,2.13,2.02,1.7,1.66,1.44,1.48,1.44,1.13,1.14,0.95,0.96,0.98,0.89,0.95,0.81,0.77,0.79,0.85,0.73,0.73,0.78,0.69,0.79,0.68,0.6,0.56,0.61,0.55,0.54,0.92,0.56,0.54,0.55,0.51,0.63,0.17,0.51,0.5,0.5,0.45,0.45,0.46,0.45,0.46,0.45,0.41,0.39,0.38,0.41,0.44,0.34,0.38,0.41,0.43,0.36,0.34,0.41,0.4,0.33,0.4,0.39,0.34,0.0,0.31,0.35,0.32,0.33,0.3,0.33,0.24,0.28,0.29,0.29,0.3,0.28,0.23,0.27,0.29,0.24,0.23,0.25,0.25,0.28,0.27,0.24,0.25,0.23,0.2,0.21,0.19,0.18,0.22,0.2,0.19,0.17,0.2,0.2,0.18,0.16,0.18,0.16,0.18,0.15,0.15,0.15,0.17,0.18,0.19,0.15,0.05,0.13,0.14,0.15,0.13,0.13,0.15,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.09,0.08,0.1,0.1,0.1,0.09,0.08,0.07,0.07,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.04,0.04,0.0,-0.01,0.52,0.06,0.0,0.0,0.0,99.99
08/16/2021,12.2,4.53,4.06,3.75,3.03,3.03,2.36,2.75,2.6,2.31,2.13,2.0,1.73,1.71,1.41,1.46,1.44,1.21,1.12,0.96,0.94,0.97,0.89,0.95,0.77,0.77,0.79,0.81,0.7,0.74,0.77,0.68,0.8,0.68,0.6,0.52,0.61,0.55,0.53,0.87,0.57,0.49,0.57,0.51,0.62,0.17,0.49,0.51,0.53,0.46,0.44,0.49,0.47,0.47,0.43,0.4,0.34,0.39,0.44,0.45,0.35,0.37,0.41,0.44,0.37,0.36,0.41,0.39,0.33,0.4,0.39,0.37,0.0,0.31,0.35,0.32,0.33,0.29,0.33,0.24,0.28,0.3,0.29,0.3,0.3,0.22,0.28,0.28,0.25,0.24,0.25,0.26,0.27,0.27,0.22,0.25,0.23,0.2,0.21,0.2,0.17,0.22,0.21,0.19,0.17,0.2,0.2,0.18,0.15,0.18,0.17,0.18,0.16,0.15,0.15,0.17,0.17,0.18,0.15,0.05,0.13,0.13,0.15,0.13,0.13,0.17,0.12,0.12,0.09,0.12,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.1,0.08,0.08,0.07,0.07,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,-0.01,0.54,0.06,0.0,0.0,0.0,100.0
08/18/2021,12.03,4.54,4.07,3.8,3.03,3.06,2.47,2.77,2.64,2.32,2.15,2.0,1.73,1.64,1.46,1.46,1.43,1.22,1.14,0.95,0.95,0.95,0.89,0.94,0.77,0.77,0.77,0.81,0.7,0.74,0.77,0.67,0.8,0.66,0.6,0.49,0.61,0.55,0.52,0.88,0.57,0.48,0.59,0.51,0.64,0.15,0.49,0.51,0.54,0.46,0.44,0.51,0.47,0.46,0.44,0.39,0.35,0.39,0.43,0.45,0.37,0.36,0.42,0.45,0.36,0.36,0.41,0.38,0.34,0.4,0.39,0.37,0.0,0.31,0.35,0.32,0.32,0.31,0.33,0.24,0.27,0.3,0.29,0.29,0.31,0.21,0.27,0.28,0.24,0.24,0.25,0.26,0.27,0.27,0.21,0.25,0.23,0.19,0.21,0.2,0.17,0.21,0.21,0.19,0.17,0.2,0.19,0.18,0.15,0.18,0.17,0.18,0.16,0.15,0.15,0.18,0.17,0.18,0.15,0.05,0.13,0.15,0.15,0.13,0.13,0.17,0.13,0.12,0.09,0.12,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.1,0.1,0.08,0.08,0.07,0.07,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,-0.01,0.5,0.06,0.0,0.0,0.0,99.98
08/19/2021,12.31,4.24,4.08,3.85,3.04,2.87,2.39,2.78,2.65,2.34,2.14,2.0,1.74,1.59,1.45,1.42,1.44,1.22,1.17,0.94,0.95,0.94,0.88,0.9,0.74,0.77,0.76,0.81,0.7,0.75,0.78,0.66,0.82,0.65,0.58,0.0,0.61,0.56,0.52,0.87,0.56,0.47,0.59,0.51,0.61,0.15,0.48,0.52,0.54,0.47,0.45,0.51,0.46,0.47,0.43,0.38,0.36,0.38,0.44,0.45,0.77,0.37,0.42,0.45,0.35,0.37,0.42,0.38,0.33,0.4,0.4,0.37,0.0,0.3,0.35,0.32,0.32,0.31,0.34,0.25,0.27,0.3,0.28,0.28,0.31,0.21,0.27,0.27,0.24,0.24,0.25,0.26,0.26,0.26,0.21,0.25,0.23,0.19,0.21,0.2,0.16,0.22,0.2,0.18,0.17,0.2,0.2,0.18,0.15,0.18,0.17,0.18,0.16,0.15,0.15,0.17,0.17,0.18,0.15,0.04,0.13,0.15,0.15,0.13,0.14,0.17,0.13,0.12,0.09,0.13,0.14,0.12,0.13,0.11,0.14,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.08,0.09,0.1,0.1,0.08,0.08,0.07,0.07,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.48,0.06,0.46,0.0,0.0,99.92
08/20/2021,12.17,4.29,4.12,4.0,3.07,2.91,2.4,2.86,2.7,2.37,2.13,2.01,1.73,1.59,1.43,1.47,1.44,1.21,1.17,0.92,0.95,0.93,0.88,0.88,0.74,0.79,0.74,0.79,0.7,0.76,0.77,0.67,0.86,0.66,0.6,0.0,0.6,0.56,0.52,0.87,0.57,0.46,0.58,0.51,0.59,0.14,0.49,0.54,0.53,0.47,0.45,0.53,0.46,0.47,0.43,0.38,0.37,0.39,0.43,0.46,0.32,0.38,0.42,0.46,0.37,0.39,0.42,0.38,0.33,0.39,0.41,0.36,0.0,0.3,0.35,0.33,0.32,0.31,0.34,0.24,0.27,0.3,0.27,0.27,0.32,0.22,0.28,0.26,0.23,0.24,0.26,0.27,0.24,0.29,0.2,0.26,0.22,0.2,0.2,0.21,0.16,0.22,0.2,0.19,0.17,0.22,0.2,0.18,0.15,0.18,0.18,0.17,0.17,0.15,0.15,0.17,0.17,0.18,0.15,0.04,0.13,0.15,0.16,0.13,0.14,0.17,0.13,0.12,0.09,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.11,0.09,0.1,0.1,0.11,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.09,0.08,0.08,0.07,0.07,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.49,0.06,0.47,-0.01,0.0,99.97
08/23/2021,11.12,4.24,4.08,4.19,3.05,2.86,2.47,2.79,2.82,2.41,2.09,2.13,1.75,1.57,1.46,1.5,1.43,1.23,1.14,0.98,0.96,0.92,0.88,0.85,0.75,0.79,0.68,0.83,0.71,0.78,0.8,0.67,0.85,0.65,0.61,0.0,0.63,0.54,0.53,0.86,0.61,0.48,0.59,0.52,0.6,0.15,0.51,0.54,0.54,0.48,0.41,0.57,0.48,0.48,0.44,0.38,0.35,0.4,0.44,0.48,0.31,0.39,0.42,0.46,0.37,0.42,0.42,0.39,0.33,0.39,0.42,0.37,0.0,0.31,0.35,0.34,0.32,0.32,0.35,0.25,0.28,0.31,0.3,0.29,0.34,0.22,0.3,0.26,0.25,0.25,0.26,0.28,0.22,0.29,0.21,0.26,0.22,0.2,0.2,0.22,0.17,0.22,0.21,0.19,0.18,0.22,0.2,0.17,0.15,0.18,0.2,0.17,0.18,0.15,0.16,0.0,0.16,0.19,0.15,0.04,0.13,0.15,0.16,0.14,0.15,0.18,0.13,0.12,0.1,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.08,0.07,0.08,0.06,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.5,0.07,0.49,-0.01,0.17,99.98
08/25/2021,11.09,4.21,4.05,4.23,3.02,2.85,2.47,2.71,2.75,2.39,2.08,2.16,1.74,1.56,1.44,1.53,1.43,1.26,1.16,0.99,0.95,0.92,0.87,0.84,0.75,0.78,0.68,0.84,0.71,0.77,0.81,0.67,0.84,0.64,0.61,0.0,0.65,0.55,0.53,0.86,0.61,0.49,0.58,0.52,0.62,0.15,0.52,0.55,0.56,0.48,0.41,0.56,0.48,0.48,0.45,0.38,0.35,0.41,0.45,0.48,0.31,0.41,0.42,0.46,0.37,0.41,0.42,0.4,0.34,0.4,0.42,0.37,0.0,0.31,0.35,0.35,0.35,0.32,0.35,0.25,0.29,0.3,0.3,0.3,0.34,0.23,0.3,0.26,0.25,0.25,0.25,0.28,0.22,0.29,0.22,0.26,0.23,0.2,0.2,0.21,0.18,0.22,0.21,0.19,0.19,0.23,0.2,0.17,0.15,0.18,0.19,0.17,0.18,0.15,0.16,0.0,0.16,0.19,0.15,0.04,0.13,0.16,0.16,0.14,0.15,0.18,0.14,0.12,0.1,0.13,0.13,0.12,0.13,0.14,0.14,0.13,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.08,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.5,0.07,0.5,-0.01,0.17,100.02
08/26/2021,10.96,4.29,4.1,4.25,3.05,2.95,2.38,2.77,2.77,2.39,2.09,2.14,1.78,1.5,1.42,1.52,1.44,1.22,1.18,0.95,0.98,0.91,0.85,0.85,0.74,0.79,0.68,0.87,0.72,0.76,0.81,0.66,0.84,0.65,0.62,0.0,0.64,0.57,0.54,0.84,0.61,0.5,0.58,0.52,0.63,0.14,0.52,0.55,0.55,0.5,0.4,0.56,0.47,0.48,0.43,0.38,0.35,0.41,0.46,0.49,0.32,0.39,0.42,0.46,0.38,0.4,0.43,0.39,0.34,0.4,0.42,0.37,0.0,0.3,0.36,0.35,0.35,0.32,0.35,0.25,0.3,0.3,0.31,0.29,0.34,0.23,0.3,0.26,0.24,0.25,0.26,0.28,0.21,0.29,0.22,0.25,0.22,0.2,0.21,0.21,0.17,0.22,0.21,0.2,0.19,0.23,0.2,0.16,0.15,0.18,0.19,0.17,0.18,0.16,0.16,0.0,0.16,0.19,0.16,0.04,0.13,0.16,0.16,0.14,0.14,0.18,0.13,0.12,0.1,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.11,0.09,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.09,0.0,0.06,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.48,0.07,0.48,-0.01,0.17,100.02
08/27/2021,11.25,4.34,4.18,4.13,3.1,2.95,2.39,2.65,2.74,2.32,2.04,2.15,1.76,1.58,1.44,1.5,1.46,1.22,1.2,0.95,0.96,0.91,0.86,0.87,0.75,0.8,0.7,0.83,0.73,0.75,0.78,0.68,0.81,0.65,0.6,0.0,0.65,0.57,0.53,0.86,0.6,0.49,0.57,0.53,0.61,0.15,0.52,0.54,0.55,0.49,0.41,0.55,0.45,0.46,0.43,0.38,0.35,0.4,0.45,0.48,0.33,0.4,0.43,0.45,0.36,0.39,0.41,0.39,0.35,0.39,0.41,0.36,0.0,0.31,0.36,0.36,0.35,0.32,0.34,0.24,0.32,0.29,0.31,0.29,0.33,0.24,0.29,0.26,0.24,0.24,0.25,0.28,0.23,0.29,0.22,0.25,0.23,0.19,0.2,0.2,0.18,0.21,0.2,0.19,0.18,0.23,0.2,0.16,0.16,0.19,0.19,0.17,0.18,0.16,0.16,0.0,0.16,0.19,0.15,0.05,0.13,0.16,0.15,0.13,0.14,0.17,0.13,0.12,0.1,0.13,0.13,0.12,0.13,0.14,0.14,0.13,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.08,0.09,0.1,0.09,0.08,0.09,0.08,0.07,0.06,0.09,0.0,0.05,0.06,0.04,0.05,0.05,0.04,0.0,0.0,0.52,0.06,0.49,0.0,0.17,100.03
