,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,C,NEE,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,BLK,AMAT,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MDLZ,MO,SYK,GILD,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,DUK,CME,UBER,TFC,GM,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,SO,FISV,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,IDXX,NOC,TWTR,WM,FCX,DOCU,AON,ECL,BIIB,VRTX,DG,S+p500 Emini Fut Sep21 Xcme 20210917,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,PSA,TROW,SLB,TEL,KMB,EBAY,WDAY,A,ROST,MET,LHX,ALGN,TT,MSCI,CMG,EXC,LULU,VEEV,MTCH,PINS,GD,APTV,CNC,INFO,AEP,SNPS,SPG,SRE,DLR,DD,APH,DXCM,3296.T,BAX,EA,ORLY,AIG,039200.KQ,CARR,BK,CDNS,GE.,PRU,FTNT,MCHP,011790.KS,RMD,3443.TW,n/a,PANW,SUM
07/28/2021,5.5,5.15,3.7,2.09,1.89,1.85,1.25,1.17,1.15,1.08,1.07,0.99,0.93,0.83,0.86,0.81,0.81,0.76,0.67,0.71,0.63,0.57,0.54,0.55,0.57,0.51,0.55,0.55,0.52,0.51,0.47,0.51,0.45,0.5,0.49,0.49,0.46,0.48,0.46,0.47,0.44,0.46,0.41,0.44,0.43,0.44,0.41,0.39,0.36,0.38,0.36,0.37,0.36,0.35,0.38,0.33,0.36,0.34,0.34,0.33,0.34,0.35,0.31,0.29,0.3,0.29,0.3,0.3,0.31,0.31,0.27,0.26,0.27,0.26,0.27,0.26,0.27,0.27,0.24,0.26,0.24,0.24,0.22,0.24,0.22,0.21,0.23,0.22,0.2,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.25,0.17,0.17,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.15,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.13,0.12,0.12,0.13,0.0,0.11,0.13,0.1,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88000000000001
07/29/2021,5.51,5.13,3.74,2.1,1.9,1.87,1.24,1.19,1.13,1.08,1.07,1.0,0.92,0.83,0.85,0.81,0.81,0.77,0.68,0.7,0.63,0.58,0.54,0.54,0.56,0.52,0.55,0.55,0.52,0.5,0.47,0.51,0.46,0.5,0.49,0.49,0.46,0.48,0.46,0.46,0.44,0.46,0.41,0.44,0.43,0.43,0.41,0.38,0.36,0.38,0.36,0.37,0.36,0.34,0.38,0.33,0.36,0.33,0.33,0.34,0.34,0.35,0.31,0.29,0.3,0.29,0.3,0.3,0.3,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.27,0.24,0.26,0.24,0.23,0.22,0.24,0.21,0.22,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.16,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.24,0.17,0.17,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.1,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.82000000000001
07/30/2021,5.46,5.11,3.68,2.09,1.88,1.85,1.26,1.18,1.13,1.09,1.08,1.01,0.93,0.82,0.84,0.82,0.81,0.77,0.68,0.7,0.64,0.58,0.55,0.55,0.56,0.51,0.55,0.56,0.53,0.5,0.48,0.52,0.46,0.5,0.49,0.49,0.47,0.48,0.46,0.46,0.44,0.46,0.41,0.44,0.44,0.44,0.42,0.38,0.37,0.38,0.33,0.37,0.36,0.34,0.38,0.33,0.36,0.33,0.32,0.34,0.34,0.35,0.32,0.29,0.3,0.29,0.29,0.3,0.31,0.3,0.27,0.27,0.28,0.26,0.27,0.26,0.27,0.27,0.24,0.26,0.24,0.24,0.22,0.23,0.22,0.22,0.23,0.22,0.2,0.21,0.23,0.22,0.21,0.21,0.2,0.2,0.21,0.2,0.18,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.17,0.18,0.15,0.16,0.18,0.18,0.18,0.18,0.24,0.17,0.17,0.17,0.16,0.16,0.19,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.13,0.14,0.14,0.13,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.1,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.80000000000001
08/06/2021,5.45,5.1,3.4,1.98,1.92,1.83,1.26,1.29,1.16,1.09,1.08,0.95,0.94,0.83,0.76,0.83,0.76,0.74,0.69,0.7,0.63,0.58,0.53,0.54,0.55,0.51,0.56,0.6,0.52,0.51,0.47,0.51,0.47,0.51,0.48,0.5,0.46,0.48,0.47,0.47,0.46,0.48,0.41,0.45,0.42,0.45,0.42,0.39,0.37,0.38,0.33,0.37,0.36,0.34,0.38,0.34,0.37,0.33,0.32,0.34,0.34,0.33,0.31,0.3,0.3,0.29,0.31,0.3,0.3,0.31,0.27,0.27,0.27,0.32,0.28,0.27,0.26,0.27,0.24,0.26,0.25,0.25,0.23,0.25,0.21,0.21,0.23,0.19,0.21,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.18,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.16,0.18,0.18,0.18,0.17,0.28,0.17,0.17,0.16,0.15,0.16,0.19,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.16,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.60000000000001
08/09/2021,5.42,5.13,3.4,2.05,1.93,1.83,1.25,1.3,1.21,1.09,1.08,0.96,0.91,0.83,0.78,0.82,0.77,0.76,0.69,0.71,0.63,0.57,0.55,0.54,0.57,0.51,0.55,0.59,0.52,0.51,0.47,0.5,0.46,0.52,0.48,0.5,0.45,0.48,0.47,0.47,0.46,0.49,0.42,0.46,0.42,0.46,0.4,0.39,0.36,0.38,0.32,0.37,0.36,0.34,0.38,0.34,0.37,0.32,0.32,0.34,0.35,0.33,0.31,0.3,0.31,0.3,0.31,0.3,0.3,0.3,0.27,0.27,0.27,0.32,0.28,0.27,0.26,0.28,0.24,0.25,0.25,0.25,0.22,0.26,0.21,0.21,0.23,0.19,0.21,0.22,0.23,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.2,0.19,0.19,0.17,0.18,0.2,0.18,0.15,0.18,0.16,0.17,0.18,0.15,0.16,0.18,0.18,0.17,0.17,0.3,0.17,0.18,0.16,0.15,0.16,0.19,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.15,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78000000000002
08/10/2021,5.39,5.12,3.37,2.05,1.92,1.83,1.27,1.27,1.19,1.12,1.07,0.96,0.92,0.82,0.77,0.81,0.77,0.76,0.71,0.71,0.63,0.58,0.54,0.54,0.57,0.51,0.55,0.59,0.52,0.51,0.47,0.5,0.46,0.52,0.47,0.5,0.45,0.48,0.47,0.47,0.47,0.49,0.42,0.46,0.41,0.46,0.41,0.39,0.36,0.37,0.33,0.37,0.36,0.34,0.38,0.35,0.37,0.31,0.32,0.35,0.34,0.33,0.31,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.27,0.27,0.27,0.31,0.29,0.27,0.26,0.27,0.25,0.25,0.25,0.25,0.22,0.25,0.21,0.21,0.23,0.19,0.22,0.22,0.23,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.16,0.18,0.18,0.16,0.17,0.3,0.18,0.17,0.16,0.15,0.16,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.1,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
08/11/2021,5.39,5.12,3.37,2.05,1.92,1.83,1.27,1.27,1.19,1.12,1.07,0.96,0.92,0.82,0.77,0.81,0.77,0.76,0.71,0.71,0.63,0.58,0.54,0.54,0.57,0.51,0.55,0.59,0.52,0.51,0.47,0.5,0.46,0.52,0.47,0.5,0.45,0.48,0.47,0.47,0.47,0.49,0.42,0.46,0.41,0.46,0.41,0.39,0.36,0.37,0.33,0.37,0.36,0.34,0.38,0.35,0.37,0.31,0.32,0.35,0.34,0.33,0.31,0.3,0.32,0.3,0.31,0.3,0.3,0.3,0.27,0.27,0.27,0.31,0.29,0.27,0.26,0.27,0.25,0.25,0.25,0.25,0.22,0.25,0.21,0.21,0.23,0.19,0.22,0.22,0.23,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.18,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.16,0.18,0.18,0.16,0.17,0.3,0.18,0.17,0.16,0.15,0.16,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.15,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.1,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
08/13/2021,5.37,5.07,3.35,2.03,1.93,1.85,1.29,1.29,1.17,1.13,1.08,0.95,0.91,0.83,0.76,0.82,0.76,0.76,0.73,0.7,0.63,0.58,0.54,0.54,0.55,0.51,0.55,0.63,0.52,0.51,0.47,0.5,0.46,0.52,0.48,0.5,0.45,0.48,0.48,0.46,0.48,0.5,0.41,0.46,0.41,0.46,0.4,0.39,0.37,0.38,0.32,0.37,0.35,0.35,0.38,0.35,0.37,0.31,0.32,0.36,0.34,0.32,0.31,0.3,0.33,0.3,0.3,0.3,0.29,0.31,0.28,0.0,0.27,0.3,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.22,0.25,0.21,0.21,0.22,0.19,0.2,0.21,0.22,0.2,0.21,0.2,0.2,0.2,0.22,0.19,0.18,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.15,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.16,0.17,0.33,0.18,0.17,0.16,0.15,0.16,0.18,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.17,0.14,0.15,0.14,0.15,0.16,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.0,0.12,0.12,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.15,0.11,0.1,0.1,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63000000000001
08/16/2021,5.46,5.11,3.31,2.03,1.93,1.84,1.29,1.3,1.16,1.15,1.08,0.92,0.9,0.83,0.75,0.82,0.74,0.76,0.74,0.71,0.63,0.57,0.53,0.54,0.56,0.51,0.56,0.62,0.52,0.51,0.47,0.5,0.46,0.51,0.48,0.5,0.45,0.48,0.48,0.46,0.49,0.49,0.41,0.46,0.41,0.47,0.4,0.39,0.36,0.38,0.33,0.37,0.35,0.35,0.38,0.36,0.38,0.31,0.32,0.36,0.34,0.32,0.31,0.31,0.33,0.3,0.28,0.3,0.3,0.3,0.28,0.0,0.27,0.3,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.25,0.21,0.25,0.21,0.21,0.22,0.19,0.18,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.18,0.18,0.2,0.19,0.17,0.19,0.19,0.17,0.15,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.28,0.19,0.17,0.16,0.16,0.16,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.14,0.17,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.15,0.12,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.1,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.54000000000002
08/17/2021,5.46,5.15,3.3,2.03,1.94,1.84,1.27,1.29,1.18,1.13,1.08,0.92,0.9,0.82,0.75,0.82,0.74,0.77,0.73,0.71,0.64,0.56,0.53,0.54,0.57,0.5,0.56,0.63,0.52,0.51,0.47,0.51,0.46,0.51,0.48,0.5,0.45,0.48,0.48,0.46,0.49,0.49,0.41,0.46,0.42,0.47,0.4,0.39,0.37,0.38,0.33,0.38,0.35,0.35,0.38,0.35,0.38,0.31,0.31,0.36,0.34,0.32,0.31,0.3,0.33,0.3,0.28,0.3,0.3,0.3,0.28,0.0,0.27,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.25,0.21,0.25,0.2,0.21,0.22,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.18,0.18,0.2,0.19,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.28,0.19,0.18,0.16,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.1,0.27,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,74.56000000000002
08/18/2021,5.46,5.15,3.3,2.03,1.94,1.84,1.27,1.29,1.18,1.13,1.08,0.92,0.9,0.82,0.75,0.82,0.74,0.77,0.73,0.71,0.64,0.56,0.53,0.54,0.57,0.5,0.56,0.63,0.52,0.51,0.47,0.51,0.46,0.51,0.48,0.5,0.45,0.48,0.48,0.46,0.49,0.49,0.41,0.46,0.42,0.47,0.4,0.39,0.37,0.38,0.33,0.38,0.35,0.35,0.38,0.35,0.38,0.31,0.31,0.36,0.34,0.32,0.31,0.3,0.33,0.3,0.28,0.3,0.3,0.3,0.28,0.0,0.27,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.25,0.21,0.25,0.2,0.21,0.22,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.18,0.18,0.2,0.19,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.28,0.19,0.18,0.16,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.1,0.27,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,74.56000000000002
08/19/2021,5.46,5.15,3.3,2.03,1.94,1.84,1.27,1.29,1.18,1.13,1.08,0.92,0.9,0.82,0.75,0.82,0.74,0.77,0.73,0.71,0.64,0.56,0.53,0.54,0.57,0.5,0.56,0.63,0.52,0.51,0.47,0.51,0.46,0.51,0.48,0.5,0.45,0.48,0.48,0.46,0.49,0.49,0.41,0.46,0.42,0.47,0.4,0.39,0.37,0.38,0.33,0.38,0.35,0.35,0.38,0.35,0.38,0.31,0.31,0.36,0.34,0.32,0.31,0.3,0.33,0.3,0.28,0.3,0.3,0.3,0.28,0.0,0.27,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.25,0.21,0.25,0.2,0.21,0.22,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.18,0.18,0.2,0.19,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.28,0.19,0.18,0.16,0.16,0.15,0.18,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.27,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,74.56000000000002
08/20/2021,5.53,5.18,3.3,2.05,1.94,1.85,1.28,1.23,1.16,1.12,1.09,0.93,0.92,0.83,0.76,0.83,0.74,0.76,0.73,0.71,0.63,0.55,0.54,0.54,0.56,0.5,0.55,0.64,0.52,0.52,0.47,0.51,0.46,0.51,0.49,0.51,0.46,0.49,0.48,0.47,0.48,0.5,0.41,0.47,0.42,0.47,0.41,0.39,0.37,0.38,0.33,0.38,0.36,0.35,0.39,0.35,0.38,0.31,0.32,0.36,0.35,0.32,0.31,0.29,0.32,0.31,0.28,0.3,0.3,0.3,0.28,0.0,0.27,0.3,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.25,0.21,0.24,0.21,0.2,0.23,0.19,0.19,0.2,0.23,0.21,0.21,0.2,0.21,0.19,0.22,0.2,0.17,0.17,0.2,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.16,0.18,0.18,0.15,0.16,0.19,0.18,0.17,0.17,0.27,0.19,0.18,0.16,0.16,0.16,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.15,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.12,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.11,0.1,0.1,0.26,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.75
08/23/2021,5.46,5.31,3.25,2.02,1.94,1.85,1.28,1.23,1.17,1.11,1.12,0.93,0.96,0.82,0.76,0.84,0.74,0.75,0.72,0.72,0.64,0.53,0.57,0.54,0.58,0.5,0.57,0.65,0.52,0.53,0.47,0.52,0.43,0.5,0.49,0.51,0.47,0.5,0.49,0.46,0.46,0.51,0.41,0.48,0.42,0.48,0.41,0.38,0.38,0.38,0.33,0.38,0.36,0.35,0.38,0.34,0.39,0.31,0.34,0.35,0.35,0.32,0.3,0.28,0.32,0.3,0.28,0.29,0.31,0.29,0.27,0.0,0.27,0.3,0.3,0.27,0.25,0.28,0.25,0.26,0.26,0.25,0.22,0.24,0.21,0.2,0.23,0.19,0.19,0.2,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.17,0.17,0.21,0.19,0.17,0.18,0.2,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.2,0.19,0.17,0.18,0.27,0.18,0.16,0.16,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.13,0.15,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.13,0.13,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.12,0.11,0.1,0.1,0.26,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,74.92
