,NOVN.SW,NESN.SW,ULVR.L,RY.TO,SAN.PA,TD.TO,ALV.DE,SIE.DE,ENEL.MI,IBE.MC,SAP.DE,DGE.L,BMO.TO,1299.HK,CM.TO,RKT.L,SU.PA,9433.T,2318.HK,MFC.TO,BN.PA,INFY.NS,REL.L,8766.T,CNR.TO,VNA.DE,9432.T,700.HK,BA.L,SLF.TO,CSL.AX,CRH.L,3382.T,4063.T,NA.TO,BAM.A.TO,DB1.DE,FTS.TO,4503.T,6981.T,2.HK,FERG.L,4452.T,8750.T,6758.T,FME.DE,TCS.NS,EXPN.L,TOPGLOV.KL,GIVN.SW,GEBN.SW,ASSA B.ST,1928.T,MG.TO,688.HK,FRE.DE,NESTE.HE,2884.TW,TRN.MI,AMXL.MX,POWERGRID.NS,SIKA.SW,5876.TW,SK3.IR,IFC.TO,CP.TO,DWNI.DE,BBCA.JK,SN.L,COLO B.CO,LSEG.L,BBRI.JK,LEG.DE,POLY.L,SHL.AX,960.HK,669.HK,RO.SW,6988.T,600036.SS,SGE.L,5871.TW,AEM.TO,AHT.L,601318.SS,BMRI.JK,SWMA.ST,1093.HK,BIMAS.IS,8473.T,12.HK,ITRK.L,BNR.DE,BNZL.L,ATD.B.TO,66.HK,600519.SS,JBH.AX,CTC.A.TO,OTEX.TO,WPM.TO,UCB.BR,4507.T,DCC.L,EVN.AX,270.HK,MRU.TO,TEP.PA,KRZ.IR,ICA.ST,CAST.ST,NZYM B.CO,CPU.AX,CRDA.L,4768.T,RUI.PA,RIGDS.,L.TO,SY1.DE,TEG.DE,884.HK,VALMT.HE,IAG.TO,4543.T,CCH.L,2313.HK,4021.T,1803.T,ALDAR.,HUH1V.HE,8331.T,7532.T,HL.L,FNV.TO,LOGN.SW,8113.T,NST.AX,HTO.AT,REC.MI,EMSN.SW,4732.T,7459.T,XTSLA,PKI.TO,1336.HK,CPALL-R.BK,AC.MX,4206.T,1972.HK,DSV.CO,2433.T,SXS.L,BME.L,SPX.L,SAP.TO,WN.TO,4307.T,FPH.NZ,STMN.SW,DSY.PA,051900.KS,HLMA.L,RBA.TO,RHM.DE,VIS.MC,5929.T,QBR.B.TO,3626.T,CAI.VI,1951.T,3231.T,8804.T,TLX.DE,LXS.DE,2002.T,2371.T,2784.T,ACO.X.TO,384.HK,1721.T,FTT.TO,9613.T,X.TO,9042.T,FABG.ST,8056.T,COLR.BR,5393.T,AALB.AS,ULE.L,2395.TW,WIE.VI,GAW.L,RBREW.CO,HSV.L,7951.T,TIH.TO,4613.T,4091.T,EMP.A.TO,DSYA.,RELIANCE.NS,CWB.TO,6690.HK,4684.T,DKSH.SW,9682.T,EUR,000858.SZ,4282.T,HPOL B.ST,DMP.AX,-,CAD,1906272D,INR,GBP,CHF,BCOLOMBIA.BC,BAM,BIMAS.E.IS,PBH.TO,IMCD.AS,IDR,JPY,TWD,ISA.BC,9989.T,AUD,ASIANPAINT.NS,1193.HK,6028.T,3360.T,SUM
08/13/2021,3.06,2.99,2.83,3.0,2.86,2.82,2.63,2.9,2.57,2.25,2.19,2.05,1.89,1.71,1.82,1.35,1.64,1.44,1.32,1.48,1.44,1.36,1.28,1.21,1.14,1.03,0.99,0.86,0.98,0.85,0.81,0.75,0.68,0.73,0.7,0.72,0.61,0.65,0.58,0.63,0.59,0.55,0.54,0.57,0.55,0.49,0.47,0.48,0.41,0.44,0.44,0.4,0.37,0.36,0.37,0.37,0.35,0.37,0.39,0.4,0.27,0.37,0.31,0.34,0.33,0.31,0.34,0.33,0.27,0.33,0.3,0.28,0.29,0.28,0.3,0.23,0.28,0.27,0.27,0.23,0.26,0.28,0.22,0.24,0.2,0.23,0.23,0.25,0.24,0.22,0.2,0.2,0.22,0.23,0.23,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.21,0.19,0.14,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.16,0.19,0.15,0.14,0.15,0.16,0.14,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.11,0.15,0.12,0.14,0.12,0.13,0.12,0.12,0.08,0.12,0.11,0.11,0.13,0.1,0.1,0.1,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.87
08/16/2021,3.06,2.96,2.82,2.99,2.86,2.82,2.62,2.95,2.57,2.23,2.2,2.04,1.89,1.66,1.82,1.33,1.66,1.43,1.29,1.49,1.45,1.36,1.29,1.22,1.14,1.03,0.99,0.85,0.98,0.85,0.79,0.77,0.68,0.74,0.69,0.7,0.62,0.65,0.57,0.62,0.59,0.56,0.54,0.59,0.54,0.49,0.47,0.48,0.42,0.44,0.44,0.41,0.37,0.36,0.4,0.37,0.35,0.37,0.39,0.4,0.39,0.37,0.31,0.34,0.33,0.31,0.33,0.33,0.27,0.33,0.3,0.28,0.3,0.28,0.29,0.24,0.31,0.27,0.27,0.23,0.25,0.28,0.22,0.25,0.2,0.23,0.23,0.25,0.25,0.22,0.2,0.2,0.22,0.23,0.22,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.21,0.19,0.14,0.17,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.19,0.15,0.14,0.15,0.16,0.14,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.11,0.14,0.12,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.08,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
08/17/2021,3.08,2.99,2.83,2.98,2.87,2.8,2.62,2.94,2.59,2.24,2.2,2.05,1.88,1.68,1.82,1.33,1.67,1.44,1.26,1.48,1.46,1.37,1.29,1.21,1.13,1.04,1.01,0.82,0.98,0.85,0.81,0.76,0.67,0.73,0.68,0.7,0.62,0.65,0.57,0.62,0.58,0.56,0.54,0.59,0.55,0.49,0.48,0.48,0.41,0.44,0.44,0.41,0.37,0.36,0.4,0.38,0.34,0.37,0.39,0.41,0.38,0.37,0.3,0.34,0.33,0.31,0.33,0.33,0.27,0.33,0.3,0.28,0.3,0.28,0.3,0.23,0.31,0.27,0.27,0.23,0.26,0.28,0.23,0.24,0.2,0.24,0.23,0.25,0.24,0.22,0.2,0.2,0.22,0.23,0.22,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.21,0.18,0.14,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.2,0.15,0.14,0.15,0.16,0.14,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.1,0.14,0.12,0.13,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.08,0.0,0.11,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94
08/18/2021,3.08,2.99,2.83,2.98,2.87,2.8,2.62,2.94,2.59,2.24,2.2,2.05,1.88,1.68,1.82,1.33,1.67,1.44,1.26,1.48,1.46,1.37,1.29,1.21,1.13,1.04,1.01,0.82,0.98,0.85,0.81,0.76,0.67,0.73,0.68,0.7,0.62,0.65,0.57,0.62,0.58,0.56,0.54,0.59,0.55,0.49,0.48,0.48,0.41,0.44,0.44,0.41,0.37,0.36,0.4,0.38,0.34,0.37,0.39,0.41,0.38,0.37,0.3,0.34,0.33,0.31,0.33,0.33,0.27,0.33,0.3,0.28,0.3,0.28,0.3,0.23,0.31,0.27,0.27,0.23,0.26,0.28,0.23,0.24,0.2,0.24,0.23,0.25,0.24,0.22,0.2,0.2,0.22,0.23,0.22,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.21,0.18,0.14,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.2,0.15,0.14,0.15,0.16,0.14,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.1,0.14,0.12,0.13,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.08,0.0,0.11,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94
08/19/2021,3.1,3.02,2.81,2.97,2.89,2.8,2.62,2.94,2.58,2.25,2.2,2.05,1.86,1.7,1.81,1.32,1.68,1.43,1.29,1.46,1.47,1.37,1.29,1.2,1.12,1.05,1.01,0.79,0.98,0.85,0.81,0.75,0.67,0.72,0.68,0.7,0.62,0.65,0.56,0.61,0.59,0.56,0.54,0.59,0.54,0.49,0.48,0.48,0.4,0.44,0.45,0.41,0.37,0.36,0.4,0.38,0.34,0.37,0.39,0.41,0.38,0.37,0.3,0.34,0.33,0.31,0.33,0.34,0.27,0.33,0.3,0.29,0.3,0.28,0.3,0.24,0.32,0.28,0.26,0.23,0.25,0.28,0.22,0.24,0.2,0.24,0.23,0.25,0.25,0.22,0.2,0.2,0.22,0.23,0.22,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.21,0.18,0.14,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.2,0.15,0.14,0.15,0.16,0.14,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.1,0.14,0.12,0.14,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.08,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/20/2021,3.13,3.06,2.82,2.96,2.93,2.79,2.58,2.95,2.55,2.26,2.22,2.04,1.85,1.76,1.8,1.33,1.69,1.44,1.27,1.44,1.47,1.4,1.28,1.19,1.12,1.05,1.0,0.76,0.97,0.84,0.8,0.75,0.66,0.72,0.68,0.69,0.63,0.65,0.57,0.61,0.59,0.55,0.53,0.59,0.53,0.49,0.5,0.48,0.41,0.45,0.44,0.41,0.37,0.35,0.4,0.38,0.34,0.37,0.39,0.42,0.38,0.37,0.31,0.33,0.33,0.31,0.33,0.34,0.27,0.33,0.3,0.29,0.3,0.28,0.3,0.24,0.33,0.28,0.26,0.23,0.26,0.28,0.22,0.24,0.2,0.24,0.23,0.25,0.25,0.22,0.2,0.2,0.22,0.23,0.22,0.21,0.18,0.2,0.19,0.19,0.18,0.19,0.21,0.18,0.14,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.2,0.15,0.13,0.15,0.16,0.14,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.14,0.12,0.14,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.0,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93
08/23/2021,3.1,3.07,2.79,2.94,2.97,2.76,2.58,2.89,2.61,2.36,2.21,2.01,1.83,1.79,1.77,1.33,1.69,1.44,1.24,1.43,1.45,1.41,1.29,1.21,1.14,1.06,0.99,0.74,0.96,0.83,0.81,0.74,0.67,0.73,0.68,0.68,0.64,0.64,0.6,0.61,0.6,0.55,0.54,0.58,0.53,0.49,0.5,0.48,0.42,0.45,0.44,0.39,0.37,0.33,0.39,0.38,0.33,0.37,0.4,0.43,0.38,0.37,0.3,0.34,0.33,0.31,0.34,0.35,0.28,0.32,0.3,0.29,0.3,0.28,0.3,0.23,0.32,0.28,0.26,0.24,0.26,0.28,0.22,0.24,0.2,0.23,0.23,0.25,0.25,0.21,0.2,0.2,0.22,0.23,0.22,0.21,0.17,0.19,0.18,0.19,0.18,0.2,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.2,0.16,0.13,0.15,0.17,0.14,0.14,0.12,0.12,0.14,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.1,0.12,0.12,0.12,0.11,0.0,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.0,0.11,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
08/24/2021,3.1,3.07,2.8,2.95,2.99,2.76,2.59,2.88,2.63,2.38,2.22,1.98,1.84,1.75,1.77,1.32,1.68,1.46,1.23,1.43,1.44,1.4,1.28,1.2,1.12,1.07,1.0,0.75,0.97,0.84,0.82,0.75,0.68,0.73,0.69,0.69,0.64,0.64,0.6,0.61,0.6,0.55,0.54,0.58,0.53,0.49,0.5,0.48,0.42,0.45,0.44,0.39,0.37,0.33,0.39,0.38,0.33,0.37,0.4,0.43,0.38,0.37,0.3,0.34,0.33,0.31,0.34,0.35,0.28,0.32,0.3,0.29,0.3,0.28,0.3,0.23,0.31,0.28,0.27,0.23,0.26,0.28,0.22,0.24,0.19,0.23,0.24,0.23,0.25,0.21,0.2,0.2,0.22,0.23,0.22,0.21,0.17,0.19,0.18,0.2,0.18,0.2,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.2,0.16,0.13,0.15,0.16,0.14,0.14,0.12,0.12,0.14,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.12,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.0,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.0,0.11,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
08/25/2021,3.1,3.07,2.8,2.95,2.99,2.76,2.59,2.88,2.63,2.38,2.22,1.98,1.84,1.75,1.77,1.32,1.68,1.46,1.23,1.43,1.44,1.4,1.28,1.2,1.12,1.07,1.0,0.75,0.97,0.84,0.82,0.75,0.68,0.73,0.69,0.0,0.64,0.64,0.6,0.61,0.6,0.55,0.54,0.58,0.53,0.49,0.5,0.48,0.42,0.45,0.44,0.39,0.37,0.33,0.39,0.38,0.33,0.37,0.4,0.43,0.38,0.37,0.3,0.34,0.33,0.31,0.34,0.35,0.28,0.32,0.3,0.29,0.3,0.28,0.3,0.23,0.31,0.28,0.27,0.23,0.26,0.28,0.22,0.24,0.19,0.23,0.24,0.23,0.0,0.21,0.2,0.2,0.22,0.23,0.22,0.21,0.17,0.19,0.18,0.2,0.18,0.2,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.2,0.16,0.13,0.15,0.16,0.14,0.14,0.12,0.12,0.14,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.11,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.0,0.09,0.11,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.69,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
08/26/2021,3.11,3.06,2.78,2.97,2.94,2.78,2.59,2.89,2.57,2.35,2.22,1.98,1.86,1.73,1.8,1.31,1.67,1.46,1.2,1.44,1.44,1.4,1.28,1.19,1.14,1.04,1.01,0.76,0.96,0.84,0.82,0.74,0.69,0.74,0.7,0.0,0.64,0.64,0.61,0.62,0.6,0.55,0.55,0.58,0.54,0.49,0.51,0.49,0.41,0.45,0.45,0.4,0.37,0.33,0.38,0.38,0.34,0.37,0.4,0.43,0.37,0.37,0.3,0.34,0.33,0.31,0.33,0.34,0.28,0.32,0.3,0.29,0.3,0.28,0.29,0.22,0.31,0.28,0.27,0.24,0.26,0.29,0.22,0.24,0.19,0.24,0.24,0.24,0.0,0.21,0.2,0.2,0.22,0.23,0.22,0.21,0.17,0.18,0.18,0.2,0.18,0.2,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.15,0.2,0.16,0.13,0.16,0.16,0.14,0.14,0.11,0.13,0.14,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.12,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.08,0.09,0.08,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.0,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.69,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/27/2021,3.05,3.05,2.76,2.99,2.9,2.78,2.6,2.9,2.55,2.33,2.21,1.97,1.9,1.73,1.82,1.3,1.67,1.46,1.21,1.44,1.43,1.38,1.28,1.21,1.14,1.03,1.01,0.82,0.96,0.83,0.83,0.74,0.69,0.74,0.7,0.0,0.63,0.64,0.6,0.62,0.59,0.55,0.55,0.58,0.56,0.49,0.5,0.48,0.42,0.45,0.44,0.4,0.36,0.34,0.38,0.38,0.34,0.37,0.4,0.43,0.37,0.37,0.3,0.34,0.33,0.31,0.33,0.35,0.28,0.32,0.3,0.28,0.3,0.28,0.3,0.23,0.31,0.27,0.27,0.24,0.26,0.3,0.22,0.24,0.19,0.23,0.24,0.24,0.0,0.21,0.2,0.2,0.22,0.23,0.22,0.21,0.17,0.18,0.18,0.2,0.18,0.2,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.13,0.16,0.17,0.14,0.14,0.12,0.13,0.14,0.15,0.14,0.13,0.16,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.15,0.13,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.12,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.69,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/30/2021,3.05,3.04,2.76,3.01,2.92,2.72,2.6,2.9,2.54,2.32,2.21,1.96,1.86,1.71,1.81,1.31,1.68,1.46,1.18,1.45,1.42,1.4,1.29,1.2,1.16,1.02,1.01,0.83,0.96,0.83,0.83,0.78,0.66,0.73,0.7,0.0,0.63,0.64,0.6,0.61,0.59,0.56,0.53,0.59,0.56,0.48,0.52,0.48,0.43,0.44,0.44,0.4,0.37,0.33,0.38,0.37,0.35,0.38,0.38,0.44,0.36,0.37,0.31,0.34,0.33,0.31,0.33,0.35,0.28,0.32,0.3,0.28,0.3,0.27,0.3,0.22,0.31,0.28,0.26,0.23,0.26,0.31,0.22,0.24,0.18,0.23,0.24,0.23,0.0,0.21,0.2,0.2,0.22,0.23,0.22,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.2,0.15,0.13,0.16,0.17,0.14,0.14,0.12,0.13,0.14,0.15,0.14,0.12,0.16,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.12,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.08,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.71,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82
08/31/2021,3.05,3.07,2.75,3.0,2.91,2.7,2.6,2.93,2.53,2.32,2.21,1.96,1.85,1.73,1.78,1.3,1.68,1.46,1.22,1.45,1.41,1.39,1.29,1.19,1.17,1.03,1.02,0.82,0.96,0.84,0.84,0.77,0.66,0.73,0.7,0.0,0.63,0.64,0.59,0.61,0.59,0.55,0.53,0.59,0.56,0.47,0.52,0.49,0.43,0.45,0.45,0.4,0.36,0.33,0.38,0.37,0.35,0.38,0.38,0.44,0.37,0.38,0.32,0.34,0.33,0.31,0.33,0.34,0.28,0.32,0.3,0.28,0.3,0.27,0.3,0.23,0.32,0.28,0.26,0.23,0.26,0.32,0.22,0.24,0.19,0.23,0.24,0.22,0.0,0.21,0.2,0.2,0.23,0.23,0.22,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.2,0.15,0.13,0.16,0.16,0.14,0.14,0.12,0.13,0.14,0.14,0.14,0.12,0.16,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.12,0.11,0.12,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.71,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.86
