,UNH,HD,BAC,VZ,T,WFC,UNP,NEE,LOW,INTU,TGT,SCHW,CVS,SQ,CHTR,ANTM,MO,TMUS,CCI,CI,PNC,MRNA,DUK,USB,CME,CSX,TFC,COF,NSC,SO,FISV,D,WM,HUM,REGN,PGR,DG,ROKU,EOG,CMG,TROW,PSA,LHX,ROST,EXC,CNC,AEP,SPG,ORLY,ALL,MPC,TRV,STZ,XEL,KMI,DFS,PAYX,PXD,AZO,TDG,CTAS,FRC,TTD,PTON,CSGP,WMB,LUV,PEG,DHI,FAST,SIVB,AVB,WEC,EQR,AMP,AWK,KR,ES,SYF,NUE,BBY,ARE,LEN,FITB,OKE,O,ED,ODFL,CDW,RNG,CVNA,CERN,RSG,MLM,USD,BURL,EXR,VMC,DLTR,URI,W,DTE,EIX,INVH,KMX,HIG,VTR,AEE,HBAN,FE,ETR,EXAS,HZNP,TSN,TSCO,ESS,SGEN,PAYC,TYL,MAA,SUI,Z,DVN,BR,DRI,RF,CFG,KEY,ALLY,POOL,PEAK,ULTA,BXP,DRE,MTB,ABC,LYFT,CMS,LB,CINF,DGX,CAG,PFG,VICI,CAH,FANG,MOH,RJF,INCY,PCG,UDR,LUMN,CNP,CABO,LDOS,PHM,LNT,RPRX,JBHT,ELS,WRK,AVLR,HRL,SJM,AAP,BILL,EVRG,ATO,NLY,CBOE,BRO,PKG,NVR,FIVN,CPT,SBNY,FOXA,APO,EQH,UHS,STLD,TREX,HST,MPW,LNC,BAH,FNF,WSM,L,CHGG,CHRW,BKI,JKHY,LPLA,WRB,REG,VER,WTRG,JAZZ,GH,FND,FIVE,AMH,ANSGR.IS,NI,DISH,WSO,NRG,ARES,EWBC,GLPI,HUBB,XTSLA,BBWI WI,CUBE,SCI,n/a,KIM,WAL,TRGP,RS,UTHR,VST,LSI,AFG,CONE,LAMR,PCTY,FRT,DVA,MRO,GL,OHI,CHE,NBIX,REXR,FHN,KNX,VOYA,TOL,AGNC,STOR,KSS,NNN,CPB,USFD,STWD,IAA,OGE,FAF,NYT,ATH,FR,603613.SS,SUM
07/23/2021,4.3,3.87,3.14,2.55,2.21,2.05,1.58,1.67,1.54,1.45,1.4,1.18,1.19,1.06,1.04,1.05,0.97,0.94,0.97,0.88,0.85,1.15,0.88,0.83,0.83,0.78,0.8,0.78,0.71,0.74,0.72,0.67,0.68,0.67,0.66,0.61,0.6,0.54,0.46,0.52,0.51,0.51,0.51,0.46,0.5,0.46,0.47,0.45,0.46,0.42,0.38,0.42,0.4,0.41,0.38,0.41,0.39,0.33,0.39,0.37,0.38,0.38,0.35,0.37,0.39,0.34,0.34,0.34,0.33,0.34,0.34,0.35,0.33,0.35,0.32,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.28,0.26,0.29,0.28,0.28,0.27,0.24,0.28,0.26,0.27,0.25,0.27,0.24,0.25,0.25,0.25,0.26,0.24,0.25,0.23,0.25,0.24,0.25,0.25,0.24,0.22,0.23,0.23,0.22,0.23,0.23,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.19,0.2,0.21,0.19,0.19,0.16,0.2,0.19,0.2,0.2,0.18,0.18,0.19,0.18,0.15,0.17,0.17,0.16,0.16,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.16,0.16,0.16,0.16,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.74
07/26/2021,4.28,3.85,3.18,2.54,2.19,2.08,1.58,1.63,1.53,1.45,1.39,1.2,1.2,1.1,1.05,1.03,0.96,0.93,0.95,0.87,0.86,1.19,0.87,0.84,0.83,0.78,0.81,0.8,0.71,0.73,0.72,0.66,0.67,0.67,0.65,0.6,0.59,0.54,0.47,0.57,0.51,0.51,0.51,0.47,0.49,0.46,0.46,0.46,0.46,0.42,0.39,0.42,0.4,0.4,0.38,0.42,0.39,0.34,0.39,0.37,0.38,0.38,0.35,0.37,0.39,0.34,0.34,0.33,0.33,0.34,0.36,0.35,0.32,0.34,0.32,0.32,0.33,0.32,0.3,0.31,0.3,0.31,0.3,0.28,0.26,0.29,0.27,0.28,0.27,0.24,0.28,0.26,0.26,0.25,0.0,0.24,0.24,0.25,0.25,0.26,0.24,0.24,0.23,0.25,0.24,0.24,0.25,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.24,0.21,0.22,0.22,0.23,0.23,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.19,0.17,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.16,0.17,0.17,0.16,0.16,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.14,0.14,0.27,0.14,0.15,0.14,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.77
07/27/2021,4.31,3.87,3.15,2.55,2.2,2.05,1.61,1.64,1.55,1.47,1.4,1.16,1.2,1.12,1.06,1.03,0.96,0.94,0.91,0.87,0.85,1.21,0.87,0.82,0.83,0.81,0.8,0.79,0.72,0.73,0.72,0.66,0.67,0.67,0.65,0.6,0.6,0.54,0.47,0.59,0.51,0.51,0.51,0.47,0.49,0.47,0.47,0.45,0.46,0.42,0.38,0.41,0.4,0.4,0.37,0.41,0.39,0.34,0.39,0.37,0.38,0.38,0.35,0.35,0.39,0.34,0.33,0.33,0.33,0.34,0.36,0.34,0.32,0.34,0.32,0.33,0.33,0.32,0.29,0.31,0.3,0.31,0.3,0.28,0.26,0.29,0.28,0.28,0.28,0.24,0.28,0.26,0.27,0.25,0.2,0.24,0.24,0.25,0.25,0.26,0.24,0.24,0.23,0.25,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.24,0.22,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.2,0.19,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.19,0.17,0.19,0.2,0.19,0.2,0.18,0.18,0.19,0.19,0.16,0.17,0.17,0.16,0.16,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.17,0.16,0.14,0.13,0.14,0.14,0.14,0.27,0.14,0.15,0.14,0.13,0.0,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8
07/28/2021,4.29,3.91,3.1,2.53,2.19,2.01,1.6,1.65,1.57,1.48,1.41,1.16,1.19,1.12,1.06,1.02,0.96,0.92,0.91,0.87,0.85,1.29,0.88,0.82,0.83,0.81,0.8,0.78,0.72,0.74,0.73,0.66,0.67,0.67,0.65,0.6,0.6,0.6,0.46,0.59,0.51,0.52,0.51,0.47,0.5,0.46,0.47,0.44,0.47,0.42,0.38,0.41,0.39,0.4,0.37,0.41,0.39,0.33,0.4,0.37,0.38,0.38,0.38,0.35,0.39,0.33,0.33,0.34,0.34,0.34,0.35,0.34,0.32,0.34,0.32,0.33,0.32,0.32,0.29,0.31,0.31,0.31,0.3,0.27,0.26,0.29,0.28,0.29,0.28,0.25,0.28,0.26,0.27,0.25,0.0,0.24,0.24,0.25,0.25,0.26,0.23,0.24,0.23,0.25,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.24,0.22,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.2,0.19,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.19,0.17,0.2,0.2,0.19,0.2,0.17,0.18,0.19,0.19,0.15,0.17,0.17,0.16,0.15,0.18,0.15,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.16,0.17,0.16,0.14,0.13,0.14,0.14,0.14,0.28,0.14,0.15,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91
07/29/2021,4.25,3.89,3.14,2.52,2.2,2.03,1.6,1.65,1.55,1.48,1.41,1.16,1.19,1.12,1.06,1.01,0.96,0.93,0.9,0.85,0.86,1.24,0.88,0.82,0.82,0.81,0.81,0.79,0.72,0.74,0.73,0.66,0.68,0.67,0.64,0.6,0.6,0.61,0.47,0.58,0.51,0.52,0.51,0.47,0.49,0.46,0.48,0.45,0.47,0.43,0.39,0.41,0.39,0.4,0.38,0.41,0.39,0.34,0.39,0.37,0.38,0.38,0.38,0.35,0.39,0.34,0.33,0.34,0.33,0.34,0.35,0.34,0.32,0.34,0.32,0.33,0.32,0.32,0.3,0.32,0.31,0.31,0.3,0.28,0.26,0.29,0.28,0.29,0.28,0.24,0.28,0.26,0.27,0.25,0.2,0.24,0.24,0.25,0.25,0.27,0.23,0.24,0.23,0.25,0.24,0.24,0.24,0.23,0.22,0.23,0.23,0.21,0.24,0.22,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.19,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.19,0.17,0.2,0.2,0.19,0.2,0.17,0.18,0.18,0.19,0.16,0.17,0.17,0.15,0.14,0.18,0.15,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.16,0.17,0.16,0.14,0.13,0.14,0.14,0.14,0.27,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.89
07/30/2021,4.27,3.85,3.13,2.54,2.2,2.04,1.58,1.67,1.51,1.47,1.4,1.15,1.2,1.07,1.06,1.02,0.97,0.93,0.91,0.85,0.86,1.21,0.89,0.82,0.83,0.8,0.81,0.79,0.72,0.75,0.75,0.68,0.68,0.67,0.64,0.61,0.6,0.58,0.46,0.59,0.5,0.52,0.51,0.47,0.5,0.44,0.49,0.45,0.47,0.43,0.39,0.41,0.4,0.41,0.38,0.41,0.4,0.33,0.39,0.37,0.38,0.37,0.39,0.35,0.38,0.34,0.33,0.35,0.34,0.34,0.34,0.34,0.33,0.34,0.32,0.34,0.33,0.33,0.3,0.32,0.31,0.32,0.3,0.28,0.26,0.29,0.28,0.29,0.28,0.23,0.28,0.26,0.27,0.25,0.2,0.24,0.25,0.25,0.25,0.26,0.22,0.25,0.23,0.25,0.24,0.24,0.25,0.24,0.22,0.23,0.23,0.21,0.24,0.22,0.23,0.24,0.21,0.22,0.23,0.23,0.23,0.19,0.19,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.22,0.2,0.2,0.21,0.18,0.19,0.16,0.2,0.2,0.19,0.2,0.17,0.18,0.19,0.19,0.15,0.17,0.17,0.15,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.13,0.13,0.14,0.14,0.28,0.14,0.15,0.14,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.86999999999999
08/02/2021,4.22,3.83,3.17,2.52,2.2,2.09,1.57,1.67,1.51,1.47,1.41,1.17,1.19,1.08,1.04,1.02,0.98,0.92,0.9,0.85,0.86,1.27,0.88,0.82,0.84,0.79,0.81,0.8,0.69,0.74,0.74,0.66,0.67,0.61,0.64,0.61,0.61,0.57,0.47,0.59,0.5,0.51,0.51,0.47,0.5,0.43,0.48,0.45,0.45,0.43,0.4,0.41,0.39,0.4,0.38,0.41,0.0,0.34,0.39,0.37,0.38,0.38,0.39,0.34,0.38,0.34,0.33,0.35,0.34,0.34,0.35,0.35,0.33,0.34,0.33,0.33,0.33,0.32,0.3,0.34,0.31,0.32,0.31,0.28,0.26,0.28,0.28,0.3,0.28,0.23,0.28,0.26,0.26,0.26,0.72,0.24,0.25,0.26,0.25,0.26,0.21,0.25,0.23,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.24,0.22,0.22,0.24,0.21,0.23,0.22,0.24,0.24,0.19,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.19,0.19,0.17,0.2,0.2,0.19,0.2,0.17,0.18,0.18,0.19,0.16,0.16,0.17,0.15,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.16,0.14,0.16,0.14,0.15,0.15,0.17,0.16,0.14,0.13,0.13,0.14,0.14,0.28,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.14,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.05000000000001
08/03/2021,4.24,3.86,3.16,2.52,2.19,2.08,1.59,1.67,1.51,1.49,1.42,1.16,1.18,1.05,1.08,1.03,0.97,0.92,0.91,0.85,0.85,1.31,0.88,0.81,0.83,0.8,0.8,0.79,0.7,0.74,0.75,0.66,0.68,0.61,0.64,0.61,0.61,0.54,0.46,0.6,0.5,0.51,0.51,0.47,0.5,0.43,0.48,0.45,0.46,0.42,0.39,0.41,0.39,0.4,0.37,0.41,0.0,0.34,0.39,0.36,0.38,0.37,0.38,0.34,0.38,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.32,0.3,0.34,0.31,0.32,0.31,0.28,0.25,0.29,0.28,0.3,0.28,0.24,0.28,0.26,0.27,0.25,0.91,0.24,0.25,0.26,0.25,0.27,0.2,0.25,0.22,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.22,0.22,0.24,0.22,0.23,0.23,0.24,0.24,0.19,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.18,0.19,0.17,0.19,0.21,0.19,0.2,0.0,0.18,0.18,0.19,0.15,0.18,0.17,0.15,0.14,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.17,0.16,0.14,0.13,0.14,0.14,0.15,0.28,0.15,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.13,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16
08/04/2021,4.24,3.86,3.16,2.52,2.19,2.08,1.59,1.67,1.51,1.49,1.42,1.16,1.18,1.05,1.08,1.03,0.97,0.92,0.91,0.85,0.85,1.31,0.88,0.81,0.83,0.8,0.8,0.79,0.7,0.74,0.75,0.66,0.68,0.61,0.64,0.61,0.61,0.54,0.46,0.6,0.5,0.51,0.51,0.47,0.5,0.43,0.48,0.45,0.46,0.42,0.39,0.41,0.39,0.4,0.37,0.41,0.0,0.34,0.39,0.36,0.38,0.37,0.38,0.34,0.38,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.32,0.3,0.34,0.31,0.32,0.31,0.28,0.25,0.29,0.28,0.3,0.28,0.24,0.28,0.26,0.27,0.25,0.91,0.24,0.25,0.26,0.25,0.27,0.2,0.25,0.22,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.22,0.22,0.24,0.22,0.23,0.23,0.24,0.24,0.19,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.18,0.19,0.17,0.19,0.21,0.19,0.2,0.0,0.18,0.18,0.19,0.15,0.18,0.17,0.15,0.14,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.17,0.16,0.14,0.13,0.14,0.14,0.15,0.28,0.15,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.13,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16
08/05/2021,4.24,3.86,3.16,2.52,2.19,2.08,1.59,1.67,1.51,1.49,1.42,1.16,1.18,1.05,1.08,1.03,0.97,0.92,0.91,0.85,0.85,1.31,0.88,0.81,0.83,0.8,0.8,0.79,0.7,0.74,0.75,0.66,0.68,0.61,0.64,0.61,0.61,0.54,0.46,0.6,0.5,0.51,0.51,0.47,0.5,0.43,0.48,0.45,0.46,0.42,0.39,0.41,0.39,0.4,0.37,0.41,0.0,0.34,0.39,0.36,0.38,0.37,0.38,0.34,0.38,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.32,0.3,0.34,0.31,0.32,0.31,0.28,0.25,0.29,0.28,0.3,0.28,0.24,0.28,0.26,0.27,0.25,0.0,0.24,0.25,0.26,0.25,0.27,0.2,0.25,0.22,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.22,0.22,0.24,0.22,0.23,0.23,0.24,0.24,0.19,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.21,0.18,0.19,0.17,0.19,0.21,0.19,0.2,0.0,0.18,0.18,0.19,0.15,0.18,0.17,0.15,0.14,0.18,0.15,0.16,0.15,0.16,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.17,0.16,0.14,0.13,0.14,0.14,0.15,0.28,0.15,0.15,0.13,0.13,0.11,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.13,0.0,0.13,0.14,0.13,0.14,0.14,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.13,0.91,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16
08/06/2021,4.3,3.87,3.15,2.5,2.18,0.0,1.58,1.69,1.5,1.47,1.41,1.14,1.19,1.14,1.11,1.05,0.96,0.92,0.91,0.86,0.86,1.42,0.89,0.81,0.81,0.79,0.8,0.78,0.0,0.73,0.7,0.66,0.68,0.6,0.64,0.61,0.61,0.53,0.46,0.6,0.51,0.5,0.51,0.46,0.5,0.43,0.0,0.46,0.46,0.42,0.4,0.41,0.38,0.4,0.37,0.41,0.0,0.36,0.4,0.35,0.38,0.37,0.38,0.34,0.37,0.33,0.32,0.35,0.35,0.35,0.34,0.34,0.33,0.34,0.33,0.0,0.34,0.33,0.3,0.35,0.31,0.32,0.32,0.28,0.25,0.28,0.28,0.3,0.28,0.24,0.28,0.27,0.27,0.25,4.98,0.24,0.25,0.26,0.25,0.27,0.2,0.25,0.22,0.0,0.25,0.25,0.24,0.24,0.23,0.0,0.0,0.19,0.23,0.22,0.23,0.24,0.23,0.22,0.22,0.24,0.24,0.18,0.19,0.22,0.2,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.17,0.0,0.0,0.19,0.21,0.0,0.18,0.18,0.19,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.16,0.16,0.15,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.14,0.15,0.16,0.17,0.16,0.14,0.13,0.14,0.14,0.14,0.28,0.14,0.15,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.14,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.8,0.17,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.48
08/09/2021,4.19,3.89,3.19,2.48,2.16,0.0,1.58,1.71,1.48,1.5,1.41,1.18,1.14,1.19,1.11,1.0,0.95,0.9,0.91,0.76,0.86,1.53,0.9,0.81,0.81,0.79,0.81,0.79,0.0,0.74,0.71,0.66,0.68,0.59,0.66,0.6,0.61,0.51,0.45,0.61,0.52,0.5,0.51,0.46,0.5,0.42,0.0,0.47,0.45,0.41,0.4,0.41,0.38,0.4,0.36,0.42,0.0,0.35,0.4,0.35,0.38,0.38,0.39,0.34,0.38,0.33,0.32,0.35,0.35,0.34,0.35,0.34,0.33,0.34,0.33,0.0,0.34,0.33,0.3,0.33,0.31,0.33,0.31,0.28,0.25,0.29,0.28,0.3,0.29,0.22,0.28,0.26,0.27,0.25,0.0,0.24,0.25,0.25,0.25,0.26,0.22,0.25,0.22,0.0,0.24,0.25,0.24,0.24,0.23,0.0,0.0,0.2,0.25,0.22,0.23,0.24,0.23,0.26,0.22,0.24,0.24,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.16,0.0,0.0,0.19,0.21,0.0,0.19,0.18,0.16,0.16,0.17,0.17,0.15,0.14,0.18,0.14,0.17,0.16,0.14,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.17,0.17,0.14,0.13,0.14,0.14,0.14,0.28,0.15,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.14,0.0,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,5.09,0.16,0.11,0.11,0.71,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5
