,JNJ,C,MS,GS,PG,PFE,INTC,CSCO,GOOGL,GOOG,EOG,CRM,MCD,MMM,BMY,KMI,WMT,COF,ATVI,SO,CVS,PM,NSC,ANTM,EMR,MET,UNP,CI,PRU,FIS,ALL,JCI,EA,TRV,BDX,TGT,AFL,DOW,TROW,MDLZ,PEG,OTIS,PH,GPN,AME,SBAC,CBRE,NUE,CNC,WY,PPL,MRO,DTE,BAX,EIX,GILD,KEY,TRGP,RF,LYB,IP,RSG,ALLY,TT,INVH,VTR,DOV,AES,OMC,ACN,DFS,CFG,RJF,TTWO,ORLY,AZO,LUMN,VICI,LEN,EVRG,LH,J,MCK,MO,IQV,IPG,EMN,TXT,REGN,COG,BIIB,NLY,URI,NOV,BRO,XEC,CL,FOXA,HPQ,WRK,KR,QRVO,CMA,VRSN,GPC,HFC,NWSA,UGI,ALXN,KHC,PNW,FHN,SNA,AMH,LII,BEN,VER,ABC,PSA,IVZ,PNR,HOLX,AGNC,GLPI,CF,CE,ZION,MOS,JLL,NDSN,AFG,VRSK,ATH,ANSS,OC,RGA,RE,RS,LKQ,VOYA,SWKS,TSN,AOS,KIM,JEF,WHR,OHI,XRAY,VRTX,SSNC,ORI,LSI,KEYS,ACM,Goldman Sachs FS Treasury Intms Instl,SEIC,AM,SLM,OSK,NYT,SNPS,MOH,AMG,JHG,ITT,AVY,BPOP,HLT,MDU,DELL,SNV,PENN,MHK,AMGN,UNM,TPR,BRX,AGCO,FR,KNX,EVR,W,PHM,WWD,NRG,NXST,MIDD,SON,MAN,DECK,NYCB,FOX,AYI,NLOK,SJM,SLG,CSL,MTZ,SCI,THG,IDA,OMF,EXPD,ORCL,Cash,HRC,CACC,LAZ,n/a,SPG,EXP,KSS,FTIXX,LPX,OGN,DKS,COST,SUM
07/23/2021,4.87,2.84,2.69,2.37,2.56,2.48,2.1,2.12,2.1,2.07,1.52,1.65,1.63,1.64,1.62,1.42,1.52,1.46,1.43,1.4,1.18,1.13,1.07,1.04,0.94,0.89,0.88,0.86,0.8,0.83,0.8,0.82,0.82,0.81,0.77,0.79,0.74,0.67,0.64,0.67,0.64,0.6,0.52,0.51,0.52,0.54,0.46,0.45,0.46,0.45,0.46,0.36,0.46,0.44,0.44,0.43,0.38,0.38,0.37,0.36,0.38,0.4,0.37,0.4,0.41,0.39,0.37,0.33,0.34,0.36,0.34,0.3,0.31,0.31,0.33,0.32,0.28,0.3,0.29,0.31,0.29,0.28,0.28,0.29,0.26,0.25,0.24,0.24,0.26,0.23,0.24,0.24,0.24,0.22,0.24,0.21,0.25,0.22,0.21,0.21,0.23,0.2,0.19,0.21,0.2,0.17,0.19,0.2,0.19,0.2,0.2,0.17,0.19,0.21,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.21,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41
07/26/2021,4.84,2.84,2.8,2.43,2.45,2.49,2.1,2.13,2.11,2.08,1.55,1.69,1.66,1.62,1.61,1.4,1.48,1.5,1.39,1.36,1.18,1.09,1.09,1.02,0.95,0.89,0.88,0.86,0.81,0.83,0.79,0.83,0.8,0.77,0.76,0.79,0.74,0.69,0.64,0.65,0.62,0.61,0.53,0.51,0.52,0.53,0.48,0.46,0.46,0.45,0.45,0.37,0.45,0.43,0.42,0.42,0.38,0.39,0.38,0.36,0.37,0.4,0.4,0.4,0.4,0.4,0.39,0.33,0.31,0.36,0.35,0.31,0.31,0.31,0.33,0.32,0.28,0.3,0.29,0.3,0.29,0.28,0.29,0.28,0.26,0.27,0.24,0.25,0.26,0.22,0.24,0.24,0.25,0.22,0.24,0.21,0.23,0.22,0.2,0.2,0.22,0.2,0.19,0.21,0.2,0.17,0.19,0.19,0.0,0.19,0.19,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.15,0.17,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.21,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.29
07/27/2021,4.86,2.82,2.75,2.43,2.47,2.49,1.98,2.14,2.17,2.14,1.51,1.68,1.68,1.62,1.61,1.39,1.49,1.48,1.4,1.38,1.18,1.1,1.09,1.0,0.96,0.89,0.88,0.86,0.81,0.84,0.79,0.83,0.81,0.76,0.76,0.79,0.74,0.68,0.65,0.66,0.63,0.62,0.54,0.52,0.52,0.53,0.48,0.46,0.46,0.45,0.45,0.37,0.45,0.43,0.42,0.42,0.38,0.39,0.38,0.36,0.37,0.4,0.39,0.41,0.41,0.39,0.39,0.32,0.31,0.36,0.35,0.31,0.31,0.31,0.34,0.32,0.27,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.26,0.28,0.24,0.25,0.25,0.22,0.24,0.23,0.25,0.21,0.24,0.21,0.24,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.2,0.17,0.19,0.2,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.17,0.2,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.2,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.37
07/28/2021,4.86,2.82,2.75,2.43,2.47,2.49,1.98,2.14,2.17,2.14,1.51,1.68,1.68,1.62,1.61,1.39,1.49,1.48,1.4,1.38,1.18,1.1,1.09,1.0,0.96,0.89,0.88,0.86,0.81,0.84,0.79,0.83,0.81,0.76,0.76,0.79,0.74,0.68,0.65,0.66,0.63,0.62,0.54,0.52,0.52,0.53,0.48,0.46,0.46,0.45,0.45,0.37,0.45,0.43,0.42,0.42,0.38,0.39,0.38,0.36,0.37,0.4,0.39,0.41,0.41,0.39,0.39,0.32,0.31,0.36,0.35,0.31,0.31,0.31,0.34,0.32,0.27,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.26,0.28,0.24,0.25,0.25,0.22,0.24,0.23,0.25,0.21,0.24,0.21,0.24,0.22,0.21,0.2,0.22,0.2,0.19,0.2,0.2,0.17,0.19,0.2,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.17,0.2,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.2,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.37
07/29/2021,4.84,2.85,2.8,2.43,2.47,2.49,2.02,2.14,2.17,2.16,1.54,1.66,1.68,1.62,1.59,1.42,1.48,1.49,1.37,1.37,1.17,1.1,1.08,0.99,0.95,0.89,0.88,0.84,0.82,0.83,0.79,0.83,0.81,0.77,0.75,0.79,0.74,0.7,0.64,0.65,0.63,0.62,0.54,0.51,0.52,0.53,0.49,0.47,0.46,0.45,0.45,0.37,0.45,0.43,0.42,0.42,0.38,0.4,0.38,0.37,0.37,0.39,0.39,0.4,0.4,0.39,0.38,0.32,0.31,0.36,0.35,0.31,0.31,0.31,0.33,0.32,0.28,0.3,0.29,0.3,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.25,0.25,0.23,0.24,0.24,0.25,0.22,0.24,0.21,0.24,0.22,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.18,0.19,0.19,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.15,0.17,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.22,0.13,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.42000000000002
07/30/2021,4.87,2.86,2.8,2.43,2.48,2.51,1.98,2.14,2.14,2.12,1.51,1.64,1.7,1.61,1.59,1.41,1.48,1.49,1.28,1.39,1.18,1.11,1.07,1.0,0.96,0.88,0.87,0.84,0.82,0.85,0.8,0.83,0.79,0.77,0.77,0.78,0.74,0.7,0.63,0.66,0.64,0.61,0.54,0.51,0.52,0.53,0.5,0.48,0.44,0.46,0.45,0.36,0.46,0.43,0.43,0.42,0.39,0.38,0.38,0.37,0.37,0.4,0.39,0.41,0.41,0.39,0.38,0.33,0.32,0.36,0.35,0.32,0.31,0.3,0.33,0.32,0.28,0.3,0.3,0.31,0.29,0.28,0.3,0.28,0.25,0.28,0.24,0.25,0.25,0.22,0.24,0.24,0.25,0.22,0.25,0.21,0.24,0.22,0.21,0.21,0.22,0.2,0.19,0.2,0.2,0.18,0.19,0.2,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.17,0.2,0.19,0.19,0.17,0.19,0.19,0.17,0.18,0.16,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.22,0.14,0.13,0.12,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
08/02/2021,4.83,2.88,2.78,2.43,2.44,2.54,1.99,2.12,2.19,2.11,1.53,1.63,1.67,1.59,1.6,1.42,1.47,1.5,1.27,1.38,1.17,1.11,1.04,1.0,0.97,0.89,0.86,0.83,0.82,0.84,0.8,0.83,0.8,0.76,0.77,0.79,0.76,0.7,0.63,0.64,0.64,0.61,0.54,0.51,0.52,0.53,0.52,0.5,0.43,0.45,0.45,0.37,0.46,0.41,0.43,0.42,0.39,0.39,0.38,0.37,0.36,0.39,0.39,0.41,0.4,0.39,0.38,0.33,0.31,0.36,0.35,0.3,0.31,0.3,0.32,0.32,0.27,0.29,0.31,0.3,0.3,0.29,0.3,0.29,0.26,0.27,0.25,0.26,0.25,0.22,0.24,0.24,0.25,0.23,0.24,0.21,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.16,0.18,0.17,0.17,0.2,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.23,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
08/03/2021,4.83,2.88,2.78,2.43,2.44,2.54,1.99,2.12,2.19,2.11,1.53,1.63,1.67,1.59,1.6,1.42,1.47,1.5,1.27,1.38,1.17,1.11,1.04,1.0,0.97,0.89,0.86,0.83,0.82,0.84,0.8,0.83,0.8,0.76,0.77,0.79,0.76,0.7,0.63,0.64,0.64,0.61,0.54,0.51,0.52,0.53,0.52,0.5,0.43,0.45,0.45,0.37,0.46,0.41,0.43,0.42,0.39,0.39,0.38,0.37,0.36,0.39,0.39,0.41,0.4,0.39,0.38,0.33,0.31,0.36,0.35,0.3,0.31,0.3,0.32,0.32,0.27,0.29,0.31,0.3,0.3,0.29,0.3,0.29,0.26,0.27,0.25,0.26,0.25,0.22,0.24,0.24,0.25,0.23,0.24,0.21,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.16,0.18,0.17,0.17,0.2,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.23,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
08/04/2021,4.83,2.88,2.78,2.43,2.44,2.54,1.99,2.12,2.19,2.11,1.53,1.63,1.67,1.59,1.6,1.42,1.47,1.5,1.27,1.38,1.17,1.11,1.04,1.0,0.97,0.89,0.86,0.83,0.82,0.84,0.8,0.83,0.8,0.76,0.77,0.79,0.76,0.7,0.63,0.64,0.64,0.61,0.54,0.51,0.52,0.53,0.52,0.5,0.43,0.45,0.45,0.37,0.46,0.41,0.43,0.42,0.39,0.39,0.38,0.37,0.36,0.39,0.39,0.41,0.4,0.39,0.38,0.33,0.31,0.36,0.35,0.3,0.31,0.3,0.32,0.32,0.27,0.29,0.31,0.3,0.3,0.29,0.3,0.29,0.26,0.27,0.25,0.26,0.25,0.22,0.24,0.24,0.25,0.23,0.24,0.21,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.16,0.18,0.17,0.17,0.2,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.23,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
08/05/2021,4.83,2.88,2.78,2.43,2.44,2.54,1.99,2.12,2.19,2.11,1.53,1.63,1.67,1.59,1.6,1.42,1.47,1.5,1.27,1.38,1.17,1.11,1.04,1.0,0.97,0.89,0.86,0.83,0.82,0.84,0.8,0.83,0.8,0.76,0.77,0.79,0.76,0.7,0.63,0.64,0.64,0.61,0.54,0.51,0.52,0.53,0.52,0.5,0.43,0.45,0.45,0.37,0.46,0.41,0.43,0.42,0.39,0.39,0.38,0.37,0.36,0.39,0.39,0.41,0.4,0.39,0.38,0.33,0.31,0.36,0.35,0.3,0.31,0.3,0.32,0.32,0.27,0.29,0.31,0.3,0.3,0.29,0.3,0.29,0.26,0.27,0.25,0.26,0.25,0.22,0.24,0.24,0.25,0.23,0.24,0.21,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.19,0.2,0.17,0.18,0.16,0.18,0.17,0.17,0.2,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.23,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
08/06/2021,4.87,2.87,2.78,2.44,2.51,2.7,1.99,2.15,2.18,2.09,1.52,1.61,1.62,1.6,1.62,1.38,1.48,1.47,1.21,1.36,1.18,1.11,1.05,1.03,0.97,0.88,0.87,0.85,0.82,0.73,0.79,0.84,0.78,0.77,0.76,0.79,0.76,0.7,0.65,0.63,0.64,0.63,0.54,0.45,0.52,0.54,0.52,0.51,0.43,0.45,0.44,0.36,0.46,0.4,0.41,0.42,0.39,0.38,0.38,0.37,0.37,0.4,0.38,0.41,0.4,0.39,0.39,0.32,0.31,0.36,0.35,0.3,0.31,0.28,0.33,0.32,0.27,0.29,0.31,0.31,0.3,0.27,0.3,0.28,0.26,0.28,0.24,0.26,0.25,0.23,0.24,0.23,0.26,0.21,0.24,0.21,0.22,0.21,0.21,0.21,0.23,0.2,0.2,0.19,0.2,0.18,0.18,0.19,0.0,0.19,0.19,0.17,0.19,0.2,0.18,0.18,0.19,0.19,0.18,0.17,0.2,0.2,0.17,0.18,0.16,0.18,0.17,0.17,0.2,0.18,0.17,0.17,0.15,0.17,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.16,0.14,0.46,0.14,0.12,0.12,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.1,0.0,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33
08/09/2021,4.88,2.92,2.83,2.48,2.5,2.67,2.0,2.15,2.2,2.11,1.47,1.68,1.62,1.58,1.61,1.35,1.51,1.49,1.22,1.39,1.13,1.11,1.03,0.98,0.98,0.9,0.87,0.75,0.83,0.73,0.78,0.84,0.76,0.77,0.73,0.79,0.76,0.69,0.66,0.62,0.65,0.63,0.52,0.45,0.51,0.54,0.54,0.49,0.42,0.45,0.45,0.37,0.46,0.39,0.41,0.42,0.39,0.38,0.38,0.36,0.36,0.4,0.38,0.39,0.4,0.39,0.39,0.33,0.32,0.36,0.35,0.31,0.31,0.28,0.33,0.32,0.25,0.29,0.3,0.31,0.3,0.27,0.29,0.28,0.26,0.28,0.24,0.26,0.26,0.23,0.24,0.23,0.25,0.21,0.24,0.21,0.22,0.23,0.21,0.2,0.22,0.2,0.2,0.19,0.19,0.18,0.19,0.2,0.0,0.18,0.18,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.2,0.2,0.17,0.19,0.16,0.18,0.18,0.17,0.22,0.17,0.18,0.18,0.16,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.22,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.16,0.16,0.14,0.0,0.14,0.12,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.47,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44
08/10/2021,4.83,2.96,2.87,2.55,2.47,2.66,1.99,2.13,2.18,2.1,1.46,1.67,1.61,1.58,1.59,1.35,1.5,1.51,1.25,1.38,1.14,1.1,1.04,0.98,0.98,0.92,0.87,0.76,0.84,0.75,0.79,0.84,0.76,0.78,0.72,0.78,0.77,0.69,0.66,0.62,0.65,0.62,0.52,0.47,0.51,0.54,0.53,0.5,0.42,0.45,0.45,0.38,0.46,0.39,0.41,0.42,0.4,0.39,0.39,0.37,0.36,0.4,0.39,0.39,0.4,0.38,0.39,0.33,0.32,0.36,0.36,0.31,0.32,0.28,0.32,0.32,0.25,0.29,0.3,0.31,0.3,0.27,0.29,0.28,0.25,0.29,0.25,0.27,0.26,0.23,0.24,0.23,0.25,0.21,0.24,0.21,0.22,0.22,0.21,0.2,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.2,0.0,0.18,0.18,0.18,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.2,0.2,0.17,0.19,0.16,0.18,0.18,0.17,0.22,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.22,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.16,0.16,0.14,0.0,0.14,0.12,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.1,0.1,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.47,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.61
08/11/2021,4.83,2.96,2.87,2.55,2.47,2.66,1.99,2.13,2.18,2.1,1.46,1.67,1.61,1.58,1.59,1.35,1.5,1.51,1.25,1.38,1.14,1.1,1.04,0.98,0.98,0.92,0.87,0.76,0.84,0.75,0.79,0.84,0.76,0.78,0.72,0.78,0.77,0.69,0.66,0.62,0.65,0.62,0.52,0.47,0.51,0.54,0.53,0.5,0.42,0.45,0.45,0.38,0.46,0.39,0.41,0.42,0.4,0.39,0.39,0.37,0.36,0.4,0.39,0.39,0.4,0.38,0.39,0.33,0.32,0.36,0.36,0.31,0.32,0.28,0.32,0.32,0.25,0.29,0.3,0.31,0.3,0.27,0.29,0.28,0.25,0.29,0.25,0.27,0.26,0.23,0.24,0.23,0.25,0.21,0.24,0.21,0.22,0.22,0.21,0.2,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.2,0.0,0.18,0.18,0.18,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.2,0.2,0.17,0.19,0.16,0.18,0.18,0.17,0.22,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.22,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.16,0.16,0.14,0.0,0.14,0.12,0.13,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.1,0.1,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.47,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.61
