,JNJ,C,MS,GS,PG,PFE,INTC,CSCO,GOOGL,GOOG,EOG,CRM,MCD,MMM,BMY,KMI,WMT,COF,ATVI,SO,CVS,PM,NSC,ANTM,EMR,MET,UNP,CI,PRU,FIS,ALL,JCI,EA,TRV,BDX,TGT,AFL,DOW,TROW,MDLZ,PEG,OTIS,PH,GPN,AME,SBAC,CBRE,NUE,CNC,WY,PPL,MRO,DTE,BAX,EIX,GILD,KEY,TRGP,RF,LYB,IP,RSG,ALLY,TT,INVH,VTR,DOV,AES,OMC,ACN,DFS,CFG,RJF,TTWO,ORLY,AZO,LUMN,VICI,LEN,EVRG,LH,J,MCK,MO,IQV,IPG,EMN,TXT,REGN,COG,BIIB,NLY,URI,NOV,BRO,XEC,CL,FOXA,HPQ,WRK,KR,QRVO,CMA,VRSN,GPC,HFC,NWSA,UGI,ALXN,KHC,PNW,FHN,SNA,AMH,LII,BEN,VER,ABC,PSA,IVZ,PNR,HOLX,AGNC,GLPI,CF,CE,ZION,MOS,JLL,NDSN,AFG,VRSK,ATH,ANSS,OC,RGA,RE,RS,LKQ,VOYA,SWKS,TSN,AOS,KIM,JEF,WHR,OHI,XRAY,VRTX,SSNC,ORI,LSI,KEYS,ACM,Goldman Sachs FS Treasury Intms Instl,SEIC,AM,SLM,OSK,NYT,SNPS,MOH,AMG,JHG,ITT,AVY,BPOP,HLT,MDU,DELL,SNV,PENN,MHK,AMGN,UNM,TPR,BRX,AGCO,FR,KNX,EVR,W,PHM,WWD,NRG,NXST,MIDD,SON,MAN,DECK,NYCB,FOX,AYI,NLOK,SJM,SLG,CSL,MTZ,SCI,THG,IDA,OMF,EXPD,ORCL,Cash,HRC,CACC,LAZ,n/a,SPG,EXP,KSS,FTIXX,LPX,OGN,DKS,COST,SUM
08/13/2021,4.82,3.02,2.91,2.59,2.46,2.82,1.97,2.11,2.18,2.1,1.41,1.61,1.58,1.57,1.56,1.34,1.52,1.54,1.25,1.38,1.15,1.1,1.04,0.97,0.98,0.93,0.87,0.76,0.85,0.73,0.8,0.83,0.75,0.78,0.71,0.79,0.77,0.7,0.66,0.61,0.63,0.61,0.51,0.45,0.51,0.52,0.52,0.56,0.4,0.45,0.45,0.38,0.46,0.38,0.41,0.42,0.4,0.4,0.39,0.38,0.37,0.39,0.4,0.38,0.38,0.37,0.39,0.32,0.32,0.36,0.36,0.31,0.32,0.28,0.32,0.32,0.26,0.28,0.3,0.31,0.3,0.28,0.28,0.28,0.25,0.28,0.25,0.27,0.26,0.23,0.24,0.23,0.26,0.21,0.24,0.21,0.22,0.22,0.21,0.21,0.23,0.2,0.21,0.19,0.19,0.18,0.18,0.2,0.0,0.18,0.18,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.17,0.2,0.2,0.17,0.18,0.16,0.18,0.18,0.18,0.22,0.17,0.18,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.22,0.16,0.15,0.14,0.13,0.14,0.15,0.14,0.16,0.15,0.14,0.0,0.14,0.12,0.12,0.13,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.47,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.53
08/16/2021,4.81,3.04,2.96,2.61,2.45,2.74,1.94,2.12,2.17,2.09,1.41,1.63,1.59,1.58,1.53,1.34,1.51,1.58,1.27,1.37,1.17,1.09,1.07,0.94,0.98,0.93,0.88,0.75,0.85,0.73,0.8,0.83,0.76,0.79,0.72,0.77,0.77,0.7,0.65,0.61,0.64,0.61,0.5,0.44,0.5,0.53,0.51,0.59,0.39,0.45,0.44,0.38,0.45,0.38,0.42,0.42,0.4,0.39,0.4,0.38,0.37,0.4,0.4,0.38,0.38,0.36,0.39,0.33,0.32,0.35,0.37,0.31,0.32,0.28,0.31,0.31,0.26,0.28,0.3,0.31,0.3,0.29,0.28,0.28,0.25,0.29,0.25,0.27,0.25,0.22,0.24,0.23,0.27,0.21,0.24,0.2,0.22,0.22,0.22,0.21,0.22,0.19,0.21,0.18,0.19,0.18,0.18,0.2,0.0,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.17,0.21,0.2,0.17,0.18,0.17,0.18,0.18,0.18,0.22,0.17,0.18,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.45,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.5
08/17/2021,4.84,3.0,2.94,2.59,2.46,2.81,1.94,2.12,2.18,2.09,1.38,1.65,1.6,1.57,1.55,1.33,1.51,1.59,1.25,1.37,1.16,1.1,1.07,0.94,0.98,0.93,0.88,0.75,0.85,0.74,0.8,0.83,0.76,0.78,0.72,0.77,0.77,0.7,0.65,0.62,0.64,0.61,0.5,0.45,0.5,0.54,0.51,0.6,0.39,0.44,0.45,0.37,0.46,0.38,0.42,0.42,0.4,0.39,0.39,0.38,0.36,0.4,0.4,0.38,0.39,0.36,0.39,0.33,0.32,0.36,0.37,0.31,0.32,0.28,0.31,0.31,0.26,0.28,0.3,0.31,0.3,0.29,0.28,0.28,0.25,0.29,0.25,0.27,0.26,0.22,0.24,0.23,0.27,0.2,0.24,0.2,0.22,0.22,0.21,0.21,0.22,0.19,0.21,0.18,0.19,0.18,0.18,0.2,0.0,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.17,0.21,0.2,0.17,0.18,0.16,0.18,0.18,0.18,0.22,0.17,0.18,0.17,0.15,0.16,0.15,0.16,0.17,0.16,0.15,0.16,0.14,0.17,0.15,0.22,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.49,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.56
08/18/2021,4.84,3.0,2.94,2.59,2.46,2.81,1.94,2.12,2.18,2.09,1.38,1.65,1.6,1.57,1.55,1.33,1.51,1.59,1.25,1.37,1.16,1.1,1.07,0.94,0.98,0.93,0.88,0.75,0.85,0.74,0.8,0.83,0.76,0.78,0.72,0.77,0.77,0.7,0.65,0.62,0.64,0.61,0.5,0.45,0.5,0.54,0.51,0.6,0.39,0.44,0.45,0.37,0.46,0.38,0.42,0.42,0.4,0.39,0.39,0.38,0.36,0.4,0.4,0.38,0.39,0.36,0.39,0.33,0.32,0.36,0.37,0.31,0.32,0.28,0.31,0.31,0.26,0.28,0.3,0.31,0.3,0.29,0.28,0.28,0.25,0.29,0.25,0.27,0.26,0.22,0.24,0.23,0.27,0.2,0.24,0.2,0.22,0.22,0.21,0.21,0.22,0.19,0.21,0.18,0.19,0.18,0.18,0.2,0.0,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.17,0.21,0.2,0.17,0.18,0.16,0.18,0.18,0.18,0.22,0.17,0.18,0.17,0.15,0.16,0.15,0.16,0.17,0.16,0.15,0.16,0.14,0.17,0.15,0.22,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.49,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.56
08/19/2021,4.88,2.95,2.93,2.57,2.48,2.83,1.93,2.11,2.18,2.09,1.33,1.63,1.61,1.58,1.57,1.32,1.53,1.58,1.25,1.39,1.17,1.11,1.07,0.96,0.98,0.92,0.88,0.75,0.85,0.73,0.81,0.84,0.76,0.79,0.73,0.77,0.77,0.7,0.65,0.62,0.64,0.62,0.51,0.44,0.51,0.54,0.5,0.59,0.39,0.44,0.45,0.36,0.45,0.39,0.42,0.43,0.4,0.38,0.39,0.38,0.36,0.4,0.39,0.38,0.38,0.36,0.4,0.32,0.32,0.36,0.37,0.31,0.32,0.28,0.32,0.31,0.25,0.28,0.31,0.31,0.3,0.29,0.28,0.28,0.26,0.29,0.25,0.26,0.26,0.21,0.24,0.23,0.26,0.2,0.25,0.19,0.22,0.22,0.21,0.21,0.23,0.19,0.21,0.18,0.19,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.19,0.19,0.17,0.21,0.2,0.17,0.18,0.16,0.18,0.18,0.18,0.21,0.17,0.18,0.17,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.14,0.16,0.15,0.21,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.0,0.13,0.12,0.12,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.53,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.58
08/20/2021,4.94,2.95,2.92,2.56,2.49,2.93,1.91,2.11,2.19,2.07,1.34,1.62,1.62,1.57,1.59,1.3,1.53,1.55,1.24,1.39,1.19,1.12,1.06,0.97,0.98,0.92,0.88,0.75,0.85,0.74,0.8,0.83,0.77,0.8,0.75,0.75,0.77,0.69,0.64,0.63,0.65,0.62,0.5,0.43,0.5,0.55,0.5,0.57,0.4,0.43,0.45,0.36,0.46,0.39,0.42,0.44,0.39,0.39,0.38,0.37,0.36,0.41,0.38,0.38,0.39,0.36,0.4,0.32,0.31,0.36,0.36,0.3,0.32,0.28,0.31,0.31,0.26,0.28,0.29,0.31,0.3,0.28,0.29,0.28,0.26,0.29,0.24,0.26,0.27,0.21,0.24,0.23,0.26,0.19,0.25,0.2,0.22,0.22,0.2,0.21,0.24,0.19,0.2,0.18,0.19,0.18,0.17,0.2,0.0,0.18,0.18,0.17,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.17,0.21,0.2,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.17,0.18,0.18,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.16,0.14,0.16,0.15,0.21,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.0,0.13,0.12,0.12,0.12,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.12,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.53,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.54
08/23/2021,5.01,2.92,2.88,2.53,2.54,2.89,1.94,2.2,2.22,2.1,1.33,1.69,1.63,1.56,1.6,1.26,1.55,1.53,1.26,1.42,1.18,1.12,1.06,0.98,0.98,0.92,0.89,0.75,0.84,0.72,0.81,0.85,0.78,0.82,0.75,0.74,0.77,0.68,0.66,0.64,0.65,0.62,0.5,0.43,0.5,0.56,0.5,0.57,0.4,0.44,0.46,0.34,0.46,0.4,0.44,0.44,0.39,0.37,0.39,0.36,0.37,0.41,0.38,0.39,0.4,0.36,0.4,0.32,0.3,0.37,0.35,0.3,0.32,0.28,0.32,0.32,0.24,0.28,0.3,0.32,0.31,0.28,0.29,0.28,0.27,0.28,0.24,0.26,0.28,0.21,0.24,0.23,0.25,0.19,0.25,0.19,0.22,0.22,0.2,0.2,0.25,0.19,0.2,0.19,0.19,0.17,0.17,0.19,0.0,0.18,0.18,0.17,0.18,0.2,0.18,0.18,0.2,0.19,0.19,0.16,0.21,0.2,0.17,0.18,0.15,0.17,0.18,0.16,0.21,0.17,0.18,0.18,0.15,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.17,0.15,0.21,0.15,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.1,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.12,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.54
08/24/2021,5.0,2.92,2.89,2.53,2.52,2.87,1.91,2.22,2.23,2.11,1.33,1.7,1.62,1.54,1.61,1.25,1.56,1.52,1.25,1.43,1.18,1.12,1.05,0.98,0.98,0.92,0.88,0.75,0.84,0.72,0.81,0.85,0.77,0.82,0.75,0.76,0.77,0.68,0.66,0.63,0.66,0.62,0.49,0.43,0.5,0.56,0.5,0.56,0.4,0.44,0.46,0.34,0.46,0.39,0.44,0.44,0.39,0.38,0.39,0.36,0.37,0.41,0.38,0.39,0.4,0.35,0.4,0.32,0.3,0.37,0.35,0.3,0.32,0.28,0.32,0.32,0.25,0.28,0.3,0.32,0.31,0.28,0.29,0.28,0.26,0.28,0.24,0.26,0.28,0.2,0.24,0.23,0.25,0.19,0.26,0.18,0.22,0.22,0.2,0.2,0.25,0.19,0.2,0.19,0.19,0.17,0.17,0.19,0.0,0.17,0.18,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.16,0.21,0.2,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.21,0.15,0.15,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.52
08/25/2021,5.0,2.92,2.89,2.53,2.52,2.87,1.91,2.22,2.23,2.11,1.33,1.7,1.62,1.54,1.61,1.25,1.56,1.52,1.25,1.43,1.18,1.12,1.05,0.98,0.98,0.92,0.88,0.75,0.84,0.72,0.81,0.85,0.77,0.82,0.75,0.76,0.77,0.68,0.66,0.63,0.66,0.62,0.49,0.43,0.5,0.56,0.5,0.56,0.4,0.44,0.46,0.34,0.46,0.39,0.44,0.44,0.39,0.38,0.39,0.36,0.37,0.41,0.38,0.39,0.4,0.35,0.4,0.32,0.3,0.37,0.35,0.3,0.32,0.28,0.32,0.32,0.25,0.28,0.3,0.32,0.31,0.28,0.29,0.28,0.26,0.28,0.24,0.26,0.28,0.2,0.24,0.23,0.25,0.19,0.26,0.18,0.22,0.22,0.2,0.2,0.25,0.19,0.2,0.19,0.19,0.17,0.17,0.19,0.0,0.17,0.18,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.16,0.21,0.2,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.21,0.15,0.15,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.52
08/26/2021,4.91,2.93,2.91,2.54,2.49,2.92,1.94,2.22,2.26,2.14,1.38,1.72,1.62,1.54,1.59,1.27,1.54,1.52,1.23,1.4,1.17,1.1,1.05,0.97,0.98,0.92,0.87,0.74,0.83,0.72,0.82,0.85,0.78,0.81,0.74,0.75,0.77,0.69,0.66,0.62,0.65,0.61,0.5,0.43,0.5,0.55,0.5,0.57,0.4,0.44,0.45,0.35,0.46,0.39,0.44,0.43,0.39,0.39,0.39,0.37,0.36,0.41,0.38,0.39,0.39,0.35,0.4,0.32,0.31,0.37,0.36,0.3,0.32,0.28,0.31,0.31,0.25,0.28,0.3,0.31,0.3,0.28,0.29,0.28,0.26,0.28,0.24,0.26,0.28,0.2,0.24,0.24,0.26,0.19,0.25,0.19,0.22,0.23,0.2,0.2,0.25,0.19,0.2,0.19,0.19,0.18,0.17,0.19,0.0,0.17,0.18,0.17,0.19,0.19,0.18,0.18,0.2,0.19,0.19,0.17,0.21,0.2,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.17,0.15,0.16,0.17,0.15,0.15,0.16,0.14,0.16,0.15,0.21,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.51
08/27/2021,4.84,2.97,2.93,2.58,2.46,2.82,1.96,2.24,2.27,2.15,1.39,1.71,1.61,1.53,1.58,1.28,1.52,1.53,1.22,1.38,1.16,1.1,1.03,0.97,0.98,0.92,0.86,0.76,0.84,0.72,0.82,0.85,0.78,0.81,0.73,0.74,0.76,0.7,0.66,0.61,0.64,0.61,0.51,0.44,0.5,0.54,0.5,0.59,0.4,0.45,0.45,0.36,0.46,0.39,0.43,0.43,0.4,0.39,0.4,0.37,0.36,0.41,0.38,0.39,0.39,0.35,0.4,0.32,0.31,0.37,0.36,0.3,0.32,0.28,0.31,0.31,0.26,0.27,0.3,0.31,0.3,0.28,0.29,0.28,0.26,0.28,0.24,0.26,0.28,0.2,0.24,0.24,0.26,0.2,0.25,0.19,0.22,0.22,0.21,0.21,0.24,0.19,0.21,0.18,0.19,0.19,0.17,0.19,0.0,0.17,0.18,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.21,0.2,0.17,0.18,0.15,0.18,0.18,0.18,0.21,0.18,0.18,0.18,0.15,0.17,0.15,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.0,0.13,0.12,0.12,0.12,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.5
08/30/2021,4.79,2.99,2.96,2.61,2.46,2.77,1.94,2.24,2.27,2.15,1.38,1.77,1.6,1.54,1.55,1.26,1.5,1.54,1.22,1.39,1.15,1.11,1.04,0.95,0.99,0.93,0.86,0.75,0.84,0.71,0.81,0.86,0.78,0.81,0.74,0.74,0.76,0.71,0.67,0.61,0.64,0.63,0.52,0.42,0.5,0.54,0.5,0.56,0.39,0.45,0.45,0.36,0.46,0.38,0.43,0.43,0.4,0.39,0.4,0.37,0.37,0.41,0.38,0.4,0.39,0.35,0.4,0.32,0.3,0.37,0.36,0.31,0.33,0.28,0.31,0.31,0.26,0.28,0.3,0.31,0.3,0.28,0.28,0.28,0.26,0.28,0.24,0.26,0.28,0.2,0.24,0.24,0.26,0.2,0.25,0.19,0.22,0.22,0.21,0.21,0.24,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.2,0.2,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.0,0.14,0.12,0.12,0.13,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.51
08/31/2021,4.74,2.98,2.97,2.63,2.43,2.7,1.95,2.21,2.29,2.17,1.41,1.74,1.59,1.52,1.52,1.28,1.48,1.57,1.22,1.38,1.15,1.11,1.03,0.95,0.99,0.93,0.86,0.75,0.85,0.7,0.81,0.85,0.78,0.81,0.73,0.73,0.76,0.72,0.67,0.61,0.64,0.62,0.52,0.42,0.5,0.54,0.51,0.57,0.39,0.46,0.45,0.37,0.45,0.38,0.42,0.42,0.4,0.4,0.4,0.37,0.37,0.41,0.39,0.39,0.39,0.35,0.4,0.32,0.31,0.37,0.36,0.31,0.33,0.27,0.31,0.29,0.25,0.28,0.3,0.31,0.3,0.28,0.28,0.28,0.26,0.28,0.25,0.26,0.27,0.21,0.24,0.24,0.27,0.21,0.25,0.2,0.21,0.22,0.2,0.21,0.24,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.2,0.21,0.17,0.18,0.15,0.18,0.19,0.18,0.21,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.0,0.14,0.13,0.12,0.13,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.41
09/01/2021,4.74,2.98,2.97,2.63,2.43,2.7,1.95,2.21,2.29,2.17,1.41,1.74,1.59,1.52,1.52,1.28,1.48,1.57,1.22,1.38,1.15,1.11,1.03,0.95,0.99,0.93,0.86,0.75,0.85,0.7,0.81,0.85,0.78,0.81,0.73,0.73,0.76,0.72,0.67,0.61,0.64,0.62,0.52,0.42,0.5,0.54,0.51,0.57,0.39,0.46,0.45,0.37,0.45,0.38,0.42,0.42,0.4,0.4,0.4,0.37,0.37,0.41,0.39,0.39,0.39,0.35,0.4,0.32,0.31,0.37,0.36,0.31,0.33,0.27,0.31,0.29,0.25,0.28,0.3,0.31,0.3,0.28,0.28,0.28,0.26,0.28,0.25,0.26,0.27,0.21,0.24,0.24,0.27,0.21,0.25,0.2,0.21,0.22,0.2,0.21,0.24,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.2,0.21,0.17,0.18,0.15,0.18,0.19,0.18,0.21,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.15,0.0,0.14,0.13,0.12,0.13,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.41
