,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,NVDA,HD,BRK.B,UNH,JPM,TGT,ADBE,WMT,ACN,V,INTC,NKE,TSLA,PG,F,MA,COST,CMCSA,LOW,PYPL,IDXX,LLY,TXN,TMO,ORCL,PEP,CVS,EL,ABBV,CSCO,LRCX,BAC,INTU,KR,DIS,VZ,CDNS,CRM,VIAC,AVGO,BMY,T,AMD,MRK,MTD,AZO,PFE,AMGN,MCO,AMAT,CI,ORLY,WBA,PM,IBM,SNPS,ABT,EW,NOW,NFLX,DPZ,BBY,VTRS,LEN,MS,DHR,CHTR,QCOM,SPGI,FAST,CBRE,URI,C,ANTM,DG,KHC,CNC,BIIB,OMC,ZTS,GWW,UPS,TSN,ROKU,CL,ADSK,CLX,POOL,MMM,TSCO,KO,MTCH,WAB,TROW,HSY,GILD,FTNT,FDX,EBAY,SYF,PINS,LDOS,SWKS,PHM,NEE,WRK,YUM,VRSN,DOCU,FIS,HON,QRVO,CAT,BKNG,CHRW,CDW,CTAS,ITW,RMD,LUMN,ZM,TJX,W,SHW,ALGN,EA,DE,GPC,MMC,ATVI,MRNA,CARR,MCD,ALXN,KMB,SSNC,MU,ULTA,CMI,CTXS,ALLY,CERN,MO,XOM,JCI,MNST,MSI,BLK,ETSY,HPQ,HUM,TT,CVX,RNG,GE,LH,BK,MET,PGR,WAT,SJM,ETN,VRTX,EMR,NOC,SYY,LB,ROK,UNP,DELL,TER,BURL,A,SQ,WST,STX,CFG,IT,CRWD,AJG,ISRG,PH,J,GNRC,AON,BF.B,SYK,MASI,AAP,BX,SNAP,FISV,COF,IP,LMT,MDT,DLR,GRMN,SUI,USD,PANW,SBUX,1164.HK,CTSH,GE.,NUE,KLAC,HPE,WFC,DLTR,ADP,PSA,SCHW,ALL,n/a,DRI,SGEN,PAYX,BBWI WI,STLA.MI,PNC,REGN,ADI,HUBS,NTAP,ESZ1,PKI,--,PLD,VMW,ADM,TXT,WDC,VLO,WHR,OXY,WM,EPAM,GD,EXR,ON,MAA,SUM
07/23/2021,5.23,4.91,3.63,1.99,1.75,1.76,1.07,0.94,1.01,0.92,0.84,0.81,0.81,0.77,0.76,0.71,0.71,0.67,0.68,0.67,0.64,0.57,0.59,0.58,0.55,0.55,0.53,0.53,0.52,0.51,0.52,0.55,0.52,0.5,0.49,0.48,0.48,0.45,0.42,0.44,0.47,0.44,0.42,0.43,0.41,0.39,0.4,0.42,0.39,0.38,0.4,0.41,0.41,0.41,0.39,0.38,0.37,0.37,0.37,0.34,0.33,0.34,0.34,0.34,0.35,0.34,0.32,0.33,0.32,0.32,0.32,0.33,0.32,0.32,0.3,0.31,0.32,0.29,0.3,0.29,0.3,0.3,0.29,0.28,0.27,0.26,0.29,0.29,0.28,0.27,0.26,0.27,0.27,0.27,0.25,0.25,0.25,0.26,0.24,0.25,0.24,0.25,0.24,0.25,0.24,0.24,0.22,0.21,0.24,0.23,0.23,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.2,0.21,0.2,0.21,0.21,0.22,0.22,0.22,0.21,0.19,0.2,0.2,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.27,0.21,0.19,0.0,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.19,0.18,0.17,0.18,0.17,0.19,0.2,0.17,0.15,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.0,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.0,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.75
07/26/2021,5.19,4.97,3.66,2.02,1.76,1.77,1.06,0.98,1.0,0.92,0.84,0.81,0.81,0.78,0.75,0.71,0.71,0.67,0.69,0.66,0.63,0.56,0.6,0.57,0.55,0.55,0.54,0.54,0.53,0.49,0.51,0.55,0.51,0.5,0.49,0.49,0.49,0.46,0.42,0.45,0.46,0.43,0.42,0.43,0.43,0.39,0.4,0.42,0.39,0.4,0.39,0.41,0.41,0.41,0.39,0.38,0.38,0.36,0.36,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.31,0.37,0.31,0.31,0.32,0.33,0.33,0.32,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.3,0.28,0.29,0.27,0.25,0.28,0.28,0.28,0.27,0.26,0.27,0.28,0.26,0.25,0.25,0.24,0.26,0.24,0.24,0.24,0.24,0.24,0.26,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.23,0.21,0.24,0.22,0.23,0.22,0.22,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.28,0.21,0.19,0.0,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.16,0.19,0.2,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.16,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.17,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.36,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.82999999999998
07/27/2021,5.2,4.98,3.64,2.11,1.8,1.81,1.06,0.96,1.01,0.91,0.83,0.8,0.81,0.77,0.75,0.71,0.71,0.63,0.69,0.64,0.63,0.55,0.61,0.58,0.55,0.55,0.54,0.54,0.53,0.5,0.51,0.53,0.51,0.5,0.49,0.48,0.49,0.46,0.41,0.45,0.46,0.43,0.42,0.44,0.43,0.39,0.41,0.42,0.39,0.4,0.39,0.41,0.41,0.41,0.39,0.38,0.38,0.36,0.37,0.33,0.34,0.34,0.34,0.34,0.35,0.34,0.31,0.35,0.32,0.31,0.32,0.33,0.33,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.29,0.3,0.28,0.29,0.26,0.25,0.28,0.28,0.28,0.27,0.29,0.27,0.28,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.26,0.24,0.25,0.22,0.22,0.24,0.23,0.23,0.23,0.21,0.24,0.21,0.23,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.3,0.22,0.19,0.0,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.16,0.19,0.2,0.17,0.15,0.16,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.17,0.16,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.82999999999998
07/28/2021,5.2,4.98,3.64,2.11,1.8,1.81,1.06,0.96,1.01,0.91,0.83,0.8,0.81,0.77,0.75,0.71,0.71,0.63,0.69,0.64,0.63,0.55,0.61,0.58,0.55,0.55,0.54,0.54,0.53,0.5,0.51,0.53,0.51,0.5,0.49,0.48,0.49,0.46,0.41,0.45,0.46,0.43,0.42,0.44,0.43,0.39,0.41,0.42,0.39,0.4,0.39,0.41,0.41,0.41,0.39,0.38,0.38,0.36,0.37,0.33,0.34,0.34,0.34,0.34,0.35,0.34,0.31,0.35,0.32,0.31,0.32,0.33,0.33,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.29,0.3,0.28,0.29,0.26,0.25,0.28,0.28,0.28,0.27,0.29,0.27,0.28,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.26,0.24,0.25,0.22,0.22,0.24,0.23,0.23,0.23,0.21,0.24,0.21,0.23,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.3,0.22,0.19,0.0,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.16,0.19,0.2,0.17,0.15,0.16,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.16,0.15,0.17,0.16,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.82999999999998
07/29/2021,5.21,4.96,3.67,2.12,1.81,1.83,1.06,0.95,1.0,0.91,0.82,0.8,0.81,0.76,0.75,0.71,0.72,0.65,0.68,0.66,0.63,0.56,0.6,0.57,0.55,0.54,0.54,0.53,0.53,0.5,0.51,0.53,0.51,0.49,0.49,0.48,0.49,0.46,0.41,0.45,0.45,0.43,0.41,0.43,0.42,0.4,0.4,0.41,0.39,0.39,0.39,0.41,0.41,0.41,0.38,0.38,0.38,0.35,0.36,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.31,0.36,0.32,0.31,0.32,0.33,0.32,0.32,0.31,0.3,0.31,0.31,0.31,0.29,0.29,0.3,0.29,0.28,0.27,0.25,0.28,0.28,0.27,0.27,0.3,0.27,0.28,0.27,0.25,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.23,0.25,0.24,0.25,0.22,0.22,0.24,0.23,0.23,0.23,0.22,0.24,0.21,0.23,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.2,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.28,0.21,0.19,0.0,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.17,0.19,0.19,0.17,0.15,0.16,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.0,0.15,0.16,0.16,0.17,0.16,0.16,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.17,0.16,0.0,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.36,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.85
07/30/2021,5.16,4.95,3.62,2.11,1.79,1.81,1.07,0.95,0.99,0.92,0.83,0.81,0.81,0.77,0.76,0.72,0.72,0.64,0.69,0.65,0.64,0.55,0.6,0.58,0.55,0.54,0.53,0.54,0.53,0.49,0.51,0.53,0.51,0.5,0.49,0.48,0.49,0.45,0.41,0.45,0.46,0.44,0.42,0.43,0.42,0.39,0.4,0.41,0.39,0.39,0.4,0.42,0.41,0.41,0.38,0.38,0.37,0.36,0.36,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.31,0.36,0.32,0.31,0.32,0.34,0.33,0.32,0.3,0.3,0.31,0.31,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.25,0.28,0.28,0.26,0.27,0.29,0.27,0.28,0.26,0.26,0.25,0.24,0.27,0.25,0.24,0.24,0.24,0.24,0.26,0.23,0.24,0.22,0.21,0.24,0.23,0.23,0.23,0.22,0.25,0.2,0.23,0.22,0.21,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.22,0.2,0.19,0.2,0.18,0.22,0.21,0.2,0.2,0.19,0.2,0.17,0.28,0.22,0.2,0.0,0.19,0.19,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.19,0.2,0.17,0.0,0.16,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.36,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.76999999999998
08/02/2021,5.09,4.92,3.58,2.04,1.84,1.79,1.06,0.97,0.99,0.91,0.82,0.81,0.81,0.77,0.75,0.71,0.71,0.64,0.69,0.68,0.63,0.57,0.6,0.58,0.54,0.53,0.49,0.55,0.53,0.5,0.51,0.53,0.51,0.49,0.49,0.48,0.48,0.44,0.42,0.45,0.46,0.43,0.42,0.44,0.42,0.39,0.41,0.41,0.39,0.44,0.39,0.42,0.41,0.42,0.38,0.38,0.37,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.3,0.35,0.32,0.32,0.34,0.33,0.33,0.31,0.32,0.31,0.31,0.33,0.3,0.29,0.29,0.31,0.28,0.27,0.27,0.25,0.29,0.29,0.25,0.27,0.28,0.27,0.29,0.26,0.26,0.24,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.21,0.24,0.24,0.23,0.23,0.22,0.26,0.2,0.22,0.22,0.21,0.2,0.21,0.2,0.19,0.21,0.21,0.21,0.23,0.2,0.2,0.2,0.17,0.22,0.22,0.2,0.2,0.19,0.2,0.17,0.29,0.22,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.16,0.19,0.18,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.17,0.17,0.2,0.17,0.0,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.35,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67999999999999
08/03/2021,5.09,4.92,3.58,2.04,1.84,1.79,1.06,0.97,0.99,0.91,0.82,0.81,0.81,0.77,0.75,0.71,0.71,0.64,0.69,0.68,0.63,0.57,0.6,0.58,0.54,0.53,0.49,0.55,0.53,0.5,0.51,0.53,0.51,0.49,0.49,0.48,0.48,0.44,0.42,0.45,0.46,0.43,0.42,0.44,0.42,0.39,0.41,0.41,0.39,0.44,0.39,0.42,0.41,0.42,0.38,0.38,0.37,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.35,0.34,0.3,0.35,0.32,0.32,0.34,0.33,0.33,0.31,0.32,0.31,0.31,0.33,0.3,0.29,0.29,0.31,0.28,0.27,0.27,0.25,0.29,0.29,0.25,0.27,0.28,0.27,0.29,0.26,0.26,0.24,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.25,0.23,0.21,0.24,0.24,0.23,0.23,0.22,0.26,0.2,0.22,0.22,0.21,0.2,0.21,0.2,0.19,0.21,0.21,0.21,0.23,0.2,0.2,0.2,0.17,0.22,0.22,0.2,0.2,0.19,0.2,0.17,0.29,0.22,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.16,0.19,0.18,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.17,0.17,0.2,0.17,0.0,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.16,0.15,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.35,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67999999999999
08/04/2021,5.13,4.92,3.32,2.04,1.83,1.79,1.07,0.97,1.0,0.91,0.82,0.81,0.82,0.77,0.75,0.71,0.71,0.64,0.7,0.69,0.64,0.56,0.6,0.59,0.55,0.53,0.48,0.53,0.53,0.51,0.52,0.53,0.51,0.49,0.5,0.48,0.49,0.46,0.42,0.45,0.47,0.43,0.42,0.44,0.42,0.39,0.41,0.42,0.39,0.46,0.39,0.41,0.41,0.42,0.38,0.38,0.38,0.36,0.36,0.34,0.35,0.34,0.35,0.34,0.36,0.34,0.31,0.35,0.32,0.31,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.33,0.31,0.29,0.29,0.31,0.28,0.27,0.27,0.25,0.28,0.28,0.25,0.27,0.27,0.26,0.29,0.26,0.26,0.24,0.24,0.27,0.24,0.25,0.24,0.24,0.23,0.26,0.23,0.23,0.22,0.17,0.24,0.22,0.23,0.23,0.22,0.26,0.2,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.21,0.21,0.21,0.23,0.2,0.2,0.21,0.16,0.22,0.23,0.2,0.2,0.19,0.2,0.17,0.3,0.23,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.16,0.19,0.18,0.19,0.17,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.2,0.17,0.15,0.16,0.18,0.18,0.16,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.18,0.17,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.0,0.15,0.15,0.0,0.16,0.0,0.15,0.0,0.16,0.15,0.15,0.16,0.15,0.18,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.36,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.58999999999999
08/05/2021,5.13,4.93,3.34,2.02,1.84,1.8,1.07,0.98,1.0,0.91,0.83,0.81,0.81,0.77,0.76,0.71,0.69,0.64,0.71,0.71,0.64,0.56,0.58,0.59,0.55,0.53,0.48,0.53,0.54,0.51,0.52,0.53,0.51,0.49,0.49,0.47,0.49,0.46,0.42,0.45,0.47,0.43,0.42,0.44,0.42,0.39,0.41,0.42,0.39,0.47,0.39,0.42,0.41,0.43,0.38,0.38,0.39,0.36,0.36,0.34,0.35,0.34,0.35,0.34,0.36,0.34,0.31,0.36,0.32,0.32,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.33,0.31,0.29,0.3,0.31,0.28,0.28,0.27,0.25,0.28,0.27,0.25,0.27,0.26,0.26,0.29,0.26,0.26,0.24,0.24,0.27,0.25,0.25,0.24,0.24,0.23,0.27,0.22,0.23,0.22,0.16,0.24,0.23,0.23,0.24,0.21,0.26,0.2,0.22,0.21,0.22,0.2,0.2,0.2,0.2,0.22,0.21,0.21,0.23,0.2,0.2,0.2,0.16,0.22,0.23,0.2,0.2,0.19,0.21,0.17,0.3,0.23,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.16,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.2,0.17,0.15,0.0,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.18,0.17,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.0,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.16,0.15,0.15,0.16,0.15,0.18,0.16,0.15,0.15,0.0,0.15,0.0,0.0,0.15,0.16,0.36,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.72999999999999
08/06/2021,5.14,4.92,3.34,2.0,1.83,1.79,1.08,0.97,1.0,0.92,0.84,0.81,0.81,0.76,0.76,0.71,0.68,0.64,0.71,0.71,0.65,0.56,0.56,0.59,0.54,0.53,0.48,0.54,0.56,0.5,0.52,0.54,0.51,0.5,0.48,0.47,0.49,0.46,0.42,0.45,0.48,0.42,0.41,0.45,0.41,0.36,0.41,0.42,0.39,0.48,0.39,0.42,0.42,0.45,0.38,0.38,0.39,0.36,0.36,0.34,0.34,0.34,0.35,0.34,0.36,0.34,0.3,0.36,0.32,0.31,0.34,0.33,0.34,0.33,0.31,0.32,0.32,0.33,0.32,0.29,0.3,0.31,0.28,0.27,0.27,0.25,0.28,0.28,0.25,0.27,0.26,0.25,0.29,0.23,0.26,0.25,0.25,0.26,0.24,0.25,0.24,0.24,0.24,0.28,0.23,0.23,0.22,0.17,0.21,0.22,0.23,0.24,0.22,0.26,0.2,0.22,0.19,0.21,0.2,0.2,0.19,0.2,0.22,0.21,0.21,0.23,0.2,0.2,0.2,0.17,0.22,0.23,0.2,0.2,0.19,0.21,0.16,0.33,0.24,0.19,0.0,0.18,0.2,0.19,0.18,0.18,0.16,0.19,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.2,0.17,0.15,0.0,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.0,0.17,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.16,0.15,0.0,0.0,0.16,0.0,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.0,0.15,0.14,0.0,0.15,0.15,0.36,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.61
08/09/2021,5.16,4.96,3.27,2.07,1.85,1.81,1.08,1.02,1.01,0.92,0.82,0.81,0.81,0.78,0.77,0.72,0.69,0.64,0.69,0.72,0.64,0.55,0.56,0.58,0.55,0.53,0.49,0.46,0.58,0.51,0.52,0.54,0.5,0.48,0.49,0.47,0.49,0.38,0.42,0.46,0.48,0.43,0.27,0.33,0.43,0.49,0.41,0.42,0.39,0.43,0.39,0.41,0.41,0.44,0.37,0.39,0.39,0.32,0.36,0.34,0.4,0.34,0.28,0.35,0.34,0.29,0.25,0.36,0.32,0.4,0.23,0.34,0.34,0.31,0.31,0.32,0.32,0.34,0.26,0.3,0.29,0.31,0.27,0.26,0.27,0.25,0.26,0.27,0.25,0.29,0.18,0.25,0.3,0.23,0.26,0.24,0.25,0.26,0.22,0.25,0.25,0.24,0.24,0.28,0.0,0.23,0.23,0.17,0.18,0.21,0.2,0.19,0.27,0.26,0.2,0.23,0.19,0.21,0.2,0.2,0.0,0.2,0.22,0.21,0.2,0.23,0.18,0.19,0.2,0.18,0.22,0.23,0.19,0.21,0.19,0.21,0.17,0.26,0.23,0.19,0.0,0.18,0.2,0.19,0.19,0.18,0.16,0.2,0.18,0.18,0.19,0.2,0.18,0.18,0.17,0.16,0.17,0.16,0.19,0.17,0.0,0.0,0.19,0.18,0.0,0.17,0.19,0.17,0.18,0.17,0.17,0.16,0.0,0.0,0.16,0.15,0.16,0.15,0.16,0.16,0.0,0.18,0.17,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.15,0.3,0.16,0.17,0.24,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.21,0.0,0.17,0.0,0.0,0.0,0.3,0.28,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39999999999999
