,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,NVDA,V,ADBE,CRM,PYPL,MA,CSCO,ORCL,ACN,IBM,NOW,AVGO,INTC,INTU,AMD,QCOM,TXN,XTSLA,NFLX,SQ,ADP,ADSK,MU,AMAT,SNAP,DOCU,TWLO,CRWD,FIS,ZM,SPGI,FISV,BKNG,WDAY,VEEV,UBER,LRCX,MELI,MRVL,TWTR,FTNT,PANW,SNPS,EBAY,CME,OKTA,ICE,CDNS,ATVI,GPN,MSCI,CTSH,XLNX,ADI,HUBS,TTD,ROKU,SPLK,KLAC,EA,WORK,MTCH,HPQ,PAYX,CSGP,INFO,ANSS,MCO,MCHP,ANET,PINS,COUP,NTAP,DDOG,MXIM,NET,VRSN,EPAM,SWKS,ZS,ZBRA,RNG,IT,DELL,CDW,MMC,MSI,AKAM,HPE,MDB,ALGN,PTC,PAYC,ETSY,EFX,WDC,PTON,CTXS,KEYS,AON,STX,JPM,NLOK,CDAY,TRU,TDOC,IQV,FDX,DT,EQIX,FIVN,DLR,TER,NUAN,QRVO,TYL,ZEN,FFIV,VMW,FICO,FLT,VRSK,ENPH,CRL,CVNA,TRMB,EXPE,AVLR,DXC,CERN,OMC,SMAR,MPWR,BR,CHGG,A,MANH,BL,DBX,IPG,SSNC,PFPT,JNPR,NDAQ,ESTC,PCTY,TTWO,JKHY,GDDY,WLTW,ON,ZTS,BBY,IAC,SCHW,APPN,CPRT,EXPD,CREE,Z,VRNS,CGNX,FDS,NTNX,CBRE,BX,SAIL,AYX,LHX,EVBG,RPD,CIEN,GRMN,LSCC,AZPN,MTD,ROP,MKTX,SEDG,AXON,GWRE,PLAN,TXG,JCOM,FLEX,QTWO,SLAB,G,PEGA,BKI,ROK,BAH,IRM,CBOE,RUN,ZNGA,DFS,ACIW,127.HK,USD,RHI,FSLY,JLL,NEWR,NATI,ALLE,TDC,TW,UPWK,WK,AVTR,SPSC,MSTR,SYNA,BISXX,WOLF,n/a,QLYS,SUM
10/12/2021,14.81,12.07,5.85,5.15,5.0,4.87,3.77,2.35,2.02,2.02,1.75,1.72,1.55,1.35,1.14,1.04,0.99,0.88,0.81,0.9,0.77,0.69,0.67,0.5,0.55,0.63,0.46,0.42,0.38,0.39,0.59,0.37,0.51,0.36,0.31,0.23,0.37,0.33,0.35,0.43,0.27,0.37,0.28,0.31,0.33,0.26,0.35,0.35,0.29,0.28,0.24,0.32,0.26,0.26,0.27,0.19,0.26,0.25,0.23,0.37,0.24,0.2,0.15,0.2,0.2,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.15,0.1,0.13,0.17,0.34,0.0,0.18,0.13,0.17,0.13,0.18,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.14,0.1,0.16,0.13,0.13,0.1,0.08,0.1,0.12,0.13,0.1,0.34,0.09,0.12,0.1,0.08,0.09,0.07,0.11,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.06,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.1,0.08,0.09,0.09,0.07,0.08,0.0,0.0,0.0,0.0,99.04
10/13/2021,14.86,12.08,5.84,5.18,5.03,4.92,3.74,2.36,2.02,2.01,1.73,1.73,1.55,1.38,1.14,1.05,0.96,0.89,0.81,0.89,0.76,0.69,0.68,0.52,0.55,0.6,0.46,0.41,0.38,0.38,0.58,0.36,0.51,0.35,0.31,0.23,0.36,0.33,0.36,0.42,0.27,0.37,0.27,0.3,0.33,0.26,0.35,0.35,0.29,0.28,0.24,0.31,0.26,0.26,0.27,0.19,0.25,0.26,0.23,0.37,0.24,0.2,0.15,0.2,0.2,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.16,0.1,0.13,0.17,0.33,0.0,0.19,0.13,0.17,0.13,0.18,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.16,0.14,0.1,0.16,0.13,0.13,0.1,0.08,0.1,0.12,0.14,0.1,0.34,0.09,0.12,0.1,0.08,0.09,0.07,0.11,0.21,0.08,0.09,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.06,0.09,0.07,0.07,0.06,0.08,0.07,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.08,0.09,0.09,0.08,0.08,0.0,0.05,0.04,0.0,99.06000000000002
10/14/2021,14.86,12.08,5.84,5.18,5.03,4.92,3.74,2.36,2.02,2.01,1.73,1.73,1.55,1.38,1.14,1.05,0.96,0.89,0.81,0.89,0.76,0.69,0.68,0.52,0.55,0.6,0.46,0.41,0.38,0.38,0.58,0.36,0.51,0.35,0.31,0.23,0.36,0.33,0.36,0.42,0.27,0.37,0.27,0.3,0.33,0.26,0.35,0.35,0.29,0.28,0.24,0.31,0.26,0.26,0.27,0.19,0.25,0.26,0.23,0.37,0.24,0.2,0.15,0.2,0.2,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.16,0.1,0.13,0.17,0.33,0.0,0.19,0.13,0.17,0.13,0.18,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.16,0.14,0.1,0.16,0.13,0.13,0.1,0.08,0.1,0.12,0.14,0.1,0.34,0.09,0.12,0.1,0.08,0.09,0.07,0.11,0.21,0.08,0.09,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.06,0.09,0.07,0.07,0.06,0.08,0.07,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.08,0.09,0.09,0.08,0.08,0.0,0.05,0.04,0.0,99.06000000000002
10/15/2021,14.9,12.07,5.82,5.13,4.96,4.84,3.74,2.32,2.05,2.08,1.72,1.7,1.55,1.41,1.15,1.04,0.99,0.88,0.79,0.89,0.77,0.67,0.66,0.52,0.55,0.61,0.46,0.41,0.36,0.39,0.59,0.35,0.52,0.37,0.3,0.23,0.37,0.32,0.36,0.43,0.27,0.37,0.28,0.3,0.33,0.25,0.35,0.36,0.29,0.28,0.25,0.33,0.26,0.26,0.26,0.18,0.25,0.26,0.23,0.37,0.27,0.21,0.15,0.21,0.19,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.17,0.35,0.0,0.2,0.13,0.17,0.12,0.19,0.14,0.11,0.17,0.15,0.14,0.15,0.14,0.11,0.13,0.17,0.14,0.1,0.16,0.13,0.13,0.09,0.08,0.09,0.12,0.14,0.1,0.34,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.08,0.07,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.08,0.08,0.09,0.08,0.08,0.0,0.05,0.0,0.0,99.08
10/18/2021,14.9,12.07,5.82,5.13,4.96,4.84,3.74,2.32,2.05,2.08,1.72,1.7,1.55,1.41,1.15,1.04,0.99,0.88,0.79,0.89,0.77,0.67,0.66,0.52,0.55,0.61,0.46,0.41,0.36,0.39,0.59,0.35,0.52,0.37,0.3,0.23,0.37,0.32,0.36,0.43,0.27,0.37,0.28,0.3,0.33,0.25,0.35,0.36,0.29,0.28,0.25,0.33,0.26,0.26,0.26,0.18,0.25,0.26,0.23,0.37,0.27,0.21,0.15,0.21,0.19,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.17,0.35,0.0,0.2,0.13,0.17,0.12,0.19,0.14,0.11,0.17,0.15,0.14,0.15,0.14,0.11,0.13,0.17,0.14,0.1,0.16,0.13,0.13,0.09,0.08,0.09,0.12,0.14,0.1,0.34,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.08,0.07,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.08,0.08,0.09,0.08,0.08,0.0,0.05,0.0,0.0,99.08
10/19/2021,14.97,11.92,5.75,5.06,4.99,4.87,3.83,2.26,2.08,2.1,1.74,1.65,1.54,1.37,1.16,1.03,1.0,0.88,0.79,0.9,0.8,0.68,0.65,0.52,0.54,0.61,0.45,0.42,0.36,0.39,0.59,0.35,0.55,0.39,0.31,0.23,0.37,0.32,0.35,0.44,0.29,0.36,0.28,0.3,0.33,0.25,0.35,0.35,0.3,0.27,0.24,0.34,0.26,0.27,0.26,0.18,0.25,0.26,0.24,0.37,0.27,0.22,0.15,0.21,0.19,0.17,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.17,0.36,0.0,0.22,0.13,0.17,0.12,0.19,0.14,0.11,0.17,0.15,0.14,0.15,0.14,0.11,0.13,0.17,0.13,0.1,0.16,0.13,0.13,0.09,0.08,0.09,0.12,0.14,0.1,0.32,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.06,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.0,0.05,0.0,0.0,99.03000000000002
10/20/2021,14.94,11.93,5.9,4.97,4.96,4.85,3.82,2.31,2.08,2.1,1.74,1.69,1.52,1.36,1.16,1.03,1.01,0.88,0.79,0.9,0.79,0.69,0.66,0.52,0.53,0.61,0.46,0.42,0.36,0.39,0.59,0.35,0.54,0.38,0.31,0.23,0.37,0.33,0.36,0.44,0.28,0.37,0.27,0.31,0.33,0.25,0.35,0.35,0.29,0.27,0.25,0.34,0.26,0.26,0.26,0.18,0.25,0.26,0.24,0.37,0.27,0.22,0.15,0.21,0.19,0.17,0.0,0.17,0.16,0.19,0.2,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.18,0.36,0.0,0.22,0.13,0.17,0.12,0.19,0.14,0.11,0.17,0.15,0.13,0.15,0.13,0.11,0.13,0.17,0.13,0.1,0.16,0.13,0.13,0.09,0.08,0.09,0.12,0.14,0.1,0.33,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.06,0.05,0.06,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.05,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.0,0.05,0.0,0.0,99.07000000000002
10/21/2021,14.94,11.94,5.91,5.08,4.96,4.84,3.85,2.28,2.1,2.08,1.74,1.69,1.5,1.36,1.16,1.01,1.0,0.87,0.79,0.91,0.81,0.68,0.65,0.51,0.54,0.62,0.46,0.42,0.35,0.39,0.57,0.36,0.55,0.4,0.31,0.23,0.37,0.32,0.35,0.44,0.28,0.35,0.27,0.31,0.33,0.25,0.36,0.35,0.29,0.27,0.25,0.34,0.26,0.26,0.25,0.18,0.25,0.26,0.24,0.37,0.27,0.22,0.16,0.21,0.19,0.17,0.0,0.17,0.16,0.19,0.2,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.17,0.36,0.0,0.23,0.13,0.17,0.12,0.2,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.13,0.1,0.16,0.13,0.13,0.09,0.08,0.1,0.12,0.14,0.1,0.32,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.2,0.08,0.1,0.09,0.09,0.08,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.06,0.08,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.05,0.07,0.08,0.06,0.06,0.05,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.05,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.0,0.05,0.0,0.0,99.11
10/22/2021,14.87,12.03,5.86,5.11,4.94,4.83,3.83,2.29,2.13,2.07,1.73,1.69,1.51,1.36,1.17,1.0,1.01,0.88,0.79,0.92,0.81,0.69,0.66,0.54,0.53,0.62,0.45,0.42,0.35,0.39,0.57,0.36,0.55,0.39,0.31,0.23,0.37,0.33,0.34,0.44,0.29,0.35,0.27,0.31,0.33,0.26,0.36,0.35,0.29,0.27,0.25,0.34,0.26,0.26,0.26,0.18,0.26,0.26,0.24,0.37,0.27,0.22,0.16,0.21,0.19,0.17,0.0,0.17,0.16,0.19,0.2,0.19,0.17,0.17,0.16,0.16,0.1,0.14,0.17,0.36,0.0,0.22,0.13,0.17,0.12,0.19,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.12,0.1,0.16,0.13,0.13,0.09,0.08,0.09,0.12,0.14,0.1,0.32,0.09,0.12,0.1,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.05,0.07,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.06,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.08,0.08,0.09,0.07,0.07,0.0,0.05,0.0,0.0,99.14
10/25/2021,14.97,12.07,5.83,5.13,4.88,4.79,3.89,2.25,2.13,2.05,1.55,1.66,1.5,1.35,1.16,0.9,1.02,0.88,0.8,0.93,0.83,0.69,0.67,0.54,0.54,0.64,0.46,0.43,0.35,0.39,0.56,0.37,0.56,0.39,0.31,0.23,0.36,0.32,0.33,0.45,0.29,0.34,0.27,0.3,0.33,0.25,0.36,0.34,0.3,0.27,0.25,0.34,0.25,0.27,0.26,0.18,0.26,0.26,0.25,0.38,0.27,0.22,0.15,0.21,0.19,0.18,0.0,0.18,0.17,0.19,0.2,0.19,0.17,0.16,0.16,0.16,0.11,0.14,0.17,0.36,0.0,0.23,0.13,0.17,0.12,0.2,0.14,0.12,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.13,0.1,0.16,0.14,0.12,0.09,0.09,0.09,0.12,0.14,0.1,0.33,0.09,0.12,0.09,0.08,0.09,0.07,0.12,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.09,0.07,0.09,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.09,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.07,0.07,0.1,0.07,0.07,0.05,0.07,0.08,0.06,0.06,0.06,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.09,0.08,0.09,0.07,0.08,0.0,0.05,0.0,0.0,99.01
10/26/2021,15.05,12.14,5.72,4.93,4.78,4.7,3.94,2.29,2.17,2.09,1.55,1.69,1.5,1.39,1.19,0.91,1.03,0.89,0.71,0.96,0.84,0.69,0.67,0.54,0.56,0.62,0.47,0.44,0.35,0.4,0.41,0.37,0.55,0.4,0.31,0.24,0.37,0.33,0.33,0.45,0.29,0.34,0.27,0.29,0.33,0.24,0.37,0.34,0.31,0.29,0.25,0.35,0.26,0.28,0.26,0.18,0.27,0.26,0.25,0.38,0.28,0.2,0.15,0.21,0.2,0.18,0.0,0.18,0.17,0.19,0.21,0.19,0.18,0.17,0.16,0.16,0.11,0.13,0.17,0.37,0.0,0.23,0.13,0.18,0.12,0.2,0.14,0.12,0.18,0.16,0.14,0.16,0.14,0.11,0.13,0.17,0.12,0.1,0.16,0.14,0.13,0.09,0.09,0.1,0.13,0.14,0.11,0.33,0.09,0.12,0.1,0.08,0.1,0.07,0.12,0.22,0.08,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.09,0.07,0.09,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.09,0.05,0.09,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.05,0.08,0.08,0.06,0.06,0.06,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.09,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.09,0.08,0.09,0.07,0.08,0.0,0.05,0.0,0.0,99.04999999999998
10/27/2021,15.05,12.14,5.72,4.93,4.78,4.7,3.94,2.29,2.17,2.09,1.55,1.69,1.5,1.39,1.19,0.91,1.03,0.89,0.71,0.96,0.84,0.69,0.67,0.54,0.56,0.62,0.47,0.44,0.35,0.4,0.41,0.37,0.55,0.4,0.31,0.24,0.37,0.33,0.33,0.45,0.29,0.34,0.27,0.29,0.33,0.24,0.37,0.34,0.31,0.29,0.25,0.35,0.26,0.28,0.26,0.18,0.27,0.26,0.25,0.38,0.28,0.2,0.15,0.21,0.2,0.18,0.0,0.18,0.17,0.19,0.21,0.19,0.18,0.17,0.16,0.16,0.11,0.13,0.17,0.37,0.0,0.23,0.13,0.18,0.12,0.2,0.14,0.12,0.18,0.16,0.14,0.16,0.14,0.11,0.13,0.17,0.12,0.1,0.16,0.14,0.13,0.09,0.09,0.1,0.13,0.14,0.11,0.33,0.09,0.12,0.1,0.08,0.1,0.07,0.12,0.22,0.08,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.09,0.07,0.09,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.09,0.05,0.09,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.05,0.08,0.08,0.06,0.06,0.06,0.0,0.04,0.06,0.05,0.0,0.04,0.06,0.06,0.07,0.06,0.07,0.09,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.11,0.09,0.08,0.09,0.07,0.08,0.0,0.05,0.0,0.0,99.04999999999998
10/28/2021,14.95,12.09,5.68,4.97,4.77,4.69,4.0,2.31,2.18,2.09,1.58,1.7,1.5,1.38,1.2,0.9,1.03,0.9,0.71,0.97,0.85,0.69,0.67,0.54,0.56,0.64,0.47,0.44,0.36,0.4,0.41,0.37,0.54,0.39,0.3,0.24,0.36,0.33,0.33,0.45,0.29,0.34,0.27,0.3,0.33,0.24,0.36,0.34,0.31,0.29,0.25,0.35,0.26,0.28,0.27,0.18,0.27,0.26,0.25,0.39,0.28,0.21,0.15,0.21,0.2,0.18,0.0,0.18,0.17,0.19,0.2,0.19,0.18,0.17,0.16,0.16,0.1,0.13,0.17,0.37,0.0,0.24,0.13,0.18,0.12,0.2,0.14,0.12,0.18,0.15,0.14,0.16,0.13,0.11,0.13,0.18,0.12,0.11,0.16,0.15,0.13,0.09,0.09,0.09,0.13,0.14,0.11,0.33,0.09,0.12,0.1,0.08,0.1,0.07,0.12,0.22,0.08,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.09,0.07,0.1,0.11,0.09,0.08,0.07,0.08,0.07,0.08,0.06,0.07,0.07,0.07,0.11,0.09,0.05,0.09,0.08,0.07,0.06,0.07,0.07,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.05,0.07,0.08,0.06,0.06,0.06,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.05,0.07,0.09,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.08,0.09,0.08,0.08,0.0,0.05,0.0,0.0,99.10000000000002
10/29/2021,15.01,12.12,5.76,4.76,4.82,4.71,4.26,2.28,2.16,2.09,1.55,1.67,1.51,1.37,1.2,0.89,1.01,0.92,0.69,0.98,0.86,0.69,0.65,0.54,0.56,0.64,0.47,0.44,0.36,0.39,0.41,0.37,0.54,0.4,0.3,0.24,0.38,0.32,0.34,0.45,0.29,0.34,0.26,0.3,0.33,0.24,0.35,0.33,0.31,0.28,0.25,0.34,0.26,0.29,0.27,0.17,0.26,0.26,0.24,0.38,0.27,0.21,0.15,0.21,0.2,0.18,0.0,0.17,0.17,0.19,0.2,0.2,0.18,0.17,0.16,0.16,0.09,0.13,0.17,0.37,0.0,0.24,0.13,0.18,0.12,0.2,0.14,0.11,0.18,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.12,0.1,0.16,0.15,0.13,0.09,0.08,0.09,0.13,0.14,0.11,0.33,0.09,0.12,0.09,0.08,0.1,0.07,0.12,0.22,0.08,0.1,0.09,0.09,0.08,0.11,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.07,0.08,0.06,0.07,0.07,0.07,0.11,0.09,0.05,0.09,0.07,0.07,0.06,0.07,0.07,0.0,0.07,0.08,0.08,0.1,0.07,0.07,0.05,0.07,0.08,0.06,0.06,0.06,0.0,0.04,0.06,0.05,0.0,0.05,0.06,0.06,0.07,0.05,0.07,0.09,0.04,0.0,0.05,0.05,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.08,0.09,0.08,0.08,0.0,0.05,0.0,0.0,99.07
