,TSLA,AMZN,GOOG,SAM,SQ,FB,BILL,DOCU,CHGG,OKTA,WORK,V,CRM,MA,ISRG,STZ,CGNX,SPGI,NFLX,WAB,ICE,REGN,CMG,RNG,LMT,ALNY,NKE,BPMC,BIIB,ARGX,ADBE,ROST,VRSK,DKNG,SILK,BIGC,SBAC,WHD,Ascendis Pharma A/S ADR,CTRA.JK,Ssc Government Mm Gvmxx,ASND,MPWR,Paylocity Holding Corp,PCTY,n/a,ROK,RBLX,RKLB,KVSB,RELY,GVMXX,SUM
09/10/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/14/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/20/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/21/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/27/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/01/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/04/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/05/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/06/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/07/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/08/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/11/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/12/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/13/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/14/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/15/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,5.85,7.55,5.8,3.65,4.1,4.85,5.02,5.4,3.04,4.2,2.87,3.23,2.44,2.81,2.85,3.11,2.06,2.75,2.43,2.0,1.52,2.43,1.37,1.77,1.55,1.6,1.18,0.95,1.49,0.98,1.0,0.0,0.77,1.01,0.58,1.43,1.08,1.03,0.0,0.0,0.0,0.7,0.62,0.0,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/20/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/21/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/22/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/25/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/26/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/27/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/28/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
10/29/2021,6.46,6.75,6.15,1.34,4.07,4.69,6.91,4.92,2.5,3.68,0.0,3.65,3.79,2.85,2.99,3.39,1.9,3.23,3.32,2.5,1.42,2.8,1.64,0.0,0.0,1.94,1.28,1.26,1.42,0.95,0.97,0.0,0.85,0.9,0.65,0.63,1.12,0.98,0.0,0.0,0.0,0.48,1.75,0.0,1.25,0.13,1.65,0.34,0.23,0.16,0.08,0.0,99.96999999999998
11/01/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/02/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
