,NYMEX Light Sweet Crude Oil Future,AGPXX,B 0 08/05/21,CLTL,XIB 0 10/07/21,Cash/Receivables/Payables,B 0 10/07/21,1257.HK,B 0 11/12/21,B 0 12/09/21,United States Treasury Bill,United States Treasury Bills 0%,018000.KQ,B 0 01/13/22,B 0 02/03/22,B 0 12/02/21,B 0 01/06/22,n/a,688008.SS,XIB 0 12/09/21,B 0 02.03.22,B 0 12.02.21,B 0 01.06.22,B 0 11.12.21,B 0 12.09.21,XIB 0 01.13.22,B 0 01.13.22,WIB 0 02.03.22,CMBR 0 12.02.21,B 0 04.07.22,B 0 07.07.22,B 0 08.04.22,SUM
09/13/2021,0.0,21.99,0.0,5.04,0.0,0.0,5.73,0.0,2.29,2.29,0.0,0.0,0.0,2.29,3.67,3.55,3.55,49.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,0.0,41.84,0.0,9.95,0.0,0.0,11.31,0.0,4.52,4.52,0.0,0.0,0.0,4.52,7.24,7.01,7.01,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.94000000000003
09/15/2021,0.0,21.14,0.0,5.02,0.0,0.0,5.71,0.0,2.29,2.29,0.0,0.0,0.0,2.29,3.66,3.54,3.54,50.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/16/2021,0.0,43.59,0.0,9.85,0.0,0.0,11.21,0.0,4.48,4.48,0.0,0.0,0.0,4.48,7.17,6.95,6.95,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.18
09/17/2021,0.0,44.52,0.0,9.85,0.0,0.0,11.2,0.0,4.48,4.48,0.0,0.0,0.0,4.48,7.17,6.95,6.95,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.1
09/21/2021,0.0,23.1,0.0,4.81,0.0,0.0,5.47,0.0,2.19,2.19,0.0,0.0,0.0,2.19,3.5,3.39,3.39,49.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,0.0,23.1,0.0,4.81,0.0,0.0,5.47,0.0,2.19,2.19,0.0,0.0,0.0,2.19,3.5,3.39,3.39,49.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,0.0,46.71,0.0,9.88,0.0,0.0,11.23,0.0,4.49,4.49,0.0,0.0,0.0,4.49,7.19,6.96,6.96,99.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.11
09/30/2021,0.0,45.29,0.0,9.36,0.0,0.0,10.65,0.0,4.26,4.26,0.0,0.0,0.0,4.26,6.82,6.6,6.6,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.12
10/01/2021,0.0,47.38,0.0,9.39,0.0,0.0,10.68,0.0,4.27,4.27,0.0,0.0,0.0,4.27,6.83,6.62,6.62,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.35
10/15/2021,0.0,58.46,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,6.73,6.52,6.52,4.21,4.21,4.21,0.0,0.0,0.0,0.0,0.0,0.0,200.13
10/18/2021,0.0,57.67,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,6.66,6.45,6.45,4.16,4.16,0.0,4.16,0.0,0.0,0.0,0.0,0.0,198.89
10/19/2021,0.0,29.26,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.26,0.0,0.0,3.31,3.21,3.21,2.07,2.07,0.0,2.07,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,0.0,29.26,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.26,0.0,0.0,3.31,3.21,3.21,2.07,2.07,0.0,2.07,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,0.0,59.86,0.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.52,6.32,6.32,4.08,4.08,0.0,4.08,0.0,0.0,0.0,0.0,0.0,200.23
10/22/2021,0.0,59.13,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,6.46,6.26,6.26,4.04,4.04,0.0,4.04,0.0,0.0,0.0,0.0,0.0,198.81
10/26/2021,0.0,59.05,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,6.41,6.2,6.2,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,198.68
10/27/2021,0.0,29.72,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34,0.0,0.0,3.22,3.12,3.12,2.01,2.01,0.0,2.01,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/01/2021,0.0,59.96,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,0.0,6.28,6.28,4.05,4.05,0.0,4.05,6.49,0.0,0.0,0.0,0.0,200.1
11/02/2021,0.0,59.7,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,0.0,6.26,6.26,4.04,4.04,0.0,4.04,6.46,0.0,0.0,0.0,0.0,199.71
11/03/2021,0.0,59.7,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,0.0,6.26,6.26,4.04,4.04,0.0,4.04,6.46,0.0,0.0,0.0,0.0,199.71
11/04/2021,0.0,59.7,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,0.0,6.26,6.26,4.04,4.04,0.0,4.04,6.46,0.0,0.0,0.0,0.0,199.71
11/08/2021,0.0,29.68,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,0.0,0.0,3.38,3.27,3.27,2.11,2.11,0.0,2.11,0.0,0.0,0.0,0.0,0.0,99.97
11/09/2021,0.0,28.39,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.77,0.0,0.0,3.37,3.26,3.26,2.11,2.11,0.0,2.11,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,0.0,28.39,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.77,0.0,0.0,3.37,3.26,3.26,2.11,2.11,0.0,2.11,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,0.0,58.52,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.59,6.38,6.38,4.12,4.12,0.0,4.12,0.0,0.0,0.0,0.0,0.0,199.29
11/12/2021,0.0,57.97,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,6.44,6.24,6.24,4.03,4.03,0.0,4.03,0.0,0.0,0.0,0.0,0.0,197.85
11/15/2021,0.0,61.78,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,6.61,6.41,6.41,0.0,4.13,0.0,4.13,0.0,0.0,0.0,0.0,0.0,198.58
11/16/2021,0.0,63.83,0.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,6.68,6.47,6.46,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,200.98
11/17/2021,0.0,63.83,0.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,6.68,0.0,6.46,0.0,4.17,0.0,4.17,0.0,6.47,0.0,0.0,0.0,200.98
11/18/2021,0.0,62.87,0.0,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,6.67,6.46,6.46,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,199.99
11/19/2021,0.0,62.96,0.0,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03,0.0,0.0,6.67,6.46,6.46,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,200.08
11/22/2021,0.0,31.47,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.33,3.23,3.23,0.0,2.08,0.0,2.08,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,0.0,31.47,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.33,3.23,3.23,0.0,2.08,0.0,2.08,0.0,0.0,0.0,0.0,0.0,100.0
11/25/2021,0.0,60.45,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05,0.0,0.0,6.93,6.71,6.71,0.0,4.33,0.0,4.33,0.0,0.0,0.0,0.0,0.0,199.03
11/26/2021,0.0,60.14,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05,0.0,0.0,6.78,6.56,6.56,0.0,4.24,0.0,4.24,0.0,0.0,0.0,0.0,0.0,197.88
11/29/2021,0.0,31.19,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.0,0.0,3.39,3.28,3.28,0.0,2.12,0.0,2.12,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,0.0,33.51,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.49,0.0,0.0,3.6,3.48,3.48,0.0,2.25,0.0,2.25,0.0,0.0,0.0,0.0,0.0,100.0
12/01/2021,0.0,33.51,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.49,0.0,0.0,3.6,3.48,3.48,0.0,2.25,0.0,2.25,0.0,0.0,0.0,0.0,0.0,100.0
12/02/2021,0.0,55.59,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,7.54,7.3,7.3,0.0,4.71,0.0,4.71,0.0,0.0,0.0,0.0,0.0,197.52
01/14/2022,0.0,63.01,0.0,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,6.56,6.55,0.0,197.11
01/18/2022,0.0,69.81,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,6.36,0.0,198.68000000000004
01/19/2022,0.0,69.81,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,6.36,0.0,198.68000000000004
01/20/2022,0.0,69.81,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,6.36,0.0,198.68000000000004
01/21/2022,0.0,70.09,0.0,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27,6.26,0.0,198.51
01/24/2022,0.0,71.33,0.0,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,6.18,0.0,199.38
01/25/2022,0.0,72.53,0.0,9.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.52,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,6.23,0.0,198.29
01/26/2022,0.0,72.53,0.0,9.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.52,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,6.23,0.0,198.29
01/28/2022,0.0,35.85,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,3.22,0.0,100.0
01/31/2022,0.0,71.66,0.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01,0.0,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,6.44,0.0,200.88
02/10/2022,0.0,36.19,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.09,3.09,100.0
02/11/2022,0.0,36.51,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.12,3.11,100.00000000000001
